MountainCar_mu1_higher,MountainCar_mu0_higher,ReturnLastEpisode,IWLastEpisode,AvgEpLen,TimestepsSoFar,MountainCar_std1_higher,ReturnAbsMax,ReturnStepMax,DenMISELogFirst,IWMin,MinEpLen,ReturnMax,ReturnMin,IWMax,BoundBonus,DenMISELogLast,Regret,MountainCar_std0_higher,Bound,Iteration,BoundMISE,ReturnMean,Delta,IWFirstEpisode,Regret/t,TimeElapsed,NumTrajectories,DenMISEMeanLog,IWMean,ActionIn1,NumTrainableParams,GridSize
5.0,0.5,-0.15436928,3.251226e-06,871.6164383561644,63628,3.0,14.027719,159.02925,-4.591359,,243,8.218238,-14.027719,9.924785,92.01879,-3.6369305,441.65073,0.14999999,91.47758,73,-0.5412147,-1.0500101,8.775309e-07,1.045481e-12,6.05001,39.089704275131226,73,-4.296162,0.7785095,4.0345225,,25
-5.0,-0.5,-0.81628793,1.4638274e-10,873.3378378378378,64627,3.0,14.027719,159.02925,-4.6049647,,243,8.218238,-14.027719,40.420643,90.10322,-3.9017441,447.46704,0.14999999,89.24114,74,-0.8620758,-1.0468518,8.539741e-07,1.5097339,6.0468516,39.6414589881897,74,-4.294255,1.3891696,-0.83830154,,25
10.0,-0.5,-0.38691288,0.02791285,875.0133333333333,65626,3.0,14.027719,159.02925,-4.5981913,,243,8.218238,-14.027719,53.034264,82.55454,-3.704145,452.85394,0.14999999,87.18748,75,4.632936,-1.0380524,8.3135325e-07,0.39607215,6.0380526,40.213497161865234,75,-4.2833543,0.93794435,7.1814666,,25
10.0,0.5,-0.5736117,1.9324219e-10,872.0394736842105,66275,3.0,14.027719,159.02925,-4.606169,,243,8.218238,-14.027719,13.767206,82.633125,-4.4009104,458.42755,0.14999999,82.74333,76,0.11020972,-1.0319414,8.096195e-07,4.232987e-14,6.0319414,40.60583758354187,76,-4.28799,0.40804207,8.416168,,25
5.0,,-1.1947339,0.028718663,873.6883116883117,67274,3.0,14.027719,159.02925,-4.6192417,,243,8.218238,-14.027719,21.756922,77.15012,-4.1881685,464.62228,0.14999999,77.59952,77,0.4493949,-1.0340556,7.88727e-07,0.0008540244,6.0340557,41.232179164886475,77,-4.294541,1.2566663,7.173927,,25
-5.0,,1.2452615,0.0007308697,867.8589743589744,67693,3.0,14.027719,159.02925,-4.632134,,243,8.218238,-14.027719,17.931604,77.38849,-3.7846854,468.377,0.14999999,77.33581,78,-0.052683633,-1.0048335,7.6863284e-07,0.00013066285,6.004833,41.528828382492065,78,-4.285591,0.8871054,-6.885628,,25
,0.5,-0.009411168,0.002361935,869.5189873417721,68692,3.0,14.027719,159.02925,-4.644871,,243,8.218238,-14.027719,8.985108,70.25696,-3.9736087,473.3864,0.14999999,69.81513,79,-0.44182277,-0.9922333,7.49297e-07,1.7190347e-12,5.9922333,42.05109524726868,79,-4.2837014,0.55205315,-1.1297543,,25
,-0.5,-1.1377321,2.639998e-10,871.1375,69691,3.0,14.027719,159.02925,-4.6574497,,243,8.218238,-14.027719,16.418743,68.457565,-4.210107,479.52417,0.14999999,68.00276,80,-0.45480537,-0.99405205,7.306816e-07,16.418743,5.994052,42.63781929016113,80,-4.288493,0.8942827,0.40752667,,25
-5.0,-1.0,-0.15099531,7.6474635e-06,872.716049382716,70690,3.0,14.027719,159.02925,-4.4831986,,243,8.218238,-14.027719,17.909216,67.798195,-3.7659962,484.67517,0.14999999,66.556755,81,-1.2414404,-0.9836439,7.1275144e-07,0.23717631,5.983644,43.19181942939758,81,-4.283891,0.62459886,-7.588553,,25
5.0,-1.0,-1.3325838,0.008387914,874.2560975609756,71689,3.0,14.027719,159.02925,-4.4925447,,243,8.218238,-14.027719,21.329275,66.407555,-4.7793756,491.00775,0.14999999,66.36111,82,-0.046446964,-0.9878993,6.954733e-07,1.5850661,5.9878993,43.766318798065186,82,-4.2949033,1.4833589,5.1483755,,25
-5.0,0.5,-2.1104794,4.4505378e-26,875.7590361445783,72688,3.0,14.027719,159.02925,-4.4855204,,243,8.218238,-14.027719,23.33866,67.33478,-4.0695677,498.11823,0.14999999,66.13887,83,-1.1959106,-1.0014244,6.788158e-07,1.4204749e-13,6.0014243,44.30891752243042,83,-4.2879324,1.3718488,0.76227903,,25
-10.0,-0.5,-0.6918112,6.350053e-11,877.2261904761905,73687,3.0,14.027719,159.02925,-4.4974966,,243,8.218238,-14.027719,30.609514,66.32478,-3.7820468,503.81003,0.14999999,65.6737,84,-0.65108705,-0.99773854,6.627497e-07,0.008169744,5.9977384,44.90756368637085,84,-4.2788167,1.066755,-7.904612,,25
10.0,-0.5,-0.33432975,4.2939047e-07,878.6588235294117,74686,3.0,14.027719,159.02925,-4.509234,,243,8.218238,-14.027719,34.870308,61.907253,-3.82672,509.14435,0.14999999,64.515205,85,2.6079507,-0.98993367,6.472474e-07,0.3623603,5.9899335,45.48328232765198,85,-4.273781,0.9076469,8.274404,,25
-10.0,0.5,-0.1573313,2.4884658e-16,875.2441860465116,75271,3.0,14.027719,159.02925,-4.516676,,243,8.218238,-14.027719,27.490131,65.43059,-3.741768,514.3017,0.14999999,64.5536,86,-0.87698764,-0.98025227,6.3228265e-07,8.829717e-16,5.9802523,45.851988077163696,86,-4.269765,0.91939986,-14.259307,,25
-5.0,1.0,-0.9087424,0.003854994,876.6666666666666,76270,3.0,14.027719,159.02925,-4.528237,,243,8.218238,-14.027719,25.108274,69.46154,-5.61133,520.21045,0.14999999,64.052,87,-5.4095383,-0.97943026,6.1783095e-07,2.7890077e-27,5.97943,46.39060640335083,87,-4.286982,1.1956745,-1.6479026,,25
5.0,0.5,-7.660753,1.5868687e-05,878.0568181818181,77269,3.0,14.027719,159.02925,-4.539665,,243,8.218238,-14.027719,16.28244,63.79961,-5.1702857,532.8712,0.14999999,62.931007,88,-0.868601,-1.0553544,6.0386907e-07,9.928101e-13,6.055354,46.93775272369385,88,-4.2960477,1.08359,5.740338,,25
5.0,-0.5,-0.5413893,2.664931e-07,879.4157303370787,78268,3.0,14.027719,159.02925,-4.550965,,243,8.218238,-14.027719,15.611946,62.91238,-3.6863966,538.4126,0.14999999,62.95759,89,0.04520637,-1.0495796,5.903753e-07,9.470347,6.0495796,47.56354784965515,89,-4.288847,0.9076296,5.20864,,25
-5.0,-0.5,0.8065893,0.030077891,874.2444444444444,78682,3.0,14.027719,159.02925,-4.461019,,243,8.218238,-14.027719,25.959389,63.236694,-3.9729633,542.60596,0.14999999,62.604725,90,-0.6319678,-1.0289555,5.773287e-07,1.3073311,6.0289555,47.92995738983154,90,-4.286718,1.093591,-3.9866974,,25
5.0,1.0,-0.9896094,3.2580304e-28,875.6153846153846,79681,3.0,14.027719,159.02925,-4.457648,,243,8.218238,-14.027719,23.71744,69.679306,-4.619713,548.5956,0.14999999,62.620834,91,-7.058473,-1.0285231,5.647098e-07,1.7207184e-26,6.028523,48.5221483707428,91,-4.2900424,0.82531613,9.355274,,25
10.0,0.5,-10.097019,0.0003823743,876.9565217391304,80680,3.0,14.027719,159.02925,-4.4685764,,243,8.218238,-14.027719,17.78376,61.40189,-5.546948,563.6926,0.14999999,61.287952,92,-0.113938786,-1.1270936,5.5250035e-07,3.688853e-14,6.1270933,49.055715799331665,92,-4.3062234,0.56708187,8.620141,,25
5.0,,0.00070703134,1.649867,873.8279569892474,81266,3.0,14.027719,159.02925,-4.4793878,,243,8.218238,-14.027719,20.411554,59.87573,-3.830308,568.6919,0.14999999,60.304165,93,0.42843527,-1.1149668,5.4068244e-07,0.00074256153,6.114967,49.448076486587524,93,-4.3060203,1.1525186,5.1489587,,25
-5.0,,-0.032861605,0.05280546,875.1595744680851,82265,3.0,14.027719,159.02925,-4.4900746,,243,8.218238,-14.027719,17.923666,59.99624,-3.9562092,573.7248,0.14999999,59.946167,94,-0.05007019,-1.103455,5.292397e-07,0.00011335914,6.103455,50.232279539108276,94,-4.3011837,0.95738673,-5.4634433,,25
,0.5,-0.09770395,0.3879407,876.4631578947368,83264,3.0,14.027719,159.02925,-4.5006557,,243,8.218238,-14.027719,18.766817,55.32495,-4.0943427,578.82245,0.14999999,54.64092,95,-0.6840331,-1.0928681,5.181564e-07,1.4881717e-12,6.092868,51.0007164478302,95,-4.29998,0.8289825,0.8785924,,25
5.0,-1.0,-0.6169973,6.9034646e-20,877.7395833333334,84263,3.0,14.027719,159.02925,-4.511127,,243,8.218238,-14.027719,20.087467,54.50263,-3.682559,584.43945,0.14999999,54.058205,96,-0.44442257,-1.0879111,5.0741784e-07,1.6147957,6.087911,51.61402082443237,96,-4.2956862,1.4336767,6.6220226,,25
,-0.5,2.0975127,0.9729237,872.1649484536083,84600,3.0,14.027719,159.02925,-4.504809,,243,8.218238,-14.027719,14.094473,54.503914,-4.8214846,587.342,0.14999999,54.09478,97,-0.4091328,-1.0550717,4.9700947e-07,14.094473,6.055072,51.903788566589355,97,-4.297727,0.89936197,-0.41175485,,25
-5.0,-1.0,-0.5048045,0.0062267794,873.4591836734694,85599,3.0,14.027719,159.02925,-4.3793955,,243,8.218238,-14.027719,17.740906,55.356056,-3.686914,592.84674,0.14999999,54.02928,98,-1.3267741,-1.0494567,4.8691817e-07,0.21379137,6.0494566,52.49753952026367,98,-4.2928443,0.7407326,-3.9391975,,25
10.0,-0.5,-1.3309605,0.00023725626,874.7272727272727,86598,3.0,14.027719,159.02925,-4.3873687,,243,8.218238,-14.027719,27.35242,51.509804,-4.37947,599.17773,0.14999999,53.604073,99,2.0942671,-1.0523002,4.7713115e-07,0.32078585,6.0523005,53.25020170211792,99,-4.296711,0.99316543,8.313416,,25
10.0,,1.1510571,0.40350524,870.09,87009,3.0,14.027719,159.02925,-4.394184,,243,8.218238,-14.027719,24.942234,51.959095,-3.6807263,603.0267,0.14999999,53.579052,100,1.619957,-1.0302668,4.6763623e-07,2.7203652e-05,6.030267,53.68982195854187,100,-4.2912493,1.3153586,14.627644,,25
-10.0,-0.5,1.8446963,2.6121624e-15,865.2970297029703,87395,3.0,14.027719,159.02925,-4.4041343,,243,8.218238,-14.027719,23.098312,54.01957,-5.3493133,606.182,0.14999999,53.525295,101,-0.49427244,-1.0018017,4.584219e-07,0.0074415207,6.0018015,54.11258792877197,101,-4.2994595,0.88061947,-6.434013,,25
-5.0,0.5,-0.16928332,4.34806e-05,866.6078431372549,88394,3.0,14.027719,159.02925,-4.413913,,243,8.218238,-14.027719,20.120256,54.045563,-3.964758,611.35126,0.14999999,53.171314,102,-0.87424695,-0.99363977,4.4947728e-07,1.3223171e-13,5.99364,54.913102865219116,102,-4.2978005,1.0625021,-6.8043375,,25
-10.0,0.5,-0.65097165,10.504202,867.8932038834952,89393,3.0,14.027719,159.02925,-4.423669,,243,8.218238,-14.027719,30.903769,53.55936,-3.878277,617.0022,0.14999999,52.600594,103,-0.95876825,-0.9903129,4.40792e-07,8.0455006e-16,5.990313,55.78442358970642,103,-4.2936735,1.07832,-14.870806,,25
-10.0,,-0.48578918,0.5221896,869.1538461538462,90392,3.0,14.027719,159.02925,-4.4333305,,243,8.218238,-14.027719,18.666779,52.214478,-5.571819,622.48804,0.14999999,52.136402,104,-0.07807521,-0.98546165,4.32356e-07,6.4534737e-07,5.9854617,56.552749156951904,104,-4.305972,0.7984839,-8.01346,,25
5.0,-0.5,-0.06936127,8.9980844e-08,870.3904761904762,91391,3.0,14.027719,159.02925,-4.4429,,243,8.218238,-14.027719,18.677437,51.675777,-4.0958858,627.5574,0.14999999,52.153683,105,0.4779064,-0.9767369,4.2415985e-07,8.500296,5.976737,57.13319993019104,105,-4.306232,1.1335145,7.8945274,,25
10.0,0.5,-0.40927866,4.2094155e-09,868.3207547169811,92042,3.0,14.027719,159.02925,-4.3745337,,243,8.218238,-14.027719,17.048744,51.751022,-3.7851064,632.9667,0.14999999,51.65827,106,-0.092752114,-0.9713835,4.161946e-07,3.3577585e-14,5.9713836,57.6339430809021,106,-4.3004575,0.5459824,9.248035,,25
-10.0,-1.0,-1.42952,3.4970678e-33,869.5420560747664,93041,3.0,14.027719,159.02925,-4.3839235,,243,8.218238,-14.027719,32.53134,53.070717,-4.4924407,639.3962,0.14999999,51.42123,107,-1.649486,-0.97566515,4.084516e-07,0.001294009,5.975665,58.258662700653076,107,-4.306666,0.8834113,-10.376761,,25
-5.0,-0.5,-1.2592301,2.0458672,870.7407407407408,94040,3.0,14.027719,159.02925,-4.3932137,,243,8.218238,-14.027719,21.09275,51.923874,-4.831309,645.6554,0.14999999,51.239956,108,-0.68391955,-0.9782908,4.0092266e-07,1.2216256,5.9782906,58.837438344955444,108,-4.3133793,1.1012971,-3.191789,,25
,,-0.5484375,0.047995318,871.9174311926605,95039,3.0,14.027719,159.02925,-4.391183,,243,8.218238,-14.027719,19.421309,51.021233,-3.7507465,651.20386,0.14999999,50.98137,109,-0.039864566,-0.9743472,3.936001e-07,0.0010596281,5.974347,59.46826148033142,109,-4.307691,1.0826937,-0.631841,,25
5.0,0.5,-0.00069577177,0.01627973,873.0727272727273,96038,3.0,14.027719,159.02925,-4.4003053,,243,8.218238,-14.027719,15.090574,51.8496,-3.9160829,656.2045,0.14999999,50.997524,110,-0.8520769,-0.96549577,3.8647622e-07,8.6365984e-13,5.9654956,60.06855034828186,110,-4.3038206,1.107389,10.626528,,25
-5.0,1.0,-2.566836,6.3343073e-06,874.2072072072073,97037,3.0,14.027719,159.02925,-4.409355,,243,8.218238,-14.027719,24.524456,56.52454,-4.5538006,663.77136,0.14999999,50.778725,111,-5.7458134,-0.9799223,3.7954405e-07,2.476397e-27,5.9799223,60.7030189037323,111,-4.3054624,1.1380591,-3.555944,,25
5.0,,-1.5180806,2.4175684e-05,875.3214285714286,98036,3.0,14.027719,159.02925,-4.418324,,243,8.218238,-14.027719,18.288147,50.10468,-4.5210395,670.2894,0.14999999,50.443913,112,0.33923382,-0.9847273,3.727967e-07,0.00069857464,5.9847274,61.33276653289795,112,-4.3069105,1.0940365,9.154095,,25
-10.0,1.0,1.4395497,2.1061802e-13,871.1504424778761,98440,3.0,14.027719,159.02925,-4.4272065,,243,8.218238,-14.027719,35.826458,53.267307,-3.9248989,673.8499,0.14999999,50.40487,113,-2.8624382,-0.9632735,3.6622777e-07,1.5189841e-29,5.9632735,61.63889265060425,113,-4.3030276,0.67881644,-9.7777195,,25
-5.0,,-6.148668,1.0149088e-12,872.2719298245614,99439,3.0,14.027719,159.02925,-4.4360175,,243,8.218238,-14.027719,16.17147,50.20805,-4.8572354,684.9986,0.14999999,50.14542,114,-0.06262975,-1.0087594,3.598309e-07,0.000107393855,6.0087595,62.207335472106934,114,-4.311212,0.9994441,-2.4287186,,25
5.0,1.0,-0.0012062929,6.956646e-11,873.3739130434783,100438,3.0,14.027719,159.02925,-4.44475,,243,8.218238,-14.027719,23.774212,56.65958,-3.8775423,689.99976,0.14999999,49.169323,115,-7.490257,-0.9999981,3.5360017e-07,1.6986614e-26,5.999998,62.82743811607361,115,-4.3077655,0.84826356,2.490961,,25
10.0,-1.0,-5.013226,,874.4568965517242,101437,3.0,14.027719,159.02925,-4.4534082,,243,8.218238,-14.027719,27.764723,46.4697,-4.141962,700.013,0.14999999,48.968994,116,2.4992936,-1.0345948,3.4752992e-07,0.060806368,6.0345945,63.39189314842224,116,-4.308063,1.172157,10.368699,,25
10.0,,0.15277593,0.00012392212,870.6324786324786,101864,3.0,14.027719,159.02925,-4.4614677,,243,8.218238,-14.027719,23.229515,45.58159,-5.0263367,704.8602,0.14999999,47.321968,117,1.7403783,-1.0244464,3.416146e-07,2.9096993e-05,6.0244465,63.749770402908325,117,-4.3134003,1.2913296,11.225116,,25
5.0,-1.0,1.7398285,1.4488279e-10,866.6016949152543,102259,3.0,14.027719,159.02925,-4.4699783,,243,8.218238,-14.027719,19.583307,47.35686,-4.0653152,708.12036,0.14999999,47.021755,118,-0.33510643,-1.0010203,3.3584908e-07,1.5496976,6.0010204,64.07245779037476,118,-4.309435,1.1724553,6.932289,,25
10.0,-0.5,-1.9942044,0.025843734,866.563025210084,103121,3.0,14.027719,159.02925,-4.4653697,,243,8.218238,-14.027719,24.09969,45.358826,-3.9679863,715.1146,0.14999999,46.977146,119,1.6183207,-1.0093663,3.3022823e-07,0.3468092,6.009366,64.65916204452515,119,-4.3056645,1.0903859,8.189819,,25
,0.5,0.7217949,7.133335e-15,862.65,103518,3.0,14.027719,159.02925,-4.4708276,,243,8.218238,-14.027719,17.5512,47.579872,-4.65584,719.3928,0.14999999,46.85837,120,-0.7215012,-0.99494004,3.2474742e-07,1.4444365e-12,5.99494,65.04918909072876,120,-4.308261,0.8620416,2.6494584,,25
-5.0,-1.0,-1.5372368,6.029381e-26,863.7768595041322,104517,3.0,14.027719,159.02925,-4.4791265,,243,8.218238,-14.027719,15.87174,47.928806,-4.293523,725.93005,0.14999999,46.68951,121,-1.2392974,-0.99942183,3.194018e-07,0.23621245,5.999422,65.65245175361633,121,-4.3095202,0.73071706,-7.091585,,25
,-0.5,-1.4842908,0.15401451,864.8852459016393,105516,3.0,14.027719,159.02925,-4.485407,,243,8.218238,-14.027719,15.982215,47.07379,-4.3362374,732.4143,0.14999999,46.604603,122,-0.46918982,-1.0033962,3.141872e-07,13.8236475,6.003396,66.3166024684906,122,-4.31217,0.98302335,-2.2887602,,25
-10.0,-0.5,-0.94693744,0.31331557,865.9756097560976,106515,3.0,14.027719,159.02925,-4.386234,,243,8.218238,-14.027719,20.296307,47.05695,-4.3906026,738.36127,0.14999999,46.591415,123,-0.46553603,-1.0029371,3.0909925e-07,0.007309499,6.0029373,67.0684461593628,123,-4.3132086,0.78818077,-13.666918,,25
-10.0,0.5,-0.41150537,8.0911775e-08,867.0483870967741,107514,3.0,14.027719,159.02925,-4.3942714,,243,8.218238,-14.027719,28.549427,47.094437,-4.6112204,743.77277,0.14999999,46.18568,124,-0.908758,-0.9981676,3.0413386e-07,7.812437e-16,5.9981675,67.77613568305969,124,-4.317552,1.0972073,-12.248993,,25
-10.0,,-0.13754116,10.091536,868.104,108513,3.0,14.027719,159.02925,-4.4023037,,243,8.218238,-14.027719,18.70636,45.860115,-4.7135816,748.91034,0.14999999,45.77492,125,-0.08519499,-0.9912825,2.992872e-07,6.2563174e-07,5.9912825,68.50206565856934,125,-4.320458,0.847566,-10.417574,,25
-6.0,0.2,-0.02149561,1.43083,869.1428571428571,109512,3.0,14.027719,159.02925,-4.410272,,243,8.218238,-14.027719,22.324968,74.396034,-4.075758,753.9318,0.14999999,74.206924,126,-0.1891096,-0.98358583,2.0698488e-07,4.9130072e-08,5.983586,69.19137239456177,126,-4.3199754,0.91063994,-8.53213,,36
-6.0,-0.2,-0.1503836,0.2639397,870.1653543307086,110511,3.0,14.027719,159.02925,-4.418177,,243,8.218238,-14.027719,18.421755,70.21729,-4.0484934,759.0822,0.14999999,70.04251,127,-0.17477876,-0.9770252,2.0373817e-07,0.007666838,5.977025,73.34926795959473,127,-4.3187957,1.0623736,-6.115919,,36
6.0,0.2,-0.06182662,0.00037127017,871.171875,111510,3.0,14.027719,159.02925,-4.42596,,243,8.218238,-14.027719,15.445107,68.9303,-3.9344673,764.14404,0.14999999,69.37259,128,0.44229507,-0.9698752,2.0056716e-07,4.8223785e-07,5.9698753,74.1233024597168,128,-4.3155775,1.1794975,8.462828,,36
6.0,-0.2,3.5392966,0.56386584,866.9457364341085,111836,3.0,14.027719,159.02925,-4.433742,,243,8.218238,-14.027719,18.494349,68.89552,-3.9536114,765.60474,0.14999999,69.19386,129,0.2983413,-0.93492043,1.9746963e-07,0.07524484,5.9349203,74.48944544792175,129,-4.3116446,1.1474926,4.339714,,36
-2.0,0.2,-0.076386504,1.8079917,867.9615384615385,112835,3.0,14.027719,159.02925,-4.440881,,243,8.218238,-14.027719,15.354189,66.20504,-3.9303157,770.68115,0.14999999,66.05992,130,-0.14511673,-0.9283163,1.9444334e-07,6.3839053e-07,5.928316,75.1622359752655,130,-4.307883,0.931132,0.13973972,,36
6.0,-0.6,-0.09942663,3.1610748e-06,868.9618320610687,113834,3.0,14.027719,159.02925,-4.448544,,243,8.218238,-14.027719,29.307596,63.350777,-3.9905374,775.7805,0.14999999,64.42072,131,1.0699427,-0.9219889,1.9148608e-07,9.647726,5.921989,76.08163380622864,131,-4.3061724,1.1677475,6.5826373,,36
6.0,0.6,-0.26122826,7.4529315e-12,866.5378787878788,114383,3.0,14.027719,159.02925,-4.3850875,,243,8.218238,-14.027719,23.510796,64.99795,-3.8643513,781.04175,0.14999999,63.679626,132,-1.3183217,-0.91698307,1.8859575e-07,2.4398145e-15,5.916983,76.67246556282043,132,-4.3019943,0.95611537,8.849304,,36
-6.0,0.6,-1.0852637,0.00016196253,867.5338345864661,115382,3.0,14.027719,159.02925,-4.3926344,,243,8.218238,-14.027719,27.688833,63.84854,-3.941472,787.127,0.14999999,62.768875,133,-1.0796658,-0.91824836,1.8577038e-07,2.5441082e-16,5.918248,77.51060009002686,133,-4.2999196,0.9487452,-2.0827584,,36
-6.0,-0.6,-1.0289558,2.0400498e-12,868.5149253731344,116381,3.0,14.027719,159.02925,-4.400125,,243,8.218238,-14.027719,26.490162,63.590607,-3.9946542,793.156,0.14999999,62.56053,134,-1.0300753,-0.9190745,1.8300804e-07,0.9512528,5.9190745,78.33362460136414,134,-4.298364,1.1627725,-6.22294,,36
10.0,0.6,-0.54583055,5.17145e-17,869.4814814814815,117380,3.0,14.027719,159.02925,-4.4004865,,243,8.218238,-14.027719,35.350395,62.54201,-3.8304806,798.7018,0.14999999,61.317844,135,-1.2241675,-0.9163097,1.8030686e-07,1.5074894e-16,5.91631,79.00694680213928,135,-4.2940884,0.82082444,12.200619,,36
2.0,-0.2,-2.1189275,7.174405e-08,870.4338235294117,118379,3.0,14.027719,159.02925,-4.4078665,,243,8.218238,-14.027719,17.216034,61.225685,-4.6069674,805.82074,0.14999999,61.14944,136,-0.07624475,-0.9251525,1.7766503e-07,0.20368136,5.9251523,79.71896243095398,136,-4.2981043,0.96953136,3.6732724,,36
-10.0,0.2,-0.021167774,8.8909605e-05,871.3722627737226,119378,3.0,14.027719,159.02925,-4.413696,,243,8.218238,-14.027719,27.543165,61.09232,-3.8823047,810.8419,0.14999999,60.89173,137,-0.20058851,-0.91855407,1.7508086e-07,6.611634e-10,5.9185543,80.38354778289795,137,-4.2954698,1.0107294,-8.295827,,36
-10.0,-0.2,-0.42903477,0.009615007,872.2971014492754,120377,3.0,14.027719,159.02925,-4.420969,,243,8.218238,-14.027719,26.797737,61.08123,-3.865986,816.27094,0.14999999,60.90048,138,-0.18075037,-0.9150069,1.7255263e-07,0.000103110586,5.9150066,81.11650204658508,138,-4.29266,1.1546237,-8.502922,,36
2.0,0.2,-0.2295617,0.00019614575,873.2086330935252,121376,3.0,14.027719,159.02925,-4.4281883,,243,8.218238,-14.027719,17.71239,59.540604,-3.9060726,821.5005,0.14999999,59.42053,139,-0.12007544,-0.91007555,1.7007879e-07,1.342582e-06,5.9100757,81.77201247215271,139,-4.2891726,1.1689956,2.9869723,,36
-2.0,-0.2,-0.11177341,0.21160644,874.1071428571429,122375,3.0,14.027719,159.02925,-4.4353566,,243,8.218238,-14.027719,14.240068,59.3456,-3.8951378,826.6123,0.14999999,59.196766,140,-0.14883511,-0.90437347,1.6765776e-07,0.09829311,5.9043736,82.50049662590027,140,-4.285396,0.9556706,-2.4160619,,36
10.0,0.2,-0.02930616,0.0005156857,874.9929078014185,123374,3.0,14.027719,159.02925,-4.4417725,,243,8.218238,-14.027719,23.44023,56.452557,-3.8872051,831.6416,0.14999999,58.68542,141,2.2328634,-0.8981673,1.6528809e-07,2.9808277e-08,5.898167,83.14167404174805,141,-4.2830257,1.1418635,13.14058,,36
-2.0,0.6,2.873874,1.2487368e-06,871.2746478873239,123721,3.0,14.027719,159.02925,-4.4488397,,243,8.218238,-14.027719,22.308815,59.55492,-4.6446996,833.7677,0.14999999,58.515648,142,-1.0392714,-0.8716036,1.6296828e-07,3.3914973e-15,5.8716035,83.5230176448822,142,-4.284863,0.8615285,-4.4284687,,36
10.0,-0.6,-0.83734834,1.3190505e-16,872.1678321678322,124720,3.0,14.027719,159.02925,-4.4558573,,243,8.218238,-14.027719,36.500374,55.71417,-3.8782258,839.60504,0.14999999,57.992176,143,2.2780066,-0.87136406,1.6069696e-07,0.59130263,5.871364,84.35296130180359,143,-4.2832217,1.2959954,10.843933,,36
2.0,-0.6,-0.647462,0.23062178,870.0486111111111,125287,3.0,14.027719,159.02925,-4.458699,,243,8.218238,-14.027719,27.073692,58.216236,-4.738531,845.2525,0.14999999,57.879505,144,-0.33673012,-0.8698092,1.5847283e-07,27.073692,5.869809,84.88320231437683,144,-4.284914,0.7882149,2.4308004,,36
10.0,-0.2,-0.60827476,0.103725165,870.9379310344827,126286,3.0,14.027719,159.02925,-4.293339,,243,8.218238,-14.027719,22.37509,56.370758,-3.815582,850.8608,0.14999999,57.237816,145,0.86705637,-0.86800545,1.5629453e-07,0.003978404,5.8680053,85.48355913162231,145,-4.2833056,0.9753521,10.85732,,36
2.0,0.6,1.8950571,8.987339e-06,867.6232876712329,126673,3.0,14.027719,159.02925,-4.3001842,,243,8.218238,-14.027719,25.86028,57.504185,-4.0967126,853.96576,0.14999999,56.468975,146,-1.0352091,-0.84908044,1.5416083e-07,6.2258417e-15,5.8490806,85.87586545944214,146,-4.2824116,0.8063694,-0.4623002,,36
-2.0,-0.6,-0.29325992,1.8309078e-07,868.5170068027211,127672,3.0,14.027719,159.02925,-4.30701,,243,8.218238,-14.027719,25.834158,56.95804,-3.8881943,859.25903,0.14999999,56.102146,147,-0.8558905,-0.84529936,1.5207053e-07,10.922014,5.8452992,86.51705574989319,147,-4.2812366,1.0464412,-5.2712007,,36
-6.0,0.2,-0.46928492,0.0010601623,869.3986486486486,128671,3.0,14.027719,159.02925,-4.242121,,243,8.218238,-14.027719,19.421906,55.990646,-3.7904315,864.7283,0.14999999,55.778282,148,-0.21236402,-0.8427587,1.5002249e-07,4.152599e-08,5.8427587,87.13354468345642,148,-4.2778797,0.92707723,-0.17180309,,36
-10.0,-0.6,-0.044756874,8.726671e-07,870.2684563758389,129670,3.0,14.027719,159.02925,-4.248855,,243,8.218238,-14.027719,24.58276,56.24793,-3.966871,869.7731,0.14999999,55.591496,149,-0.6564322,-0.83740294,1.4801552e-07,0.010966675,5.837403,87.90386033058167,149,-4.276442,0.79523534,-9.902062,,36
-10.0,0.6,-0.49040413,2.0846415e-10,871.1266666666667,130669,3.0,14.027719,159.02925,-4.2554703,,243,8.218238,-14.027719,25.610952,56.273903,-3.8977702,875.2634,0.14999999,55.515305,150,-0.7585968,-0.8350897,1.4604855e-07,2.9746784e-18,5.8350897,88.58421158790588,150,-4.2754807,0.78050417,-9.58299,,36
6.0,0.2,-0.57652915,3.5555124e-06,871.9735099337748,131668,3.0,14.027719,159.02925,-4.262115,,243,8.218238,-14.027719,14.304944,53.627884,-3.936124,880.83997,0.14999999,54.336365,151,0.70848066,-0.83337736,1.4412053e-07,4.0935893e-07,5.8333774,89.17914175987244,151,-4.2749033,1.2937436,11.339913,,36
-6.0,-0.2,4.0772424,4.0597345e-07,868.3157894736842,131984,3.0,14.027719,159.02925,-4.268716,,243,8.218238,-14.027719,18.206383,54.253323,-4.1679115,881.76276,0.14999999,54.060898,152,-0.1924266,-0.8010707,1.4223045e-07,0.0066024642,5.8010707,89.55543351173401,152,-4.2724795,1.1428857,-7.25452,,36
