IWMean,IWFirstEpisode,Regret/t,MountainCar_std1_higher,NumTrajectories,ReturnMax,ReturnMin,Delta,MountainCar_mu0_higher,DenMISELogFirst,TimeElapsed,Bound,Regret,ReturnStepMax,MountainCar_mu1_higher,IWMax,IWMin,DenMISELogLast,GridSize,ReturnLastEpisode,AvgEpLen,Iteration,MinEpLen,IWLastEpisode,TimestepsSoFar,ReturnAbsMax,ActionIn1,NumTrainableParams,DenMISEMeanLog,ReturnMean,MountainCar_std0_higher
4.2460863e+25,0.00025345967,6.8855724,1.5,1049,,-3.3746362,2.762298e-09,-1.0,-31.83792,1617.546982049942,inf,7222.9653,33.976494,-10.0,3.683521e+26,,0.4493998,400,-1.6560587,999.0,1049,999,0.39792305,1047951,3.3746362,-10.126167,,-29.02393,-1.8855723,0.14999999
4.245967e+25,0.000253701,6.8863554,1.5,1050,,-3.3746362,2.757039e-09,-1.0,-31.838871,1619.4386048316956,inf,7230.673,33.976494,-10.0,3.6870076e+26,,-27.676254,400,-2.7077575,999.0,1050,999,134775320000.0,1048950,3.3746362,-11.504954,,-29.02292,-1.8863553,0.14999999
4.245862e+25,0.0002539426,6.886662,1.5,1051,,-3.3746362,2.751795e-09,-1.0,-31.839823,1621.4104735851288,inf,7237.882,33.976494,-10.0,3.6904973e+26,,-1.8009564,400,-2.2084608,999.0,1051,999,3.1864605,1049949,3.3746362,-9.424206,,-28.997284,-1.8866619,0.14999999
4.2457593e+25,0.00025418442,6.8866806,1.5,1052,,-3.3746362,2.7465659e-09,-1.0,-31.840775,1623.4274563789368,inf,7244.788,33.976494,-10.0,3.6939764e+26,,-53.9506,400,-1.9063683,999.0,1052,999,1.0871144e+23,1050948,3.3746362,-9.902011,,-29.021275,-1.8866805,0.14999999
4.2456487e+25,0.00025442595,6.886113,1.5,1053,,-3.3746362,2.7413516e-09,-1.0,-31.841724,1625.4210991859436,inf,7251.077,33.976494,-10.0,3.6974724e+26,,-17.020708,400,-1.288935,999.0,1053,999,6269875.5,1051947,3.3746362,-10.41503,,-29.01015,-1.8861129,0.14999999
4.245541e+25,0.00025466774,6.885774,1.5,1054,,-3.3746362,2.7361522e-09,-1.0,-31.842674,1627.3460774421692,inf,7257.606,33.976494,-10.0,3.700958e+26,,-3.3180037,400,-1.5291715,999.0,1054,999,14.1573,1052946,3.3746362,-12.921597,,-28.98605,-1.8857741,0.14999999
4.2755554e+25,0.00025490928,6.885698,1.5,1055,,-3.3746362,2.730968e-09,-1.0,-31.843622,1629.4047315120697,inf,7264.411,33.976494,-10.0,3.7044467e+26,,-62.22334,400,-1.8050474,999.0,1055,999,3.1775992e+26,1053945,3.3746362,-10.412105,,-29.017824,-1.8856977,0.14999999
4.275442e+25,0.000255151,6.8862715,1.5,1056,,-3.3746362,2.725798e-09,-1.0,-31.84457,1631.4239802360535,inf,7271.903,33.976494,-10.0,3.707939e+26,,-11.858591,400,-2.4916577,999.0,1056,999,42754.754,1054944,3.3746362,-10.163381,,-29.001839,-1.8862715,0.14999999
4.2753304e+25,0.00025539252,6.8852005,1.5,1057,,-3.3746362,2.7206426e-09,-1.0,-31.845516,1633.4905951023102,inf,7277.657,33.976494,-10.0,3.71142e+26,,-5.8219624,400,-0.75425506,999.0,1057,999,4.956559,1055943,3.3746362,-11.708633,,-28.98018,-1.8852005,0.14999999
4.2752225e+25,0.00025563425,6.885324,1.5,1058,,-3.3746362,2.7155023e-09,-1.0,-31.846462,1635.5709233283997,inf,7284.673,33.976494,-10.0,3.7149046e+26,,-7.7545238,400,-2.0157478,999.0,1058,999,1418.5176,1056942,3.3746362,-11.000664,,-28.960365,-1.8853239,0.14999999
4.275117e+25,0.00025587573,6.8855824,1.5,1059,,-3.3746362,2.7103761e-09,-1.0,-31.847406,1637.6397352218628,inf,7291.832,33.976494,-10.0,3.7183925e+26,,1.6710833,400,-2.1590276,999.0,1059,999,0.115087435,1057941,3.3746362,-11.368996,,-28.93171,-1.8855824,0.14999999
4.2750034e+25,0.0002561174,6.8855677,1.5,1060,,-3.3746362,2.7052647e-09,-1.0,-31.84835,1639.7214186191559,inf,7298.702,33.976494,-10.0,3.7218833e+26,,-1.2933218,400,-1.8701124,999.0,1060,999,2.4863582,1058940,3.3746362,-9.257578,,-28.9059,-1.8855678,0.14999999
4.274897e+25,0.00025635885,6.885092,1.5,1061,,-3.3746362,2.7001674e-09,-1.0,-31.849293,1641.9408032894135,inf,7305.0825,33.976494,-10.0,3.725378e+26,,-53.95102,400,-1.3806596,999.0,1061,999,5.9937534e+22,1059939,3.3746362,-11.855765,,-28.929775,-1.8850919,0.14999999
4.2747894e+25,0.0002566005,6.8851776,1.5,1062,,-3.3746362,2.6950848e-09,-1.0,-31.850235,1644.0536653995514,inf,7312.0586,33.976494,-10.0,3.728861e+26,,-12.961212,400,-1.976154,999.0,1062,999,251496.77,1060938,3.3746362,-10.331396,,-28.91501,-1.8851777,0.14999999
4.2746843e+25,0.0002568424,6.884783,1.5,1063,,-3.3746362,2.6900167e-09,-1.0,-31.851177,1646.2355794906616,inf,7318.5244,33.976494,-10.0,3.7323478e+26,,-4.67634,400,-1.465788,999.0,1063,999,45.96505,1061937,3.3746362,-10.56403,,-28.892466,-1.884783,0.14999999
4.274581e+25,0.00025708403,6.884417,1.5,1064,,-3.3746362,2.6849625e-09,-1.0,-31.852118,1648.393302679062,inf,7325.02,33.976494,-10.0,3.7358376e+26,,-0.56116724,400,-1.4953718,999.0,1064,999,0.86875665,1062936,3.3746362,-10.645681,,-28.866108,-1.8844172,0.14999999
4.2744703e+25,0.0002573254,6.884326,1.5,1065,,-3.3746362,2.6799227e-09,-1.0,-31.853056,1650.421052455902,inf,7331.807,33.976494,-10.0,3.7393306e+26,,-0.2823727,400,-1.7872062,999.0,1065,999,0.88651365,1063935,3.3746362,-7.7781296,,-28.839514,-1.884326,0.14999999
4.280408e+25,0.00025756698,6.884012,1.5,1066,,-3.3746362,2.6748974e-09,-1.0,-31.853994,1652.5078747272491,inf,7338.357,33.976494,-10.0,3.742813e+26,,-62.23371,400,-1.549812,999.0,1066,999,6.4456443e+25,1064934,3.3746362,-9.332078,,-28.871109,-1.8840121,0.14999999
4.2803894e+25,0.0002578088,6.883856,1.5,1067,,-3.3746362,2.6698859e-09,-1.0,-31.854933,1654.6409721374512,inf,7345.074,33.976494,-10.0,3.7462983e+26,,-56.1806,400,-1.7170017,999.0,1067,999,9.353338e+23,1065933,3.3746362,-9.43681,,-28.896963,-1.8838557,0.14999999
4.296885e+25,0.00025805036,6.8844194,1.5,1068,,-3.3746362,2.6648883e-09,-1.0,-31.85587,1656.6618266105652,inf,7352.56,33.976494,-10.0,3.749787e+26,,-62.224125,400,-2.4861407,999.0,1068,999,1.773972e+26,1066932,3.3746362,-9.606166,,-28.928436,-1.8844196,0.14999999
4.2967844e+25,0.00025829213,6.884287,1.5,1069,,-3.3746362,2.659905e-09,-1.0,-31.856806,1658.4860661029816,inf,7359.3027,33.976494,-10.0,3.7532786e+26,,-38.744404,400,-1.742934,999.0,1069,999,3.0422546e+16,1067931,3.3746362,-11.1684475,,-28.93789,-1.8842871,0.14999999
4.2966747e+25,0.00025853366,6.8844786,1.5,1070,,-3.3746362,2.6549354e-09,-1.0,-31.85774,1660.3258130550385,inf,7366.392,33.976494,-10.0,3.7567595e+26,,1.6310571,400,-2.0891318,999.0,1070,999,0.12392695,1068930,3.3746362,-9.1470785,,-28.90958,-1.8844786,0.14999999
4.3287097e+25,0.0002587754,6.8843136,1.5,1071,,-3.3746362,2.64998e-09,-1.0,-31.858675,1662.2967765331268,inf,7373.0996,33.976494,-10.0,3.7602437e+26,,-62.23788,400,-1.7078074,999.0,1071,999,3.442416e+26,1069929,3.3746362,-12.993351,,-28.940943,-1.8843136,0.14999999
4.3580055e+25,0.00025901687,6.884424,1.5,1072,,-3.3746362,2.6450382e-09,-1.0,-31.859608,1664.1270532608032,inf,7380.103,33.976494,-10.0,3.763731e+26,,-62.239323,400,-2.0029528,999.0,1072,999,3.1528227e+26,1070928,3.3746362,-10.197812,,-28.972273,-1.8844243,0.14999999
4.357904e+25,0.00025925855,6.8842416,1.5,1073,,-3.3746362,2.6401104e-09,-1.0,-31.86054,1666.0110049247742,inf,7386.791,33.976494,-10.0,3.7672214e+26,,-10.292905,400,-1.6884334,999.0,1073,999,16958.531,1071927,3.3746362,-9.809474,,-28.955126,-1.8842416,0.14999999
4.3577947e+25,0.0002595,6.8841977,1.5,1074,,-3.3746362,2.6351963e-09,-1.0,-31.861471,1667.8760437965393,inf,7393.628,33.976494,-10.0,3.7707152e+26,,-28.988428,400,-1.8368372,999.0,1074,999,2012345900000.0,1072926,3.3746362,-11.078511,,-28.955427,-1.8841976,0.14999999
4.357688e+25,0.00025974165,6.8840733,1.5,1075,,-3.3746362,2.6302958e-09,-1.0,-31.862402,1669.7320199012756,inf,7400.3784,33.976494,-10.0,3.7741976e+26,,1.6328174,400,-1.7504399,999.0,1075,999,0.13380767,1073925,3.3746362,-11.1473875,,-28.927235,-1.884073,0.14999999
4.357582e+25,0.0002599835,6.883424,1.5,1076,,-3.3746362,2.6254088e-09,-1.0,-31.863333,1671.5966882705688,inf,7406.5645,33.976494,-10.0,3.7776836e+26,,-2.559334,400,-1.1856453,999.0,1076,999,2.556412,1074924,3.3746362,-11.32528,,-28.902994,-1.883424,0.14999999
4.357469e+25,0.00026022512,6.883897,1.5,1077,,-3.3746362,2.6205358e-09,-1.0,-31.864262,1673.4483306407928,inf,7413.957,33.976494,-10.0,3.7811723e+26,,0.77978396,400,-2.3929222,999.0,1077,999,0.17834926,1075923,3.3746362,-11.839231,,-28.875679,-1.883897,0.14999999
4.357359e+25,0.00026046645,6.8836184,1.5,1078,,-3.3746362,2.6156761e-09,-1.0,-31.865189,1675.2968635559082,inf,7420.541,33.976494,-10.0,3.7846646e+26,,-17.41879,400,-1.5835783,999.0,1078,999,17896218.0,1076922,3.3746362,-11.420393,,-28.86531,-1.8836185,0.14999999
4.357251e+25,0.000260708,6.8835297,1.5,1079,,-3.3746362,2.61083e-09,-1.0,-31.866116,1677.13112282753,inf,7427.328,33.976494,-10.0,3.7881455e+26,,-2.4566197,400,-1.787545,999.0,1079,999,7.7916856,1077921,3.3746362,-12.407193,,-28.841103,-1.8835295,0.14999999
4.3607766e+25,0.00026094978,6.882657,1.5,1080,,-3.3746362,2.6059974e-09,-1.0,-31.867043,1679.088252544403,inf,7433.2695,33.976494,-10.0,3.7916297e+26,,-62.235558,400,-0.941106,999.0,1080,999,3.9216095e+25,1078920,3.3746362,-12.864689,,-28.872284,-1.8826568,0.14999999
4.360676e+25,0.00026119128,6.883603,1.5,1081,,-3.3746362,2.6011782e-09,-1.0,-31.867968,1681.0373709201813,inf,7441.1753,33.976494,-10.0,3.7951173e+26,,-53.99324,400,-2.905764,999.0,1081,999,1.4067064e+22,1079919,3.3746362,-13.268977,,-28.895788,-1.8836033,0.14999999
4.3775733e+25,0.00026143302,6.8833103,1.5,1082,,-3.3746362,2.5963722e-09,-1.0,-31.868893,1682.9632878303528,inf,7447.7417,33.976494,-10.0,3.7986078e+26,,-62.248608,400,-1.5663937,999.0,1082,999,1.8403586e+26,1080918,3.3746362,-12.156807,,-28.926855,-1.8833102,0.14999999
4.3774645e+25,0.0002616745,6.8836517,1.5,1083,,-3.3746362,2.5915798e-09,-1.0,-31.869816,1684.8967940807343,inf,7454.995,33.976494,-10.0,3.8021016e+26,,-22.158762,400,-2.2534633,999.0,1083,999,1680355800.0,1081917,3.3746362,-12.809265,,-28.920864,-1.8836519,0.14999999
4.3922574e+25,0.00026191617,6.8831596,1.5,1084,,-3.3746362,2.5868003e-09,-1.0,-31.870739,1686.8493871688843,inf,7461.3447,33.976494,-10.0,3.8055843e+26,,-62.250454,400,-1.3498677,999.0,1084,999,1.615109e+26,1082916,3.3746362,-11.129582,,-28.951878,-1.8831594,0.14999999
4.392155e+25,0.00026215805,6.8837852,1.5,1085,,-3.3746362,2.5820344e-09,-1.0,-31.871662,1688.7732365131378,inf,7468.9067,33.976494,-10.0,3.80907e+26,,0.92451006,400,-2.5619617,999.0,1085,999,0.112557575,1083915,3.3746362,-9.506477,,-28.924606,-1.883785,0.14999999
4.392054e+25,0.00026239967,6.8832912,1.5,1086,,-3.3746362,2.5772815e-09,-1.0,-31.872583,1690.730381011963,inf,7475.254,33.976494,-10.0,3.812559e+26,,-37.3163,400,-1.3473514,999.0,1086,999,3890047400000000.0,1084914,3.3746362,-13.56639,,-28.932573,-1.8832911,0.14999999
4.399455e+25,0.00026264103,6.8828664,1.5,1087,,-3.3746362,2.5725415e-09,-1.0,-31.873503,1692.6861820220947,inf,7481.676,33.976494,-10.0,3.816051e+26,,-62.25322,400,-1.4217472,999.0,1087,999,8.163053e+25,1085913,3.3746362,-9.9230385,,-28.963486,-1.8828664,0.14999999
4.399348e+25,0.0002628826,6.883036,1.5,1088,,-3.3746362,2.5678146e-09,-1.0,-31.874422,1694.681395292282,inf,7488.743,33.976494,-10.0,3.8195315e+26,,-26.882711,400,-2.0675943,999.0,1088,999,231377940000.0,1086912,3.3746362,-9.547987,,-28.961842,-1.8830363,0.14999999
4.399244e+25,0.00026312438,6.8826027,1.5,1089,,-3.3746362,2.563101e-09,-1.0,-31.875341,1696.6770703792572,inf,7495.1543,33.976494,-10.0,3.8230154e+26,,-35.621716,400,-1.4108524,999.0,1089,999,806907500000000.0,1087911,3.3746362,-8.524695,,-28.968218,-1.8826027,0.14999999
4.4159647e+25,0.0002633659,6.882732,1.5,1090,,-3.3746362,2.5584002e-09,-1.0,-31.876259,1699.09543967247,inf,7502.1777,33.976494,-10.0,3.8265026e+26,,-62.255974,400,-2.0232804,999.0,1090,999,1.8348417e+26,1088910,3.3746362,-8.778247,,-28.998999,-1.8827319,0.14999999
4.436552e+25,0.00026360762,6.8828964,1.5,1091,,-3.3746362,2.5537124e-09,-1.0,-31.877176,1701.3286736011505,inf,7509.24,33.976494,-10.0,3.829993e+26,,-62.256893,400,-2.0624006,999.0,1091,999,2.2569027e+26,1089909,3.3746362,-11.146534,,-29.029743,-1.8828964,0.14999999
4.436444e+25,0.00026384907,6.8823643,1.5,1092,,-3.3746362,2.5490374e-09,-1.0,-31.878092,1703.9707374572754,inf,7515.542,33.976494,-10.0,3.8334718e+26,,-1.4332995,400,-1.3020017,999.0,1092,999,1.2636709,1090908,3.3746362,-12.5575485,,-29.004736,-1.8823645,0.14999999
4.436339e+25,0.00026409075,6.8828692,1.5,1093,,-3.3746362,2.544375e-09,-1.0,-31.879007,1706.7413427829742,inf,7522.976,33.976494,-10.0,3.8369685e+26,,-41.303772,400,-2.434083,999.0,1093,999,2.0581796e+17,1091907,3.3746362,-11.736446,,-29.01625,-1.8828692,0.14999999
4.4362363e+25,0.00026433263,6.8832097,1.5,1094,,-3.3746362,2.5397262e-09,-1.0,-31.879923,1709.272643327713,inf,7530.2314,33.976494,-10.0,3.8404535e+26,,-6.7492247,400,-2.2554717,999.0,1094,999,397.25378,1092906,3.3746362,-10.459477,,-28.99614,-1.8832097,0.14999999
4.4361256e+25,0.00026457425,6.883436,1.5,1095,,-3.3746362,2.5350895e-09,-1.0,-31.880836,1711.0835280418396,inf,7537.363,33.976494,-10.0,3.8439418e+26,,-6.642591,400,-2.1312041,999.0,1095,999,437.38147,1093905,3.3746362,-10.587988,,-28.975986,-1.8834363,0.14999999
4.436016e+25,0.00026481558,6.883914,1.5,1096,,-3.3746362,2.5304654e-09,-1.0,-31.881748,1712.8803300857544,inf,7544.7695,33.976494,-10.0,3.8474186e+26,,-6.0011024,400,-2.4065628,999.0,1096,999,146.45625,1094904,3.3746362,-11.383265,,-28.955286,-1.8839138,0.14999999
4.4359098e+25,0.00026505714,6.8839793,1.5,1097,,-3.3746362,2.525854e-09,-1.0,-31.88266,1714.6982114315033,inf,7551.7256,33.976494,-10.0,3.8509135e+26,,-0.8314182,400,-1.9559296,999.0,1097,999,1.5479575,1095903,3.3746362,-9.43676,,-28.92991,-1.8839793,0.14999999
4.4358065e+25,0.00026529888,6.883812,1.5,1098,,-3.3746362,2.5212552e-09,-1.0,-31.883572,1716.5470917224884,inf,7558.426,33.976494,-10.0,3.8543963e+26,,-48.508194,400,-1.7003474,999.0,1098,999,4.6327928e+20,1096902,3.3746362,-11.1398325,,-28.94798,-1.883812,0.14999999
4.4357064e+25,0.00026554038,6.883865,1.5,1099,,-3.3746362,2.516669e-09,-1.0,-31.884481,1718.4141433238983,inf,7565.3677,33.976494,-10.0,3.8578827e+26,,1.6458127,400,-1.9421316,999.0,1099,999,0.13423702,1097901,3.3746362,-12.423561,,-28.920403,-1.883865,0.14999999
4.435597e+25,0.00026578206,6.8845,1.5,1100,,-3.3746362,2.5120954e-09,-1.0,-31.885391,1720.267633676529,inf,7572.95,33.976494,-10.0,3.861372e+26,,-31.338842,400,-2.5822296,999.0,1100,999,7171782000000.0,1098900,3.3746362,-10.175925,,-28.922865,-1.8844999,0.14999999
4.435501e+25,0.000266024,6.884697,1.5,1101,,-3.3746362,2.5075342e-09,-1.0,-31.886301,1722.3581063747406,inf,7580.052,33.976494,-10.0,3.86485e+26,,-15.871967,400,-2.1015851,999.0,1101,999,4167812.2,1099899,3.3746362,-7.7003,,-28.911268,-1.8846971,0.14999999
4.439881e+25,0.00026626562,6.8842835,1.5,1102,,-3.3746362,2.5029856e-09,-1.0,-31.887209,1724.3492226600647,inf,7586.4805,33.976494,-10.0,3.8683457e+26,,-62.266926,400,-1.4288067,999.0,1102,999,4.9416512e+25,1100898,3.3746362,-8.774636,,-28.941778,-1.8842835,0.14999999
4.4567666e+25,0.00026650698,6.8838844,1.5,1103,,-3.3746362,2.498449e-09,-1.0,-31.888115,1726.274996995926,inf,7592.925,33.976494,-10.0,3.87183e+26,,-62.26783,400,-1.4441512,999.0,1103,999,1.8749677e+26,1101897,3.3746362,-10.446673,,-28.97225,-1.8838844,0.14999999
4.4566665e+25,0.00026674854,6.883194,1.5,1104,,-3.3746362,2.4939248e-09,-1.0,-31.88902,1728.1003720760345,inf,7599.0464,33.976494,-10.0,3.875317e+26,,-1.4675314,400,-1.1218332,999.0,1104,999,0.7102829,1102896,3.3746362,-12.992384,,-28.947598,-1.8831942,0.14999999
4.4755255e+25,0.0002669903,6.8836365,1.5,1105,,-3.3746362,2.4894131e-09,-1.0,-31.889927,1730.0096073150635,inf,7606.4185,33.976494,-10.0,3.8788076e+26,,-62.269627,400,-2.3718817,999.0,1105,999,2.0957988e+26,1103895,3.3746362,-10.564963,,-28.977987,-1.8836366,0.14999999
4.4754195e+25,0.0002672318,6.8836575,1.5,1106,,-3.3746362,2.4849134e-09,-1.0,-31.890831,1732.0195798873901,inf,7613.325,33.976494,-10.0,3.8822863e+26,,-2.2887607,400,-1.9067868,999.0,1106,999,6.6859603,1104894,3.3746362,-10.83419,,-28.954113,-1.8836575,0.14999999
4.475316e+25,0.00026747352,6.8831987,1.5,1107,,-3.3746362,2.4804259e-09,-1.0,-31.891735,1733.997843503952,inf,7619.701,33.976494,-10.0,3.885768e+26,,1.2904357,400,-1.3762994,999.0,1107,999,0.10019959,1105893,3.3746362,-9.629348,,-28.92706,-1.8831989,0.14999999
4.4752156e+25,0.00026771493,6.883203,1.5,1108,,-3.3746362,2.4759506e-09,-1.0,-31.892637,1735.9879162311554,inf,7626.589,33.976494,-10.0,3.8892532e+26,,-39.74241,400,-1.8873774,999.0,1108,999,8.481008e+16,1106892,3.3746362,-9.65554,,-28.937077,-1.8832029,0.14999999
4.4751063e+25,0.00026795655,6.8836117,1.5,1109,,-3.3746362,2.4714875e-09,-1.0,-31.89354,1737.9922931194305,inf,7633.925,33.976494,-10.0,3.892741e+26,,-47.132973,400,-2.3362641,999.0,1109,999,8.518179e+19,1107891,3.3746362,-11.31168,,-28.95372,-1.8836114,0.14999999
4.475011e+25,0.0002681984,6.8834515,1.5,1110,,-3.3746362,2.4670364e-09,-1.0,-31.894442,1740.043433189392,inf,7640.6313,33.976494,-10.0,3.8962324e+26,,-0.9971403,400,-1.7064539,999.0,1110,999,1.7639874,1108890,3.3746362,-8.1120825,,-28.928795,-1.8834517,0.14999999
4.48518e+25,0.00026843997,6.883192,1.5,1111,,-3.3746362,2.4625972e-09,-1.0,-31.895342,1742.3933045864105,inf,7647.2266,33.976494,-10.0,3.8997118e+26,,-62.27506,400,-1.5952191,999.0,1111,999,1.1413715e+26,1109889,3.3746362,-10.693377,,-28.959066,-1.8831922,0.14999999
4.485078e+25,0.00026868176,6.88342,1.5,1112,,-3.3746362,2.4581701e-09,-1.0,-31.896242,1745.0502083301544,inf,7654.363,33.976494,-10.0,3.9031945e+26,,-1.4843569,400,-2.136241,999.0,1112,999,2.6300738,1110888,3.3746362,-10.302247,,-28.934599,-1.8834198,0.14999999
4.4849666e+25,0.00026892324,6.883236,1.5,1113,,-3.3746362,2.4537548e-09,-1.0,-31.89714,1747.6920592784882,inf,7661.0415,33.976494,-10.0,3.9066802e+26,,-7.13474,400,-1.6784263,999.0,1113,999,746.5654,1111887,3.3746362,-11.152423,,-28.915268,-1.8832358,0.14999999
4.4848706e+25,0.00026916494,6.8834486,1.5,1114,,-3.3746362,2.4493514e-09,-1.0,-31.898039,1750.345368385315,inf,7668.1616,33.976494,-10.0,3.910169e+26,,1.6926725,400,-2.1202528,999.0,1114,999,0.11797316,1112886,3.3746362,-10.532587,,-28.888052,-1.8834485,0.14999999
4.484765e+25,0.00026940633,6.8829465,1.5,1115,,-3.3746362,2.44496e-09,-1.0,-31.898935,1752.9894759654999,inf,7674.4854,33.976494,-10.0,3.913661e+26,,-0.5946048,400,-1.3236889,999.0,1115,999,0.60690975,1113885,3.3746362,-10.003759,,-28.86291,-1.8829465,0.14999999
4.484662e+25,0.00026964795,6.8835325,1.5,1116,,-3.3746362,2.4405802e-09,-1.0,-31.899832,1755.5500569343567,inf,7682.0225,33.976494,-10.0,3.917141e+26,,-30.38623,400,-2.5369153,999.0,1116,999,3505341900000.0,1114884,3.3746362,-12.095529,,-28.864534,-1.8835324,0.14999999
4.4845603e+25,0.0002698898,6.8838906,1.5,1117,,-3.3746362,2.4362123e-09,-1.0,-31.900728,1757.4172921180725,inf,7689.3057,33.976494,-10.0,3.920624e+26,,-19.164299,400,-2.283753,999.0,1117,999,83413500.0,1115883,3.3746362,-10.989797,,-28.856104,-1.8838907,0.14999999
4.4844514e+25,0.00027013134,6.8843517,1.5,1118,,-3.3746362,2.431856e-09,-1.0,-31.901623,1759.309159040451,inf,7696.7056,33.976494,-10.0,3.9241106e+26,,0.7030613,400,-2.3998086,999.0,1118,999,0.1931894,1116882,3.3746362,-11.606224,,-28.8299,-1.884352,0.14999999
4.484356e+25,0.00027037307,6.884325,1.5,1119,,-3.3746362,2.4275115e-09,-1.0,-31.902517,1761.1502571105957,inf,7703.5596,33.976494,-10.0,3.9276e+26,,-6.3330812,400,-1.8536386,999.0,1119,999,366.32874,1117881,3.3746362,-14.509228,,-28.810053,-1.8843249,0.14999999
4.4879273e+25,0.00027061452,6.8847075,1.5,1120,,-3.3746362,2.4231788e-09,-1.0,-31.90341,1763.0001952648163,inf,7710.872,33.976494,-10.0,3.9310923e+26,,-62.283127,400,-2.312466,999.0,1120,999,4.116574e+25,1118880,3.3746362,-8.434273,,-28.840195,-1.8847072,0.14999999
4.4972406e+25,0.0002708562,6.8842416,1.5,1121,,-3.3746362,2.4188578e-09,-1.0,-31.904303,1764.8991951942444,inf,7717.235,33.976494,-10.0,3.934573e+26,,-62.28402,400,-1.3627669,999.0,1121,999,1.0555156e+26,1119879,3.3746362,-11.39039,,-28.870266,-1.8842416,0.14999999
4.49714e+25,0.00027109758,6.8841248,1.5,1122,,-3.3746362,2.414548e-09,-1.0,-31.905193,1766.8544685840607,inf,7723.988,33.976494,-10.0,3.9380567e+26,,-2.0951624,400,-1.7529198,999.0,1122,999,5.372652,1120878,3.3746362,-9.638076,,-28.846659,-1.8841246,0.14999999
4.4970317e+25,0.00027133967,6.8836117,1.5,1123,,-3.3746362,2.4102496e-09,-1.0,-31.906086,1769.003410577774,inf,7730.296,33.976494,-10.0,3.9415435e+26,,-29.326164,400,-1.308244,999.0,1123,999,1263740400000.0,1121877,3.3746362,-11.511258,,-28.84734,-1.8836117,0.14999999
4.496926e+25,0.00027158094,6.8836803,1.5,1124,,-3.3746362,2.405963e-09,-1.0,-31.906975,1771.8118307590485,inf,7737.257,33.976494,-10.0,3.9450332e+26,,-3.1672142,400,-1.9608011,999.0,1124,999,15.594751,1122876,3.3746362,-12.488895,,-28.824728,-1.8836805,0.14999999
4.496894e+25,0.00027182244,6.8833733,1.5,1125,,-3.3746362,2.4016875e-09,-1.0,-31.907864,1774.3016407489777,inf,7743.795,33.976494,-10.0,3.948511e+26,,-56.128242,400,-1.5382414,999.0,1125,999,6.739887e+23,1123875,3.3746362,-11.097717,,-28.849255,-1.8833733,0.14999999
4.496781e+25,0.00027206415,6.882787,1.5,1126,,-3.3746362,2.3974234e-09,-1.0,-31.908752,1776.4592518806458,inf,7750.0186,33.976494,-10.0,3.951992e+26,,-1.2672468,400,-1.223497,999.0,1126,999,0.8718261,1124874,3.3746362,-13.007283,,-28.825014,-1.8827873,0.14999999
4.5234156e+25,0.0002723061,6.8827024,1.5,1127,,-3.3746362,2.3931708e-09,-1.0,-31.909641,1778.5282719135284,inf,7756.8057,33.976494,-10.0,3.955476e+26,,-62.289356,400,-1.7874571,999.0,1127,999,3.0128776e+26,1125873,3.3746362,-13.07204,,-28.854939,-1.8827025,0.14999999
4.5318457e+25,0.0002725477,6.8821282,1.5,1128,,-3.3746362,2.3889293e-09,-1.0,-31.910528,1780.5949099063873,inf,7763.041,33.976494,-10.0,3.958963e+26,,-62.290245,400,-1.234938,999.0,1128,999,9.616923e+25,1126872,3.3746362,-7.006468,,-28.884836,-1.8821284,0.14999999
4.532314e+25,0.000272789,6.881408,1.5,1129,,-3.3746362,2.3846993e-09,-1.0,-31.911413,1782.612723827362,inf,7769.11,33.976494,-10.0,3.9624532e+26,,-62.29113,400,-1.068972,999.0,1129,999,6.4759555e+24,1127871,3.3746362,-11.831487,,-28.914658,-1.8814082,0.14999999
4.5322114e+25,0.00027303054,6.881017,1.5,1130,,-3.3746362,2.3804807e-09,-1.0,-31.912298,1784.7402243614197,inf,7775.55,33.976494,-10.0,3.965931e+26,,-19.34456,400,-1.4397311,999.0,1130,999,94829750.0,1128870,3.3746362,-8.799444,,-28.906443,-1.8810173,0.14999999
4.556025e+25,0.00027327228,6.8808746,1.5,1131,,-3.3746362,2.3762727e-09,-1.0,-31.913183,1786.6874432563782,inf,7782.269,33.976494,-10.0,3.9694276e+26,,-62.2929,400,-1.7195107,999.0,1131,999,2.704685e+26,1129869,3.3746362,-8.548887,,-28.936218,-1.8808745,0.14999999
4.5598396e+25,0.00027351425,6.880133,1.5,1132,,-3.3746362,2.3720763e-09,-1.0,-31.914068,1788.5902121067047,inf,7788.3105,33.976494,-10.0,3.9729118e+26,,-62.293785,400,-1.041841,999.0,1132,999,4.4289576e+25,1130868,3.3746362,-11.8718405,,-28.965927,-1.8801332,0.14999999
4.559732e+25,0.0002737559,6.8798923,1.5,1133,,-3.3746362,2.367891e-09,-1.0,-31.914951,1790.5380582809448,inf,7794.918,33.976494,-10.0,3.9763993e+26,,-18.613813,400,-1.6072838,999.0,1133,999,59281060.0,1131867,3.3746362,-9.184285,,-28.95704,-1.8798923,0.14999999
4.5696772e+25,0.00027399723,6.880515,1.5,1134,,-3.3746362,2.3637163e-09,-1.0,-31.915833,1792.422235250473,inf,7802.504,33.976494,-10.0,3.9798743e+26,,-62.295547,400,-2.5857265,999.0,1134,999,1.1396269e+26,1132866,3.3746362,-9.354264,,-28.986696,-1.8805149,0.14999999
