IWMax,Regret/t,Bound,IWMean,Delta,ReturnAbsMax,Regret,IWFirstEpisode,ReturnStepMax,ReturnMin,TimeElapsed,MinEpLen,TimestepsSoFar,DenMISELogFirst,ReturnMax,ReturnLastEpisode,NumTrainableParams,DenMISELogLast,IWLastEpisode,GridSize,ReturnMean,AvgEpLen,MountainCar_std1_higher,MountainCar_std0_higher,DenMISEMeanLog,NumTrajectories,IWMin,MountainCar_mu1_higher,MountainCar_mu0_higher,ActionIn1,Iteration
7.854196e+25,6.849959,inf,9.6397785e+24,6.1124e-08,3.455834,1527.5408,2.9039985e-17,34.23079,-3.455834,296.7139582633972,999,222777,-11.03044,,-1.4383736,,-12.597566,116118.1,400,-1.8499589,999.0,1.5,0.14999999,-26.833168,223,,-10.0,-1.0,-13.5704,223
7.889359e+25,6.845998,inf,9.650454e+24,6.057946e-08,3.455834,1533.5034,2.917022e-17,34.23079,-3.455834,298.1609470844269,999,223776,-11.034915,,-0.9626343,,-60.673687,2.7493927e+24,400,-1.8459976,999.0,1.5,0.14999999,-26.985365,224,,-10.0,-1.0,-10.058729,224
7.9245285e+25,6.8437424,inf,9.6488716e+24,6.004219e-08,3.455834,1539.842,2.930037e-17,34.23079,-3.455834,299.563453912735,999,224775,-11.039369,,-1.3386188,,-11.328501,22777.105,400,-1.8437424,999.0,1.5,0.14999999,-26.916914,225,,-10.0,-1.0,-9.145517,225
7.959703e+25,6.842304,inf,9.909865e+24,5.9512015e-08,3.455834,1546.3608,2.943065e-17,34.23079,-3.455834,300.9661056995392,999,225774,-11.043803,,-1.5187485,,-60.67307,5.9340206e+25,400,-1.8423045,999.0,1.5,0.14999999,-27.067396,226,,-10.0,-1.0,-9.956557,226
7.994882e+25,6.843644,inf,9.908266e+24,5.8988835e-08,3.455834,1553.5072,2.956083e-17,34.23079,-3.455834,302.4264280796051,999,226773,-11.048219,,-2.1463528,,-26.576601,157268070000.0,400,-1.8436439,999.0,1.5,0.14999999,-27.066368,227,,-10.0,-1.0,-10.072364,227
8.030061e+25,6.8466086,inf,9.906675e+24,5.847252e-08,3.455834,1561.0267,2.9691023e-17,34.23079,-3.455834,303.8546977043152,999,227772,-11.052614,,-2.519595,,-27.041454,124544370000.0,400,-1.8466086,999.0,1.5,0.14999999,-27.067383,228,,-10.0,-1.0,-11.080025,228
8.065213e+25,6.845899,inf,9.905093e+24,5.7962957e-08,3.455834,1567.7109,2.9821333e-17,34.23079,-3.455834,305.2418382167816,999,228771,-11.056991,,-1.6841029,,1.4602973,0.15204637,400,-1.845899,999.0,1.5,0.14999999,-26.943918,229,,-10.0,-1.0,-11.999015,229
8.100393e+25,6.849697,inf,9.903538e+24,5.7460028e-08,3.455834,1575.4303,2.995153e-17,34.23079,-3.455834,306.6965763568878,999,229770,-11.061348,,-2.7194579,,-11.714449,17312.514,400,-1.8496971,999.0,1.5,0.14999999,-26.878809,230,,-10.0,-1.0,-10.144548,230
8.135572e+25,6.8500166,inf,9.901969e+24,5.6963614e-08,3.455834,1582.3538,3.008172e-17,34.23079,-3.455834,308.07506036758423,999,230769,-11.065686,,-1.9235055,,-14.991064,1921534.4,400,-1.8500166,999.0,1.5,0.14999999,-26.828438,231,,-10.0,-1.0,-8.372378,231
8.170717e+25,6.847867,inf,9.994267e+24,5.6473613e-08,3.455834,1588.7051,3.0212017e-17,34.23079,-3.455834,309.44969296455383,999,231768,-11.070006,,-1.3512437,,-60.70878,2.1777391e+25,400,-1.8478668,999.0,1.5,0.14999999,-26.975557,232,,-10.0,-1.0,-10.038936,232
8.205888e+25,6.851221,inf,9.992723e+24,5.59899e-08,3.455834,1596.3345,3.0342183e-17,34.23079,-3.455834,311.01358699798584,999,232767,-11.074307,,-2.6294265,,-30.739458,3571487000000.0,400,-1.8512211,999.0,1.5,0.14999999,-26.992804,233,,-10.0,-1.0,-13.22247,233
8.241054e+25,6.850166,inf,1.0180745e+25,5.5512377e-08,3.455834,1602.9387,3.0472444e-17,34.23079,-3.455834,312.4397003650665,999,233766,-11.078589,,-1.6043012,,-60.71736,4.4362455e+25,400,-1.8501657,999.0,1.5,0.14999999,-27.138004,234,,-10.0,-1.0,-9.229663,234
8.276245e+25,6.8488913,inf,1.026435e+25,5.5040932e-08,3.455834,1609.4895,3.060268e-17,34.23079,-3.455834,313.90114307403564,999,234765,-11.082854,,-1.55062,,-59.47218,2.0008545e+25,400,-1.8488913,999.0,1.5,0.14999999,-27.276691,235,,-10.0,-1.0,-8.009334,235
8.3113945e+25,6.84861,inf,1.0361149e+25,5.4575473e-08,3.455834,1616.272,3.073289e-17,34.23079,-3.455834,315.420184135437,999,235764,-11.0871,,-1.7825694,,-60.725876,2.3263235e+25,400,-1.8486102,999.0,1.5,0.14999999,-27.419516,236,,-10.0,-1.0,-10.151444,236
8.346567e+25,6.848043,inf,1.0359353e+25,5.4115883e-08,3.455834,1622.9861,3.086306e-17,34.23079,-3.455834,316.8466684818268,999,236763,-11.091329,,-1.7141515,,-12.294522,127027.65,400,-1.8480428,999.0,1.5,0.14999999,-27.356789,237,,-10.0,-1.0,-9.177822,237
8.381728e+25,6.8471165,inf,1.0653183e+25,5.3662085e-08,3.455834,1629.6138,3.0993313e-17,34.23079,-3.455834,318.2633821964264,999,237762,-11.095539,,-1.6275867,,-60.71618,7.0353276e+25,400,-1.8471165,999.0,1.5,0.14999999,-27.498045,238,,-10.0,-1.0,-10.191657,238
8.416909e+25,6.847598,inf,1.0651386e+25,5.3213974e-08,3.455834,1636.5759,3.112352e-17,34.23079,-3.455834,319.7196235656738,999,238761,-11.099732,,-1.9622769,,-13.502239,436913.12,400,-1.8475983,999.0,1.5,0.14999999,-27.44058,239,,-10.0,-1.0,-11.767953,239
8.452077e+25,6.8469586,inf,1.0649586e+25,5.2771455e-08,3.455834,1643.2701,3.12538e-17,34.23079,-3.455834,321.3005495071411,999,239760,-11.103908,,-1.694109,,-13.409311,372143.2,400,-1.8469588,999.0,1.5,0.14999999,-27.383204,240,,-10.0,-1.0,-11.884485,240
8.487229e+25,6.849999,inf,1.0647808e+25,5.233442e-08,3.455834,1650.8497,3.1384023e-17,34.23079,-3.455834,322.7384948730469,999,240759,-11.108066,,-2.5796382,,-9.133123,2217.1028,400,-1.8499991,999.0,1.5,0.14999999,-27.30855,241,,-10.0,-1.0,-11.9027195,241
8.522398e+25,6.8518476,inf,1.0646044e+25,5.19028e-08,3.455834,1658.1471,3.1514192e-17,34.23079,-3.455834,324.15717005729675,999,241758,-11.112206,,-2.2973359,,-11.563172,43631.707,400,-1.8518475,999.0,1.5,0.14999999,-27.244556,242,,-10.0,-1.0,-8.990546,242
8.557581e+25,6.8518386,inf,1.0934439e+25,5.1476494e-08,3.455834,1664.9968,3.1644413e-17,34.23079,-3.455834,325.63840079307556,999,242757,-11.11633,,-1.8496813,,-60.755104,7.050803e+25,400,-1.8518386,999.0,1.5,0.14999999,-27.38352,243,,-10.0,-1.0,-10.126756,243
8.592713e+25,6.852957,inf,1.0932665e+25,5.105542e-08,3.455834,1672.1215,3.177469e-17,34.23079,-3.455834,327.0580003261566,999,243756,-11.120437,,-2.1247087,,-18.083082,36684812.0,400,-1.8529569,999.0,1.5,0.14999999,-27.346468,244,,-10.0,-1.0,-11.134809,244
8.627891e+25,6.853841,inf,1.0930934e+25,5.063949e-08,3.455834,1679.1909,3.1904892e-17,34.23079,-3.455834,328.54940843582153,999,244755,-11.124527,,-2.0694473,,1.7496245,0.11233913,400,-1.8538406,999.0,1.5,0.14999999,-27.22877,245,,-10.0,-1.0,-10.778071,245
8.663047e+25,6.854785,inf,1.0929172e+25,5.0228625e-08,3.455834,1686.2771,3.2035143e-17,34.23079,-3.455834,330.01909732818604,999,245754,-11.1286,,-2.0862105,,-0.013234071,0.63546693,400,-1.8547852,999.0,1.5,0.14999999,-27.119186,246,,-10.0,-1.0,-12.464325,246
8.698214e+25,6.8573875,inf,1.092745e+25,4.982274e-08,3.455834,1693.7747,3.216531e-17,34.23079,-3.455834,331.5378215312958,999,246753,-11.132657,,-2.4974952,,-34.757427,267034520000000.0,400,-1.8573873,999.0,1.5,0.14999999,-27.15115,247,,-10.0,-1.0,-11.002893,247
8.733391e+25,6.857899,inf,1.0925715e+25,4.942175e-08,3.455834,1700.759,3.2295513e-17,34.23079,-3.455834,333.05963492393494,999,247752,-11.136698,,-1.9844042,,1.9321555,0.10127509,400,-1.8578993,999.0,1.5,0.14999999,-27.034908,248,,-10.0,-1.0,-15.501465,248
8.768542e+25,6.859067,inf,1.0931968e+25,4.9025587e-08,3.455834,1707.9077,3.2425748e-17,34.23079,-3.455834,334.4665575027466,999,248751,-11.140721,,-2.1486037,,-60.779495,1.9856385e+24,400,-1.8590668,999.0,1.5,0.14999999,-27.171455,249,,-10.0,-1.0,-13.281464,249
8.803701e+25,6.85824,inf,1.1099485e+25,4.8634167e-08,3.455834,1714.56,3.2556012e-17,34.23079,-3.455834,335.9184396266937,999,249750,-11.14473,,-1.6523913,,-60.783504,4.230593e+25,400,-1.8582402,999.0,1.5,0.14999999,-27.306938,250,,-10.0,-1.0,-10.440629,250
8.838865e+25,6.857577,inf,1.1097763e+25,4.8247415e-08,3.455834,1721.2518,3.2686174e-17,34.23079,-3.455834,337.40897274017334,999,250749,-11.148722,,-1.6917622,,-3.734923,26.080746,400,-1.857577,999.0,1.5,0.14999999,-27.214062,251,,-10.0,-1.0,-9.434763,251
8.874035e+25,6.8557606,inf,1.1096054e+25,4.7865257e-08,3.455834,1727.6516,3.2816485e-17,34.23079,-3.455834,338.806343793869,999,251748,-11.152698,,-1.3998276,,-42.162773,5.0759453e+17,400,-1.8557605,999.0,1.5,0.14999999,-27.27441,252,,-10.0,-1.0,-11.707069,252
8.909175e+25,6.8571362,inf,1.1094381e+25,4.7487628e-08,3.455834,1734.8555,3.2946683e-17,34.23079,-3.455834,340.24341201782227,999,252747,-11.156658,,-2.2038157,,-6.3310604,285.9788,400,-1.8571361,999.0,1.5,0.14999999,-27.192657,253,,-10.0,-1.0,-10.604944,253
8.944352e+25,6.8570704,inf,1.109269e+25,4.7114447e-08,3.455834,1741.6958,3.3076895e-17,34.23079,-3.455834,341.6701123714447,999,253746,-11.160603,,-1.8404359,,-1.381485,2.719871,400,-1.8570703,999.0,1.5,0.14999999,-27.092054,254,,-10.0,-1.0,-10.440936,254
8.979496e+25,6.8572426,inf,1.1091003e+25,4.6745644e-08,3.455834,1748.5969,3.3207113e-17,34.23079,-3.455834,343.18071031570435,999,254745,-11.164532,,-1.9010395,,-5.2745266,128.16557,400,-1.8572428,999.0,1.5,0.14999999,-27.0075,255,,-10.0,-1.0,-10.875746,255
9.014675e+25,6.855212,inf,1.1089328e+25,4.6381153e-08,3.455834,1754.9343,3.3337337e-17,34.23079,-3.455834,344.74390268325806,999,255744,-11.168447,,-1.3374444,,1.1064684,0.10897346,400,-1.8552123,999.0,1.5,0.14999999,-26.898682,256,,-10.0,-1.0,-12.46073,256
9.0498195e+25,6.8538694,inf,1.1087864e+25,4.6020915e-08,3.455834,1761.4445,3.3467562e-17,34.23079,-3.455834,346.18583154678345,999,256743,-11.172345,,-1.5100725,,-53.514236,5.2893273e+22,400,-1.8538693,999.0,1.5,0.14999999,-27.003233,257,,-10.0,-1.0,-9.469644,257
9.084997e+25,6.853115,inf,1.1086199e+25,4.566485e-08,3.455834,1768.1038,3.359778e-17,34.23079,-3.455834,347.60113549232483,999,257742,-11.176229,,-1.6592858,,-45.621944,2.5771693e+19,400,-1.8531151,999.0,1.5,0.14999999,-27.076384,258,,-10.0,-1.0,-8.514724,258
9.120137e+25,6.8513193,inf,1.1202357e+25,4.531291e-08,3.455834,1774.4917,3.3727992e-17,34.23079,-3.455834,349.0114908218384,999,258741,-11.180097,,-1.3880318,,-60.81887,3.0514507e+25,400,-1.8513196,999.0,1.5,0.14999999,-27.207638,259,,-10.0,-1.0,-12.048734,259
9.155308e+25,6.8522387,inf,1.1200699e+25,4.4965024e-08,3.455834,1781.582,3.385832e-17,34.23079,-3.455834,350.4766149520874,999,259740,-11.18395,,-2.090353,,-19.335278,127030870.0,400,-1.8522388,999.0,1.5,0.14999999,-27.178343,260,,-10.0,-1.0,-11.026272,260
9.190475e+25,6.8523326,inf,1.1199046e+25,4.4621125e-08,3.455834,1788.4587,3.3988504e-17,34.23079,-3.455834,351.91496109962463,999,260739,-11.187789,,-1.8767103,,1.9411423,0.10148649,400,-1.8523326,999.0,1.5,0.14999999,-27.067747,261,,-10.0,-1.0,-11.901498,261
9.2256e+25,6.8513184,inf,1.1197419e+25,4.428116e-08,3.455834,1795.0454,3.4118666e-17,34.23079,-3.455834,353.2969093322754,999,261738,-11.191613,,-1.5865582,,-20.020899,236402830.0,400,-1.8513181,999.0,1.5,0.14999999,-27.04182,262,,-10.0,-1.0,-11.453449,262
9.26079e+25,6.850244,inf,1.1195799e+25,4.3945054e-08,3.455834,1801.6143,3.4248937e-17,34.23079,-3.455834,354.75286650657654,999,262737,-11.195423,,-1.5688367,,-4.946898,76.02069,400,-1.850244,999.0,1.5,0.14999999,-26.958773,263,,-10.0,-1.0,-9.818655,263
9.295937e+25,6.851764,inf,1.1194148e+25,4.361277e-08,3.455834,1808.8657,3.437918e-17,34.23079,-3.455834,356.10132575035095,999,263736,-11.199218,,-2.251559,,-35.756924,1219127400000000.0,400,-1.8517642,999.0,1.5,0.14999999,-26.99305,264,,-10.0,-1.0,-10.826723,264
9.331074e+25,6.8507957,inf,1.1192523e+25,4.3284235e-08,3.455834,1815.4609,3.4509393e-17,34.23079,-3.455834,357.5004813671112,999,264735,-11.202998,,-1.5951273,,1.6189393,0.118010186,400,-1.8507957,999.0,1.5,0.14999999,-26.886026,265,,-10.0,-1.0,-9.869564,265
9.3662365e+25,6.851407,inf,1.1190928e+25,4.29594e-08,3.455834,1822.4744,3.4639568e-17,34.23079,-3.455834,358.96766090393066,999,265734,-11.206765,,-2.0134106,,-28.727993,1494564500000.0,400,-1.8514072,999.0,1.5,0.14999999,-26.893885,266,,-10.0,-1.0,-12.619712,266
9.401389e+25,6.850957,inf,1.1343049e+25,4.2638213e-08,3.455834,1829.2056,3.476984e-17,34.23079,-3.455834,360.43779468536377,999,266733,-11.210517,,-1.7312835,,-60.01978,4.1043277e+25,400,-1.8509572,999.0,1.5,0.14999999,-27.018888,267,,-10.0,-1.0,-11.192298,267
9.436565e+25,6.850108,inf,1.1341095e+25,4.232061e-08,3.455834,1835.8291,3.4900067e-17,34.23079,-3.455834,361.89055156707764,999,267732,-11.214255,,-1.6234393,,0.16656196,0.5114126,400,-1.8501084,999.0,1.5,0.14999999,-26.918377,268,,-10.0,-1.0,-10.721267,268
9.471692e+25,6.847494,inf,1.1339194e+25,4.200654e-08,3.455834,1841.976,3.5030245e-17,34.23079,-3.455834,363.30611658096313,999,268731,-11.21798,,-1.1469514,,0.5707345,0.10256558,400,-1.8474944,999.0,1.5,0.14999999,-26.817114,269,,-10.0,-1.0,-12.113863,269
9.50684e+25,6.848836,inf,1.1337289e+25,4.169596e-08,3.455834,1849.1858,3.516051e-17,34.23079,-3.455834,364.8126847743988,999,269730,-11.22169,,-2.209748,,-20.73419,438021060.0,400,-1.8488361,999.0,1.5,0.14999999,-26.7955,270,,-10.0,-1.0,-12.21272,270
9.542011e+25,6.8490705,inf,1.1335379e+25,4.1388805e-08,3.455834,1856.0981,3.5290718e-17,34.23079,-3.455834,366.29865050315857,999,270729,-11.225388,,-1.9124244,,-29.799318,4471896700000.0,400,-1.8490707,999.0,1.5,0.14999999,-26.807495,271,,-10.0,-1.0,-11.734693,271
9.577165e+25,6.8476934,inf,1.1333467e+25,4.1085034e-08,3.455834,1862.5726,3.5421005e-17,34.23079,-3.455834,367.8028087615967,999,271728,-11.229071,,-1.4744792,,-15.011659,1366047.2,400,-1.8476934,999.0,1.5,0.14999999,-26.76503,272,,-10.0,-1.0,-10.558514,272
9.612302e+25,6.8457747,inf,1.1331575e+25,4.07846e-08,3.455834,1868.8965,3.555123e-17,34.23079,-3.455834,369.3603558540344,999,272727,-11.23274,,-1.3238009,,-0.22891617,0.35519832,400,-1.8457744,999.0,1.5,0.14999999,-26.668724,273,,-10.0,-1.0,-12.539537,273
9.647457e+25,6.8474455,inf,1.1329707e+25,4.0487446e-08,3.455834,1876.2001,3.568139e-17,34.23079,-3.455834,370.90969824790955,999,273726,-11.236397,,-2.3036814,,-42.03535,5.3490708e+17,400,-1.8474455,999.0,1.5,0.14999999,-26.725697,274,,-10.0,-1.0,-12.195451,274
9.6826305e+25,6.84799,inf,1.1327832e+25,4.0193527e-08,3.455834,1883.1973,3.5811613e-17,34.23079,-3.455834,372.41814064979553,999,274725,-11.24004,,-1.9971497,,-27.788265,594356100000.0,400,-1.84799,999.0,1.5,0.14999999,-26.730444,275,,-10.0,-1.0,-9.565992,275
9.7177835e+25,6.847613,inf,1.1325946e+25,3.9902798e-08,3.455834,1889.9412,3.5941765e-17,34.23079,-3.455834,373.82706356048584,999,275724,-11.2436695,,-1.743838,,-41.00718,2.8411193e+17,400,-1.8476127,999.0,1.5,0.14999999,-26.783047,276,,-10.0,-1.0,-10.810062,276
9.752915e+25,6.848576,inf,1.1324081e+25,3.961521e-08,3.455834,1897.0557,3.6071977e-17,34.23079,-3.455834,375.4051308631897,999,276723,-11.247286,,-2.1144962,,0.25530568,0.4747266,400,-1.8485762,999.0,1.5,0.14999999,-26.686302,277,,-10.0,-1.0,-11.693333,277
9.788063e+25,6.8478727,inf,1.1322237e+25,3.9330722e-08,3.455834,1903.7085,3.6202248e-17,34.23079,-3.455834,376.7810573577881,999,277722,-11.25089,,-1.6529844,,-11.779723,67940.95,400,-1.8478725,999.0,1.5,0.14999999,-26.633547,278,,-10.0,-1.0,-11.606658,278
9.823223e+25,6.8495555,inf,1.1320378e+25,3.9049283e-08,3.455834,1911.026,3.6332433e-17,34.23079,-3.455834,378.2771940231323,999,278721,-11.25448,,-2.31744,,-3.3107114,11.891104,400,-1.8495556,999.0,1.5,0.14999999,-26.550814,279,,-10.0,-1.0,-12.670016,279
9.858361e+25,6.8462596,inf,1.1344964e+25,3.877086e-08,3.455834,1916.9526,3.646267e-17,34.23079,-3.455834,379.7845733165741,999,279720,-11.258059,,-0.92661625,,-60.89683,7.3991314e+24,400,-1.8462595,999.0,1.5,0.14999999,-26.67433,280,,-10.0,-1.0,-9.435095,280
9.893511e+25,6.8455625,inf,1.134314e+25,3.8495408e-08,3.455834,1923.603,3.6592955e-17,34.23079,-3.455834,381.28777170181274,999,280719,-11.261623,,-1.6503788,,-47.69478,1.9868393e+20,400,-1.8455623,999.0,1.5,0.14999999,-26.74999,281,,-10.0,-1.0,-12.960404,281
9.928671e+25,6.846348,inf,1.1629518e+25,3.822287e-08,3.455834,1930.6702,3.6723147e-17,34.23079,-3.455834,382.7501435279846,999,281718,-11.265176,,-2.0671935,,-60.90395,8.127539e+25,400,-1.846348,999.0,1.5,0.14999999,-26.871956,282,,-10.0,-1.0,-9.038216,282
9.963806e+25,6.8436503,inf,1.1691609e+25,3.795322e-08,3.455834,1936.753,3.6853378e-17,34.23079,-3.455834,384.64608216285706,999,282717,-11.268716,,-1.082885,,-60.79745,1.808718e+25,400,-1.8436503,999.0,1.5,0.14999999,-26.992695,283,,-10.0,-1.0,-13.101561,283
9.99895e+25,6.845379,inf,1.1883768e+25,3.7686412e-08,3.455834,1944.0876,3.698365e-17,34.23079,-3.455834,386.0446581840515,999,283716,-11.272243,,-2.3344913,,-60.91102,5.5095093e+25,400,-1.8453789,999.0,1.5,0.14999999,-27.11299,284,,-10.0,-1.0,-8.59105,284
1.0034103e+26,6.845769,inf,1.2072838e+25,3.742241e-08,3.455834,1951.0441,3.7113814e-17,34.23079,-3.455834,387.4162554740906,999,284715,-11.275758,,-1.956521,,-60.91453,5.4409197e+25,400,-1.8457687,999.0,1.5,0.14999999,-27.23246,285,,-10.0,-1.0,-10.993655,285
1.0069264e+26,6.8457355,inf,1.2071009e+25,3.7161172e-08,3.455834,1957.8804,3.7244012e-17,34.23079,-3.455834,388.8056330680847,999,285714,-11.279261,,-1.8362522,,1.9468316,0.100493476,400,-1.8457355,999.0,1.5,0.14999999,-27.13131,286,,-10.0,-1.0,-13.707266,286
1.0104395e+26,6.8460875,inf,1.221011e+25,3.690266e-08,3.455834,1964.8271,3.737438e-17,34.23079,-3.455834,390.1937925815582,999,286713,-11.282751,,-1.9467402,,-60.921524,4.044428e+25,400,-1.8460875,999.0,1.5,0.14999999,-27.249914,287,,-10.0,-1.0,-11.034695,287
1.0139532e+26,6.846755,inf,1.2208303e+25,3.664684e-08,3.455834,1971.8655,3.7504488e-17,34.23079,-3.455834,391.5579261779785,999,287712,-11.286229,,-2.0383968,,1.8777041,0.10123045,400,-1.8467551,999.0,1.5,0.14999999,-27.14965,288,,-10.0,-1.0,-10.694742,288
1.0174675e+26,6.84757,inf,1.2206507e+25,3.639367e-08,3.455834,1978.9478,3.7634762e-17,34.23079,-3.455834,392.9283273220062,999,288711,-11.289696,,-2.0822303,,-1.2144872,2.0951276,400,-1.8475701,999.0,1.5,0.14999999,-27.06078,289,,-10.0,-1.0,-12.451724,289
1.0209823e+26,6.8456783,inf,1.2218214e+25,3.614311e-08,3.455834,1985.2467,3.7765057e-17,34.23079,-3.455834,394.24733877182007,999,289710,-11.29315,,-1.2989762,,-58.33937,3.9215325e+24,400,-1.8456783,999.0,1.5,0.14999999,-27.169502,290,,-10.0,-1.0,-9.985824,290
1.0244975e+26,6.846032,inf,1.2216367e+25,3.589513e-08,3.455834,1992.1954,3.7895225e-17,34.23079,-3.455834,395.5493321418762,999,290709,-11.296592,,-1.9487652,,-21.479662,1188087700.0,400,-1.8460324,999.0,1.5,0.14999999,-27.150806,291,,-10.0,-1.0,-10.612832,291
1.0280131e+26,6.8475895,inf,1.2214555e+25,3.5649695e-08,3.455834,1999.4961,3.8025407e-17,34.23079,-3.455834,396.87439823150635,999,291708,-11.300022,,-2.300591,,-4.47511,39.290073,400,-1.8475894,999.0,1.5,0.14999999,-27.074001,292,,-10.0,-1.0,-10.830749,292
1.0315249e+26,6.849797,inf,1.2212726e+25,3.5406764e-08,3.455834,2006.9905,3.8155598e-17,34.23079,-3.455834,398.20655369758606,999,292707,-11.303441,,-2.494414,,-1.6648016,1.658902,400,-1.8497969,999.0,1.5,0.14999999,-26.988129,293,,-10.0,-1.0,-12.821988,293
1.0350408e+26,6.8498745,inf,1.2550671e+25,3.5166313e-08,3.455834,2013.8632,3.8285797e-17,34.23079,-3.455834,399.5118501186371,999,293706,-11.306849,,-1.8726741,,-60.94559,9.989114e+25,400,-1.8498747,999.0,1.5,0.14999999,-27.104473,294,,-10.0,-1.0,-12.181418,294
1.0385569e+26,6.8480253,inf,1.2548854e+25,3.4928306e-08,3.455834,2020.1675,3.8416e-17,34.23079,-3.455834,400.8082845211029,999,294705,-11.310244,,-1.304263,,-40.40917,7.628763e+16,400,-1.8480252,999.0,1.5,0.14999999,-27.15042,295,,-10.0,-1.0,-9.266625,295
1.0541193e+26,6.8481913,inf,1.2903169e+25,3.46927e-08,3.455834,2027.0646,3.8546355e-17,34.23079,-3.455834,402.1268653869629,999,295704,-11.313628,,-1.8971767,,-60.93973,1.0541193e+26,400,-1.8481911,999.0,1.5,0.14999999,-27.265411,296,,-10.0,-1.0,-12.690197,296
1.0576356e+26,6.847293,inf,1.3196059e+25,3.445947e-08,3.455834,2033.646,3.867656e-17,34.23079,-3.455834,403.42308378219604,999,296703,-11.317,,-1.581494,,-60.955242,8.751967e+25,400,-1.8472931,999.0,1.5,0.14999999,-27.379686,297,,-10.0,-1.0,-11.282234,297
1.0611515e+26,6.843971,inf,1.3194248e+25,3.4228588e-08,3.455834,2039.5033,3.880676e-17,34.23079,-3.455834,404.7185628414154,999,297702,-11.320362,,-0.8572492,,-10.414174,1073.3184,400,-1.8439708,999.0,1.5,0.14999999,-27.323608,298,,-10.0,-1.0,-10.730236,298
1.0646669e+26,6.844772,inf,1.3192442e+25,3.4000013e-08,3.455834,2046.5868,3.8936953e-17,34.23079,-3.455834,406.03104186058044,999,298701,-11.323712,,-2.0834363,,-0.63777465,1.1872528,400,-1.8447719,999.0,1.5,0.14999999,-27.235205,299,,-10.0,-1.0,-10.276948,299
1.0681818e+26,6.845626,inf,1.3190635e+25,3.3773727e-08,3.455834,2053.6877,3.9067138e-17,34.23079,-3.455834,407.3219633102417,999,299700,-11.327051,,-2.100959,,-11.867689,80483.15,400,-1.8456258,999.0,1.5,0.14999999,-27.18482,300,,-10.0,-1.0,-9.508359,300
1.0716959e+26,6.8440733,inf,1.3188867e+25,3.3549693e-08,3.455834,2060.0662,3.919746e-17,34.23079,-3.455834,408.628945350647,999,300699,-11.330379,,-1.3783739,,-37.203373,3475886700000000.0,400,-1.8440734,999.0,1.5,0.14999999,-27.21894,301,,-10.0,-1.0,-10.398886,301
1.0752093e+26,6.8481636,inf,1.318707e+25,3.3327876e-08,3.455834,2068.1455,3.9327614e-17,34.23079,-3.455834,410.01018047332764,999,301698,-11.333695,,-3.0792553,,-21.357027,62631316.0,400,-1.8481635,999.0,1.5,0.14999999,-27.200357,302,,-10.0,-1.0,-11.712405,302
1.078726e+26,6.8486357,inf,1.3185308e+25,3.310825e-08,3.455834,2075.1367,3.9457898e-17,34.23079,-3.455834,411.3889887332916,999,302697,-11.337002,,-1.9913132,,-8.111599,2055.7158,400,-1.8486358,999.0,1.5,0.14999999,-27.138182,303,,-10.0,-1.0,-10.44697,303
1.0822377e+26,6.847479,inf,1.3183513e+25,3.2890792e-08,3.455834,2081.6335,3.9588163e-17,34.23079,-3.455834,412.79163575172424,999,303696,-11.340297,,-1.4969225,,-2.3124068,4.5342083,400,-1.847479,999.0,1.5,0.14999999,-27.057337,304,,-10.0,-1.0,-13.408111,304
1.0857526e+26,6.8489356,inf,1.333099e+25,3.267547e-08,3.455834,2088.9253,3.97184e-17,34.23079,-3.455834,414.1942024230957,999,304695,-11.34358,,-2.2917516,,-60.982353,4.551646e+25,400,-1.8489356,999.0,1.5,0.14999999,-27.16938,305,,-10.0,-1.0,-8.466285,305
1.0892664e+26,6.8508453,inf,1.34028e+25,3.246225e-08,3.455834,2096.3586,3.9848612e-17,34.23079,-3.455834,415.65619683265686,999,305694,-11.346853,,-2.4333684,,-60.985626,2.2513552e+25,400,-1.8508455,999.0,1.5,0.14999999,-27.280708,306,,-10.0,-1.0,-11.127531,306
1.092779e+26,6.8479567,inf,1.3401071e+25,3.2251116e-08,3.455834,2102.3228,3.9978794e-17,34.23079,-3.455834,417.2010672092438,999,306693,-11.350117,,-0.9639157,,-4.9419165,9.06319,400,-1.8479564,999.0,1.5,0.14999999,-27.208769,307,,-10.0,-1.0,-10.742155,307
1.0962905e+26,6.847212,inf,1.3399309e+25,3.204204e-08,3.455834,2108.9414,4.0109095e-17,34.23079,-3.455834,418.538765668869,999,307692,-11.353369,,-1.6186551,,1.1135646,0.19917753,400,-1.847212,999.0,1.5,0.14999999,-27.117624,308,,-10.0,-1.0,-7.983907,308
1.0998048e+26,6.846276,inf,1.3481364e+25,3.183498e-08,3.455834,2115.4993,4.0239207e-17,34.23079,-3.455834,419.85048151016235,999,308691,-11.35661,,-1.5580249,,-60.995384,2.5889819e+25,400,-1.8462759,999.0,1.5,0.14999999,-27.228073,309,,-10.0,-1.0,-12.920818,309
1.1033178e+26,6.8457575,inf,1.3759363e+25,3.1629924e-08,3.455834,2122.1848,4.036943e-17,34.23079,-3.455834,421.19854521751404,999,309690,-11.359841,,-1.6855447,,-60.998615,8.671776e+25,400,-1.8457575,999.0,1.5,0.14999999,-27.337831,310,,-10.0,-1.0,-10.360807,310
