ReturnAbsMax,ActionIn1,GridSize,DenMISEMeanLog,IWLastEpisode,TimeElapsed,AvgEpLen,MinEpLen,Regret,IWFirstEpisode,TimestepsSoFar,MountainCar_std1_higher,MountainCar_std0_higher,Delta,IWMean,ReturnMax,IWMin,DenMISELogLast,ReturnMean,ReturnLastEpisode,MountainCar_mu1_higher,ReturnStepMax,NumTrainableParams,Regret/t,NumTrajectories,DenMISELogFirst,Bound,Iteration,MountainCar_mu0_higher,IWMax,ReturnMin
3.067201,-14.538553,400,-26.466728,1.9549297e+25,255.94990015029907,999.0,999,1334.6637,3.252498e-17,191808,1.5,0.14999999,8.2455394e-08,6.286419e+24,,,-60.51954,-1.9513736,-2.3245225,-10.0,30.85928,,6.9513736,192,-8.06488,inf,192,-1.0,6.6954076e+25,-3.067201
3.067201,-13.327659,400,-26.64439,5.006312e+24,257.2507326602936,999.0,999,1341.1434,3.2694406e-17,192807,1.5,0.14999999,8.160315e-08,6.310879e+24,,,-60.52473,-1.9489297,-1.4796879,-10.0,30.85928,,6.94893,193,-8.070076,inf,193,-1.0,6.730182e+25,-3.067201
3.067201,-13.681381,400,-26.820272,2.1358542e+25,258.6203942298889,999.0,999,1348.6952,3.286384e-17,193806,1.5,0.14999999,8.076404e-08,6.419517e+24,,,-60.5299,-1.9520371,-2.551779,-10.0,30.85928,,6.952037,194,-8.075244,inf,194,-1.0,6.764931e+25,-3.067201
3.067201,-9.533612,400,-26.99439,2.3989882e+25,260.0288782119751,999.0,999,1355.3549,3.303314e-17,194805,1.5,0.14999999,7.993781e-08,6.541094e+24,,,-60.53504,-1.9505377,-1.6596404,-10.0,30.85928,,6.9505377,195,-8.080385,inf,195,-1.0,6.799678e+25,-3.067201
3.067201,-14.753705,400,-27.061777,8.560545e+16,261.4465947151184,999.0,999,1361.9353,3.3202553e-17,195804,1.5,0.14999999,7.91242e-08,6.539651e+24,,,-39.95865,-1.9486492,-1.580398,-10.0,30.85928,,6.9486494,196,-8.0855,inf,196,-1.0,6.8344463e+25,-3.067201
3.067201,-13.318674,400,-27.23297,8.4890655e+23,262.8476891517639,999.0,999,1368.0862,3.3372072e-17,196803,1.5,0.14999999,7.832295e-08,6.5425206e+24,,,-60.545246,-1.9445997,-1.1509027,-10.0,30.85928,,6.9445996,197,-8.09059,inf,197,-1.0,6.869183e+25,-3.067201
3.067201,-12.452464,400,-27.402477,4.0585696e+25,264.1873209476471,999.0,999,1375.189,3.3541433e-17,197802,1.5,0.14999999,7.753381e-08,6.746064e+24,,,-60.55031,-1.9453992,-2.1028676,-10.0,30.85928,,6.9453993,198,-8.095653,inf,198,-1.0,6.9039384e+25,-3.067201
3.067201,-11.918623,400,-27.447918,1533041600000000.0,265.5575180053711,999.0,999,1382.5447,3.3710753e-17,198801,1.5,0.14999999,7.6756535e-08,6.74465e+24,,,-36.195366,-1.9474605,-2.3556387,-10.0,30.85928,,6.9474607,199,-8.10069,inf,199,-1.0,6.938684e+25,-3.067201
3.067201,-10.716752,400,-27.400242,27061398.0,266.97496223449707,999.0,999,1389.3384,3.3880153e-17,199800,1.5,0.14999999,7.599088e-08,6.743233e+24,,,-17.665434,-1.9466916,-1.7936486,-10.0,30.85928,,6.9466915,200,-8.105702,inf,200,-1.0,6.9734457e+25,-3.067201
3.067201,-10.783828,400,-27.2602,0.2046867,268.39920592308044,999.0,999,1395.8949,3.4049626e-17,200799,1.5,0.14999999,7.523664e-08,6.741817e+24,,,0.9951186,-1.9447508,-1.5566136,-10.0,30.85928,,6.944751,201,-8.11069,inf,201,-1.0,7.008194e+25,-3.067201
3.067201,-11.174062,400,-27.11982,0.16849028,269.7743604183197,999.0,999,1402.6128,3.4219033e-17,201798,1.5,0.14999999,7.449356e-08,6.7404184e+24,,,1.3414793,-1.9436274,-1.7178123,-10.0,30.85928,,6.9436274,202,-8.115653,inf,202,-1.0,7.0429535e+25,-3.067201
3.067201,-8.993594,400,-26.979702,0.13737267,271.10630893707275,999.0,999,1409.6981,3.4388363e-17,202797,1.5,0.14999999,7.376145e-08,6.739033e+24,,,1.5687921,-1.9443256,-2.0853536,-10.0,30.85928,,6.9443254,203,-8.120591,inf,203,-1.0,7.077697e+25,-3.067201
3.067201,-10.272121,400,-27.1456,5.661396e+25,272.4511933326721,999.0,999,1416.3668,3.455774e-17,203796,1.5,0.14999999,7.304006e-08,7.0151596e+24,,,-60.580162,-1.9429746,-1.6687237,-10.0,30.85928,,6.9429746,204,-8.125505,inf,204,-1.0,7.112422e+25,-3.067201
3.067201,-9.420325,400,-27.104494,23457016.0,273.8611354827881,999.0,999,1423.9434,3.4727156e-17,204795,1.5,0.14999999,7.232922e-08,7.013783e+24,,,-18.472786,-1.9460648,-2.5764987,-10.0,30.85928,,6.946065,205,-8.130396,inf,205,-1.0,7.1471813e+25,-3.067201
3.067201,-12.342472,400,-27.228037,2.1302364e+22,275.27542662620544,999.0,999,1430.762,3.4896606e-17,205794,1.5,0.14999999,7.1628705e-08,7.0125217e+24,,,-52.30842,-1.9454466,-1.818704,-10.0,30.85928,,6.9454465,206,-8.135262,inf,206,-1.0,7.1819184e+25,-3.067201
3.067201,-13.39792,400,-27.331263,2.5287895e+20,276.73323702812195,999.0,999,1437.1522,3.506608e-17,206793,1.5,0.14999999,7.0938306e-08,7.0111474e+24,,,-48.35145,-1.9427642,-1.3901875,-10.0,30.85928,,6.9427643,207,-8.140104,inf,207,-1.0,7.216659e+25,-3.067201
3.067201,-10.157215,400,-27.49237,3.147918e+25,278.11433815956116,999.0,999,1443.731,3.5235432e-17,207792,1.5,0.14999999,7.025785e-08,7.1611223e+24,,,-60.59958,-1.9410145,-1.5788332,-10.0,30.85928,,6.9410143,208,-8.144923,inf,208,-1.0,7.2514017e+25,-3.067201
3.067201,-10.487057,400,-27.475773,4305491000.0,279.62181663513184,999.0,999,1451.313,3.5404793e-17,208791,1.5,0.14999999,6.958713e-08,7.159786e+24,,,-23.776304,-1.9440815,-2.5820389,-10.0,30.85928,,6.9440813,209,-8.149719,inf,209,-1.0,7.2861452e+25,-3.067201
3.067201,-9.804638,400,-27.370047,96.23852,281.01368832588196,999.0,999,1458.3483,3.5574292e-17,209790,1.5,0.14999999,6.892597e-08,7.1584314e+24,,,-5.0287066,-1.9445156,-2.0352147,-10.0,30.85928,,6.9445157,210,-8.154493,inf,210,-1.0,7.3208874e+25,-3.067201
3.067201,-11.003307,400,-27.447763,1.254771e+18,282.4768786430359,999.0,999,1465.94,3.5743646e-17,210789,1.5,0.14999999,6.827419e-08,7.157087e+24,,,-43.52374,-1.9475824,-2.591619,-10.0,30.85928,,6.9475822,211,-8.159244,inf,211,-1.0,7.355627e+25,-3.067201
3.067201,-11.071228,400,-27.310293,0.10096016,283.87711691856384,999.0,999,1472.8602,3.5912986e-17,211788,1.5,0.14999999,6.7631625e-08,7.1557635e+24,,,1.9394618,-1.9474539,-1.9203249,-10.0,30.85928,,6.947454,212,-8.163972,inf,212,-1.0,7.3903624e+25,-3.067201
3.067201,-12.542491,400,-27.17486,0.10101744,285.23899030685425,999.0,999,1480.0048,3.608244e-17,212787,1.5,0.14999999,6.699807e-08,7.154423e+24,,,1.7782956,-1.9483792,-2.144547,-10.0,30.85928,,6.948379,213,-8.168677,inf,213,-1.0,7.4250917e+25,-3.067201
3.067201,-12.627316,400,-27.272247,2.2945538e+20,286.6688938140869,999.0,999,1487.0071,3.625186e-17,213786,1.5,0.14999999,6.637338e-08,7.153107e+24,,,-47.775043,-1.9486315,-2.0023742,-10.0,30.85928,,6.9486313,214,-8.173362,inf,214,-1.0,7.4598135e+25,-3.067201
3.067201,-9.893586,400,-27.404276,4.618983e+23,288.1121985912323,999.0,999,1493.9629,3.6421245e-17,214785,1.5,0.14999999,6.575739e-08,7.153939e+24,,,-55.41896,-1.9486647,-1.9557437,-10.0,30.85928,,6.9486647,215,-8.178023,inf,215,-1.0,7.4945547e+25,-3.067201
3.067201,-11.3331175,400,-27.399672,123101600000.0,289.53971672058105,999.0,999,1500.9307,3.6590586e-17,215784,1.5,0.14999999,6.514993e-08,7.1526305e+24,,,-26.17117,-1.9487528,-1.9677411,-10.0,30.85928,,6.948753,216,-8.182664,inf,216,-1.0,7.5292853e+25,-3.067201
3.067201,-7.9821105,400,-27.296429,36.457165,290.93805027008057,999.0,999,1507.2617,3.676001e-17,216783,1.5,0.14999999,6.455086e-08,7.151325e+24,,,-4.7582355,-1.9459069,-1.3311461,-10.0,30.85928,,6.9459066,217,-8.187283,inf,217,-1.0,7.5640325e+25,-3.067201
3.067201,-9.4484,400,-27.45049,1.7934038e+25,292.378173828125,999.0,999,1513.8022,3.6929373e-17,217782,1.5,0.14999999,6.3960016e-08,7.232281e+24,,,-60.646538,-1.9440473,-1.5405223,-10.0,30.85928,,6.9440475,218,-8.19188,inf,218,-1.0,7.5987373e+25,-3.067201
3.067201,-6.8947363,400,-27.556654,3.4222305e+21,293.8439495563507,999.0,999,1520.6643,3.709881e-17,218781,1.5,0.14999999,6.3377236e-08,7.231001e+24,,,-50.460503,-1.9436727,-1.8620182,-10.0,30.85928,,6.9436727,219,-8.196457,inf,219,-1.0,7.633485e+25,-3.067201
3.067201,-10.825855,400,-27.708189,1.8089931e+24,295.2563991546631,999.0,999,1528.0114,3.7268173e-17,219780,1.5,0.14999999,6.2802386e-08,7.2379294e+24,,,-60.65567,-1.945506,-2.3470206,-10.0,30.85928,,6.945506,220,-8.201013,inf,220,-1.0,7.6682156e+25,-3.067201
3.067201,-9.233168,400,-27.58277,0.119130835,296.62596702575684,999.0,999,1534.1755,3.7437592e-17,220779,1.5,0.14999999,6.223532e-08,7.2366433e+24,,,0.25203508,-1.9419706,-1.1641766,-10.0,30.85928,,6.941971,221,-8.205548,inf,221,-1.0,7.702928e+25,-3.067201
3.067201,-10.351531,400,-27.732851,7.866609e+25,298.0924654006958,999.0,999,1541.0261,3.7607065e-17,221778,1.5,0.14999999,6.167591e-08,7.589706e+24,,,-60.66032,-1.9415588,-1.8505349,-10.0,30.85928,,6.941559,222,-8.210063,inf,222,-1.0,7.866609e+25,-3.067201
3.067201,-11.71279,400,-27.638273,379.72668,299.52051639556885,999.0,999,1547.7787,3.777644e-17,222777,1.5,0.14999999,6.1124e-08,7.588419e+24,,,-6.398583,-1.9407116,-1.7526315,-10.0,30.85928,,6.9407115,223,-8.214558,inf,223,-1.0,7.901889e+25,-3.067201
3.067201,-13.7444515,400,-27.553843,3020.878,300.9002013206482,999.0,999,1554.7266,3.7945855e-17,223776,1.5,0.14999999,6.057946e-08,7.587146e+24,,,-8.481318,-1.9407434,-1.9478439,-10.0,30.85928,,6.9407434,224,-8.219031,inf,224,-1.0,7.937175e+25,-3.067201
3.067201,-11.266768,400,-27.702133,2.994954e+25,302.37413692474365,999.0,999,1561.5883,3.81153e-17,224775,1.5,0.14999999,6.004219e-08,7.718993e+24,,,-60.678143,-1.9403924,-1.8617461,-10.0,30.85928,,6.9403925,225,-8.223486,inf,225,-1.0,7.972436e+25,-3.067201
3.067201,-11.287311,400,-27.579092,0.49028406,303.7997398376465,999.0,999,1568.4501,3.828463e-17,225774,1.5,0.14999999,5.9512015e-08,7.7177384e+24,,,0.35047182,-1.9400445,-1.861784,-10.0,30.85928,,6.9400444,226,-8.227921,inf,226,-1.0,8.007731e+25,-3.067201
3.067201,-10.915249,400,-27.455505,0.31474027,305.1842203140259,999.0,999,1575.5232,3.8453976e-17,226773,1.5,0.14999999,5.8988835e-08,7.716472e+24,,,0.7196847,-1.9406308,-2.0731447,-10.0,30.85928,,6.940631,227,-8.232335,inf,227,-1.0,8.042999e+25,-3.067201
3.067201,-11.864306,400,-27.330036,0.109091215,306.67360281944275,999.0,999,1581.9868,3.8623485e-17,227772,1.5,0.14999999,5.847252e-08,7.715215e+24,,,1.3946162,-1.9385386,-1.46359,-10.0,30.85928,,6.9385386,228,-8.236732,inf,228,-1.0,8.078267e+25,-3.067201
3.067201,-12.088663,400,-27.298437,174275280.0,308.0679774284363,999.0,999,1588.5002,3.879285e-17,228771,1.5,0.14999999,5.7962957e-08,7.713964e+24,,,-19.852287,-1.9366823,-1.5134677,-10.0,30.85928,,6.936682,229,-8.241107,inf,229,-1.0,8.113537e+25,-3.067201
3.067201,-13.0238695,400,-27.25509,7502334.0,309.4648666381836,999.0,999,1595.9629,3.8962212e-17,229770,1.5,0.14999999,5.7460028e-08,7.712738e+24,,,-17.087244,-1.9389691,-2.4626408,-10.0,30.85928,,6.938969,230,-8.245464,inf,230,-1.0,8.148804e+25,-3.067201
3.067201,-13.538458,400,-27.40093,6.23795e+25,311.0595898628235,999.0,999,1602.7134,3.9131572e-17,230769,1.5,0.14999999,5.6963614e-08,7.981538e+24,,,-60.70446,-1.9381533,-1.750527,-10.0,30.85928,,6.9381533,231,-8.249804,inf,231,-1.0,8.184069e+25,-3.067201
3.067201,-10.107581,400,-27.54555,3.4636213e+25,312.48719787597656,999.0,999,1609.3971,3.9301068e-17,231768,1.5,0.14999999,5.6473613e-08,8.129596e+24,,,-60.70878,-1.9370564,-1.6836789,-10.0,30.85928,,6.9370565,232,-8.254123,inf,232,-1.0,8.219329e+25,-3.067201
3.067201,-9.938681,400,-27.519344,651041900.0,313.9557855129242,999.0,999,1616.6663,3.9470392e-17,232767,1.5,0.14999999,5.59899e-08,8.128382e+24,,,-21.19362,-1.938482,-2.2692127,-10.0,30.85928,,6.9384823,233,-8.258424,inf,233,-1.0,8.254615e+25,-3.067201
3.067201,-11.471027,400,-27.494179,1053567500.0,315.5023193359375,999.0,999,1623.4376,3.9639845e-17,233766,1.5,0.14999999,5.5512377e-08,8.1271495e+24,,,-21.385502,-1.9377676,-1.771294,-10.0,30.85928,,6.9377675,234,-8.262707,inf,234,-1.0,8.2898635e+25,-3.067201
3.067201,-12.771507,400,-27.38641,4.335229,316.925852060318,999.0,999,1630.4946,3.980926e-17,234765,1.5,0.14999999,5.5040932e-08,8.1259395e+24,,,-1.924082,-1.9382752,-2.057079,-10.0,30.85928,,6.9382753,235,-8.266971,inf,235,-1.0,8.325135e+25,-3.067201
3.067201,-12.214089,400,-27.521969,1.3803636e+25,318.3643481731415,999.0,999,1637.7131,3.997864e-17,235764,1.5,0.14999999,5.4575473e-08,8.183239e+24,,,-59.1342,-1.9394622,-2.2183838,-10.0,30.85928,,6.939462,236,-8.271217,inf,236,-1.0,8.360397e+25,-3.067201
3.067201,-10.689082,400,-27.557718,1389236700000000.0,319.84158420562744,999.0,999,1644.3049,4.0147975e-17,236763,1.5,0.14999999,5.4115883e-08,8.1818285e+24,,,-35.75224,-1.9379958,-1.5919293,-10.0,30.85928,,6.937996,237,-8.275446,inf,237,-1.0,8.395648e+25,-3.067201
3.067201,-10.380362,400,-27.439474,0.22102161,321.43570017814636,999.0,999,1650.8372,4.0317412e-17,237762,1.5,0.14999999,5.3662085e-08,8.1804415e+24,,,0.82695657,-1.9362906,-1.5321656,-10.0,30.85928,,6.9362907,238,-8.279656,inf,238,-1.0,8.430888e+25,-3.067201
3.067201,-11.437259,400,-27.335354,0.835557,322.87277388572693,999.0,999,1656.874,4.0486792e-17,238761,1.5,0.14999999,5.3213974e-08,8.1790505e+24,,,-2.313972,-1.9325273,-1.036862,-10.0,30.85928,,6.9325275,239,-8.283849,inf,239,-1.0,8.466146e+25,-3.067201
3.067201,-13.329702,400,-27.230062,4.167132,324.3140072822571,999.0,999,1663.8304,4.0656265e-17,239760,1.5,0.14999999,5.2771455e-08,8.177662e+24,,,-1.8258073,-1.932627,-1.9564507,-10.0,30.85928,,6.9326267,240,-8.288024,inf,240,-1.0,8.501421e+25,-3.067201
3.067201,-11.025829,400,-27.370125,9.135453e+24,325.82605624198914,999.0,999,1671.6815,4.0825665e-17,240759,1.5,0.14999999,5.233442e-08,8.214191e+24,,,-60.746838,-1.936438,-2.8510728,-10.0,30.85928,,6.936438,241,-8.292182,inf,241,-1.0,8.536681e+25,-3.067201
3.067201,-11.637712,400,-27.250587,0.104789354,327.2396545410156,999.0,999,1678.7745,4.0994992e-17,241758,1.5,0.14999999,5.19028e-08,8.2128363e+24,,,1.8007127,-1.9370847,-2.0929618,-10.0,30.85928,,6.9370847,242,-8.296323,inf,242,-1.0,8.571923e+25,-3.067201
3.067201,-10.4972725,400,-27.152489,6.516768,328.7673442363739,999.0,999,1686.3381,4.1164392e-17,242757,1.5,0.14999999,5.1476494e-08,8.2114765e+24,,,-3.171256,-1.9396629,-2.5636017,-10.0,30.85928,,6.939663,243,-8.3004465,inf,243,-1.0,8.607181e+25,-3.067201
3.067201,-10.241192,400,-27.051262,5.4484353,330.23664236068726,999.0,999,1692.9766,4.1333858e-17,243756,1.5,0.14999999,5.105542e-08,8.210106e+24,,,-2.212474,-1.9384284,-1.6384395,-10.0,30.85928,,6.9384284,244,-8.304554,inf,244,-1.0,8.642418e+25,-3.067201
3.067201,-11.106328,400,-27.00051,870979.6,331.76078629493713,999.0,999,1700.1511,4.150323e-17,244755,1.5,0.14999999,5.063949e-08,8.208778e+24,,,-14.378621,-1.9393923,-2.1745863,-10.0,30.85928,,6.939392,245,-8.308643,inf,245,-1.0,8.677666e+25,-3.067201
3.067201,-12.22632,400,-26.884926,0.10048689,333.3023679256439,999.0,999,1707.4083,4.1672664e-17,245754,1.5,0.14999999,5.0228625e-08,8.2074176e+24,,,1.6712679,-1.9406841,-2.2571454,-10.0,30.85928,,6.9406843,246,-8.312717,inf,246,-1.0,8.712926e+25,-3.067201
3.067201,-9.671225,400,-26.872952,5851442000.0,334.70731139183044,999.0,999,1714.8088,4.184199e-17,246753,1.5,0.14999999,4.982274e-08,8.206093e+24,,,-23.690363,-1.9425461,-2.4005997,-10.0,30.85928,,6.942546,247,-8.316773,inf,247,-1.0,8.748162e+25,-3.067201
3.067201,-9.5893135,400,-26.884388,2001994000000.0,336.190491437912,999.0,999,1721.2501,4.2011527e-17,247752,1.5,0.14999999,4.942175e-08,8.204759e+24,,,-29.473747,-1.9405246,-1.4412079,-10.0,30.85928,,6.9405246,248,-8.320814,inf,248,-1.0,8.783406e+25,-3.067201
3.067201,-8.360914,400,-26.994,5.8751786e+22,337.64746832847595,999.0,999,1728.6671,4.218078e-17,248751,1.5,0.14999999,4.9025587e-08,8.203673e+24,,,-53.94288,-1.9424384,-2.4170492,-10.0,30.85928,,6.942438,249,-8.324839,inf,249,-1.0,8.818625e+25,-3.067201
3.067201,-10.654732,400,-27.130098,6.466501e+24,339.0792636871338,999.0,999,1736.4325,4.2350235e-17,249750,1.5,0.14999999,4.8634167e-08,8.2282296e+24,,,-60.783504,-1.9457299,-2.765311,-10.0,30.85928,,6.9457297,250,-8.328846,inf,250,-1.0,8.853883e+25,-3.067201
3.067201,-14.053702,400,-27.021418,0.3819859,340.52005648612976,999.0,999,1743.022,4.251972e-17,250749,1.5,0.14999999,4.8247415e-08,8.226904e+24,,,0.3856474,-1.9443107,-1.5895287,-10.0,30.85928,,6.9443107,251,-8.332838,inf,251,-1.0,8.889112e+25,-3.067201
3.067201,-10.48701,400,-27.156359,5.4623997e+24,342.012015581131,999.0,999,1749.2983,4.2689068e-17,251748,1.5,0.14999999,4.7865257e-08,8.2472666e+24,,,-60.79147,-1.94166,-1.276369,-10.0,30.85928,,6.94166,252,-8.336815,inf,252,-1.0,8.924346e+25,-3.067201
3.067201,-10.891733,400,-27.059929,7.5452223,343.51983761787415,999.0,999,1755.9734,4.2858438e-17,252747,1.5,0.14999999,4.7487628e-08,8.2459805e+24,,,-2.5192978,-1.9406061,-1.6749994,-10.0,30.85928,,6.940606,253,-8.340775,inf,253,-1.0,8.959582e+25,-3.067201
3.067201,-11.40247,400,-26.966192,2.571079,345.105144739151,999.0,999,1763.7639,4.302782e-17,253746,1.5,0.14999999,4.7114447e-08,8.244686e+24,,,-3.0120604,-1.9439522,-2.790509,-10.0,30.85928,,6.943952,254,-8.34472,inf,254,-1.0,8.994821e+25,-3.067201
3.067201,-11.94893,400,-26.879278,45.28943,346.50335454940796,999.0,999,1770.2449,4.3197218e-17,254745,1.5,0.14999999,4.6745644e-08,8.2433945e+24,,,-4.566054,-1.942137,-1.4810817,-10.0,30.85928,,6.942137,255,-8.348649,inf,255,-1.0,9.030059e+25,-3.067201
3.067201,-11.793402,400,-26.811188,734.4032,347.95148253440857,999.0,999,1778.1504,4.3366618e-17,255744,1.5,0.14999999,4.6381153e-08,8.24211e+24,,,-9.211861,-1.9459001,-2.9054844,-10.0,30.85928,,6.9459,256,-8.352563,inf,256,-1.0,9.065298e+25,-3.067201
3.067201,-10.997561,400,-26.767487,2344168.5,349.3646285533905,999.0,999,1784.7501,4.3536018e-17,256743,1.5,0.14999999,4.6020915e-08,8.2408316e+24,,,-15.344732,-1.944553,-1.5996802,-10.0,30.85928,,6.944553,257,-8.356462,inf,257,-1.0,9.100536e+25,-3.067201
3.067201,-10.730826,400,-26.66001,0.1449147,350.8374834060669,999.0,999,1791.2202,4.370541e-17,257742,1.5,0.14999999,4.566485e-08,8.2395593e+24,,,1.196746,-1.9427137,-1.4700234,-10.0,30.85928,,6.9427137,258,-8.360345,inf,258,-1.0,9.135771e+25,-3.067201
3.067201,-11.225271,400,-26.554705,0.10662725,352.27907371520996,999.0,999,1797.4429,4.3874795e-17,258741,1.5,0.14999999,4.531291e-08,8.2382894e+24,,,0.84689623,-1.9399341,-1.2227774,-10.0,30.85928,,6.9399343,259,-8.364214,inf,259,-1.0,9.170968e+25,-3.067201
3.067201,-13.416498,400,-26.448328,0.16159153,353.6677131652832,999.0,999,1804.5796,4.4044165e-17,259740,1.5,0.14999999,4.4965024e-08,8.237023e+24,,,1.3358606,-1.9406908,-2.136668,-10.0,30.85928,,6.940691,260,-8.368067,inf,260,-1.0,9.206194e+25,-3.067201
3.067201,-11.4382515,400,-26.58093,3.5928278e+25,355.0845003128052,999.0,999,1811.951,4.421368e-17,260739,1.5,0.14999999,4.4621125e-08,8.3734187e+24,,,-60.82656,-1.9423412,-2.3714778,-10.0,30.85928,,6.9423413,261,-8.371906,inf,261,-1.0,9.241452e+25,-3.067201
3.067201,-13.712488,400,-26.491777,13.052974,356.4629316329956,999.0,999,1818.7627,4.4383004e-17,261738,1.5,0.14999999,4.428116e-08,8.372179e+24,,,-2.9873536,-1.9418424,-1.8116711,-10.0,30.85928,,6.9418426,262,-8.37573,inf,262,-1.0,9.276666e+25,-3.067201
3.067201,-7.435034,400,-26.623247,1.3815438e+25,357.88045358657837,999.0,999,1825.1228,4.4552464e-17,262737,1.5,0.14999999,4.3945054e-08,8.423471e+24,,,-60.834198,-1.9396303,-1.3600527,-10.0,30.85928,,6.9396305,263,-8.3795395,inf,263,-1.0,9.311872e+25,-3.067201
3.067201,-11.273027,400,-26.753746,9.539167e+24,359.3733229637146,999.0,999,1831.6265,4.472189e-17,263736,1.5,0.14999999,4.361277e-08,8.4583464e+24,,,-60.83799,-1.9379791,-1.5037129,-10.0,30.85928,,6.937979,264,-8.383334,inf,264,-1.0,9.347105e+25,-3.067201
3.067201,-10.868031,400,-26.651798,0.41924435,360.85150146484375,999.0,999,1838.5446,4.4891277e-17,264735,1.5,0.14999999,4.3284235e-08,8.45711e+24,,,0.50134254,-1.937904,-1.9180632,-10.0,30.85928,,6.937904,265,-8.3871155,inf,265,-1.0,9.3823295e+25,-3.067201
3.067201,-9.498866,400,-26.547514,0.18219773,362.26986479759216,999.0,999,1845.5111,4.5060614e-17,265734,1.5,0.14999999,4.29594e-08,8.455894e+24,,,1.3267365,-1.9380116,-1.9665437,-10.0,30.85928,,6.9380116,266,-8.390882,inf,266,-1.0,9.417542e+25,-3.067201
3.067201,-9.6487255,400,-26.641867,9.14426e+21,363.7259736061096,999.0,999,1852.5488,4.5230074e-17,266733,1.5,0.14999999,4.2638213e-08,8.454712e+24,,,-51.501064,-1.9383849,-2.037643,-10.0,30.85928,,6.938385,267,-8.394634,inf,267,-1.0,9.452742e+25,-3.067201
3.067201,-9.259812,400,-26.668941,173622200000000.0,365.2128481864929,999.0,999,1859.182,4.539948e-17,267732,1.5,0.14999999,4.232061e-08,8.4534724e+24,,,-33.662193,-1.9372463,-1.6332096,-10.0,30.85928,,6.9372463,268,-8.398373,inf,268,-1.0,9.487965e+25,-3.067201
3.067201,-9.029587,400,-26.775528,2.1625214e+23,366.7312150001526,999.0,999,1865.6179,4.5568824e-17,268731,1.5,0.14999999,4.200654e-08,8.4530787e+24,,,-55.10549,-1.9353828,-1.4359926,-10.0,30.85928,,6.935383,269,-8.402097,inf,269,-1.0,9.523174e+25,-3.067201
3.067201,-12.153357,400,-26.902641,7.994332e+25,368.28744196891785,999.0,999,1872.5337,4.5738277e-17,269730,1.5,0.14999999,4.169596e-08,8.747959e+24,,,-60.860466,-1.93531,-1.9156958,-10.0,30.85928,,6.93531,270,-8.4058075,inf,270,-1.0,9.558405e+25,-3.067201
3.067201,-12.204362,400,-26.899546,85683930000.0,369.8395926952362,999.0,999,1879.511,4.5907657e-17,270729,1.5,0.14999999,4.1388805e-08,8.746751e+24,,,-25.826256,-1.9354649,-1.9773263,-10.0,30.85928,,6.935465,271,-8.409504,inf,271,-1.0,9.593619e+25,-3.067201
3.067201,-12.155533,400,-26.917223,23291419000000.0,371.35360074043274,999.0,999,1886.2994,4.607714e-17,271728,1.5,0.14999999,4.1085034e-08,8.7455374e+24,,,-31.47004,-1.9349244,-1.7884595,-10.0,30.85928,,6.934924,272,-8.413188,inf,272,-1.0,9.628817e+25,-3.067201
3.067201,-14.056296,400,-26.899406,1152518400.0,372.8691623210907,999.0,999,1893.5741,4.624654e-17,272727,1.5,0.14999999,4.07846e-08,8.74434e+24,,,-21.81761,-1.9361689,-2.2746758,-10.0,30.85928,,6.9361687,273,-8.416858,inf,273,-1.0,9.6640325e+25,-3.067201
3.5274532,-11.79445,400,-27.024265,2.3421175e+23,374.3201448917389,999.0,999,1902.1016,4.6415857e-17,273726,1.5,0.14999999,4.0487446e-08,8.7440155e+24,,,-60.87517,-1.9419765,-3.5274532,-10.0,35.580208,,6.9419765,274,-8.420513,inf,274,-1.0,9.699229e+25,-3.5274532
3.5274532,-10.516451,400,-26.985521,4762492.5,375.86941933631897,999.0,999,1908.6932,4.658526e-17,274725,1.5,0.14999999,4.0193527e-08,8.742829e+24,,,-16.131727,-1.9407027,-1.5916607,-10.0,35.580208,,6.9407024,275,-8.424156,inf,275,-1.0,9.734443e+25,-3.5274532
3.5274532,-10.451273,400,-26.900341,17.124584,377.327810049057,999.0,999,1915.5599,4.6754746e-17,275724,1.5,0.14999999,3.9902798e-08,8.741634e+24,,,-3.2386522,-1.9404346,-1.8667442,-10.0,35.580208,,6.9404345,276,-8.427786,inf,276,-1.0,9.769635e+25,-3.5274532
3.5274532,-10.389207,400,-26.809118,0.58792794,378.7789385318756,999.0,999,1921.6852,4.6924133e-17,276723,1.5,0.14999999,3.961521e-08,8.740457e+24,,,-1.396505,-1.9374917,-1.1252446,-10.0,35.580208,,6.9374914,277,-8.431403,inf,277,-1.0,9.804842e+25,-3.5274532
3.5274532,-9.096531,400,-26.72175,0.4425112,380.2842378616333,999.0,999,1927.5918,4.7093414e-17,277722,1.5,0.14999999,3.9330722e-08,8.739292e+24,,,-2.2852788,-1.9337837,-0.9066668,-10.0,35.580208,,6.9337835,278,-8.435006,inf,278,-1.0,9.840063e+25,-3.5274532
3.5274532,-11.190647,400,-26.84507,7.5723183e+25,381.7700939178467,999.0,999,1934.1553,4.7262946e-17,278721,1.5,0.14999999,3.9049283e-08,9.0095305e+24,,,-60.89317,-1.932456,-1.5633479,-10.0,35.580208,,6.932456,279,-8.438598,inf,279,-1.0,9.875261e+25,-3.5274532
