AvgEpLen,ReturnLastEpisode,DenMISELogFirst,NumTrainableParams,ReturnAbsMax,GridSize,DenMISELogLast,Regret,IWFirstEpisode,MinEpLen,ReturnMean,NumTrajectories,ActionIn1,IWMax,Delta,Iteration,ReturnMax,IWMin,MountainCar_mu1_higher,MountainCar_std0_higher,TimeElapsed,MountainCar_std1_higher,DenMISEMeanLog,TimestepsSoFar,MountainCar_mu0_higher,Regret/t,IWLastEpisode,IWMean,ReturnStepMax,Bound,ReturnMin
999.0,-2.1590536,-10.525459,,3.622374,400,0.25889614,1430.7596,2.3047562e-10,999,-1.9118823,207,-14.997506,7.1985403e+25,7.0938306e-08,207,,,-10.0,0.14999999,273.5484266281128,1.5,-27.31618,206793,-1.0,6.9118824,0.44898313,7.695999e+24,36.376766,inf,-3.622374
999.0,-1.9815212,-10.530278,,3.622374,400,-60.59958,1437.7412,2.3158872e-10,999,-1.912217,208,-10.286298,7.233058e+25,7.025785e-08,208,,,-10.0,0.14999999,274.9361934661865,1.5,-27.477531,207792,-1.0,6.912217,4.3725666e+24,7.716501e+24,36.376766,inf,-3.622374
999.0,-0.98416,-10.535074,,3.622374,400,-3.7999933,1443.7253,2.3270233e-10,999,-1.9077767,209,-11.856522,7.267547e+25,6.958713e-08,209,,,-10.0,0.14999999,276.3813741207123,1.5,-27.365585,208791,-1.0,6.907777,3.536582,7.716012e+24,36.376766,inf,-3.622374
999.0,-1.998338,-10.539848,,3.622374,400,-13.048024,1450.7236,2.338159e-10,999,-1.9082079,210,-10.937551,7.302033e+25,6.892597e-08,210,,,-10.0,0.14999999,277.7544164657593,1.5,-27.298742,209790,-1.0,6.908208,274780.12,7.7155035e+24,36.376766,inf,-3.622374
999.0,-2.3595126,-10.544599,,3.622374,400,0.41804776,1458.0831,2.3492902e-10,999,-1.9103467,211,-9.999073,7.3365155e+25,6.827419e-08,211,,,-10.0,0.14999999,279.2291798591614,1.5,-27.168703,210789,-1.0,6.910347,0.27605826,7.7149956e+24,36.376766,inf,-3.622374
999.0,-2.1976366,-10.549327,,3.622374,400,-25.1105,1465.2808,2.3604294e-10,999,-1.9117018,212,-11.183536,7.3709915e+25,6.7631625e-08,212,,,-10.0,0.14999999,280.6593322753906,1.5,-27.160303,211788,-1.0,6.9117017,35096800000.0,7.714513e+24,36.376766,inf,-3.622374
999.0,-2.093296,-10.554032,,3.622374,400,1.5473956,1472.374,2.3715577e-10,999,-1.9125544,213,-12.650358,7.40546e+25,6.699807e-08,213,,,-10.0,0.14999999,282.0651025772095,1.5,-27.026821,212787,-1.0,6.9125543,0.1362994,7.7140076e+24,36.376766,inf,-3.622374
999.0,-1.9129953,-10.558717,,3.622374,400,-57.177273,1479.2871,2.3826932e-10,999,-1.9125565,214,-9.658198,7.439948e+25,6.637338e-08,214,,,-10.0,0.14999999,283.5106873512268,1.5,-27.168995,213786,-1.0,6.9125566,2.6368834e+24,7.725847e+24,36.376766,inf,-3.622374
999.0,-2.2148829,-10.563378,,3.622374,400,-44.642536,1486.502,2.3938262e-10,999,-1.9139627,215,-11.392876,7.474426e+25,6.575739e-08,215,,,-10.0,0.14999999,284.856810092926,1.5,-27.25154,214785,-1.0,6.913963,8.605246e+18,7.725306e+24,36.376766,inf,-3.622374
999.0,-1.9098299,-10.568019,,3.622374,400,-1.2250149,1493.4119,2.4049654e-10,999,-1.9139435,216,-10.799434,7.5088915e+25,6.514993e-08,216,,,-10.0,0.14999999,286.2333028316498,1.5,-27.13231,215784,-1.0,6.9139433,2.3210483,7.7247816e+24,36.376766,inf,-3.622374
999.0,-1.6741093,-10.572638,,3.622374,400,1.4418453,1500.0859,2.4160965e-10,999,-1.9128385,217,-11.272718,7.543343e+25,6.455086e-08,217,,,-10.0,0.14999999,287.70474576950073,1.5,-27.00188,216783,-1.0,6.9128385,0.15266222,7.724253e+24,36.376766,inf,-3.622374
999.0,-2.2830915,-10.577235,,3.622374,400,1.122833,1507.369,2.4272329e-10,999,-1.9145368,218,-10.75634,7.5778086e+25,6.3960016e-08,218,,,-10.0,0.14999999,289.08817076683044,1.5,-26.874104,217782,-1.0,6.914537,0.15844643,7.7237215e+24,36.376766,inf,-3.622374
999.0,-2.3998156,-10.581812,,3.622374,400,-2.3420277,1514.7688,2.4383645e-10,999,-1.9167527,219,-13.4744,7.612286e+25,6.3377236e-08,219,,,-10.0,0.14999999,290.4886169433594,1.5,-26.763311,218781,-1.0,6.916753,3.8972874,7.7232056e+24,36.376766,inf,-3.622374
999.0,-2.682089,-10.586368,,3.622374,400,-60.65567,1522.4509,2.4495006e-10,999,-1.9202315,220,-14.304074,7.6467454e+25,6.2802386e-08,220,,,-10.0,0.14999999,291.91719818115234,1.5,-26.918581,219780,-1.0,6.9202313,1.4237628e+25,7.787397e+24,36.376766,inf,-3.622374
999.0,-1.7361281,-10.590903,,3.622374,400,-60.660206,1529.187,2.4606361e-10,999,-1.9193984,221,-11.13078,7.6812145e+25,6.223532e-08,221,,,-10.0,0.14999999,293.3697261810303,1.5,-27.072487,220779,-1.0,6.9193983,1.1776918e+25,7.8401746e+24,36.376766,inf,-3.622374
999.0,-2.9749,-10.595418,,3.622374,400,-1.3589846,1537.1619,2.4717656e-10,999,-1.9241529,222,-11.704172,7.715662e+25,6.167591e-08,222,,,-10.0,0.14999999,294.77482056617737,1.5,-26.957893,221778,-1.0,6.924153,0.24132316,7.839652e+24,36.376766,inf,-3.622374
999.0,-2.0599918,-10.599913,,3.622374,400,-7.378407,1544.2219,2.4829025e-10,999,-1.924762,223,-11.3634,7.750116e+25,6.1124e-08,223,,,-10.0,0.14999999,296.15611839294434,1.5,-26.871313,222777,-1.0,6.924762,955.8453,7.839139e+24,36.376766,inf,-3.622374
999.0,-2.2614017,-10.604386,,3.622374,400,0.3346807,1551.4834,2.4940328e-10,999,-1.9262649,224,-11.716321,7.784546e+25,6.057946e-08,224,,,-10.0,0.14999999,297.5556926727295,1.5,-26.751068,223776,-1.0,6.926265,0.3558205,7.8386395e+24,36.376766,inf,-3.622374
999.0,-2.1967573,-10.608841,,3.622374,400,-6.591131,1558.6802,2.50517e-10,999,-1.9274672,225,-9.115748,7.81901e+25,6.004219e-08,225,,,-10.0,0.14999999,298.96977066993713,1.5,-26.662674,224775,-1.0,6.9274673,370.75806,7.838147e+24,36.376766,inf,-3.622374
999.0,-1.8091756,-10.613276,,3.622374,400,-60.682575,1565.4893,2.516304e-10,999,-1.9269438,226,-8.939249,7.853447e+25,5.9512015e-08,226,,,-10.0,0.14999999,300.339213848114,1.5,-26.814392,225774,-1.0,6.926944,7.318905e+25,8.161507e+24,36.376766,inf,-3.622374
999.0,-1.7508003,-10.61769,,3.622374,400,-60.686993,1572.2401,2.5274394e-10,999,-1.9261677,227,-9.770932,7.887884e+25,5.8988835e-08,227,,,-10.0,0.14999999,301.78045749664307,1.5,-26.96481,226773,-1.0,6.9261675,6.223238e+25,8.4351594e+24,36.376766,inf,-3.622374
999.0,-2.189367,-10.622087,,3.622374,400,-37.097805,1579.4294,2.5385707e-10,999,-1.9273221,228,-14.908247,7.922322e+25,5.847252e-08,228,,,-10.0,0.14999999,303.2260868549347,1.5,-27.010462,227772,-1.0,6.9273224,5108867000000000.0,8.434663e+24,36.376766,inf,-3.622374
999.0,-1.6132189,-10.626462,,3.622374,400,-60.695763,1586.0427,2.5497024e-10,999,-1.9259505,229,-10.953629,7.956759e+25,5.7962957e-08,229,,,-10.0,0.14999999,304.61250948905945,1.5,-27.158752,228771,-1.0,6.9259505,4.2578066e+24,8.452764e+24,36.376766,inf,-3.622374
999.0,-1.5414754,-10.630819,,3.622374,400,1.6009349,1592.5841,2.560839e-10,999,-1.9242789,230,-9.367384,7.991191e+25,5.7460028e-08,230,,,-10.0,0.14999999,306.020147562027,1.5,-27.03492,229770,-1.0,6.9242787,0.10948388,8.452302e+24,36.376766,inf,-3.622374
999.0,-1.5932826,-10.635159,,3.622374,400,-50.17513,1599.1775,2.571975e-10,999,-1.922846,231,-8.999347,8.025621e+25,5.6963614e-08,231,,,-10.0,0.14999999,307.44768357276917,1.5,-27.13629,230769,-1.0,6.922846,2.0392009e+21,8.451827e+24,36.376766,inf,-3.622374
999.0,-2.680744,-10.639478,,3.622374,400,-60.70878,1606.8582,2.5831057e-10,999,-1.9261128,232,-12.808473,8.060045e+25,5.6473613e-08,232,,,-10.0,0.14999999,308.8320233821869,1.5,-27.282185,231768,-1.0,6.9261127,1.5715794e+25,8.5190817e+24,36.376766,inf,-3.622374
999.0,-2.152421,-10.643779,,3.622374,400,-60.683178,1614.0106,2.5942445e-10,999,-1.9270841,233,-13.808923,8.094493e+25,5.59899e-08,233,,,-10.0,0.14999999,310.3149378299713,1.5,-27.426727,232767,-1.0,6.927084,7.0380656e+25,8.820687e+24,36.376766,inf,-3.622374
999.0,-2.456117,-10.648062,,3.622374,400,-60.71736,1621.4667,2.605377e-10,999,-1.9293449,234,-13.968106,8.128903e+25,5.5512377e-08,234,,,-10.0,0.14999999,311.76180052757263,1.5,-27.570196,233766,-1.0,6.929345,1.659488e+25,8.891082e+24,36.376766,inf,-3.622374
999.0,-1.8900332,-10.652326,,3.622374,400,-60.721626,1628.3567,2.6165073e-10,999,-1.9291776,235,-13.4288025,8.163334e+25,5.5040932e-08,235,,,-10.0,0.14999999,313.2529230117798,1.5,-27.712475,234765,-1.0,6.9291778,2.3757472e+25,8.991678e+24,36.376766,inf,-3.622374
999.0,-2.7898989,-10.656572,,3.622374,400,-60.725876,1636.1466,2.6276448e-10,999,-1.9328247,236,-12.595735,8.197723e+25,5.4575473e-08,236,,,-10.0,0.14999999,314.7092254161835,1.5,-27.853582,235764,-1.0,6.9328246,1.0502855e+25,9.0357024e+24,36.376766,inf,-3.622374
999.0,-1.7497623,-10.660801,,3.622374,400,-56.9804,1642.8964,2.6387798e-10,999,-1.9320523,237,-10.815838,8.232163e+25,5.4115883e-08,237,,,-10.0,0.14999999,316.19179034233093,1.5,-27.977703,236763,-1.0,6.932052,2.1360893e+24,9.044212e+24,36.376766,inf,-3.622374
999.0,-1.3601004,-10.665011,,3.622374,400,1.3218062,1649.2565,2.649916e-10,999,-1.9296491,238,-14.407639,8.266558e+25,5.3662085e-08,238,,,-10.0,0.14999999,317.63550782203674,1.5,-27.855812,237762,-1.0,6.9296494,0.10102939,9.0436863e+24,36.376766,inf,-3.622374
999.0,-2.0445485,-10.669204,,3.622374,400,-60.738506,1656.301,2.661049e-10,999,-1.9301299,239,-12.239766,8.30097e+25,5.3213974e-08,239,,,-10.0,0.14999999,319.05161571502686,1.5,-27.994602,238761,-1.0,6.93013,1.3086531e+25,9.0979134e+24,36.376766,inf,-3.622374
999.0,-1.8666521,-10.673379,,3.622374,400,-32.01397,1663.1677,2.6721775e-10,999,-1.9298654,240,-12.696887,8.335367e+25,5.2771455e-08,240,,,-10.0,0.14999999,320.5825252532959,1.5,-28.01256,239760,-1.0,6.9298654,40318183000000.0,9.097372e+24,36.376766,inf,-3.622374
999.0,-1.7393328,-10.677537,,3.622374,400,-60.72942,1669.907,2.6833114e-10,999,-1.9290748,241,-11.567378,8.3697785e+25,5.233442e-08,241,,,-10.0,0.14999999,322.1158494949341,1.5,-28.149511,240759,-1.0,6.929075,8.356507e+25,9.443596e+24,36.376766,inf,-3.622374
999.0,-1.7336518,-10.681678,,3.622374,400,-6.5880723,1676.6406,2.6944508e-10,999,-1.9282672,242,-11.628472,8.4041715e+25,5.19028e-08,242,,,-10.0,0.14999999,323.50408601760864,1.5,-28.061626,241758,-1.0,6.9282675,446.01785,9.4430705e+24,36.376766,inf,-3.622374
999.0,-1.7243767,-10.6858015,,3.622374,400,-8.227299,1683.365,2.705585e-10,999,-1.9274282,243,-10.275329,8.438577e+25,5.1476494e-08,243,,,-10.0,0.14999999,324.98861718177795,1.5,-27.981205,242757,-1.0,6.9274282,2278.4338,9.4425315e+24,36.376766,inf,-3.622374
999.0,-1.0637667,-10.689909,,3.622374,400,-4.1905537,1689.4288,2.7167182e-10,999,-1.9238887,244,-11.037897,8.472963e+25,5.105542e-08,244,,,-10.0,0.14999999,326.4427258968353,1.5,-27.88489,243756,-1.0,6.9238887,7.917029,9.4419804e+24,36.376766,inf,-3.622374
999.0,-1.6682649,-10.693998,,3.622374,400,1.6051748,1696.0972,2.7278507e-10,999,-1.9228454,245,-10.836059,8.507358e+25,5.063949e-08,245,,,-10.0,0.14999999,327.81741428375244,1.5,-27.765703,244755,-1.0,6.9228454,0.12812917,9.441471e+24,36.376766,inf,-3.622374
999.0,-2.2607474,-10.698072,,3.622374,400,-0.03457564,1703.3579,2.7389868e-10,999,-1.9242189,246,-11.43004,8.541763e+25,5.0228625e-08,246,,,-10.0,0.14999999,329.31007075309753,1.5,-27.654142,245754,-1.0,6.924219,0.54222625,9.4409226e+24,36.376766,inf,-3.622374
999.0,-2.3713927,-10.702128,,3.622374,400,-0.27164692,1710.7292,2.7501212e-10,999,-1.9260293,247,-12.601922,8.576143e+25,4.982274e-08,247,,,-10.0,0.14999999,330.8271691799164,1.5,-27.54444,246753,-1.0,6.926029,0.54114765,9.4404135e+24,36.376766,inf,-3.622374
999.0,-1.938308,-10.706169,,3.622374,400,-53.1648,1717.6675,2.7612534e-10,999,-1.9260788,248,-10.146576,8.610531e+25,4.942175e-08,248,,,-10.0,0.14999999,332.3427209854126,1.5,-27.6489,247752,-1.0,6.926079,4.9242746e+22,9.440086e+24,36.376766,inf,-3.622374
999.0,-1.5885599,-10.710194,,3.622374,400,-11.15561,1724.2561,2.7723887e-10,999,-1.9247233,249,-11.633622,8.644924e+25,4.9025587e-08,249,,,-10.0,0.14999999,333.7785978317261,1.5,-27.5838,248751,-1.0,6.924723,36206.02,9.439569e+24,36.376766,inf,-3.622374
999.0,-2.4613283,-10.714201,,3.622374,400,-3.290604,1731.7174,2.783521e-10,999,-1.9268696,250,-11.894878,8.679288e+25,4.8634167e-08,250,,,-10.0,0.14999999,335.1920096874237,1.5,-27.487762,249750,-1.0,6.9268694,8.549319,9.439061e+24,36.376766,inf,-3.622374
999.0,-2.5713847,-10.718193,,3.622374,400,-9.310223,1739.2888,2.794655e-10,999,-1.9294375,251,-8.806033,8.713657e+25,4.8247415e-08,251,,,-10.0,0.14999999,336.68599915504456,1.5,-27.416464,250749,-1.0,6.9294376,2483.8652,9.438534e+24,36.376766,inf,-3.622374
999.0,-1.2457082,-10.72217,,3.622374,400,-60.79147,1745.5345,2.8057912e-10,999,-1.9267243,252,-11.1151905,8.748028e+25,4.7865257e-08,252,,,-10.0,0.14999999,338.1134624481201,1.5,-27.550014,251748,-1.0,6.9267244,2.709992e+25,9.5455554e+24,36.376766,inf,-3.622374
999.0,-2.3971999,-10.72613,,3.622374,400,1.3086343,1752.9318,2.816923e-10,999,-1.928584,253,-10.298235,8.782401e+25,4.7487628e-08,253,,,-10.0,0.14999999,339.53100752830505,1.5,-27.43707,252747,-1.0,6.928584,0.1056351,9.545069e+24,36.376766,inf,-3.622374
999.0,-1.5077021,-10.730075,,3.622374,400,-5.8766503,1759.4395,2.8280614e-10,999,-1.9269269,254,-11.166562,8.816774e+25,4.7114447e-08,254,,,-10.0,0.14999999,340.9038965702057,1.5,-27.353304,253746,-1.0,6.9269266,169.39313,9.544565e+24,36.376766,inf,-3.622374
999.0,-1.8620229,-10.734004,,3.622374,400,1.3291095,1766.3015,2.839195e-10,999,-1.9266723,255,-11.006043,8.851147e+25,4.6745644e-08,255,,,-10.0,0.14999999,342.41273856163025,1.5,-27.241924,254745,-1.0,6.9266725,0.18607913,9.544061e+24,36.376766,inf,-3.622374
999.0,-1.5656105,-10.737918,,3.622374,400,1.5079564,1772.8671,2.8503291e-10,999,-1.925262,256,-12.454069,8.885518e+25,4.6381153e-08,256,,,-10.0,0.14999999,343.9793722629547,1.5,-27.130718,255744,-1.0,6.925262,0.12677306,9.543565e+24,36.376766,inf,-3.622374
999.0,-1.8142399,-10.7418165,,3.622374,400,-46.74279,1779.6813,2.8614633e-10,999,-1.92483,257,-11.344245,8.919887e+25,4.6020915e-08,257,,,-10.0,0.14999999,345.4608156681061,1.5,-27.20811,256743,-1.0,6.92483,8.547376e+19,9.543069e+24,36.376766,inf,-3.622374
999.0,-1.4686805,-10.7457,,3.622374,400,-4.0018377,1786.15,2.872597e-10,999,-1.923062,258,-11.5273695,8.954217e+25,4.566485e-08,258,,,-10.0,0.14999999,346.854371547699,1.5,-27.119246,257742,-1.0,6.923062,22.089172,9.542575e+24,36.376766,inf,-3.622374
999.0,-1.5227643,-10.749569,,3.622374,400,-7.952069,1792.6727,2.88373e-10,999,-1.9215164,259,-6.766287,8.988578e+25,4.531291e-08,259,,,-10.0,0.14999999,348.3134355545044,1.5,-27.046309,258741,-1.0,6.9215164,1270.3279,9.542083e+24,36.376766,inf,-3.622374
999.0,-1.8732691,-10.753422,,3.622374,400,-60.822723,1799.546,2.8948619e-10,999,-1.9213308,260,-11.18015,9.022932e+25,4.4965024e-08,260,,,-10.0,0.14999999,349.76096749305725,1.5,-27.17728,259740,-1.0,6.921331,3.486806e+24,9.555005e+24,36.376766,inf,-3.622374
999.0,-1.8051622,-10.757261,,3.622374,400,1.0725406,1806.3512,2.9059982e-10,999,-1.9208857,261,-9.900877,9.057279e+25,4.4621125e-08,261,,,-10.0,0.14999999,351.20098090171814,1.5,-27.070108,260739,-1.0,6.9208856,0.23818383,9.554509e+24,36.376766,inf,-3.622374
999.0,-2.1094806,-10.761085,,3.622374,400,-28.728958,1813.4607,2.9171326e-10,999,-1.9216055,262,-8.097748,9.091619e+25,4.428116e-08,262,,,-10.0,0.14999999,352.60550332069397,1.5,-27.077503,261738,-1.0,6.9216056,1385085900000.0,9.554044e+24,36.376766,inf,-3.622374
999.0,-1.147685,-10.7648945,,3.622374,400,-60.834198,1819.6084,2.928265e-10,999,-1.9186629,263,-12.258743,9.125983e+25,4.3945054e-08,263,,,-10.0,0.14999999,354.0268828868866,1.5,-27.206905,262737,-1.0,6.918663,9.783279e+24,9.590775e+24,36.376766,inf,-3.622374
999.0,-1.6166862,-10.768689,,3.622374,400,-38.576954,1826.2251,2.939395e-10,999,-1.9175191,264,-11.569127,9.160339e+25,4.361277e-08,264,,,-10.0,0.14999999,355.4507236480713,1.5,-27.251034,263736,-1.0,6.917519,2.2490358e+16,9.5902743e+24,36.376766,inf,-3.622374
999.0,-1.6155953,-10.77247,,3.622374,400,-7.682122,1832.8406,2.9505337e-10,999,-1.9163797,265,-12.304026,9.194648e+25,4.3284235e-08,265,,,-10.0,0.14999999,356.7929766178131,1.5,-27.17824,264735,-1.0,6.91638,1193.3188,9.5897976e+24,36.376766,inf,-3.622374
999.0,-2.8422337,-10.776237,,3.622374,400,-22.651098,1840.6829,2.9616695e-10,999,-1.9198602,266,-11.705597,9.22898e+25,4.29594e-08,266,,,-10.0,0.14999999,358.26586270332336,1.5,-27.162256,265734,-1.0,6.9198604,570755650.0,9.5893456e+24,36.376766,inf,-3.622374
999.0,-1.376532,-10.779989,,3.622374,400,-15.488151,1847.0593,2.9728017e-10,999,-1.9178255,267,-12.289781,9.263334e+25,4.2638213e-08,267,,,-10.0,0.14999999,359.75158524513245,1.5,-27.119572,266733,-1.0,6.9178257,1740576.9,9.5888856e+24,36.376766,inf,-3.622374
999.0,-2.2978425,-10.783728,,3.622374,400,-28.776155,1854.3572,2.9839362e-10,999,-1.9192435,268,-13.028674,9.297675e+25,4.232061e-08,268,,,-10.0,0.14999999,361.19478726387024,1.5,-27.126778,267732,-1.0,6.9192433,1191059500000.0,9.588396e+24,36.376766,inf,-3.622374
999.0,-1.2298182,-10.787452,,3.622374,400,-60.856754,1860.587,2.9950722e-10,999,-1.9166805,269,-11.269436,9.331999e+25,4.200654e-08,269,,,-10.0,0.14999999,362.6004204750061,1.5,-27.253187,268731,-1.0,6.9166803,2.1321745e+25,9.667216e+24,36.376766,inf,-3.622374
999.0,-1.7915244,-10.7911625,,3.622374,400,-0.1621106,1867.3785,3.006204e-10,999,-1.9162169,270,-13.417281,9.3663085e+25,4.169596e-08,270,,,-10.0,0.14999999,364.0575575828552,1.5,-27.153873,269730,-1.0,6.916217,0.79047453,9.6667597e+24,36.376766,inf,-3.622374
999.0,-2.2875473,-10.794859,,3.622374,400,-60.864162,1874.6661,3.0173367e-10,999,-1.9175873,271,-10.249629,9.400636e+25,4.1388805e-08,271,,,-10.0,0.14999999,365.5560841560364,1.5,-27.27928,270729,-1.0,6.9175873,3.988916e+25,9.813493e+24,36.376766,inf,-3.622374
999.0,-2.3415077,-10.798542,,3.622374,400,-16.05712,1882.0076,3.0284703e-10,999,-1.9191457,272,-12.917929,9.434945e+25,4.1085034e-08,272,,,-10.0,0.14999999,367.07513332366943,1.5,-27.23905,271728,-1.0,6.9191456,3632108.0,9.813026e+24,36.376766,inf,-3.622374
999.0,-2.865781,-10.802212,,3.622374,400,-58.021084,1889.8734,3.0396044e-10,999,-1.9226133,273,-9.543338,9.469272e+25,4.07846e-08,273,,,-10.0,0.14999999,368.65914368629456,1.5,-27.35282,272727,-1.0,6.922613,8.197871e+23,9.815576e+24,36.376766,inf,-3.622374
999.0,-2.5345614,-10.805868,,3.622374,400,-59.44118,1897.408,3.0507388e-10,999,-1.9248465,274,-13.559329,9.503577e+25,4.0487446e-08,274,,,-10.0,0.14999999,370.21121525764465,1.5,-27.47094,273726,-1.0,6.9248466,1.0578046e+25,9.853734e+24,36.376766,inf,-3.622374
999.0,-2.3760502,-10.809511,,3.622374,400,-60.878815,1904.7839,3.061873e-10,999,-1.9264872,275,-9.757292,9.537898e+25,4.0193527e-08,275,,,-10.0,0.14999999,371.6592721939087,1.5,-27.593428,274725,-1.0,6.926487,3.0172122e+25,9.962887e+24,36.376766,inf,-3.622374
999.0,-2.4762557,-10.813141,,3.622374,400,-43.615696,1912.2603,3.0730068e-10,999,-1.9284792,276,-10.769787,9.572198e+25,3.9902798e-08,276,,,-10.0,0.14999999,373.1392261981964,1.5,-27.652489,275724,-1.0,6.928479,1.9523293e+18,9.962312e+24,36.376766,inf,-3.622374
999.0,-1.5844024,-10.816758,,3.622374,400,1.3592598,1918.8447,3.08414e-10,999,-1.927237,277,-11.612848,9.60651e+25,3.961521e-08,277,,,-10.0,0.14999999,374.65614199638367,1.5,-27.548756,276723,-1.0,6.927237,0.14176863,9.961749e+24,36.376766,inf,-3.622374
999.0,-1.5710205,-10.820361,,3.622374,400,-9.343901,1925.4158,3.095278e-10,999,-1.9259558,278,-8.296772,9.640835e+25,3.9330722e-08,278,,,-10.0,0.14999999,376.11910247802734,1.5,-27.48427,277722,-1.0,6.925956,5946.9443,9.961201e+24,36.376766,inf,-3.622374
999.0,-1.8811783,-10.823953,,3.622374,400,-60.893253,1932.2969,3.106409e-10,999,-1.9257952,279,-10.817754,9.675136e+25,3.9049283e-08,279,,,-10.0,0.14999999,377.57805585861206,1.5,-27.605003,278721,-1.0,6.925795,3.887471e+25,1.0099977e+25,36.376766,inf,-3.622374
999.0,-1.5960897,-10.82753,,3.622374,400,1.5793828,1938.893,3.117544e-10,999,-1.9246176,280,-9.832684,9.70941e+25,3.877086e-08,280,,,-10.0,0.14999999,379.033566236496,1.5,-27.501768,279720,-1.0,6.924618,0.11603096,1.009943e+25,36.376766,inf,-3.622374
999.0,-1.9196132,-10.831095,,3.622374,400,-29.134327,1945.8126,3.1286773e-10,999,-1.9246001,281,-10.346313,9.743731e+25,3.8495408e-08,281,,,-10.0,0.14999999,380.5179252624512,1.5,-27.508564,280719,-1.0,6.9246,2318759600000.0,1.0098893e+25,36.376766,inf,-3.622374
999.0,-1.9817177,-10.834647,,3.622374,400,-8.6521435,1952.7943,3.1398145e-10,999,-1.9248025,282,-11.080516,9.778023e+25,3.822287e-08,282,,,-10.0,0.14999999,381.9809031486511,1.5,-27.442677,281718,-1.0,6.924803,3537.1472,1.0098345e+25,36.376766,inf,-3.622374
999.0,-1.4416456,-10.838187,,3.622374,400,0.40479022,1959.236,3.1509495e-10,999,-1.9230952,283,-10.993059,9.812288e+25,3.795322e-08,283,,,-10.0,0.14999999,383.6427352428436,1.5,-27.345251,282717,-1.0,6.923095,0.29820773,1.0097803e+25,36.376766,inf,-3.622374
999.0,-1.5079052,-10.841715,,3.622374,400,1.3816127,1965.7439,3.1620814e-10,999,-1.9216335,284,-12.126558,9.846597e+25,3.7686412e-08,284,,,-10.0,0.14999999,385.2628128528595,1.5,-27.245068,283716,-1.0,6.9216337,0.13086271,1.0097269e+25,36.376766,inf,-3.622374
999.0,-1.5214988,-10.845229,,3.622374,400,-32.273476,1972.2654,3.1732164e-10,999,-1.9202294,285,-11.298569,9.880875e+25,3.742241e-08,285,,,-10.0,0.14999999,386.63630056381226,1.5,-27.263672,284715,-1.0,6.9202294,40026790000000.0,1.0096726e+25,36.376766,inf,-3.622374
999.0,-1.4462469,-10.848732,,3.622374,400,-2.6929152,1978.7115,3.1843483e-10,999,-1.9185718,286,-11.158059,9.91516e+25,3.7161172e-08,286,,,-10.0,0.14999999,388.0087454319,1.5,-27.178715,285714,-1.0,6.918572,6.5817995,1.0096188e+25,36.376766,inf,-3.622374
999.0,-2.2021081,-10.852222,,3.622374,400,1.6436923,1985.9137,3.1954825e-10,999,-1.91956,287,-9.72121,9.949449e+25,3.690266e-08,287,,,-10.0,0.14999999,389.4028944969177,1.5,-27.079231,286713,-1.0,6.91956,0.10659024,1.0095659e+25,36.376766,inf,-3.622374
999.0,-2.0733345,-10.8557005,,3.622374,400,-37.932415,1992.987,3.2066189e-10,999,-1.920094,288,-9.503471,9.983704e+25,3.664684e-08,288,,,-10.0,0.14999999,390.93318223953247,1.5,-27.117855,287712,-1.0,6.920094,1.3071303e+16,1.0095134e+25,36.376766,inf,-3.622374
999.0,-2.1178567,-10.859167,,3.622374,400,-53.09676,2000.1049,3.217751e-10,999,-1.920778,289,-11.813882,1.00180015e+26,3.639367e-08,289,,,-10.0,0.14999999,392.5347008705139,1.5,-27.208683,288711,-1.0,6.9207783,4.1266934e+22,1.0094763e+25,36.376766,inf,-3.622374
999.0,-2.2457378,-10.862621,,3.622374,400,-9.188338,2007.3506,3.2288852e-10,999,-1.9218986,290,-8.227182,1.0052263e+26,3.614311e-08,290,,,-10.0,0.14999999,394.09366273880005,1.5,-27.147472,289710,-1.0,6.921899,4621.306,1.0094226e+25,36.376766,inf,-3.622374
999.0,-1.500849,-10.866064,,3.622374,400,-60.935364,2013.8514,3.2400208e-10,999,-1.9204516,291,-10.566908,1.0086527e+26,3.589513e-08,291,,,-10.0,0.14999999,395.65211963653564,1.5,-27.264502,290709,-1.0,6.9204516,3.0398094e+25,1.0198156e+25,36.376766,inf,-3.622374
999.0,-2.422511,-10.869494,,3.622374,400,-6.7277317,2021.2739,3.251157e-10,999,-1.9221712,292,-8.793957,1.012079e+26,3.5649695e-08,292,,,-10.0,0.14999999,397.1265892982483,1.5,-27.195093,291708,-1.0,6.922171,289.60352,1.019766e+25,36.376766,inf,-3.622374
999.0,-1.8101704,-10.872913,,3.622374,400,-60.942215,2028.0842,3.2622888e-10,999,-1.9217889,293,-13.652102,1.0155054e+26,3.5406764e-08,293,,,-10.0,0.14999999,398.6722164154053,1.5,-27.311192,292707,-1.0,6.921789,7.102228e+25,1.0439532e+25,36.376766,inf,-3.622374
999.0,-1.8499725,-10.87632,,3.622374,400,-60.94562,2034.9341,3.2734207e-10,999,-1.9215447,294,-10.969237,1.0189318e+26,3.5166313e-08,294,,,-10.0,0.14999999,400.2405254840851,1.5,-27.42652,293706,-1.0,6.9215446,4.2961987e+25,1.0585144e+25,36.376766,inf,-3.622374
