ReturnStepMax,ReturnAbsMax,IWMax,delta,TimestepsSoFar,Bound,ReturnLastEpisode,IWMean,ReturnMean,DenMISEMeanLog,LQGsigma_higher,DenMISELogFirst,LQGmu1_actor,LQGmu1_higher,IWMin,DenMISELogLast,Iteration,ReturnMin,ReturnMax,TimeElapsed,IWLastEpisode,IWFirstEpisode
10.278814,9.355251,2.2148052e-18,0.30396354,20,9.711286e+18,9.355251,2.2148052e-18,9.355251,1.2803211,0.11,1.2803211,-0.008053932,-1.0,,1.2803211,1,,9.355251,0.0847325325012207,2.2148052e-18,2.2148052e-18
18.98611,17.196564,1.1701027e-18,0.030396352,40,3.0574621e+19,17.196564,5.8505135e-19,13.2759075,0.5817356,0.11,0.58717394,-1.0213819,1.0,,0.5762973,2,,17.196564,1.535468339920044,,1.1701027e-18
18.98611,17.196564,0.00016833714,0.0067547457,60,67.18185,3.102379,6.694656e-05,9.884731,-0.30636582,0.11,0.18170877,0.81194425,-0.4949495,,-1.2716384,3,,17.196564,2.633019208908081,2.8869806e-30,0.00016833714
19.189146,17.400986,0.27126905,0.002235026,80,75.337006,17.400986,0.0678463,11.763795,-0.4742502,0.11,-0.10591714,-0.51525724,0.4949495,,-0.11492419,4,,17.400986,3.7134432792663574,1.9731752e-18,0.000116129304
19.189146,17.400986,17.868471,0.00093527243,100,91.461975,7.5914345,3.5823808,10.929323,-0.6716016,0.11,-0.32903168,0.40767974,0.75757575,,-0.6340785,5,,17.400986,5.202212810516357,0.043431886,1.5227844e-10
19.189146,17.400986,0.79458076,0.00045640176,120,86.942375,2.5616248,0.16879316,9.534706,-0.52416027,0.11,-0.51135325,0.8477303,-0.7373737,,-0.40431613,6,,17.400986,6.729398727416992,,1.7217083e-09
19.198977,17.409986,0.597,0.00024813347,140,89.09336,17.409986,0.14121066,10.659746,-0.6399055,0.11,-0.665504,-0.6143499,-0.25252524,,-0.5695563,7,,17.409986,8.54071831703186,0.028669981,0.597
19.198977,17.409986,4.010921,0.00014613631,160,94.39511,17.175255,0.5575163,11.474185,-0.74601555,0.11,-0.717192,-0.34385663,0.25252524,,-0.6905273,8,,17.409986,10.497915744781494,2.9957923e-06,0.4491857
19.198977,17.409986,8.206972,9.152771e-05,180,118.79507,7.207731,1.5158753,11.0001335,-0.8026607,0.11,-0.7803465,0.45644987,-0.61616164,,-0.77456397,9,,17.409986,12.740926027297974,1.7743906e-20,1.8283473e-06
19.198977,17.409986,8.362433,6.01908e-05,200,120.51033,17.404358,1.5083554,11.640556,-0.75593466,0.11,-0.8857068,-0.47934818,-0.37373737,,-0.52282095,10,,17.409986,15.299042701721191,3.8584397,0.035022747
19.198977,17.409986,4.663376,4.1181887e-05,220,104.08245,17.2809,0.4518698,12.153315,-0.6937733,0.11,-0.9775208,-0.3943262,-0.8787879,,-0.3137005,11,,17.409986,17.750916242599487,0.00030462156,2.3864645e-13
19.198977,17.409986,3.656619,2.9115283e-05,240,102.094345,17.376572,0.7344765,12.588588,-0.7208827,0.11,-1.0645322,-0.74598044,0.61616164,,-0.44299817,12,,17.409986,20.139353036880493,2.8460693e-33,1.0696618e-06
19.198977,17.409986,7.3451176,2.1160009e-05,260,105.902596,4.3463097,0.6339608,11.954565,-0.74389106,0.11,-1.1445748,0.7229299,-0.11111111,,-0.7257668,13,,17.409986,23.06686019897461,2.4603802e-12,7.3451176
19.198977,17.409986,10.483047,1.574451e-05,280,110.14266,15.710912,1.2593905,12.222877,-0.768163,0.11,-0.7707912,-0.08847131,0.37373737,,-0.63577515,14,,17.409986,26.221309900283813,0.0010039047,0.018983163
19.198977,17.409986,3.759007,1.1955302e-05,300,106.007,7.905546,0.39225674,11.935055,-0.75965613,0.11,-0.83842903,0.36290863,0.13131313,,-0.6479402,15,,17.409986,29.207212924957275,0.7557029,3.759007
19.198977,17.409986,12.671511,9.240136e-06,320,108.05996,9.1247635,1.6240728,11.759411,-0.7923157,0.11,-0.6793438,0.025189295,0.8787879,,-0.6758698,16,,17.409986,32.59476399421692,5.9841314e-13,5.497811e-14
19.198977,17.409986,7.4810433,7.2536336e-06,340,120.00496,0.5476044,1.635865,11.099893,-0.78389496,0.11,-0.7399684,0.9694609,-0.47474748,,-0.9370569,17,,17.409986,36.13999891281128,3.433296e-37,0.0009379502
19.198977,17.409986,12.183708,5.773287e-06,360,104.71945,17.398327,0.70970273,11.449805,-0.74024975,0.11,-0.7970717,-0.5112865,-1.0,,-0.43367723,18,,17.409986,39.82224249839783,0.00028947438,1.7682243e-17
19.198977,17.409986,8.128107,4.6519576e-06,380,109.75102,17.32095,0.9458976,11.758813,-0.76296365,0.11,-0.8511389,-0.8544529,-0.7777778,,-0.7478619,19,,17.409986,43.67521643638611,6.0090175,1.9796068e-10
19.198977,17.409986,6.8829355,3.790069e-06,400,104.508224,17.221674,0.7437822,12.031957,-0.7636075,0.11,-0.9024322,-0.9727299,-0.17171717,,-0.62608093,20,,17.409986,47.90145421028137,2.0741936e-11,2.9562545
19.198977,17.409986,6.9498096,3.118822e-06,420,117.79076,17.163008,1.3328295,12.276292,-0.7732495,0.11,-0.81336427,-0.29579192,-0.35353535,,-0.66554826,21,,17.409986,51.97105574607849,6.147856,0.058987863
19.198977,17.409986,7.0332627,2.589789e-06,440,116.83854,17.365646,1.225351,12.507627,-0.7482897,0.11,-0.8570792,-0.46576986,-0.5959596,,-0.4400886,22,,17.409986,56.64990592002869,2.795575,5.3578765e-06
19.20088,17.412222,12.050854,2.1683031e-06,460,97.36035,17.412222,0.827169,12.720869,-0.72906977,0.11,-0.90153074,-0.6184237,1.0,,-0.44733214,23,,17.412222,61.066853761672974,,5.1851366e-18
19.20088,17.412222,9.791589,1.8291664e-06,480,83.04887,,0.9704509,12.190833,-0.7678645,0.11,-0.94409037,1.0860231,0.030303031,,-1.3863196,24,,17.412222,65.71714758872986,1.4451313e-19,8.772581
19.20088,17.412222,10.982687,1.5538072e-06,500,82.79172,9.031221,1.2579052,12.064448,-0.7740018,0.11,-0.673374,0.08980684,0.41414142,,-0.77664775,25,,17.412222,70.85243082046509,0.10209714,0.004498792
19.20088,17.412222,11.657618,1.328361e-06,520,77.1701,7.792743,0.9062557,11.900152,-0.77204835,0.11,-0.71241474,0.37959486,0.6969697,,-0.79717815,26,,17.412222,76.24409794807434,0.12533697,8.885467e-09
19.20088,17.412222,4.183412,1.1423549e-06,540,79.249084,5.89377,0.62047756,11.677693,-0.7833233,0.11,-0.7501551,0.59385514,0.23232323,,-0.88725376,27,,17.412222,81.82517600059509,0.03973765,0.7052799
19.20088,17.412222,8.211237,9.877925e-07,560,89.47509,8.460962,0.86509717,11.562811,-0.7954054,0.11,-0.7607366,0.26589304,-0.8787879,,-0.7278825,28,,17.412222,87.23436880111694,2.2962375e-23,1.9213528e-13
19.20088,17.412222,6.543292,8.585062e-07,580,100.55739,17.307024,1.4776871,11.760887,-0.79632396,0.11,-0.7958279,-0.8741618,-0.4949495,,-0.62283164,29,,17.412222,93.02456092834473,0.017755479,0.00044742323
19.20088,17.412222,9.196897,7.496943e-07,600,80.99696,17.377293,0.8908688,11.9481,-0.77182037,0.11,-0.829714,-0.45909834,0.5555556,,-0.43614292,30,,17.412222,98.59706234931946,1.8752691e-18,1.6564996e-05
19.20088,17.412222,10.369997,6.575867e-07,620,78.86191,4.9353905,1.1543283,11.721885,-0.77923965,0.11,-0.8625033,0.67670274,0.83838385,,-0.8374879,31,,17.412222,104.67798900604248,2.845181,1.1926794e-12
19.20088,17.412222,6.3203907,5.7919885e-07,640,89.98125,2.2521513,0.912617,11.425955,-0.77856475,0.11,-0.89425194,0.86754674,-0.67676765,,-0.80851686,32,,17.412222,111.14723014831543,,8.37157e-08
19.20088,17.412222,10.952169,5.121499e-07,660,89.09938,17.33829,0.8506385,11.605117,-0.778134,0.11,-0.9250237,-0.78930634,-1.0,,-0.6365585,33,,17.412222,117.83066272735596,1.0947459,2.0095776e-17
19.20088,17.412222,8.32921,4.5452762e-07,680,89.15348,17.197664,0.84704435,11.769603,-0.7861862,0.11,-0.95487654,-1.0132682,-0.2929293,,-0.8316223,34,,17.412222,124.75871801376343,4.061558e-09,0.32947427
19.20088,17.412222,9.238558,4.0478545e-07,700,84.61965,17.255795,0.8215381,11.926352,-0.78466624,0.11,-0.9742203,-0.39954147,-0.07070707,,-0.53719634,35,,17.412222,131.75809812545776,0.07116638,8.1690235
19.20088,17.412222,6.0594788,3.6166503e-07,720,99.93494,16.628235,1.4212995,12.056959,-0.789617,0.11,-0.792616,-0.18112037,-0.43434343,,-0.7247529,36,,17.412222,138.850017786026,0.52910036,0.0043907654
19.20088,17.412222,8.695242,3.2413615e-07,740,82.03664,17.370312,0.69978833,12.200563,-0.7700235,0.11,-0.819893,-0.46481115,0.13131313,,-0.40836337,37,,17.412222,146.25431728363037,2.2881384e-06,3.6899717
19.20088,17.412222,7.524136,2.9135094e-07,760,93.071434,8.960668,0.99397546,12.115303,-0.7789597,0.11,-0.7514975,0.12575574,-0.83838385,,-0.7760898,38,,17.412222,153.90211749076843,1.6388694e-16,3.2585354e-12
19.20088,17.412222,9.381194,2.626078e-07,780,84.52921,17.380089,1.06783,12.250298,-0.7742429,0.11,-0.777473,-0.5614168,0.33333334,,-0.5354204,39,,17.412222,161.46722769737244,2.659714e-14,0.06392076
19.20088,17.412222,6.344923,2.3732318e-07,800,100.08385,7.5969844,1.3640262,12.133965,-0.7757834,0.11,-0.8011532,0.40693146,-0.5555556,,-0.82574975,40,,17.412222,169.39411330223083,1.9644726e-16,3.3727232e-05
19.20088,17.412222,17.399422,2.1500958e-07,820,77.55533,17.352816,1.0040214,12.261252,-0.7592838,0.11,-0.82584494,-0.49195552,1.0,,-0.40162733,41,,17.412222,177.83157396316528,,4.807171e-18
19.20088,17.412222,8.237428,1.952577e-07,840,75.86734,1.7643474,0.69560224,12.011327,-0.7662751,0.11,-0.8499425,0.8978946,-0.21212122,,-0.9502697,42,,17.412222,185.91586875915527,7.2485457e-22,1.5181235
19.20088,17.412222,5.9177194,1.7772268e-07,860,89.279144,16.892668,1.4115299,12.124846,-0.77123755,0.11,-0.8379651,-0.24347912,-0.41414142,,-0.6513914,43,,17.412222,194.28292393684387,2.0879645,0.009204712
19.20088,17.412222,10.30775,1.621125e-07,880,79.6404,17.147287,0.84651256,12.238993,-0.75786895,0.11,-0.86074054,-0.30129716,-1.0,,-0.5370605,44,,17.412222,202.95736145973206,1.07585745e-08,1.8844634e-17
19.20088,17.412222,11.084084,1.4817913e-07,900,69.62394,17.196247,0.9768314,12.3491535,-0.76934105,0.11,-0.8832134,-1.0551392,0.67676765,,-1.063257,45,,17.412222,212.0819354057312,,3.3631146e-08
19.20088,17.412222,9.538628,1.3571099e-07,920,72.75481,3.536513,1.0128107,12.157575,-0.7755623,0.11,-0.9051923,0.7820299,0.47474748,,-0.97037476,46,,17.412222,221.3187291622162,0.19339024,0.00058811496
19.20088,17.412222,7.0134583,1.2452698e-07,940,79.45102,6.1189194,0.79744786,12.029093,-0.77816504,0.11,-0.9266857,0.57265604,-0.6969697,,-0.8538029,47,,17.412222,230.48687982559204,1.0050645e-28,2.7841184e-08
19.20088,17.412222,9.389446,1.14471696e-07,960,74.752365,17.339819,0.8495326,12.139732,-0.780279,0.11,-0.9477391,-0.7783547,0.01010101,,-0.6544875,48,,17.412222,239.8316261768341,4.8682253e-11,9.229967
19.20088,17.412222,7.219508,1.0541108e-07,980,83.86917,16.2708,1.0627956,12.22404,-0.7845708,0.11,-0.7924817,-0.15756175,-0.27272728,,-0.79228115,49,,17.412222,249.90194964408875,4.629994,0.44313002
