ReturnStepMax,ReturnAbsMax,IWMax,delta,TimestepsSoFar,Bound,ReturnLastEpisode,IWMean,ReturnMean,DenMISEMeanLog,LQGsigma_higher,DenMISELogFirst,LQGmu1_actor,LQGmu1_higher,IWMin,DenMISELogLast,Iteration,ReturnMin,ReturnMax,TimeElapsed,IWLastEpisode,IWFirstEpisode
19.20088,17.412222,10.689335,9.722944e-08,1000,69.76541,16.970171,1.3462899,12.318962,-0.78059024,0.11,-0.8036817,-0.24144731,0.83838385,,-0.60933656,50,,17.412222,259.445431470871,7.914434e-21,1.1245486e-12
19.20088,17.412222,10.485151,8.982636e-08,1020,81.18343,4.0740423,0.9290816,12.157298,-0.7781178,0.11,-0.8234843,0.7433249,-1.0,,-0.90790844,51,,17.412222,268.6627607345581,,1.8155437e-17
19.20088,17.412222,7.6154203,8.311464e-08,1040,78.51855,17.223967,0.87817425,12.254734,-0.7791716,0.11,-0.84290236,-0.9742358,-0.13131313,,-0.7054558,52,,17.412222,279.05385279655457,1.3028382e-12,4.497114
19.20088,17.412222,7.2792134,7.7018214e-08,1060,81.21515,16.350798,0.9089393,12.332019,-0.7794463,0.11,-0.7790047,-0.16327275,-0.83838385,,-0.6407606,53,,17.412222,289.37779092788696,4.554427e-08,3.3494147e-12
19.20088,17.412222,6.2937717,7.1470616e-08,1080,87.765594,17.203447,1.2750795,12.42223,-0.7823981,0.11,-0.7976968,-1.0152369,-0.5151515,,-0.81466603,54,,17.412222,299.90486693382263,0.0002662425,0.00019550724
19.20088,17.412222,10.291275,6.641362e-08,1100,71.769104,17.395699,0.72824395,12.512656,-0.77533776,0.11,-0.8160424,-0.6573347,0.25252524,,-0.6226431,55,,17.412222,310.57159781455994,9.4053946e-15,0.4958566
19.20088,17.412222,6.2913923,6.179607e-08,1120,85.42789,8.690058,1.1411688,12.444396,-0.7830233,0.11,-0.8250857,0.21339323,-0.33333334,,-0.90780324,56,,17.412222,321.04952120780945,3.886133e-05,0.104480416
19.20088,17.412222,9.457858,5.757294e-08,1140,83.91416,17.176958,1.0362667,12.527423,-0.77583355,0.11,-0.8409212,-0.3243535,-1.0,,-0.48195556,57,,17.412222,332.6457009315491,3.7712613e-08,1.8474788e-17
19.20088,17.412222,7.000082,5.3704472e-08,1160,81.74731,17.312399,0.89470136,12.609923,-0.7731485,0.11,-0.858313,-0.8727109,-0.67676765,,-0.6028358,58,,17.412222,343.6240212917328,1.3561547,8.0760366e-08
19.20088,17.412222,10.556984,5.0155517e-08,1180,71.73282,17.36079,0.9229427,12.690446,-0.77119875,0.11,-0.8754074,-0.5971992,0.57575756,,-0.52966845,59,,17.412222,354.75275564193726,1.2556684e-24,6.6533876e-06
19.20088,17.412222,9.723116,4.689493e-08,1200,73.26812,7.0575166,0.7442677,12.596563,-0.7757979,0.11,-0.8922144,0.47417834,0.13131313,,-0.9315304,60,,17.412222,366.32010412216187,0.07151539,3.9667225
19.20088,17.412222,7.394655,4.389504e-08,1220,82.67801,8.943819,0.99120384,12.536683,-0.78177583,0.11,-0.8447253,0.1329098,-0.1919192,,-0.85463727,61,,17.412222,377.99267506599426,0.108924106,2.087781
19.20088,17.412222,9.57136,4.1131234e-08,1240,74.81431,17.138985,1.0702645,12.610913,-0.7782584,0.11,-0.8273326,-0.30938554,0.3939394,,-0.5225205,62,,17.412222,389.5768098831177,8.112313e-09,0.010441557
19.20088,17.412222,6.059057,3.8581565e-08,1260,88.56494,7.45569,1.2597839,12.529085,-0.7791696,0.11,-0.84316456,0.42557272,-0.3939394,,-0.85250455,63,,17.412222,402.1165578365326,7.536744e-12,0.01792237
19.20088,17.412222,18.467863,3.622643e-08,1280,67.95649,17.283236,0.84382844,12.603369,-0.77039695,0.11,-0.85862845,-0.36997136,1.0,,-0.4440931,64,,17.412222,414.17563796043396,1.1771764e-33,4.967379e-18
19.20088,17.412222,7.2341003,3.404829e-08,1300,75.15474,2.9282227,0.91953796,12.45452,-0.7785515,0.11,-0.87413263,0.82363933,-0.83838385,,-1.0860593,65,,17.412222,426.43674778938293,,3.683682e-12
19.20088,17.412222,6.705628,3.203141e-08,1320,78.38954,17.387585,1.0959045,12.5292635,-0.7784085,0.11,-0.8894001,-0.71645546,-0.5959596,,-0.66161877,66,,17.412222,438.7661418914795,3.8573718,5.533877e-06
19.20088,17.412222,10.967638,3.016168e-08,1340,64.08513,17.360626,1.3032905,12.601373,-0.7751898,0.11,-0.9044379,-0.7910824,0.75757575,,-0.6299513,67,,17.412222,451.4321777820587,,2.7072883e-10
19.20088,17.412222,6.864879,2.8426403e-08,1360,76.17146,2.7782226,0.9607782,12.456915,-0.77514124,0.11,-0.91925305,0.83358073,-0.75757575,,-1.0065901,68,,17.412222,464.3298945426941,,7.532814e-10
19.20088,17.412222,6.33294,2.6814144e-08,1380,79.563934,17.361067,1.1705506,12.527989,-0.7729734,0.11,-0.93385184,-0.73239493,-0.3131313,,-0.5609726,69,,17.412222,478.0419294834137,0.0044519654,0.19715391
19.20088,17.412222,8.664697,2.5314577e-08,1400,69.086266,17.09101,0.74049616,12.593176,-0.7668562,0.11,-0.94538736,-0.3066815,-0.05050505,,-0.4847462,70,,17.412222,491.19367122650146,0.39111584,8.664697
19.20088,17.412222,9.831215,2.3918389e-08,1420,75.67679,14.075281,0.9215903,12.614051,-0.7711158,0.11,-0.84287274,-0.05669465,-1.0,,-0.789584,71,,17.412222,504.8145799636841,8.5818874e-16,1.8510907e-17
19.20088,17.412222,6.0285835,2.2617142e-08,1440,80.07549,17.19738,1.1643232,12.677708,-0.7783007,0.11,-0.856859,-1.0783696,-0.4949495,,-1.172542,72,,17.412222,518.3469972610474,9.126092e-06,0.00047558057
19.20088,17.412222,9.101987,2.140319e-08,1460,67.31669,17.290003,0.92434585,12.74089,-0.77175665,0.11,-0.8706457,-0.39079234,0.3131313,,-0.43743804,73,,17.412222,532.1927571296692,7.195711e-09,0.12198877
19.20088,17.412222,6.073665,2.0269606e-08,1480,80.51272,8.076812,1.1985476,12.677862,-0.77481794,0.11,-0.8825817,0.3359939,-0.3131313,,-0.8904847,74,,17.412222,546.5471007823944,2.423473e-07,0.18730055
19.20088,17.412222,9.13782,1.921008e-08,1500,66.6805,16.733149,0.96040154,12.731933,-0.77059,0.11,-0.89347684,-0.19112223,0.5151515,,-0.62761813,75,,17.412222,560.6499724388123,7.589133e-09,0.00010837415
19.20088,17.412222,9.729541,1.8218891e-08,1520,67.56208,7.1735253,0.77135015,12.658795,-0.77304065,0.11,-0.90672064,0.46054685,0.11111111,,-0.8848365,76,,17.412222,574.4894301891327,0.056557212,4.994151
19.20088,17.412222,7.3537745,1.729081e-08,1540,75.16065,9.087345,0.9561417,12.612413,-0.7776423,0.11,-0.8561491,0.043600656,-0.15151516,,-0.87199676,77,,17.412222,589.2742640972137,1.7989178,3.647441
19.20088,17.412222,7.0637856,1.642108e-08,1560,76.95798,17.008398,0.95166767,12.668772,-0.77509755,0.11,-0.8227708,-0.24887875,-0.7171717,,-0.512372,78,,17.412222,603.7262568473816,0.00070226117,7.81099e-09
19.20088,17.412222,11.819319,1.5605352e-08,1580,63.65636,17.409517,1.2357063,12.728782,-0.7733184,0.11,-0.83550984,-0.60962564,0.8787879,,-0.56370986,79,,17.412222,618.898234128952,,6.427053e-14
19.20088,17.412222,6.8382483,1.4839651e-08,1600,74.931854,4.0490203,0.938605,12.620284,-0.77472687,0.11,-0.8480886,0.7451712,-0.8989899,,-1.0604414,80,,17.412222,633.9560420513153,,4.817893e-14
19.20088,17.412222,6.482828,1.4120342e-08,1620,76.8369,17.346716,1.0382615,12.678636,-0.7734453,0.11,-0.8605111,-0.80075467,-0.5959596,,-0.58735293,81,,17.412222,649.4009637832642,1.1532563,5.3762924e-06
19.20314,17.41446,10.8118305,1.3444094e-08,1640,63.522163,17.41446,1.0539498,12.736389,-0.7699239,0.11,-0.8727811,-0.5629081,0.67676765,,-0.50193286,82,,17.41446,665.414675951004,1.5778992e-27,3.3282152e-08
19.20314,17.41446,5.8459873,1.28078455e-08,1660,79.765785,,1.2058419,12.582939,-0.7773656,0.11,-0.8849025,1.0148084,-0.41414142,,-1.405471,83,,17.41446,680.9219732284546,3.3566455e-36,0.009647057
19.20314,17.41446,6.4561415,1.2208794e-08,1680,77.591835,17.259249,1.1150138,12.638608,-0.7714386,0.11,-0.89676243,-0.3356887,-0.23232323,,-0.46166882,84,,17.41446,697.2299795150757,3.7006192,1.1126249
19.20314,17.41446,6.015477,1.1644362e-08,1700,78.57714,17.338047,1.1205994,12.693896,-0.7666834,0.11,-0.8954383,-0.4921051,-0.5555556,,-0.4579557,85,,17.41446,713.4032833576202,4.8546157,3.7061942e-05
19.20314,17.41446,10.4009285,1.11121725e-08,1720,74.81872,17.388908,0.9069917,12.748489,-0.7616212,0.11,-0.90713394,-0.53000736,-1.0,,-0.43032777,86,,17.41446,729.9743599891663,0.0006056864,1.9739516e-17
19.20314,17.41446,9.308875,1.0610042e-08,1740,68.136345,17.195766,0.80374914,12.799608,-0.76822567,0.11,-0.91869473,-1.0791177,0.01010101,,-1.2107451,87,,17.41446,746.1796624660492,6.2257753e-21,8.965746
19.20314,17.41446,9.958492,1.0135955e-08,1760,67.60539,15.713044,1.105462,12.832715,-0.7705227,0.11,-0.83204025,-0.08567208,0.41414142,,-0.7509149,88,,17.41446,763.2359774112701,0.0002526206,0.0052723438
19.20314,17.41446,18.884972,9.688057e-09,1780,60.349007,6.1147647,0.8658257,12.757233,-0.7723856,0.11,-0.8432799,0.5730543,1.0,,-0.9982681,89,,17.41446,779.6966035366058,0.0052699433,4.8917286e-18
19.20314,17.41446,5.665564,9.264625e-09,1800,75.23927,,1.2216805,12.615485,-0.78028125,0.11,-0.8544532,1.009809,-0.41414142,,-1.303042,90,,17.41446,796.3361442089081,5.462316e-36,0.009357737
19.20314,17.41446,7.0510497,8.864076e-09,1820,70.17015,16.922487,0.91960967,12.662815,-0.7756271,0.11,-0.86539906,-0.23773158,-0.7777778,,-0.5569656,91,,17.41446,813.8995821475983,3.693513e-05,2.0080368e-10
19.20314,17.41446,6.7509766,8.4849425e-09,1840,72.19632,17.313372,1.0883644,12.713365,-0.7749994,0.11,-0.8763282,-0.86582434,-0.21212122,,-0.61808443,92,,17.41446,830.6143815517426,1.4424552e-07,1.5587133
19.20314,17.41446,10.311493,8.125863e-09,1860,60.437607,16.963146,0.7090418,12.759062,-0.7715083,0.11,-0.8703384,-0.23485664,0.21212122,,-0.516808,93,,17.41446,847.9868276119232,0.001579561,1.1682296
19.20314,17.41446,10.120162,7.785578e-09,1880,70.9291,8.283058,0.95889264,12.711444,-0.77663714,0.11,-0.8685503,0.3003981,-1.0,,-0.94599307,94,,17.41446,865.5812990665436,4.1970723e-30,1.8992361e-17
19.20314,17.41446,5.8351126,7.462922e-09,1900,74.644875,17.193214,1.1890756,12.758619,-0.78347087,0.11,-0.8791325,-1.0977342,-0.2929293,,-1.3530442,95,,17.41446,883.7129712104797,3.3364284e-11,0.30544025
19.20314,17.41446,10.740562,7.1568094e-09,1920,59.77391,17.31632,0.91907793,12.806096,-0.7778117,0.11,-0.8863938,-0.39689106,0.5959596,,-0.4074361,96,,17.41446,901.6579184532166,1.111985e-17,2.4955773e-06
19.20314,17.41446,6.489401,6.8662303e-09,1940,71.91765,4.6038375,0.9970772,12.721538,-0.78185266,0.11,-0.8967566,0.70309484,-0.61616164,,-1.0642229,97,,17.41446,919.7738015651703,6.1336195e-31,2.054067e-06
19.20314,17.41446,8.379536,6.59025e-09,1960,66.09651,17.368366,0.8327147,12.768953,-0.7793025,0.11,-0.90701306,-0.59863144,-0.07070707,,-0.5126121,98,,17.41446,938.0589456558228,6.0325685e-05,7.638048
19.20314,17.41446,11.384419,6.3279995e-09,1980,58.853424,14.605792,1.2895488,12.787509,-0.7807455,0.11,-0.84211427,-0.08002676,0.7979798,,-0.738056,99,,17.41446,956.7381992340088,1.1105079e-13,1.8444423e-11
19.20314,17.41446,7.0248876,6.0786634e-09,2000,70.2749,3.9177697,0.9054225,12.698811,-0.78087837,0.11,-0.8521646,0.754782,-0.85858583,,-1.0335445,100,,17.41446,975.8428812026978,,8.858357e-13
19.20314,17.41446,9.915502,5.841487e-09,2020,72.47213,17.198235,1.0338744,12.74336,-0.7824221,0.11,-0.86211497,-1.0106417,-1.0,,-0.825634,101,,17.41446,994.6240170001984,8.242394,1.8870531e-17
19.20314,17.41446,5.8751464,5.615766e-09,2040,74.953476,17.324919,1.1679686,12.788277,-0.7805527,0.11,-0.8719672,-0.83552516,-0.47474748,,-0.5934942,102,,17.41446,1014.1738364696503,0.030297082,0.0010703017
19.20314,17.41446,10.140114,5.4008447e-09,2060,62.297882,17.361025,0.9578582,12.832671,-0.77571034,0.11,-0.8817129,-0.4614454,0.33333334,,-0.43081716,103,,17.41446,1033.611584186554,2.5738191e-11,0.07094352
19.20314,17.41446,5.6406965,5.1961058e-09,2080,75.32973,7.9236813,1.1922915,12.78547,-0.7779982,0.11,-0.8906863,0.36015385,-0.37373737,,-0.9430485,104,,17.41446,1053.1250138282776,2.0109432e-09,0.03519757
19.20314,17.41446,6.4807158,5.0009774e-09,2100,71.49591,17.398481,0.95594597,12.829404,-0.7736684,0.11,-0.89991736,-0.5613985,-0.67676765,,-0.49770594,105,,17.41446,1072.8389627933502,3.4419591,8.419128e-08
19.20314,17.41446,5.6947875,4.8149236e-09,2120,75.20877,17.37756,1.1673124,12.87231,-0.77164775,0.11,-0.9093962,-0.59709495,-0.53535354,,-0.5016508,106,,17.41446,1092.6075122356415,5.1164784,9.218398e-05
19.20314,17.41446,7.899705,4.637441e-09,2140,68.33856,17.396591,0.90138096,12.914593,-0.7679153,0.11,-0.918785,-0.6546888,-0.11111111,,-0.521036,107,,17.41446,1112.838026046753,3.0420075e-05,5.860565
19.20314,17.41446,9.941128,4.4680624e-09,2160,62.126556,16.275753,0.7077304,12.945715,-0.7682842,0.11,-0.87476313,-0.11655317,0.09090909,,-0.6922661,108,,17.41446,1133.4071180820465,1.2239282,5.8031564
19.20314,17.41446,6.7973785,4.3063464e-09,2180,71.04375,9.061302,0.9190918,12.910078,-0.7724332,0.11,-0.8316407,0.06900263,-0.7777778,,-0.9117464,109,,17.41446,1154.1990513801575,1.2232053e-12,1.9413807e-10
19.20314,17.41446,5.8560667,4.1518806e-09,2200,74.68349,17.404032,1.1237961,12.9509325,-0.77108246,0.11,-0.8407732,-0.6694841,-0.5959596,,-0.52806234,110,,17.41446,1174.58505320549,4.918564,5.2712194e-06
19.20314,17.41446,10.363796,4.0042787e-09,2220,62.341663,17.314686,1.0053599,12.990246,-0.7668119,0.11,-0.84982294,-0.4205392,0.47474748,,-0.40399373,111,,17.41446,1195.2433950901031,2.241426e-14,0.0005564365
19.20314,17.41446,19.455093,3.863178e-09,2240,56.10267,7.792998,0.8818866,12.943841,-0.7687077,0.11,-0.85878664,0.37955803,1.0,,-0.9568352,112,,17.41446,1216.125423192978,1.1661751e-06,4.968175e-18
19.20314,17.41446,10.081464,3.7282386e-09,2260,67.715775,,0.96294004,12.829294,-0.7756235,0.11,-0.8676756,1.0143247,-1.0,,-1.3908166,113,,17.41446,1237.5997288227081,,1.8975778e-17
19.20314,17.41446,6.471577,3.5991394e-09,2280,68.89371,17.201021,1.0674359,12.867643,-0.77719986,0.11,-0.87648624,-1.0342518,-0.23232323,,-0.8914588,114,,17.41446,1259.1092643737793,2.5454009e-11,1.0902922
19.20314,17.41446,5.521226,3.4755798e-09,2300,72.00705,17.305037,1.2023125,12.906229,-0.7738092,0.11,-0.8757014,-0.3785826,-0.43434343,,-0.4377754,115,,17.41446,1280.1129744052887,4.941305,0.004771158
19.20314,17.41446,11.582693,3.357278e-09,2320,55.86892,17.305248,1.1470006,12.944153,-0.7689196,0.11,-0.884318,-0.4092032,0.7171717,,-0.39267802,116,,17.41446,1301.2877848148346,9.152256e-23,3.1974534e-09
19.20314,17.41446,10.275561,3.2439662e-09,2340,57.75952,3.853235,0.7682095,12.866452,-0.77071476,0.11,-0.8929017,0.75946295,0.23232323,,-1.0894027,117,,17.41446,1323.3256635665894,0.000111136476,0.8134963
