IWLastEpisode,ReturnMean,TimeElapsed,Iteration,MinEpLen,ActionIn1,ReturnLastEpisode,Delta,IWMin,MountainCar_std1_higher,ReturnMax,MountainCar_std0_higher,IWMean,TimestepsSoFar,ReturnAbsMax,ReturnStepMax,NumTrajectories,AvgEpLen,MountainCar_mu1_higher,Regret/t,IWMax,Bound,DenMISELogLast,DenMISELogFirst,NumTrainableParams,ReturnMin,IWFirstEpisode,MountainCar_mu0_higher,DenMISEMeanLog,Regret,GridSize
,-1.048551,5152.402388095856,1463,245,-1.9747374,-1.410588,1.4201454e-09,,0.14999999,8.115148,0.14999999,0.8550736,1332585,13.593301,144.20976,1463,910.8578263841422,-1.5789474,6.048551,122.64444,36.57551,-3.3242097,-4.6426187,,-13.593301,1.4158553e-20,-0.68421054,-3.4416945,8849.03,400
,-1.0484637,5159.036470174789,1464,245,8.289555,-0.92085433,1.418206e-09,,0.14999999,8.115148,0.14999999,0.8330737,1333584,13.593301,144.20976,1464,910.9180327868852,7.894737,6.048464,112.405426,36.56763,-4.286328,-4.643302,,-13.593301,,0.15789473,-3.442386,8854.951,400
6.8769226e-11,-1.0479683,5166.010133504868,1465,245,7.3793797,-0.32263216,1.4162705e-09,,0.14999999,8.115148,0.14999999,0.9588556,1334583,13.593301,144.20976,1465,910.978156996587,6.8421054,6.0479684,123.09317,36.543766,-2.885429,-4.643985,,-13.593301,,0.36842105,-3.4421349,8860.273,400
,-1.0475806,5173.072539806366,1466,245,8.086288,-0.47967952,1.4143391e-09,,0.14999999,8.115148,0.14999999,1.1640223,1335582,13.593301,144.20976,1466,911.0381991814461,8.947369,6.0475807,110.817566,36.539562,-3.303726,-4.644667,,-13.593301,,-0.7894737,-3.442086,8865.753,400
,-1.0475233,5178.865949869156,1467,245,0.333922,-0.9632724,1.4124117e-09,,0.14999999,8.115148,0.14999999,1.024121,1336330,13.593301,144.20976,1467,910.9270620313565,0.5263158,6.0475235,125.98833,36.532974,-3.3542385,-4.645349,,-13.593301,3.310101e-09,-0.7894737,-3.4419363,8871.717,400
,-1.0470428,5186.337486743927,1468,245,7.6595287,-0.34227988,1.4104881e-09,,0.14999999,8.115148,0.14999999,1.031557,1337329,13.593301,144.20976,1468,910.9870572207085,6.8421054,6.047043,134.73756,36.530735,-3.511556,-4.6460304,,-13.593301,,0.68421054,-3.4419882,8877.059,400
,-1.0474262,5193.79932975769,1469,245,-8.793652,-1.6103957,1.4085684e-09,,0.14999999,8.115148,0.14999999,1.2166266,1338328,13.593301,144.20976,1469,911.0469707283867,-8.947369,6.047426,122.54822,36.496494,-3.66169,-4.6467113,,-13.593301,,0.36842105,-3.4421372,8883.669,400
,-1.0469621,5201.894224405289,1470,245,-2.9811726,-0.36515248,1.4066526e-09,,0.14999999,8.115148,0.14999999,1.0436589,1339327,13.593301,144.20976,1470,911.1068027210885,-2.631579,6.0469623,126.161224,36.472385,-3.616214,-4.6473923,,-13.593301,,-0.7894737,-3.442134,8889.034,400
,-1.0466032,5209.114336013794,1471,245,2.7886236,-0.51908493,1.4047408e-09,,0.14999999,8.115148,0.14999999,1.1425245,1340326,13.593301,144.20976,1471,911.1665533650578,3.6842105,6.046603,126.38455,36.428757,-3.1406176,-4.6480722,,-13.593301,,-0.7894737,-3.441921,8894.554,400
,-1.0469346,5216.634299993515,1472,245,0.15941054,-1.5343276,1.4028328e-09,,0.14999999,8.115148,0.14999999,1.2302451,1341325,13.593301,144.20976,1472,911.226222826087,-0.5263158,6.0469346,122.63357,36.418476,-2.8478692,-4.6487517,,-13.593301,4.356096,0.36842105,-3.4414434,8901.088,400
,-1.0468719,5223.926474094391,1473,245,3.8837502,-0.95444417,1.4009287e-09,,0.14999999,8.115148,0.14999999,1.2540416,1342324,13.593301,144.20976,1473,911.285811269518,4.736842,6.046872,124.81067,36.417,-3.4194458,-4.646476,,-13.593301,,-0.68421054,-3.4412968,8907.042,400
,-1.0469929,5231.938846349716,1474,245,0.6365869,-1.2254206,1.3990284e-09,,0.14999999,8.115148,0.14999999,1.0096796,1343268,13.593301,144.20976,1474,911.3080054274084,1.5789474,6.046993,124.92583,36.411114,-2.9310665,-4.6471543,,-13.593301,2.4596312e-33,-0.68421054,-3.4408038,8913.268,400
,-1.0476695,5239.302512168884,1475,245,8.89069,-2.0448573,1.3971321e-09,,0.14999999,8.115148,0.14999999,0.88086665,1344267,13.593301,144.20976,1475,911.3674576271186,10.0,6.0476694,107.07685,36.370987,-3.3866026,-4.647833,,-13.593301,,-0.7894737,-3.4407785,8920.3125,400
6.5368847e-22,-1.0475262,5245.446560382843,1476,245,9.397504,-0.83621943,1.3952398e-09,,0.14999999,8.115148,0.14999999,1.0577234,1344730,13.593301,144.20976,1476,911.0636856368563,8.947369,6.0475264,113.37052,36.352173,-3.4905002,-4.6485105,,-13.593301,,0.36842105,-3.4409068,8926.148,400
,-1.0475754,5252.989008665085,1477,245,-6.9087486,-1.1201336,1.393351e-09,,0.14999999,8.115148,0.14999999,0.55351275,1345729,13.593301,144.20976,1477,911.1232227488151,-5.7894735,6.0475755,158.75836,36.350807,-2.7994108,-4.6491876,,-13.593301,,-1.0,-3.4404526,8932.269,400
,-1.0482935,5261.384591817856,1478,245,6.62381,-2.108933,1.3914663e-09,,0.14999999,8.115148,0.14999999,1.2385088,1346728,13.593301,144.20976,1478,911.1826792963465,6.8421054,6.0482936,116.09124,36.32018,-3.2256014,-4.6498647,,-13.593301,,-0.2631579,-3.4406188,8939.378,400
7.5264826e-17,-1.0478791,5269.597588300705,1479,245,4.564949,-0.43531796,1.3895852e-09,,0.14999999,8.115148,0.14999999,0.74309963,1347727,13.593301,144.20976,1479,911.2420554428668,5.7894735,6.047879,202.01115,36.28352,-3.7683804,-4.650541,,-13.593301,,-1.0,-3.4407032,8944.813,400
,-1.0490576,5275.759823799133,1480,245,-2.6314619,-2.7920823,1.387708e-09,,0.14999999,8.115148,0.14999999,0.81932324,1348326,13.593301,144.20976,1480,911.0310810810811,-3.6842105,6.0490575,287.85434,36.257317,-5.3828397,-4.651217,,-13.593301,,1.0,-3.4422085,8952.605,400
,-1.0519457,5284.0555331707,1481,245,5.0865607,-5.326336,1.3858346e-09,,0.14999999,8.115148,0.14999999,1.1795644,1349325,13.593301,144.20976,1481,911.0904794058068,5.7894735,6.0519457,120.75062,36.227024,-3.4197307,-4.651892,,-13.593301,,-0.57894737,-3.442342,8962.932,400
,-1.0516711,5290.356942176819,1482,245,-1.3843215,-0.6451882,1.383965e-09,,0.14999999,8.115148,0.14999999,0.9720686,1349988,13.593301,144.20976,1482,910.9230769230769,-0.5263158,6.051671,121.1715,36.202,-3.042284,-4.6525674,,-13.593301,0.038564023,-0.57894737,-3.4419742,8968.576,400
1.7986994e-28,-1.0517013,5297.94039106369,1483,245,1.0959008,-1.0963277,1.3820992e-09,,0.14999999,8.115148,0.14999999,0.7377737,1350987,13.593301,144.20976,1483,910.9824679703304,0.5263158,6.0517015,125.86151,36.18376,-3.1785395,-4.653216,,-13.593301,3.0972274e-06,0.57894737,-3.4418352,8974.673,400
,-1.0521626,5306.8276998996735,1484,245,2.0030174,-1.7363036,1.3802373e-09,,0.14999999,8.115148,0.14999999,1.0015727,1351986,13.593301,144.20976,1484,911.0417789757413,2.631579,6.0521626,121.24213,36.131756,-3.0923843,-4.6538897,,-13.593301,,-0.57894737,-3.4417892,8981.409,400
,-1.0521324,5314.276766061783,1485,245,7.5881667,-1.0072076,1.378379e-09,,0.14999999,8.115148,0.14999999,0.8134529,1352985,13.593301,144.20976,1485,911.10101010101,6.8421054,6.0521326,189.19006,36.11289,-2.8650272,-4.6545634,,-13.593301,,1.0,-3.4414194,8987.416,400
,-1.0558101,5322.016928911209,1486,245,-6.32382,-6.517252,1.3765243e-09,,0.14999999,8.115148,0.14999999,1.1408592,1353984,13.593301,144.20976,1486,911.1601615074024,-5.7894735,6.05581,124.11079,36.111423,-5.8288994,-4.6552367,,-13.593301,,-0.57894737,-3.4431753,8998.934,400
,-1.0557733,5330.79195356369,1487,245,5.8302555,-1.0010724,1.3746736e-09,,0.14999999,8.115148,0.14999999,0.88242424,1354983,13.593301,144.20976,1487,911.2192333557498,5.7894735,6.0557733,117.77859,36.07613,-3.3598547,-4.6559095,,-13.593301,,0.05263158,-3.4430454,9004.935,400
,-1.0551187,5337.5152587890625,1488,245,10.065398,-0.081711605,1.3728265e-09,,0.14999999,8.115148,0.14999999,1.0537632,1355982,13.593301,144.20976,1488,911.2782258064516,10.0,6.0551186,101.82865,36.06066,-3.0834012,-4.6565814,,-13.593301,,-0.15789473,-3.4428961,9010.017,400
,-1.0534685,5342.892738819122,1489,245,3.5285404,1.4020232,1.3709831e-09,,0.14999999,8.115148,0.14999999,0.8009149,1356399,13.593301,144.20976,1489,910.946272666219,2.631579,6.0534687,226.32063,36.056664,-3.2580178,-4.6572533,,-13.593301,,1.0,-3.4427533,9013.614,400
,-1.0556521,5350.446254968643,1490,245,8.277062,-4.3071713,1.3691435e-09,,0.14999999,8.115148,0.14999999,1.0975381,1357398,13.593301,144.20976,1490,911.0053691275168,8.947369,6.055652,110.1891,36.024475,-3.090874,-4.6579247,,-13.593301,,-0.57894737,-3.4426744,9022.922,400
,-1.0551276,5357.044173955917,1491,245,-7.2593465,-0.27360627,1.3673077e-09,,0.14999999,8.115148,0.14999999,1.0722938,1357910,13.593301,144.20976,1491,910.7377598926895,-6.8421054,6.0551276,121.79829,36.019016,-2.7162642,-4.6585956,,-13.593301,,-0.57894737,-3.4421406,9028.195,400
,-1.0548236,5363.995283842087,1492,245,8.861526,-0.6015154,1.3654754e-09,,0.14999999,8.115148,0.14999999,0.820583,1358909,13.593301,144.20976,1492,910.7969168900804,8.947369,6.054824,103.2334,36.012928,-3.0111127,-4.659266,,-13.593301,,-0.15789473,-3.4418228,9033.797,400
,-1.0534755,5371.421456575394,1493,245,4.1743317,0.9578669,1.3636469e-09,,0.14999999,8.115148,0.14999999,0.67556435,1359367,13.593301,144.20976,1493,910.4936369725385,4.736842,6.0534754,196.3377,36.001488,-2.6470888,-4.6599364,,-13.593301,,-1.0,-3.441423,9037.839,400
,-1.0534836,5378.981006622314,1494,245,-7.0705037,-1.0654879,1.3618219e-09,,0.14999999,8.115148,0.14999999,1.0305719,1360157,13.593301,144.20976,1494,910.4129852744311,-7.894737,6.0534835,136.04813,35.97289,-3.3875048,-4.660606,,-13.593301,,0.7894737,-3.44162,9043.904,400
,-1.0539329,5385.761820793152,1495,245,1.0703017,-1.7251385,1.3600007e-09,,0.14999999,8.115148,0.14999999,1.1792481,1361156,13.593301,144.20976,1495,910.4722408026756,0.5263158,6.053933,159.52913,35.973686,-3.2343407,-4.661275,,-13.593301,1.11274434e-10,0.8947368,-3.4414833,9050.63,400
,-1.0561213,5393.385691165924,1496,245,-3.8511875,-4.32799,1.358183e-09,,0.14999999,8.115148,0.14999999,1.1934086,1362155,13.593301,144.20976,1496,910.5314171122994,-3.6842105,6.0561213,122.527824,35.974674,-7.4189396,-4.6619434,,-13.593301,,-0.57894737,-3.4440544,9059.957,400
,-1.0555091,5401.121048688889,1497,245,3.5857246,-0.13960299,1.3563691e-09,,0.14999999,8.115148,0.14999999,0.9038383,1363154,13.593301,144.20976,1497,910.5905143620574,3.6842105,6.055509,117.23854,35.959606,-2.901662,-4.662612,,-13.593301,,-0.15789473,-3.4435837,9065.098,400
,-1.054829,5407.485362291336,1498,245,-5.7389174,-0.036733042,1.3545588e-09,,0.14999999,8.115148,0.14999999,0.9784127,1364064,13.593301,144.20976,1498,910.5901201602136,-6.8421054,6.054829,215.77272,35.95051,-2.754434,-4.6632795,,-13.593301,,1.0,-3.443203,9070.134,400
,-1.0575331,5414.677017211914,1499,245,1.7187833,-5.1082826,1.3527522e-09,,0.14999999,8.115148,0.14999999,0.86485374,1365063,13.593301,144.20976,1499,910.6490993995998,1.5789474,6.0575333,115.05222,35.95107,-3.3341901,-4.663947,,-13.593301,5.5933857e-29,-0.15789473,-3.443175,9080.242,400
,-1.0568345,5422.462083101273,1500,245,-5.9574223,-0.009513797,1.3509491e-09,,0.14999999,8.115148,0.14999999,1.1537097,1366062,13.593301,144.20976,1500,910.708,-5.7894735,6.056834,118.1028,35.946987,-3.6364434,-4.6646137,,-13.593301,,-0.15789473,-3.4434075,9085.252,400
,-1.0561793,5430.083106517792,1501,245,5.855825,-0.073300436,1.3491496e-09,,0.14999999,8.115148,0.14999999,1.1766111,1367061,13.593301,144.20976,1501,910.7668221185876,6.8421054,6.056179,192.71094,35.940815,-2.747532,-4.6652803,,-13.593301,,-1.0,-3.4428637,9090.325,400
,-1.0542585,5436.0832641124725,1502,245,-9.280924,1.8288158,1.3473537e-09,,0.14999999,8.115148,0.14999999,1.1828327,1367390,13.593301,144.20976,1502,910.3794940079894,-8.947369,6.0542583,122.781715,35.941273,-2.972307,-4.665946,,-13.593301,,-0.57894737,-3.4424663,9093.496,400
,-1.0538663,5443.2826607227325,1503,245,4.810484,-0.464696,1.3455613e-09,,0.14999999,8.115148,0.14999999,0.7251948,1368389,13.593301,144.20976,1503,910.4384564204923,3.6842105,6.0538664,235.09933,35.938087,-3.1119807,-4.6666117,,-13.593301,,1.0,-3.442145,9098.961,400
,-1.0579658,5450.2706751823425,1504,245,-8.751614,-7.2196407,1.3437726e-09,,0.14999999,8.115148,0.14999999,1.1305369,1369388,13.593301,144.20976,1504,910.4973404255319,-10.0,6.0579658,137.03575,35.922474,-3.8720963,-4.667277,,-13.593301,,0.7894737,-3.4426348,9111.181,400
,-1.0603594,5456.290580749512,1505,245,-1.6737111,-4.6604056,1.3419875e-09,,0.14999999,8.115148,0.14999999,0.86645573,1370387,13.593301,144.20976,1505,910.556146179402,-1.5789474,6.0603595,112.19963,35.89594,-4.289694,-4.6679416,,-13.593301,3.5873158e-16,0.15789473,-3.4431353,9120.841,400
,-1.0596559,5463.502056121826,1506,245,6.420213,-0.0008271323,1.340206e-09,,0.14999999,8.115148,0.14999999,0.89190906,1371386,13.593301,144.20976,1506,910.6148738379815,5.7894735,6.059656,127.44913,35.887665,-2.9002934,-4.668606,,-13.593301,,0.57894737,-3.4428775,9125.842,400
5.089855e-10,-1.0607531,5470.280847072601,1507,245,5.057115,-2.7131512,1.3384278e-09,,0.14999999,8.115148,0.14999999,1.0080854,1372385,13.593301,144.20976,1507,910.6735235567353,4.736842,6.060753,119.107155,35.887794,-3.4052715,-4.6692696,,-13.593301,,0.15789473,-3.442939,9133.555,400
,-1.0600867,5477.276651620865,1508,245,-8.434871,-0.05585899,1.3366535e-09,,0.14999999,8.115148,0.14999999,0.9876696,1373384,13.593301,144.20976,1508,910.7320954907162,-8.947369,6.0600867,128.86104,35.885696,-3.5908997,-4.669933,,-13.593301,,0.68421054,-3.44305,9138.611,400
,-1.0602465,5485.36243891716,1509,245,-7.3394933,-1.3010116,1.3348824e-09,,0.14999999,8.115148,0.14999999,0.99750507,1374383,13.593301,144.20976,1509,910.7905897945659,-6.8421054,6.0602465,118.92822,35.830124,-3.0496151,-4.6705956,,-13.593301,,-0.2631579,-3.4428148,9144.912,400
,-1.0597622,5492.7045130729675,1510,245,2.271364,-0.32929367,1.3331148e-09,,0.14999999,8.115148,0.14999999,0.8702227,1375382,13.593301,144.20976,1510,910.8490066225165,2.631579,6.059762,119.00225,35.83013,-3.1718352,-4.6712584,,-13.593301,,-0.2631579,-3.442655,9150.241,400
,-1.0593781,5500.032388687134,1511,245,-0.38433295,-0.4794325,1.3313509e-09,,0.14999999,8.115148,0.14999999,1.0802151,1376381,13.593301,144.20976,1511,910.9073461283917,-0.5263158,6.059378,119.05157,35.822342,-2.9745429,-4.6719203,,-13.593301,16.006456,-0.2631579,-3.4424453,9155.721,400
,-1.0586857,5507.234933614731,1512,245,3.1929433,-0.01223072,1.3295904e-09,,0.14999999,8.115148,0.14999999,1.0410861,1377380,13.593301,144.20976,1512,910.9656084656085,2.631579,6.058686,127.77614,35.81376,-3.6792243,-4.6620445,,-13.593301,,0.57894737,-3.4425676,9160.732,400
,-1.0593799,5515.0171184539795,1513,245,-0.9453019,-2.1090665,1.3278334e-09,,0.14999999,8.115148,0.14999999,1.1044221,1378379,13.593301,144.20976,1513,911.0237937871777,-1.5789474,6.05938,126.934814,35.812542,-3.5422933,-4.6627054,,-13.593301,4.129867e-19,0.57894737,-3.4426255,9167.842,400
,-1.0595342,5521.338514328003,1514,245,9.9394045,-1.2930516,1.32608e-09,,0.14999999,8.115148,0.14999999,0.989152,1379378,13.593301,144.20976,1514,911.0819022457067,10.0,6.059534,100.838875,35.81067,-2.8332775,-4.6633663,,-13.593301,,0.05263158,-3.4421754,9174.135,400
,-1.0575868,5528.310263156891,1515,245,-3.8736472,1.8907669,1.3243299e-09,,0.14999999,8.115148,0.14999999,0.9737762,1379770,13.593301,144.20976,1515,910.7392739273928,-3.6842105,6.0575867,118.824036,35.808064,-2.8100824,-4.6640267,,-13.593301,,-0.2631579,-3.441779,9177.244,400
,-1.0571015,5536.637513875961,1516,245,-7.782895,-0.32184827,1.3225834e-09,,0.14999999,8.115148,0.14999999,1.0120434,1380769,13.593301,144.20976,1516,910.7974934036939,-7.894737,6.0571012,119.8803,35.805923,-3.481235,-4.664686,,-13.593301,,0.2631579,-3.4418383,9182.566,400
8.5775e-09,-1.0565566,5544.483286619186,1517,245,-9.336974,-0.23050815,1.3208402e-09,,0.14999999,8.115148,0.14999999,1.0302705,1381768,13.593301,144.20976,1517,910.8556361239288,-8.947369,6.0565567,119.557365,35.80294,-3.3968554,-4.6653457,,-13.593301,,-0.2631579,-3.4418185,9187.797,400
,-1.055969,5551.016182899475,1518,245,1.0474417,-0.16448916,1.3191006e-09,,0.14999999,8.115148,0.14999999,0.97712815,1382767,13.593301,144.20976,1518,910.9137022397892,0.5263158,6.055969,119.43879,35.803013,-3.2837453,-4.6660047,,-13.593301,0.0010465387,0.2631579,-3.441713,9192.961,400
,-1.0554845,5558.7325258255005,1519,245,8.683761,-0.32017824,1.3173643e-09,,0.14999999,8.115148,0.14999999,0.8189571,1383766,13.593301,144.20976,1519,910.9716919025675,7.894737,6.055485,116.89836,35.79674,-3.656364,-4.6666627,,-13.593301,,0.57894737,-3.441886,9198.281,400
,-1.0571201,5567.387126684189,1520,245,-9.68993,-3.5414736,1.3156316e-09,,0.14999999,8.115148,0.14999999,0.99591994,1384765,13.593301,144.20976,1520,911.0296052631579,-10.0,6.0571203,120.820305,35.7793,-2.955659,-4.6673207,,-13.593301,,0.2631579,-3.4416964,9206.822,400
,-1.0567676,5575.506313562393,1521,245,-4.877616,-0.52096343,1.3139022e-09,,0.14999999,8.115148,0.14999999,0.79274786,1385764,13.593301,144.20976,1521,911.0874424720579,-3.6842105,6.0567675,202.89902,35.77847,-3.015003,-4.6679783,,-13.593301,,-1.0,-3.4414365,9212.344,400
5.414599e-29,-1.0575705,5582.708409070969,1522,245,-2.6611717,-2.2786512,1.3121763e-09,,0.14999999,8.115148,0.14999999,1.0164859,1386763,13.593301,144.20976,1522,911.1452036793693,-2.631579,6.0575705,118.800064,35.777924,-3.5842378,-4.668636,,-13.593301,,0.2631579,-3.4416854,9219.622,400
,-1.0569463,5590.352441549301,1523,245,6.874071,-0.1070094,1.3104539e-09,,0.14999999,8.115148,0.14999999,1.0344009,1387762,13.593301,144.20976,1523,911.2028890347997,6.8421054,6.0569463,116.329346,35.74897,-3.8372545,-4.6692924,,-13.593301,,0.15789473,-3.441954,9224.7295,400
,-1.0558518,5597.850744485855,1524,245,-10.311171,0.6110817,1.3087347e-09,,0.14999999,8.115148,0.14999999,0.7584214,1388259,13.593301,144.20976,1524,910.9311023622047,-8.947369,6.055852,205.9712,35.748444,-2.7385685,-4.669949,,-13.593301,,-1.0,-3.4414864,9229.118,400
,-1.0570593,5605.15447306633,1525,245,-0.27526474,-2.8972318,1.3070188e-09,,0.14999999,8.115148,0.14999999,0.80712473,1389258,13.593301,144.20976,1525,910.9888524590164,0.5263158,6.0570593,194.88403,35.744087,-5.4276085,-4.6706047,,-13.593301,7.3477167e-13,-1.0,-3.4429648,9237.016,400
,-1.0573369,5612.736592769623,1526,245,-7.1602626,-1.4807373,1.3053064e-09,,0.14999999,8.115148,0.14999999,0.8923578,1390257,13.593301,144.20976,1526,911.0465268676278,-7.894737,6.057337,231.75175,35.744316,-2.8979568,-4.6712604,,-13.593301,,1.0,-3.442755,9243.496,400
,-1.0581242,5619.799234390259,1527,245,-4.4113207,-2.259547,1.3035973e-09,,0.14999999,8.115148,0.14999999,0.8209725,1391256,13.593301,144.20976,1527,911.1041257367388,-4.736842,6.058124,114.53069,35.744724,-2.8980584,-4.6719155,,-13.593301,,0.15789473,-3.4424953,9250.756,400
14.424737,-1.0575814,5626.328181266785,1528,245,-4.1921906,-0.22861768,1.3018916e-09,,0.14999999,8.115148,0.14999999,1.0444689,1392255,13.593301,144.20976,1528,911.1616492146596,-4.736842,6.0575814,125.02499,35.746277,-2.8474598,-4.67257,,-13.593301,,0.57894737,-3.4422338,9255.984,400
,-1.0577325,5633.005470991135,1529,245,2.9797397,-1.2886477,1.3001892e-09,,0.14999999,8.115148,0.14999999,1.0854286,1393254,13.593301,144.20976,1529,911.2190974493133,2.631579,6.0577326,118.2682,35.737938,-2.8942904,-4.6732244,,-13.593301,,0.15789473,-3.4418647,9262.273,400
,-1.0571712,5640.374862670898,1530,245,4.5370774,-0.19894704,1.2984902e-09,,0.14999999,8.115148,0.14999999,0.96238446,1394253,13.593301,144.20976,1530,911.2764705882353,4.736842,6.0571713,119.52864,35.730404,-2.9953206,-4.673878,,-13.593301,,-0.2631579,-3.4415357,9267.472,400
,-1.0565674,5646.370655059814,1531,245,10.742155,-0.1327886,1.2967944e-09,,0.14999999,8.115148,0.14999999,1.0626016,1395227,13.593301,144.20976,1531,911.3174395819726,10.0,6.056567,107.22205,35.72751,-2.7770436,-4.6745315,,-13.593301,,0.36842105,-3.441142,9272.6045,400
,-1.056676,5654.69153213501,1532,245,-2.1235175,-1.2229425,1.295102e-09,,0.14999999,8.115148,0.14999999,1.1449972,1396226,13.593301,144.20976,1532,911.3746736292428,-1.5789474,6.056676,120.9654,35.681103,-3.448453,-4.6751847,,-13.593301,2.6090726e-17,-0.36842105,-3.441122,9278.828,400
,-1.0562428,5660.937786817551,1533,245,1.9212117,-0.39255205,1.293413e-09,,0.14999999,8.115148,0.14999999,0.9844728,1397225,13.593301,144.20976,1533,911.4318330071754,1.5789474,6.056243,119.7163,35.6291,-3.1838193,-4.675837,,-13.593301,2.4140509e-29,0.2631579,-3.4408813,9284.221,400
4.903635e-31,-1.0555683,5668.1643788814545,1534,245,4.0567617,-0.021665756,1.2917273e-09,,0.14999999,8.115148,0.14999999,1.1875846,1398224,13.593301,144.20976,1534,911.4889178617992,3.6842105,6.055568,119.870186,35.630054,-4.310987,-4.6764894,,-13.593301,,0.2631579,-3.4414756,9289.242,400
,-1.0549926,5676.470294237137,1535,245,-5.509489,-0.17182264,1.2900447e-09,,0.14999999,8.115148,0.14999999,0.9687434,1399223,13.593301,144.20976,1535,911.5459283387622,-5.7894735,6.0549927,118.22919,35.61671,-3.2679272,-4.6771407,,-13.593301,,0.2631579,-3.4412618,9294.414,400
,-1.0545139,5683.692480564117,1536,245,1.0493731,-0.31972915,1.2883655e-09,,0.14999999,8.115148,0.14999999,0.930263,1400222,13.593301,144.20976,1536,911.6028645833334,1.5789474,6.054514,121.02771,35.606804,-2.8081498,-4.677792,,-13.593301,6.1037897e-31,-0.47368422,-3.4408846,9299.733,400
,-1.0544055,5690.542735815048,1537,245,-1.8133703,-0.8876935,1.2866895e-09,,0.14999999,8.115148,0.14999999,0.8160495,1401221,13.593301,144.20976,1537,911.6597267404034,-2.631579,6.054405,128.32603,35.607693,-3.0085478,-4.678443,,-13.593301,,0.68421054,-3.440666,9305.621,400
,-1.0563222,5696.867334604263,1538,245,-7.373057,-4.002487,1.285017e-09,,0.14999999,8.115148,0.14999999,1.0012366,1402220,13.593301,144.20976,1538,911.7165149544863,-7.894737,6.056322,123.06629,35.578323,-3.4581256,-4.6790934,,-13.593301,,0.57894737,-3.4408119,9314.623,400
,-1.0561265,5704.418497085571,1539,245,2.2860584,-0.75509393,1.2833475e-09,,0.14999999,8.115148,0.14999999,0.92603254,1403219,13.593301,144.20976,1539,911.7732293697206,3.6842105,6.0561266,184.74228,35.567986,-2.816128,-4.6797433,,-13.593301,,-1.0,-3.4404213,9320.379,400
,-1.0571091,5711.470335483551,1540,245,7.0775046,-2.5693238,1.2816814e-09,,0.14999999,8.115148,0.14999999,0.81822413,1403978,13.593301,144.20976,1540,911.674025974026,7.894737,6.057109,116.6196,35.565193,-5.007229,-4.6803927,,-13.593301,,-0.7894737,-3.4415097,9327.948,400
,-1.0574416,5717.946263790131,1541,245,3.2248101,-1.569648,1.2800185e-09,,0.14999999,8.115148,0.14999999,0.9816984,1404651,13.593301,144.20976,1541,911.5191434133679,3.6842105,6.0574417,119.956696,35.56528,-3.048762,-4.681042,,-13.593301,,-0.47368422,-3.4413853,9334.518,400
,-1.0569305,5725.579096317291,1542,245,-8.209621,-0.26937374,1.2783589e-09,,0.14999999,8.115148,0.14999999,0.9085893,1405539,13.593301,144.20976,1542,911.5038910505837,-7.894737,6.0569305,114.34248,35.562946,-3.1518626,-4.6816907,,-13.593301,,-0.15789473,-3.4412274,9339.787,400
2.118106e-38,-1.0563468,5733.352291584015,1543,245,-10.384189,-0.15595034,1.2767024e-09,,0.14999999,8.115148,0.14999999,1.0631436,1406538,13.593301,144.20976,1543,911.5605962410888,-10.0,6.056347,117.92053,35.563465,-2.8799775,-4.682339,,-13.593301,,-0.15789473,-3.4409366,9344.943,400
,-1.0557958,5741.052874326706,1544,245,0.84147084,-0.20567304,1.2750492e-09,,0.14999999,8.115148,0.14999999,1.1686689,1407537,13.593301,144.20976,1544,911.6172279792746,0.5263158,6.0557957,117.98403,35.556286,-2.9584703,-4.6829867,,-13.593301,0.002495868,-0.15789473,-3.440602,9350.148,400
,-1.0551124,5748.903076887131,1545,245,-4.7046547,-0.00018975856,1.273399e-09,,0.14999999,8.115148,0.14999999,1.1362203,1408536,13.593301,144.20976,1545,911.673786407767,-4.736842,6.0551124,117.168236,35.54899,-4.926525,-4.683633,,-13.593301,,-0.15789473,-3.4414759,9355.148,400
3.433344e-32,-1.0544957,5755.688438177109,1546,245,-2.873831,-0.10163242,1.2717523e-09,,0.14999999,8.115148,0.14999999,1.3389169,1409535,13.593301,144.20976,1546,911.7302716688228,-2.631579,6.054496,118.0693,35.546753,-3.9008632,-4.68428,,-13.593301,,-0.15789473,-3.4417057,9360.25,400
,-1.0538361,5763.155334234238,1547,245,5.3354187,-0.034072634,1.2701086e-09,,0.14999999,8.115148,0.14999999,0.94319487,1410534,13.593301,144.20976,1547,911.786683904331,5.7894735,6.053836,118.085625,35.537773,-3.1140726,-4.6849265,,-13.593301,,-0.36842105,-3.4412997,9365.284,400
,-1.0537046,5771.378699064255,1548,245,-6.40557,-0.8502438,1.2684682e-09,,0.14999999,8.115148,0.14999999,0.8140994,1411296,13.593301,144.20976,1548,911.6899224806201,-6.8421054,6.0537047,118.268486,35.533085,-3.5438957,-4.6855726,,-13.593301,,0.15789473,-3.4414163,9371.135,400
,-1.0530584,5779.363661289215,1549,245,-3.4935071,-0.05264073,1.266831e-09,,0.14999999,8.115148,0.14999999,0.89261407,1412295,13.593301,144.20976,1549,911.7462879276953,-3.6842105,6.0530586,117.64729,35.531162,-4.84331,-4.6862183,,-13.593301,,0.15789473,-3.4424543,9376.1875,400
