IWLastEpisode,ReturnMean,TimeElapsed,Iteration,MinEpLen,ActionIn1,ReturnLastEpisode,Delta,IWMin,MountainCar_std1_higher,ReturnMax,MountainCar_std0_higher,IWMean,TimestepsSoFar,ReturnAbsMax,ReturnStepMax,NumTrajectories,AvgEpLen,MountainCar_mu1_higher,Regret/t,IWMax,Bound,DenMISELogLast,DenMISELogFirst,NumTrainableParams,ReturnMin,IWFirstEpisode,MountainCar_mu0_higher,DenMISEMeanLog,Regret,GridSize
,-1.120594,1182.1023070812225,649,253,-6.4031663,-0.2885009,7.216591e-09,,0.14999999,6.3724747,0.14999999,1.1391361,594197,13.593301,144.20976,649,915.557781201849,-5.7894735,6.120594,132.8241,55.752064,-2.8154955,-4.3113894,,-13.593301,,-0.57894737,-3.4795487,3972.2656,400
,-1.1203003,1184.263263463974,650,253,3.2980337,-0.9297447,7.1944037e-09,,0.14999999,6.3724747,0.14999999,1.0854976,595196,13.593301,144.20976,650,915.6861538461538,3.6842105,6.1203003,133.34282,55.71916,-2.8225129,-4.3129287,,-13.593301,,-0.57894737,-3.4784393,3978.1953,400
,-1.1191413,1186.432145357132,651,253,9.419515,-0.3657935,7.172318e-09,,0.14999999,6.3724747,0.14999999,1.2228113,596195,13.593301,144.20976,651,915.8141321044546,10.0,6.1191416,113.59985,55.700703,-2.7421975,-4.314466,,-13.593301,,-0.2631579,-3.4772928,3983.561,400
,-1.1108799,1188.2902801036835,652,253,4.067511,4.2673583,7.1503345e-09,,0.14999999,6.3724747,0.14999999,1.4184387,596503,13.593301,144.20976,652,914.8819018404907,4.736842,6.11088,133.77237,55.67893,-4.6613636,-4.316001,,-13.593301,,-0.57894737,-3.4788728,3984.2937,400
,-1.1093781,1190.1258914470673,653,253,-2.257071,-0.1302112,7.128451e-09,,0.14999999,6.3724747,0.14999999,0.62855226,596992,13.593301,144.20976,653,914.2297090352221,-2.631579,6.109378,104.103615,55.620964,-2.915246,-4.3175335,,-13.593301,,0.57894737,-3.4775074,3989.4238,400
,-1.1090219,1192.2437410354614,654,253,0.22526395,-0.87647533,7.106668e-09,,0.14999999,6.3724747,0.14999999,1.326204,597991,13.593301,144.20976,654,914.3593272171254,-0.5263158,6.109022,134.41504,55.61457,-3.148405,-4.3190637,,-13.593301,0.4516891,0.47368422,-3.477615,3995.3003,400
,-1.1092106,1194.3528077602386,655,253,-5.2937436,-1.2325908,7.0849846e-09,,0.14999999,6.3724747,0.14999999,1.4545166,598990,13.593301,144.20976,655,914.4885496183206,-4.736842,6.1092105,133.65257,55.60683,-3.40911,-4.3199015,,-13.593301,,-0.57894737,-3.4771664,4001.533,400
,-1.1087252,1196.4096179008484,656,253,5.3901944,-0.7907686,7.063401e-09,,0.14999999,6.3724747,0.14999999,1.4512504,599989,13.593301,144.20976,656,914.6173780487804,5.7894735,6.108725,127.9108,55.592155,-2.7969196,-4.321427,,-13.593301,,-0.68421054,-3.4756005,4007.3237,400
,-1.108035,1198.4331526756287,657,253,1.4537151,-0.65523475,7.041915e-09,,0.14999999,6.3724747,0.14999999,0.8722569,600704,13.593301,144.20976,657,914.3135464231354,0.5263158,6.108035,135.199,55.569424,-3.3328917,-4.3229504,,-13.593301,2.2260801e-06,0.57894737,-3.474855,4012.979,400
,-1.1119943,1200.5294716358185,658,253,-6.4075336,-3.7133017,7.0205273e-09,,0.14999999,6.3724747,0.14999999,1.1429573,601703,13.593301,144.20976,658,914.4422492401216,-6.8421054,6.1119943,122.463806,55.45358,-3.101979,-4.324471,,-13.593301,,0.57894737,-3.4745595,4021.6924,400
,-1.1114483,1202.6990869045258,659,253,-0.4765979,-0.75222796,6.999237e-09,,0.14999999,6.3724747,0.14999999,1.1755217,602702,13.593301,144.20976,659,914.5705614567527,-1.5789474,6.1114483,216.27231,55.321518,-2.8069394,-4.3259897,,-13.593301,1.2917764e-25,1.0,-3.4734447,4027.4443,400
,-1.1188668,1204.7832777500153,660,253,10.334252,-6.0076485,6.9780426e-09,,0.14999999,6.3724747,0.14999999,1.1875112,603701,13.593301,144.20976,660,914.6984848484849,10.0,6.118867,144.50475,55.05684,-3.2750645,-4.327506,,-13.593301,,0.68421054,-3.4730632,4038.4521,400
,-1.1181688,1206.8770270347595,661,253,6.2498674,-0.6574853,6.9569452e-09,,0.14999999,6.3724747,0.14999999,0.803352,604700,13.593301,144.20976,661,914.8260211800302,6.8421054,6.118169,123.290665,54.91049,-3.0406368,-4.32902,,-13.593301,,-0.7894737,-3.4722636,4044.1096,400
,-1.118096,1208.8369135856628,662,253,9.217127,-1.0700072,6.935943e-09,,0.14999999,6.3724747,0.14999999,0.81336695,605520,13.593301,144.20976,662,914.6827794561933,10.0,6.118096,100.23575,54.77549,-3.1020782,-4.3305316,,-13.593301,,-0.68421054,-3.4720843,4050.1797,400
1.7215706e-35,-1.1175588,1210.8400869369507,663,253,7.4545407,-0.7619503,6.915036e-09,,0.14999999,6.3724747,0.14999999,0.90047485,606202,13.593301,144.20976,663,914.3318250377074,7.894737,6.117559,123.6195,54.764103,-3.1539538,-4.3320413,,-13.593301,,-0.7894737,-3.4719467,4055.9414,400
,-1.1157987,1212.6907095909119,664,253,1.8622782,0.051160496,6.894223e-09,,0.14999999,6.3724747,0.14999999,0.7696033,606731,13.593301,144.20976,664,913.7515060240963,2.631579,6.115799,91.08296,54.6214,-2.7634113,-4.333548,,-13.593301,,-0.7894737,-3.4711053,4060.8904,400
,-1.116575,1214.778207063675,665,253,-8.545072,-1.6319585,6.8735044e-09,,0.14999999,6.3724747,0.14999999,0.82758516,607577,13.593301,144.20976,665,913.6496240601504,-7.894737,6.1165752,130.44026,54.570595,-3.0566232,-4.335053,,-13.593301,,-0.7894737,-3.4708812,4067.5225,400
,-1.1162806,1216.9114260673523,666,253,-2.5271502,-0.92054504,6.8528787e-09,,0.14999999,6.3724747,0.14999999,0.872056,608576,13.593301,144.20976,666,913.7777777777778,-1.5789474,6.1162806,131.03519,54.571003,-2.7551718,-4.336556,,-13.593301,3.210516e-22,-0.7894737,-3.4701302,4073.4429,400
,-1.1173334,1219.0204632282257,667,253,1.5204259,-1.8185382,6.832345e-09,,0.14999999,6.3724747,0.14999999,1.4271439,609575,13.593301,144.20976,667,913.9055472263868,0.5263158,6.1173334,281.18353,54.52835,-2.8991032,-4.338056,,-13.593301,9.898869e-13,1.0,-3.4695475,4080.2615,400
,-1.1224958,1221.2237060070038,668,253,-7.9366703,-4.565678,6.8119053e-09,,0.14999999,6.3724747,0.14999999,1.0080343,610574,13.593301,144.20976,668,914.0329341317365,-6.8421054,6.1224957,128.96498,54.490215,-3.0696445,-4.3395543,,-13.593301,,-0.7894737,-3.4685564,4089.8271,400
,-1.1241193,1223.4305152893066,669,253,-1.3193381,-2.2086954,6.7915553e-09,,0.14999999,6.3724747,0.14999999,0.96104294,611573,13.593301,144.20976,669,914.1599402092676,-0.5263158,6.1241193,125.98797,54.425114,-3.4312735,-4.34105,,-13.593301,4.3825174e-05,-0.7894737,-3.46858,4097.0356,400
,-1.1235117,1225.7202563285828,670,253,-9.584064,-0.7170046,6.771297e-09,,0.14999999,6.3724747,0.14999999,1.1290997,612572,13.593301,144.20976,670,914.2865671641791,-8.947369,6.123512,130.627,54.413826,-3.9250972,-4.3425436,,-13.593301,,-0.7894737,-3.4694066,4102.753,400
,-1.1234641,1227.888578414917,671,253,-0.014434338,-1.0915811,6.75113e-09,,0.14999999,6.3724747,0.14999999,0.97362405,613571,13.593301,144.20976,671,914.4128166915052,0.5263158,6.123464,132.05806,54.395596,-2.9197628,-4.344035,,-13.593301,2.44896e-09,-0.7894737,-3.4685106,4108.844,400
,-1.1230774,1230.068608045578,672,253,-4.442368,-0.86358744,6.7310517e-09,,0.14999999,6.3724747,0.14999999,1.0683095,614570,13.593301,144.20976,672,914.5386904761905,-3.6842105,6.1230774,131.28955,54.321815,-2.9426923,-4.3455243,,-13.593301,,-0.7894737,-3.4678621,4114.708,400
,-1.1234508,1232.1931643486023,673,253,9.015986,-1.3744057,6.7110637e-09,,0.14999999,6.3724747,0.14999999,1.1738224,615569,13.593301,144.20976,673,914.6641901931649,7.894737,6.1234508,264.16107,54.292908,-2.8548276,-4.3470116,,-13.593301,,1.0,-3.466955,4121.0825,400
,-1.1326119,1234.348722934723,674,253,1.022362,-7.2980194,6.6911645e-09,,0.14999999,6.3724747,0.14999999,1.008909,616568,13.593301,144.20976,674,914.7893175074184,1.5789474,6.1326118,124.17863,54.286243,-3.2931442,-4.348496,,-13.593301,5.6187746e-35,-0.7894737,-3.4666078,4133.3804,400
,-1.1327752,1236.4940819740295,675,253,-8.310904,-1.2428356,6.671353e-09,,0.14999999,6.3724747,0.14999999,0.7878796,617567,13.593301,144.20976,675,914.914074074074,-8.947369,6.1327753,113.075745,54.270336,-3.6957448,-4.349979,,-13.593301,,0.7894737,-3.4670174,4139.623,400
8.201121e-30,-1.134062,1238.621826171875,676,253,-10.807402,-2.0027072,6.65163e-09,,0.14999999,6.3724747,0.14999999,0.84856963,618566,13.593301,144.20976,676,915.0384615384615,-10.0,6.134062,114.03952,53.724346,-3.0178256,-4.351459,,-13.593301,,-0.7894737,-3.4667275,4146.626,400
,-1.13472,1240.8923645019531,677,253,-5.680298,-1.5794785,6.631994e-09,,0.14999999,6.3724747,0.14999999,0.99394804,619565,13.593301,144.20976,677,915.162481536189,-4.736842,6.13472,105.59406,53.65351,-3.0251153,-4.352937,,-13.593301,,-0.7894737,-3.466367,4153.2056,400
,-1.1351779,1243.0185220241547,678,253,3.6332772,-1.4451199,6.612445e-09,,0.14999999,6.3724747,0.14999999,1.1112043,620564,13.593301,144.20976,678,915.2861356932153,4.736842,6.1351776,125.37901,53.634407,-2.9330971,-4.3544135,,-13.593301,,-0.7894737,-3.4656622,4159.6504,400
,-1.1352113,1245.104964017868,679,253,10.514436,-1.1579363,6.592984e-09,,0.14999999,6.3724747,0.14999999,0.84217054,621427,13.593301,144.20976,679,915.2091310751105,10.0,6.1352115,108.20042,53.503803,-5.4102364,-4.355887,,-13.593301,,0.15789473,-3.4684646,4165.8086,400
,-1.1338084,1247.026439189911,680,253,-6.768386,-0.18119875,6.573607e-09,,0.14999999,6.3724747,0.14999999,1.1556126,622103,13.593301,144.20976,680,914.8573529411765,-5.7894735,6.133808,124.793236,53.433655,-3.7588003,-4.357359,,-13.593301,,-0.7894737,-3.4691901,4170.9897,400
,-1.1337124,1249.2741544246674,681,253,7.611607,-1.0684701,6.554315e-09,,0.14999999,6.3724747,0.14999999,0.9861566,623102,13.593301,144.20976,681,914.9809104258444,6.8421054,6.1337123,151.68439,53.362682,-4.214345,-4.3588285,,-13.593301,,0.8947368,-3.4701617,4177.058,400
,-1.139208,1251.4259111881256,682,253,-3.7531672,-4.881624,6.535108e-09,,0.14999999,6.3724747,0.14999999,0.90486455,624101,13.593301,144.20976,682,915.1041055718475,-4.736842,6.139208,179.80305,53.22872,-4.463913,-4.360296,,-13.593301,,1.0,-3.4717412,4186.94,400
,-1.1455147,1253.571944952011,683,253,9.142629,-5.446741,6.5159855e-09,,0.14999999,6.3724747,0.14999999,1.0142862,625100,13.593301,144.20976,683,915.2269399707175,8.947369,6.1455145,102.44522,53.219337,-3.5048976,-4.361761,,-13.593301,,0.05263158,-3.4720464,4197.3867,400
,-1.1381549,1255.4934239387512,684,253,2.4485593,3.8886309,6.496947e-09,,0.14999999,6.3724747,0.14999999,0.88640195,625419,13.593301,144.20976,684,914.3552631578947,1.5789474,6.138155,126.76449,53.20801,-2.789772,-4.363224,,-13.593301,9.3808616e-35,0.7894737,-3.4711096,4198.498,400
,-1.1417009,1257.6759009361267,685,253,6.5637164,-3.567205,6.477992e-09,,0.14999999,6.3724747,0.14999999,1.3630916,626418,13.593301,144.20976,685,914.4788321167883,6.8421054,6.1417007,120.69046,53.08366,-2.7896597,-4.364685,,-13.593301,,-0.15789473,-3.4703531,4207.065,400
,-1.139489,1259.6873009204865,686,253,2.652152,0.3756056,6.459119e-09,,0.14999999,6.3724747,0.14999999,1.310186,626950,13.593301,144.20976,686,913.9212827988338,3.6842105,6.139489,128.06068,53.059402,-2.9145155,-4.3661437,,-13.593301,,-0.7894737,-3.4691284,4211.6895,400
,-1.1400489,1261.8458902835846,687,253,-8.306759,-1.5240797,6.4403287e-09,,0.14999999,6.3724747,0.14999999,0.92903334,627949,13.593301,144.20976,687,914.0451237263464,-7.894737,6.140049,125.62228,53.060997,-3.3064027,-4.3676004,,-13.593301,,-0.05263158,-3.4685566,4218.2134,400
,-1.1389556,1264.066169977188,688,253,3.5844564,-0.38785326,6.4216206e-09,,0.14999999,6.3724747,0.14999999,1.0503271,628948,13.593301,144.20976,688,914.1686046511628,2.631579,6.1389556,132.66637,53.04827,-2.791157,-4.369055,,-13.593301,,0.7894737,-3.4677546,4223.6016,400
,-1.1425383,1266.200811624527,689,253,-4.13989,-3.6074462,6.402994e-09,,0.14999999,6.3724747,0.14999999,0.706381,629947,13.593301,144.20976,689,914.2917271407838,-3.6842105,6.142538,126.76201,53.011784,-2.9526403,-4.3705072,,-13.593301,,-0.15789473,-3.467031,4232.209,400
,-1.1414272,1268.352147102356,690,253,2.7055602,-0.37585166,6.384447e-09,,0.14999999,6.3724747,0.14999999,0.7221987,630946,13.593301,144.20976,690,914.4144927536232,2.631579,6.141427,104.34943,53.005592,-2.9247181,-4.371958,,-13.593301,,-0.15789473,-3.4667294,4237.585,400
2.2082854e-13,-1.1398463,1270.5401644706726,691,253,4.257778,-0.049108,6.365982e-09,,0.14999999,6.3724747,0.14999999,0.96035093,631945,13.593301,144.20976,691,914.5369030390738,3.6842105,6.1398463,134.97002,53.009697,-3.7181952,-4.373406,,-13.593301,,0.7894737,-3.4675417,4242.634,400
,-1.1410897,1272.718175649643,692,253,7.820451,-2.000225,6.3475967e-09,,0.14999999,6.3724747,0.14999999,1.0900811,632944,13.593301,144.20976,692,914.6589595375723,8.947369,6.1410894,205.53186,52.969902,-3.0333636,-4.374852,,-13.593301,,-1.0,-3.4670515,4249.634,400
,-1.1413457,1274.8638796806335,693,253,0.21145597,-1.3185887,6.3292904e-09,,0.14999999,6.3724747,0.14999999,1.1359642,633504,13.593301,144.20976,693,914.1471861471862,-0.5263158,6.141346,135.93471,52.92294,-3.604071,-4.376296,,-13.593301,7.4684904e-05,0.7894737,-3.4672594,4255.9526,400
,-1.1423832,1276.9624865055084,694,253,-6.8950715,-1.8613172,6.311064e-09,,0.14999999,6.3724747,0.14999999,0.98648936,634503,13.593301,144.20976,694,914.2694524495678,-7.894737,6.142383,131.16353,52.81007,-2.8064618,-4.377738,,-13.593301,,0.8947368,-3.4662235,4262.814,400
2.4041055e-08,-1.1460915,1279.0347011089325,695,253,-6.0639806,-3.719605,6.2929155e-09,,0.14999999,6.3724747,0.14999999,0.79600626,635502,13.593301,144.20976,695,914.3913669064748,-6.8421054,6.1460915,96.07515,52.774853,-2.965903,-4.3791776,,-13.593301,,0.7894737,-3.46562,4271.5337,400
1.5922287e-13,-1.1488496,1281.2180225849152,696,253,-7.1163254,-3.0657768,6.2748455e-09,,0.14999999,6.3724747,0.14999999,1.1034272,636501,13.593301,144.20976,696,914.5129310344828,-6.8421054,6.1488495,128.73569,52.757214,-2.9887345,-4.3806157,,-13.593301,,-0.36842105,-3.4652812,4279.5996,400
,-1.1473836,1283.3707373142242,697,253,-0.049595743,-0.12702179,6.2568524e-09,,0.14999999,6.3724747,0.14999999,1.2379471,637500,13.593301,144.20976,697,914.6341463414634,0.5263158,6.1473837,127.61186,52.754715,-2.8206265,-4.3820515,,-13.593301,0.00014734597,-0.36842105,-3.4642951,4284.7266,400
,-1.146333,1285.4489390850067,698,253,3.6246998,-0.41396594,6.2389374e-09,,0.14999999,6.3724747,0.14999999,0.8254687,638499,13.593301,144.20976,698,914.7550143266476,3.6842105,6.1463327,106.78295,52.701416,-3.2728581,-4.383485,,-13.593301,,-0.05263158,-3.4637895,4290.1406,400
,-1.1447096,1287.552399635315,699,253,-7.455584,-0.0117065385,6.221099e-09,,0.14999999,6.3724747,0.14999999,1.0153595,639498,13.593301,144.20976,699,914.8755364806867,-7.894737,6.1447096,116.10309,52.651325,-3.010202,-4.3849163,,-13.593301,,0.36842105,-3.4634411,4295.152,400
,-1.1434933,1289.6410744190216,700,253,-2.0960743,-0.29324552,6.203338e-09,,0.14999999,6.3724747,0.14999999,1.2915676,640497,13.593301,144.20976,700,914.9957142857143,-1.5789474,6.143493,122.436134,52.654026,-3.1117318,-4.386346,,-13.593301,1.9545375e-17,-0.36842105,-3.462997,4300.4453,400
,-1.1429527,1291.7462148666382,701,253,-9.010719,-0.7645136,6.1856515e-09,,0.14999999,6.3724747,0.14999999,1.0776747,641496,13.593301,144.20976,701,915.1155492154065,-8.947369,6.142953,126.163635,52.65376,-2.9210296,-4.3877735,,-13.593301,,-0.15789473,-3.4619312,4306.21,400
,-1.1413865,1293.8804829120636,702,253,-4.5408564,-0.043538284,6.168041e-09,,0.14999999,6.3724747,0.14999999,1.2818869,642495,13.593301,144.20976,702,915.2350427350427,-4.736842,6.1413865,128.59409,52.57121,-2.82723,-4.3891993,,-13.593301,,0.36842105,-3.4610124,4311.2534,400
,-1.1403611,1296.0904052257538,703,253,9.213796,-0.42046535,6.1505054e-09,,0.14999999,6.3724747,0.14999999,0.85782474,643494,13.593301,144.20976,703,915.3541963015647,8.947369,6.140361,115.64459,52.484833,-3.4043784,-4.3906226,,-13.593301,,0.36842105,-3.4606547,4316.674,400
0.016442524,-1.139452,1298.1909532546997,704,253,8.816071,-0.50039214,6.133045e-09,,0.14999999,6.3724747,0.14999999,0.68486744,644493,13.593301,144.20976,704,915.4730113636364,8.947369,6.139452,116.136696,52.404682,-2.8559659,-4.392044,,-13.593301,,-0.2631579,-3.4600623,4322.1743,400
,-1.1359533,1300.0790538787842,705,253,6.6722555,1.3270584,6.1156586e-09,,0.14999999,6.3724747,0.14999999,1.0736487,644904,13.593301,144.20976,705,914.7574468085106,5.7894735,6.1359534,138.74731,52.362328,-3.1395833,-4.3934636,,-13.593301,,0.7894737,-3.460103,4325.847,400
,-1.1418748,1302.2515578269958,706,253,-0.9895338,-5.3165193,6.098347e-09,,0.14999999,6.3724747,0.14999999,0.76851285,645903,13.593301,144.20976,706,914.8767705382436,-0.5263158,6.141875,111.72144,52.329357,-2.9347005,-4.394881,,-13.593301,0.36144742,-0.47368422,-3.4593537,4336.1636,400
,-1.1410267,1304.340502023697,707,253,8.211886,-0.5422502,6.081108e-09,,0.14999999,6.3724747,0.14999999,0.6560081,646902,13.593301,144.20976,707,914.995756718529,7.894737,6.1410265,112.044266,52.25756,-2.7395306,-4.3957844,,-13.593301,,0.15789473,-3.4587178,4341.706,400
1.0305321e-11,-1.1373732,1306.1723477840424,708,253,7.0060716,1.4456604,6.0639422e-09,,0.14999999,6.3724747,0.14999999,0.8772333,647309,13.593301,144.20976,708,914.2782485875706,6.8421054,6.137373,129.90385,52.249622,-2.9123006,-4.397198,,-13.593301,,0.36842105,-3.4584808,4345.2603,400
,-1.1360922,1308.2997288703918,709,253,8.095596,-0.2291811,6.0468484e-09,,0.14999999,6.3724747,0.14999999,1.2859147,648308,13.593301,144.20976,709,914.3977433004231,8.947369,6.136092,116.354645,52.234024,-2.8361814,-4.3986096,,-13.593301,,-0.57894737,-3.4578443,4350.4893,400
,-1.13113,1310.0912704467773,710,253,-4.0734096,2.3870845,6.029827e-09,,0.14999999,6.3724747,0.14999999,1.161228,648635,13.593301,144.20976,710,913.5704225352113,-3.6842105,6.13113,127.47417,52.224304,-2.9380517,-4.4000187,,-13.593301,,-0.47368422,-3.4568126,4353.1025,400
,-1.1305696,1312.191571712494,711,253,-8.652804,-0.7326818,6.0128773e-09,,0.14999999,6.3724747,0.14999999,1.172432,649634,13.593301,144.20976,711,913.690576652602,-8.947369,6.1305695,129.06883,52.209057,-3.5315945,-4.4014263,,-13.593301,,0.36842105,-3.4567943,4358.835,400
,-1.1293151,1314.3450334072113,712,253,9.661369,-0.2373431,5.9959993e-09,,0.14999999,6.3724747,0.14999999,1.108403,650633,13.593301,144.20976,712,913.810393258427,10.0,6.1293154,108.19918,52.2111,-2.7469952,-4.402832,,-13.593301,,-0.36842105,-3.45566,4364.0723,400
,-1.1248313,1316.2446105480194,713,253,2.3523085,2.067597,5.979192e-09,,0.14999999,6.3724747,0.14999999,1.1624422,651005,13.593301,144.20976,713,913.0504908835904,2.631579,6.124831,125.84675,52.20998,-3.1378324,-4.4042354,,-13.593301,,-0.47368422,-3.4551346,4367.005,400
,-1.1243365,1318.5171344280243,714,253,10.647321,-0.7715254,5.962455e-09,,0.14999999,6.3724747,0.14999999,0.8983318,652004,13.593301,144.20976,714,913.1708683473389,10.0,6.1243362,151.23509,52.211075,-4.9650726,-4.405637,,-13.593301,,0.8947368,-3.457125,4372.7764,400
,-1.1297288,1320.6555850505829,715,253,-2.9343843,-4.9798465,5.9457883e-09,,0.14999999,6.3724747,0.14999999,0.9367959,653003,13.593301,144.20976,715,913.290909090909,-2.631579,6.129729,130.82697,52.182774,-4.3063564,-4.4070363,,-13.593301,,-0.57894737,-3.4585338,4382.756,400
,-1.1287687,1322.771791934967,716,253,9.146464,-0.4422447,5.9291914e-09,,0.14999999,6.3724747,0.14999999,0.99733233,654002,13.593301,144.20976,716,913.4106145251396,10.0,6.128769,185.17284,52.115185,-3.1567893,-4.408434,,-13.593301,,-1.0,-3.4582744,4388.198,400
,-1.1285194,1324.6848170757294,717,253,5.62981,-0.9500722,5.912664e-09,,0.14999999,6.3724747,0.14999999,1.0293697,654456,13.593301,144.20976,717,912.7698744769874,4.736842,6.1285195,341.14197,52.05921,-3.441554,-4.4098296,,-13.593301,,1.0,-3.4583738,4394.1484,400
,-1.1360722,1326.8447647094727,718,253,7.9414206,-6.5514073,5.8962057e-09,,0.14999999,6.3724747,0.14999999,0.9511826,655455,13.593301,144.20976,718,912.8899721448468,7.894737,6.136072,116.48949,52.06259,-3.6915402,-4.4112234,,-13.593301,,-0.15789473,-3.4588509,4405.6997,400
,-1.1326913,1328.861942768097,719,253,-1.6901798,1.294811,5.8798157e-09,,0.14999999,6.3724747,0.14999999,1.0699539,655878,13.593301,144.20976,719,912.2086230876217,-2.631579,6.1326914,134.33302,52.05784,-3.452286,-4.4126153,,-13.593301,,0.7894737,-3.4589796,4409.4053,400
,-1.1345894,1331.0897660255432,720,253,10.476162,-2.4993565,5.863494e-09,,0.14999999,6.3724747,0.14999999,0.9871717,656877,13.593301,144.20976,720,912.3291666666667,10.0,6.134589,119.45445,52.051582,-3.2588325,-4.4140053,,-13.593301,,0.36842105,-3.4587095,4416.9043,400
,-1.122945,1332.867845773697,721,252,2.061189,7.261121,5.8472405e-09,,0.14999999,7.261121,0.14999999,1.1120883,657129,13.593301,144.20976,721,911.4133148404993,1.5789474,6.122945,128.45895,51.98078,-3.195738,-4.415393,,-13.593301,6.3293355e-31,0.47368422,-3.4584396,4414.6436,400
,-1.1223097,1335.0492067337036,722,252,6.14804,-0.66435945,5.8310548e-09,,0.14999999,7.261121,0.14999999,1.1152703,658128,13.593301,144.20976,722,911.5346260387812,5.7894735,6.1223097,129.78287,51.94565,-2.8015,-4.416779,,-13.593301,,0.47368422,-3.4574647,4420.3076,400
3.9353674e-27,-1.121415,1337.1575474739075,723,252,3.6530974,-0.475437,5.8149356e-09,,0.14999999,7.261121,0.14999999,0.31062537,659127,13.593301,144.20976,723,911.655601659751,4.736842,6.121415,90.50503,51.888744,-2.7708046,-4.4181633,,-13.593301,,-1.0,-3.4564443,4425.783,400
,-1.1222997,1339.0800268650055,724,252,-4.7788444,-1.7618709,5.798883e-09,,0.14999999,7.261121,0.14999999,0.87427473,659738,13.593301,144.20976,724,911.2403314917127,-5.7894735,6.1222997,132.33566,51.842873,-3.0488641,-4.419545,,-13.593301,,0.57894737,-3.4568472,4432.545,400
,-1.1225532,1341.2844693660736,725,252,3.261028,-1.3060957,5.782897e-09,,0.14999999,7.261121,0.14999999,1.214061,660737,13.593301,144.20976,725,911.3613793103448,2.631579,6.1225533,128.79617,51.839375,-6.302958,-4.4209256,,-13.593301,,0.47368422,-3.4610128,4438.851,400
6.7955995e-07,-1.1222467,1343.5508556365967,726,252,3.8541937,-0.9001086,5.7669776e-09,,0.14999999,7.261121,0.14999999,1.064844,661736,13.593301,144.20976,726,911.4820936639119,3.6842105,6.1222467,125.96995,51.795937,-3.0881362,-4.4223037,,-13.593301,,0.47368422,-3.4603019,4444.751,400
,-1.1210661,1345.6264958381653,727,252,6.964915,-0.2638161,5.7511236e-09,,0.14999999,7.261121,0.14999999,1.056712,662735,13.593301,144.20976,727,911.6024759284732,7.894737,6.121066,202.70734,51.774063,-2.9902773,-4.4236803,,-13.593301,,-1.0,-3.4596386,4450.015,400
,-1.1207255,1347.5634121894836,728,252,-3.6333516,-0.873199,5.7353344e-09,,0.14999999,7.261121,0.14999999,1.3672959,663211,13.593301,144.20976,728,911.0041208791209,-3.6842105,6.1207256,134.83043,51.757492,-2.7690713,-4.425055,,-13.593301,,0.57894737,-3.4587388,4455.888,400
,-1.1195921,1349.7351052761078,729,252,1.1828358,-0.2944381,5.71961e-09,,0.14999999,7.261121,0.14999999,1.0285511,664210,13.593301,144.20976,729,911.1248285322359,0.5263158,6.119592,121.558655,51.729206,-4.349101,-4.426428,,-13.593301,4.3748876e-09,0.7894737,-3.4595754,4461.1826,400
,-1.1210188,1351.9521408081055,730,252,5.3888025,-2.1610875,5.7039506e-09,,0.14999999,7.261121,0.14999999,0.9744142,665209,13.593301,144.20976,730,911.245205479452,5.7894735,6.121019,119.394485,51.70672,-2.9712353,-4.4277983,,-13.593301,,-0.2631579,-3.4589496,4468.3438,400
,-1.1198798,1354.0517778396606,731,252,-1.2939801,-0.28846663,5.688355e-09,,0.14999999,7.261121,0.14999999,1.0532434,666208,13.593301,144.20976,731,911.3652530779754,-1.5789474,6.1198797,133.70796,51.702785,-2.7821798,-4.4291673,,-13.593301,3.2697364e-19,0.57894737,-3.4581308,4473.6323,400
,-1.1190115,1356.1526436805725,732,252,8.219714,-0.4842489,5.672824e-09,,0.14999999,7.261121,0.14999999,0.7713613,667207,13.593301,144.20976,732,911.4849726775956,7.894737,6.1190114,127.795334,51.57628,-3.0394852,-4.4305344,,-13.593301,,0.47368422,-3.4575725,4479.116,400
,-1.1182556,1358.3552913665771,733,252,5.01821,-0.56499815,5.6573564e-09,,0.14999999,7.261121,0.14999999,0.7214022,668206,13.593301,144.20976,733,911.6043656207366,5.7894735,6.1182556,225.66232,51.558567,-2.8655744,-4.4318995,,-13.593301,,-1.0,-3.4571304,4484.6816,400
,-1.1184603,1360.314213514328,734,252,-0.4270881,-1.2684174,5.6419522e-09,,0.14999999,7.261121,0.14999999,1.3045498,668676,13.593301,144.20976,734,911.0027247956403,-0.5263158,6.11846,119.9789,51.513123,-4.2977524,-4.433263,,-13.593301,59.032566,-0.05263158,-3.458747,4490.9497,400
,-1.1170514,1362.539178609848,735,252,-4.7651954,-0.08295645,5.6266103e-09,,0.14999999,7.261121,0.14999999,0.88428056,669675,13.593301,144.20976,735,911.1224489795918,-4.736842,6.117051,121.56225,51.51455,-4.092358,-4.3572693,,-13.593301,,-0.15789473,-3.4592967,4496.0327,400
,-1.1155591,1364.7639837265015,736,252,4.51211,-0.01872981,5.6113314e-09,,0.14999999,7.261121,0.14999999,1.0183355,670674,13.593301,144.20976,736,911.241847826087,4.736842,6.115559,102.93145,51.509247,-2.7923355,-4.3586287,,-13.593301,,-0.15789473,-3.4586182,4501.052,400
