ReturnMean,GridSize,LQGmu1_higher,Bound,IWMax,TimeElapsed,Iteration,IWMin,ReturnLastEpisode,Delta,LQGsigma_higher,IWLastEpisode,IWFirstEpisode,DenMISELogFirst,DenMISELogLast,TimestepsSoFar,ReturnAbsMax,Regret,Regret/t,ReturnMin,IWMean,LQGmu1_actor,ReturnMax,ReturnStepMax,DenMISEMeanLog
0.8095742,10,-0.11111111,2.0451033,18.820915,406.90414905548096,658,,0.95575756,1.40410545e-08,0.01831564,17.885204,,-2.6605635,0.09099753,13160,0.95649356,102.34912,0.15554583,,0.9933778,-0.11201096,0.95649356,0.99949014,-0.9286878
0.80979526,10,-0.11111111,2.0441463,12.2742605,407.95046043395996,659,,0.95523703,1.3998474e-08,0.0285655,11.761198,,-2.662082,0.17131498,13180,0.95649356,102.35901,0.15532476,,0.9582779,-0.09704375,0.95649356,0.99949014,-0.9270451
0.8100152,10,-1.0,2.0418873,11.410669,409.06378960609436,660,,0.95495033,1.3956085e-08,0.069483444,1.1773138e-36,,-2.6635983,0.03901117,13200,0.95649356,102.36914,0.15510482,,1.0275806,-1.0987021,0.95649356,0.99949014,-0.92565566
0.8102358,10,-1.0,2.0428405,11.423878,410.1850891113281,661,,0.95581967,1.39138905e-08,0.1690133,9.024663,9.888389e-33,-2.6651123,-1.5116441,13220,0.95649356,102.37848,0.15488422,,1.0162038,-0.90683883,0.95649356,0.99949014,-0.9265095
0.8104562,10,-1.0,2.0421615,11.370716,411.27741265296936,662,,0.9562032,1.3871886e-08,0.26359713,4.4044557,3.5586987e-13,-2.666624,-1.1306756,13240,0.95649356,102.38739,0.1546638,,1.0295323,-1.3287308,0.95649356,0.99949014,-0.92679894
0.8106741,10,-1.0,2.0496576,11.321585,412.41312980651855,663,,0.9549422,1.3830072e-08,0.41111228,10.755523,3.004635e-05,-2.6681335,-2.7251596,13260,0.95649356,102.397644,0.15444595,,1.0451792,-1.0246314,0.95649356,0.99949014,-0.9294714
0.81089276,10,0.7777778,2.0413966,24.987715,413.5339457988739,664,,0.9558353,1.3788446e-08,0.069483444,,0.0017297697,-2.6696405,-0.42066598,13280,0.95649356,102.40692,0.15422726,,1.0123183,0.69099516,0.95649356,0.99949014,-0.9286416
0.8102835,10,0.5555556,2.045284,19.482466,414.5877788066864,665,,0.40574062,1.3747009e-08,0.10836801,12.73819,0.00017286788,-2.6711428,-2.022335,13300,0.95649356,102.96631,0.15483654,,0.9151088,0.65464073,0.95649356,0.99949014,-0.9302876
0.80969733,10,0.7777778,2.0458164,21.780787,415.44165325164795,666,,0.41988644,1.3705757e-08,0.10836801,14.692661,0.63464844,-2.6726453,-2.0296373,13320,0.95649356,103.511536,0.15542269,,0.94676816,0.75968003,0.95649356,0.99949014,-0.9320755
0.80902267,10,-1.0,2.0411918,12.039674,416.29408025741577,667,,0.35964644,1.366469e-08,0.6411804,0.03584058,0.04214386,-2.6731932,-0.91179067,13340,0.95649356,104.11694,0.15609735,,1.0371635,-1.4899137,0.95649356,0.99949014,-0.93213767
0.8092411,10,-1.0,2.0403183,19.62762,417.44768476486206,668,,0.95498586,1.36238105e-08,1.0,8.015037,0.63757825,-2.674628,-3.1202655,13360,0.95649356,104.12714,0.1558789,,1.0454522,-1.6452467,0.95649356,0.99949014,-0.9353619
0.80945146,10,-1.0,2.0379546,11.673389,418.41819524765015,669,,0.9499723,1.3583111e-08,0.6411804,11.535867,0.04222725,-2.67517,-3.4263172,13380,0.95649356,104.14227,0.15566856,,1.0560029,-0.7385032,0.95649356,0.99949014,-0.93902326
0.80967045,10,-0.33333334,2.0362577,11.571039,419.5902853012085,670,,0.9561401,1.3542594e-08,0.044551425,1.6323546e-17,,-2.6766005,-0.50824076,13400,0.95649356,104.151245,0.15544957,,1.009668,-0.4413443,0.95649356,0.99949014,-0.9383011
0.809889,10,-0.7777778,2.034018,11.662677,420.5927908420563,671,,0.9563932,1.350226e-08,0.0285655,4.0371954e-29,,-2.678092,-1.3400912,13420,0.95649356,104.15997,0.155231,,1.0396605,-0.7502967,0.95649356,0.99949014,-0.9388953
0.8101064,10,-0.5555556,2.0339704,10.986992,421.48025393486023,672,,0.95592237,1.3462103e-08,0.0285655,1.4067406e-09,,-2.6795812,-0.21955189,13440,0.95649356,104.16919,0.15501362,,1.0309435,-0.51676536,0.95649356,0.99949014,-0.9377761
0.8103234,10,-0.7777778,2.033203,10.027853,422.3411979675293,673,,0.95617014,1.3422127e-08,0.044551425,5.3588803e-07,,-2.6810682,-0.5305364,13460,0.95649356,104.1781,0.1547966,,1.0792236,-0.752171,0.95649356,0.99949014,-0.93713534
0.81054,10,0.5555556,2.03263,14.956048,423.23057413101196,674,,0.9562517,1.3382329e-08,0.1690133,2.779479e-13,0.191283,-2.6825528,-0.16363691,13480,0.95649356,104.18695,0.15458,,0.9340524,0.35704404,0.95649356,0.99949014,-0.9358789
0.81017506,10,0.33333334,2.0359929,23.568153,424.3900423049927,675,,0.5642313,1.3342706e-08,0.0285655,22.316439,,-2.6837518,-0.81319517,13500,0.95649356,104.58783,0.15494496,,1.0234228,0.38621297,0.95649356,0.99949014,-0.9358008
0.8098255,10,-0.5555556,2.0325997,9.79723,425.2533881664276,676,,0.5738688,1.330326e-08,0.10836801,5.690877e-16,,-2.6852322,-1.356319,13520,0.95649356,104.979126,0.15529454,,0.93348557,-0.67621166,0.95649356,0.99949014,-0.9364082
0.81004167,10,-0.7777778,2.036806,9.332353,426.1037788391113,677,,0.9561529,1.3263988e-08,0.069483444,6.8086185,,-2.6867104,-1.2387904,13540,0.95649356,104.98804,0.15507835,,1.0733817,-0.8019281,0.95649356,0.99949014,-0.93695724
0.8102569,10,-0.11111111,2.032416,18.50813,427.1042594909668,678,,0.95601594,1.322489e-08,0.01831564,,,-2.6881864,-0.11778375,13560,0.95649356,104.99719,0.15486312,,1.0028663,-0.10550713,0.95649356,0.99949014,-0.9356476
0.8104584,10,0.5555556,2.0320554,10.457801,428.0704023838043,679,,0.9471164,1.3185968e-08,0.26359713,0.055426877,2.6331077,-2.68966,0.1624237,13580,0.95649356,105.0152,0.1546616,,0.9376032,0.36623603,0.95649356,0.99949014,-0.9340419
0.81011623,10,0.33333334,2.0390139,18.391903,429.2440342903137,680,,0.5777436,1.3147214e-08,0.044551425,18.160719,,-2.6872613,-0.9798036,13600,0.95649356,105.40259,0.15500379,,1.1164125,0.29591894,0.95649356,0.99949014,-0.93420446
0.8098702,10,-0.11111111,2.0313234,12.208552,430.34655594825745,681,,0.64257777,1.310863e-08,0.0285655,,,-2.688731,-1.0083791,13620,0.95649356,105.7251,0.15524983,,0.9588285,-0.1098881,0.95649356,0.99949014,-0.9341598
0.81008434,10,-0.33333334,2.0297475,10.582843,431.2383997440338,682,,0.95596004,1.3070216e-08,0.069483444,0.026728075,,-2.6901982,0.19906643,13640,0.95649356,105.734314,0.15503567,,0.99459267,-0.31932646,0.95649356,0.99949014,-0.93256867
0.8102975,10,-1.0,2.0287404,19.475285,432.26116037368774,683,,0.9556124,1.3031971e-08,1.0,0.35744056,0.64853275,-2.6916635,-0.12181054,13660,0.95649356,105.743835,0.15482253,,1.0457591,-0.86608785,0.95649356,0.99949014,-0.931397
0.8105108,10,-0.7777778,2.0339699,9.288241,433.15779972076416,684,,0.95619464,1.2993894e-08,0.069483444,7.539441,,-2.6921775,-1.0800782,13680,0.95649356,105.752686,0.1546092,,1.0813007,-0.73431814,0.95649356,0.99949014,-0.9315528
0.8107235,10,-0.7777778,2.0303626,8.314627,434.1775538921356,685,,0.9562035,1.2955984e-08,0.10836801,5.960575,,-2.6936383,-0.56229883,13700,0.95649356,105.76166,0.15439653,,1.0406382,-0.8930122,0.95649356,0.99949014,-0.93090194
0.8109353,10,-0.11111111,2.0227747,17.91543,435.3387382030487,686,,0.9560251,1.2918238e-08,0.01831564,,,-2.6950972,-1.145162,13720,0.95649356,105.77069,0.1541847,,1.0150176,-0.10108353,0.95649356,0.99949014,-0.9311599
0.8111425,10,-0.7777778,2.0211523,8.238899,436.417640209198,687,,0.95328146,1.2880657e-08,0.10836801,1.0934898e-08,,-2.6965537,0.13826294,13740,0.95649356,105.78259,0.15397751,,1.0420961,-0.7922293,0.95649356,0.99949014,-0.92959654
0.8113531,10,1.0,2.0206702,35.85507,437.58030009269714,688,,0.9560567,1.2843241e-08,0.1690133,8.284721e-25,29.38631,-2.6980083,0.0858754,13760,0.95649356,105.791626,0.15376693,,0.8806682,1.0402851,0.95649356,0.99949014,-0.9280642
0.8104202,10,0.11111111,2.0204716,12.223473,438.7641558647156,689,,0.16859065,1.2805988e-08,0.044551425,,,-2.6576352,-1.7090492,13780,0.95649356,106.588196,0.1546998,,1.0333973,0.17551535,0.95649356,0.99949014,-0.92938524
0.8102152,10,0.11111111,2.0217137,10.980998,439.67705821990967,690,,0.6689145,1.2768894e-08,0.10836801,9.748998,4.221169e-17,-2.6590855,-1.1504833,13800,0.95649356,106.88434,0.15490484,,1.030945,-0.07964217,0.95649356,0.99949014,-0.92966735
0.81042355,10,-0.11111111,2.0337007,11.945601,440.56189250946045,691,,0.95423216,1.2731964e-08,0.0285655,11.586447,,-2.6605337,-0.42002606,13820,0.95649356,106.89526,0.15469646,,0.9754762,-0.048960738,0.95649356,0.99949014,-0.92889076
0.8106294,10,-0.11111111,2.035105,11.639856,441.61461639404297,692,,0.9528961,1.2695193e-08,0.044551425,10.0461445,,-2.66198,-1.0880646,13840,0.95649356,106.90747,0.15449059,,0.94203126,-0.13139546,0.95649356,0.99949014,-0.9291661
0.81083494,10,-0.11111111,2.025574,9.940378,442.6834795475006,693,,0.95305747,1.2658581e-08,0.10836801,3.8573828,3.8409674e-26,-2.6634238,-0.0642233,13860,0.95649356,106.919556,0.15428507,,0.95577514,-0.104299165,0.95649356,0.99949014,-0.9280093
0.81104296,10,0.33333334,2.020002,5.7550144,443.73905205726624,694,,0.95519507,1.2622128e-08,0.41111228,0.449514,2.4456396,-2.6648657,0.20294952,13880,0.95649356,106.92944,0.15407705,,0.9561388,1.0612524,0.95649356,0.99949014,-0.926448
0.8101137,10,-1.0,2.0182219,11.111999,444.73076939582825,695,,0.16521578,1.2585831e-08,0.41111228,2.9225588e-05,2.9886143e-05,-2.662788,-2.1588943,13900,0.95649356,107.72937,0.15500629,,1.0519873,-0.8796871,0.95649356,0.99949014,-0.9282858
0.8103236,10,-1.0,2.016311,11.399543,445.6880168914795,696,,0.9561535,1.2549691e-08,0.069483444,3.9415355,,-2.6642258,-1.1229467,13920,0.95649356,107.73828,0.15479642,,1.0330338,-1.0102444,0.95649356,0.99949014,-0.92849505
0.81053233,10,-0.7777778,2.0146594,6.6794224,446.86634612083435,697,,0.95581514,1.2513705e-08,0.1690133,1.1434109,5.201757e-26,-2.6656613,-0.22108528,13940,0.95649356,107.74762,0.15458769,,1.0146116,-0.81082326,0.95649356,0.99949014,-0.927441
0.8107405,10,-0.7777778,2.0162969,11.432926,447.8524558544159,698,,0.95580065,1.2477875e-08,0.0285655,9.874123,,-2.6670952,-0.32242987,13960,0.95649356,107.7569,0.15437955,,1.063183,-0.7421539,0.95649356,0.99949014,-0.926556
0.81094843,10,-0.11111111,2.0145571,11.423169,448.87868571281433,699,,0.95611525,1.2442198e-08,0.044551425,,,-2.668527,-0.3802911,13980,0.95649356,107.76593,0.15417159,,0.9441354,-0.07363721,0.95649356,0.99949014,-0.92569387
0.8111527,10,0.11111111,2.013253,11.490054,449.7636845111847,700,,0.9538986,1.2406676e-08,1.0,0.679152,3.5314398,-2.6699564,-0.5490942,14000,0.95649356,107.7771,0.15396732,,1.0077522,0.22687353,0.95649356,0.99949014,-0.9252429
0.8110609,10,0.33333334,2.0134993,17.00302,450.63568687438965,701,,0.746797,1.2371303e-08,0.069483444,8.397359,2.8525915e-25,-2.6663518,-1.5539476,14020,0.95649356,107.99542,0.15405911,,1.0735123,0.33097234,0.95649356,0.99949014,-0.9261305
0.8107914,10,-0.7777778,2.0110116,9.670861,451.730299949646,702,,0.6218843,1.2336082e-08,0.044551425,,,-2.6677773,-0.4878102,14040,0.95649356,108.338745,0.15432864,,1.0964481,-0.7459924,0.95649356,0.99949014,-0.92541414
0.8109983,10,0.11111111,2.0100105,8.826985,452.90997862815857,703,,0.9562793,1.2301011e-08,0.1690133,8.163119e-06,1.2387072e-06,-2.6692007,-0.28391016,14060,0.95649356,108.347534,0.1541217,,1.0198666,0.40254804,0.95649356,0.99949014,-0.92437196
0.81060654,10,-0.7777778,2.0090923,8.984328,454.0630621910095,704,,0.5351575,1.226609e-08,0.069483444,,,-2.670622,-1.5537053,14080,0.95649356,108.77753,0.15451348,,1.0875279,-0.7879091,0.95649356,0.99949014,-0.9252415
0.81081265,10,-0.33333334,2.007276,9.445557,455.011075258255,705,,0.9559785,1.2231317e-08,0.10836801,0.00047193695,5.236829e-37,-2.6720417,0.1640219,14100,0.95649356,108.78668,0.15430737,,0.95157117,-0.22988796,0.95649356,0.99949014,-0.9235786
0.8110187,10,-0.11111111,2.0077612,7.644379,456.0940730571747,706,,0.9562463,1.2196694e-08,0.1690133,6.80523,2.3833022e-10,-2.673459,-1.3057925,14120,0.95649356,108.79553,0.15410131,,0.9679581,-0.18696895,0.95649356,0.99949014,-0.92419344
0.8112243,10,-0.11111111,2.0080152,10.974748,457.20583605766296,707,,0.9564047,1.2162216e-08,0.069483444,10.368277,,-2.6748745,-1.1869704,14140,0.95649356,108.80426,0.15389574,,0.94762605,-0.05242289,0.95649356,0.99949014,-0.92461336
0.81142354,10,-0.11111111,2.0062265,5.338568,458.3473358154297,708,,0.9522829,1.21278845e-08,0.26359713,3.9461164,0.0005695565,-2.676288,-0.9831221,14160,0.95649356,108.81714,0.15369648,,0.978087,0.29305038,0.95649356,0.99949014,-0.9247759
0.811208,10,0.33333334,2.0076027,18.047932,459.5176167488098,709,,0.6586348,1.2093697e-08,0.044551425,17.209387,,-2.6776986,-1.0620623,14180,0.95649356,109.1236,0.15391201,,1.1449075,0.3261703,0.95649356,0.99949014,-0.925002
0.8109078,10,-1.0,2.0031435,11.133264,460.5523405075073,710,,0.59800225,1.2059654e-08,0.10836801,1.8310608e-32,,-2.679108,-0.49898246,14200,0.95649356,109.49072,0.15421224,,1.0133791,-0.9777184,0.95649356,0.99949014,-0.92421395
0.8111118,10,-1.0,2.0062852,16.608875,461.76470470428467,711,,0.95599455,1.2025755e-08,0.0285655,15.220343,,-2.6805155,-0.39022914,14220,0.95649356,109.49982,0.15400821,,0.92491734,-1.0100368,0.95649356,0.99949014,-0.92345005
0.81131506,10,-0.5555556,2.0026598,11.325047,462.8738751411438,712,,0.95579547,1.19919985e-08,0.0285655,,,-2.681921,-0.2085686,14240,0.95649356,109.509155,0.15380496,,1.0152888,-0.62596554,0.95649356,0.99949014,-0.92256266
0.8115183,10,-0.5555556,2.004464,7.64246,463.7539803981781,713,,0.9562377,1.1958384e-08,0.1690133,6.675799,4.9411043e-20,-2.6833243,-1.1264249,14260,0.95649356,109.518005,0.1536017,,0.9525908,-0.9770583,0.95649356,0.99949014,-0.9228364
0.81172055,10,-1.0,2.0180407,16.296343,464.78038001060486,714,,0.95591795,1.192491e-08,0.0285655,14.855118,,-2.684726,-0.38423344,14280,0.95649356,109.52722,0.15339947,,0.9512926,-0.9821853,0.95649356,0.99949014,-0.92215097
0.8119224,10,-1.0,2.01175,12.316649,465.68394708633423,715,,0.95601666,1.1891577e-08,0.044551425,10.948261,,-2.6861255,-0.28095523,14300,0.95649356,109.536316,0.15319765,,1.0231668,-0.99258417,0.95649356,0.99949014,-0.92133343
0.8121237,10,-1.0,2.018957,24.549067,466.67345356941223,716,,0.95615447,1.1858383e-08,0.01831564,23.219454,,-2.6875231,-0.14589716,14320,0.95649356,109.54535,0.1529963,,0.8835635,-0.99330056,0.95649356,0.99949014,-0.9202272
0.81232464,10,-1.0,2.0131001,23.768421,467.87110328674316,717,,0.95614976,1.1825328e-08,0.01831564,22.742521,,-2.6889188,-0.110071324,14340,0.95649356,109.55426,0.15279537,,0.89362025,-0.9837215,0.95649356,0.99949014,-0.9192741
0.8125247,10,-1.0,2.0117462,14.79823,468.84809923171997,718,,0.95592797,1.17924115e-08,0.0285655,14.446217,,-2.6903126,-0.19618906,14360,0.95649356,109.56348,0.15259534,,0.9688336,-1.0480661,0.95649356,0.99949014,-0.9184291
0.8127234,10,-1.0,2.0053136,11.838031,469.7643368244171,719,,0.95547026,1.17596315e-08,0.044551425,11.524117,,-2.6917043,-0.83427244,14380,0.95649356,109.57312,0.15239662,,1.0272622,-1.0954285,0.95649356,0.99949014,-0.918366
0.8129222,10,-1.0,2.0016716,11.064232,470.6782557964325,720,,0.95580435,1.1726988e-08,0.10836801,10.859521,,-2.6930943,-1.4694834,14400,0.95649356,109.58246,0.15219784,,1.0223231,-1.0336212,0.95649356,0.99949014,-0.9191023
0.81311965,10,-1.0,2.0009255,19.965422,471.6084508895874,721,,0.9552807,1.1694481e-08,1.0,0.67631704,0.65036327,-2.694482,-0.5284104,14420,0.95649356,109.592285,0.15200037,,1.0315515,0.09517884,0.95649356,0.99949014,-0.91853505
0.81330764,10,-0.7777778,1.9978194,17.702036,472.52444553375244,722,,0.9488779,1.16621095e-08,0.01831564,,,-2.6949666,-0.1761121,14440,0.95649356,109.60852,0.15181237,,1.0369952,-0.7905762,0.95649356,0.99949014,-0.9174679
0.8135048,10,0.33333334,1.9960948,16.661133,473.43261218070984,723,,0.95587915,1.1629871e-08,0.069483444,,2.9394624e-25,-2.6963506,0.12597418,14460,0.95649356,109.6178,0.1516152,,1.0943586,0.25587228,0.95649356,0.99949014,-0.91598624
0.8132948,10,0.33333334,1.9980667,14.926054,474.34831714630127,724,,0.6614952,1.1597766e-08,0.10836801,12.330941,7.225359e-10,-2.6977327,-1.4642949,14480,0.95649356,109.92145,0.15182519,,1.0226899,0.20375681,0.95649356,0.99949014,-0.9166253
0.81322116,10,0.11111111,1.9984844,6.329136,475.4454629421234,725,,0.7598746,1.1565794e-08,0.26359713,6.0097213,0.019670535,-2.6991131,-1.440748,14500,0.95649356,110.12671,0.15189886,,1.0004448,0.04808098,0.95649356,0.99949014,-0.9173247
0.81322855,10,-0.7777778,1.99559,11.2169485,476.6704909801483,726,,0.8185925,1.1533955e-08,0.0285655,,,-2.7004642,-1.0691501,14520,0.95649356,110.27319,0.15189147,,1.0652539,-0.8044187,0.95649356,0.99949014,-0.9175351
0.8134252,10,-0.11111111,1.9952997,3.6296272,477.9003219604492,727,,0.95613074,1.1502247e-08,0.41111228,0.2716976,0.18822744,-2.7018406,-0.1489887,14540,0.95649356,110.282166,0.15169483,,0.9769297,-1.0133152,0.95649356,0.99949014,-0.916397
0.81362104,10,-1.0,2.00141,10.982708,479.0151255130768,728,,0.9559597,1.1470669e-08,0.069483444,6.4604025,,-2.7029564,-0.13632464,14560,0.95649356,110.29126,0.15149897,,1.0472013,-1.0093069,0.95649356,0.99949014,-0.915358
0.8138159,10,-1.0,1.9973106,14.32494,479.9992082118988,729,,0.95573205,1.143922e-08,0.0285655,14.312459,,-2.704329,-0.07758926,14580,0.95649356,110.30072,0.15130413,,0.98765045,-0.987453,0.95649356,0.99949014,-0.9141511
0.81401056,10,-1.0,1.9934521,21.912106,481.09943079948425,730,,0.9559298,1.1407901e-08,0.01831564,18.848558,,-2.7057,-0.090017624,14600,0.95649356,110.309875,0.15110946,,0.9285096,-1.0171875,0.95649356,0.99949014,-0.9130492
0.8142038,10,-1.0,1.9935877,11.35144,482.1769983768463,731,,0.955228,1.137671e-08,0.044551425,9.680081,,-2.707069,-0.15231448,14620,0.95649356,110.31976,0.15091622,,1.0399361,-0.9861661,0.95649356,0.99949014,-0.91211957
0.81439745,10,1.0,1.9930893,34.761776,483.172967672348,732,,0.9559242,1.1345648e-08,0.044551425,,10.62325,-2.7084358,-0.07294618,14640,0.95649356,110.32892,0.15072256,,0.92937917,0.9572215,0.95649356,0.99949014,-0.9109265
0.8135525,10,1.0,1.9923489,50.85044,484.0883250236511,733,,0.19512613,1.1314713e-08,1.0,2.199613,5.879182,-2.6953928,-1.708135,14660,0.95649356,111.099,0.15156752,,1.1973094,-0.671376,0.95649356,0.99949014,-0.9121326
0.8137468,10,-0.7777778,1.9974179,8.325006,485.2450828552246,734,,0.9561729,1.12839045e-08,0.10836801,7.968583,,-2.6887674,-1.2542437,14680,0.95649356,111.10791,0.15137321,,1.0435344,-0.89042026,0.95649356,0.99949014,-0.912352
0.8139404,10,-0.7777778,1.9991016,6.7226477,486.3925986289978,735,,0.9560719,1.1253221e-08,0.1690133,5.8407755,5.3306006e-26,-2.6901288,-1.1281161,14700,0.95649356,111.117004,0.15117961,,1.0153211,-0.8939597,0.95649356,0.99949014,-0.9125906
0.8141337,10,-1.0,1.9965167,11.33095,487.3460099697113,736,,0.9561558,1.1222663e-08,0.1690133,5.950985,1.0152663e-32,-2.6914885,-1.1215378,14720,0.95649356,111.125916,0.15098631,,1.0193291,-0.9724472,0.95649356,0.99949014,-0.91285604
0.8143259,10,-1.0,1.9930472,11.348799,488.2385005950928,737,,0.9557689,1.1192228e-08,0.26359713,2.0847979,3.6532498e-13,-2.6928463,-0.32573986,14740,0.95649356,111.135254,0.15079409,,1.0297643,-0.9210472,0.95649356,0.99949014,-0.9120373
0.814518,10,-1.0,1.9922786,10.62056,489.15784192085266,738,,0.9560645,1.11619185e-08,0.069483444,8.323338,,-2.6942022,-1.0169035,14760,0.95649356,111.14429,0.15060204,,1.0588275,-1.0872599,0.95649356,0.99949014,-0.9121427
0.81470865,10,-0.5555556,1.9892272,5.4865885,490.1583411693573,739,,0.9554828,1.113173e-08,0.26359713,0.74868464,6.042238e-08,-2.6955562,-1.3305335,14780,0.95649356,111.15399,0.15041137,,0.9657749,-0.44745728,0.95649356,0.99949014,-0.9126358
0.8148997,10,-1.0,1.989257,11.312473,491.1433091163635,740,,0.9560161,1.1101664e-08,0.41111228,1.5460687,3.092347e-05,-2.6969085,-1.3689585,14800,0.95649356,111.163086,0.15022033,,1.0380911,-1.1233186,0.95649356,0.99949014,-0.9132999
0.81508934,10,-1.0,1.9933369,10.573189,492.06097745895386,741,,0.9554637,1.107172e-08,0.10836801,10.482021,,-2.6982589,-1.6938553,14820,0.95649356,111.17273,0.15003067,,1.0470222,-0.78076917,0.95649356,0.99949014,-0.9143053
0.815279,10,0.11111111,1.9875486,22.945377,492.9746506214142,742,,0.9558477,1.1041898e-08,0.01831564,,,-2.6996076,0.2255989,14840,0.95649356,111.18207,0.14984101,,0.9695655,0.09232995,0.95649356,0.99949014,-0.912711
0.81538415,10,0.11111111,1.9866086,11.994909,493.8883898258209,743,,0.8933905,1.1012195e-08,0.069483444,6.963756,,-2.7009544,-0.22952095,14860,0.95649356,111.25372,0.14973587,,1.0260184,0.23996925,0.95649356,0.99949014,-0.91184634
0.81515735,10,-1.0,1.9834356,12.028713,494.8600311279297,744,,0.6466061,1.0982612e-08,0.6411804,0.4393441,0.04338853,-2.7022994,-1.5219779,14880,0.95649356,111.572266,0.14996266,,1.027777,-0.7690358,0.95649356,0.99949014,-0.9126382
0.81534636,10,-0.7777778,2.0013473,17.344559,495.9259977340698,745,,0.95599383,1.0953148e-08,0.01831564,16.287022,,-2.7035842,0.17678727,14900,0.95649356,111.58136,0.14977366,,1.0645639,-0.79837465,0.95649356,0.99949014,-0.911142
0.8155346,10,-0.7777778,1.9886813,16.97269,496.86315536499023,746,,0.9557429,1.0923803e-08,0.01831564,11.637573,,-2.7049255,-0.005484313,14920,0.95649356,111.59076,0.14958543,,1.0608271,-0.7752356,0.95649356,0.99949014,-0.9098535
0.81572235,10,-0.7777778,1.9874053,10.795142,497.78458189964294,747,,0.9557918,1.0894575e-08,0.0285655,10.664114,,-2.7062652,0.26577285,14940,0.95649356,111.60004,0.14939767,,1.0749986,-0.7667351,0.95649356,0.99949014,-0.90821016
0.81590974,10,0.5555556,1.9835057,42.91519,498.90083503723145,748,,0.9559025,1.0865464e-08,0.01831564,,,-2.707603,0.1992331,14960,0.95649356,111.609314,0.14921027,,0.92309064,0.5719856,0.95649356,0.99949014,-0.9066376
0.8154567,10,-0.7777778,1.9811335,16.427546,499.8349013328552,749,,0.4765611,1.083647e-08,0.01831564,,,-2.7089388,-0.7987438,14980,0.95649356,112.09784,0.14966333,,1.0693889,-0.80215514,0.95649356,0.99949014,-0.9066198
0.815644,10,-0.33333334,1.9800863,23.685852,500.8879072666168,750,,0.9559808,1.0807593e-08,0.01831564,,,-2.7102733,-0.056528013,15000,0.95649356,112.106995,0.14947599,,0.8806233,-0.3363577,0.95649356,0.99949014,-0.9054053
0.8158305,10,-0.7777778,1.979063,10.513382,501.8297212123871,751,,0.9557136,1.0778829e-08,0.0285655,,,-2.7116055,-0.059956074,15020,0.95649356,112.116394,0.14928949,,1.0748886,-0.7865198,0.95649356,0.99949014,-0.90445113
0.816017,10,-0.11111111,1.9782171,18.053642,502.79892015457153,752,,0.9560116,1.0750181e-08,0.01831564,,,-2.7129364,0.2607573,15040,0.95649356,112.12549,0.14910305,,1.0103021,-0.1265193,0.95649356,0.99949014,-0.90281004
0.8162032,10,-0.33333334,1.9774294,14.793305,503.8080415725708,753,,0.9562374,1.0721648e-08,0.0285655,5.623679e-11,,-2.714265,0.02930956,15060,0.95649356,112.13434,0.14891684,,0.9376363,-0.3416087,0.95649356,0.99949014,-0.901571
0.8163889,10,-0.11111111,1.977103,11.611351,504.9974775314331,754,,0.9562371,1.0693228e-08,0.044551425,1.4958264e-05,,-2.7155924,-0.08138432,15080,0.95649356,112.14325,0.14873111,,0.9431563,-0.13879147,0.95649356,0.99949014,-0.90057534
0.8165702,10,-0.11111111,1.9768307,11.160379,505.9368131160736,755,,0.95322675,1.0664919e-08,0.069483444,7.072761,,-2.7169178,-0.2878734,15100,0.95649356,112.15509,0.1485498,,0.9398708,-0.12307324,0.95649356,0.99949014,-0.8998456
0.8167542,10,-0.33333334,1.9764606,22.697756,507.0661766529083,756,,0.9557288,1.06367235e-08,0.01831564,4.7064956e-28,,-2.7182415,0.11146707,15120,0.95649356,112.16455,0.1483658,,0.90266514,-0.31643727,0.95649356,0.99949014,-0.89859253
0.8169382,10,0.7777778,1.9765748,48.139923,508.15822291374207,757,,0.9560522,1.060864e-08,0.01831564,,,-2.7195632,-0.1851711,15140,0.95649356,112.173584,0.1481818,,0.96338207,0.80216026,0.95649356,0.99949014,-0.8977912
0.8162867,10,-0.33333334,1.9756936,3.7438817,509.1351673603058,758,,0.3230826,1.0580667e-08,0.41111228,0.06610126,0.033707764,-2.7208834,-1.1278142,15160,0.95649356,112.815674,0.14883333,,0.97403526,-0.6178951,0.95649356,0.99949014,-0.8981708
0.81647104,10,-0.5555556,1.9841576,11.474787,510.09801483154297,759,,0.9562098,1.0552805e-08,0.044551425,9.627422,,-2.7221572,-1.0514235,15180,0.95649356,112.824585,0.14864898,,0.9348672,-0.6197065,0.95649356,0.99949014,-0.8984074
0.8166544,10,-0.5555556,1.9846783,11.293924,511.03677344322205,760,,0.95585155,1.0525053e-08,0.069483444,10.868208,,-2.723474,-1.0643133,15200,0.95649356,112.83386,0.14846563,,0.9083435,-0.5661453,0.95649356,0.99949014,-0.89871764
0.81683725,10,-1.0,1.975178,20.484385,511.9756453037262,761,,0.9558229,1.049741e-08,1.0,0.31545648,0.67037547,-2.724789,0.14068116,15220,0.95649356,112.8432,0.14828277,,1.0139303,0.104554415,0.95649356,0.99949014,-0.897477
0.81687236,10,0.11111111,1.984591,22.648846,513.0631794929504,762,,0.8435707,1.0469877e-08,0.01831564,21.823227,,-2.7252216,-0.065989494,15240,0.95649356,112.96472,0.14824766,,0.9876149,0.108345956,0.95649356,0.99949014,-0.89637166
