ReturnMax,BoundBonus,BoundMISE,ReturnStepMax,Iteration,IWMax,DenMISELogLast,ReturnAbsMax,IWFirstEpisode,MountainCar_mu0_higher,IWMean,MountainCar_mu1_higher,Regret,IWMin,DenMISELogFirst,TimestepsSoFar,Delta,ReturnMin,Bound,MountainCar_std0_higher,AvgEpLen,TimeElapsed,IWLastEpisode,DenMISEMeanLog,GridSize,ReturnLastEpisode,MountainCar_std1_higher,NumTrainableParams,ReturnMean,Regret/t,NumTrajectories,ActionIn1,MinEpLen
99.33605,220.54073,-2.119907,107.17791,720,24.605066,-4.233792,107.17791,5.297113,-0.25,1.1051226,-5.0,-16441.58,,-4.1669765,571011,2.8602412e-09,-107.17791,218.42082,0.14999999,793.0708333333333,940.4290080070496,1.392733e-08,-4.225407,81,-17.252703,3.0,,27.835527,-22.835527,720,-6.061448,179
99.33605,131.19481,87.22792,107.17791,721,14.912694,-4.2331634,107.17791,0.0021863075,-0.75,0.97994846,10.0,-16436.473,,-4.161034,572010,2.8523124e-09,-107.17791,218.42273,0.14999999,793.3564493758669,942.2628099918365,4.4635298e-10,-4.225284,81,-0.10639767,3.0,,27.796772,-22.796772,721,7.445359,179
99.33605,237.58228,-19.543592,107.17791,722,53.276146,-3.384393,107.17791,4.5434754e-05,-1.0,0.99430835,-10.0,-16526.953,,-4.1624174,572273,2.844417e-09,-107.17791,218.03868,0.14999999,792.6218836565097,943.5787773132324,2.1428734e-08,-4.2241535,81,95.47962,3.0,,27.890516,-22.890516,722,-11.478143,179
99.33605,137.40274,80.60608,107.17791,723,10.715834,-4.648738,107.17791,0.35793108,-0.25,0.9840423,7.5,-16508.855,,-4.163801,573272,2.8365539e-09,-107.17791,218.00882,0.14999999,792.9073305670817,945.3972675800323,4.2679776e-10,-4.2247787,81,-13.099254,3.0,,27.833824,-22.833824,723,3.9280014,179
99.33605,211.61304,6.836211,107.17791,724,21.500412,-3.6134202,107.17791,16.83842,-0.5,0.9516785,,-16597.172,,-4.1646886,573912,2.8287237e-09,-107.17791,218.44925,0.14999999,792.6961325966851,946.9620273113251,3.7883258,-4.2239614,81,93.31692,3.0,,27.92427,-22.92427,724,4.0944724,179
99.33605,156.34415,62.761284,107.17791,725,13.114692,-3.6095886,107.17791,2.8039997,-0.5,0.9671816,5.0,-16687.395,,-4.1430774,574474,2.8209253e-09,-107.17791,219.10544,0.14999999,792.3779310344828,948.5131647586823,12.8858795,-4.223189,81,95.22237,3.0,,28.017096,-23.017096,725,1.760862,179
99.33605,236.38246,-18.452147,107.17791,726,39.484177,-3.9560637,107.17791,0.0045807376,-1.0,1.1055596,-2.5,-16670.225,,-4.140596,575473,2.8131597e-09,-107.17791,217.93031,0.14999999,792.6625344352617,950.4153182506561,1.3852925,-4.222871,81,-12.169147,3.0,,27.961742,-22.961742,726,-6.2418995,179
99.33605,137.12642,80.74808,107.17791,727,11.271715,-6.8719144,107.17791,0.029510904,-0.75,1.0118876,7.5,-16635.836,,-4.141966,576472,2.805426e-09,-107.17791,217.8745,0.14999999,792.9463548830812,952.3032820224762,5.9578706e-05,-4.2263913,81,-29.388704,3.0,,27.882856,-22.882856,727,3.8311145,179
99.33605,123.363,94.26992,107.17791,728,12.411016,-3.7553582,107.17791,0.0013612877,,1.054448,10.0,-16617.451,,-4.1433,577471,2.797724e-09,-107.17791,217.63292,0.14999999,793.2293956043956,954.2081530094147,1.6803655e-06,-4.225733,81,-13.385772,3.0,,27.82617,-22.82617,728,5.197682,179
99.33605,224.80238,-6.330253,107.17791,729,36.38826,-3.7481036,107.17791,0.1370132,-0.5,1.0591973,-10.0,-16610.74,,-4.144671,578470,2.265192e-09,-107.17791,218.47214,0.14999999,793.5116598079561,956.079023361206,7.666712e-08,-4.22501,81,-1.7099713,3.0,,27.785652,-22.785652,729,-9.794542,179
99.33605,253.25583,-24.633743,107.17791,730,51.99955,-4.3403187,107.17791,1.3349645e-14,0.7777778,0.9719485,-10.0,-16599.863,,-4.1458535,579469,2.2589903e-09,-107.17791,228.62209,0.14999999,793.7931506849316,957.9877519607544,2.6193668e-15,-4.225105,100,-5.877718,3.0,,27.739538,-22.739538,730,-10.521492,179
99.33605,240.82542,-12.213178,107.17791,731,27.820608,-5.028079,107.17791,0.20744523,-0.7777778,0.9617509,-5.5555553,-16561.396,,-4.1472225,580468,2.252814e-09,-107.17791,228.61224,0.14999999,794.0738714090287,1036.9470238685608,4.5135046e-27,-4.2262654,100,-33.46603,3.0,,27.65581,-22.65581,731,-9.319111,179
99.33605,258.8122,-31.947084,107.17791,732,33.51096,-4.3160396,107.17791,1.6385914e-12,0.7777778,1.062152,-1.1111112,-16546.012,,-4.148306,581467,2.2466629e-09,-107.17791,226.86511,0.14999999,794.353825136612,1038.9567680358887,8.711388e-22,-4.2264524,100,-10.386395,3.0,,27.603842,-22.603842,732,-4.1214933,179
99.33605,255.78064,-31.111816,107.17791,733,44.13238,-4.2987695,107.17791,2.9061847e-15,0.7777778,0.90794426,10.0,-16534.906,,-4.149671,582466,2.240537e-09,-107.17791,224.66882,0.14999999,794.6330150068213,1040.8499217033386,1.40359425e-05,-4.226484,100,-6.1041336,3.0,,27.557854,-22.557854,733,11.025426,179
99.33605,247.71173,-24.651093,107.17791,734,30.950253,-4.839831,107.17791,4.4491754e-13,0.7777778,0.8827776,-5.5555553,-16482.11,,-4.1510344,583465,2.2344366e-09,-107.17791,223.06064,0.14999999,794.9114441416893,1042.763819694519,4.2402302e-05,-4.2274637,100,-47.79746,3.0,,27.45519,-22.45519,734,-3.610441,179
99.33605,213.39413,9.652161,107.17791,735,21.10804,-4.3707066,107.17791,0.64978564,-0.7777778,0.8846203,1.1111112,-16457.23,,-4.1523957,584464,2.2283606e-09,-107.17791,223.0463,0.14999999,795.1891156462585,1044.717815876007,7.874648e-22,-4.227831,100,-19.878147,3.0,,27.390789,-22.390789,735,4.8514476,179
99.33605,160.1881,62.931747,107.17791,736,14.193835,-3.6863112,107.17791,0.08924359,-0.7777778,0.99799913,5.5555553,-16538.55,,-4.1528716,585277,2.2223094e-09,-107.17791,223.11984,0.14999999,795.2133152173913,1046.5189635753632,13.05871,-4.227258,100,86.321045,3.0,,27.470858,-22.470858,736,-3.5898213,179
99.33605,251.43909,-29.30077,107.17791,737,31.870897,-4.238848,107.17791,1.9091297e-13,0.7777778,0.8430038,5.5555553,-16529.016,,-4.1541085,586276,2.2162827e-09,-107.17791,222.13832,0.14999999,795.4898236092266,1048.5011343955994,1.5006911e-15,-4.2272825,100,-4.5355597,3.0,,27.42743,-22.42743,737,7.060617,179
99.33605,156.98703,64.488,107.17791,738,13.158486,-4.7812204,107.17791,2.4169004,-0.33333334,0.95811796,5.5555553,-16465.785,,-4.155464,587275,2.2102808e-09,-107.17791,221.47504,0.14999999,795.7655826558265,1050.3655605316162,1.73084e-15,-4.2282557,100,-58.22929,3.0,,27.311361,-22.311361,738,9.992786,179
99.33605,181.49428,39.52059,107.17791,739,16.568731,-3.4516456,107.17791,0.010028732,0.11111111,1.0395702,5.5555553,-16557.045,,-4.1535487,587607,2.204303e-09,-107.17791,221.01486,0.14999999,795.1380243572395,1051.8328881263733,0.00025485238,-4.227267,100,96.25875,3.0,,27.404661,-22.404661,739,6.9878993,179
99.33605,135.08812,85.90842,107.17791,740,15.029624,-3.503393,107.17791,0.001367315,-0.7777778,0.9729913,10.0,-16651.176,,-4.1548877,588151,2.1983493e-09,-107.17791,220.99654,0.14999999,794.7986486486486,1053.432385444641,1.5846623e-05,-4.2262406,100,99.13021,3.0,,27.501589,-22.501589,740,12.714928,179
99.33605,208.44601,12.55632,107.17791,741,19.89014,-4.8580346,107.17791,3.4040449,-0.11111111,1.0290196,1.1111112,-16733.426,,-4.156236,588472,2.1924198e-09,-107.17791,221.00233,0.14999999,794.1592442645074,1054.8984825611115,6.610483e-11,-4.2271366,100,87.25059,3.0,,27.58222,-22.58222,741,2.2857885,179
99.33605,222.15233,-1.1710818,107.17791,742,24.884838,-4.0263524,107.17791,0.02343084,0.11111111,1.2436138,-5.5555553,-16728.25,,-4.1530013,589471,2.1865143e-09,-107.17791,220.98125,0.14999999,794.4353099730458,1056.855518579483,0.5767222,-4.226835,100,-0.17689586,3.0,,27.544811,-22.544811,742,-10.0955715,179
99.33605,231.28578,-10.854322,107.17791,743,25.202898,-4.437684,107.17791,0.5282266,-0.7777778,0.9350972,-3.3333333,-16722.887,,-4.1543164,590470,2.1806326e-09,-107.17791,220.43146,0.14999999,794.7106325706595,1058.7815067768097,0.00015834245,-4.226805,100,-0.36274365,3.0,,27.50725,-22.50725,743,-9.63225,179
99.33605,161.35963,58.041813,107.17791,744,13.881229,-4.3924837,107.17791,0.4666995,-0.11111111,1.0105458,5.5555553,-16706.129,,-4.154951,591469,2.1747748e-09,-107.17791,219.40144,0.14999999,794.9852150537635,1060.7282500267029,2.6697144e-08,-4.227125,100,-11.75558,3.0,,27.454473,-22.454473,744,1.5002004,179
99.33605,231.13602,-12.058869,107.17791,745,37.97894,-4.013772,107.17791,0.006309721,-0.7777778,0.98174083,-10.0,-16700.809,,-4.155667,592468,2.1689404e-09,-107.17791,219.07715,0.14999999,795.2590604026846,1062.6015803813934,4.5110679e-07,-4.22683,100,-0.32081452,3.0,,27.417192,-22.417192,745,-14.821132,179
99.33605,157.1224,61.952297,107.17791,746,14.048045,-5.615438,107.17791,0.0896128,-0.7777778,0.982171,5.5555553,-16684.816,,-4.157,593467,2.1631292e-09,-107.17791,219.0747,0.14999999,795.5321715817695,1064.4783523082733,4.4167443e-08,-4.228732,100,-10.992103,3.0,,27.365705,-22.365705,746,5.1763277,179
99.33605,133.23383,85.85614,107.17791,747,14.853865,-3.627993,107.17791,0.001371878,-0.7777778,0.97214985,10.0,-16772.03,,-4.1582193,593869,2.1573414e-09,-107.17791,219.08997,0.14999999,795.0053547523427,1065.9939692020416,5.1116524,-4.2279577,100,92.21129,3.0,,27.452517,-22.452517,747,14.792522,179
99.33605,223.01083,-4.035221,107.17791,748,25.715979,-5.201976,107.17791,5.6528505e-05,0.33333334,1.0533298,-5.5555553,-16862.148,,-4.1595554,594054,2.1515771e-09,-107.17791,218.97562,0.14999999,794.1898395721926,1067.283692598343,1.2371496e-16,-4.229303,100,95.11844,3.0,,27.542978,-22.542978,748,-9.009058,179
99.33605,128.19641,90.6633,107.17791,749,12.873213,-4.3389435,107.17791,0.037156224,-0.33333334,0.97500753,10.0,-16857.031,,-4.160891,595053,2.1458357e-09,-107.17791,218.85971,0.14999999,794.4632843791723,1069.2088043689728,1.3495195e-09,-4.2293897,100,-0.11667122,3.0,,27.50605,-22.50605,749,9.434507,179
99.33605,222.0262,-3.2861345,107.17791,750,39.900627,-3.3937738,107.17791,0.17155086,-0.33333334,1.0193726,-10.0,-16947.402,,-4.1621757,595599,2.1401174e-09,-107.17791,218.74007,0.14999999,794.132,1070.7496628761292,2.731163e-09,-4.228314,100,95.37316,3.0,,27.596537,-22.596537,750,-12.365939,179
99.33605,219.42477,-0.89474046,107.17791,751,24.74393,-4.916311,107.17791,1.1001049,-0.11111111,1.14695,-5.5555553,-16942.092,,-4.1632795,596598,2.1344218e-09,-107.17791,218.53003,0.14999999,794.404793608522,1072.6440770626068,3.9781654,-4.2292185,100,-0.3113804,3.0,,27.559376,-22.559376,751,-3.3436,179
99.33605,168.81952,49.446564,107.17791,752,23.331354,-4.227975,107.17791,0.00064488966,-1.0,0.99514216,5.5555553,-16935.45,,-4.1631465,597597,2.128749e-09,-107.17791,218.26608,0.14999999,794.6768617021277,1074.5855128765106,1.8310345e-06,-4.229033,100,-1.6432745,3.0,,27.520544,-22.520544,752,4.6173253,179
99.33605,129.28246,88.68208,107.17791,753,13.876902,-4.445891,107.17791,0.00015502679,0.11111111,1.0536851,10.0,-17011.273,,-4.1644745,598148,2.1230986e-09,-107.17791,217.96454,0.14999999,794.3532536520585,1076.2263028621674,1.3164203e-14,-4.229337,100,80.82406,3.0,,27.591333,-22.591333,753,12.992062,179
99.33605,249.68524,-31.714113,107.17791,754,33.215645,-4.05601,107.17791,1.4070632e-12,0.7777778,0.99737567,1.1111112,-17103.668,,-4.1658015,598453,2.1174709e-09,-107.17791,217.97113,0.14999999,793.7042440318303,1077.7216141223907,9.396005e-10,-4.229043,100,97.39569,3.0,,27.68391,-22.68391,754,-0.37469745,179
99.33605,221.77113,-3.7800798,107.17791,755,24.445908,-4.520378,107.17791,0.00017749061,0.33333334,1.0155259,1.1111112,-17072.543,,-4.1671267,599452,2.1118651e-09,-107.17791,217.99106,0.14999999,793.9761589403973,1079.7075986862183,0.1670265,-4.2294464,100,-26.125023,3.0,,27.61264,-22.61264,755,5.833068,179
99.33605,223.16467,-5.1872053,107.17791,756,40.48056,-4.1674495,107.17791,1.7201634e-06,0.33333334,1.2087007,-10.0,-17057.082,,-4.1684504,600451,2.1062818e-09,-107.17791,217.97746,0.14999999,794.2473544973545,1081.6748411655426,3.6729325e-05,-4.2293544,100,-10.460936,3.0,,27.562279,-22.562279,756,-6.6189146,179
99.33605,126.78517,91.14956,107.17791,757,12.786719,-4.293364,107.17791,0.037487682,-0.33333334,0.98002964,10.0,-17045.781,,-4.169772,601450,2.100721e-09,-107.17791,217.93472,0.14999999,794.5178335535006,1083.6470942497253,4.555521e-12,-4.229185,100,-6.3007855,3.0,,27.517544,-22.517544,757,5.2870793,179
99.33605,153.96284,63.567642,107.17791,758,13.843018,-3.4904034,107.17791,0.09088009,-0.7777778,0.9939018,5.5555553,-17134.79,,-4.171043,601858,2.0951816e-09,-107.17791,217.53049,0.14999999,794.0079155672823,1085.2837591171265,10.5307,-4.228242,100,94.00593,3.0,,27.605263,-22.605263,758,4.781732,179
99.33605,153.60341,64.042404,107.17791,759,13.066537,-3.541362,107.17791,2.4577909,-0.33333334,0.94958144,5.5555553,-17224.203,,-4.172241,602532,2.0896644e-09,-107.17791,217.64581,0.14999999,793.8498023715415,1086.955424785614,6.615431,-4.22735,100,94.41548,3.0,,27.693285,-22.693285,759,3.0048797,179
99.33605,125.74573,91.634384,107.17791,760,13.132698,-3.8563726,107.17791,0.02162433,-0.5555556,1.0017262,10.0,-17218.273,,-4.170325,603531,2.0841686e-09,-107.17791,217.38011,0.14999999,794.1197368421052,1088.915832042694,0.03546191,-4.2269325,100,-0.929648,3.0,,27.655622,-22.655622,760,9.830785,179
99.33605,131.31651,86.10031,107.17791,761,14.732565,-3.5166306,107.17791,0.0013903737,-0.7777778,0.97392493,10.0,-17303.809,,-4.1716113,604033,2.078695e-09,-107.17791,217.41682,0.14999999,793.7358738501971,1090.5056793689728,11.220564,-4.226002,100,90.53414,3.0,,27.73825,-22.73825,761,9.588991,179
99.33605,142.6165,74.23052,107.17791,762,23.713142,-3.4484622,107.17791,9.957417e-06,-1.0,0.88338155,10.0,-17394.266,,-4.1729226,604291,2.073243e-09,-107.17791,216.84702,0.14999999,793.0328083989501,1091.9505093097687,1.7899888,-4.225022,100,95.45726,3.0,,27.82712,-22.82712,762,6.2514086,179
99.33605,217.69437,-0.86597025,107.17791,763,36.719624,-4.1657777,107.17791,0.033545274,-0.11111111,1.0738416,-10.0,-17480.773,,-4.1742344,604547,2.0678121e-09,-107.17791,216.8284,0.14999999,792.3289646133683,1093.3515071868896,3.4239811e-16,-4.225105,100,91.507126,3.0,,27.910582,-22.910582,763,-14.987424,179
99.33605,241.7913,-25.027021,107.17791,764,50.694855,-5.9841933,107.17791,1.37513326e-14,0.7777778,0.97389823,-10.0,-17475.156,,-4.1755,605546,2.0624025e-09,-107.17791,216.76428,0.14999999,792.5994764397906,1095.2960197925568,1.5292017e-07,-4.227327,100,-0.61703944,3.0,,27.873241,-22.873241,764,-10.119641,179
99.33605,125.103745,91.65257,107.17791,765,12.854292,-4.924367,107.17791,0.0072936644,-0.11111111,1.0021954,10.0,-17437.326,,-4.176808,606545,2.0570141e-09,-107.17791,216.75632,0.14999999,792.8692810457517,1097.2381596565247,1.8001285e-19,-4.2282944,100,-32.830135,3.0,,27.79389,-22.79389,765,13.042062,179
99.33605,164.88307,51.88069,107.17791,766,22.889088,-4.0582294,107.17791,0.0006546087,-1.0,1.012498,5.5555553,-17530.723,,-4.178105,606859,2.0516469e-09,-107.17791,216.76376,0.14999999,792.2441253263707,1098.6736195087433,6.3516276e-11,-4.2280746,100,98.39717,3.0,,27.88606,-22.88606,766,5.324415,179
99.33605,127.719246,89.02255,107.17791,767,13.820447,-3.7717383,107.17791,0.00015735927,0.11111111,1.05733,10.0,-17614.852,,-4.1794086,607324,2.0463007e-09,-107.17791,216.74179,0.14999999,791.8174706649282,1100.320086479187,2.4476454e-11,-4.2274723,100,89.12953,3.0,,27.965908,-22.965908,767,11.509298,179
99.33605,214.62372,2.0336356,107.17791,768,23.124044,-3.6235356,107.17791,21.398302,-0.33333334,1.0450469,-1.1111112,-17708.479,,-4.1807113,607603,2.040975e-09,-107.17791,216.65735,0.14999999,791.1497395833334,1101.7829759120941,0.0001273474,-4.2266183,100,98.62744,3.0,,28.057915,-23.057915,768,-3.8546772,179
99.33605,123.613594,92.30413,107.17791,769,12.644582,-4.230712,107.17791,0.007132984,-0.11111111,1.008248,10.0,-17702.062,,-4.1545315,608602,2.0356705e-09,-107.17791,215.91772,0.14999999,791.4200260078023,1103.7550880908966,0.0005708894,-4.2265754,100,-1.4164115,3.0,,28.019587,-23.019587,769,14.719276,179
99.33605,124.27963,91.55469,107.17791,770,13.011258,-4.922666,107.17791,0.021312974,-0.5555556,1.000738,10.0,-17793.34,,-4.155822,608975,2.0303863e-09,-107.17791,215.83432,0.14999999,790.8766233766233,1105.2768206596375,0.7985011,-4.2274733,100,96.27597,3.0,,28.108234,-23.108234,770,-0.21589226,179
99.33605,214.24353,1.4459778,107.17791,771,33.26812,-4.0721245,107.17791,0.004669343,-1.0,0.9952858,1.1111112,-17777.88,,-4.1570916,609974,2.0251227e-09,-107.17791,215.68951,0.14999999,791.1465629053178,1107.2915303707123,2.9521666,-4.2272763,100,-10.459355,3.0,,28.05821,-23.05821,771,7.6136775,179
99.33605,140.46338,75.99633,107.17791,772,23.283691,-3.7582479,107.17791,9.813686e-06,-1.0,0.9016692,10.0,-17856.387,,-4.158382,610576,2.0198798e-09,-107.17791,216.45972,0.14999999,790.901554404145,1109.0232832431793,13.612644,-4.2266874,100,83.50609,3.0,,28.130035,-23.130035,772,7.1171603,179
99.33605,129.29619,86.49188,107.17791,773,14.376444,-3.3927443,107.17791,0.0013738786,-0.7777778,0.9779274,10.0,-17939.271,,-4.1596766,611323,2.014657e-09,-107.17791,215.78807,0.14999999,790.8447606727037,1110.7801656723022,8.118917,-4.2257447,100,87.88579,3.0,,28.207336,-23.207336,773,5.9476957,179
99.33605,146.40974,69.22307,107.17791,774,12.256978,-3.3967113,107.17791,1.4010799,-0.5555556,0.987947,5.5555553,-18029.055,,-4.1609674,611737,2.0094544e-09,-107.17791,215.63281,0.14999999,790.3578811369509,1112.3827910423279,9.938436,-4.2247066,100,94.78227,3.0,,28.293352,-23.293352,774,4.0596623,179
99.33605,203.85077,11.732545,107.17791,775,21.028524,-3.5775578,107.17791,2.4203368e-05,0.33333334,1.0573372,5.5555553,-18115.07,,-4.16045,612462,2.0042723e-09,-107.17791,215.58331,0.14999999,790.2735483870968,1114.2177441120148,1.5285906e-09,-4.2238917,100,91.01753,3.0,,28.374285,-23.374285,775,3.4647918,179
99.33605,150.35847,64.98496,107.17791,776,13.517857,-4.3080444,107.17791,0.0900385,-0.7777778,1.0051862,5.5555553,-18102.04,,-4.1617393,613461,1.9991098e-09,-107.17791,215.34344,0.14999999,790.5425257731958,1116.1841552257538,7.690205e-15,-4.2239347,100,-8.03078,3.0,,28.32737,-23.32737,776,7.520466,179
99.33605,211.04301,4.021682,107.17791,777,22.555258,-3.432112,107.17791,0.07374146,0.11111111,1.0877311,1.1111112,-18191.605,,-4.1629114,613719,1.9939674e-09,-107.17791,215.0647,0.14999999,789.8571428571429,1117.7087399959564,3.1400378e-09,-4.2229137,100,94.56396,3.0,,28.41262,-23.41262,777,-0.8366221,179
99.33605,216.20708,-1.2684202,107.17791,778,38.607063,-4.198706,107.17791,0.0007145767,0.11111111,1.114701,-10.0,-18186.508,,-4.1641026,614718,1.9888449e-09,-107.17791,214.93866,0.14999999,790.1259640102828,1119.695151090622,0.22179285,-4.2227793,100,-0.09761129,3.0,,28.375975,-23.375975,778,-7.5597234,179
99.33605,122.36859,92.55991,107.17791,779,12.598649,-4.262,107.17791,0.0072108326,-0.11111111,1.0102707,10.0,-18180.885,,-4.165386,615717,1.983742e-09,-107.17791,214.9285,0.14999999,790.3940949935815,1121.6636717319489,1.5927756e-07,-4.2226987,100,-0.6217,3.0,,28.338749,-23.338749,779,7.3557706,179
99.33605,122.70352,91.86694,107.17791,780,12.893012,-3.3264437,107.17791,0.021545222,-0.5555556,1.003669,10.0,-18271.148,,-4.16666,616160,1.9786586e-09,-107.17791,214.57047,0.14999999,789.9487179487179,1123.2757923603058,7.3124943,-4.2215414,100,95.26262,3.0,,28.42455,-23.42455,780,10.312984,179
99.33605,217.73459,-3.31422,107.17791,781,25.333393,-3.4508643,107.17791,5.7206473,-0.33333334,1.1203052,-5.5555553,-18363.258,,-4.1679134,616570,1.973595e-09,-107.17791,214.42036,0.14999999,789.4622279129321,1124.803805589676,4.8859215e-06,-4.220554,100,97.10903,3.0,,28.512493,-23.512493,781,-6.3929086,179
99.33605,124.458786,89.90257,107.17791,782,12.539653,-4.278471,107.17791,0.037193537,-0.33333334,0.9667401,10.0,-18352.273,,-4.161895,617569,1.9685507e-09,-107.17791,214.36136,0.14999999,789.730179028133,1126.789169549942,1.0073447e-05,-4.220485,100,-5.982495,3.0,,28.46838,-23.46838,782,11.037357,179
99.33605,143.07692,71.18392,107.17791,783,17.810856,-3.600127,107.17791,0.000104913684,-1.0,0.96950555,7.7777777,-18442.89,,-4.1631255,618079,1.9635256e-09,-107.17791,214.26083,0.14999999,789.3729246487867,1128.4120337963104,0.0009881022,-4.2197404,100,95.615974,3.0,,28.554138,-23.554138,783,6.5802836,179
99.33605,130.87653,83.500755,107.17791,784,10.65843,-3.5942605,107.17791,0.014687242,-0.7777778,1.0308439,7.7777777,-18529.748,,-4.1644015,618405,1.9585198e-09,-107.17791,214.37729,0.14999999,788.781887755102,1129.8958086967468,7.5973454,-4.218989,100,91.85687,3.0,,28.634882,-23.634882,784,6.836055,179
99.33605,226.26788,-12.012931,107.17791,785,27.520742,-3.3088934,107.17791,0.21130496,-0.7777778,0.95640475,-5.5555553,-18618.258,,-4.1656575,618914,1.9535333e-09,-107.17791,214.25496,0.14999999,788.4254777070064,1131.5350465774536,0.00047076482,-4.2177944,100,93.51074,3.0,,28.717525,-23.717525,785,-9.568625,179
99.33605,126.07807,88.06453,107.17791,786,13.795717,-4.3767543,107.17791,0.00015536617,0.11111111,1.0440193,10.0,-18601.834,,-4.1666613,619913,1.9485655e-09,-107.17791,214.14261,0.14999999,788.6933842239185,1133.5034165382385,7.193013e-15,-4.2180614,100,-11.424279,3.0,,28.666456,-23.666456,786,13.205571,179
99.33605,291.2362,-77.14667,107.17791,787,119.68959,-4.0964,107.17791,9.802593e-21,1.0,1.070575,10.0,-18692.795,,-4.1679325,620270,1.9436168e-09,-107.17791,214.08954,0.14999999,788.1448538754765,1135.0653426647186,1.0385013e-08,-4.217858,100,95.96083,3.0,,28.751963,-23.751963,787,11.522954,179
99.33605,143.7188,70.376915,107.17791,788,12.142906,-4.9314528,107.17791,1.4126654,-0.5555556,0.9954893,5.5555553,-18641.54,,-4.1692023,621269,1.9386868e-09,-107.17791,214.0957,0.14999999,788.4124365482234,1136.9971084594727,1.0335618e-18,-4.2187233,100,-46.25698,3.0,,28.656775,-23.656775,788,4.666511,179
99.33605,202.99243,10.885911,107.17791,789,20.753628,-3.4924989,107.17791,0.6604533,-0.7777778,0.8611439,1.1111112,-18728.314,,-4.1686797,621833,1.933776e-09,-107.17791,213.87834,0.14999999,788.128010139417,1138.674998998642,3.4902747,-4.217813,100,91.77663,3.0,,28.736774,-23.736774,789,-3.5699515,179
99.33605,120.889694,92.869156,107.17791,790,12.437462,-4.234679,107.17791,0.0072377296,-0.11111111,1.0132599,10.0,-18713.137,,-4.1691093,622832,1.9288835e-09,-107.17791,213.75885,0.14999999,788.3949367088608,1140.6286935806274,1.2561243e-06,-4.2180157,100,-10.177778,3.0,,28.687515,-23.687515,790,8.755366,179
99.33605,263.0793,-49.358112,107.17791,791,53.35128,-3.3499067,107.17791,1.5023097e-18,1.0,1.0655841,-5.5555553,-18806.541,,-4.1703653,623252,1.9240094e-09,-107.17791,213.7212,0.14999999,787.929203539823,1142.2512850761414,7.2736074e-16,-4.2169065,100,98.40385,3.0,,28.775652,-23.775652,791,-1.9940757,179
99.33605,267.13898,-53.67471,107.17791,792,52.75761,-4.712923,107.17791,2.2849539e-18,1.0,0.92412996,3.3333333,-18765.066,,-4.171629,624251,1.919154e-09,-107.17791,213.46426,0.14999999,788.195707070707,1144.2425873279572,3.9177225,-4.217473,100,-36.4736,3.0,,28.693266,-23.693266,792,11.146849,179
99.33605,175.08923,38.370792,107.17791,793,16.497334,-5.0541472,107.17791,0.010224596,0.11111111,1.0139376,5.5555553,-18697.695,,-4.1728907,625250,1.9143165e-09,-107.17791,213.46002,0.14999999,788.4615384615385,1146.174955368042,1.5932034e-06,-4.2186427,100,-62.37045,3.0,,28.57843,-23.57843,793,7.3040304,179
99.33605,124.434654,89.00979,107.17791,794,13.635434,-3.5762267,107.17791,0.00015653217,0.11111111,1.0513698,10.0,-18791.031,,-4.174138,625928,1.9094977e-09,-107.17791,213.44444,0.14999999,788.3224181360201,1147.9312062263489,8.167033,-4.2178226,100,98.33429,3.0,,28.666286,-23.666286,794,3.303881,179
99.33605,129.29153,83.809135,107.17791,795,10.599355,-4.2074165,107.17791,0.014849617,-0.7777778,1.031519,7.7777777,-18782.625,,-4.1753964,626927,1.904697e-09,-107.17791,213.10068,0.14999999,788.5874213836478,1149.8876149654388,9.70134e-12,-4.21775,100,-3.4067469,3.0,,28.625944,-23.625944,795,10.715638,179
99.33605,121.087685,92.168144,107.17791,796,12.822426,-3.5949233,107.17791,0.02176121,-0.5555556,1.005885,10.0,-18873.363,,-4.176635,627187,1.8999142e-09,-107.17791,213.25583,0.14999999,787.9233668341709,1151.3402287960052,8.312252,-4.2169323,100,95.738754,3.0,,28.710255,-23.710255,796,11.21433,179
99.33605,125.69336,87.34614,107.17791,797,14.196864,-3.6851156,107.17791,0.0013990933,-0.7777778,0.98417526,10.0,-18961.678,,-4.177863,627515,1.8951496e-09,-107.17791,213.03949,0.14999999,787.3462986198243,1152.7949271202087,8.0042925,-4.2162614,100,93.31415,3.0,,28.791315,-23.791315,797,11.706789,179
99.33605,198.31104,14.648063,107.17791,798,20.897099,-3.9129703,107.17791,18.027273,-0.33333334,0.9551673,1.1111112,-19049.475,,-4.1791153,627871,1.890403e-09,-107.17791,212.95909,0.14999999,786.8057644110276,1154.3353588581085,0.00031308003,-4.215906,100,92.797005,3.0,,28.871523,-23.871523,798,3.3158324,179
99.33605,217.01161,-4.174629,107.17791,799,24.757061,-3.7552683,107.17791,0.00020843933,0.33333334,0.98155814,-1.1111112,-19041.145,,-4.158028,628870,1.8856738e-09,-107.17791,212.83698,0.14999999,787.0713391739674,1156.4342737197876,7.687605e-05,-4.2153926,100,-3.329936,3.0,,28.83122,-23.83122,799,0.8853683,179
99.33605,251.12776,-38.46941,107.17791,800,76.919334,-4.304143,107.17791,4.4811133e-20,1.0,0.9259354,-10.0,-19030.629,,-4.159279,629869,1.8809625e-09,-107.17791,212.65836,0.14999999,787.33625,1158.5163214206696,2.6784835e-05,-4.215535,100,-5.514714,3.0,,28.788286,-23.788286,800,-10.331772,179
