ReturnAbsMax,IWMax,MountainCar_mu0_higher,ReturnMin,ReturnMax,Delta,TimestepsSoFar,ActionIn1,NumTrajectories,MountainCar_std1_higher,IWMin,ReturnLastEpisode,MountainCar_mu1_higher,DenMISELogFirst,DenMISELogLast,ReturnStepMax,BoundMISE,ReturnMean,TimeElapsed,Bound,IWLastEpisode,IWMean,Regret/t,NumTrainableParams,DenMISEMeanLog,MinEpLen,IWFirstEpisode,Iteration,GridSize,Regret,AvgEpLen,MountainCar_std0_higher,BoundBonus
8.742649,2.8830496e-24,-1.0,-8.742649,,0.060792707,999,-19.119667,1,3.0,,-8.742649,-10.0,-1.5600768,-1.5600768,8.742649,-2.5205491e-23,-8.742649,0.6916429996490479,inf,2.8830496e-24,2.8830496e-24,13.742649,2,-1.5600768,999,2.8830496e-24,1,1,13.742649,999.0,0.14999999,inf
23.062408,8.6301705e-18,-1.0,-23.062408,,0.0060792705,1998,7.0185003,2,3.0,,-23.062408,10.0,-2.253224,-5.6384563,23.062408,-9.951626e-17,-15.902529,1.522524118423462,407595000000.0,8.6301705e-18,4.3150853e-18,20.902529,,-3.9458401,999,3.421093e-25,2,4,41.805058,999.0,0.14999999,407595000000.0
87.905495,0.000333054,1.0,-23.062408,87.905495,0.0027018983,2527,-6.399949,3,3.0,,87.905495,-10.0,-2.658689,-2.4514902,87.905495,-0.0009705914,18.700144,1.91922926902771,829932400.0,,0.000111017995,-13.700144,,-3.7180336,529,0.000333054,3,4,-41.100433,842.3333333333334,0.14999999,829932400.0
87.905495,2.6344364e-05,1.0,-36.214104,87.905495,0.0015198176,3526,11.644443,4,3.0,,-36.214104,10.0,-2.9462602,-2.9274633,87.905495,-6.062668e-05,4.9715824,2.61576247215271,113444060.0,3.365317e-07,6.6702237e-06,0.028417587,,-3.7361248,529,2.6344364e-05,4,4,0.11367035,881.5,0.14999999,113444060.0
98.71424,4.9999995,-1.0,-98.71424,87.905495,0.0009726833,4525,10.201288,5,3.0,,-98.71424,10.0,-3.169397,-3.6515393,98.71424,69.291336,-15.765582,3.365787982940674,523.5948,,0.9999999,20.765583,,-3.897721,529,8.551718e-25,5,4,103.82791,905.0,0.14999999,454.30347
98.71424,6.0,-1.0,-98.71424,88.77205,0.0006754746,4911,-14.384443,6,3.0,,88.77205,-10.0,-3.3517187,-2.2405093,98.71424,-18.178896,1.6573563,3.6862311363220215,447.91446,4.354653e-11,1.0,3.3426437,,-3.6579294,386,1.7296252e-23,6,4,20.055862,818.5,0.14999999,466.09335
98.71424,6.999494,1.0,-98.71424,88.77205,0.00049626693,5910,-8.082328,7,3.0,,-23.755077,-10.0,-3.5058694,-3.3729112,98.71424,-28.546663,-1.9729909,4.405590534210205,447.28708,,1.0000387,6.972991,,-3.6503205,386,0.0007770343,7,4,48.810936,844.2857142857143,0.14999999,475.83374
98.71424,3.9999995,-1.0,-98.71424,88.77205,0.0003799544,6909,8.729962,8,3.0,,-56.80272,10.0,-3.6392899,-2.7147827,98.71424,88.33876,-8.826707,5.145661354064941,430.65826,,0.9999999,13.826707,,-3.5635657,386,1.3681254e-24,8,4,110.613655,863.625,0.14999999,342.3195
98.71424,0.0007206999,,-98.71424,89.576,0.00015010545,7169,-5.1278234,9,3.0,,89.576,-10.0,-3.7570727,-2.1640847,98.71424,-0.000700179,2.106927,5.3749778270721436,13504355.0,6.0858515e-20,8.008017e-05,2.893073,,-3.4226604,260,0.0007206999,9,9,26.037659,796.5555555555555,0.14999999,13504355.0
98.71424,4.7507307e-05,,-98.71424,89.576,0.00012158541,8168,9.122389,10,3.0,,-1.359166,10.0,-3.8623533,-5.167681,98.71424,-4.786044e-05,1.760318,6.178244113922119,1783149.8,4.7286136e-05,9.480487e-06,3.239682,,-3.6919792,260,4.7507307e-05,10,9,32.39682,816.8,0.14999999,1783149.8
98.71424,0.41265997,1.0,-98.71424,98.147995,0.00010048381,8601,3.246656,11,3.0,,98.147995,,-3.9576588,-3.7677212,98.71424,-1.925914,10.522834,6.546270847320557,78073.88,4.232594e-09,0.05165771,-5.522834,,-3.7855093,260,0.0769198,11,9,-60.751167,781.9090909090909,0.14999999,78075.81
98.71424,0.14954236,-1.0,-98.71424,98.147995,8.443432e-05,9600,1.5280132,12,3.0,,-74.839516,,-4.0377016,-3.8215446,98.71424,1.2737153,3.4093044,7.312708854675293,61118.184,,0.014522299,1.5906956,,-3.8640282,260,2.1640079e-21,12,9,19.088348,800.0,0.14999999,61116.91
98.71424,6.009598,,-98.71424,98.147995,7.1944036e-05,10599,0.7060889,13,3.0,,-23.463932,,-4.1177444,-3.8261142,98.71424,0.46141866,1.3421326,8.132985353469849,19244.684,3.7616094e-10,0.47883594,3.6578674,,-3.9338863,260,0.06513,13,9,47.552277,815.3076923076923,0.14999999,19244.223
98.71424,13.759663,,-98.71424,98.147995,6.203337e-05,11598,12.471195,14,3.0,,-0.2157424,10.0,-4.186855,-3.7308986,98.71424,77.36288,1.2308557,8.888525247573853,614.2943,0.09420545,0.98956996,3.7691443,,-3.9598823,260,6.571883e-05,14,9,52.76802,828.4285714285714,0.14999999,536.93146
98.71424,13.025697,,-98.71424,98.147995,5.403797e-05,11828,-3.4603326,15,3.0,,97.54949,,-4.255843,-3.4393811,98.71424,-0.066526,7.6520977,9.136939287185669,540.4681,0.0017808998,1.1953756,-2.6520977,,-3.943493,230,0.07477503,15,9,-39.781464,788.5333333333333,0.14999999,540.5346
98.71424,5.615224,,-98.71424,98.147995,4.74943e-05,12827,-5.9956675,16,3.0,,-3.9319065,-10.0,-4.3154087,-4.894516,98.71424,-0.56619406,6.9280977,9.896851062774658,543.7116,0.3593565,0.37439245,-1.9280977,,-4.006524,230,0.0012596122,16,9,-30.849564,801.6875,0.14999999,544.27783
98.71424,14.142746,-1.0,-98.71424,98.147995,4.2071075e-05,13826,0.10827291,17,3.0,,-1.0580767,,-4.3759546,-4.5037107,98.71424,-17.234735,6.458323,10.676281213760376,530.3354,8.5158585e-14,0.84629226,-1.458323,,-4.0737696,230,3.0350109e-21,17,9,-24.791489,813.2941176470588,0.14999999,547.5701
98.71424,17.22892,1.0,-98.71424,98.147995,3.7526363e-05,14825,7.0955114,18,3.0,,-23.929419,,-4.433113,-3.8243656,98.71424,-60.86514,4.7701154,11.423089504241943,489.81058,,1.0074303,0.22988462,,-4.079471,230,0.12374434,18,9,4.137924,823.6111111111111,0.14999999,550.6757
116.43876,9.497689,,-116.43876,98.147995,3.368017e-05,15824,3.542361,19,3.0,,-116.43876,10.0,-4.4803295,-6.8234897,116.43876,97.13266,-1.6092987,12.171926021575928,558.87244,8.6167576e-16,0.99629736,6.6092987,,-4.2371635,230,8.813412e-05,19,9,125.576675,832.8421052631579,0.14999999,461.73975
116.43876,19.904888,1.0,-116.43876,98.147995,3.0396353e-05,16823,11.172642,20,3.0,,-0.895421,10.0,-4.531618,-3.7846475,116.43876,-142.12263,-1.5736061,12.933372497558594,514.11536,2.353184e-09,1.5552652,6.573606,,-4.222784,230,0.00012858781,20,9,131.47212,841.15,0.14999999,656.238
116.43876,6.9954033,-1.0,-116.43876,98.147995,2.7570388e-05,17822,7.6673217,21,3.0,,-69.59977,10.0,-4.580402,-3.3997676,116.43876,87.01986,-4.8129478,13.724595308303833,467.67596,,1.0287409,9.812948,,-4.1756372,230,3.506274e-24,21,9,206.0719,848.6666666666666,0.14999999,380.6561
116.43876,8.306521,,-116.43876,98.147995,2.5120953e-05,18079,-12.314436,22,3.0,,92.28997,-10.0,-4.6269217,-2.9497929,116.43876,-0.8398457,-0.39917755,13.972537517547607,467.4268,1.3125604e-16,0.66032,5.3991776,,-4.1237025,230,0.0017199871,22,9,118.781906,821.7727272727273,0.14999999,468.26663
116.43876,10.632641,,-116.43876,98.147995,2.2984013e-05,19078,2.3205445,23,3.0,,-1.072865,,-4.671295,-4.2688975,116.43876,-0.68231523,-0.42846814,14.777764320373535,469.45184,0.002847632,1.1434191,5.428468,,-4.1475782,230,0.11328831,23,9,124.85477,829.4782608695652,0.14999999,470.13416
116.43876,11.623775,-1.0,-116.43876,98.147995,2.110858e-05,20077,5.835463,24,3.0,,-0.6579835,,-4.7089415,-3.6396284,116.43876,-20.570553,-0.43803087,15.575512647628784,451.52014,3.5065765e-12,0.940279,5.4380307,,-4.125982,230,4.2342394e-21,24,9,130.51274,836.5416666666666,0.14999999,472.0907
116.43876,8.331324,,-116.43876,98.147995,1.9453666e-05,20865,11.588622,25,3.0,,73.886826,10.0,-4.7497635,-4.928342,116.43876,64.7318,2.5349634,16.22664999961853,451.65686,6.8661355e-15,0.72857565,2.4650366,,-4.1662536,230,0.00011538723,25,9,61.625916,834.6,0.14999999,386.92508
116.43876,12.9999895,-1.0,-116.43876,98.147995,1.7986009e-05,21197,-15.294304,26,3.0,,96.66908,-10.0,-4.7889795,-3.1643114,116.43876,-23.415861,6.1555057,16.545823574066162,452.17715,3.9247032e-22,1.000299,-1.1555057,,-4.1409283,230,7.280244e-23,26,9,-30.043152,815.2692307692307,0.14999999,475.59302
116.43876,6.745014,-1.0,-116.43876,98.147995,1.6678383e-05,22196,6.922382,27,3.0,,-18.850342,10.0,-4.8267198,-4.262453,116.43876,105.248634,5.2293634,17.346778869628906,442.7052,1.4331978e-13,1.2475448,-0.22936344,,-4.151725,230,4.4856023e-24,27,9,-6.19281,822.074074074074,0.14999999,337.45657
116.43876,0.2982115,-0.33333334,-116.43876,98.147995,9.122555e-06,22531,-5.6691995,28,3.0,,91.801994,-3.3333333,-4.8630877,-3.726079,116.43876,-0.018388871,8.321242,17.647834300994873,8657.931,8.087171e-05,0.019939968,-3.3212423,,-4.131644,230,5.460842e-06,28,16,-92.9948,804.6785714285714,0.14999999,8657.949
116.43876,0.6447563,-0.33333334,-116.43876,98.147995,8.504261e-06,23530,1.5406296,29,3.0,,-0.43709317,3.3333333,-4.8981786,-4.096605,116.43876,0.19643329,8.019232,18.914012670516968,5955.886,0.10640316,0.03711903,-3.0192318,,-4.1636314,230,2.20594e-06,29,16,-87.55771,811.3793103448276,0.14999999,5955.69
116.43876,10.82095,0.33333334,-116.43876,98.147995,7.94676e-06,24529,-11.053344,30,3.0,,-0.45090663,-10.0,-4.9320803,-3.6233654,116.43876,-2.1982162,7.7368937,19.70695209503174,4752.959,5.7498866e-05,1.0423511,-2.7368937,,-4.177166,230,0.3630604,30,16,-82.10681,817.6333333333333,0.14999999,4755.157
116.43876,3.4420774,0.33333334,-116.43876,98.147995,7.4423347e-06,25528,14.488483,31,3.0,,-13.071261,10.0,-4.9528403,-5.9944377,116.43876,18.276804,7.065663,20.47640609741211,4141.85,1.282088e-10,0.20479913,-2.0656629,,-4.2385454,230,0.02199268,31,16,-64.03555,823.483870967742,0.14999999,4123.573
116.43876,18.960747,-0.33333334,-116.43876,98.147995,6.984457e-06,25856,-11.606928,32,3.0,,94.06145,-10.0,-4.98388,-5.7158365,116.43876,-0.67970115,9.784281,20.78203320503235,4140.1255,1.0187185e-18,0.6899629,-4.784281,,-4.309314,230,1.1322986e-07,32,16,-153.09698,808.0,0.14999999,4140.805
116.43876,1.2417551,-0.33333334,-116.43876,98.147995,6.5675695e-06,26855,7.613246,33,3.0,,-2.056872,10.0,-5.014652,-4.258396,116.43876,4.8392906,9.425459,21.631269693374634,3718.08,2.6065997e-10,0.055817068,-4.425459,,-4.320688,230,6.927998e-09,33,16,-146.04013,813.7878787878788,0.14999999,3713.2407
116.43876,66.52371,0.33333334,-116.43876,98.67969,6.186923e-06,27244,-0.9556365,34,3.0,,98.67969,-3.3333333,-5.0445046,-3.4575386,116.43876,-15.0216675,12.050582,22.018242835998535,1988.1704,0.00036967604,3.8025808,-7.050582,,-4.322656,230,22.108665,34,16,-239.71979,801.2941176470588,0.14999999,2003.1921
116.43876,7.2279525,0.33333334,-116.43876,98.67969,5.8384353e-06,28243,4.9798136,35,3.0,,-9.498637,3.3333333,-4.572562,-4.6980186,116.43876,-0.41564897,11.43489,22.87496519088745,1053.7312,4.7072716,0.7179539,-6.43489,,-4.288686,230,5.3789196,35,16,-225.22113,806.9428571428572,0.14999999,1054.1469
116.43876,10.23379,1.0,-116.43876,98.67969,5.5185833e-06,29242,-3.2951794,36,3.0,,-8.898701,-3.3333333,-4.4577737,-4.292809,116.43876,-24.466995,10.870068,23.68134045600891,892.46204,0.00073286064,0.49680933,-5.8700676,,-4.297461,230,0.10954817,36,16,-211.32245,812.2777777777778,0.14999999,916.929
116.43876,25.0584,1.0,-116.43876,98.67969,5.224312e-06,30241,3.9113574,37,3.0,,-46.879917,3.3333333,-4.482134,-3.9714818,116.43876,-124.487144,9.309257,24.42409610748291,789.0405,0.72016,1.2907636,-4.3092566,,-4.3030457,230,0.043780334,37,16,-159.4425,817.3243243243244,0.14999999,913.52765
116.43876,35.850742,0.33333334,-116.43876,98.67969,4.9529667e-06,31240,15.253936,38,3.0,,-66.13185,10.0,-4.50762,-3.8150911,116.43876,89.06306,7.323965,25.2177996635437,787.8089,1.1083984e-05,1.2421364,-2.323965,,-4.2891273,230,0.014090335,38,16,-88.31067,822.1052631578947,0.14999999,698.74585
116.43876,16.331638,-1.0,-116.43876,98.67969,4.7022245e-06,31561,2.2862258,39,3.0,,94.648186,3.3333333,-4.5332246,-5.052017,116.43876,14.954465,9.563047,25.56566023826599,762.5899,1.3836667e-16,1.0710846,-4.5630474,,-4.309604,230,1.1965384e-21,39,16,-177.95886,809.2564102564103,0.14999999,747.63544
116.43876,3.4299793,-1.0,-116.43876,98.67969,4.4700523e-06,32323,-6.3159018,40,3.0,,83.79915,-3.3333333,-4.5585423,-3.7140856,116.43876,-0.56040716,11.418951,26.202932119369507,751.58826,1.1997557,0.16471216,-6.418951,,-4.295576,230,3.1464876e-21,40,16,-256.75806,808.075,0.14999999,752.1487
116.43876,2.08188,-0.33333334,-116.43876,98.67969,4.2546603e-06,33322,6.679802,41,3.0,,-20.89578,10.0,-4.583235,-3.9857194,116.43876,9.623357,10.630787,27.09795570373535,712.73126,3.632141e-10,0.104023516,-5.630787,,-4.3082104,230,4.5003423e-09,41,16,-230.86224,812.7317073170732,0.14999999,703.1079
116.43876,8.799696,-0.33333334,-116.43876,98.67969,4.0544687e-06,33846,5.826755,42,3.0,,93.65172,3.3333333,-4.6073327,-5.3972316,116.43876,21.985779,12.607475,27.573384523391724,729.15485,8.799696,0.4149382,-7.6074753,,-4.355232,230,1.6492289e-06,42,16,-319.51398,805.8571428571429,0.14999999,707.16907
116.43876,8.601179,-0.33333334,-116.43876,98.67969,3.868082e-06,34264,1.85201,43,3.0,,96.92011,-3.3333333,-4.6308627,-4.1028523,116.43876,0.19391733,14.568234,27.968411207199097,708.71967,0.11956984,0.27582887,-9.568234,,-4.3633943,230,4.329182e-06,43,16,-411.43408,796.8372093023256,0.14999999,708.52576
116.43876,28.439074,-0.33333334,-116.43876,98.67969,3.6942577e-06,35263,-14.874854,44,3.0,,-5.0006914,-10.0,-4.6538525,-4.270556,116.43876,-1.7596092,14.1234865,28.75934147834778,705.35156,0.004191932,1.0894791,-9.1234865,,-4.3779054,230,8.140139e-08,44,16,-401.4334,801.4318181818181,0.14999999,707.11115
