ReturnAbsMax,IWMax,MountainCar_mu0_higher,ReturnMin,ReturnMax,Delta,TimestepsSoFar,ActionIn1,NumTrajectories,MountainCar_std1_higher,IWMin,ReturnLastEpisode,MountainCar_mu1_higher,DenMISELogFirst,DenMISELogLast,ReturnStepMax,BoundMISE,ReturnMean,TimeElapsed,Bound,IWLastEpisode,IWMean,Regret/t,NumTrainableParams,DenMISEMeanLog,MinEpLen,IWFirstEpisode,Iteration,GridSize,Regret,AvgEpLen,MountainCar_std0_higher,BoundBonus
116.43876,32.667637,0.33333334,-116.43876,98.67969,3.5318933e-06,36262,-12.197125,45,3.0,,-4.9963374,-10.0,-4.6763253,-5.5877666,116.43876,-10.334826,13.698602,29.60883355140686,700.50854,2.3533281e-05,1.1630113,-8.698602,,-4.407118,230,0.2811292,45,16,-391.43707,805.8222222222222,0.14999999,710.8434
116.43876,27.197515,0.33333334,-116.43876,98.67969,3.3800018e-06,37261,-1.2173604,46,3.0,,-5.5081277,-3.3333333,-4.692076,-4.6447253,116.43876,-9.677219,13.281063,30.428908109664917,667.31573,0.26939955,1.9754261,-8.281063,,-4.4130626,230,15.541925,46,16,-380.9289,810.0217391304348,0.14999999,676.993
116.43876,21.709976,0.33333334,-116.43876,98.67969,3.2377015e-06,38260,3.7145011,47,3.0,,-12.74348,3.3333333,-4.4225054,-5.0955195,116.43876,-4.636827,12.727349,31.28523898124695,593.40955,2.9490044,1.0567287,-7.7273493,,-4.4129605,230,4.6294155,47,16,-363.18542,814.0425531914893,0.14999999,598.0464
116.43876,23.253136,0.33333334,-116.43876,98.67969,3.1042032e-06,39259,13.640951,48,3.0,,-2.9675837,10.0,-4.3496146,-3.882439,116.43876,84.84214,12.400372,32.125319719314575,591.8208,1.2781272,1.0064458,-7.4003716,,-4.4027724,230,0.012030967,48,16,-355.21783,817.8958333333334,0.14999999,506.97867
116.43876,15.449402,-1.0,-116.43876,98.67969,2.9787932e-06,39507,4.7493873,49,3.0,,96.30936,3.3333333,-4.369983,-4.454225,116.43876,44.883087,14.1128,32.44891619682312,569.2721,2.089037e-20,1.1608618,-9.1128,,-4.406036,230,1.0163221e-21,49,16,-446.52716,806.265306122449,0.14999999,524.389
116.43876,13.242107,-0.33333334,-116.43876,98.67969,2.8608335e-06,40283,5.673984,50,3.0,,85.33283,10.0,-4.390186,-3.8685918,116.43876,53.33756,15.537201,33.081058979034424,561.95605,0.0051896656,0.57991755,-10.537201,,-4.393992,230,3.7102712e-09,50,16,-526.86005,805.66,0.14999999,508.6185
116.43876,20.170979,-0.33333334,-116.43876,98.67969,2.7497433e-06,40696,-0.50220025,51,3.0,,95.46581,3.3333333,-4.4099884,-4.966438,116.43876,57.346825,17.10443,33.49465298652649,566.8418,11.698732,1.1680386,-12.104429,,-4.4142356,230,1.3538657e-06,51,16,-617.32587,797.9607843137255,0.14999999,509.49496
116.43876,24.28408,1.0,-116.43876,98.67969,2.6450014e-06,41695,-4.652081,52,3.0,,-2.4158502,-3.3333333,-4.4294066,-3.893172,116.43876,-43.210007,16.729038,34.33792972564697,532.6713,2.2294894e-16,0.9133978,-11.729038,,-4.4031935,230,0.10648427,52,16,-609.91003,801.8269230769231,0.14999999,575.88135
116.43876,18.342001,-1.0,-116.43876,98.67969,2.5461316e-06,42694,-6.770989,53,3.0,,-24.960833,-3.3333333,-4.446409,-4.9554996,116.43876,-7.4526224,15.942438,35.19523096084595,521.15015,2.7515204e-30,0.47488597,-10.942438,,-4.417167,230,2.8127356e-21,53,16,-579.9492,805.5471698113207,0.14999999,528.6028
116.43876,17.62265,0.33333334,-116.43876,98.67969,2.4527033e-06,43693,7.127954,54,3.0,,-25.280788,10.0,-4.4651012,-4.7256107,116.43876,94.488464,15.179045,36.00655722618103,513.73755,1.904421e-27,1.0968431,-10.179045,,-4.4333887,230,0.013503792,54,16,-549.6684,809.1296296296297,0.14999999,419.2491
116.43876,10.504585,-0.33333334,-116.43876,98.67969,2.3643252e-06,44692,-6.2705865,55,3.0,,-3.4850657,-3.3333333,-4.4832006,-3.802894,116.43876,-0.42458653,14.839697,36.828912019729614,512.07263,4.8000107e-05,0.45779946,-9.839697,,-4.42201,230,3.734879e-06,55,16,-541.18335,812.5818181818182,0.14999999,512.4972
116.43876,27.266863,-0.33333334,-116.43876,98.67969,2.2806387e-06,45691,-6.8486547,56,3.0,,-2.5385387,-10.0,-4.501219,-3.9552855,116.43876,-3.8835511,14.529371,37.68623685836792,509.23083,7.3977165,1.335282,-9.529371,,-4.423713,230,6.9878546e-08,56,16,-533.6448,815.9107142857143,0.14999999,513.1144
116.43876,27.078064,0.33333334,-116.43876,98.67969,2.2013185e-06,46690,-5.517746,57,3.0,,-1.86502,-10.0,-4.5189185,-3.87215,116.43876,-8.722177,14.241751,38.53051495552063,505.99426,0.0023912461,1.1818573,-9.241751,,-4.411343,230,0.24018455,57,16,-526.7798,819.1228070175439,0.14999999,514.71643
116.43876,20.197903,0.33333334,-116.43876,98.67969,2.1260653e-06,47689,-4.94519,58,3.0,,-0.7094317,-3.3333333,-4.5321054,-4.304168,116.43876,-9.463684,13.983971,39.38486456871033,491.7876,9.492399,1.7142192,-8.983971,,-4.4090996,230,13.244343,58,16,-521.0703,822.2241379310345,0.14999999,501.25128
116.43876,13.835243,-1.0,-116.43876,98.67969,2.0546058e-06,48688,6.044203,59,3.0,,-5.7780814,3.3333333,-4.3435273,-4.0308876,116.43876,55.558247,13.649021,40.19112014770508,486.25153,1.0699838e-20,1.1411663,-8.649021,,-4.3932724,230,9.897879e-22,59,16,-510.29224,825.2203389830509,0.14999999,430.69327
116.43876,10.967152,-0.33333334,-116.43876,98.67969,1.98669e-06,49171,11.485023,60,3.0,,94.893036,10.0,-4.3603344,-4.8201942,116.43876,66.215996,15.003088,40.67025971412659,488.3798,9.347412,0.7104229,-10.003088,,-4.399285,230,3.6011494e-09,60,16,-600.1853,819.5166666666667,0.14999999,422.1638
116.43876,24.492573,1.0,-116.43876,98.67969,1.9220863e-06,49471,4.050271,61,3.0,,96.897385,3.3333333,-4.376864,-3.825544,116.43876,-102.10069,16.345617,41.007522106170654,479.59607,2.4753731e-15,1.1930534,-11.345617,,-4.3952146,230,0.03940587,61,16,-692.0827,811.0,0.14999999,581.6968
116.43876,26.630642,1.0,-116.43876,98.67969,1.8605837e-06,50470,-12.368837,62,3.0,,-34.81432,-10.0,-4.3924785,-4.4127507,116.43876,-41.309196,15.520457,41.85526657104492,479.47272,0.0011091498,0.94943875,-10.520457,,-4.394917,230,0.0018857738,62,16,-652.2684,814.0322580645161,0.14999999,520.7819
116.43876,16.792141,-0.33333334,-116.43876,98.67969,1.8019862e-06,51469,2.5894945,63,3.0,,-32.335415,3.3333333,-4.408448,-4.934967,116.43876,55.444088,14.76084,42.745389461517334,478.72568,3.9712734e-20,1.1410444,-9.76084,,-4.406038,230,1.3517822e-06,63,16,-614.9329,816.968253968254,0.14999999,423.2816
116.43876,17.703018,0.33333334,-116.43876,98.67969,1.7461142e-06,52468,5.066794,64,3.0,,-5.465914,3.3333333,-4.4241967,-4.2187185,116.43876,-3.756143,14.444797,43.62269997596741,466.26346,6.7028345e-06,1.1294029,-9.444797,,-4.402088,230,4.6372523,64,16,-604.467,819.8125,0.14999999,470.0196
116.43876,18.270239,,-116.43876,98.67969,1.1068314e-06,53467,-5.8903937,65,3.0,,-5.8550587,-5.0,-4.3697486,-3.7837605,116.43876,-0.9419029,14.132491,44.437193155288696,1179.7118,0.007102828,0.966747,-9.132491,,-4.3917637,230,0.04233673,65,25,-593.61194,822.5692307692308,0.14999999,1180.6537
116.43876,21.102455,,-116.43876,98.67969,1.073545e-06,54466,5.518991,66,3.0,,-0.69711584,5.0,-4.384365,-4.076673,116.43876,26.50862,13.9078,47.036619424819946,1120.1522,0.01914845,1.0882658,-8.9078,,-4.388498,230,0.01046422,66,25,-587.9148,825.2424242424242,0.14999999,1093.6436
116.43876,14.800302,-0.5,-116.43876,98.67969,1.0417382e-06,55071,-1.5609655,67,3.0,,98.057945,,-4.3992443,-3.7406867,116.43876,15.601002,15.163773,47.64018988609314,996.51416,0.5925486,0.7819903,-10.163773,,-4.378546,230,4.235469e-09,67,25,-680.9728,821.955223880597,0.14999999,980.91315
116.43876,34.732475,-0.5,-116.43876,98.67969,1.011324e-06,56070,4.1564546,68,3.0,,-7.873411,5.0,-4.414059,-4.743185,116.43876,162.71405,14.82499,48.550570011138916,922.63116,4.5203676,2.2459753,-9.82499,,-4.3877616,230,5.2901694e-10,68,25,-668.09937,824.5588235294117,0.14999999,759.9171
116.43876,28.17722,0.5,-116.43876,98.67969,9.822227e-07,56818,-5.8505335,69,3.0,,94.90443,-5.0,-4.428658,-3.7629528,116.43876,-16.3652,15.985562,49.222846269607544,882.4851,1.3679995e-10,1.6448808,-10.985562,,-4.3652906,230,13.675388,69,25,-758.0038,823.4492753623189,0.14999999,898.8503
116.43876,12.695818,-0.5,-116.43876,98.67969,9.543596e-07,57817,-4.4383287,70,3.0,,-18.499344,-5.0,-4.2622313,-5.3763947,116.43876,-1.9692672,15.492922,50.19116997718811,868.1443,6.8476886e-13,0.508293,-10.492922,,-4.372815,230,1.8659083e-09,70,25,-734.5045,825.9571428571429,0.14999999,870.1135
116.43876,19.157589,0.5,-116.43876,98.67969,9.276656e-07,58816,3.9475741,71,3.0,,-9.227744,5.0,-4.276416,-4.9386907,116.43876,-3.4706452,15.144743,51.085731983184814,836.7649,8.646005e-14,0.65336895,-10.144743,,-4.387989,230,2.8606415,71,25,-720.27673,828.3943661971831,0.14999999,840.23553
116.43876,33.123333,-0.5,-116.43876,98.67969,9.020761e-07,59815,-9.124851,72,3.0,,-16.035719,-10.0,-4.250902,-4.4307013,116.43876,-3.2830012,14.71168,51.969141721725464,779.1228,2.0496461e-14,0.7724577,-9.71168,,-4.3938847,230,5.795469e-11,72,25,-699.24097,830.7638888888889,0.14999999,782.4058
116.43876,21.567982,-0.5,-116.43876,98.67969,8.775309e-07,60814,11.71857,73,3.0,,-5.8349557,10.0,-4.264695,-4.1973405,116.43876,81.46959,14.43022,52.81684613227844,765.3912,1.0214872e-07,0.8868722,-9.43022,,-4.3954644,230,3.4862764e-12,73,25,-688.406,833.068493150685,0.14999999,683.9216
116.43876,75.700745,0.5,-116.43876,98.67969,8.539741e-07,61144,-11.710029,74,3.0,,93.71328,-10.0,-4.2783012,-4.736245,116.43876,-18.662804,15.501614,53.224284172058105,765.2874,8.212519e-22,1.7479908,-10.501614,,-4.4024386,230,0.36962354,74,25,-777.1194,826.2702702702703,0.14999999,783.9502
116.43876,25.422796,0.5,-116.43876,98.67969,8.3135325e-07,62143,7.5451045,75,3.0,,-10.611409,10.0,-4.2867417,-4.9118347,116.43876,54.959667,15.1534395,54.149959564208984,740.7829,4.9395626e-11,0.72542155,-10.1534395,,-4.4042645,230,0.022116076,75,25,-761.50793,828.5733333333334,0.14999999,685.82324
116.43876,30.739151,0.5,-116.43876,98.67969,8.096195e-07,63142,1.7514482,76,3.0,,-7.5525155,,-4.299692,-3.772713,116.43876,-17.281824,14.854675,54.98923134803772,673.29645,0.32622576,1.5787274,-9.854675,,-4.400376,230,23.792393,76,25,-748.9553,830.8157894736842,0.14999999,690.57825
116.43876,18.563387,,-116.43876,98.67969,7.88727e-07,64141,1.852431,77,3.0,,-5.198489,5.0,-4.0404053,-3.7082736,116.43876,28.405312,14.594245,55.86524724960327,656.3028,0.19696468,0.99445194,-9.594245,,-4.386045,230,0.0074186865,77,25,-738.75684,833.0,0.14999999,627.89746
116.43876,22.358852,-0.5,-116.43876,98.67969,7.6863284e-07,65140,3.6711445,78,3.0,,-1.3026805,5.0,-4.0532126,-3.8336527,116.43876,118.50815,14.39044,56.729223012924194,651.5006,1.53635,1.7054077,-9.39044,,-4.3796353,230,3.6877065e-10,78,25,-732.45435,835.1282051282051,0.14999999,532.99243
116.43876,16.927435,,-116.43876,98.67969,7.49297e-07,66042,-6.825746,79,3.0,,97.30575,-5.0,-4.0659513,-3.6300552,116.43876,-0.84538376,15.440001,57.55914354324341,643.3061,0.022836223,0.9393521,-10.440001,,-4.363015,230,0.031244949,79,25,-824.76,835.9746835443038,0.14999999,644.1515
116.43876,29.853752,-0.5,-116.43876,98.67969,7.306816e-07,67041,5.5234675,80,3.0,,-1.7240425,10.0,-4.078135,-4.0068245,116.43876,92.79003,15.225449,58.49126076698303,597.4927,1.3523534e-06,1.0064819,-10.225449,,-4.3599806,230,2.8929437e-12,80,25,-818.0359,838.0125,0.14999999,504.70264
