IWMax,Regret,ReturnAbsMax,MinEpLen,GridSize,MountainCar_mu0_higher,AvgEpLen,MountainCar_mu1_higher,BoundMISE,ActionIn1,DenMISELogLast,DenMISEMeanLog,NumTrajectories,DenMISELogFirst,BoundBonus,MountainCar_std0_higher,IWLastEpisode,NumTrainableParams,IWMean,IWMin,Bound,ReturnMin,ReturnStepMax,TimeElapsed,Regret/t,ReturnLastEpisode,Delta,MountainCar_std1_higher,TimestepsSoFar,Iteration,ReturnMean,IWFirstEpisode,ReturnMax
9.499608,-5.5914383,118.33327,252,9,,796.1052631578947,10.0,96.54275,8.445647,-3.2821798,-4.0810113,19,-4.293692,469.25244,0.14999999,1.3595262e-08,,0.99376637,,565.79517,-118.33327,118.33327,11.780215740203857,-0.29428625,89.24325,3.368017e-05,3.0,15126,19,5.2942863,2.4602763e-05,98.6287
19.537056,-99.01596,118.33327,252,9,1.0,792.35,,-131.96968,0.18320352,-3.0560632,-4.0381484,20,-4.344984,666.9053,0.14999999,2.8314495e-11,,1.9268386,,534.9356,-118.33327,118.33327,12.35396146774292,-4.950798,98.42452,3.0396353e-05,3.0,15847,20,9.950798,2.3961182e-26,98.6287
6.993529,-49.154694,118.33327,252,9,-1.0,802.1904761904761,10.0,106.848076,9.3417225,-3.4170125,-3.9899318,21,-4.3937745,386.84872,0.14999999,,,1.3630911,,493.6968,-118.33327,118.33327,13.108911514282227,-2.3406997,-44.861263,2.7570388e-05,3.0,16846,21,7.3406997,0.05728626,98.6287
7.333129,-137.35838,118.33327,252,9,,777.2727272727273,10.0,96.845215,15.975051,-3.245925,-3.9460707,22,-4.43757,388.5599,0.14999999,9.85586e-07,,0.99265265,,485.40512,-118.33327,118.33327,13.342705726623535,-6.2435627,93.20369,2.5120953e-05,3.0,17100,22,11.243563,2.84099e-05,98.6287
11.185665,-227.98929,118.33327,252,9,,755.0869565217391,,0.70410687,-0.29683715,-4.9546494,-3.9951537,23,-4.482021,477.8714,0.14999999,3.2744407e-05,,0.9649179,,478.5755,-118.33327,118.33327,13.605782985687256,-9.912578,95.63092,2.2984013e-05,3.0,17367,23,14.912578,0.0011603897,98.6287
11.997791,-222.85999,118.33327,252,9,,765.25,-10.0,-1.2057997,-11.315484,-3.2199798,-3.9704754,24,-4.52453,479.7772,0.14999999,0.04602196,,1.0165718,,478.57138,-118.33327,118.33327,14.359596252441406,-9.285832,-0.1292984,2.110858e-05,3.0,18366,24,14.285832,7.0697024e-07,98.6287
12.489482,-217.60867,118.33327,252,9,-1.0,774.6,-10.0,-21.04671,-8.226644,-3.4644184,-3.9559815,25,-4.565352,481.5947,0.14999999,2.8849662e-11,,0.973728,,460.54797,-118.33327,118.33327,15.117938756942749,-8.704347,-0.2513201,1.9453666e-05,3.0,19365,25,13.704347,0.0015514246,98.6287
6.397193,-193.67175,118.33327,252,9,-1.0,783.2307692307693,,-0.32535955,1.365822,-3.5631547,-3.9480739,26,-4.6045103,457.65244,0.14999999,0.6848624,,0.4935229,,457.3271,-118.33327,118.33327,15.883445739746094,-7.4489136,-18.936934,1.7986009e-05,3.0,20364,26,12.448914,2.7631326,98.6287
6.744221,-169.43353,118.33327,252,9,-1.0,791.2222222222222,10.0,102.94283,10.905752,-3.315096,-3.9439352,27,-4.541253,342.94662,0.14999999,0.38128448,,1.2769284,,445.88947,-118.33327,118.33327,16.653473377227783,-6.275316,-19.238234,1.6678383e-05,3.0,21363,27,11.275316,0.06638953,98.6287
1.849725,-257.8894,118.33327,251,16,0.33333334,771.9285714285714,-3.3333333,-0.011242361,-5.1889887,-3.3826885,-3.91773,28,-4.575165,8798.818,0.14999999,6.64204e-19,,0.12424518,,8798.807,-118.33327,118.33327,16.88292908668518,-9.210336,93.45589,9.122555e-06,3.0,21614,28,14.210336,1.466016e-09,98.6287
17.097733,-251.0509,118.33327,251,16,-0.33333334,779.7586206896551,-3.3333333,-1.3139848,0.2566034,-4.350358,-3.962355,29,-4.610256,8822.078,0.14999999,0.01243042,,0.75083286,,8820.764,-118.33327,118.33327,18.04687786102295,-8.656928,-1.8385121,8.504261e-06,3.0,22613,29,13.656928,0.677806,98.6287
1.0194993,-245.96558,118.33327,251,16,0.33333334,787.0666666666667,3.3333333,0.9353588,0.14491248,-3.371563,-3.9547973,30,-4.6210537,6070.142,0.14999999,0.2129657,,0.07042616,,6071.0776,-118.33327,118.33327,18.778982877731323,-8.198853,-0.08532538,7.94676e-06,3.0,23612,30,13.198853,5.4118563e-09,98.6287
2.496396,-235.03418,118.33327,251,16,-0.33333334,793.9032258064516,3.3333333,0.1856017,3.619539,-4.52454,-4.002659,31,-4.653844,6084.5684,0.14999999,4.4001652e-05,,0.16150485,,6084.754,-118.33327,118.33327,19.566932678222656,-7.581748,-5.931361,7.4423347e-06,3.0,24611,31,12.581748,2.496396,98.6287
7.923381,-228.69318,118.33327,251,16,0.33333334,800.3125,-10.0,-0.5157323,-13.40721,-4.1695414,-4.0337124,32,-4.608142,4208.1787,0.14999999,5.8179137e-07,,0.37238482,,4207.663,-118.33327,118.33327,20.36534333229065,-7.1466618,-1.3410012,6.984457e-06,3.0,25610,32,12.146662,3.0797634e-12,98.6287
30.831852,-218.04218,118.33327,251,16,-0.33333334,806.3333333333334,-10.0,-1.9036292,-9.553739,-5.428141,-4.0955014,33,-4.6389136,4219.072,0.14999999,0.00013089634,,1.2491325,,4217.168,-118.33327,118.33327,21.22216773033142,-6.607339,-5.651011,6.5675695e-06,3.0,26609,33,11.607339,0.0014177802,98.6287
3.4943495,-208.31366,118.33327,251,16,0.33333334,812.0,10.0,14.867478,12.000632,-4.7250686,-4.1154647,34,-4.6687236,3783.0857,0.14999999,7.155783e-14,,0.15713067,,3797.9531,-118.33327,118.33327,21.977458000183105,-6.126872,-4.7284946,6.186923e-06,3.0,27608,34,11.126872,1.434376e-10,98.6287
2.3050692,-298.70667,118.33327,251,16,-0.33333334,796.2857142857143,10.0,8.741317,11.224919,-5.1313834,-4.1683164,35,-4.697711,3792.2178,0.14999999,2.155338e-05,,0.15943755,,3800.959,-118.33327,118.33327,22.259726762771606,-8.534476,95.393005,5.8384353e-06,3.0,27870,35,13.534476,0.06591417,98.6287
13.004335,-391.45276,118.33327,251,16,1.0,791.7222222222222,-3.3333333,-54.493214,-3.2535884,-3.3657374,-4.1690784,36,-4.7240005,931.84784,0.14999999,6.9586054e-16,,0.9627571,,877.3546,-118.33327,118.33327,22.763113737106323,-10.873688,97.74607,5.5185833e-06,3.0,28502,36,15.873688,1.005518e-26,98.6287
19.876587,-352.76263,118.33327,251,16,1.0,797.3243243243244,3.3333333,-77.63898,4.45012,-4.146679,-4.1721053,37,-4.7513995,928.3912,0.14999999,0.8069137,,1.0361736,,850.7522,-118.33327,118.33327,23.578303575515747,-9.534125,-33.69012,5.224312e-06,3.0,29501,37,14.534125,3.6439146e-26,98.6287
35.381897,-317.32367,118.33327,251,16,0.33333334,802.6315789473684,10.0,88.24409,8.963311,-4.922981,-4.1947083,38,-4.7780676,710.14404,0.14999999,0.060511917,,1.0849327,,798.3881,-118.33327,118.33327,24.388134479522705,-8.350623,-30.439013,4.9529667e-06,3.0,30500,38,13.350623,1.60011e-10,98.6287
18.93358,-300.7644,118.33327,251,16,-1.0,807.6666666666666,3.3333333,25.518097,5.958352,-4.1374073,-4.1978464,39,-4.8040433,720.2655,0.14999999,1.6424216e-19,,1.436825,,745.78357,-118.33327,118.33327,25.200167417526245,-7.7119074,-11.559234,4.7022245e-06,3.0,31499,39,12.711907,3.4167552,98.6287
8.044191,-386.04346,118.33327,251,16,-1.0,795.7,-3.3333333,-8.501125,-5.092681,-3.4138057,-4.171489,40,-4.745379,746.4082,0.14999999,0.030080236,,0.4449996,,737.9071,-118.33327,118.33327,25.538736581802368,-9.651087,90.27904,4.4700523e-06,3.0,31828,40,14.651087,0.91381466,98.6287
2.5331554,-361.401,118.33327,251,16,-0.33333334,800.6585365853658,10.0,13.590844,10.155932,-3.74683,-4.175087,41,-4.7474833,714.5477,0.14999999,6.774769e-09,,0.2046654,,728.13855,-118.33327,118.33327,26.339552402496338,-8.814658,-19.642496,4.2546603e-06,3.0,32827,41,13.814658,0.06927788,98.6287
8.042501,-451.95532,118.33327,251,16,-0.33333334,787.6904761904761,-3.3333333,-1.2285839,-2.4245586,-5.3542595,-4.221921,42,-4.7698927,721.2099,0.14999999,0.00010179926,,0.52516234,,719.9813,-118.33327,118.33327,26.587583303451538,-10.760841,95.55434,4.0544687e-06,3.0,33083,42,15.760841,0.7951237,98.6287
22.115318,-444.248,118.33327,251,16,0.33333334,792.6046511627907,-3.3333333,-4.04003,-5.5070643,-3.9822311,-4.227812,43,-4.7746687,722.5772,0.14999999,0.0008421892,,1.1298511,,718.5372,-118.33327,118.33327,27.404269456863403,-10.331348,-2.7073061,3.868082e-06,3.0,34082,43,15.331348,1.7897096e-09,98.6287
20.20647,-437.49292,118.33327,251,16,-0.33333334,797.2954545454545,3.3333333,0.2655574,4.208857,-4.1595135,-4.2274675,44,-4.797658,718.8573,0.14999999,0.00015466544,,0.69362926,,719.12286,-118.33327,118.33327,28.221786975860596,-9.943021,-1.7551186,3.6942577e-06,3.0,35081,44,14.943021,2.882512,98.6287
12.416731,-527.322,118.33327,251,16,0.33333334,797.5777777777778,3.3333333,-1.1757518,0.29595038,-4.3872385,-4.239529,45,-4.7566757,720.1515,0.14999999,1.7349425e-05,,0.4747952,,718.9757,-118.33327,118.33327,28.937702178955078,-11.718267,94.829155,3.5318933e-06,3.0,35891,45,16.718267,6.1979226e-09,98.6287
33.33173,-517.9535,118.33327,251,16,-0.33333334,801.9565217391304,-10.0,-4.357887,-6.4423513,-4.048152,-4.2473803,46,-4.7786546,721.1654,0.14999999,1.5896231e-06,,1.3853685,,716.8075,-118.33327,118.33327,29.761383056640625,-11.259859,-4.3685203,3.3800018e-06,3.0,36890,46,16.25986,0.001630413,98.6287
43.336296,-509.1792,118.33327,251,16,0.33333334,806.1489361702128,-10.0,-4.943612,-4.7173367,-4.1870394,-4.243376,47,-4.8001256,722.3955,0.14999999,6.0237668e-05,,1.3186624,,717.4519,-118.33327,118.33327,30.561867713928223,-10.8336,-3.7743156,3.2377015e-06,3.0,37889,47,15.8336,3.7315992e-12,98.6287
22.84134,-495.64783,118.33327,251,16,0.33333334,810.1666666666666,10.0,54.248783,8.443893,-4.722432,-4.252587,48,-4.821179,515.2382,0.14999999,5.4772325e-05,,1.004335,,569.487,-118.33327,118.33327,31.383139848709106,-10.325996,-8.531411,3.1042032e-06,3.0,38888,48,15.325996,1.6706023e-10,98.6287
15.806516,-482.64343,118.33327,251,16,-1.0,814.0204081632653,3.3333333,37.630634,2.6009274,-3.6992207,-4.244053,49,-4.8417983,519.2138,0.14999999,2.88883e-16,,1.2420019,,556.8444,-118.33327,118.33327,32.2818500995636,-9.849866,-8.004385,2.9787932e-06,3.0,39887,49,14.849866,3.548221,98.6287
19.28227,-560.37756,118.33327,251,16,-0.33333334,816.02,3.3333333,37.148556,7.3862634,-3.8066258,-4.232407,50,-4.79209,517.89136,0.14999999,0.039784458,,0.92008626,,555.0399,-118.33327,118.33327,32.99410343170166,-11.207552,82.73414,2.8608335e-06,3.0,40801,50,16.207552,2.8665068,98.6287
7.9063373,-653.4426,118.33327,251,16,-0.33333334,816.1176470588235,10.0,33.80507,11.929761,-3.8651752,-4.228656,51,-4.7561455,516.78955,0.14999999,0.029558985,,0.38386342,,550.5946,-118.33327,118.33327,33.66379952430725,-12.812601,98.06506,2.7497433e-06,3.0,41622,51,17.812601,0.06988059,98.6287
24.131111,-744.4275,118.33327,251,16,1.0,811.2692307692307,-3.3333333,-52.71475,-1.5160342,-3.9094858,-4.234482,52,-4.7741942,585.25116,0.14999999,1.2516598e-18,,1.1471028,,532.53644,-118.33327,118.33327,34.16219711303711,-14.315914,95.984886,2.6450014e-06,3.0,42186,52,19.315914,1.0572768e-26,98.6287
11.928801,-702.3898,118.33327,251,16,0.33333334,814.811320754717,3.3333333,6.014764,4.5274215,-3.8169825,-4.2262506,53,-4.7932425,519.33795,0.14999999,0.0007376431,,0.7660272,,525.3527,-118.33327,118.33327,34.927173376083374,-13.252638,-37.037663,2.5461316e-06,3.0,43185,53,18.252638,6.428761e-09,98.6287
22.337769,-693.3015,118.33327,251,16,1.0,818.2222222222222,3.3333333,-65.14171,-1.3620174,-3.8053448,-4.223575,54,-4.811935,585.6611,0.14999999,6.7052286e-05,,1.1343274,,520.51935,-118.33327,118.33327,35.75892949104309,-12.838917,-4.0882845,2.4527033e-06,3.0,44184,54,17.838917,3.871314e-26,98.6287
18.988161,-627.15186,118.33327,251,16,-1.0,821.5090909090909,-3.3333333,-12.646529,-2.1503012,-4.12644,-4.2217026,55,-4.830284,532.648,0.14999999,,,0.73325694,,520.00146,-118.33327,118.33327,36.571292877197266,-11.402761,-61.149616,2.3643252e-06,3.0,45183,55,16.402761,0.99479127,98.6287
19.111471,-593.2383,118.33327,251,16,-0.33333334,824.6785714285714,-3.3333333,-1.9769256,-2.9487898,-5.420973,-4.2489724,56,-4.830377,521.559,0.14999999,5.5832665e-08,,0.9913122,,519.5821,-118.33327,118.33327,37.40940713882446,-10.593541,-28.9136,2.2806387e-06,3.0,46182,56,15.593541,0.84470046,98.6287
22.39566,-585.65173,118.33327,251,16,-0.33333334,827.7368421052631,-10.0,-3.0600104,-12.046878,-3.7916553,-4.242641,57,-4.833105,522.173,0.14999999,0.76097596,,1.0149097,,519.113,-118.33327,118.33327,38.20896673202515,-10.274591,-2.5865521,2.2013185e-06,3.0,47181,57,15.274591,0.0017216512,98.6287
27.823765,-578.3417,118.33327,251,16,0.33333334,830.6896551724138,-10.0,-4.252018,-1.058847,-4.0457234,-4.2408304,58,-4.8504667,523.78925,0.14999999,0.0020344607,,0.95114726,,519.53723,-118.33327,118.33327,39.007500410079956,-9.971408,-2.310052,2.1260653e-06,3.0,48180,58,14.971408,3.9242594e-12,98.6287
18.870556,-573.0121,118.33327,251,16,0.33333334,833.542372881356,-3.3333333,-5.8063464,0.70890105,-3.91331,-4.23788,59,-4.8675613,522.7342,0.14999999,0.15687643,,1.3416485,,516.92786,-118.33327,118.33327,39.86184215545654,-9.7120695,-0.32960948,2.0546058e-06,3.0,49179,59,14.7120695,1.963925e-09,98.6287
29.621578,-562.43396,118.33327,251,16,1.0,836.3,-10.0,-37.103374,-13.183202,-4.034046,-4.230881,60,-4.8843684,527.9384,0.14999999,2.0450709e-05,,0.86083925,,490.83505,-118.33327,118.33327,40.745962142944336,-9.373899,-5.57812,1.98669e-06,3.0,50178,60,14.373899,2.3993616e-29,98.6287
14.733791,-514.3953,118.33327,251,16,-1.0,838.9672131147541,3.3333333,48.680756,-0.16876054,-5.0200114,-4.248087,61,-4.9008975,431.31696,0.14999999,,,1.2875901,,479.9977,-118.33327,118.33327,41.652164697647095,-8.432711,-43.038586,1.9220863e-06,3.0,51177,61,13.432711,3.7642384,98.6287
19.814518,-488.19977,118.33327,251,16,0.33333334,841.5483870967741,10.0,49.72922,7.2798743,-3.4156578,-4.2313423,62,-4.8572783,430.10272,0.14999999,2.9185536e-20,,1.0902184,,479.83194,-118.33327,118.33327,42.46851444244385,-7.8741894,-21.195549,1.8605837e-06,3.0,52176,62,12.874189,1.7320134e-10,98.6287
9.769673,-581.8523,118.33327,251,16,-0.33333334,840.4285714285714,10.0,46.139515,10.197485,-3.9581318,-4.2270703,63,-4.8732786,430.62396,0.14999999,0.34911218,,0.51089174,,476.7635,-118.33327,118.33327,43.10019850730896,-9.235751,98.6525,1.8019862e-06,3.0,52947,63,14.235751,0.078564584,98.6525
30.74275,-673.0383,118.33327,251,16,1.0,832.671875,10.0,-58.65961,3.80069,-3.6961548,-4.226659,64,-4.8877807,530.5272,0.14999999,1.8357478e-16,,0.5255839,,471.8676,-118.33327,118.33327,43.48392200469971,-10.516224,96.18602,1.7461142e-06,3.0,53291,64,15.516224,1.0553865e-27,98.6525
19.47262,-618.58813,118.33327,251,25,,835.2307692307693,-5.0,-0.64180297,0.07312253,-3.9669127,-4.2312055,65,-4.903285,1199.8925,0.14999999,1.1012168e-09,,0.967176,,1199.2506,-118.33327,118.33327,44.32980799674988,-9.516741,-49.450195,1.1068314e-06,3.0,54290,65,14.516741,0.00017136075,98.6525
13.345362,-613.2844,118.33327,251,25,,837.7121212121212,5.0,54.92986,9.307431,-3.935966,-4.22808,66,-4.91855,1117.7877,0.14999999,3.5184746,,0.9858477,,1172.7175,-118.33327,118.33327,46.86940574645996,-9.292189,-0.30376622,1.073545e-06,3.0,55289,66,14.292189,0.0011520152,98.6525
21.640015,-706.39075,118.33327,251,25,-0.5,834.8656716417911,,7.9713283,2.731934,-3.6342268,-4.220003,67,-4.9335704,1066.275,0.14999999,0.00034812637,,0.7410318,,1074.2463,-118.33327,118.33327,47.515734910964966,-10.543145,98.106346,1.0417382e-06,3.0,55936,67,15.543145,21.640015,98.6525
21.576046,-691.96655,118.33327,251,25,0.5,837.2794117647059,,-7.733883,0.1426984,-4.863861,-4.2340636,68,-4.6684947,1077.9021,0.14999999,3.0412093e-11,,1.054603,,1070.1682,-118.33327,118.33327,48.43939161300659,-10.175979,-9.424107,1.011324e-06,3.0,56935,68,15.175979,1.7601294e-12,98.6525
30.375952,-668.77136,118.33327,251,25,-0.5,839.6231884057971,5.0,42.445972,1.5710051,-5.1535563,-4.247935,69,-4.6830935,872.4114,0.14999999,2.7985448e-13,,1.1672091,,914.85736,-118.33327,118.33327,49.364444971084595,-9.692339,-18.195204,9.822227e-07,3.0,57934,69,14.692339,10.808084,98.6525
16.9215,-658.83514,118.33327,251,25,-0.5,841.9,-5.0,-2.414436,-4.122285,-3.878975,-4.242216,70,-4.551964,884.154,0.14999999,1.0233302,,0.68517464,,881.73956,-118.33327,118.33327,50.194371938705444,-9.411931,-4.936243,9.543596e-07,3.0,58933,70,14.411931,1.4318001,98.6525
34.838913,-645.4128,118.33327,251,25,0.5,844.112676056338,-5.0,-8.367612,-10.328699,-4.665182,-4.253132,71,-4.5459003,885.26,0.14999999,2.2776562e-11,,0.946033,,876.8924,-118.33327,118.33327,51.00704288482666,-9.090321,-8.422351,9.276656e-07,3.0,59932,71,14.090321,1.5088869e-13,98.6525
8.651065,-639.7817,118.33327,251,25,0.5,846.2638888888889,5.0,-1.477783,5.452342,-4.081377,-4.252901,72,-4.559887,875.7523,0.14999999,2.1521778e-06,,0.6362398,,874.27454,-118.33327,118.33327,51.81476044654846,-8.885857,-0.63112164,9.020761e-07,3.0,60931,72,13.885857,1.0130908e-12,98.6525
23.04004,-609.537,118.33327,251,25,-0.5,848.3561643835617,-10.0,-2.5942338,-11.965477,-5.1245832,-4.270046,73,-4.57368,795.9235,0.14999999,1.7563119e-17,,0.66060114,,793.3293,-118.33327,118.33327,52.7095901966095,-8.349822,-25.244707,8.775309e-07,3.0,61930,73,13.349822,0.008816464,98.6525
23.80299,-598.52795,118.33327,251,25,0.5,850.3918918918919,-10.0,-2.9639225,-4.8383017,-4.511755,-4.278548,74,-4.587165,796.69965,0.14999999,2.8999865e-09,,0.4915701,,793.7357,-118.33327,118.33327,53.568222999572754,-8.088216,-6.009027,8.539741e-07,3.0,62929,74,13.088216,9.474565e-16,98.6525
48.355644,-581.0125,118.33327,251,25,-0.5,852.3733333333333,10.0,84.152145,7.1814666,-4.642582,-4.290724,75,-4.600588,696.98376,0.14999999,1.8397857e-16,,0.93300056,,781.1359,-118.33327,118.33327,54.476534366607666,-7.746834,-12.515478,8.3135325e-07,3.0,63928,75,12.746834,0.3970225,98.6525
28.2583,-669.2964,118.33327,251,25,0.5,849.6973684210526,10.0,32.786156,8.416168,-4.4313483,-4.2954087,76,-4.6085534,697.65155,0.14999999,1.9921442e-10,,0.7748571,,730.4377,-118.33327,118.33327,55.05867862701416,-8.806531,93.28396,8.096195e-07,3.0,64577,76,13.806531,4.243091e-14,98.6525
12.87756,-645.7295,118.33327,251,25,,851.6363636363636,5.0,54.95528,7.173927,-4.229135,-4.2984,77,-4.621626,639.28217,0.14999999,0.029919598,,0.9462617,,694.2374,-118.33327,118.33327,55.92841386795044,-8.386097,-18.566887,7.88727e-07,3.0,65576,77,13.386097,0.000856063,98.6525
17.617659,-738.6488,118.33327,251,25,,846.0897435897435,-5.0,-0.56419414,-6.885628,-3.8187892,-4.2933383,78,-4.634518,654.04517,0.14999999,0.00075622543,,0.87036663,,653.48096,-118.33327,118.33327,56.4294695854187,-9.469856,97.919205,7.6863284e-07,3.0,65995,78,14.469856,0.00013097475,98.6525
23.265354,-733.60425,118.33327,251,25,-0.5,848.0253164556962,5.0,53.453373,2.8702457,-3.9906049,-4.2916064,79,-4.6472554,572.6172,0.14999999,6.495319e-05,,1.2388654,,626.07056,-118.33327,118.33327,57.305617809295654,-9.28613,-0.044618495,7.49297e-07,3.0,66994,79,14.28613,10.427601,98.6525
14.707665,-823.19775,118.33327,251,25,-0.5,848.7,,10.844635,0.40752667,-3.7999165,-4.283705,80,-4.5358524,595.35626,0.14999999,7.9004207,,1.0757656,,606.2009,-118.33327,118.33327,58.10965180397034,-10.289972,94.593506,7.306816e-07,3.0,67896,80,15.289972,14.5388775,98.6525
