NumTrainableParams,ReturnMax,ReturnMin,NumTrajectories,IWMean,MountainCar_mu0_higher,TimestepsSoFar,MinEpLen,ReturnLastEpisode,IWFirstEpisode,ReturnAbsMax,Delta,ActionIn1,Regret/t,Regret,DenMISEMeanLog,BoundMISE,TimeElapsed,Bound,MountainCar_mu1_higher,DenMISELogLast,ReturnStepMax,DenMISELogFirst,MountainCar_std0_higher,ReturnMean,IWMax,IWLastEpisode,AvgEpLen,GridSize,IWMin,BoundBonus,Iteration,MountainCar_std1_higher
,99.368866,-98.82092,900,1.0172158,-0.11111111,688321,177,-0.06765654,0.00023983397,99.368866,1.4861927e-09,10.605443,-28.355839,-25520.254,-4.177329,95.32585,1329.4803266525269,192.56082,10.0,-4.286642,99.368866,-4.2197185,0.14999999,33.35584,10.504821,0.0003636741,764.8011111111111,100,,97.23496,900,3.0
,99.368866,-98.82092,901,0.90014416,0.33333334,688631,177,98.226295,9.764026e-09,99.368866,1.4828956e-09,-4.0460615,-28.427837,-25613.48,-4.1763325,-3.5414855,1331.0995812416077,192.52486,-5.5555553,-3.2941496,99.368866,-4.220829,0.14999999,33.427837,27.495335,7.071021e-08,764.2963374028857,100,,196.06635,901,3.0
,99.368866,-98.82092,902,0.9821689,-0.5555556,689630,177,-0.07914938,0.06493848,99.368866,1.4796094e-09,9.999717,-28.39069,-25608.402,-4.176581,89.105705,1333.225225687027,192.28549,10.0,-4.2939777,99.368866,-4.221938,0.14999999,33.39069,12.212663,1.1000654e-07,764.5565410199556,100,,103.17978,902,3.0
,99.368866,-98.82092,903,1.0393242,-1.0,689954,177,91.699455,0.002702978,99.368866,1.476334e-09,7.1775904,-28.455261,-25695.102,-4.1759257,87.89758,1334.8262751102448,192.58997,10.0,-3.5644975,99.368866,-4.2229743,0.14999999,33.45526,17.399153,6.368777,764.0686600221484,100,,104.69239,903,3.0
,99.368866,-98.82092,904,0.9241222,-0.7777778,690487,177,87.83109,0.03976206,99.368866,1.4730697e-09,8.4668,-28.515411,-25777.932,-4.175048,80.733185,1336.6035351753235,192.35773,10.0,-3.4164336,99.368866,-4.224078,0.14999999,33.51541,13.007418,6.042182,763.8130530973451,100,,111.62455,904,3.0
,99.368866,-98.82092,905,0.92870075,-0.11111111,690912,177,90.95823,0.040405598,99.368866,1.469816e-09,1.8653564,-28.578884,-25863.889,-4.174286,35.160397,1338.2941179275513,192.21507,3.3333333,-3.4064155,99.368866,-4.2251396,0.14999999,33.578884,17.966177,2.6050493e-06,763.4386740331491,100,,157.05467,905,3.0
,99.368866,-98.82092,906,1.1072563,-1.0,691911,177,-0.40754068,0.025878021,99.368866,1.4665732e-09,2.4146345,-28.54137,-25858.48,-4.1741805,82.807396,1340.484459400177,192.04163,7.7777777,-4.004226,99.368866,-4.226199,0.14999999,33.54137,14.657578,7.111204e-08,763.6986754966888,100,,109.23424,906,3.0
,99.368866,-98.82092,907,1.0495518,-0.11111111,692462,177,83.376884,0.00041853124,99.368866,1.463341e-09,-15.477828,-28.596317,-25936.86,-4.174513,-0.8421262,1342.2872395515442,192.00899,-10.0,-4.57783,99.368866,-4.227274,0.14999999,33.596317,37.52492,1.10163255e-13,763.4641675854465,100,,192.85112,907,3.0
,99.368866,-98.82092,908,1.0188481,-0.11111111,693461,177,-2.762811,0.00024191933,99.368866,1.4601197e-09,8.1131,-28.556274,-25929.096,-4.1767697,95.467865,1344.4465508460999,191.99814,10.0,-6.2619834,99.368866,-4.2283754,0.14999999,33.556274,10.473346,3.3211156e-14,763.7235682819384,100,,96.530266,908,3.0
,99.368866,-98.82092,909,1.1206722,-1.0,694041,177,98.076965,0.14313516,99.368866,1.4569088e-09,8.871994,-28.627254,-26022.174,-4.175691,62.85434,1346.2401750087738,191.84479,5.5555553,-3.2123115,99.368866,-4.229476,0.14999999,33.627254,19.34318,6.852514e-08,763.5214521452145,100,,128.99045,909,3.0
,99.368866,-98.82092,910,1.0926132,0.11111111,694501,177,88.35947,5.482364e-07,99.368866,1.4537086e-09,4.707012,-28.6874,-26105.533,-4.1747656,91.84908,1347.9574599266052,191.72601,10.0,-3.447845,99.368866,-4.2304177,0.14999999,33.6874,11.762236,3.1152497e-10,763.1879120879121,100,,99.87692,910,3.0
,99.368866,-98.82092,911,1.0370897,-0.7777778,695500,177,-0.34901315,12.350233,99.368866,1.4505188e-09,0.800452,-28.650036,-26100.182,-4.1741214,8.05969,1350.0355145931244,191.56636,1.1111112,-3.67701,99.368866,-4.2315164,0.14999999,33.650036,23.331066,3.343446e-05,763.4467618002195,100,,183.50667,911,3.0
,99.368866,-98.82092,912,0.9270294,-0.7777778,696499,177,-18.643908,0.039566495,99.368866,1.4473396e-09,9.563613,-28.592693,-26076.537,-4.174167,81.03375,1352.1500527858734,191.50455,10.0,-4.247263,99.368866,-4.2191477,0.14999999,33.592693,12.909592,0.2266178,763.7050438596491,100,,110.4708,912,3.0
,99.368866,-98.82092,913,1.1930151,1.0,696965,177,92.20797,1.2861913e-24,99.368866,1.4441709e-09,1.9523318,-28.656895,-26163.746,-4.1734076,-65.68262,1353.8868522644043,191.43399,1.1111112,-3.4051013,99.368866,-4.2202,0.14999999,33.656895,68.79621,2.3299809e-29,763.3789704271632,100,,257.1166,913,3.0
,99.368866,-98.82092,914,0.88347095,1.0,697964,177,-46.89499,7.233391e-27,99.368866,1.4410124e-09,-9.501429,-28.568764,-26111.852,-4.1739616,-42.273724,1356.0238614082336,191.47144,-10.0,-4.849969,99.368866,-4.221295,0.14999999,33.568764,73.246284,0.045437902,763.636761487965,100,,233.74516,914,3.0
,99.368866,-98.82092,915,0.91370416,0.5555556,698963,177,-89.033485,3.8436856e-15,99.368866,1.4378644e-09,19.031048,-28.434772,-26017.818,-4.177594,-1.51417,1358.1097996234894,191.45357,10.0,-7.361973,99.368866,-4.2223883,0.14999999,33.434772,36.2149,9.111541e-14,763.8939890710383,100,,192.96774,915,3.0
,99.368866,-98.82092,916,0.96845335,0.33333334,699138,175,93.84634,1.3714532e-10,99.368866,1.4347267e-09,10.927671,-28.500725,-26106.664,-4.1826463,54.42748,1359.6719794273376,191.67978,10.0,-8.709285,99.368866,-4.2234807,0.14999999,33.500725,21.370571,11.62796,763.2510917030568,100,,137.2523,916,3.0
,99.368866,-98.82092,917,0.97398543,-0.33333334,699398,175,96.72698,0.011869287,99.368866,1.4315992e-09,9.698178,-28.569672,-26198.39,-4.182652,90.992935,1361.3380722999573,191.3652,10.0,-4.1508474,99.368866,-4.2245717,0.14999999,33.56967,11.204193,8.217581e-05,762.7022900763359,100,,100.37227,917,3.0
,99.368866,-98.82092,918,1.0136667,-0.5555556,699809,175,97.82238,21.359625,99.368866,1.4284819e-09,1.5789028,-28.639664,-26291.213,-4.181655,-2.3890862,1363.1130800247192,191.17644,-1.1111112,-3.2394397,99.368866,-4.2256484,0.14999999,33.639664,25.39074,0.0014823639,762.3191721132897,100,,193.56552,918,3.0
,99.368866,-98.82092,919,1.0757369,0.33333334,700808,175,-7.2572784,4.4064194e-08,99.368866,1.4253748e-09,-1.882276,-28.595165,-26278.957,-4.181438,-4.2956243,1365.281328678131,191.10704,-1.1111112,-3.9896429,99.368866,-4.2037363,0.14999999,33.595165,28.079817,3.6850616e-07,762.5767138193689,100,,195.40266,919,3.0
,99.368866,-98.82092,920,1.0202366,-0.11111111,701807,175,-8.639183,0.00023628824,99.368866,1.4222779e-09,10.770436,-28.54926,-26265.318,-4.1816225,95.35449,1367.339082956314,191.06226,10.0,-4.41873,99.368866,-4.204824,0.14999999,33.54926,10.408604,1.2967855e-06,762.8336956521739,100,,95.70776,920,3.0
,99.368866,-98.82092,921,0.9833994,-0.33333334,702394,175,96.472176,0.011649841,99.368866,1.419191e-09,9.586105,-28.617577,-26356.79,-4.180746,91.89986,1369.2139265537262,191.39066,10.0,-3.3919082,99.368866,-4.20591,0.14999999,33.617577,11.088873,9.640037,762.642779587405,100,,99.4908,921,3.0
,99.368866,-98.82092,922,1.0005902,-0.5555556,702799,175,95.72273,0.61051345,99.368866,1.4161141e-09,4.826865,-28.684937,-26447.512,-4.1798096,80.99312,1370.960437297821,191.08096,7.7777777,-3.298236,99.368866,-4.2069826,0.14999999,33.684937,10.002843,4.9222727,762.2548806941431,100,,110.087845,922,3.0
,99.368866,-98.82092,923,0.97685355,0.33333334,703495,175,92.18457,1.3495832e-10,99.368866,1.4130473e-09,7.622534,-28.748318,-26534.697,-4.179123,55.672104,1372.8177106380463,190.91641,10.0,-3.5439517,99.368866,-4.2074046,0.14999999,33.748318,21.04189,1.0972359e-08,762.1830985915493,100,,135.24431,923,3.0
,99.368866,-98.82092,924,0.9884947,-0.7777778,704494,175,-6.34544,0.37358183,99.368866,1.4099905e-09,5.8187675,-28.704926,-26523.352,-4.1787224,76.94666,1374.9851832389832,190.71727,7.7777777,-3.7809439,99.368866,-4.2084875,0.14999999,33.704926,10.471199,2.0744359e-10,762.439393939394,100,,113.77061,924,3.0
,99.368866,-98.82092,925,1.0015663,-1.0,705040,175,88.70907,0.8736253,99.368866,1.4069435e-09,-0.3136307,-28.764389,-26607.06,-4.1779747,-10.949251,1376.7162382602692,190.67198,-1.1111112,-3.4725733,99.368866,-4.209165,0.14999999,33.76439,40.449997,0.21502979,762.2054054054054,100,,201.62123,925,3.0
,99.368866,-98.82092,926,0.95194495,-0.33333334,706039,175,-21.997982,0.614997,99.368866,1.4039063e-09,-1.0823239,-28.70417,-26580.062,-4.1785774,62.49453,1378.9303004741669,190.66238,5.5555553,-4.727586,99.368866,-4.2093015,0.14999999,33.70417,12.66473,2.8141243e-05,762.4611231101512,100,,128.16785,926,3.0
,99.368866,-98.82092,927,0.9901206,0.11111111,707038,175,-4.996877,0.00016555956,99.368866,1.400879e-09,-2.757014,-28.662422,-26570.066,-4.178708,4.4529634,1381.1558480262756,190.56213,1.1111112,-4.2492537,99.368866,-4.209717,0.14999999,33.662422,23.057121,0.0124339005,762.7162891046386,100,,186.10918,927,3.0
,99.368866,-98.82092,928,1.0336957,-1.0,708037,175,-6.6305094,0.0026702571,99.368866,1.3978617e-09,11.371212,-28.619003,-26558.436,-4.178972,87.48349,1383.364429473877,190.51233,10.0,-4.4078918,99.368866,-4.210795,0.14999999,33.619003,17.355865,1.05985884e-23,762.9709051724138,100,,103.02885,928,3.0
,99.368866,-98.82092,929,0.9798348,-0.33333334,708421,175,87.639404,0.011719465,99.368866,1.394854e-09,9.905141,-28.67715,-26641.074,-4.1789966,91.589294,1385.05011510849,190.1927,10.0,-4.2306314,99.368866,-4.211869,0.14999999,33.67715,11.041029,0.00010262811,762.5629709364908,100,,98.60341,929,3.0
,99.368866,-98.82092,930,1.0433263,0.7777778,708904,175,97.83966,1.1898707e-20,99.368866,1.3918557e-09,6.095275,-28.746143,-26733.914,-4.1780076,-40.41938,1386.8177561759949,190.17737,10.0,-3.2362463,99.368866,-4.212932,0.14999999,33.746143,60.993504,7.2914236e-10,762.2623655913978,100,,230.59676,930,3.0
,99.368866,-98.82092,931,1.0393847,-1.0,709903,175,-16.397125,0.0026788476,99.368866,1.3888675e-09,6.243192,-28.692284,-26712.518,-4.1782336,87.983604,1389.0392713546753,190.15054,10.0,-4.4159207,99.368866,-4.214007,0.14999999,33.692284,17.092304,5.7212405e-24,762.5166487647691,100,,102.16695,931,3.0
,99.368866,-98.82092,932,0.85648304,0.5555556,710651,175,83.69201,2.7237858e-13,99.368866,1.3858886e-09,-2.6301804,-28.745934,-26791.21,-4.1774163,-11.039302,1390.9965779781342,190.02367,-5.5555553,-3.450809,99.368866,-4.2150774,0.14999999,33.745934,28.84253,2.0553357e-24,762.5010729613734,100,,201.06297,932,3.0
,99.368866,-98.82092,933,1.0179516,-0.7777778,711650,175,-10.575817,2.0754185,99.368866,1.3829193e-09,1.6648438,-28.69843,-26775.633,-4.177836,59.474854,1393.1304483413696,189.99733,5.5555553,-4.419955,99.368866,-4.21615,0.14999999,33.69843,13.624795,3.611685e-18,762.7545551982851,100,,130.52248,933,3.0
,99.368866,-98.82092,934,0.8560771,0.33333334,712649,175,-9.3996725,2.3552305e-10,99.368866,1.3799596e-09,-8.664192,-28.652283,-26761.232,-4.1775856,-3.6059718,1395.2630155086517,189.91338,-10.0,-3.958558,99.368866,-4.214999,0.14999999,33.652283,44.30172,1.7309483e-12,763.0074946466809,100,,193.51935,934,3.0
,99.368866,-98.82092,935,0.990096,0.11111111,713648,175,-2.5272343,2.8432642e-05,99.368866,1.3770094e-09,6.5276504,-28.613586,-26753.705,-4.1780043,41.74973,1397.4403982162476,189.91254,5.5555553,-4.416002,99.368866,-4.216069,0.14999999,33.613586,16.17133,0.00012371052,763.2598930481283,100,,148.16281,935,3.0
,99.368866,-98.82092,936,0.9198672,-0.7777778,714647,175,-5.9713645,2.8187385,99.368866,1.3740686e-09,-4.3527226,-28.571297,-26742.734,-4.1775885,-11.146428,1399.4699518680573,189.76102,-5.5555553,-3.7751765,99.368866,-4.2171383,0.14999999,33.571297,28.542356,1.4261658e-12,763.5117521367522,100,,200.90744,936,3.0
,99.368866,-98.82092,937,0.93324697,0.5555556,715646,175,-16.173487,3.816146e-15,99.368866,1.3711373e-09,9.191282,-28.518211,-26721.562,-4.1780314,3.8535337,1401.6423807144165,189.6745,10.0,-4.5064144,99.368866,-4.215199,0.14999999,33.51821,39.22669,2.849787e-24,763.7630736392742,100,,185.82097,937,3.0
,99.368866,-98.82092,938,1.0140555,-0.11111111,716645,175,-12.638133,0.00023900742,99.368866,1.3682152e-09,11.311768,-28.469002,-26703.922,-4.177847,94.72085,1403.877332687378,189.6406,10.0,-3.9289715,99.368866,-4.2162657,0.14999999,33.469,10.393095,0.08931147,764.0138592750533,100,,94.91975,938,3.0
,99.368866,-98.82092,939,0.9873478,-0.33333334,716982,175,96.32498,0.011783654,99.368866,1.3653026e-09,10.25741,-28.535942,-26795.25,-4.177088,92.3255,1405.5704004764557,190.12503,10.0,-3.4766943,99.368866,-4.217331,0.14999999,33.535942,11.001347,9.342268,763.55910543131,100,,97.79954,939,3.0
,99.368866,-98.82092,940,0.9778229,-0.5555556,717731,175,92.5855,0.06470802,99.368866,1.3623993e-09,11.20052,-28.598759,-26882.834,-4.176304,88.65336,1407.4829986095428,190.00696,10.0,-3.4246538,99.368866,-4.218383,0.14999999,33.59876,12.182261,10.4263525,763.5436170212766,100,,101.35361,940,3.0
,99.368866,-98.82092,941,0.98274535,-0.5555556,718013,175,93.64966,0.06477238,99.368866,1.3595051e-09,14.453809,-28.662575,-26971.484,-4.175728,89.115585,1409.1753041744232,189.6392,10.0,-3.6093066,99.368866,-4.219377,0.14999999,33.662575,12.039191,11.001789,763.0318809776833,100,,100.52362,941,3.0
,99.368866,-98.82092,942,0.9280691,-0.7777778,718267,175,95.58484,0.0396149,99.368866,1.3566204e-09,9.203504,-28.728313,-27062.07,-4.1765366,81.13026,1410.8316740989685,189.43358,10.0,-4.9173083,99.368866,-4.2203703,0.14999999,33.728313,12.794959,4.5219026,762.4915074309979,100,,108.30332,942,3.0
,99.368866,-98.82092,943,0.9927113,-0.5555556,718629,175,94.75263,0.06490285,99.368866,1.3537447e-09,7.314179,-28.793022,-27151.82,-4.1757336,90.08873,1412.4777331352234,189.71819,10.0,-3.344459,99.368866,-4.2213893,0.14999999,33.793022,11.854802,7.459416,762.0668080593849,100,,99.629456,943,3.0
,99.368866,-98.82092,944,1.0626923,0.11111111,719315,175,94.1054,9.419193e-07,99.368866,1.3508781e-09,-11.710234,-28.856915,-27240.926,-4.1747985,-0.9379692,1414.4461317062378,189.24455,-10.0,-3.2832909,99.368866,-4.2223806,0.14999999,33.856915,40.327904,3.5486978e-11,761.9862288135594,100,,190.18253,944,3.0
,99.368866,-98.82092,945,0.9932529,-0.5555556,720314,175,-0.020666605,0.06503603,99.368866,1.3480206e-09,10.966699,-28.821064,-27235.906,-4.1754155,90.14376,1416.647307395935,188.99008,10.0,-4.808468,99.368866,-4.223439,0.14999999,33.821064,11.73245,9.37395e-14,762.237037037037,100,,98.84631,945,3.0
,99.368866,-98.82092,946,0.93696606,-0.7777778,720707,175,91.20687,0.03977598,99.368866,1.345172e-09,0.26361203,-28.881725,-27322.113,-4.1749215,81.97398,1418.332397222519,189.05971,10.0,-3.6987367,99.368866,-4.224428,0.14999999,33.881725,12.559778,12.037963,761.8467230443974,100,,107.085724,946,3.0
,99.368866,-98.82092,947,0.98457366,0.5555556,721706,175,-12.445376,1.1886392e-12,99.368866,1.3423326e-09,1.8634199,-28.832806,-27304.668,-4.1749773,-13.572257,1420.4428341388702,188.87502,1.1111112,-4.161622,99.368866,-4.2254424,0.14999999,33.832806,30.537796,1.8264785e-16,762.0971488912355,100,,202.44727,947,3.0
,99.368866,-98.82092,948,0.9515673,-0.11111111,722705,175,-14.62134,0.012703853,99.368866,1.3395022e-09,5.4778876,-28.781696,-27285.047,-4.175317,61.5375,1422.6459786891937,188.80971,5.5555553,-4.4745746,99.368866,-4.226498,0.14999999,33.781696,13.242031,4.5507608e-05,762.3470464135021,100,,127.27221,948,3.0
,99.368866,-98.82092,949,1.009371,0.7777778,723704,175,-1.7344348,8.6187174e-19,99.368866,1.3366805e-09,-1.8847632,-28.74427,-27278.312,-4.174612,-26.21236,1424.857649564743,188.70013,-5.5555553,-3.455213,99.368866,-4.227539,0.14999999,33.74427,35.225323,1.1753336e-12,762.5964172813487,100,,214.91249,949,3.0
,99.368866,-98.82092,950,1.0082123,-0.33333334,724703,175,-19.642418,2.3980517,99.368866,1.3338681e-09,-8.159563,-28.688072,-27253.668,-4.1749783,-2.2910924,1427.064159154892,188.58324,-3.3333333,-4.52251,99.368866,-4.228592,0.14999999,33.688072,26.88486,5.6823474e-10,762.8452631578947,100,,190.87433,950,3.0
,99.368866,-98.82092,951,1.1654236,-0.5555556,725702,175,-0.2171528,0.113054976,99.368866,1.3310644e-09,-9.609097,-28.65242,-27248.453,-4.1751723,-7.9695773,1429.2030305862427,188.40404,-10.0,-4.3611064,99.368866,-4.2271233,0.14999999,33.65242,43.053337,0.17281927,763.0935856992639,100,,196.37361,951,3.0
,99.368866,-98.82092,952,0.98274213,-0.33333334,726701,175,-11.574393,0.011910703,99.368866,1.3282695e-09,11.75807,-28.604916,-27231.879,-4.175335,91.552155,1431.3431446552277,188.32722,10.0,-4.4804316,99.368866,-4.228055,0.14999999,33.604916,10.754686,1.7715127e-09,763.3413865546219,100,,96.77507,952,3.0
,99.368866,-98.82092,953,1.0162526,-0.5555556,726969,175,94.51503,3.4410386,99.368866,1.3254833e-09,6.4276304,-28.668827,-27321.39,-4.174829,60.795696,1433.0254590511322,188.23425,5.5555553,-3.6727436,99.368866,-4.2290926,0.14999999,33.668827,13.057213,0.99369895,762.8216159496327,100,,127.43856,953,3.0
,99.368866,-98.82092,954,0.99527997,-0.5555556,727627,175,92.099106,0.06523783,99.368866,1.3227061e-09,8.3560505,-28.730072,-27408.49,-4.173946,90.30744,1434.957445859909,188.16942,10.0,-3.3459501,99.368866,-4.226537,0.14999999,33.730072,11.599678,5.732935,762.7117400419287,100,,97.86198,954,3.0
,99.368866,-98.82092,955,1.1157601,-1.0,728064,175,93.82194,0.14285491,99.368866,1.3199376e-09,8.953478,-28.793,-27497.312,-4.1729927,61.313766,1436.7209265232086,188.13791,5.5555553,-3.2558792,99.368866,-4.227516,0.14999999,33.793,19.597582,0.17427161,762.3706806282722,100,,126.82415,955,3.0
,99.368866,-98.82092,956,1.035057,-1.0,728519,175,85.98697,0.0027177203,99.368866,1.3171776e-09,12.15099,-28.847595,-27578.3,-4.172512,87.63768,1438.537258386612,188.7873,10.0,-3.8237617,99.368866,-4.2284136,0.14999999,33.847595,17.148724,13.740039,762.0491631799163,100,,101.14962,956,3.0
,99.368866,-98.82092,957,1.0418097,-1.0,728901,175,86.8182,0.0027205548,99.368866,1.3144263e-09,2.5755768,-28.902946,-27660.12,-4.1732755,88.217415,1440.241075515747,188.54327,10.0,-4.932975,99.368866,-4.229456,0.14999999,33.902946,16.864159,16.801302,761.6520376175548,100,,100.32587,957,3.0
,99.368866,-98.82092,958,0.95144457,-0.11111111,729716,175,77.33014,0.07474259,99.368866,1.3116837e-09,-1.1701814,-28.948277,-27732.45,-4.173507,12.68759,1442.3057537078857,187.86865,1.1111112,-4.4320683,99.368866,-4.2304974,0.14999999,33.948277,22.148283,4.1564086e-09,761.7077244258872,100,,175.18106,958,3.0
,99.368866,-98.82092,959,1.1042268,0.7777778,730715,175,-1.0875627,3.7370084e-18,99.368866,1.3089495e-09,-1.1102467,-28.911743,-27726.363,-4.1736274,-34.437916,1444.5114665031433,187.64757,1.1111112,-4.235917,99.368866,-4.231463,0.14999999,33.911743,37.245213,8.21812e-09,761.9551616266945,100,,222.08548,959,3.0
,99.368866,-98.82092,960,1.0727603,0.11111111,731714,175,-10.268944,5.493821e-07,99.368866,1.3062241e-09,11.196666,-28.865723,-27711.094,-4.173795,88.70934,1446.7294189929962,187.59402,10.0,-4.4283686,99.368866,-4.232505,0.14999999,33.865723,11.998778,0.00023793285,762.2020833333333,100,,98.88469,960,3.0
,99.368866,-98.82092,961,1.0084084,-0.11111111,732022,175,98.3913,0.0002431735,99.368866,1.303507e-09,9.670521,-28.932865,-27804.484,-4.1729226,93.95041,1448.3691337108612,187.99228,10.0,-3.404179,99.368866,-4.2335463,0.14999999,33.932865,10.391777,9.053861,761.729448491155,100,,94.04187,961,3.0
,99.368866,-98.82092,962,1.0572096,-0.33333334,732454,175,97.84743,0.02076392,99.368866,1.3007985e-09,-10.891938,-28.999306,-27897.332,-4.1719856,-3.5495672,1450.1370406150818,187.47638,-10.0,-3.2772834,99.368866,-4.234586,0.14999999,33.999306,45.392944,2.1289344e-10,761.3866943866943,100,,191.02594,962,3.0
,99.368866,-98.82092,963,0.9823747,-0.33333334,733453,175,-7.3388176,0.012000949,99.368866,1.2980983e-09,9.262006,-28.956379,-27884.992,-4.172366,91.54594,1452.3725621700287,187.47919,10.0,-4.5846977,99.368866,-4.2356033,0.14999999,33.95638,10.668245,1.0086519e-09,761.6334371754932,100,,95.93325,963,3.0
,99.368866,-98.82092,964,0.99913245,-0.5555556,734025,175,91.46613,0.06589949,99.368866,1.2954064e-09,13.563099,-29.016033,-27971.457,-4.171512,90.661385,1454.2790467739105,187.73845,10.0,-3.3294997,99.368866,-4.2366285,0.14999999,34.016033,11.534401,7.587236,761.4367219917012,100,,97.077065,964,3.0
,99.368866,-98.82092,965,0.9349154,-0.7777778,734321,175,96.13446,0.040303245,99.368866,1.292723e-09,8.06538,-29.080402,-28062.59,-4.171754,81.84161,1455.926438331604,187.59361,10.0,-4.4008136,99.368866,-4.237597,0.14999999,34.080402,12.413606,3.9103074,760.9544041450778,100,,105.752,965,3.0
,99.368866,-98.82092,966,1.0031071,-0.5555556,734853,175,91.17407,0.06602896,99.368866,1.2900481e-09,5.969755,-29.139507,-28148.766,-4.1709557,91.062386,1457.8313672542572,187.33572,10.0,-3.3328924,99.368866,-4.238591,0.14999999,34.139507,11.369984,2.5414171,760.7173913043479,100,,96.273346,966,3.0
,99.368866,-98.82092,967,1.0253211,-0.5555556,735441,175,94.19688,20.376526,99.368866,1.2873812e-09,0.77002496,-29.201618,-28237.965,-4.170144,9.827197,1459.7814519405365,187.47145,1.1111112,-3.3863542,99.368866,-4.2395573,0.14999999,34.20162,22.346104,2.0595984,760.5387797311272,100,,177.64426,967,3.0
,99.368866,-98.82092,968,1.080717,-1.0,736440,175,-4.1596494,0.8306404,99.368866,1.2847227e-09,-0.7152096,-29.161987,-28228.805,-4.170059,4.9247575,1462.02334523201,187.14145,1.1111112,-4.108416,99.368866,-4.219738,0.14999999,34.161987,34.68862,0.013002263,760.7851239669421,100,,182.21669,968,3.0
,99.368866,-98.82092,969,1.0241264,0.11111111,737439,175,-16.248003,3.8726328e-05,99.368866,1.2820724e-09,-2.5875225,-29.109962,-28207.555,-4.170151,-1.0019938,1464.2650394439697,187.01086,-5.5555553,-4.330699,99.368866,-4.219913,0.14999999,34.109962,26.505047,3.6586667e-10,761.030959752322,100,,188.01286,969,3.0
,99.368866,-98.82092,970,0.9553705,0.33333334,738438,175,-0.3861759,7.197125e-09,99.368866,1.2794303e-09,12.129858,-29.074402,-28202.168,-4.170292,12.938533,1466.4264252185822,186.97028,5.5555553,-4.323742,99.368866,-4.2209444,0.14999999,34.0744,22.19743,0.21109408,761.2762886597939,100,,174.03174,970,3.0
,99.368866,-98.82092,971,0.99593157,0.33333334,739213,175,92.64724,1.3693909e-10,99.368866,1.2767964e-09,10.853285,-29.134724,-28289.816,-4.170471,55.49671,1468.466727733612,188.43799,10.0,-4.295346,99.368866,-4.221975,0.14999999,34.134724,21.125072,20.456526,761.2904222451082,100,,132.94127,971,3.0
,99.368866,-98.82092,972,1.0772067,0.11111111,739684,175,98.17523,5.441869e-07,99.368866,1.2741707e-09,11.983814,-29.200611,-28382.992,-4.169802,89.484215,1470.2530932426453,187.47417,10.0,-3.5114784,99.368866,-4.223004,0.14999999,34.20061,11.884689,10.963931,760.9917695473251,100,,97.98995,972,3.0
,99.368866,-98.82092,973,1.0066456,-0.11111111,739962,175,98.47409,0.00024087096,99.368866,1.271553e-09,8.1778345,-29.266666,-28476.465,-4.169131,93.832886,1471.8751821517944,187.11743,10.0,-3.5893066,99.368866,-4.2240324,0.14999999,34.266666,10.328209,5.7469697,760.4953751284687,100,,93.284546,973,3.0
,99.368866,-98.82092,974,1.0842596,0.11111111,740582,175,98.49873,5.45307e-07,99.368866,1.2689432e-09,12.138362,-29.332611,-28569.965,-4.1683807,90.263664,1473.7790145874023,187.42761,10.0,-3.4436722,99.368866,-4.2250595,0.14999999,34.33261,11.737623,8.790141,760.3511293634497,100,,97.16394,974,3.0
,99.368866,-98.82092,975,0.8745843,0.5555556,740896,175,98.43228,6.6817233e-15,99.368866,1.2663415e-09,-9.099516,-29.398357,-28663.398,-4.1677213,-11.222636,1475.4121670722961,186.88914,-10.0,-3.6058438,99.368866,-4.2260857,0.14999999,34.398357,44.455414,5.207179e-14,759.8933333333333,100,,198.11179,975,3.0
,99.368866,-98.82092,976,1.0853593,0.11111111,741895,175,-11.789244,5.4642624e-07,99.368866,1.263748e-09,15.76695,-29.351036,-28646.61,-4.168259,90.44139,1477.588040113449,186.88089,10.0,-4.5570107,99.368866,-4.2271104,0.14999999,34.351036,11.621676,1.14676005e-10,760.1383196721312,100,,96.4395,976,3.0
,99.368866,-98.82092,977,1.000705,0.33333334,742068,173,97.17547,1.3778508e-10,99.368866,1.2611623e-09,13.430941,-29.415333,-28738.781,-4.1696835,56.69094,1479.1551814079285,187.20364,10.0,-5.642093,99.368866,-4.2281346,0.14999999,34.415333,20.618793,19.41106,759.5373592630501,100,,130.5127,977,3.0
,99.368866,-98.82092,978,1.031603,-1.0,742460,173,95.99785,0.0027197427,99.368866,1.2585846e-09,10.876427,-29.478306,-28829.781,-4.169681,87.34962,1480.9623048305511,186.88283,10.0,-4.162844,99.368866,-4.2291574,0.14999999,34.478306,16.902117,1.7962686e-13,759.161554192229,100,,99.53321,978,3.0
,99.368866,-98.82092,979,0.9048899,-1.0,742640,173,92.10645,0.0047152666,99.368866,1.2560146e-09,-14.458747,-29.537167,-28916.887,-4.170134,-17.499079,1482.5288798809052,186.73837,-10.0,-4.6397657,99.368866,-4.230177,0.14999999,34.537167,67.90697,3.8296432e-11,758.5699693564862,100,,204.23746,979,3.0
,99.368866,-98.82092,980,1.0203353,-0.5555556,743639,173,-18.848528,3.448274,99.368866,1.2534527e-09,5.3412805,-29.482693,-28893.04,-4.171851,61.50512,1484.7394833564758,186.71506,5.5555553,-5.742664,99.368866,-4.231193,0.14999999,34.482693,13.010768,2.6639753e-09,758.815306122449,100,,125.209946,980,3.0
