TimestepsSoFar,MountainCar_mu0_higher,GridSize,DenMISELogFirst,MountainCar_std0_higher,TimeElapsed,IWMax,ReturnMean,DenMISEMeanLog,Iteration,Regret,ActionIn1,MountainCar_std1_higher,ReturnLastEpisode,IWMin,ReturnMin,IWMean,NumTrainableParams,Delta,IWFirstEpisode,Bound,BoundMISE,BoundBonus,AvgEpLen,MountainCar_mu1_higher,MinEpLen,Regret/t,DenMISELogLast,NumTrajectories,IWLastEpisode,ReturnAbsMax,ReturnMax,ReturnStepMax
1611078,-0.53846157,196,-4.3855104,0.14999999,6047.723686218262,29.256157,38.802666,-4.1326375,2199,-74332.06,-1.0171189,3.0,-7.106781,,-121.05606,1.0045358,,1.2763354e-10,0.2938834,166.96819,-4.4142847,171.38248,732.6412005457026,-2.3076923,163,-33.802666,-4.5183387,2199,5.9505334e-09,121.05606,99.33329,121.05606
1612077,0.53846157,196,-4.3858314,0.14999999,6051.660541772842,53.466644,38.7828,-4.1327147,2200,-74322.16,-10.918389,3.0,-4.9115725,,-121.05606,0.9774918,,1.2751754e-10,0.00015678347,166.68042,-11.730499,178.41092,732.7622727272727,-10.0,163,-33.7828,-4.303539,2200,3.9251744e-11,121.05606,99.33329,121.05606
1613076,0.53846157,196,-4.386286,0.14999999,6055.500787258148,31.453535,38.762585,-4.1330776,2201,-74311.445,9.007556,3.0,-5.712347,,-121.05606,0.9475301,,1.2740169e-10,0.00022387221,166.4869,-11.568864,178.05576,732.8832348932303,5.3846154,163,-33.762585,-4.902349,2201,6.216093e-06,121.05606,99.33329,121.05606
1614075,-0.84615386,196,-4.38674,0.14999999,6059.365460634232,51.90091,38.738598,-4.133045,2202,-74292.39,-7.0047464,3.0,-14.051706,,-121.05606,1.015121,,1.2728599e-10,2.2766978e-06,166.43239,-14.782231,181.21461,733.0040871934605,-10.0,163,-33.738598,-4.0078335,2202,5.4335275e-23,121.05606,99.33329,121.05606
1615074,0.84615386,196,-4.387194,0.14999999,6063.206365585327,42.050953,38.71702,-4.133213,2203,-74278.59,-3.0895865,3.0,-8.796722,,-121.05606,1.0256329,,1.2717047e-10,1.0266222e-07,166.32793,-31.298365,197.6263,733.124829777576,-3.8461537,163,-33.71702,-4.5124803,2203,1.1608363e-20,121.05606,99.33329,121.05606
1616073,0.07692308,196,-4.387648,0.14999999,6067.172139167786,17.210543,38.68682,-4.133484,2204,-74245.75,4.0834446,3.0,-27.840033,,-121.05606,0.97091293,,1.270551e-10,0.7070651,166.24847,39.756805,126.49167,733.2454627949184,5.3846154,163,-33.68682,-4.7488523,2204,9.553091e-07,121.05606,99.33329,121.05606
1616958,-0.23076923,196,-4.3877807,0.14999999,6070.9897565841675,12.966862,38.7142,-4.13332,2205,-74339.81,7.380844,3.0,99.06226,,-121.05606,0.9607589,,1.2693989e-10,0.7903826,166.54889,61.021046,105.52785,733.3142857142857,5.3846154,163,-33.7142,-3.7429788,2205,10.375087,121.05606,99.33329,121.05606
1617306,-0.53846157,196,-4.387876,0.14999999,6074.386613607407,12.5391445,38.741154,-4.132857,2206,-74432.984,10.037064,3.0,98.16388,,-121.05606,1.0054241,,1.2682481e-10,0.013145974,166.1988,63.652554,102.54625,733.1396192203083,5.3846154,163,-33.741154,-3.0699718,2206,1.7550027,121.05606,99.33329,121.05606
1617703,-0.23076923,196,-4.388323,0.14999999,6077.794319868088,24.189226,38.76618,-4.1324353,2207,-74521.95,-4.513926,3.0,93.97169,,-121.05606,0.89565283,,1.2670992e-10,11.244944,166.17845,12.175036,154.00342,732.9873130946987,0.7692308,163,-33.76618,-3.2079036,2207,0.0013784142,121.05606,99.33329,121.05606
1618702,0.23076923,196,-4.3836937,0.14999999,6081.787329673767,47.449516,38.747887,-4.132614,2208,-74515.336,-8.432121,3.0,-1.6118456,,-121.05606,0.9544785,,1.2659516e-10,0.09633897,166.09746,-2.2685835,168.36604,733.1077898550725,-10.0,163,-33.747887,-4.422292,2208,0.025174435,121.05606,99.33329,121.05606
1619701,-0.07692308,196,-4.384103,0.14999999,6085.7774114608765,9.7412,38.72944,-4.132806,2209,-74508.33,11.12432,3.0,-2.014238,,-121.05606,0.9643376,,1.2648058e-10,0.008311974,166.04385,88.3921,77.65175,733.2281575373472,10.0,163,-33.72944,-4.504748,2209,9.929201e-09,121.05606,99.33329,121.05606
1620152,0.23076923,196,-4.384552,0.14999999,6089.374889135361,30.348734,38.75632,-4.132437,2210,-74601.47,-0.95043707,3.0,98.14418,,-121.05606,1.1346587,,1.2636615e-10,3.0838041,166.01419,-2.7312403,168.74544,733.1004524886878,-2.3076923,163,-33.75632,-3.2819133,2210,2.0639864e-05,121.05606,99.33329,121.05606
1621151,-0.07692308,196,-4.38361,0.14999999,6093.324663639069,9.7072115,38.737457,-4.1325226,2211,-74593.516,10.211197,3.0,-2.9468439,,-121.05606,0.9656461,,1.2625186e-10,0.008307877,165.95518,88.52887,77.426315,733.2207146087743,10.0,163,-33.737457,-4.4531083,2211,0.0010241761,121.05606,99.33329,121.05606
1621460,-0.84615386,196,-4.3840585,0.14999999,6096.819161891937,32.216633,38.764214,-4.132122,2212,-74686.44,-1.826391,3.0,97.92276,,-121.05606,1.0008649,,1.2613774e-10,7.2619485e-05,165.93637,-11.21141,177.14778,733.0289330922242,-2.3076923,163,-33.764214,-3.2088165,2212,8.8997093e-10,121.05606,99.33329,121.05606
1622459,-0.53846157,196,-4.38451,0.14999999,6100.7899215221405,9.217804,38.7409,-4.1322527,2213,-74668.61,10.312793,3.0,-12.828275,,-121.05606,1.0170758,,1.2602376e-10,8.640307e-05,165.90794,91.91186,73.996086,733.1491188431993,10.0,163,-33.7409,-4.420398,2213,0.008185954,121.05606,99.33329,121.05606
1622722,-0.07692308,196,-4.384962,0.14999999,6104.159034729004,9.67767,38.766827,-4.1317782,2214,-74759.75,8.88521,3.0,96.13741,,-121.05606,0.9670688,,1.2590994e-10,0.008319119,165.87888,88.67451,77.20437,732.936766034327,10.0,163,-33.766827,-3.0974555,2214,0.3436402,121.05606,99.33329,121.05606
1623202,0.23076923,196,-4.38541,0.14999999,6107.715782880783,14.819669,38.793488,-4.131482,2215,-74852.58,6.93366,3.0,97.82395,,-121.05606,1.0280153,,1.2579628e-10,0.00090833945,166.09229,73.14376,92.948524,732.8225733634312,10.0,163,-33.793488,-3.4426851,2215,9.207346,121.05606,99.33329,121.05606
1624201,-0.53846157,196,-4.385861,0.14999999,6111.856554508209,9.191802,38.77411,-4.1312785,2216,-74843.42,8.176115,3.0,-4.158987,,-121.05606,1.0174417,,1.2568277e-10,8.651984e-05,165.7586,91.955925,73.80267,732.9426895306859,10.0,163,-33.77411,-3.704914,2216,4.98518e-05,121.05606,99.33329,121.05606
1624851,1.0,196,-4.386312,0.14999999,6115.57826590538,86.73692,38.7981,-4.130801,2217,-74930.39,11.597588,3.0,91.96788,,-121.05606,0.9977583,,1.2556942e-10,1.3389388e-12,165.75151,-65.9893,231.74081,732.9052774018944,6.923077,163,-33.7981,-3.0898895,2217,1.1001419e-24,121.05606,99.33329,121.05606
1625850,-0.23076923,196,-4.3867626,0.14999999,6119.596638679504,12.883072,38.758244,-4.1312556,2218,-74875.78,1.3279699,3.0,-49.604713,,-121.05606,0.9554039,,1.2545621e-10,0.78957844,165.67392,60.80919,104.86472,733.0252479711452,5.3846154,163,-33.758244,-5.127667,2218,7.789424e-11,121.05606,99.33329,121.05606
1626849,-1.0,196,-4.3868575,0.14999999,6123.576091527939,17.327196,38.739243,-4.131234,2219,-74867.375,3.0701575,3.0,-3.4088776,,-121.05606,1.0035766,,1.2534315e-10,6.958782e-11,165.65805,83.675766,81.982285,733.1451104100946,10.0,163,-33.739243,-4.0382056,2219,8.5064166e-05,121.05606,99.33329,121.05606
1627542,-1.0,196,-4.387308,0.14999999,6127.292291879654,24.413652,38.756348,-4.1315393,2220,-74939.09,4.7225685,3.0,76.71751,,-121.05606,1.0264374,,1.2523027e-10,1.0556745e-08,166.21849,49.739384,116.47911,733.127027027027,5.3846154,163,-33.756348,-4.8113008,2220,23.034616,121.05606,99.33329,121.05606
1628527,-1.0,196,-4.3877587,0.14999999,6131.344053268433,46.11518,38.775414,-4.1312904,2221,-75015.195,1.4650688,3.0,81.10402,,-121.05606,1.1125396,,1.2511753e-10,1.5017939e-07,165.92532,-2.3584986,168.28383,733.2404322377307,0.7692308,163,-33.775414,-3.6012902,2221,2.7464972,121.05606,99.33329,121.05606
1629526,0.07692308,196,-4.388209,0.14999999,6135.269894599915,26.594793,38.7479,-4.131496,2222,-74987.83,-0.2535281,3.0,-22.36565,,-121.05606,1.0462252,,1.2500492e-10,10.059754,165.58232,4.1324186,161.4499,733.3600360036004,0.7692308,163,-33.7479,-4.697219,2222,1.1238473e-12,121.05606,99.33329,121.05606
1630525,-0.53846157,196,-4.3841414,0.14999999,6139.248933792114,9.182174,38.730446,-4.1315737,2223,-74982.78,12.93349,3.0,-0.050059754,,-121.05606,1.0175498,,1.2489249e-10,8.637128e-05,165.57532,91.95897,73.61635,733.4795321637426,10.0,163,-33.730446,-4.345511,2223,4.1928688e-05,121.05606,99.33329,121.05606
1630794,-0.23076923,196,-4.384591,0.14999999,6142.676717758179,8.836886,38.755634,-4.1313844,2224,-75072.53,6.959663,3.0,94.75519,,-121.05606,0.99843174,,1.247802e-10,0.0051957793,165.60202,92.68823,72.91379,733.2706834532374,10.0,163,-33.755634,-3.7285166,2224,6.000986,121.05606,99.33329,121.05606
1631238,-0.53846157,196,-4.3850384,0.14999999,6146.180033922195,20.39098,38.781452,-4.130919,2225,-75163.734,1.9999669,3.0,96.2028,,-121.05606,0.9864146,,1.2466807e-10,0.100083575,165.56517,25.039185,140.52599,733.1406741573034,2.3076923,163,-33.781452,-3.093626,2225,1.6544664,121.05606,99.33329,121.05606
1632237,0.84615386,196,-4.3854427,0.14999999,6150.112245082855,68.6124,38.760624,-4.1308374,2226,-75151.15,-8.144229,3.0,-7.59052,,-121.05606,1.2126868,,1.2455607e-10,3.7869947e-09,165.50757,-36.478554,201.98611,733.2601078167116,-10.0,163,-33.760624,-3.9323747,2226,7.091632e-23,121.05606,99.33329,121.05606
1633236,-0.3846154,196,-4.385892,0.14999999,6154.131186962128,8.271918,38.730713,-4.1310663,2227,-75118.3,9.898309,3.0,-27.85505,,-121.05606,1.0407137,,1.2444425e-10,0.0011352679,165.49109,95.862915,69.62818,733.3794342164347,10.0,163,-33.730713,-4.8443108,2227,3.5678848e-22,121.05606,99.33329,121.05606
1633685,-0.53846157,196,-4.38634,0.14999999,6157.66518497467,50.046516,38.75709,-4.13057,2228,-75210.8,-13.537619,3.0,97.51027,,-121.05606,0.9886637,,1.2433256e-10,0.009196516,165.46915,-6.8144145,172.28355,733.2517953321365,-10.0,163,-33.75709,-3.0657523,2228,1.4974211e-10,121.05606,99.33329,121.05606
1634684,-0.84615386,196,-4.386785,0.14999999,6161.57923746109,14.623085,38.736107,-4.1311374,2229,-75197.78,2.150388,3.0,-8.023007,,-121.05606,1.0171047,,1.2422102e-10,3.249583e-06,165.4678,51.9368,113.531,733.3710183938986,5.3846154,163,-33.736107,-5.3789563,2229,1.7655675e-07,121.05606,99.33329,121.05606
1635683,-0.23076923,196,-4.3872333,0.14999999,6165.549744606018,8.806998,38.71018,-4.1311345,2230,-75173.695,13.912812,3.0,-19.083471,,-121.05606,0.9983959,,1.2410964e-10,0.005209525,165.36237,92.69489,72.66747,733.490134529148,10.0,163,-33.71018,-4.137985,2230,5.6531603e-06,121.05606,99.33329,121.05606
1635982,-0.07692308,196,-4.3876796,0.14999999,6169.0232717990875,9.656033,38.736202,-4.1311517,2231,-75265.47,8.8297205,3.0,96.76748,,-121.05606,0.9668466,,1.2399841e-10,0.008341758,165.45274,88.616776,76.83597,733.2953832362169,10.0,163,-33.736202,-4.166694,2231,9.242682,121.05606,99.33329,121.05606
1636362,-0.23076923,196,-4.388124,0.14999999,6172.516275882721,8.757746,38.762886,-4.130678,2232,-75358.766,11.240792,3.0,98.299545,,-121.05606,1.0004157,,1.2388733e-10,0.0052141678,165.31812,92.90008,72.418045,733.1370967741935,10.0,163,-33.762886,-3.0413945,2232,6.9509454,121.05606,99.33329,121.05606
1636606,0.23076923,196,-4.3885694,0.14999999,6176.060846567154,14.83308,38.789715,-4.130354,2233,-75452.43,12.400822,3.0,98.66303,,-121.05606,1.0278364,,1.2377639e-10,0.00091121387,165.46533,72.88092,92.58442,732.9180474697716,10.0,163,-33.789715,-3.4054346,2233,4.636514,121.05606,99.33329,121.05606
1636842,0.07692308,196,-4.3890166,0.14999999,6179.5063099861145,11.0607815,38.816116,-4.130144,2234,-75545.2,9.316458,3.0,97.77384,,-121.05606,0.98956597,,1.236656e-10,0.004669303,165.5151,84.75089,80.76421,732.6956132497762,10.0,163,-33.816116,-3.6876898,2234,10.469693,121.05606,99.33329,121.05606
1637309,-0.07692308,196,-4.389462,0.14999999,6183.1070947647095,9.5750885,38.8421,-4.1296587,2235,-75637.09,8.388859,3.0,96.8936,,-121.05606,0.96986026,,1.2355496e-10,0.008356639,165.3993,88.9352,76.4641,732.5767337807606,10.0,163,-33.8421,-3.0328705,2235,4.521252,121.05606,99.33329,121.05606
1637719,-0.3846154,196,-4.389906,0.14999999,6186.646564006805,8.238663,38.868263,-4.129158,2236,-75729.44,7.1079874,3.0,97.34476,,-121.05606,1.0420529,,1.2344448e-10,0.001139834,165.37067,96.01428,69.35639,732.4324686940967,10.0,163,-33.868263,-2.9801025,2236,6.362855,121.05606,99.33329,121.05606
1638188,0.07692308,196,-4.3903522,0.14999999,6190.2626123428345,29.837479,38.89488,-4.128738,2237,-75822.84,-4.1084414,3.0,98.40394,,-121.05606,0.9673598,,1.2333413e-10,8.744143,165.32658,-0.8839711,166.21056,732.314707197139,-5.3846154,163,-33.89488,-3.2305057,2237,0.0005243599,121.05606,99.33329,121.05606
1639187,-1.0,196,-4.386898,0.14999999,6194.284111499786,55.948452,38.877205,-4.1288886,2238,-75817.19,-0.65928155,3.0,-0.6573331,,-121.05606,1.0138227,,1.2322393e-10,1.301473e-07,165.26883,-19.383932,184.65276,732.4338695263629,-5.3846154,163,-33.877205,-4.4320774,2238,4.8185596e-12,121.05606,99.33329,121.05606
1640186,0.53846157,196,-4.387345,0.14999999,6198.185846567154,34.36294,38.851776,-4.129036,2239,-75794.125,-5.087557,3.0,-18.063108,,-121.05606,1.0309076,,1.2311388e-10,0.0013821678,165.26523,-11.90078,177.16602,732.5529254131309,-6.923077,163,-33.851776,-4.4645867,2239,4.0521144e-22,121.05606,99.33329,121.05606
1641185,0.84615386,196,-4.3877907,0.14999999,6202.177129507065,43.667107,38.825245,-4.1292686,2240,-75768.55,5.7234845,3.0,-20.577353,,-121.05606,1.0504217,,1.23004e-10,4.1363702e-08,165.21292,-39.663185,204.8761,732.671875,2.3076923,163,-33.825245,-4.679127,2240,0.742924,121.05606,99.33329,121.05606
1642184,-0.23076923,196,-4.388237,0.14999999,6206.077689409256,8.712782,38.77655,-4.1297736,2241,-75693.25,12.023817,3.0,-70.291916,,-121.05606,1.0022148,,1.2289424e-10,0.005214757,165.20517,93.09102,72.11414,732.7907184292726,10.0,163,-33.77655,-5.3056254,2241,3.2272514e-15,121.05606,99.33329,121.05606
1642521,-0.23076923,196,-4.388681,0.14999999,6209.542445659637,8.682912,38.80284,-4.1294575,2242,-75785.97,10.221538,3.0,97.72081,,-121.05606,1.0036612,,1.2278466e-10,0.0052170726,165.1701,93.23746,71.93264,732.614183764496,10.0,163,-33.80284,-3.4210205,2242,8.139769,121.05606,99.33329,121.05606
1643141,-0.53846157,196,-4.3891244,0.14999999,6213.245649576187,31.498493,38.828552,-4.128974,2243,-75877.445,-2.3607316,3.0,96.47245,,-121.05606,1.025565,,1.2267519e-10,0.1623373,165.14873,-6.8112254,171.95995,732.5639768167632,-5.3846154,163,-33.828552,-3.0490334,2243,2.22201e-06,121.05606,99.33329,121.05606
1644140,-0.3846154,196,-4.3894978,0.14999999,6217.238684415817,8.207679,38.80993,-4.129078,2244,-75869.48,11.257577,3.0,-2.9723213,,-121.05606,1.0422654,,1.2256587e-10,0.0011393689,165.14017,96.048805,69.09137,732.6827094474153,10.0,163,-33.80993,-4.3839917,2244,0.00919874,121.05606,99.33329,121.05606
1644474,-0.6923077,196,-4.3899426,0.14999999,6220.7474954128265,10.265872,38.8345,-4.1287055,2245,-75958.45,3.7258675,3.0,93.978615,,-121.05606,0.97133213,,1.2245673e-10,2.3124314e-06,165.18459,85.12733,80.05726,732.505122494432,10.0,163,-33.8345,-3.3339477,2245,4.580419,121.05606,99.33329,121.05606
1645473,0.53846157,196,-4.390388,0.14999999,6224.824288606644,37.74029,38.813553,-4.128504,2246,-75945.24,16.377121,3.0,-8.2119875,,-121.05606,0.957735,,1.223477e-10,1.4824507e-06,165.09845,13.335913,151.76254,732.6237756010686,10.0,163,-33.813553,-3.6444297,2246,3.8766966e-13,121.05606,99.33329,121.05606
1645729,-0.23076923,196,-4.3908334,0.14999999,6228.287456035614,29.20137,38.837322,-4.12961,2247,-76032.46,-8.387476,3.0,92.21836,,-121.05606,0.84938025,,1.2223883e-10,9.777923,165.00053,-1.579376,166.57991,732.4116599910992,-5.3846154,163,-33.837322,-6.5694156,2247,1.3253509e-15,121.05606,99.33329,121.05606
1646728,-0.53846157,196,-4.386936,0.14999999,6232.250087022781,9.146759,38.817482,-4.1298423,2248,-76021.7,9.198012,3.0,-5.7510767,,-121.05606,1.0161223,,1.221301e-10,8.6612956e-05,164.91367,91.7404,73.17327,732.5302491103203,10.0,163,-33.817482,-4.4997606,2248,5.9443283e-07,121.05606,99.33329,121.05606
1647141,-0.3846154,196,-4.3873806,0.14999999,6235.854220628738,8.170092,38.84237,-4.1293387,2249,-76111.484,9.463722,3.0,94.77141,,-121.05606,1.0426449,,1.220215e-10,0.0011369592,164.93385,96.05497,68.87888,732.3881725211205,10.0,163,-33.84237,-3.011547,2249,5.6966033,121.05606,99.33329,121.05606
1647872,0.53846157,196,-4.387825,0.14999999,6239.61946439743,37.182724,38.86797,-4.12881,2250,-76202.93,13.928676,3.0,96.44945,,-121.05606,0.9667346,,1.2191306e-10,1.4786553e-06,164.87181,14.78012,150.09169,732.3875555555555,10.0,163,-33.86797,-2.9812126,2250,1.02664956e-07,121.05606,99.33329,121.05606
1648323,0.84615386,196,-4.3882694,0.14999999,6243.181646823883,67.85317,38.89036,-4.129388,2251,-76287.2,13.774709,3.0,89.27405,,-121.05606,0.993308,,1.2180477e-10,3.5745663e-11,165.146,-39.647713,204.7937,732.2625499777877,10.0,163,-33.89036,-5.3949475,2251,16.22808,121.05606,99.33329,121.05606
1649322,-1.0,196,-4.3887134,0.14999999,6246.98291015625,17.445435,38.84142,-4.130254,2252,-76210.875,6.111995,3.0,-71.32554,,-121.05606,0.9987205,,1.2169662e-10,6.9717086e-11,164.86688,83.13825,81.72864,732.3809946714032,10.0,163,-33.84142,-6.0636535,2252,1.2723141e-37,121.05606,99.33329,121.05606
1649649,-0.07692308,196,-4.3891573,0.14999999,6250.415784597397,9.559542,38.86484,-4.129959,2253,-76297.484,12.794064,3.0,91.60255,,-121.05606,0.967768,,1.2158861e-10,0.008354093,164.86362,88.751595,76.11203,732.2010652463382,10.0,163,-33.86484,-3.4622412,2253,3.7226198e-07,121.05606,99.33329,121.05606
1650235,-0.3846154,196,-4.3895974,0.14999999,6254.029590129852,8.156032,38.889404,-4.1297626,2254,-76386.72,9.446529,3.0,94.24257,,-121.05606,1.0459868,,1.2148074e-10,0.0011394824,165.09949,96.37565,68.72383,732.1362023070097,10.0,163,-33.889404,-3.655784,2254,7.5251875,121.05606,99.33329,121.05606
1650890,-0.3846154,196,-4.3900404,0.14999999,6257.698558092117,8.13023,38.91463,-4.129233,2255,-76477.49,5.1139364,3.0,95.7682,,-121.05606,1.0467241,,1.2137302e-10,0.0011399873,165.01627,96.44938,68.56688,732.1019955654102,10.0,163,-33.91463,-2.979458,2255,6.786173,121.05606,99.33329,121.05606
1651889,-1.0,196,-4.3904834,0.14999999,6261.635369539261,24.266197,38.94045,-4.128899,2256,-76569.66,2.840113,3.0,97.16808,,-121.05606,1.0386262,,1.2126546e-10,1.0590323e-08,164.85902,49.471764,115.38726,732.2203014184397,5.3846154,163,-33.94045,-3.4226327,2256,7.265343e-05,121.05606,99.33329,121.05606
1652561,-0.23076923,196,-4.3909264,0.14999999,6265.341965675354,12.916801,38.956566,-4.1298175,2257,-76639.97,0.18307197,3.0,75.31362,,-121.05606,0.95621586,,1.2115803e-10,0.7928729,164.85468,60.89909,103.95558,732.1936198493576,5.3846154,163,-33.956566,-6.236288,2257,1.996333e-09,121.05606,99.33329,121.05606
1653560,0.53846157,196,-4.3910184,0.14999999,6269.22000169754,34.222576,38.937145,-4.1298647,2258,-76630.08,-1.3233857,3.0,-4.8948936,,-121.05606,0.9682964,,1.2105072e-10,0.0017173458,164.85419,-12.925422,177.7796,732.311780336581,2.3076923,163,-33.937145,-4.1929646,2258,7.2454145e-09,121.05606,99.33329,121.05606
1654559,0.23076923,196,-4.39146,0.14999999,6273.26105260849,21.12123,38.915672,-4.1300707,2259,-76615.5,7.7399807,3.0,-9.5823965,,-121.05606,0.99673724,,1.2094357e-10,0.13857254,164.7112,21.825779,142.88542,732.4298362107127,5.3846154,163,-33.915672,-4.5610228,2259,0.27363154,121.05606,99.33329,121.05606
1655558,-1.0,196,-4.3918414,0.14999999,6277.323858976364,24.164799,38.892258,-4.130171,2260,-76596.5,5.8065243,3.0,-13.991427,,-121.05606,1.0441974,,1.2083658e-10,1.0604715e-08,164.70688,50.05515,114.651726,732.5477876106195,5.3846154,163,-33.892258,-4.3485045,2260,1.0611504e-21,121.05606,99.33329,121.05606
1656557,-0.3846154,196,-4.392284,0.14999999,6281.271049022675,8.122421,38.865738,-4.13001,2261,-76570.44,13.402039,3.0,-21.069645,,-121.05606,1.0447074,,1.2072972e-10,0.0011425477,164.6753,96.26277,68.41251,732.6656346749226,10.0,163,-33.865738,-3.8110251,2261,0.00031627063,121.05606,99.33329,121.05606
1656883,-0.23076923,196,-4.3927255,0.14999999,6284.68780040741,47.01423,38.890354,-4.1299157,2262,-76659.984,-9.657401,3.0,94.54991,,-121.05606,0.8656869,,1.2062298e-10,0.55652225,164.64444,-1.59484,166.23927,732.4858532272325,-10.0,163,-33.890354,-3.959591,2262,1.2431976e-13,121.05606,99.33329,121.05606
1657882,-0.3846154,196,-4.3929214,0.14999999,6288.640647172928,8.100507,38.872868,-4.1301622,2263,-76654.3,7.6050906,3.0,-0.6903627,,-121.05606,1.0457544,,1.205164e-10,0.0011432763,164.62122,96.36215,68.259056,732.6036235086169,10.0,163,-33.872868,-4.548663,2263,7.533579e-09,121.05606,99.33329,121.05606
1658371,-0.23076923,196,-4.3933625,0.14999999,6292.219597816467,8.602225,38.898445,-4.1296525,2264,-76746.08,4.840986,3.0,96.78296,,-121.05606,1.0029933,,1.2040996e-10,0.0052415538,164.51495,93.19071,71.324234,732.4960247349824,10.0,163,-33.898445,-3.0217314,2264,4.511319,121.05606,99.33329,121.05606
1659370,0.07692308,196,-4.393802,0.14999999,6296.167681932449,45.816883,38.881145,-4.129426,2265,-76740.8,-5.1673098,3.0,-0.27575806,,-121.05606,0.97053474,,1.2030367e-10,0.49845934,164.49565,-0.79308355,165.28874,732.6136865342163,-10.0,163,-33.881145,-3.6196191,2265,2.6636733e-05,121.05606,99.33329,121.05606
1660369,-0.53846157,196,-4.3940234,0.14999999,6300.098764181137,12.603297,38.86367,-4.1295795,2266,-76735.08,2.350442,3.0,-0.72182316,,-121.05606,1.007242,,1.2019752e-10,0.013227036,164.47015,62.883617,101.58654,732.7312444836716,5.3846154,163,-33.86367,-4.4413767,2266,1.090759e-06,121.05606,99.33329,121.05606
1661368,0.53846157,196,-4.394459,0.14999999,6304.008520126343,36.708042,38.844845,-4.129467,2267,-76726.266,6.66578,3.0,-3.8139024,,-121.05606,0.9764982,,1.2009148e-10,1.488497e-06,164.44444,15.960043,148.4844,732.8486987207764,10.0,163,-33.844845,-3.882475,2267,9.634437e-09,121.05606,99.33329,121.05606
1662367,-0.84615386,196,-4.3949,0.14999999,6307.959015607834,11.149704,38.8245,-4.129437,2268,-76713.97,8.236417,3.0,-7.3053336,,-121.05606,0.96844053,,1.199856e-10,2.1604794e-08,164.42236,82.083046,82.33931,732.966049382716,10.0,163,-33.8245,-4.03425,2268,3.6614047e-13,121.05606,99.33329,121.05606
1662825,-1.0,196,-4.3953404,0.14999999,6311.606686115265,17.4305,38.843426,-4.1297965,2269,-76790.734,11.1118965,3.0,81.76623,,-121.05606,1.0021735,,1.1987987e-10,7.018058e-11,164.40509,83.057175,81.34792,732.8448655795505,10.0,163,-33.843426,-4.911561,2269,14.076691,121.05606,99.33329,121.05606
1663352,0.53846157,196,-4.395781,0.14999999,6315.276534080505,33.60665,38.863354,-4.129665,2270,-76869.81,-1.4030627,3.0,84.07985,,-121.05606,1.0316674,,1.1977427e-10,0.005064465,164.38747,-11.7449465,176.13242,732.7541850220264,-2.3076923,163,-33.863354,-3.831645,2270,1.1007111e-27,121.05606,99.33329,121.05606
1664351,-0.07692308,196,-4.3962193,0.14999999,6319.321637630463,14.402149,38.84299,-4.1298265,2271,-76857.43,8.813064,3.0,-7.376932,,-121.05606,0.94598687,,1.1966883e-10,1.2757565,164.27725,52.76921,111.50804,732.8714222809335,5.3846154,163,-33.84299,-4.524229,2271,0.002284004,121.05606,99.33329,121.05606
1664671,0.07692308,196,-4.396098,0.14999999,6322.821449518204,11.124657,38.86946,-4.129442,2272,-76951.414,9.63748,3.0,98.98527,,-121.05606,0.98184246,,1.195635e-10,0.004702486,164.35129,83.99088,80.360405,732.6897007042254,10.0,163,-33.86946,-3.202224,2272,6.7601194,121.05606,99.33329,121.05606
1665055,-0.07692308,196,-4.396536,0.14999999,6326.353877067566,9.540242,38.89555,-4.129036,2273,-77044.586,3.4113739,3.0,98.16896,,-121.05606,0.9671361,,1.1945832e-10,0.008415963,164.34357,88.60592,75.73764,732.5362956445226,10.0,163,-33.89555,-3.1875453,2273,7.939091,121.05606,99.33329,121.05606
1666054,-1.0,196,-4.396972,0.14999999,6330.325562477112,17.335741,38.877422,-4.1288695,2274,-77037.26,9.71763,3.0,-2.3280454,,-121.05606,1.0035783,,1.1935328e-10,7.029525e-11,164.26318,83.16945,81.093735,732.6534740545295,10.0,163,-33.877422,-3.7144237,2274,4.0663024e-05,121.05606,99.33329,121.05606
1666236,-1.0,196,-4.397412,0.14999999,6333.69377040863,17.21214,38.90121,-4.1287775,2275,-77125.26,12.418348,3.0,93.00137,,-121.05606,1.0055121,,1.1924836e-10,7.032609e-11,164.21655,83.38077,80.83579,732.4114285714286,10.0,163,-33.90121,-3.9230561,2275,13.883768,121.05606,99.33329,121.05606
1666558,1.0,196,-4.3978515,0.14999999,6337.238474369049,78.39336,38.92384,-4.128724,2276,-77210.66,-2.0698879,3.0,90.3945,,-121.05606,0.946035,,1.191436e-10,1.0528e-10,164.13031,-44.23915,208.36946,732.2311072056239,-3.8461537,163,-33.92384,-4.0114512,2276,,121.05606,99.33329,121.05606
1667557,-0.53846157,196,-4.3982906,0.14999999,6341.281184434891,9.12118,38.88665,-4.129173,2277,-77159.91,10.373677,3.0,-45.74714,,-121.05606,1.0131819,,1.1903897e-10,8.7602006e-05,164.12798,91.45847,72.6695,732.3482652613087,10.0,163,-33.88665,-5.0861697,2277,2.163994e-26,121.05606,99.33329,121.05606
