BatchSize,J,ReturnMean,AvgRet,VarJ,NatGrad2Norm,Iteration,StepSize,NatGradInftyNorm,ReturnMax,AvgEpLen
100,-0.06344249927504923,-0.0639881168473687,-0.32047361888719217,7.292671378712383e-05,0.002949336,52,1.0,0.0029443563,-1.759140409670134e-07,500.0
100,-0.043406036010486454,-0.063599775699503,-0.21927703100901844,3.419026941176057e-05,0.0020115348,53,1.0,0.001611916,-1.759140409670134e-07,500.0
100,-0.07162670396890096,-0.06374842251930665,-0.36203081341435756,9.109364021508637e-05,0.0059057516,54,1.0,0.004999563,-1.759140409670134e-07,500.0
100,-0.07599095682864036,-0.06397101405220364,-0.38339966480939486,0.00016340025962743515,0.0074090245,55,1.0,0.0074060992,-1.759140409670134e-07,500.0
100,-0.06198189028106905,-0.06393549398486195,-0.3128096955135237,6.251102711860109e-05,0.0031531127,56,1.0,0.0031329277,-1.759140409670134e-07,500.0
100,-0.07390197883957488,-0.06411034459634814,-0.3739411816905842,0.0001228950051520845,0.007929993,57,1.0,0.007898856,-1.759140409670134e-07,500.0
100,-0.06897231823188331,-0.0641941717279953,-0.3481339996920131,0.00010538643895002196,0.0010824,58,1.0,0.0010823889,-1.759140409670134e-07,500.0
100,-0.06113058698727159,-0.0641422465628983,-0.30825957040704743,0.0001035907168168225,0.005062822,59,1.0,0.005060114,-1.759140409670134e-07,500.0
100,-0.058614166240763266,-0.06405011189086271,-0.295372876406804,5.766224466382292e-05,0.007777684,60,1.0,0.007714443,-1.759140409670134e-07,500.0
100,-0.06492115136410477,-0.06406439122648962,-0.32730887177334717,9.331097591799247e-05,0.008472391,61,1.0,0.008074254,-1.759140409670134e-07,500.0
100,-0.06459227089043018,-0.06407290541461769,-0.32577421343934027,7.804344050979987e-05,0.0016499056,62,1.0,0.0012774908,-1.759140409670134e-07,500.0
100,-0.06368389172840401,-0.0640667305942016,-0.32262532889862494,9.514147765019642e-05,0.007588931,63,1.0,0.0072252178,-1.759140409670134e-07,500.0
100,-0.04889630791771909,-0.06382969273988155,-0.24670465064406907,4.729281093520661e-05,0.0023882915,64,1.0,0.0023856577,-1.759140409670134e-07,500.0
100,-0.07629448557299934,-0.06402145878346799,-0.3850357315236772,8.538687174094306e-05,0.004472473,65,1.0,0.0040618535,-6.932882655428167e-08,500.0
100,-0.07005924415728912,-0.06411294038004103,-0.353612297816591,7.566120616888213e-05,0.006728307,66,1.0,0.0066369246,-6.932882655428167e-08,500.0
100,-0.06276698781134586,-0.06409285153573215,-0.31674009331370806,9.88011964135813e-05,0.001697681,67,1.0,0.0016654549,-6.932882655428167e-08,500.0
100,-0.06057745238436689,-0.06404115448938855,-0.3053688735567899,8.622796737314513e-05,0.0024864527,68,1.0,0.0021164413,-6.932882655428167e-08,500.0
100,-0.04943794117699268,-0.06382951371674513,-0.2499520698317146,4.528805538121683e-05,0.0026182877,69,1.0,0.002508719,-6.932882655428167e-08,500.0
100,-0.05763047482797394,-0.06374095601833411,-0.29094706677118287,4.410905747832124e-05,0.001360304,70,1.0,0.0011031174,-6.932882655428167e-08,500.0
100,-0.060840645707088435,-0.06370010657733065,-0.30776734103672343,7.347049238750543e-05,0.0052032485,71,1.0,0.005137322,-6.932882655428167e-08,500.0
100,-0.07584552783285767,-0.06386879298365741,-0.3825503038457468,0.0001110845556385824,0.0021198352,72,1.0,0.001557194,-6.932882655428167e-08,500.0
100,-0.06404669318016654,-0.06387122997265068,-0.323479125862509,7.859881985811102e-05,0.0027616285,73,1.0,0.002599222,-6.932882655428167e-08,500.0
100,-0.06312446744528181,-0.0638611385871457,-0.318472491400364,7.820800428028054e-05,0.00052996085,74,1.0,0.00044634173,-6.932882655428167e-08,500.0
100,-0.05794806226969031,-0.06378229756957964,-0.29318812231559566,8.660646429804301e-05,0.0013246672,75,1.0,0.0013244955,-6.932882655428167e-08,500.0
100,-0.04079018224698057,-0.06347976973638755,-0.20608347041198935,3.43704175364168e-05,0.0018727331,76,1.0,0.0015141803,-6.932882655428167e-08,500.0
100,-0.06660794554615804,-0.06352039539625469,-0.3363769128777998,5.2127436958387067e-05,0.00045466193,77,1.0,0.000438694,-6.932882655428167e-08,500.0
100,-0.05811107553150162,-0.06345104514157837,-0.29326752391519195,4.918941837193492e-05,0.0023045775,78,1.0,0.0020445276,-6.932882655428167e-08,500.0
100,-0.04975977921557372,-0.06327773797795806,-0.25113864353579257,7.614651801002082e-05,0.0017893707,79,1.0,0.0016941366,-6.932882655428167e-08,500.0
100,-0.04377467060969305,-0.06303394963585474,-0.22116758059231295,4.583581620145014e-05,0.0026797515,80,1.0,0.0026341735,-6.932882655428167e-08,500.0
100,-0.052421684869954355,-0.06290293402146092,-0.2642650248159868,4.7004488298428777e-05,0.00058970414,81,1.0,0.00043989718,-6.932882655428167e-08,500.0
100,-0.06428912403663137,-0.06291983877774347,-0.3245715679882773,7.073630704477331e-05,0.0036546667,82,1.0,0.0030139848,-6.932882655428167e-08,500.0
100,-0.07099816287876201,-0.06301716798377985,-0.3585531555877423,0.00013398231704594795,0.0041666604,83,1.0,0.004165619,-6.932882655428167e-08,500.0
100,-0.05640454608036124,-0.06293844629445343,-0.2845836345981797,4.5923391120260325e-05,0.003948124,84,1.0,0.003943792,-6.932882655428167e-08,500.0
100,-0.052021601157664,-0.06281001282225591,-0.262848514247541,4.5235545825677004e-05,0.0014616518,85,1.0,0.0014456122,-6.932882655428167e-08,500.0
100,-0.05044547293855744,-0.06266623910267803,-0.25455800279573443,5.028224687129349e-05,0.0023713808,86,1.0,0.0017042593,-6.932882655428167e-08,500.0
100,-0.059275198351867786,-0.06262726162278366,-0.2993137262320733,7.946540586111025e-05,0.0029618458,87,1.0,0.002773057,-6.932882655428167e-08,500.0
100,-0.05365458278750465,-0.06252529936329185,-0.2706677555630626,4.2510805686713666e-05,0.0018902561,88,1.0,0.0018153429,-6.932882655428167e-08,500.0
100,-0.06448181604923653,-0.06254728269684179,-0.32557045166791027,6.094646866982873e-05,0.0021127893,89,1.0,0.0015378878,-6.932882655428167e-08,500.0
100,-0.056085975759393454,-0.0624754903975368,-0.2828823631962564,4.319301424183979e-05,0.00025500578,90,1.0,0.00024507262,-6.932882655428167e-08,500.0
100,-0.06267841076268127,-0.06247772029165927,-0.3163638809208692,5.6877720726443313e-05,0.0040712007,91,1.0,0.0036682412,-6.932882655428167e-08,500.0
100,-0.06336340145007986,-0.062487347260772534,-0.32029183748502255,9.111614852672858e-05,0.0052741524,92,1.0,0.005092668,-6.932882655428167e-08,500.0
100,-0.058965269491918874,-0.062449475456806375,-0.29768506355875896,7.706123826338927e-05,0.0054930276,93,1.0,0.004896836,-6.932882655428167e-08,500.0
100,-0.06147928105871285,-0.06243915423980537,-0.310141717375868,5.358334787489104e-05,0.0018249211,94,1.0,0.0017485227,-6.932882655428167e-08,500.0
100,-0.05255221138675801,-0.06233508115714171,-0.2651154759401294,9.198068943724042e-05,0.002012502,95,1.0,0.0015471345,-6.932882655428167e-08,500.0
100,-0.07024134462758723,-0.06241743806829219,-0.3547468286005472,0.00012013428577025052,0.006809512,96,1.0,0.006768538,-6.932882655428167e-08,500.0
100,-0.07450491047646532,-0.06254205118590223,-0.3764176191170981,0.00010573988817363388,0.006951072,97,1.0,0.0061808066,-6.932882655428167e-08,500.0
100,-0.060841612484440075,-0.06252469977058119,-0.30743369087465755,6.154843910329377e-05,0.0031585582,98,1.0,0.0028128414,-6.932882655428167e-08,500.0
100,-0.07396487141050906,-0.06264025705987339,-0.3731876136468526,9.48995693440837e-05,0.0036949315,99,1.0,0.0035912564,-6.932882655428167e-08,500.0
100,-0.05483109744717752,-0.06256216546374642,-0.2767217061604726,5.075976996359819e-05,0.0024078193,100,1.0,0.001722965,-6.932882655428167e-08,500.0
100,-0.055898510593264936,-0.06249618868285056,-0.281881489830482,8.839995720112135e-05,0.005694193,101,1.0,0.0056852247,-6.932882655428167e-08,500.0
100,-0.07199856182629075,-0.06258934920386469,-0.36287016285816576,9.10341236278479e-05,0.004793725,102,1.0,0.0046659466,-6.932882655428167e-08,500.0
100,-0.05793570465874234,-0.0625441681888635,-0.29260547981502794,6.620098946562387e-05,0.0024165434,103,1.0,0.0023415838,-1.008852662755283e-08,500.0
100,-0.07433332704236899,-0.06265752548553181,-0.37522658284475713,8.857197967238948e-05,0.00069113285,104,1.0,0.0006103936,-1.008852662755283e-08,500.0
100,-0.06104009158027401,-0.0626421213531008,-0.3081831196061281,6.620088832894007e-05,0.0034078453,105,1.0,0.003330379,-1.008852662755283e-08,500.0
100,-0.05665992584148964,-0.06258568554638748,-0.2862849898284336,7.785292658958567e-05,0.0023600145,106,1.0,0.0022379016,-1.008852662755283e-08,500.0
100,-0.05338414535554411,-0.06249968984366932,-0.2692102161206423,5.854082967676119e-05,0.0044667125,107,1.0,0.0042466754,-1.008852662755283e-08,500.0
100,-0.07808899332343572,-0.06264403524625975,-0.3944997247815346,0.00010224000075567311,0.001381108,108,1.0,0.0010258501,-1.008852662755283e-08,500.0
100,-0.05670025088284659,-0.06258950511448531,-0.2863318865675511,7.240526367725615e-05,0.0050822604,109,1.0,0.005076464,-1.008852662755283e-08,500.0
100,-0.055063034293706146,-0.06252108265247823,-0.2778974773601184,7.10938531388449e-05,0.004367155,110,1.0,0.0036506795,-1.008852662755283e-08,500.0
100,-0.07296348773807751,-0.06261515837397012,-0.36835364848847824,8.364381768990564e-05,0.0037889392,111,1.0,0.0035453155,-1.008852662755283e-08,500.0
100,-0.05694407927299252,-0.06256452373913995,-0.28721487721201155,4.5711343400983705e-05,0.0063808276,112,1.0,0.0060821897,-1.008852662755283e-08,500.0
100,-0.061143799753697305,-0.06255195096050772,-0.30851887438906783,5.7409962279985965e-05,0.0040446473,113,1.0,0.004041093,-1.008852662755283e-08,500.0
100,-0.05817153541695402,-0.06251352626275725,-0.29358013151950607,6.479229430261921e-05,0.002037851,114,1.0,0.0015821103,-1.008852662755283e-08,500.0
100,-0.08008375130164079,-0.06266631082831275,-0.40457315003146604,0.00011445313795494513,0.006068073,115,1.0,0.00606434,-1.008852662755283e-08,500.0
100,-0.0631827274605644,-0.06267076269583217,-0.31909389277624123,6.753067157123466e-05,0.0037847483,116,1.0,0.00367426,-1.008852662755283e-08,500.0
100,-0.05044097841011799,-0.06256623462501411,-0.2544427996755759,3.897919333626269e-05,0.0043849866,117,1.0,0.004371574,-1.008852662755283e-08,500.0
100,-0.06478921847965995,-0.06258507347123993,-0.3272446674072913,8.573943084831343e-05,0.0030551183,118,1.0,0.0027457187,-1.008852662755283e-08,500.0
100,-0.06763681304216096,-0.06262752506427287,-0.3416598893489538,0.000134657689627565,0.0022473668,119,1.0,0.0021157537,-1.008852662755283e-08,500.0
100,-0.058502680182680004,-0.06259315135692625,-0.2951276493956219,7.253808751392341e-05,0.0027984118,120,1.0,0.0027630746,-1.008852662755283e-08,500.0
100,-0.05656762236349264,-0.06254335359664995,-0.28552244906736013,6.181655157738104e-05,0.0044886447,121,1.0,0.0035302704,-1.008852662755283e-08,500.0
100,-0.054230454161240144,-0.06247521507668757,-0.27375805007415954,4.545936985934723e-05,0.0041501434,122,1.0,0.0041316045,-1.008852662755283e-08,500.0
100,-0.06723681876918165,-0.0625139273018298,-0.33913492455402855,0.00015822925667294954,0.00698336,123,1.0,0.0066397768,-1.008852662755283e-08,500.0
100,-0.049077297643842464,-0.062405567385233125,-0.24746953461315516,8.576298501704762e-05,0.004852488,124,1.0,0.0048396355,-1.008852662755283e-08,500.0
100,-0.06545317010310761,-0.06242994820697612,-0.3302690043971699,0.00012251834592902946,0.0018701927,125,1.0,0.0018688411,-1.008852662755283e-08,500.0
100,-0.06368315702795774,-0.06243989430872995,-0.3218446355743725,7.203716288814278e-05,0.0011857279,126,1.0,0.0008954256,-1.008852662755283e-08,500.0
100,-0.05808284783404946,-0.06240558685617341,-0.29314031115963085,8.502880804707001e-05,0.0030733687,127,1.0,0.0024239696,-1.008852662755283e-08,500.0
100,-0.07100390206499488,-0.06247276119374232,-0.35847318744477297,0.00011835906035817797,0.008297875,128,1.0,0.008257337,-1.008852662755283e-08,500.0
100,-0.04538553167545121,-0.062340302050189686,-0.22934696450336373,5.315891966832023e-05,0.0021561622,129,1.0,0.0019287657,-1.008852662755283e-08,500.0
100,-0.05929647339298895,-0.06231688798359583,-0.29943018806030325,7.433277169231228e-05,0.004318643,130,1.0,0.0038670304,-1.008852662755283e-08,500.0
100,-0.06758515626512229,-0.06235710377200442,-0.3410668057086965,0.0001054418677062401,0.0048134374,131,1.0,0.004708079,-1.008852662755283e-08,500.0
100,-0.0681877868834717,-0.06240127561375797,-0.3440450912746787,8.192931807878585e-05,0.0038920082,132,1.0,0.0031942585,-1.008852662755283e-08,500.0
100,-0.06795970124610937,-0.06244306828768542,-0.3431545537685394,9.665877383588664e-05,0.0033153414,133,1.0,0.0024769013,-1.008852662755283e-08,500.0
100,-0.06401663828813815,-0.062454811347390296,-0.32288336407286466,6.0701763338400275e-05,0.0044311616,134,1.0,0.0040655024,-1.008852662755283e-08,500.0
100,-0.05458844881842136,-0.06239654199532385,-0.27548570878102524,7.028910602035155e-05,0.005868946,135,1.0,0.0058378726,-1.008852662755283e-08,500.0
100,-0.05506982626889284,-0.062342669085570686,-0.2780908251212505,9.04748569209304e-05,0.0052630566,136,1.0,0.0048820926,-1.008852662755283e-08,500.0
100,-0.06345913035235157,-0.062350818437882954,-0.32085953296707564,0.00011860209287736308,0.0039217747,137,1.0,0.0028458615,-1.008852662755283e-08,500.0
100,-0.052194641288877505,-0.06227722295129596,-0.26354739047537956,6.407627737539728e-05,0.0021649022,138,1.0,0.0019959304,-1.008852662755283e-08,500.0
100,-0.05629174472482594,-0.06223416195686092,-0.2844222776278271,4.91453055230563e-05,0.002350008,139,1.0,0.0019190849,-1.008852662755283e-08,500.0
100,-0.08299231378188804,-0.06238243446989684,-0.4189274850536755,0.00012443086786240772,0.0058858898,140,1.0,0.0042413007,-1.008852662755283e-08,500.0
100,-0.057783076249653925,-0.06234981490805114,-0.29159047223268264,5.9623458132208054e-05,0.0006116363,141,1.0,0.0005809015,-1.008852662755283e-08,500.0
100,-0.04945215234828639,-0.06225898629847533,-0.24929635254031168,5.360954825047224e-05,0.00034205144,142,1.0,0.00033368662,-1.008852662755283e-08,500.0
100,-0.0656019059000192,-0.06228236335862599,-0.3315939241409801,7.457096738858657e-05,0.0018725807,143,1.0,0.001869295,-1.008852662755283e-08,500.0
100,-0.07337354103609343,-0.062359385425830624,-0.3698894295510778,0.0001292887136377654,0.002724667,144,1.0,0.002319601,-1.008852662755283e-08,500.0
100,-0.049068830721265194,-0.062267726427868104,-0.2477224361595762,3.862222649908539e-05,0.0031383361,145,1.0,0.0029292614,-1.008852662755283e-08,500.0
100,-0.05799047612914144,-0.06223843019294532,-0.29231450554994104,6.674470493384537e-05,0.005177856,146,1.0,0.00516185,-1.008852662755283e-08,500.0
100,-0.10159456443482291,-0.06250615899731182,-0.5126894169149828,0.0002477029804928371,0.010021069,147,1.0,0.009998389,-1.008852662755283e-08,500.0
100,-0.053740045074628776,-0.062446928497834245,-0.27141084001864524,4.985231325197596e-05,0.0019243908,148,1.0,0.0017172465,-1.008852662755283e-08,500.0
100,-0.07232170818299337,-0.06251320218699638,-0.3651243252060991,9.168849140538919e-05,0.0016432103,149,1.0,0.0016411653,-1.008852662755283e-08,500.0
100,-0.057207004402066934,-0.06247782753509685,-0.2885352824348729,4.068766993060994e-05,0.0008520351,150,1.0,0.00085061195,-1.008852662755283e-08,500.0
100,-0.05387976828427174,-0.06242088674535629,-0.27182372760585155,4.219930400776256e-05,0.004497511,151,1.0,0.004335555,-1.008852662755283e-08,500.0
100,-0.06476071348806028,-0.062436280342347765,-0.3266865152802357,9.170003652891018e-05,0.0036030994,152,1.0,0.0030717338,-1.008852662755283e-08,500.0
100,-0.06276651682272809,-0.06243843875071626,-0.31673820165251854,8.735638669230746e-05,0.0048917965,153,1.0,0.0046104905,-1.008852662755283e-08,500.0
100,-0.06019473064455962,-0.0624238692175594,-0.30396983974496566,7.901705350909225e-05,0.0034778295,154,1.0,0.0034772344,-1.008852662755283e-08,500.0
100,-0.07857817750731008,-0.06252809056136424,-0.39672061856787477,0.00011153231338689033,0.0006611756,155,1.0,0.0006493348,-1.008852662755283e-08,500.0
100,-0.06185624729108867,-0.06252378387373428,-0.31234395980451757,9.67933603321798e-05,0.001219953,156,1.0,0.00121965,-1.008852662755283e-08,500.0
100,-0.06477032742770451,-0.06253809306834555,-0.32683931762275115,6.565278280260881e-05,0.0010048845,157,1.0,0.00093398703,-1.008852662755283e-08,500.0
100,-0.0650958065265219,-0.06255428112820742,-0.32878404372096115,0.00010786165103524942,0.007854382,158,1.0,0.0067992676,-1.008852662755283e-08,500.0
100,-0.052125713420389665,-0.06248869265205763,-0.2630554998019388,4.4284159677494214e-05,0.0012164853,159,1.0,0.0009966613,-1.008852662755283e-08,500.0
100,-0.057086772014659726,-0.06245493064807389,-0.2880342728327982,5.127376404592731e-05,0.0049462253,160,1.0,0.00474917,-1.008852662755283e-08,500.0
100,-0.0564146177088322,-0.06241741317640158,-0.28462327371919566,7.338174811593092e-05,0.0031144032,161,1.0,0.0031075461,-1.008852662755283e-08,500.0
100,-0.058961752357443414,-0.06239608193677838,-0.2975687462435722,0.00010431438635279754,0.0034863118,162,1.0,0.0034862254,-1.008852662755283e-08,500.0
100,-0.056310268761815385,-0.062358745659631364,-0.28389162435715964,9.122868615671324e-05,0.0026983137,163,1.0,0.0025429418,-1.008852662755283e-08,500.0
100,-0.07070347706564256,-0.06240962816820461,-0.35685222244015824,8.861326349640616e-05,0.0025223214,164,1.0,0.0019501236,-1.008852662755283e-08,500.0
100,-0.05993624621189901,-0.062394637974530036,-0.3021922723185218,5.524614009473614e-05,0.005174536,165,1.0,0.004756246,-1.008852662755283e-08,500.0
100,-0.04845663585907178,-0.062310674106364615,-0.24479760392050182,4.754922012344629e-05,0.0012563833,166,1.0,0.0011689633,-1.008852662755283e-08,500.0
100,-0.06991937932103197,-0.062356235215434486,-0.3531295305669085,8.44955245380672e-05,0.0030708625,167,1.0,0.0030706879,-1.008852662755283e-08,500.0
100,-0.04640712499773853,-0.06226130003556725,-0.2339704302112453,3.175905216860419e-05,0.0029933034,168,1.0,0.002463126,-1.008852662755283e-08,500.0
100,-0.06368340628422461,-0.06226971486544096,-0.3215020170756492,8.575044535327875e-05,0.0035957652,169,1.0,0.0029756844,-1.008852662755283e-08,500.0
100,-0.055897353576131084,-0.06223223038726855,-0.28214646349763567,4.945771322599544e-05,0.0013220581,170,1.0,0.0009769069,-1.008852662755283e-08,500.0
100,-0.06434046551219645,-0.06224455924764824,-0.32479669475079936,5.535336861159742e-05,0.0056901393,171,1.0,0.004893551,-1.008852662755283e-08,500.0
100,-0.06470073424672675,-0.06225883933485219,-0.3261951655168538,6.310665509669538e-05,0.00035559747,172,1.0,0.0003119796,-1.008852662755283e-08,500.0
100,-0.05416611144648315,-0.062212060560930975,-0.27387374483362437,4.7711491485168425e-05,0.0034182994,173,1.0,0.003357373,-1.008852662755283e-08,500.0
100,-0.07208797497094688,-0.06226881868972418,-0.36379107401438615,9.285775621913177e-05,0.0022708338,174,1.0,0.00225863,-1.008852662755283e-08,500.0
100,-0.05408924384392933,-0.06222207826203391,-0.27282883575262923,4.221300551441568e-05,0.0012982251,175,1.0,0.001234928,-1.008852662755283e-08,500.0
100,-0.07120352893044517,-0.0622731092317408,-0.35929211081518786,0.00010845250160802145,0.0014335245,176,1.0,0.0014261792,-1.008852662755283e-08,500.0
100,-0.04841013469764066,-0.06219478734171764,-0.24452329203880396,6.755650085475282e-05,0.0029969765,177,1.0,0.0029887522,-1.008852662755283e-08,500.0
