StepSize,VarJ,J,AvgRet,Iteration,AvgEpLen,NatGradInftyNorm,BatchSize,NatGrad2Norm,ReturnMax,ReturnMean
1.0,3.6737580278600206e-05,-0.04663366647445164,-0.23540347654748037,16,500.0,0.0025183803,100,0.0025356077,-5.666382800177039e-08,-0.07271473277277049
1.0,0.00012320882196887735,-0.07710356290037834,-0.38922764679240096,17,500.0,0.0066312957,100,0.0068579745,-5.666382800177039e-08,-0.07297289925086507
1.0,6.297765300480583e-05,-0.062109045698479345,-0.3136819702654766,18,500.0,0.00079909124,100,0.0010707238,-5.666382800177039e-08,-0.07236935183128809
1.0,0.00010842858150399677,-0.06783818810007029,-0.34230423682996824,19,500.0,0.0003555664,100,0.0004254606,-5.666382800177039e-08,-0.07213086952964505
1.0,4.144665546798806e-05,-0.0457902303439155,-0.2311463019946418,20,500.0,0.0012744648,100,0.0013518332,-5.666382800177039e-08,-0.07081383757035857
1.0,0.00023331222381080935,-0.08380915668341637,-0.42258347427084364,21,500.0,0.006918049,100,0.0069383294,-5.666382800177039e-08,-0.07143266229002798
1.0,0.00013323385698313213,-0.09243611573219455,-0.46694801289045584,22,500.0,0.009158473,100,0.0091677345,-5.666382800177039e-08,-0.07238736471921738
1.0,5.618472901678461e-05,-0.0516582852831723,-0.26042273800885457,23,500.0,0.0043643443,100,0.00448693,-5.666382800177039e-08,-0.07148610039591106
1.0,5.2369552557149016e-05,-0.05124838589097812,-0.2583402372663403,24,500.0,0.0016742796,100,0.0020547707,-5.666382800177039e-08,-0.07064286229153886
1.0,0.00010249467522415606,-0.07389214430148958,-0.37361026373470496,25,500.0,0.00064612034,100,0.00064688886,-5.666382800177039e-08,-0.0707728335719369
1.0,0.00010780277095428165,-0.0675324839055282,-0.340796586814759,26,500.0,0.0017427419,100,0.0021421807,-5.666382800177039e-08,-0.0706482047386135
1.0,7.108838341299735e-05,-0.0653124134660213,-0.3298997260780007,27,500.0,0.0035836536,100,0.0036250786,-5.666382800177039e-08,-0.07045058283962859
1.0,0.00012023910047268467,-0.06995736545743632,-0.35306289633096277,28,500.0,0.005948052,100,0.006334042,-5.666382800177039e-08,-0.07043296793312172
1.0,8.755037233535806e-05,-0.059744380406872404,-0.30165441665803056,29,500.0,0.0034747366,100,0.0035836408,-5.666382800177039e-08,-0.07006439594945794
1.0,5.221906481614985e-05,-0.06577660841071502,-0.3317948166409998,30,500.0,0.0022254798,100,0.0027374066,-5.666382800177039e-08,-0.06992146969816652
1.0,5.498571004578263e-05,-0.052563365391862356,-0.2644826672104182,31,500.0,0.0021488387,100,0.0029373947,-5.666382800177039e-08,-0.06936153084957607
1.0,7.127241014085021e-05,-0.05763123533474122,-0.29078315603240745,32,500.0,0.0025867529,100,0.0028275135,-5.666382800177039e-08,-0.06899495911473748
1.0,0.00011554553990286245,-0.06453952814684377,-0.3253812889915344,33,500.0,0.0010424374,100,0.0012989065,-5.666382800177039e-08,-0.06885994605510434
1.0,6.773247723845807e-05,-0.06246281480049442,-0.315509016494136,34,500.0,0.002027028,100,0.0027179925,-5.666382800177039e-08,-0.0686717951358511
1.0,0.00011754668370804083,-0.07854065047855788,-0.39671796144657945,35,500.0,0.00090923224,100,0.0012718431,-5.666382800177039e-08,-0.06895376243135701
1.0,8.743404834059303e-05,-0.07322354078309277,-0.3695477122529127,36,500.0,0.0010520028,100,0.0010677999,-5.666382800177039e-08,-0.06907236738557189
1.0,9.905742191969029e-05,-0.06526928434141366,-0.3296647211088508,37,500.0,0.003241997,100,0.0032852127,-5.666382800177039e-08,-0.06896958135735139
1.0,0.00010116828107540498,-0.06382101734469436,-0.32184771474777835,38,500.0,0.0026995833,100,0.0027207162,-5.666382800177039e-08,-0.06883409283070253
1.0,8.083441534930106e-05,-0.05325391959649514,-0.2681999736790183,39,500.0,0.0075544,100,0.007568433,-5.666382800177039e-08,-0.06843460120931259
1.0,5.222217554520792e-05,-0.06144283121941804,-0.30980836614874374,40,500.0,0.003982223,100,0.004020636,-5.666382800177039e-08,-0.06825980695956523
1.0,6.497840523577342e-05,-0.0587000515389893,-0.2959673351396509,41,500.0,0.0024713753,100,0.003054578,-5.666382800177039e-08,-0.06802664219320972
1.0,6.12820867825295e-05,-0.05424959185968414,-0.2738241250206811,42,500.0,0.004340251,100,0.0055788145,-5.666382800177039e-08,-0.06769861718526864
1.0,0.0001068156838174204,-0.07145533585278371,-0.36054685879837395,43,500.0,0.00414593,100,0.0046419157,-5.666382800177039e-08,-0.06778598273567596
1.0,0.00015412809883378356,-0.08039806806077517,-0.40555043162913884,44,500.0,0.005575732,100,0.0068826317,-5.666382800177039e-08,-0.06807262103851912
1.0,6.231096550508966e-05,-0.055486073395271764,-0.28000612962386584,45,500.0,0.0010802014,100,0.0012333331,-5.666382800177039e-08,-0.06779291997978029
1.0,0.00013552259315565256,-0.07007088144006574,-0.3532712345436734,46,500.0,0.0056461804,100,0.0059927916,-5.666382800177039e-08,-0.06784244088109084
1.0,6.243832050161953e-05,-0.0577781656961043,-0.29198505045821355,47,500.0,0.0011976791,100,0.0012599088,-5.666382800177039e-08,-0.06762830736651666
1.0,3.83725015934838e-05,-0.054259947464843375,-0.2735558046372446,48,500.0,0.0023661796,100,0.0024236385,-5.666382800177039e-08,-0.06734979986856514
1.0,6.00637326382322e-05,-0.0538789787213557,-0.2719154654902681,49,500.0,0.0042917887,100,0.0043216357,-5.666382800177039e-08,-0.06707488515127515
1.0,4.873894050356872e-05,-0.054144231809386316,-0.27283700859610144,50,500.0,0.0010444169,100,0.0013589098,-5.666382800177039e-08,-0.06681627208443738
1.0,0.0001248364537380546,-0.07450188720331315,-0.3758712316400722,51,500.0,0.0026496649,100,0.0028863528,-5.666382800177039e-08,-0.06696697042010161
1.0,5.553061396745419e-05,-0.055774665321318695,-0.2814179046697186,52,500.0,0.0008420914,100,0.00087555096,-5.666382800177039e-08,-0.06675173378358655
1.0,4.4680458112182906e-05,-0.04999583399526194,-0.25260839803179896,53,500.0,0.0034891746,100,0.0035182892,-5.666382800177039e-08,-0.06643558473097665
1.0,0.00010262277698909793,-0.06795672900272354,-0.3428229173026247,54,500.0,0.0041352273,100,0.005591038,-5.666382800177039e-08,-0.06646375406934234
1.0,7.793737052484535e-05,-0.05538356248746462,-0.27957463182607595,55,500.0,0.0033933162,100,0.0035675396,-5.666382800177039e-08,-0.06626229604058091
1.0,6.108741621012224e-05,-0.06114212438879711,-0.3084710706663419,56,500.0,0.0035969655,100,0.003602831,-5.666382800177039e-08,-0.06617086440394192
1.0,5.145233458570098e-05,-0.05458881637464578,-0.2756860063676309,57,500.0,0.0018997465,100,0.0020504033,-5.666382800177039e-08,-0.06596767057886654
1.0,0.00010215006064146019,-0.07340969695467449,-0.3705181763816686,58,500.0,0.0027731718,100,0.0029050522,-5.666382800177039e-08,-0.06609598137844945
1.0,7.311590399837296e-05,-0.06749579161060713,-0.34031849165287986,59,500.0,0.0007733751,100,0.0007773759,-5.666382800177039e-08,-0.06611970697560467
1.0,6.264423724028959e-05,-0.054208925436146964,-0.273421620985635,60,500.0,0.00148074,100,0.0014844615,-5.666382800177039e-08,-0.06592119394994704
1.0,8.498095577226538e-05,-0.06041261521278293,-0.30502217563497586,61,500.0,0.0026836381,100,0.0028505577,-5.666382800177039e-08,-0.06583088938048533
1.0,0.0001316840102162514,-0.07193556443850141,-0.36290099733143355,62,500.0,0.0032242434,100,0.0034188544,-5.666382800177039e-08,-0.06592935188142107
1.0,5.4409213640598295e-05,-0.058973198208153166,-0.29755479136152,63,500.0,0.0021653466,100,0.0028058512,-5.666382800177039e-08,-0.06581893674375015
1.0,7.220178645121417e-05,-0.06637526778679528,-0.33489327983801964,64,500.0,0.0012911869,100,0.0014692816,-5.666382800177039e-08,-0.06582762941629774
1.0,7.794561136927596e-05,-0.05883300648447084,-0.2971513063659607,65,500.0,0.0036512837,100,0.0039185854,-5.666382800177039e-08,-0.06572001983273117
1.0,9.127604173863185e-05,-0.07381121582761917,-0.37246887374706694,66,500.0,0.0027493723,100,0.0032831326,-5.666382800177039e-08,-0.0658426137114416
1.0,8.154147043071329e-05,-0.05615452844602455,-0.2835695199100324,67,500.0,0.005061976,100,0.005098761,-5.666382800177039e-08,-0.06569801542389805
1.0,0.00024231532153438983,-0.0801409826888781,-0.4046352519054701,68,500.0,0.0018835213,100,0.0019626908,-5.666382800177039e-08,-0.06591041200132423
1.0,9.223480643195512e-05,-0.060638768209950476,-0.3059571756399513,69,500.0,0.0002463199,100,0.0002477897,-5.666382800177039e-08,-0.06583401136666664
1.0,8.493907465867266e-05,-0.06403758181795365,-0.32371653058782124,70,500.0,0.0033295918,100,0.0033404846,-5.666382800177039e-08,-0.06580834808739931
1.0,6.084853742622502e-05,-0.06711523348250291,-0.3383216532128505,71,500.0,0.0056626466,100,0.0056787906,-5.666382800177039e-08,-0.06582675492395007
1.0,5.0720726498946785e-05,-0.04999201970539219,-0.252118098722339,72,500.0,0.0010597368,100,0.0014873268,-5.666382800177039e-08,-0.06560682804591454
1.0,9.039851311480268e-05,-0.07759833196960422,-0.3917194457204623,73,500.0,0.0048291255,100,0.004850085,-5.666382800177039e-08,-0.06577109522295138
1.0,0.00012231605028603098,-0.06464736208416438,-0.3261546140881603,74,500.0,0.0059756422,100,0.00652459,-5.666382800177039e-08,-0.0657559096399948
1.0,6.22637234230804e-05,-0.06025544830891422,-0.3040215178122545,75,500.0,0.0036396224,100,0.004321982,-5.666382800177039e-08,-0.06568257015558039
1.0,5.6945055565404136e-05,-0.058070213124138605,-0.2931069694144482,76,500.0,0.0019023303,100,0.0019733026,-5.666382800177039e-08,-0.06558240756306143
1.0,7.242129141254912e-05,-0.0542870153815888,-0.27434472117539704,77,500.0,0.003011957,100,0.0030535199,-5.666382800177039e-08,-0.06543571415810724
1.0,9.29710140293974e-05,-0.07056601511014243,-0.35604936238226015,78,500.0,0.0022147764,100,0.002297619,-5.666382800177039e-08,-0.0655014872472359
1.0,6.998757939770225e-05,-0.05681891826677807,-0.2866895584750884,79,500.0,0.0009324925,100,0.00094693596,-5.666382800177039e-08,-0.06539158131077441
1.0,7.760144358159052e-05,-0.07082838091222463,-0.3574466951909263,80,500.0,0.005628559,100,0.0059697363,-5.666382800177039e-08,-0.06545954130579253
1.0,6.274829178527239e-05,-0.06399434271437719,-0.3231257517238021,81,500.0,0.0012716178,100,0.0012733794,-5.666382800177039e-08,-0.06544145243429357
1.0,7.249088089474236e-05,-0.0637105165070565,-0.3213986377996613,82,500.0,0.0016180668,100,0.0017714194,-5.666382800177039e-08,-0.06542034345957116
1.0,6.893254498660045e-05,-0.06438389505352787,-0.32520022401208487,83,500.0,0.002691243,100,0.0035873342,-5.666382800177039e-08,-0.06540785612937787
1.0,0.00012865398491979994,-0.06138500588970039,-0.3095453831880982,84,500.0,0.0015654024,100,0.0016806355,-5.666382800177039e-08,-0.06535996505509599
1.0,3.8023308160566575e-05,-0.04978805786404613,-0.250932654923243,85,500.0,0.0024124207,100,0.0032391266,-5.666382800177039e-08,-0.065176766146966
1.0,6.822087865371865e-05,-0.06227175160528579,-0.31431858740975893,86,500.0,0.0033789945,100,0.003748426,-5.666382800177039e-08,-0.06514298690810925
1.0,5.442382980880175e-05,-0.05030655191621669,-0.2540216208402639,87,500.0,0.000984463,100,0.0012691431,-5.666382800177039e-08,-0.06497245317257026
1.0,5.817452746240819e-05,-0.05728880813105071,-0.28892570956764785,88,500.0,0.0036150373,100,0.003623777,-5.666382800177039e-08,-0.06488513902437117
1.0,0.00014342651837592822,-0.07224213149330433,-0.36460698892675053,89,500.0,0.007046245,100,0.007430888,-5.666382800177039e-08,-0.06496780186110077
1.0,8.655189525718512e-05,-0.05341364923752172,-0.2701002735670952,90,500.0,0.00060070556,100,0.00075625844,-5.666382800177039e-08,-0.06483942238750544
1.0,8.666206483233116e-05,-0.07149707921300878,-0.3614934309555515,91,500.0,0.003324212,100,0.0033242174,-5.666382800177039e-08,-0.06491258345152195
1.0,4.896948988821537e-05,-0.06460600809098578,-0.3261871046389775,92,500.0,0.0020009181,100,0.0024761492,-5.666382800177039e-08,-0.06490925111064656
1.0,7.943037078968115e-05,-0.06645936287396631,-0.33530274753150363,93,500.0,0.0035628008,100,0.0036915254,-5.666382800177039e-08,-0.06492591897906935
1.0,7.144212593165436e-05,-0.06240350422734322,-0.3152313021496903,94,500.0,0.0014506066,100,0.0018683979,-5.666382800177039e-08,-0.06489908477958291
1.0,8.338732082351692e-05,-0.06590533898387965,-0.33279171159431414,95,500.0,0.0018051481,100,0.0020530047,-5.666382800177039e-08,-0.06490967692910182
1.0,0.00022630508184913174,-0.09029412305588774,-0.45564299698631827,96,500.0,0.0074829035,100,0.007483334,-5.666382800177039e-08,-0.06517409824292252
1.0,6.740647660448324e-05,-0.05361630620613095,-0.2707343186677015,97,500.0,0.002823823,100,0.0029074063,-5.666382800177039e-08,-0.06505494574769785
1.0,6.318350280775308e-05,-0.06017684958392172,-0.3038374249696363,98,500.0,0.002553883,100,0.0031342742,-5.666382800177039e-08,-0.06500516925623075
1.0,4.654160246743703e-05,-0.05059603860908005,-0.25509501540735885,99,500.0,0.0021200394,100,0.0027030369,-5.666382800177039e-08,-0.0648596224820171
1.0,4.567191574418666e-05,-0.05625794788490742,-0.2840270060630663,100,500.0,0.00033818913,100,0.00040340488,-5.666382800177039e-08,-0.06477360573604601
1.0,7.075751945193104e-05,-0.05517210082258476,-0.278856359168505,101,500.0,0.0028654623,100,0.0029417085,-5.666382800177039e-08,-0.06467854133096224
1.0,6.606629035980902e-05,-0.05653221961503646,-0.2850598790076242,102,500.0,0.0027562806,100,0.0038150966,-5.666382800177039e-08,-0.06459867543178649
1.0,4.812536109116501e-05,-0.05162584567108443,-0.2607752980921773,103,500.0,0.0029709798,100,0.0029942323,-5.666382800177039e-08,-0.06447272562828453
1.0,7.188530771462287e-05,-0.061135600758097174,-0.30857602675841,104,500.0,0.0028883799,100,0.002890564,-5.666382800177039e-08,-0.06444063788914811
1.0,7.562250862601137e-05,-0.06940250846333341,-0.3501063107992786,105,500.0,0.0020696416,100,0.0024071753,-5.666382800177039e-08,-0.06448789379937846
1.0,0.00010556984573704214,-0.06323117924426343,-0.31837385035975024,106,500.0,0.008138572,100,0.008215975,-5.666382800177039e-08,-0.06447603800168869
1.0,0.00011900303452370057,-0.07583945074891987,-0.3824825490035117,107,500.0,0.002284661,100,0.0029705947,-5.666382800177039e-08,-0.06458223812082169
1.0,0.00010087582454536317,-0.0737165809811356,-0.37189615548932786,108,500.0,0.0026698892,100,0.0031326588,-5.666382800177039e-08,-0.0646668153695283
1.0,4.441556335830629e-05,-0.05554714765179788,-0.28052104338365763,109,500.0,0.0018023128,100,0.0020612853,-5.666382800177039e-08,-0.06458314869321884
1.0,0.00012200032700719889,-0.07611562217580642,-0.3840823120090762,110,500.0,0.005470976,100,0.006705159,-5.666382800177039e-08,-0.06468798936124236
1.0,0.00011220560693508682,-0.06036099394846931,-0.30430115964312127,111,500.0,0.0032963888,100,0.0034431466,-5.666382800177039e-08,-0.06464900742058675
1.0,8.439508665424264e-05,-0.06390204114468298,-0.32225844493649775,112,500.0,0.004522838,100,0.004794969,-5.666382800177039e-08,-0.06464233807883761
1.0,0.00011240151170208917,-0.06881157962679264,-0.3473786940606411,113,500.0,0.00080194767,100,0.0008241283,-5.666382800177039e-08,-0.06467923402173986
1.0,4.489382667020263e-05,-0.04948282070179162,-0.24982172396664365,114,500.0,0.00060745113,100,0.00070966856,-5.666382800177039e-08,-0.06454593215051226
1.0,0.00010626512712506572,-0.06497097288743545,-0.32774720650912753,115,500.0,0.001675025,100,0.0020354402,-5.666382800177039e-08,-0.06454962815692028
1.0,7.820196731893884e-05,-0.05952578144853641,-0.3006307398529006,116,500.0,0.0013851906,100,0.0014402478,-5.666382800177039e-08,-0.06450631913357215
1.0,5.160552773246373e-05,-0.059085017030750926,-0.298267129090668,117,500.0,0.002679074,100,0.0035396689,-5.666382800177039e-08,-0.06445998321816342
1.0,5.437338490616638e-05,-0.06174440841977376,-0.311748959169564,118,500.0,0.0026721263,100,0.0027114665,-5.666382800177039e-08,-0.06443696987241436
1.0,5.542991697687853e-05,-0.05456497518503774,-0.2752167708016113,119,500.0,0.00282996,100,0.0028346248,-5.666382800177039e-08,-0.06435401193386497
1.0,6.81384437694096e-05,-0.054521896796194486,-0.2748869780037207,120,500.0,0.0042024376,100,0.004204879,-5.666382800177039e-08,-0.06427207764105104
1.0,6.927636020831826e-05,-0.060472534866812706,-0.3053036849532729,121,500.0,0.0010258715,100,0.0010695527,-5.666382800177039e-08,-0.06424067646109866
1.0,7.660494636984372e-05,-0.07040321238640425,-0.354840338642869,122,500.0,0.002742022,100,0.0027685799,-5.666382800177039e-08,-0.06429118905065034
1.0,6.574324147225907e-05,-0.05418621823837546,-0.2736975303832554,123,500.0,0.0033539224,100,0.0034729838,-5.666382800177039e-08,-0.0642090348164042
1.0,0.00016520552428493995,-0.06713614755811739,-0.3386307841672721,124,500.0,0.010993273,100,0.011085213,-5.666382800177039e-08,-0.06423264056432125
1.0,0.000131136855822099,-0.07037928762874845,-0.35511328384377405,125,500.0,0.003297972,100,0.0037831166,-5.666382800177039e-08,-0.06428181374083666
1.0,5.2530313798790724e-05,-0.054789471045503906,-0.2761469611332851,126,500.0,0.004659981,100,0.004668536,-5.666382800177039e-08,-0.06420647768769912
1.0,5.006178900797153e-05,-0.053415506743379096,-0.26911581606996193,127,500.0,0.0054515344,100,0.0055730026,-5.666382800177039e-08,-0.06412150941254699
1.0,0.00014538917131172834,-0.07444110607576772,-0.37565371158019906,128,500.0,0.004164128,100,0.0042104977,-5.666382800177039e-08,-0.06420213126147839
1.0,9.356262539307815e-05,-0.07332156959996276,-0.3698540183391917,129,500.0,0.0036820532,100,0.0037574405,-5.666382800177039e-08,-0.06427282458193176
1.0,0.00011223809129197092,-0.07726756794270401,-0.3897014856326646,130,500.0,0.003966531,100,0.005034489,-5.666382800177039e-08,-0.0643727841462454
1.0,9.247807696558502e-05,-0.055611313927866356,-0.28088632096708976,131,500.0,0.0053715752,100,0.005949248,-5.666382800177039e-08,-0.0643059026941967
1.0,7.239789682714937e-05,-0.07498855835892983,-0.37814926027655654,132,500.0,0.0027735834,100,0.0031658413,-5.666382800177039e-08,-0.06438683190377802
1.0,7.489688599320505e-05,-0.06524129639622084,-0.3295212811843862,133,500.0,0.003619083,100,0.0038675754,-5.666382800177039e-08,-0.06439325644883397
1.0,7.223375099773508e-05,-0.054841224842837114,-0.27696185850510824,134,500.0,0.004391996,100,0.0044731805,-5.666382800177039e-08,-0.06432197263087877
1.0,8.617457496340633e-05,-0.07249028138624504,-0.3655333393921547,135,500.0,0.004146117,100,0.0042556725,-5.666382800177039e-08,-0.06438247862165926
1.0,5.535355372050373e-05,-0.05207620278928729,-0.2631956126663642,136,500.0,0.0017391472,100,0.002159982,-5.666382800177039e-08,-0.0642919912993624
1.0,7.406475257022703e-05,-0.0649592388095118,-0.32758290489626385,137,500.0,0.007185787,100,0.007185962,-4.20523034053281e-08,-0.06429686171914453
1.0,6.956831266719546e-05,-0.04847298669258714,-0.24466716750479234,138,500.0,0.00047622266,100,0.000490862,-4.20523034053281e-08,-0.06418219595808251
1.0,3.986560128938582e-05,-0.048946338614159035,-0.24702398546792712,139,500.0,0.004863806,100,0.0050166957,-4.20523034053281e-08,-0.06407258547359385
1.0,6.790777413769734e-05,-0.06095722984749656,-0.30737453467086673,140,500.0,0.0014764473,100,0.0015341133,-4.20523034053281e-08,-0.06405033293340744
1.0,0.00012952591230762755,-0.07390322562730631,-0.3725227568450786,141,500.0,0.005183728,100,0.00520557,-4.20523034053281e-08,-0.06412021160499538
1.0,0.00010706476111658217,-0.06844087936755323,-0.34571798919369756,142,500.0,0.0061584725,100,0.0061853435,-4.20523034053281e-08,-0.06415063884275987
1.0,3.4533230854061185e-05,-0.04991454442782075,-0.25164440280916783,143,500.0,0.00101623,100,0.0010408494,-4.20523034053281e-08,-0.0640510857349631
1.0,0.00013268665933955439,-0.07482831992117932,-0.3772735684908274,144,500.0,0.0134632215,100,0.01352011,-4.20523034053281e-08,-0.06412592763903405
1.0,9.043665633959053e-05,-0.05908626869626387,-0.29826253028147987,145,500.0,0.007807713,100,0.00805668,-4.20523034053281e-08,-0.06409117137046322
1.0,6.652053499166069e-05,-0.05717638188660656,-0.28822268081964475,146,500.0,0.00069454714,100,0.0007897613,-4.20523034053281e-08,-0.06404380979865597
1.0,7.935946341522295e-05,-0.0715916476439515,-0.3616113077303511,147,500.0,0.0039660945,100,0.0039803316,-4.20523034053281e-08,-0.06409515563433825
1.0,6.790570994101814e-05,-0.06138732098918458,-0.3098210475310466,148,500.0,0.00088328146,100,0.0008911008,-4.20523034053281e-08,-0.06407685945430343
1.0,4.8776929956598024e-05,-0.04338705091030039,-0.21937027422301944,149,500.0,0.0038596678,100,0.004006826,-4.20523034053281e-08,-0.06393800167884033
1.0,4.9027920035214914e-05,-0.05053958631528538,-0.2548710961271285,150,500.0,0.00091857644,100,0.0010532317,-4.20523034053281e-08,-0.06384867890974996
1.0,0.00011241253106831665,-0.08155046447778576,-0.41127351400819107,151,500.0,0.00477225,100,0.00485528,-4.20523034053281e-08,-0.0639659092777502
1.0,7.042923987185347e-05,-0.0602289957705259,-0.30437483542149285,152,500.0,0.007890431,100,0.008621449,-4.20523034053281e-08,-0.06394132432046583
1.0,0.00010730227569911952,-0.06593895779661668,-0.3322375234633641,153,500.0,0.0031655282,100,0.0031987615,-4.20523034053281e-08,-0.06395438074841453
1.0,6.554466887554516e-05,-0.07092962669652723,-0.35739962530901764,154,500.0,0.003579507,100,0.0049874596,-4.20523034053281e-08,-0.0639996745532724
1.0,5.922641565288936e-05,-0.05709477664284256,-0.28801390888115125,155,500.0,0.004505017,100,0.005236485,-4.20523034053281e-08,-0.06395512682481802
1.0,6.258999255475653e-05,-0.0541810606852669,-0.2737591042082751,156,500.0,0.0031182521,100,0.003628034,-4.20523034053281e-08,-0.06389247255469269
1.0,8.39495976489404e-05,-0.07001797755831883,-0.35409893993352837,157,500.0,0.0048344014,100,0.005593809,-4.20523034053281e-08,-0.0639314885101298
1.0,0.00010896403629239117,-0.06626005332570802,-0.3341051468745278,158,500.0,0.004307534,100,0.004307546,-4.20523034053281e-08,-0.06394622626212712
1.0,0.00010149047066032943,-0.06107366070954748,-0.3083731049901915,159,500.0,0.0030885562,100,0.0033631767,-4.20523034053281e-08,-0.0639281598121109
1.0,9.95177793955189e-05,-0.06370887719137408,-0.32164655119886915,160,500.0,0.00430326,100,0.0043192683,-4.20523034053281e-08,-0.0639267892957313
1.0,0.00010676331411685374,-0.07307208933329877,-0.3684080380928596,161,500.0,0.0020107517,100,0.0026216728,-4.20523034053281e-08,-0.06398359240155468
1.0,6.337113876683212e-05,-0.05292551193511526,-0.2670759446660639,162,500.0,0.0051569417,100,0.0053575686,-4.20523034053281e-08,-0.06391533264558902
1.0,0.00011088811659375162,-0.06071428947158147,-0.3059429094732383,163,500.0,0.0054755113,100,0.005506045,-4.20523034053281e-08,-0.063895694343908
1.0,6.23603744012895e-05,-0.051551480246811714,-0.2603300546688374,164,500.0,0.0018038539,100,0.0018056239,-4.20523034053281e-08,-0.06382042474575496
1.0,5.992602830150551e-05,-0.060587552772853416,-0.3060030449476181,165,500.0,0.0038082663,100,0.0038437722,-4.20523034053281e-08,-0.06380083158228284
1.0,3.899266550468909e-05,-0.053586558572970795,-0.26998741774443813,166,500.0,0.0012247005,100,0.0012352507,-4.20523034053281e-08,-0.06373929981716649
1.0,0.0001134399907767379,-0.06352005346101045,-0.320956262585757,167,500.0,0.007393973,100,0.0074255397,-4.20523034053281e-08,-0.06373798696473443
1.0,0.00010550347749682028,-0.07371129607974114,-0.3723980356700613,168,500.0,0.003108816,100,0.0031091622,-4.20523034053281e-08,-0.06379735189994279
1.0,3.186529994755524e-05,-0.03959749311343218,-0.19980237092797778,169,500.0,0.00068119774,100,0.0007619179,-4.20523034053281e-08,-0.06365415746925339
1.0,5.677717877350494e-05,-0.059510529242093144,-0.30061793219450145,170,500.0,0.0011593036,100,0.0014603394,-4.20523034053281e-08,-0.06362978318556421
1.0,5.5966044108834145e-05,-0.05921015926525632,-0.29904445556796827,171,500.0,0.0040152785,100,0.0041782553,-4.20523034053281e-08,-0.06360393743164428
1.0,9.478797210918434e-05,-0.0697687021406952,-0.3517950520399616,172,500.0,0.008072691,100,0.008072879,-4.20523034053281e-08,-0.06363977908692946
1.0,6.5417768203694e-05,-0.0592783803959055,-0.2988297752208356,173,500.0,0.0030589057,100,0.0032957746,-4.20523034053281e-08,-0.0636145686898715
1.0,0.00010096149348899812,-0.07018071734613066,-0.3547312822831516,174,500.0,0.0022912396,100,0.0027606683,-4.20523034053281e-08,-0.06365230517640173
1.0,4.1919035575210044e-05,-0.043559594325820836,-0.21960846235997825,175,500.0,0.0011503159,100,0.0014739694,-4.20523034053281e-08,-0.063537489685827
1.0,8.375044340328069e-05,-0.060957456030070425,-0.3075996957167704,176,500.0,0.0024284988,100,0.00254154,-4.20523034053281e-08,-0.06352283040369201
1.0,5.0187727458972366e-05,-0.04789945017913303,-0.24177856897965178,177,500.0,0.005270582,100,0.0055931564,-4.20523034053281e-08,-0.0634345627188075
