NatGrad2Norm,NatGradInftyNorm,StepSize,J,ReturnMax,Iteration,VarJ,AvgRet,ReturnMean,BatchSize,AvgEpLen
0.02107391,0.021037612,0.0001,-0.11022794717088237,-2.0987836031642062e-07,1,0.00027378116688099526,-0.5575890063967462,-0.11022794717088237,100,500.0
0.01664601,0.015884874,0.0001,-0.09660294796416373,-2.0987836031642062e-07,2,0.0003348743641797597,-0.4876063746200297,-0.10341544756752304,100,500.0
0.03150003,0.031228252,0.0001,-0.12891272900984138,-2.0987836031642062e-07,3,0.0005150180730215765,-0.6508794303852526,-0.11191454138162915,100,500.0
0.0184435,0.018345373,0.0001,-0.09432791594846451,-2.0987836031642062e-07,4,0.0003028776421574484,-0.47677659088486757,-0.10751788502333799,100,500.0
0.015745625,0.015733743,0.0001,-0.10159391072299405,-2.0987836031642062e-07,5,0.000213182422470724,-0.5142605240844498,-0.10633309016326921,100,500.0
0.021185214,0.02094312,0.0001,-0.1076147772235464,-1.4515662124810964e-07,6,0.00033935512802062606,-0.5434090528957638,-0.10654670467331542,100,500.0
0.014533773,0.0144810155,0.0001,-0.09747739640376547,-1.4515662124810964e-07,7,0.00016569450317011395,-0.4929672231142081,-0.10525108920623685,100,500.0
0.013106887,0.012579489,0.0001,-0.07561198478995163,-1.4515662124810964e-07,8,0.00018413012130428504,-0.38156860063868675,-0.1015462011542012,100,500.0
0.011236676,0.011146668,0.0001,-0.08215993891916094,-1.4515662124810964e-07,9,0.00012803956603220867,-0.41549170500878363,-0.0993921720169745,100,500.0
0.015021552,0.014975188,0.0001,-0.088600150155909,-1.4515662124810964e-07,10,0.0001883255024661778,-0.447981032005967,-0.09831296983086796,100,500.0
0.016780255,0.016742077,0.0001,-0.10301527225376862,-1.4515662124810964e-07,11,0.0002173326666740943,-0.5206023497486236,-0.09874045186931346,100,500.0
0.023733355,0.022455184,0.0001,-0.11669105030281333,-1.4515662124810964e-07,12,0.0004315246747409572,-0.5891982827644264,-0.10023633507210512,100,500.0
0.011009568,0.01095514,0.0001,-0.09784653292707579,-1.4515662124810964e-07,13,0.00018372296225801618,-0.49445925094345716,-0.1000525041378721,100,500.0
0.024047934,0.023885775,0.0001,-0.12177059788136085,-1.4515662124810964e-07,14,0.00041501971458387447,-0.6154669915873064,-0.10160379654812128,100,500.0
0.014232007,0.013804014,0.0001,-0.09880945579040333,-1.4515662124810964e-07,15,0.0002276123641722434,-0.49981198456036957,-0.10141750716427343,100,500.0
0.010229739,0.010220062,0.0001,-0.09273845490922827,-1.4515662124810964e-07,16,0.00012744201623720588,-0.4693957431174799,-0.10087506639833312,100,500.0
0.013593615,0.01338901,0.0001,-0.09382421360456712,-1.4515662124810964e-07,17,0.00018587296487740493,-0.47370971834258263,-0.10046031035164099,100,500.0
0.009509933,0.009491556,0.0001,-0.09031307265361929,-1.4515662124810964e-07,18,0.00011663255425793233,-0.45665333138458936,-0.09989657492397312,100,500.0
0.018290812,0.01828968,0.0001,-0.10268813530967248,-1.2581478404613453e-07,19,0.00024013885587568669,-0.5196523816602118,-0.10004349915479939,100,500.0
0.017782258,0.0174865,0.0001,-0.11490249236950162,-1.2581478404613453e-07,20,0.0002180845968902583,-0.5815387267207328,-0.10078644881553452,100,500.0
0.009622954,0.00950851,0.0001,-0.09303375028361842,-1.2581478404613453e-07,21,0.00012847562441329404,-0.47021914802538256,-0.10041727269496709,100,500.0
0.012044032,0.011673284,0.0001,-0.08321411902830483,-1.2581478404613453e-07,22,0.00016013677344442628,-0.421476573735323,-0.09963531116466424,100,500.0
0.021705905,0.021470048,0.0001,-0.11155785930421214,-1.2581478404613453e-07,23,0.0002851551450195802,-0.5641763608119885,-0.10015368282290546,100,500.0
