Iteration,ReturnMax,ReturnMean,BatchSize,AvgEpLen,AvgRet,NatGrad2Norm,J,VarJ,NatGradInftyNorm,StepSize
16,-5.772202525247165e-07,-0.10026297428193846,100,500.0,-0.35609365380177976,0.0075198766,-0.07043863062929698,9.146362757680201e-05,0.0074511543,0.001
17,-5.772202525247165e-07,-0.10038342049276781,100,500.0,-0.5169521304148262,0.01002959,-0.10231055986603733,0.00020081000585815234,0.009707837,0.001
18,-5.772202525247165e-07,-0.09970396853942932,100,500.0,-0.4459555040079013,0.013659509,-0.08815328533267522,0.00018036119924513033,0.013309778,0.001
19,-5.772202525247165e-07,-0.0998626610582188,100,500.0,-0.5188238616186407,0.014634888,-0.10271912639642927,0.00022995130562622815,0.014624996,0.001
20,-5.772202525247165e-07,-0.0984856218432861,100,500.0,-0.3657606584739429,0.01070722,-0.07232187675956461,0.00013351135578612702,0.010666464,0.001
21,-5.772202525247165e-07,-0.09955066912554335,100,500.0,-0.6098333935653177,0.025373278,-0.12085161477068834,0.0005027317133183141,0.025236646,0.001
22,-5.772202525247165e-07,-0.10167672806657206,100,500.0,-0.7396774078277505,0.031827927,-0.14632396582817506,0.00041614111653249754,0.031821616,0.001
23,-5.772202525247165e-07,-0.10046105020695295,100,500.0,-0.37293043619187927,0.0076235444,-0.07371613729533283,0.00010878742252428527,0.007316447,0.001
24,-5.772202525247165e-07,-0.10022667196644647,100,500.0,-0.479971700481034,0.01169756,-0.0948359724347971,0.0001247787279360912,0.011653206,0.001
25,-5.772202525247165e-07,-0.10095178218576412,100,500.0,-0.5989599963973568,0.01821822,-0.11835442744938778,0.0002464316439283939,0.018119624,0.001
26,-5.772202525247165e-07,-0.1010784975437125,100,500.0,-0.5265223963266201,0.017726023,-0.10424638149242174,0.0002687911405172049,0.01741098,0.001
27,-5.772202525247165e-07,-0.10086880888754493,100,500.0,-0.48294498165306393,0.011764414,-0.09541690382718868,0.00015868541026586226,0.011541403,0.001
28,-5.772202525247165e-07,-0.10080367441278243,100,500.0,-0.500696018746284,0.009631991,-0.099045043594195,0.0001911729612514668,0.0096052885,0.001
29,-5.772202525247165e-07,-0.10071355506256754,100,500.0,-0.4965410029057377,0.016946703,-0.0981902132565504,0.00023732249472553638,0.01693087,0.001
30,-5.772202525247165e-07,-0.1006761611763731,100,500.0,-0.5029970257385828,0.017166052,-0.09959173847673425,0.00019722554907768874,0.017121006,0.001
31,-5.772202525247165e-07,-0.09986820192588608,100,500.0,-0.38158200999870445,0.009266971,-0.07562942441127549,0.00013109530777794077,0.009196625,0.001
32,-5.772202525247165e-07,-0.09985028215721123,100,500.0,-0.5018917191601049,0.016393023,-0.09929476932829073,0.0002041956634658479,0.016198559,0.001
33,-4.879175702231144e-07,-0.09964880558220594,100,500.0,-0.4708372832076239,0.015621745,-0.0932015551820368,0.00027051494881839914,0.015403708,0.001
34,-4.879175702231144e-07,-0.10001440832636423,100,500.0,-0.5670142394480645,0.017732792,-0.11207929888358828,0.00019686309618135924,0.017670844,0.001
35,-4.879175702231144e-07,-0.10034126834458551,100,500.0,-0.5634025158270921,0.019463424,-0.11145450896410901,0.0003043433236836636,0.019447256,0.001
36,-4.879175702231144e-07,-0.10054741076833221,100,500.0,-0.5446640064347791,0.01647265,-0.1077623955994664,0.00022590699633686937,0.016376857,0.001
37,-4.879175702231144e-07,-0.10121629516538211,100,500.0,-0.6339487951203103,0.020575823,-0.12529613345917795,0.00024687636246744813,0.020575812,0.001
38,-3.211076689472289e-07,-0.10122077755022775,100,500.0,-0.5115954538041592,0.01578423,-0.1013866257895168,0.00024194718240816722,0.015472059,0.001
39,-3.211076689472289e-07,-0.10048072400538438,100,500.0,-0.36535851874231995,0.0046489947,-0.07235868930133642,9.710579388140788e-05,0.003957968,0.001
40,-3.211076689472289e-07,-0.10008037727254364,100,500.0,-0.42691084810170254,0.009118397,-0.08446685469175522,0.00011807069880902196,0.009106325,0.001
41,-3.211076689472289e-07,-0.09970885760637768,100,500.0,-0.4289169655132627,0.009821845,-0.08484807095973892,0.00014070116448932702,0.009812149,0.001
42,-3.211076689472289e-07,-0.0997132916706971,100,500.0,-0.5051275024200689,0.016746355,-0.0998950883077937,0.00017849532224741317,0.015810072,0.001
43,-3.211076689472289e-07,-0.10029537912674287,100,500.0,-0.6299102406135186,0.02140435,-0.12474305228066486,0.00026426567857378496,0.021116655,0.001
44,-1.0032214032310598e-07,-0.10059523125209704,100,500.0,-0.5729550091824219,0.013474814,-0.11348887264232635,0.0002547968211057466,0.012497339,0.001
45,-1.0032214032310598e-07,-0.1004128618041073,100,500.0,-0.46711955851280507,0.011118532,-0.0923886060925582,0.00013780519321734632,0.011117165,0.001
46,-1.0032214032310598e-07,-0.1008492857502285,100,500.0,-0.6079773461233718,0.021926826,-0.12048836332568337,0.0003172557573817669,0.021792252,0.001
47,-1.0032214032310598e-07,-0.10063835789501453,100,500.0,-0.4607038617084569,0.011841362,-0.09093567655517194,0.00015343516266475764,0.011841247,0.001
48,-1.0032214032310598e-07,-0.10022847162705487,100,500.0,-0.40953296565613234,0.00933661,-0.08096381703294997,0.00010378553265543209,0.009302399,0.001
49,-1.0032214032310598e-07,-0.1002142137531143,100,500.0,-0.5035001828940464,0.016969206,-0.09952983580396726,0.00019388814452049127,0.016967641,0.001
50,-1.0032214032310598e-07,-0.0998335243260804,100,500.0,-0.41014614935852,0.011209613,-0.0811797424014199,0.00013937787278482013,0.011069191,0.001
51,-1.0032214032310598e-07,-0.10007321945467262,100,500.0,-0.5658017743770194,0.019852668,-0.11205797588428291,0.0003113059759608538,0.019849127,0.001
52,-1.0032214032310598e-07,-0.10002656111692725,100,500.0,-0.493786359422155,0.014373978,-0.09764698589191266,0.00016241400408128077,0.014369062,0.001
53,-1.0032214032310598e-07,-0.10004806527242682,100,500.0,-0.5120222099004342,0.016544271,-0.10116628135840539,0.00016855646708697765,0.016529562,0.001
54,-1.0032214032310598e-07,-0.10031985162206013,100,500.0,-0.579900625020537,0.022061992,-0.11472452815262599,0.000294210577165892,0.021581693,0.001
55,-1.0032214032310598e-07,-0.10031340597809316,100,500.0,-0.5048609746358358,0.018249374,-0.09996534120387542,0.0002486428252315976,0.018249074,0.001
56,-1.0032214032310598e-07,-0.1003976592587361,100,500.0,-0.5313502351005357,0.012671931,-0.10503158969409862,0.00013002608314957966,0.01265513,0.001
57,-1.0032214032310598e-07,-0.10022712403405967,100,500.0,-0.45874301700364056,0.015103172,-0.09067715145218022,0.00017824599160181737,0.014594392,0.001
58,-1.0032214032310598e-07,-0.10051087506439928,100,500.0,-0.5900294982512756,0.016218698,-0.11668468379375672,0.0002173274498920614,0.016138075,0.001
59,-1.0032214032310598e-07,-0.10051705243709981,100,500.0,-0.5093982138145808,0.017300583,-0.10087534005373094,0.00023170959430112982,0.01728185,0.001
60,-1.0032214032310598e-07,-0.10030327967341558,100,500.0,-0.4429674573155238,0.013392603,-0.08769068661604486,0.00017676140588031208,0.01323866,0.001
61,-1.0032214032310598e-07,-0.10015618102399507,100,500.0,-0.4622328484905958,0.011875768,-0.09133026205876456,0.0001833312299612182,0.011836157,0.001
62,-1.0032214032310598e-07,-0.10016275511196197,100,500.0,-0.5077468209027157,0.013651956,-0.1005637744779435,0.00025673627477432534,0.013537221,0.001
63,-1.0032214032310598e-07,-0.10003840758409394,100,500.0,-0.4672674659840772,0.012712947,-0.09232886085627584,0.00013544545939731323,0.011495557,0.001
64,-1.0032214032310598e-07,-0.10006639601931769,100,500.0,-0.5148550142530111,0.014567665,-0.10182966743841351,0.00018469758736931356,0.014567597,0.001
65,-1.0032214032310598e-07,-0.0998706419848495,100,500.0,-0.44210833772375335,0.00949634,-0.08734238377888598,0.000147091433403882,0.009300089,0.001
66,-1.0032214032310598e-07,-0.09996189050518907,100,500.0,-0.5355660643894914,0.018258944,-0.10589304432726024,0.00025208254215977496,0.017965887,0.001
67,-1.0032214032310598e-07,-0.09970780235028147,100,500.0,-0.4197975930759659,0.00861043,-0.08293798412637983,0.00012683332845224261,0.0069226096,0.001
68,-1.0032214032310598e-07,-0.09997045362846688,100,500.0,-0.5944243087475358,0.019271262,-0.11756808926689033,0.00044050429120995294,0.019196853,0.001
69,-1.0032214032310598e-07,-0.0999426104496234,100,500.0,-0.4951394040222916,0.013146603,-0.09804927428826625,0.00019250614147685912,0.013104842,0.001
70,-1.0032214032310598e-07,-0.10005810235837409,100,500.0,-0.5465733576593602,0.017880727,-0.10802704406217177,0.00022751324349072006,0.017877178,0.001
71,-1.0032214032310598e-07,-0.09979241601289689,100,500.0,-0.410651067218116,0.008022801,-0.0811943718294919,0.0001245959490622673,0.007893289,0.001
72,-1.0032214032310598e-07,-0.09953876642322705,100,500.0,-0.4125426603589396,0.011873389,-0.08152964555666996,0.00014364363983020612,0.011593758,0.001
73,-1.0032214032310598e-07,-0.09990325489487209,100,500.0,-0.6377570687755801,0.022471422,-0.126146424853315,0.00025855854388593476,0.022295617,0.001
74,-1.0032214032310598e-07,-0.1000463925671356,100,500.0,-0.5580109218322878,0.021824388,-0.11049544264237142,0.0003278537760776198,0.021510465,0.001
75,-1.0032214032310598e-07,-0.1001301191042124,100,500.0,-0.5371936098536084,0.02011504,-0.10632588284789604,0.0002169602099965208,0.018887699,0.001
76,-1.0032214032310598e-07,-0.10008794359979283,100,500.0,-0.4901360893866108,0.01655471,-0.09692478076832418,0.00019928794358557041,0.01654255,0.001
77,-1.0032214032310598e-07,-0.10009476355567148,100,500.0,-0.5086900710090938,0.017821698,-0.1006130802024495,0.00022822274402170214,0.017609185,0.001
78,-1.0032214032310598e-07,-0.10012375294040324,100,500.0,-0.5174461947219323,0.015595278,-0.10235593556474741,0.00022844896893865196,0.015366798,0.001
79,-1.0032214032310598e-07,-0.10014170526495214,100,500.0,-0.5136502797010427,0.015266403,-0.10154198657976807,0.00018841989312545787,0.015190193,0.001
80,-1.0032214032310598e-07,-0.10010839300684984,100,500.0,-0.4930429786845715,0.011222518,-0.09747672461676843,0.0001575647870902124,0.011171773,0.001
81,-1.0032214032310598e-07,-0.10012723299035454,100,500.0,-0.5139098116070056,0.015542872,-0.10163443167072865,0.00018407785820432707,0.015421856,0.001
82,-1.0032214032310598e-07,-0.1000831282814883,100,500.0,-0.4880932181783188,0.016075402,-0.09651064686332321,0.00021297781828222571,0.015834238,0.001
83,-1.0032214032310598e-07,-0.10005065612096713,100,500.0,-0.4931622605492706,0.012818938,-0.09738793895823233,0.00016148649184444873,0.012530018,0.001
84,-1.0032214032310598e-07,-0.10000834885649294,100,500.0,-0.487736420654357,0.015473741,-0.09649684590513433,0.0002732684049575616,0.015099872,0.001
85,-1.0032214032310598e-07,-0.09977284072139594,100,500.0,-0.40411415173784704,0.00916803,-0.07999015737324905,9.620777165475292e-05,0.008988326,0.001
86,-1.0032214032310598e-07,-0.0996261165348116,100,500.0,-0.4410464699316965,0.010382022,-0.08715456067514223,0.00014910933126574563,0.010234404,0.001
87,-1.0032214032310598e-07,-0.09946721976110794,100,500.0,-0.433753538306584,0.012424079,-0.08580209722259298,0.00015358565668485255,0.012398205,0.001
88,-1.0032214032310598e-07,-0.09936333153313173,100,500.0,-0.45675371324824904,0.009078364,-0.09032505569920088,0.00011101769113180677,0.0090777455,0.001
89,-1.0032214032310598e-07,-0.09957644687711813,100,500.0,-0.5979011213027828,0.024356086,-0.11833059714792224,0.00035905399621023347,0.023679573,0.001
90,-1.0032214032310598e-07,-0.09959112853418885,100,500.0,-0.5105370660008879,0.013998043,-0.10089779601348241,0.00018852121928890605,0.013970202,0.001
91,-1.0032214032310598e-07,-0.09987111809794877,100,500.0,-0.6328493956454703,0.021549808,-0.1250701788363412,0.0002465095567046147,0.02143387,0.001
92,-1.0032214032310598e-07,-0.09976943431013,100,500.0,-0.4578871893920626,0.012848768,-0.09051620961862307,0.00015434334076972533,0.012847399,0.001
93,-1.0032214032310598e-07,-0.09972723812013692,100,500.0,-0.48451004639431633,0.012033431,-0.09584518864077324,0.0001681508848031806,0.011647449,0.001
94,-1.0032214032310598e-07,-0.09973081948157263,100,500.0,-0.5067495540965373,0.016142813,-0.10006388609509301,0.00020045241044338048,0.015743664,0.001
95,-1.0032214032310598e-07,-0.09968437588188633,100,500.0,-0.4822942574315043,0.013358834,-0.09531867751137442,0.0001930196343228931,0.013049497,0.001
96,-1.0032214032310598e-07,-0.10019983456381333,100,500.0,-0.7531196258269885,0.029892102,-0.14916840934687836,0.000490863290340601,0.0297895,0.001
97,-1.0032214032310598e-07,-0.10019887173496396,100,500.0,-0.5059516894622385,0.016953113,-0.10010644016542482,0.00021100792060969853,0.016952686,0.001
98,-1.0032214032310598e-07,-0.10032384990159184,100,500.0,-0.5691503319293723,0.018571353,-0.11244673206449553,0.00019732782087872374,0.018257303,0.001
99,-1.0032214032310598e-07,-0.10009193042960134,100,500.0,-0.39122220995232937,0.010615323,-0.07736382217453315,0.000125918901517582,0.009988965,0.001
100,-1.0032214032310598e-07,-0.10004302004563262,100,500.0,-0.4813174275548404,0.01398117,-0.09520089203272947,0.00014982953345418434,0.01397904,0.001
101,-1.0032214032310598e-07,-0.0999584318296092,100,500.0,-0.4633271176612375,0.01085965,-0.09149961022726645,0.00014769119065414157,0.010852987,0.001
102,-1.0032214032310598e-07,-0.09980343354489406,100,500.0,-0.4251524259397961,0.010938021,-0.08414860678866526,0.00014794126214305985,0.010323928,0.001
103,-1.0032214032310598e-07,-0.09983523747569603,100,500.0,-0.5215134659864771,0.016500393,-0.10307923841749886,0.00016689966065896975,0.016498929,0.001
104,-1.0032214032310598e-07,-0.09969050384504896,100,500.0,-0.4284866814446104,0.011237163,-0.0847829398883997,0.0001701481193279289,0.011042737,0.001
105,-1.0032214032310598e-07,-0.09982681051376983,100,500.0,-0.5762569260057575,0.014960234,-0.11400270406073941,0.0001669625914036121,0.014863354,0.001
106,-1.0032214032310598e-07,-0.09997989591190551,100,500.0,-0.584975516719686,0.024425425,-0.11605386271615173,0.00032180644955786685,0.02434642,0.001
107,-1.0032214032310598e-07,-0.10012913323023317,100,500.0,-0.5860791171011058,0.017627798,-0.11594828897296582,0.00025967634151476213,0.017218659,0.001
108,-1.0032214032310598e-07,-0.10021080695476228,100,500.0,-0.5506631785157543,0.017252984,-0.10894989547937799,0.00023993029471195172,0.016333222,0.001
109,-1.0032214032310598e-07,-0.10018719266219488,100,500.0,-0.4937004987723196,0.01599462,-0.09763684906491435,0.00016980752032008014,0.015877921,0.001
110,-1.0032214032310598e-07,-0.10028336363661675,100,500.0,-0.559863242364164,0.01559587,-0.11076599984859803,0.0002413547519729834,0.014554333,0.001
111,-1.0032214032310598e-07,-0.10027554538927042,100,500.0,-0.5026461013405413,0.01119163,-0.09941553818117446,0.00019091442669883274,0.011181829,0.001
112,-1.0032214032310598e-07,-0.1002162338536233,100,500.0,-0.4733351501444277,0.009741315,-0.09363265339679541,0.00014968305456597794,0.009674649,0.001
113,-1.0032214032310598e-07,-0.10020350626112469,100,500.0,-0.49943456093212985,0.014118133,-0.09877801590128092,0.00023977397916389836,0.014072692,0.001
114,-1.0032214032310598e-07,-0.10010533943969072,100,500.0,-0.4500359454322328,0.010930711,-0.08901248861765143,0.00011262229933405135,0.010778763,0.001
115,-1.0032214032310598e-07,-0.10004507812188726,100,500.0,-0.4709822646198559,0.01285608,-0.09317528789229167,0.00021775197512408862,0.012586688,0.001
116,-1.0032214032310598e-07,-0.09991875445019648,100,500.0,-0.43186588812886595,0.01206814,-0.08539153220575672,0.00018570919636159663,0.011992237,0.001
117,-1.0032214032310598e-07,-0.09980226176402923,100,500.0,-0.43675181563774046,0.010281842,-0.08628911016863068,0.00011791570111335277,0.009496911,0.001
118,-1.0032214032310598e-07,-0.09969251246279986,100,500.0,-0.4396697118668065,0.010346657,-0.08685184421896146,0.00012366886191676464,0.009617547,0.001
119,-1.0032214032310598e-07,-0.09963217698251566,100,500.0,-0.46723152483589625,0.014278128,-0.09251259030898185,0.0001612028884549691,0.014152412,0.001
120,-1.0032214032310598e-07,-0.09940465390138876,100,500.0,-0.3656740164363269,0.0064260894,-0.07232940724728751,0.00011732217008584585,0.0062265876,0.001
121,-1.0032214032310598e-07,-0.09934891953890862,100,500.0,-0.4681130842197283,0.013119604,-0.09266079604129102,0.00016967041735091424,0.01300917,0.001
122,-1.0032214032310598e-07,-0.09938980860756884,100,500.0,-0.5268411196642483,0.0149959065,-0.10433738591545698,0.00018275044494628186,0.014493651,0.001
123,-1.0032214032310598e-07,-0.0993038933992889,100,500.0,-0.4489797166208777,0.014587651,-0.08882223798913501,0.0001852377731071612,0.014495992,0.001
124,-1.0032214032310598e-07,-0.09949028470006037,100,500.0,-0.6182622605552505,0.026698608,-0.12241641469495035,0.00040969840595850835,0.02665466,0.001
125,-1.0032214032310598e-07,-0.0995290045738415,100,500.0,-0.5271655121147066,0.0138761215,-0.10433026892270275,0.0002367212905843713,0.01291831,0.001
126,-1.0032214032310598e-07,-0.09930304839910191,100,500.0,-0.359329064894921,0.0064806873,-0.0710585265566537,0.00010063300999014844,0.006480448,0.001
127,-1.0032214032310598e-07,-0.09911200479986013,100,500.0,-0.3788870430782071,0.005294744,-0.07504051129539266,7.55565420442003e-05,0.0052263187,0.001
128,-1.0032214032310598e-07,-0.09911845260728538,100,500.0,-0.505197303526744,0.019207021,-0.0999373241502946,0.0003414669918133266,0.01911928,0.001
129,-1.0032214032310598e-07,-0.09913199490567774,100,500.0,-0.5096439353796088,0.016569167,-0.10086540909990138,0.00023657735260158483,0.016021783,0.001
130,-1.0032214032310598e-07,-0.09909927062753024,100,500.0,-0.47922864946225874,0.013272069,-0.09487783874649992,0.0002388524199492524,0.012476675,0.001
131,-1.0032214032310598e-07,-0.09910430000820819,100,500.0,-0.5047325528198897,0.018019445,-0.09975811949634322,0.00023853248860793502,0.017681792,0.001
132,-1.0032214032310598e-07,-0.09921533134364847,100,500.0,-0.5749141343014673,0.014009843,-0.11376043628632541,0.0001546638755528635,0.013766412,0.001
133,-1.0032214032310598e-07,-0.09926269356926351,100,500.0,-0.5334217840067278,0.018132709,-0.10551450735044592,0.00021992590538353458,0.018028017,0.001
134,-1.0032214032310598e-07,-0.09918567548732513,100,500.0,-0.4493992389231501,0.016821405,-0.08894227058952237,0.0002308387419300667,0.016801579,0.001
135,-1.0032214032310598e-07,-0.09927783349892032,100,500.0,-0.5642346788992482,0.01720079,-0.1116270070526741,0.000204171790086111,0.01598688,0.001
136,-1.0032214032310598e-07,-0.09914543788662913,100,500.0,-0.4116727430599938,0.013749329,-0.08127203022731978,0.00017939640542042587,0.01350336,0.001
137,-1.0032214032310598e-07,-0.0989852089550631,100,500.0,-0.39037599287195834,0.006465578,-0.07719407426208366,0.00012108976239397699,0.006158416,0.001
138,-1.0032214032310598e-07,-0.09887573215042936,100,500.0,-0.42446153472928894,0.010340879,-0.08387740991560431,0.000144828338305735,0.010167408,0.001
139,-1.0032214032310598e-07,-0.09864374711304369,100,500.0,-0.33739726072211845,0.0049372767,-0.06662981195382384,6.608643956906267e-05,0.004680137,0.001
140,-1.0032214032310598e-07,-0.09859791908309137,100,500.0,-0.4657023331896002,0.013971788,-0.09222782291971918,0.0001827972375928299,0.013941252,0.001
141,-1.0032214032310598e-07,-0.09866874192234233,100,500.0,-0.5474964373947478,0.020842629,-0.10858393941747511,0.00032775396479408974,0.020840978,0.001
142,-1.0032214032310598e-07,-0.09877209373473628,100,500.0,-0.572738242026328,0.022140255,-0.1133446992822847,0.00030326614769225703,0.022101281,0.001
143,-1.0032214032310598e-07,-0.09865226458846087,100,500.0,-0.41250174039615506,0.011305637,-0.08163652581735302,0.00011976168103567253,0.011300218,0.001
144,-1.0032214032310598e-07,-0.09854212387274704,100,500.0,-0.41837448337696087,0.0016209694,-0.0827920015256681,0.00013456980709685267,0.0015565507,0.001
145,-1.0032214032310598e-07,-0.09862959225047224,100,500.0,-0.5618080612979676,0.021169297,-0.11122503864290217,0.00025005936605893583,0.020956483,0.001
146,-1.0032214032310598e-07,-0.09849387029604512,100,500.0,-0.3983308560134261,0.011386899,-0.07881418690411099,0.00016772623006627925,0.0111945225,0.001
147,-1.0032214032310598e-07,-0.09854749509099694,100,500.0,-0.5379711767767195,0.01639859,-0.10637671515396359,0.00020843562576178753,0.016027566,0.001
148,-1.0032214032310598e-07,-0.09854685641103149,100,500.0,-0.4978813127949828,0.013881852,-0.09845297045611097,0.00017008132914521888,0.013774248,0.001
149,-1.0032214032310598e-07,-0.09844411632129511,100,500.0,-0.4209637885747135,0.014209997,-0.08323858304031155,0.00016757388380167813,0.014011182,0.001
150,-8.820760971538555e-08,-0.09838115419937157,100,500.0,-0.4497109329900493,0.012656458,-0.08899979803276427,0.00013898816891557225,0.012402155,0.001
151,-8.820760971538555e-08,-0.09839523059419768,100,500.0,-0.5075448984626963,0.012672633,-0.10050668981811275,0.00023073936048027634,0.012659346,0.001
152,-8.820760971538555e-08,-0.0985078644744476,100,500.0,-0.5845631887940941,0.023344748,-0.1155155803921852,0.0002475021186275122,0.022627976,0.001
153,-8.820760971538555e-08,-0.0984703074785556,100,500.0,-0.46840412887457683,0.018359352,-0.09276164410297408,0.0003008553219021043,0.018358884,0.001
154,-8.820760971538555e-08,-0.09844671636980093,100,500.0,-0.47914295628782033,0.012686282,-0.09483727673033464,0.00016762649986332912,0.012631097,0.001
155,-8.820760971538555e-08,-0.09832846869200826,100,500.0,-0.4051450506281914,0.009240787,-0.08011832631193729,0.00011427101749617545,0.0079741925,0.001
156,-8.820760971538555e-08,-0.09829116657279037,100,500.0,-0.46800573935769113,0.015813276,-0.09250933809401848,0.00019712869455021064,0.015772302,0.001
157,-8.820760971538555e-08,-0.09840057123292853,100,500.0,-0.5839447249956465,0.022054153,-0.11546769821448062,0.0002744611773047119,0.022015976,0.001
158,-8.820760971538555e-08,-0.09847304419781983,100,500.0,-0.5551925086107327,0.02143705,-0.10985129968575168,0.00030659684977658435,0.021198157,0.001
159,-8.820760971538555e-08,-0.09845557888691536,100,500.0,-0.48426805973746107,0.017724361,-0.09569605976401128,0.00026800742117255875,0.016771622,0.001
160,-8.820760971538555e-08,-0.09847390440727471,100,500.0,-0.5126394055572492,0.020954175,-0.1013876621444121,0.0003160720378610056,0.020949332,0.001
161,-8.820760971538555e-08,-0.09845608961708764,100,500.0,-0.48330986475021825,0.016045595,-0.09560572318715649,0.000278277087458483,0.015977044,0.001
162,-8.820760971538555e-08,-0.09836802388790473,100,500.0,-0.4262313108954342,0.008765,-0.084189441489456,0.00010379379077968505,0.00799243,0.001
163,-8.820760971538555e-08,-0.09829059906921196,100,500.0,-0.4331559094988613,0.008730939,-0.0857477784409817,0.0001790789646128191,0.008589887,0.001
164,-8.820760971538555e-08,-0.09827631461211533,100,500.0,-0.4854088705507293,0.01491893,-0.09594794810536626,0.0001790679225369256,0.014837629,0.001
165,-8.820760971538555e-08,-0.09822592795341616,100,500.0,-0.45550377927537883,0.011288602,-0.08996251592674843,0.0001293342176302551,0.010217027,0.001
166,-8.820760971538555e-08,-0.09818659611897582,100,500.0,-0.46295162720016114,0.012749281,-0.0916968434363221,0.00012391250785249083,0.012542197,0.001
167,-8.820760971538555e-08,-0.0982320561514888,100,500.0,-0.5350614436797331,0.02300299,-0.10577842154864307,0.0003404720210715145,0.022999745,0.001
168,-8.820760971538555e-08,-0.0983169244680827,100,500.0,-0.5688700508886173,0.021768339,-0.11248993333926272,0.00031598155085213984,0.02176822,0.001
169,-8.820760971538555e-08,-0.09818647057083264,100,500.0,-0.3854301811921574,0.010282615,-0.07627021583282403,0.00010456461872230472,0.009965516,0.001
170,-8.820760971538555e-08,-0.09817029668591895,100,500.0,-0.48301739972743335,0.016162831,-0.0954369101355037,0.00019876110073782863,0.016100224,0.001
171,-8.820760971538555e-08,-0.09825715367080301,100,500.0,-0.5711954337241868,0.020929435,-0.11302284110109216,0.00022406253605183394,0.020860162,0.001
172,-8.820760971538555e-08,-0.09818537653860968,100,500.0,-0.4338470528167578,0.008158662,-0.0859114869335521,0.00015123303785034674,0.00814659,0.001
173,-8.820760971538555e-08,-0.09812711145648968,100,500.0,-0.44485297548104485,0.011131147,-0.08810551733185015,0.00014824973248250828,0.010981325,0.001
174,-8.820760971538555e-08,-0.09819914463353735,100,500.0,-0.5595615271915905,0.019974297,-0.11066088426278357,0.0002771934527615306,0.019644432,0.001
175,-8.820760971538555e-08,-0.09807040269843033,100,500.0,-0.38260532029434463,0.009642946,-0.07566930598980984,0.00011489634389849065,0.009626717,0.001
176,-8.820760971538555e-08,-0.09806588666029277,100,500.0,-0.4918397771018565,0.012423692,-0.09727557998622,0.00017525679388878497,0.012406712,0.001
177,-8.820760971538555e-08,-0.09792496326711699,100,500.0,-0.37009203200944624,0.0057848883,-0.07312244606817753,7.219602918799669e-05,0.005314532,0.001
178,-8.820760971538555e-08,-0.09788834177290134,100,500.0,-0.4626296078608364,0.01349694,-0.0914063372967337,0.00017468419589552401,0.0134807415,0.001
179,-8.820760971538555e-08,-0.09793090116061319,100,500.0,-0.5335593733128403,0.017543096,-0.1055064721733218,0.0002291024996387124,0.017542973,0.001
180,-8.820760971538555e-08,-0.09789932046931966,100,500.0,-0.4664180056187998,0.016365318,-0.09224637672777833,0.00021847652030946712,0.016283318,0.001
