AvgEpLen,VarJ,StepSize,ReturnMax,NatGradInftyNorm,Iteration,BatchSize,AvgRet,J,NatGrad2Norm,ReturnMean
500.0,7.823924552068425e-05,0.1,-6.658524634751643e-08,0.0042802943,23,100,-0.30570965309412973,-0.06046507729999502,0.004625495,-0.09169570863571865
500.0,8.745173274642018e-05,0.1,-6.658524634751643e-08,0.007898877,24,100,-0.3815439963507401,-0.07543566400004609,0.008001494,-0.09101820677589895
500.0,0.00017867786368098879,0.1,-6.658524634751643e-08,0.012704531,25,100,-0.4972103251213484,-0.0982307117509423,0.012792225,-0.0913067069749007
500.0,0.00019546203071567358,0.1,-6.658524634751643e-08,0.012453452,26,100,-0.43359966637340847,-0.08585171602264835,0.012752712,-0.09109689963058329
500.0,0.00010855152772371019,0.1,-6.658524634751643e-08,0.006850027,27,100,-0.3974452878057925,-0.0785221028448497,0.0070775114,-0.09063116641629686
500.0,0.00014519716375330596,0.1,-6.658524634751643e-08,0.0045500426,28,100,-0.41593614857062255,-0.08229914419291134,0.0047213887,-0.0903335941940331
500.0,0.00016459453521997403,0.1,-6.658524634751643e-08,0.012145055,29,100,-0.3944042791081231,-0.07800507442727106,0.012171194,-0.08990847282276546
500.0,0.000123355732537487,0.1,-6.658524634751643e-08,0.011880688,30,100,-0.4069424311866146,-0.08058700719802911,0.011941115,-0.08959775730194092
500.0,8.642416182723855e-05,0.1,-6.658524634751643e-08,0.0052732783,31,100,-0.3024299339745755,-0.06000902856580019,0.0054750284,-0.08864328218142022
500.0,0.000134654334306047,0.1,-6.658524634751643e-08,0.011091181,32,100,-0.38748644330858334,-0.07668917373407619,0.011147934,-0.08826971629244072
500.0,0.00018907031921373244,0.1,-6.658524634751643e-08,0.010053881,33,100,-0.37855140199567944,-0.07497830682332726,0.01025812,-0.08786694630852819
500.0,0.00012460796138565503,0.1,-6.658524634751643e-08,0.011582108,34,100,-0.4327165555908611,-0.08554468028970222,0.011680578,-0.08779864436679802
500.0,0.0002017622567170994,0.1,-6.658524634751643e-08,0.012415922,35,100,-0.45894628128718884,-0.09078724450064382,0.012441823,-0.08788403294205074
500.0,0.00014302910772827536,0.1,-6.658524634751643e-08,0.009600048,36,100,-0.4346214411405898,-0.08601000022891206,0.009640243,-0.08783197647779692
500.0,0.00016186922934564326,0.1,-6.658524634751643e-08,0.013293636,37,100,-0.4698528277763044,-0.0928899681478239,0.013297141,-0.08796867895536521
500.0,0.0001576521127631395,0.1,-6.658524634751643e-08,0.009062927,38,100,-0.39117756538041215,-0.07752844401834222,0.00947932,-0.0876939359307067
500.0,7.169278014639963e-05,0.1,-6.658524634751643e-08,0.0013656626,39,100,-0.28157522696342935,-0.05582148854553833,0.0014889647,-0.08687669369006136
500.0,6.815798864541473e-05,0.1,-6.658524634751643e-08,0.003509581,40,100,-0.3366456293857697,-0.06664943930403107,0.0035099501,-0.0863710123304106
500.0,8.66818822897576e-05,0.1,-6.658524634751643e-08,0.0042854324,41,100,-0.3314335740674255,-0.06562498985824028,0.004329955,-0.08586501178230889
500.0,0.00010510507760236663,0.1,-6.658524634751643e-08,0.009848414,42,100,-0.36065507122900314,-0.07135802059221602,0.010958685,-0.08551960723016383
500.0,0.00016544435145857375,0.1,-6.658524634751643e-08,0.012970508,43,100,-0.4664750290766776,-0.09239133069323284,0.013254029,-0.08567941475256077
500.0,0.00017872958289643398,0.1,-6.658524634751643e-08,0.0042327596,44,100,-0.4552868142798873,-0.09019830216768307,0.005952259,-0.08578211673926811
500.0,8.226226925227182e-05,0.1,-6.658524634751643e-08,0.0051034475,45,100,-0.3388320940779473,-0.06705363406679704,0.005106226,-0.0853659282354354
500.0,0.00020200332097783082,0.1,-6.658524634751643e-08,0.013535019,46,100,-0.44470187617162543,-0.08815762795098772,0.013684487,-0.08542661735968654
500.0,8.7700071988209e-05,0.1,-6.658524634751643e-08,0.005495261,47,100,-0.33842974007946536,-0.06684036386643219,0.0055013713,-0.0850311651577024
500.0,5.2415139011138936e-05,0.1,-6.658524634751643e-08,0.0035817116,48,100,-0.30285888233668673,-0.05995056216325547,0.0036112685,-0.08450865259531809
500.0,0.00010598125991791328,0.1,-6.658524634751643e-08,0.010329656,49,100,-0.34740112939720696,-0.06872652934878169,0.010329747,-0.0841865684474296
500.0,7.385225390312522e-05,0.1,-6.658524634751643e-08,0.0051595904,50,100,-0.30074273811579605,-0.05959296471892622,0.0051688356,-0.08369469637285953
500.0,0.00018677985659921187,0.1,-6.658524634751643e-08,0.011036841,51,100,-0.4288378672162149,-0.08495953532587082,0.011057645,-0.08371949713664407
500.0,8.605617509760999e-05,0.1,-6.658524634751643e-08,0.0073771137,52,100,-0.3437150985851662,-0.0680270133459614,0.0073862867,-0.08341771860220787
500.0,8.460618751945688e-05,0.1,-6.658524634751643e-08,0.009614699,53,100,-0.3364324919539189,-0.06649534421399385,0.009615298,-0.08309842851941138
500.0,0.00016723070766836112,0.1,-6.658524634751643e-08,0.012602141,54,100,-0.41470303275893644,-0.082097696192558,0.0132451,-0.08307989643928447
500.0,0.00013608595777827329,0.1,-6.658524634751643e-08,0.0106661515,55,100,-0.34373000475496185,-0.06804901715229307,0.010679775,-0.08280660772497553
500.0,6.787804550057277e-05,0.1,-6.658524634751643e-08,0.0044649723,56,100,-0.36953144390598963,-0.07311570866180485,0.0044918805,-0.08263355595599034
500.0,8.784412870465979e-05,0.1,-6.658524634751643e-08,0.0074602375,57,100,-0.3164024557306536,-0.06255934927777823,0.007976521,-0.08228137689146028
500.0,0.00012487951059222662,0.1,-6.658524634751643e-08,0.006265713,58,100,-0.4276932785497097,-0.08462328311071983,0.006365539,-0.0823217545848958
500.0,0.00011708588594144665,0.1,-6.658524634751643e-08,0.008497558,59,100,-0.3726698503199925,-0.0738369839692234,0.008505952,-0.08217794491344374
500.0,9.167461781371382e-05,0.1,-6.658524634751643e-08,0.0060702097,60,100,-0.30482934672779793,-0.060378769660957655,0.0063050245,-0.08181462532590231
500.0,0.00010428560105261425,0.1,-6.658524634751643e-08,0.0039972356,61,100,-0.329936467651102,-0.06523351919671172,0.0039983764,-0.08154280391394834
500.0,0.00015774754310700638,0.1,-6.658524634751643e-08,0.0042716796,62,100,-0.3824321472225228,-0.07576249879631403,0.0044781878,-0.08144957318624457
500.0,6.654904086819175e-05,0.1,-6.658524634751643e-08,0.0036166862,63,100,-0.32757755791648185,-0.0648022750675438,0.0048382836,-0.08118533035896361
500.0,9.387762635871827e-05,0.1,-6.658524634751643e-08,0.005528796,64,100,-0.36864917556518756,-0.07298051383725454,0.0055732047,-0.0810571301008119
500.0,8.510241623223255e-05,0.1,-6.658524634751643e-08,0.0015938834,65,100,-0.3160582452744111,-0.06249972864305484,0.002221798,-0.0807716316168464
500.0,0.00012703897236826048,0.1,-6.658524634751643e-08,0.007952201,66,100,-0.3984181895820409,-0.0788569329050568,0.008431498,-0.08074262103030415
500.0,8.067687554995858e-05,0.1,-6.658524634751643e-08,0.0022033781,67,100,-0.2984258451705076,-0.05901913066949246,0.0022417419,-0.08041838983088904
500.0,0.0002866334783081939,0.1,-6.658524634751643e-08,0.007957295,68,100,-0.43879766303285433,-0.08684421935523937,0.008019336,-0.0805128873238942
500.0,0.00010907502853249267,0.1,-6.658524634751643e-08,0.0044651525,69,100,-0.3394705733604144,-0.06724992620550865,0.004474905,-0.08032067049609151
500.0,0.00011442257321188219,0.1,-6.658524634751643e-08,0.008310798,70,100,-0.36812228246096323,-0.07276717139366777,0.008317528,-0.08021276336605689
500.0,6.389950719833244e-05,0.1,-6.658524634751643e-08,0.00051749375,71,100,-0.3284491888320755,-0.06507091138426242,0.00060589466,-0.07999949784518655
500.0,6.68144059204491e-05,0.1,-6.658524634751643e-08,0.0045293225,72,100,-0.2737150763386932,-0.05419465004115101,0.004714251,-0.07964109718124161
500.0,0.0001228429227556297,0.1,-6.658524634751643e-08,0.010458264,73,100,-0.44114324351819684,-0.08731147220903045,0.010530595,-0.07974617081175926
500.0,0.00017008670942226758,0.1,-6.658524634751643e-08,0.011267144,74,100,-0.37113502769285533,-0.07353249562609132,0.011649768,-0.07966220222816917
500.0,9.617734813818318e-05,0.1,-6.658524634751643e-08,0.009172137,75,100,-0.34982572076171503,-0.0692768894165062,0.00991466,-0.07952373139068031
500.0,8.699641908021589e-05,0.1,-6.658524634751643e-08,0.007449532,76,100,-0.3244143379734367,-0.06419990677351929,0.007469545,-0.07932210211940188
500.0,0.00010805638927594012,0.1,-6.658524634751643e-08,0.008478095,77,100,-0.31904586698650683,-0.06309364815563324,0.008568655,-0.07911134297701526
500.0,0.00011521702271842799,0.1,-6.658524634751643e-08,0.004756464,78,100,-0.3712925281423709,-0.07348735098739095,0.0048886565,-0.07903924051560982
500.0,9.026800175897104e-05,0.1,-6.658524634751643e-08,0.0057164435,79,100,-0.3265653877174707,-0.06462723249769177,0.005826675,-0.07885681003437037
500.0,7.950951426632809e-05,0.1,-6.658524634751643e-08,0.0007937361,80,100,-0.36233057502651045,-0.07171650890165711,0.0011109847,-0.07876755627021143
500.0,8.079827234823969e-05,0.1,-6.658524634751643e-08,0.0052469275,81,100,-0.3487876966759501,-0.06901619647734933,0.0054707867,-0.07864716911227487
500.0,9.65923143764115e-05,0.1,-6.658524634751643e-08,0.0058893072,82,100,-0.33819995826102756,-0.06696237545325077,0.006182789,-0.07850467162862824
500.0,7.703009751071054e-05,0.1,-6.658524634751643e-08,0.0024957787,83,100,-0.34174663267710736,-0.06756654426141659,0.003373336,-0.07837288696155341
500.0,0.0001535311024521291,0.1,-6.658524634751643e-08,0.005269114,84,100,-0.32941935210495293,-0.0652640709490527,0.00573274,-0.07821682962807125
500.0,4.028971522979767e-05,0.1,-6.658524634751643e-08,0.0019157687,85,100,-0.2623017365440096,-0.052000010831468026,0.0023054827,-0.07790839646575827
500.0,7.368130090276596e-05,0.1,-6.658524634751643e-08,0.0008873363,86,100,-0.31779259601600984,-0.06288783495667111,0.0010430216,-0.07773373877379215
500.0,6.76764193069591e-05,0.1,-6.658524634751643e-08,0.004198765,87,100,-0.2732958442500685,-0.054086979001199006,0.004271679,-0.07746193693732555
500.0,5.711487721760728e-05,0.1,-6.658524634751643e-08,4.3706466e-05,88,100,-0.3044006975074564,-0.0602976842242587,5.204582e-05,-0.07726688861104071
500.0,0.00017952779725598832,0.1,-6.658524634751643e-08,0.0113072,89,100,-0.39696132221478975,-0.07861627498582706,0.011734546,-0.07728205025570122
500.0,9.950509500417935e-05,0.1,-6.658524634751643e-08,0.0044208714,90,100,-0.30612578062645374,-0.06050438939413574,0.0044215024,-0.07709563180168383
500.0,0.00011003144833939476,0.1,-6.658524634751643e-08,0.008502176,91,100,-0.4060802138312946,-0.0802648764183343,0.008522532,-0.07713045866560306
500.0,5.9339882238511774e-05,0.1,-6.658524634751643e-08,0.0026905206,92,100,-0.3282164501724105,-0.0649403278272486,0.0028982337,-0.07699795724344705
500.0,8.419273389176063e-05,0.1,-6.658524634751643e-08,0.0014299278,93,100,-0.34290221428214523,-0.06790266392744583,0.0017382184,-0.07690015839058681
500.0,8.756007701468438e-05,0.1,-6.658524634751643e-08,0.0051101334,94,100,-0.33467722956327717,-0.06618432604972993,0.0054711495,-0.07678616017419472
500.0,9.364155886933555e-05,0.1,-6.658524634751643e-08,0.0023400388,95,100,-0.3404130412923175,-0.06735037418516364,0.0027652502,-0.07668683611115228
500.0,0.00026816680075794337,0.1,-6.658524634751643e-08,0.013103179,96,100,-0.5019018974149683,-0.09943326517145262,0.01311244,-0.0769237780805304
500.0,8.972334146715973e-05,0.1,-6.658524634751643e-08,0.006852591,97,100,-0.3015504569078334,-0.05968053134545293,0.006866645,-0.07674601265027188
500.0,8.099129011154112e-05,0.1,-6.658524634751643e-08,0.0066323127,98,100,-0.3435113333941868,-0.06793822625969907,0.00711963,-0.07665613727893951
500.0,5.2359889799646926e-05,0.1,-6.658524634751643e-08,0.0021685604,99,100,-0.25440129501587927,-0.05039485185308029,0.0027659666,-0.07639087176958739
500.0,5.5871659799251124e-05,0.1,-6.658524634751643e-08,0.0038600909,100,100,-0.30225976708122954,-0.059820548463801304,0.003860098,-0.07622516853652953
500.0,7.355453639177364e-05,0.1,-6.658524634751643e-08,0.0011103606,101,100,-0.29285236214992083,-0.057872145064157304,0.0012315707,-0.07604345543284267
500.0,7.05199468936095e-05,0.1,-6.658524634751643e-08,0.0025883836,102,100,-0.2870912749091313,-0.056887943472981345,0.0027422342,-0.07585565629598129
500.0,6.268096762496704e-05,0.1,-6.658524634751643e-08,0.0062634056,103,100,-0.2943351178506382,-0.05822179152572552,0.006266209,-0.07568445372539628
500.0,7.880319935458115e-05,0.1,-6.658524634751643e-08,0.0009853654,104,100,-0.30474411582799416,-0.06032862003153094,0.0010748013,-0.0755368014783399
500.0,7.835564087540322e-05,0.1,-6.658524634751643e-08,0.0020946579,105,100,-0.3739853204954634,-0.07407954750200621,0.0021334817,-0.07552292286904147
500.0,0.00013778724501438113,0.1,-6.658524634751643e-08,0.011796153,106,100,-0.35089192637367816,-0.06967003719918527,0.011868979,-0.07546770696649566
500.0,0.00013106883333840265,0.1,-6.658524634751643e-08,0.0033389742,107,100,-0.39977714546236215,-0.07920356008706583,0.004186534,-0.07550262148164118
500.0,0.00011286944878813062,0.1,-6.658524634751643e-08,0.003219426,108,100,-0.3823279328715504,-0.07573123308688343,0.004456501,-0.07550473825576379
500.0,5.7813140236296375e-05,0.1,-6.658524634751643e-08,0.0052309204,109,100,-0.29947045354187607,-0.059249419472988854,0.0053766826,-0.0753556068907842
500.0,0.00012794757968877314,0.1,-6.658524634751643e-08,0.005342952,110,100,-0.39307922671926726,-0.07784381390169853,0.005412144,-0.07537822695451979
500.0,0.00011374464828751303,0.1,-6.658524634751643e-08,0.00084679347,111,100,-0.3187380573878665,-0.06316688210538915,0.0008468445,-0.07526821483876185
500.0,8.285162321313382e-05,0.1,-6.658524634751643e-08,0.0015044737,112,100,-0.326314583707511,-0.0646607268956817,0.0020596827,-0.07517350512498434
500.0,0.00012088577625727369,0.1,-6.658524634751643e-08,0.0018865135,113,100,-0.352039972955751,-0.06969798353593244,0.0019154289,-0.0751250491817184
500.0,4.7097483606170666e-05,0.1,-6.658524634751643e-08,0.0014884551,114,100,-0.2626385964249002,-0.051995345886706665,0.0016934719,-0.07492215704755163
500.0,0.00011270417720825305,0.1,-6.658524634751643e-08,0.0017669502,115,100,-0.330769062340184,-0.06554786439621711,0.0021220422,-0.07484064145927916
500.0,8.444216526334025e-05,0.1,-6.658524634751643e-08,0.001593032,116,100,-0.301815142148859,-0.05973500085907763,0.0020438156,-0.07471042041962225
500.0,5.206455402106598e-05,0.1,-6.658524634751643e-08,0.002399354,117,100,-0.3005666576073222,-0.0595028409467854,0.0025262353,-0.0745804411078886
500.0,5.5072372351216975e-05,0.1,-6.658524634751643e-08,0.0010194764,118,100,-0.31282469372677035,-0.06192421358149904,0.0013854182,-0.07447318494241072
500.0,6.063735548652078e-05,0.1,-6.658524634751643e-08,0.004037857,119,100,-0.28343634372831905,-0.0561846381241017,0.0040378966,-0.07431949967502997
500.0,6.745515054171008e-05,0.1,-6.658524634751643e-08,0.0027731627,120,100,-0.27110074278628216,-0.053752306012909104,0.0027741396,-0.0741481063945123
500.0,7.283519199962384e-05,0.1,-6.658524634751643e-08,0.0021694885,121,100,-0.30985588729608066,-0.06136858389472105,0.0022111712,-0.07404249050608427
500.0,8.001613825311128e-05,0.1,-6.658524634751643e-08,0.002816512,122,100,-0.3605429095511213,-0.07151908508420597,0.003357187,-0.07402180685508528
500.0,7.196337461485003e-05,0.1,-6.658524634751643e-08,0.0045007872,123,100,-0.27975322006450776,-0.05537517846200791,0.0046068775,-0.0738702082502635
500.0,0.00018580818975424049,0.1,-6.658524634751643e-08,0.0128828,124,100,-0.358694028472003,-0.07109921521774819,0.012957886,-0.07384786153225935
500.0,0.00013509199375068577,0.1,-6.658524634751643e-08,0.0024237453,125,100,-0.36195879262531727,-0.07171077608479354,0.0024242464,-0.07383076484867963
500.0,5.06117214256159e-05,0.1,-6.658524634751643e-08,0.0025663015,126,100,-0.2673845040810643,-0.05301724407540379,0.0025711118,-0.07366557817587585
500.0,4.5833967317319926e-05,0.1,-6.658524634751643e-08,0.0038504088,127,100,-0.26670312598923035,-0.05292427948458031,0.0040162583,-0.07350226086334596
500.0,0.00015647722464025537,0.1,-6.658524634751643e-08,0.005716386,128,100,-0.37662004239603397,-0.07460871742888826,0.0057275966,-0.07351090505526425
500.0,0.00010130528133940278,0.1,-6.658524634751643e-08,0.003654713,129,100,-0.3717641977023114,-0.07367639570050835,0.0045996252,-0.07351218792848321
500.0,0.00011741149381081848,0.1,-6.658524634751643e-08,0.003922942,130,100,-0.3845987195830606,-0.0762340421795106,0.004025725,-0.07353312526887573
500.0,0.00010141554083013751,0.1,-6.658524634751643e-08,0.0066685374,131,100,-0.29190105260826466,-0.05777034085581149,0.0071784826,-0.07341279867030272
500.0,7.198731903219565e-05,0.1,-6.658524634751643e-08,0.0016821709,132,100,-0.38784108394961286,-0.07688044090292263,0.0017199,-0.0734390686872165
500.0,8.337124524721193e-05,0.1,-6.658524634751643e-08,0.0053909114,133,100,-0.33917645072137126,-0.0671336412090254,0.0055675497,-0.07339165945805716
500.0,8.525309437205045e-05,0.1,-6.658524634751643e-08,0.0062343245,134,100,-0.2829251760041136,-0.056011606651715055,0.006286458,-0.07326195757144269
500.0,9.112231079643477e-05,0.1,-6.658524634751643e-08,0.0043640947,135,100,-0.3760483689075035,-0.07453420784425643,0.0047989287,-0.07327138164753759
500.0,6.482610354255001e-05,0.1,-6.658524634751643e-08,0.0037347523,136,100,-0.26493984093355766,-0.05237661549169972,0.0039933445,-0.0731177436610976
500.0,6.970272354407323e-05,0.1,-6.658524634751643e-08,0.004657335,137,100,-0.31392386759215407,-0.06221391296910453,0.004663617,-0.07303815365604657
500.0,7.1972947792228e-05,0.1,-6.658524634751643e-08,0.0008543151,138,100,-0.2508542348537594,-0.049676933143767796,0.00091441313,-0.07286886944943585
500.0,3.686184021252394e-05,0.1,-6.658524634751643e-08,0.003622211,139,100,-0.24221903206563017,-0.0479705280126899,0.003828759,-0.0726897446908981
500.0,7.167267403922083e-05,0.1,-6.658524634751643e-08,0.0025275825,140,100,-0.3102944269919977,-0.061522139147899446,0.0025694093,-0.0726099760798767
500.0,0.00013956802223929763,0.1,-6.658524634751643e-08,0.0066597383,141,100,-0.3771342268715822,-0.07481019683519775,0.0066737817,-0.07262558048239669
500.0,0.0001210617743394963,0.1,-6.658524634751643e-08,0.0081878165,142,100,-0.35792999095338857,-0.07084210678312115,0.008215049,-0.07261302080845813
500.0,3.8263575646887426e-05,0.1,-6.658524634751643e-08,0.0017435199,143,100,-0.25484470286463057,-0.050520203673600675,0.001959092,-0.07245852558373886
500.0,0.00011994128888214852,0.1,-6.658524634751643e-08,0.010750739,144,100,-0.36046488041991986,-0.07145969270513412,0.010793292,-0.0724515892443041
500.0,9.673774016448754e-05,0.1,-6.658524634751643e-08,0.008639464,145,100,-0.3077201268191667,-0.06095374551450109,0.00887669,-0.07237229377030545
500.0,7.073311211232549e-05,0.1,-6.658524634751643e-08,0.00087219104,146,100,-0.2851760168339197,-0.056548186060698793,0.0010517021,-0.07226390947092459
500.0,8.428721979032322e-05,0.1,-6.658524634751643e-08,0.003839574,147,100,-0.36668816111628283,-0.07257150643042244,0.004432469,-0.07226600196724771
500.0,7.125919303158849e-05,0.1,-6.658524634751643e-08,0.0017449966,148,100,-0.31626142456246015,-0.06263632237821715,0.0019749566,-0.07220093656461911
500.0,5.620996964302527e-05,0.1,-6.658524634751643e-08,0.0050318236,149,100,-0.22732519452741543,-0.04495102661803085,0.0051707514,-0.07201805126296416
500.0,5.273675236691678e-05,0.1,-6.658524634751643e-08,0.0022066045,150,100,-0.262694897164998,-0.05207042654120599,0.002474488,-0.07188506709815244
500.0,0.00011519355776435302,0.1,-6.658524634751643e-08,0.0020926518,151,100,-0.40459385701745304,-0.08020625772867898,0.0021786375,-0.07194017432087116
500.0,8.162738109996411e-05,0.1,-6.658524634751643e-08,0.009429063,152,100,-0.32048005042832967,-0.0633885520982977,0.0101139,-0.07188391364835423
500.0,0.00012394198762364833,0.1,-6.658524634751643e-08,0.0057052807,153,100,-0.33048983296087914,-0.06556547158927205,0.0057161325,-0.07184261664143213
500.0,6.724090073365707e-05,0.1,-6.658524634751643e-08,0.0029174744,154,100,-0.35194419266096516,-0.06980107189219768,0.0029709162,-0.07182935985734618
500.0,5.6905023814408925e-05,0.1,-6.658524634751643e-08,0.0028803393,155,100,-0.28331081955261217,-0.05613827424654245,0.0038031533,-0.07172812704695392
500.0,7.034592449778099e-05,0.1,-6.658524634751643e-08,0.0046625296,156,100,-0.2803995513819597,-0.055477679783903104,0.0049839527,-0.07162395751321642
500.0,9.715440671370368e-05,0.1,-6.658524634751643e-08,0.007235567,157,100,-0.3661359169172658,-0.0723840951057605,0.007667471,-0.07162879915393323
500.0,0.00012620926712450322,0.1,-6.658524634751643e-08,0.007143425,158,100,-0.34572014572843024,-0.0685306408014101,0.0071694097,-0.07160919055676536
500.0,0.00011580970879470042,0.1,-6.658524634751643e-08,0.004326061,159,100,-0.3112904718639068,-0.06160397673839493,0.005554445,-0.07154626468369386
500.0,0.00012242007224922064,0.1,-6.658524634751643e-08,0.0075887386,160,100,-0.3272062597838266,-0.06476486836502174,0.007590551,-0.07150388095670217
500.0,0.0001199032298953101,0.1,-6.658524634751643e-08,0.0020636786,161,100,-0.3561451402014,-0.07058224886649749,0.0025644756,-0.07149815653378164
500.0,5.653265679254068e-05,0.1,-6.658524634751643e-08,0.002434211,162,100,-0.26526480771488453,-0.052516539044311965,0.003005144,-0.07138098605545158
500.0,0.00010868543600314806,0.1,-6.658524634751643e-08,0.0029370151,163,100,-0.30022813451761576,-0.05955563019870531,0.0030234929,-0.07130843786001141
500.0,6.845026498898358e-05,0.1,-6.658524634751643e-08,0.003548173,164,100,-0.27047546184518845,-0.053535234662102964,0.0035590332,-0.07120006466978025
500.0,5.8191156536513914e-05,0.1,-6.658524634751643e-08,0.0016784066,165,100,-0.3051361282381274,-0.06037155903302693,0.0019776633,-0.07113443736289085
500.0,4.076570823853264e-05,0.1,-6.658524634751643e-08,0.0013779767,166,100,-0.27539964377924664,-0.05464940932523041,0.0018897245,-0.0710351299650736
500.0,0.00012934505786756404,0.1,-6.658524634751643e-08,0.009232498,167,100,-0.3286851050415766,-0.0650266037073028,0.009251601,-0.07099915076592529
500.0,0.00012148057821230344,0.1,-6.658524634751643e-08,0.0061723567,168,100,-0.37820494404612715,-0.07482549434030056,0.006172912,-0.07102192662053466
500.0,3.4346063315083875e-05,0.1,-6.658524634751643e-08,0.0014797802,169,100,-0.2032562076514165,-0.040268500887367074,0.0017934041,-0.0708399536872023
500.0,6.561777749199692e-05,0.1,-6.658524634751643e-08,0.0035712174,170,100,-0.30340946306587685,-0.06000893089047939,0.0037740858,-0.07077624178839806
500.0,6.914588903437788e-05,0.1,-6.658524634751643e-08,0.0068846853,171,100,-0.3177923299327796,-0.06288908955508109,0.006983978,-0.0707301180911272
500.0,8.697214228567378e-05,0.1,-6.658524634751643e-08,0.0046443916,172,100,-0.33327333923897856,-0.0660699469047307,0.0046472205,-0.07070302407260164
500.0,6.53411550508693e-05,0.1,-6.658524634751643e-08,0.0011853355,173,100,-0.29633755964952,-0.058760778110219285,0.0014804397,-0.07063399374911966
500.0,0.00011028797385593861,0.1,-6.658524634751643e-08,0.004532197,174,100,-0.36081253781526434,-0.07136399754098631,0.0048554107,-0.07063818917321085
500.0,4.3469037201764666e-05,0.1,-6.658524634751643e-08,0.00093720166,175,100,-0.2197275417488534,-0.04356094023573279,0.0011092375,-0.07048346203642525
500.0,8.436808556210794e-05,0.1,-6.658524634751643e-08,0.0007480691,176,100,-0.310767315511095,-0.061552035643629266,0.0008553181,-0.0704327152955571
500.0,4.558980279072005e-05,0.1,-6.658524634751643e-08,0.0039649373,177,100,-0.23837988139105165,-0.04720392845879379,0.00437162,-0.07030147921173358
500.0,6.969305043553788e-05,0.1,-6.658524634751643e-08,0.0017314656,178,100,-0.28476805722368065,-0.05637679513084882,0.0022370252,-0.07022325064948141
