NatGradInftyNorm,BatchSize,Iteration,NatGrad2Norm,ReturnMean,AvgRet,StepSize,J,AvgEpLen,VarJ,ReturnMax
0.016402224,100,29,0.016418915,-0.0994815064333228,-0.48364534791923824,0.01,-0.09564024377777622,500.0,0.00022824489672931752,-4.3144662356431494e-07
0.016542582,100,30,0.016588222,-0.09940339004928668,-0.49060122689409164,0.01,-0.09713801491223839,500.0,0.00018782882340718778,-4.3144662356431494e-07
0.008767007,100,31,0.00884579,-0.0985683129168622,-0.3708760904064238,0.01,-0.07351599894412822,500.0,0.00012515990211001997,-4.3144662356431494e-07
0.015622894,100,32,0.015800027,-0.09849981526448694,-0.48712765616586984,0.01,-0.09637638804085392,500.0,0.0001952150313094767,-4.3144662356431494e-07
0.014806604,100,33,0.01502259,-0.09826461846943121,-0.45836929816204325,0.01,-0.0907383210276482,500.0,0.0002599333117357247,-4.3144662356431494e-07
0.016972318,100,34,0.017036675,-0.09856974288024463,-0.5496115135815662,0.01,-0.10863884843708678,500.0,0.00018724277735247894,-4.3144662356431494e-07
0.018649992,100,35,0.018666828,-0.09885733092294827,-0.5491623920164462,0.01,-0.10863532437487247,500.0,0.0002906985320131203,-4.3144662356431494e-07
0.015601586,100,36,0.015690023,-0.09902163283656763,-0.5295475798094929,0.01,-0.10477219981324554,500.0,0.00021451130893888225,-4.3144662356431494e-07
0.019715294,100,37,0.01971531,-0.09961641599660948,-0.6123508146802082,0.01,-0.12102860975811583,500.0,0.00023528142939533618,-4.3144662356431494e-07
0.014725088,100,38,0.015042213,-0.0995753553324246,-0.49478729221264317,0.01,-0.0980561107575843,500.0,0.0002302076070473213,-4.3144662356431494e-07
0.0034388988,100,39,0.004134976,-0.0988130470308804,-0.35263380448136944,0.01,-0.06984533157220024,500.0,9.276562939115525e-05,-2.100708904342061e-07
0.008458461,100,40,0.008468989,-0.09838737611184428,-0.4133468596340076,0.01,-0.08178621026943571,500.0,0.00011046694673211407,-2.100708904342061e-07
0.009165235,100,41,0.009170422,-0.09798699298484657,-0.4143444195210174,0.01,-0.08197166790493814,500.0,0.00013257186944591332,-2.100708904342061e-07
0.015086291,100,42,0.01603105,-0.0979367665202759,-0.4847982450509005,0.01,-0.09587748147287806,500.0,0.00016802617414111426,-2.100708904342061e-07
0.020121796,100,43,0.02040627,-0.09845504385926397,-0.6070828283936595,0.01,-0.12022269209676327,500.0,0.0002500581929603139,-2.100708904342061e-07
0.011498864,100,44,0.01250421,-0.09871748790636524,-0.5553495487778554,0.01,-0.11000258193172002,500.0,0.00024289298796843897,-2.100708904342061e-07
0.010381623,100,45,0.0103825135,-0.0984928460001958,-0.44799194155105615,0.01,-0.08860860212874036,500.0,0.00012911602341694802,-2.100708904342061e-07
0.020762587,100,46,0.020895766,-0.09886938649803334,-0.5843730323942412,0.01,-0.11581370890072326,500.0,0.00030048587365137864,-2.100708904342061e-07
0.0110613685,100,47,0.011061671,-0.098621337391258,-0.44182746427748226,0.01,-0.08721107847959178,500.0,0.00014311761600475632,-2.100708904342061e-07
0.008603284,100,48,0.008634763,-0.09818315483864754,-0.39242075797095766,0.01,-0.07758857486595536,500.0,9.53794800793107e-05,-2.100708904342061e-07
0.016125616,100,49,0.01612695,-0.09811617885721412,-0.48006114878006423,0.01,-0.09490133174841021,500.0,0.00018070086363254688,-2.100708904342061e-07
0.010339762,100,50,0.010460012,-0.09770703841130997,-0.3923184026761777,0.01,-0.07765915656200618,500.0,0.000128960148415085,-2.100708904342061e-07
0.018739898,100,51,0.018744238,-0.09790510491065711,-0.544327608744097,0.01,-0.10780842987801519,500.0,0.0002922597172853271,-2.100708904342061e-07
0.013474977,100,52,0.013480373,-0.09781118436305519,-0.47036250786672423,0.01,-0.0930212364353572,500.0,0.0001502260201600229,-2.100708904342061e-07
0.015626315,100,53,0.015638709,-0.09777415686233991,-0.4851091870538383,0.01,-0.09584872682514547,500.0,0.00015547559117822448,-2.100708904342061e-07
0.020421283,100,54,0.020912305,-0.0979935152636254,-0.5540712805660246,0.01,-0.10961951053175568,500.0,0.00027456855263149763,-2.100708904342061e-07
0.01726193,100,55,0.017262613,-0.09793699003380421,-0.4792203671681172,0.01,-0.09488462762345953,500.0,0.00023113627022767255,-2.100708904342061e-07
0.01158868,100,56,0.01160737,-0.09797198333819375,-0.50533659370222,0.01,-0.09989661507961912,500.0,0.00011891850774699305,-2.100708904342061e-07
0.013667051,100,57,0.014170746,-0.09776164868095688,-0.43500250669114815,0.01,-0.08598290787569245,500.0,0.00016348900031246808,-3.48825323231284e-09
0.014843349,100,58,0.014922972,-0.09799734474453024,-0.5634618873396368,0.01,-0.11143202036821159,500.0,0.00020127529105151733,-3.48825323231284e-09
0.016134134,100,59,0.016151285,-0.09796723391700632,-0.4858805013953729,0.01,-0.0962208059206186,500.0,0.00021273226155038482,-3.48825323231284e-09
0.012295186,100,60,0.012453475,-0.09771691702416388,-0.41899342302379167,0.01,-0.08294822034645905,500.0,0.00016236485329957362,-3.48825323231284e-09
0.010805054,100,61,0.0108365975,-0.09753634268921557,-0.43880629904341634,0.01,-0.08670188259231842,500.0,0.00016932430588366388,-3.48825323231284e-09
0.012317299,100,62,0.012434119,-0.09751269031308993,-0.48505511409288665,0.01,-0.09606989536942588,500.0,0.00023926002034029226,-3.48825323231284e-09
0.010441403,100,63,0.011627224,-0.09735248756553452,-0.44239913394117003,0.01,-0.08741991721710023,500.0,0.00012265790928555985,-3.48825323231284e-09
0.013348463,100,64,0.013348554,-0.0973422935438538,-0.4888879735328655,0.01,-0.09670007017796696,500.0,0.0001683071536763976,-3.48825323231284e-09
0.008266238,100,65,0.008472459,-0.09711706810028219,-0.4185979070333672,0.01,-0.08270263971169882,500.0,0.00013502425103494403,-3.48825323231284e-09
0.016606318,100,66,0.016906304,-0.09717464691477498,-0.5103715397905819,0.01,-0.1009172698568062,500.0,0.00023009573182667574,-3.48825323231284e-09
0.0059306547,100,67,0.0075654904,-0.09689344700883534,-0.3964746188440321,0.01,-0.07833425321682023,500.0,0.00011696065976888198,-3.48825323231284e-09
0.017639482,100,68,0.017712299,-0.09711545903152981,-0.5662018576592966,0.01,-0.11199026455205698,500.0,0.00041357521010920424,-3.48825323231284e-09
0.0118957665,100,69,0.011932088,-0.09704718527302669,-0.46662103916175385,0.01,-0.09240456969481758,500.0,0.00017677410138534615,-3.48825323231284e-09
0.016516306,100,70,0.01652024,-0.09711363238858786,-0.5145807776889209,0.01,-0.10169848336230702,500.0,0.00020706458898842934,-3.48825323231284e-09
0.006760097,100,71,0.006882449,-0.09683746236495182,-0.39191754421802455,0.01,-0.07750556071043017,500.0,0.00011174903571937465,-3.48825323231284e-09
0.010597261,100,72,0.010850237,-0.09655117261698226,-0.38564173122712897,0.01,-0.07622460051114269,500.0,0.00012914736900841465,-3.48825323231284e-09
0.020581143,100,73,0.020742565,-0.09686090678284846,-0.6024427580864771,0.01,-0.11916176672521475,500.0,0.00023349005077257182,-3.48825323231284e-09
0.020017525,100,74,0.020334715,-0.09695323756792225,-0.5236210132944105,0.01,-0.1036933848783093,500.0,0.0002997115159359908,-3.48825323231284e-09
0.017466985,100,75,0.018607304,-0.09698650649074836,-0.5024373001549147,0.01,-0.0994484067798797,500.0,0.00019468551157094782,-3.48825323231284e-09
0.015222558,100,76,0.0152351,-0.09690252762493375,-0.45816191033785825,0.01,-0.09060411268883853,500.0,0.00017821327102058316,-3.48825323231284e-09
0.016258575,100,77,0.01645029,-0.09685884043360986,-0.4729539159481609,0.01,-0.09353861389299385,500.0,0.00020595896026264212,-3.48825323231284e-09
0.013837222,100,78,0.014041577,-0.09685396549897006,-0.4877470755316435,0.01,-0.09647859553170529,500.0,0.00020601839713603758,-3.48825323231284e-09
0.013781026,100,79,0.013858184,-0.09682328608935982,-0.4776482118107477,0.01,-0.09443029213976231,500.0,0.00016900334592288724,-3.48825323231284e-09
0.009673967,100,80,0.009707695,-0.096762310870513,-0.4650250538207705,0.01,-0.09194526858161385,500.0,0.0001402025265789604,-3.48825323231284e-09
0.013912514,100,81,0.014040202,-0.09674118886071598,-0.4806229009183424,0.01,-0.09505142807695453,500.0,0.0001630778489468899,-3.48825323231284e-09
0.014364292,100,82,0.014599921,-0.09666294331073323,-0.45676314894992814,0.01,-0.09032505376212889,500.0,0.00018984063817413616,-3.48825323231284e-09
0.011039646,100,83,0.01133977,-0.09659594800697421,-0.4613152262110789,0.01,-0.09110233309873517,500.0,0.0001430694972209073,-3.48825323231284e-09
0.013623954,100,84,0.014003841,-0.0965169085473934,-0.4546197416524821,0.01,-0.08995663340218563,500.0,0.00024942625516994845,-3.48825323231284e-09
0.007836854,100,85,0.008038583,-0.09625069276020455,-0.3732248841550742,0.01,-0.07388856663634136,500.0,8.330875896859855e-05,-3.48825323231284e-09
0.008848553,100,86,0.00896018,-0.09608007972163353,-0.41279116678215305,0.01,-0.0815779714430973,500.0,0.00013200092519906334,-3.48825323231284e-09
0.011142125,100,87,0.011170407,-0.09588438559593651,-0.39964865770497565,0.01,-0.07905469078599224,500.0,0.0001355940902042336,-3.48825323231284e-09
0.0076976614,100,88,0.0076985187,-0.0957469379712905,-0.42363867795161525,0.01,-0.08378899462708744,500.0,9.749489207690991e-05,-3.48825323231284e-09
0.021740869,100,89,0.022371074,-0.09591000970047893,-0.5570978289326125,0.01,-0.1102603218690606,500.0,0.00032385588447011863,-3.48825323231284e-09
0.012452455,100,90,0.012477927,-0.09587371413555412,-0.46879732022578735,0.01,-0.09264340885724694,500.0,0.00016936245091770644,-3.48825323231284e-09
0.019371819,100,91,0.019470436,-0.09609555295613008,-0.5873078901726692,0.01,-0.1160610468079658,500.0,0.00021778541547320658,-3.48825323231284e-09
0.011293972,100,92,0.011298769,-0.09596882504852107,-0.42713070951597715,0.01,-0.0844365854561022,500.0,0.00013294847450588202,-3.48825323231284e-09
0.009997248,100,93,0.010363764,-0.09589763502400081,-0.45164732504166855,0.01,-0.08934815276813544,500.0,0.00014817450516569947,-3.48825323231284e-09
0.014057121,100,94,0.014436848,-0.09586234703310118,-0.4688056732411568,0.01,-0.09258056387943533,500.0,0.0001758395327236585,-3.48825323231284e-09
0.011373539,100,95,0.011674054,-0.09578712086418541,-0.4488760063660242,0.01,-0.08871586098610297,500.0,0.0001702218845409836,-3.48825323231284e-09
0.027058098,100,96,0.027141456,-0.09623770044510735,-0.7020018958910227,0.01,-0.13904276063269222,500.0,0.00044496103936631767,-3.48825323231284e-09
0.015292973,100,97,0.0152936755,-0.09618741945830372,-0.46176338479609624,0.01,-0.09136044472515564,500.0,0.00018507609372646957,-3.48825323231284e-09
0.016331812,100,98,0.016643716,-0.09625671910941774,-0.5212316499605081,0.01,-0.10297878526747883,500.0,0.0001714832790557197,-3.48825323231284e-09
0.008678347,100,99,0.009296973,-0.09599815738438781,-0.35727112403718203,0.01,-0.07065910833145397,500.0,0.00010837403776265871,-3.48825323231284e-09
0.0123251965,100,100,0.012327388,-0.09590917987561763,-0.4403680076931431,0.01,-0.08710040650736893,500.0,0.00012791315032365154,-3.48825323231284e-09
0.009260531,100,101,0.0092687365,-0.09578751090470415,-0.4234556793414708,0.01,-0.0836206138133566,500.0,0.00012906482035543175,-3.48825323231284e-09
0.008809679,100,102,0.009421557,-0.09560603917310695,-0.3904077231645754,0.01,-0.07727739428178945,500.0,0.00012873329827899982,-3.48825323231284e-09
0.014751579,100,103,0.0147525035,-0.09558339576063167,-0.4719015780675057,0.01,-0.09327376768815347,500.0,0.0001434050659920399,-3.48825323231284e-09
0.009426917,100,104,0.009595726,-0.09541697797293425,-0.3956222338774233,0.01,-0.07827594584009928,500.0,0.00014771980260643906,-3.48825323231284e-09
0.012716351,100,105,0.0127915675,-0.09550727811484215,-0.5301877286939702,0.01,-0.1048984928732641,500.0,0.00014391444549231614,-3.48825323231284e-09
0.02218632,100,106,0.022263356,-0.09560446392174463,-0.5332790632320562,0.01,-0.10580897364650403,500.0,0.00028265978453134396,-3.48825323231284e-09
0.014889804,100,107,0.015297857,-0.09571299694173771,-0.5418793929383134,0.01,-0.10721749706100729,500.0,0.00022837772939903072,-3.48825323231284e-09
0.014112432,100,108,0.01500222,-0.09575956517920689,-0.5091347053374272,0.01,-0.10074236658840763,500.0,0.00020888789199172492,-3.48825323231284e-09
0.014047539,100,109,0.014164626,-0.09569290863861706,-0.4475118383938312,0.01,-0.0884940022549159,500.0,0.0001432723992738044,-3.48825323231284e-09
0.012241706,100,110,0.013419723,-0.09575463597689443,-0.5179726791984538,0.01,-0.10248291584912612,500.0,0.00021197074298127976,-3.48825323231284e-09
0.009257741,100,111,0.009272411,-0.09570740689451596,-0.4575449528710729,0.01,-0.09051220783288624,500.0,0.00016985029063935008,-3.48825323231284e-09
0.0077798613,100,112,0.007862795,-0.09562011523461227,-0.43433381994072695,0.01,-0.08593074098530293,500.0,0.00013000346132963146,-3.48825323231284e-09
0.011991366,100,113,0.0120311715,-0.09557935829445374,-0.46017233366827953,0.01,-0.09101458099669726,500.0,0.0002097911564167105,-3.48825323231284e-09
0.009136406,100,114,0.009281913,-0.09544116506190628,-0.4035811776039631,0.01,-0.07982532978404216,500.0,9.467836255308516e-05,-3.48825323231284e-09
0.01062839,100,115,0.010901746,-0.09535539623208984,-0.43248232525878877,0.01,-0.0855777496330184,500.0,0.00019063968491119426,-3.48825323231284e-09
0.010207851,100,116,0.010286109,-0.09520658836176259,-0.3949460051773725,0.01,-0.07809368327412741,500.0,0.00015965379655316913,-3.48825323231284e-09
0.0077182963,100,117,0.008494055,-0.09506596658317351,-0.3985625708580473,0.01,-0.07875384026683938,500.0,9.845790885877669e-05,-3.48825323231284e-09
0.007778805,100,118,0.008466497,-0.0949350299417997,-0.40298399333868784,0.01,-0.0796154429010652,500.0,0.00010335483181343747,-3.48825323231284e-09
0.012327056,100,119,0.012419068,-0.09483653468784417,-0.42021556568468665,0.01,-0.08321409472109006,500.0,0.0001357033418341065,-3.48825323231284e-09
0.004697147,100,120,0.0048770225,-0.09459752159484931,-0.33434502795091126,0.01,-0.06615496352846255,500.0,0.00010140762885207772,-3.48825323231284e-09
0.011069054,100,121,0.011164941,-0.0945114171189361,-0.42525196071218657,0.01,-0.0841788800093485,500.0,0.00014383483632957603,-3.48825323231284e-09
0.012212446,100,122,0.012736285,-0.09451983478754022,-0.4823119286203052,0.01,-0.09553837268864179,500.0,0.0001544961026988546,-3.48825323231284e-09
0.012673574,100,123,0.012764595,-0.09440056223804429,-0.40363083460188115,0.01,-0.07984931119953828,500.0,0.0001567074695289601,-3.48825323231284e-09
0.024038887,100,124,0.024083355,-0.09452729234859729,-0.5560395825352508,0.01,-0.11011509594661611,500.0,0.0003579903400939239,-3.48825323231284e-09
0.010566538,100,125,0.011502903,-0.09453396318698364,-0.4817916484341215,0.01,-0.0953611471468933,500.0,0.00020792521794919198,-3.48825323231284e-09
0.0049092695,100,126,0.004909305,-0.09429736535419944,-0.32718018581768005,0.01,-0.06472263625617265,500.0,8.414719108653134e-05,-3.48825323231284e-09
0.0036161689,100,127,0.0037331649,-0.09408984543001964,-0.3429313180918248,0.01,-0.06794233498336559,500.0,6.296731810233334e-05,-3.48825323231284e-09
0.016686544,100,128,0.016749267,-0.09407514916637987,-0.46608031218965834,0.01,-0.09220872368412637,500.0,0.00029537761560072934,-3.48825323231284e-09
0.013603133,100,129,0.014186227,-0.09406482567901404,-0.46855485303662925,0.01,-0.09274341929619105,500.0,0.0002003042881673797,-3.48825323231284e-09
0.010071185,100,130,0.010952805,-0.09402033660939098,-0.44585049607277033,0.01,-0.08828124662801469,500.0,0.00020448741591147374,-3.48825323231284e-09
0.015551159,100,131,0.015901295,-0.09398003217829973,-0.4489574574493513,0.01,-0.08874045613643715,500.0,0.00020391640228136973,-3.48825323231284e-09
0.011090674,100,132,0.011352746,-0.09405327037265099,-0.5236908114694316,0.01,-0.1036474738326658,500.0,0.00012792914601247318,-3.48825323231284e-09
0.015599407,100,133,0.015702337,-0.09406084842940077,-0.48059867394076883,0.01,-0.09506115192037198,500.0,0.0001835437526537379,-3.48825323231284e-09
0.014787059,100,134,0.014807912,-0.09395185448716221,-0.40147515935921396,0.01,-0.0794556601694345,500.0,0.00019371903272670727,-3.48825323231284e-09
0.013304122,100,135,0.014535607,-0.09400624280886465,-0.5119021079381011,0.01,-0.10129427791699268,500.0,0.00017112317804098432,-3.48825323231284e-09
0.011652816,100,136,0.011878034,-0.0938476540481951,-0.3669541855487983,0.01,-0.07243817135780525,500.0,0.00014867213558614068,-3.48825323231284e-09
0.004199407,100,137,0.0044724043,-0.09368091693753167,-0.35898142896723056,0.01,-0.07100466988730442,500.0,0.00010198018610482248,-3.48825323231284e-09
0.008352201,100,138,0.008498128,-0.09353797723226825,-0.3741625209498991,0.01,-0.07395523761118011,500.0,0.0001230168724497664,-3.48825323231284e-09
0.0031540047,100,139,0.003482255,-0.09329450042624003,-0.30218581132009087,0.01,-0.059694701194345993,500.0,5.336733823277614e-05,-3.48825323231284e-09
0.01172821,100,140,0.0117581105,-0.09322042926170401,-0.4186840604370111,0.01,-0.0829245373911995,500.0,0.00015101327884018472,-3.48825323231284e-09
0.018065218,100,141,0.018067133,-0.09325872304836197,-0.49726079990772,0.01,-0.09861985318047278,500.0,0.0002777621883335565,-3.48825323231284e-09
0.019311655,100,142,0.019347824,-0.0933173755969439,-0.5133803286781814,0.01,-0.10158738494699897,500.0,0.00025512089502692775,-3.48825323231284e-09
0.009427902,100,143,0.009438631,-0.09316879673223641,-0.36410891770758835,0.01,-0.07207059794377023,500.0,9.537881534931434e-05,-3.48825323231284e-09
0.00071875565,100,144,0.00073947693,-0.0930571358748987,-0.38949082309132244,0.01,-0.07708963327560768,500.0,0.00012127307532936871,-3.48825323231284e-09
0.018385397,100,145,0.018592704,-0.09308964035829809,-0.4938444395395557,0.01,-0.09777028596780901,500.0,0.00020956597714983684,-3.48825323231284e-09
0.009205185,100,146,0.009376095,-0.09293758679678739,-0.3581933838074879,0.01,-0.07088982037773686,500.0,0.00013885524541547585,-3.48825323231284e-09
0.013262373,100,147,0.0137084,-0.09295904196426212,-0.48598156422758054,0.01,-0.09609149641557202,500.0,0.0001710619112812545,-3.48825323231284e-09
0.011336601,100,148,0.011435246,-0.0929235893612076,-0.4435240006373633,0.01,-0.08771205671219498,500.0,0.000139609665371756,-3.48825323231284e-09
0.012150723,100,149,0.012328542,-0.09278277328693552,-0.3638775604060471,0.01,-0.071941994294665,500.0,0.00013696765682382058,-3.48825323231284e-09
0.010310188,100,150,0.010544856,-0.09268378693130841,-0.393723321767786,0.01,-0.07793481994287157,500.0,0.00011262807323046152,-3.48825323231284e-09
0.009769929,100,151,0.009778193,-0.0926843560231302,-0.4684140071436399,0.01,-0.09276971979639777,500.0,0.00019351877671596008,-3.48825323231284e-09
0.019802302,100,152,0.020481799,-0.09274051549327318,-0.5122477186009549,0.01,-0.10122059548486374,500.0,0.00020244382936230012,-3.48825323231284e-09
0.015819486,100,153,0.015819538,-0.09268020376958093,-0.42159278011418627,0.01,-0.08351282176835716,500.0,0.0002521596714394383,-3.48825323231284e-09
0.009996001,100,154,0.010099017,-0.09263662074228686,-0.4342445949888665,0.01,-0.08596841756629481,500.0,0.0001346263888687051,-3.48825323231284e-09
0.0058848765,100,155,0.007240637,-0.09249978688947774,-0.3610958141760584,0.01,-0.07142737355687433,500.0,9.274191443833759e-05,-3.48825323231284e-09
0.013442455,100,156,0.01350155,-0.09242665972967186,-0.41024280255301504,0.01,-0.08109194995975758,500.0,0.0001604327570505446,-3.48825323231284e-09
0.018888798,100,157,0.018948317,-0.09249225311897769,-0.5196015801496711,0.01,-0.10272482185069007,500.0,0.00022367396925597333,-3.48825323231284e-09
0.018228214,100,158,0.018426195,-0.09252338915084586,-0.49220094527047636,0.01,-0.09741174615414866,500.0,0.00025575170131834283,-3.48825323231284e-09
0.014177342,100,159,0.015097298,-0.09247403116944135,-0.4284726926005477,0.01,-0.08467547010752834,500.0,0.00022388033438422027,-3.48825323231284e-09
0.018141933,100,160,0.018145265,-0.09245721069846324,-0.45399269822785177,0.01,-0.08978275581294341,500.0,0.00026210077233521686,-3.48825323231284e-09
0.01313957,100,161,0.013216847,-0.09241925918507585,-0.43641360407537194,0.01,-0.0863470170430924,500.0,0.00023061573465034055,-3.48825323231284e-09
0.0058152336,100,162,0.006606413,-0.09230247179133157,-0.3720331918191516,0.01,-0.07349970139850374,500.0,8.412612751543886e-05,-3.48825323231284e-09
0.0062153465,100,163,0.0063624815,-0.09220365562805616,-0.3847698639584118,0.01,-0.07619543717743808,500.0,0.00015309878253926776,-3.48825323231284e-09
0.0123736495,100,164,0.012439437,-0.0921470255808937,-0.41943480751432566,0.01,-0.08291632789341524,500.0,0.000145033167955037,-3.48825323231284e-09
0.007719586,100,165,0.0086494135,-0.09207097633337946,-0.403025358139465,0.01,-0.07959889974104288,500.0,0.00010260689628731795,-3.48825323231284e-09
0.010129838,100,166,0.010326534,-0.0919966356590167,-0.4024045820238292,0.01,-0.07973042438916111,500.0,9.572883431895691e-05,-3.48825323231284e-09
0.019999292,100,167,0.019999726,-0.09200227173762757,-0.47013230886887614,0.01,-0.09293786078703226,500.0,0.0002810425401091357,-3.48825323231284e-09
0.018405734,100,168,0.018405734,-0.09205128524102117,-0.506968057632761,0.01,-0.10023654030775335,500.0,0.0002581213386161006,-3.48825323231284e-09
0.008110658,100,169,0.008405107,-0.0918871811506396,-0.3249720191310863,0.01,-0.06431769396653576,500.0,8.130209830724763e-05,-3.48825323231284e-09
0.013389092,100,170,0.013461,-0.0918381354696269,-0.42292696885471726,0.01,-0.08354941537847943,500.0,0.0001571575429879317,-3.48825323231284e-09
0.017721735,100,171,0.017787654,-0.09187365063872428,-0.4949174378274857,0.01,-0.09791122938528057,500.0,0.00017733924112390813,-3.48825323231284e-09
0.0054969355,100,172,0.0055114995,-0.09178886531823706,-0.390273670523622,0.01,-0.07729057551492172,500.0,0.00012436582840179115,-3.48825323231284e-09
0.008432936,100,173,0.008577047,-0.09170571034201631,-0.3907759150004454,0.01,-0.07740305443204697,500.0,0.00011813914586774495,-3.48825323231284e-09
0.016306791,100,174,0.016604675,-0.09174032275927345,-0.4942668738811268,0.01,-0.09772827094475939,500.0,0.00022500897723428596,-3.48825323231284e-09
0.007646515,100,175,0.007649141,-0.09158329132452281,-0.3248010234560536,0.01,-0.06425982167791065,500.0,9.009161131485262e-05,-3.48825323231284e-09
0.009575204,100,176,0.009599558,-0.09154604670506647,-0.4298913938941476,0.01,-0.08502823830020637,500.0,0.00014233271354210258,-3.48825323231284e-09
0.0033160136,100,177,0.003920959,-0.09138486116777587,-0.3188815036698837,0.01,-0.0630162066046327,500.0,5.7094119605568775e-05,-3.48825323231284e-09
0.010860669,100,178,0.010886004,-0.09131667455709194,-0.4010087916524486,0.01,-0.07924764446603696,500.0,0.00013940057917684909,-3.48825323231284e-09
0.014369705,100,179,0.014370702,-0.0913227862463694,-0.4672966489133231,0.01,-0.09241066693775501,500.0,0.00018304222447081055,-3.48825323231284e-09
0.013597577,100,180,0.013687846,-0.09125835141116725,-0.40308159432560275,0.01,-0.07972451590998347,500.0,0.00017464688669951905,-3.48825323231284e-09
0.007378889,100,181,0.008639269,-0.09112798151577353,-0.3422271652014805,0.01,-0.06766140034490208,500.0,9.38800004860436e-05,-3.48825323231284e-09
