Iteration,AvgEpLen,StepSize,NatGradInftyNorm,VarJ,J,ReturnMean,BatchSize,ReturnMax,AvgRet,NatGrad2Norm
180,500.0,0.0001,0.013295637,0.00014031841592031848,-0.09094552019176602,-0.09922382486258353,100,-4.306035225631641e-08,-0.4610022187078668,0.013567941
181,500.0,0.0001,0.011288184,0.00014435001327571615,-0.08786553246867616,-0.09916107186593211,100,-4.306035225631641e-08,-0.4442942422879225,0.01202814
182,500.0,0.0001,0.01761828,0.0002825118135692572,-0.11266039527117896,-0.09923524397255434,100,-4.306035225631641e-08,-0.568807883216159,0.017631708
183,500.0,0.0001,0.0108701475,0.00017494024330434038,-0.09370011654940776,-0.09920499737461365,100,-4.306035225631641e-08,-0.473344209032486,0.011028585
184,500.0,0.0001,0.024193557,0.00031904256662348653,-0.12491124419793163,-0.09934470523778385,100,-4.306035225631641e-08,-0.6323271431498785,0.024258524
185,500.0,0.0001,0.017254017,0.0002523342291874635,-0.11520597947955247,-0.09943044185530693,100,-4.306035225631641e-08,-0.5822625752676668,0.017258028
186,500.0,0.0001,0.014170152,0.00023034187566453858,-0.10123013633588311,-0.09944011763208421,100,-4.306035225631641e-08,-0.5117452771854234,0.014386487
187,500.0,0.0001,0.008872465,0.00011686962780908768,-0.08698036865504363,-0.09937348795841021,100,-4.306035225631641e-08,-0.4397976121122272,0.008902147
188,500.0,0.0001,0.014701485,0.0001476534173778986,-0.09430450212103776,-0.0993465252677859,100,-4.306035225631641e-08,-0.476633231704507,0.01470155
189,500.0,0.0001,0.015349443,0.00018384908917878847,-0.09364477725318426,-0.09931635728887264,100,-4.306035225631641e-08,-0.4738054844160074,0.015373708
190,500.0,0.0001,0.020411892,0.0003099659553978205,-0.10756256002540505,-0.09935975835590703,100,-4.306035225631641e-08,-0.5436089484788293,0.020739932
191,500.0,0.0001,0.022612926,0.0003547910103699261,-0.11601404675570715,-0.0994469535831311,100,-4.306035225631641e-08,-0.5867614101115772,0.022613032
192,500.0,0.0001,0.009534581,0.0001266247976092165,-0.09081784600834897,-0.09940201031451246,100,-4.306035225631641e-08,-0.4589966245547768,0.010286825
193,500.0,0.0001,0.01616041,0.00021420473542771773,-0.10415604006111921,-0.09942664259299229,100,-4.306035225631641e-08,-0.5270794100462929,0.01617421
194,500.0,0.0001,0.01913481,0.00027779091542177233,-0.11184537823787136,-0.09949065669425455,100,-4.306035225631641e-08,-0.565799992119793,0.019481042
195,500.0,0.0001,0.013088199,0.00013181912422282696,-0.09427040415806086,-0.09946388616842791,100,-4.306035225631641e-08,-0.47662912222327813,0.013225226
196,500.0,0.0001,0.01352272,0.00022890727576062254,-0.11212519408940917,-0.09952848467822883,100,-4.306035225631641e-08,-0.5664560694639253,0.013805399
197,500.0,0.0001,0.014446118,0.0001579937960087121,-0.09422582801367468,-0.09950156763932248,100,-4.306035225631641e-08,-0.47622401478550613,0.0146017885
198,500.0,0.0001,0.016158268,0.0002117305932654794,-0.09868585632658611,-0.09949744788521774,100,-4.306035225631641e-08,-0.49847500381851684,0.016250804
199,500.0,0.0001,0.012451199,0.00013017921323141575,-0.0816756002457686,-0.09940789086190394,100,-5.663552416225411e-10,-0.4126122317804338,0.0124512445
200,500.0,0.0001,0.013380171,0.00019478623043286185,-0.08788954898202075,-0.09935029915250453,100,-5.663552416225411e-10,-0.44374201517720685,0.013381942
201,500.0,0.0001,0.020146294,0.00022002741516805792,-0.11511917773726987,-0.09942875128476704,100,-5.663552416225411e-10,-0.582312109142502,0.020513372
202,500.0,0.0001,0.014742958,0.00024676424420384444,-0.10234870807930613,-0.09944320651642316,100,-5.663552416225411e-10,-0.5167919322585653,0.015044473
203,500.0,0.0001,0.011855681,0.00019550305113503086,-0.10536447659862187,-0.09947237533456207,100,-5.663552416225411e-10,-0.533028712736448,0.012104822
204,500.0,0.0001,0.01986313,0.0002898829100779719,-0.11466923827017922,-0.09954686976071705,100,-5.663552416225411e-10,-0.5796575464306257,0.019866504
205,500.0,0.0001,0.016954655,0.00023381432010617477,-0.11172502911772791,-0.09960627541611712,100,-5.663552416225411e-10,-0.564699390928347,0.017335517
206,500.0,0.0001,0.021636672,0.00034120077840909586,-0.12053643841070469,-0.09970787814910054,100,-5.663552416225411e-10,-0.6088332576942523,0.02170488
207,500.0,0.0001,0.013800037,0.00022330801948786442,-0.09126042992073469,-0.09966706922046109,100,-5.663552416225411e-10,-0.46132679081519457,0.0139241265
208,500.0,0.0001,0.017380992,0.0001979600059774964,-0.10862842659880143,-0.09971015266939542,100,-5.663552416225411e-10,-0.5496174132786357,0.01742013
209,500.0,0.0001,0.011855993,0.00021987637802287717,-0.1083802825753294,-0.09975163654454344,100,-5.663552416225411e-10,-0.5474274289479378,0.012022963
210,500.0,0.0001,0.012414364,0.00016142576168008707,-0.09021489995292839,-0.0997062235131548,100,-5.663552416225411e-10,-0.45644169117033895,0.012560068
211,500.0,0.0001,0.015530968,0.00018493792107247017,-0.09476467326670798,-0.09968280384374034,100,-5.663552416225411e-10,-0.47954702412272726,0.015589565
212,500.0,0.0001,0.018231725,0.00018984865613061138,-0.11140622785422517,-0.09973810301360113,100,-5.663552416225411e-10,-0.5633032682071839,0.0183249
213,500.0,0.0001,0.021539358,0.000321390723195157,-0.12102666639713863,-0.0998380493205661,100,-5.663552416225411e-10,-0.6111868286005587,0.021544365
214,500.0,0.0001,0.0077610062,0.0001301035021953426,-0.08568305490546636,-0.09977190448685068,100,-5.663552416225411e-10,-0.4332811808185694,0.0080733495
215,500.0,0.0001,0.008165422,7.940595297285864e-05,-0.08667219250421856,-0.09971097559390821,100,-5.663552416225411e-10,-0.4382905943400606,0.008190849
216,500.0,0.0001,0.01014477,0.00011675975251961749,-0.08480584579923242,-0.09964197036337728,100,-5.663552416225411e-10,-0.4285555969101039,0.0101734195
217,500.0,0.0001,0.015117304,0.00018687066322232613,-0.09524708368423106,-0.09962171742937202,100,-5.663552416225411e-10,-0.48163804715681485,0.015117884
218,500.0,0.0001,0.019720415,0.00024191676299625023,-0.10653173176338653,-0.09965341474283079,100,-5.663552416225411e-10,-0.5376155625269962,0.019722538
219,500.0,0.0001,0.015279799,0.0001964617099169146,-0.09309011062193286,-0.09962344531762121,100,-5.663552416225411e-10,-0.47046962270880033,0.017112983
220,500.0,0.0001,0.0053517967,9.51605231107726e-05,-0.08388163480937295,-0.09955189163349282,100,-5.663552416225411e-10,-0.42435786039002066,0.005374285
221,500.0,0.0001,0.020276044,0.0002840331133332315,-0.10922212967002917,-0.09959564836668981,100,-5.663552416225411e-10,-0.5521774492965776,0.020441238
222,500.0,0.0001,0.015927656,0.00022308356473626907,-0.10518672183610647,-0.09962083338231782,100,-5.663552416225411e-10,-0.5322894963900351,0.015956296
223,500.0,0.0001,0.015267278,0.00014010162965961143,-0.108426904898765,-0.09966032249225704,100,-5.663552416225411e-10,-0.5492524801343944,0.015375284
224,500.0,0.0001,0.012071021,0.00012173251759854384,-0.09553786604925897,-0.09964191866885079,100,-5.663552416225411e-10,-0.48309167866565356,0.01224217
225,500.0,0.0001,0.025425581,0.00035143208137224894,-0.12141225506841805,-0.09973867571951556,100,-5.663552416225411e-10,-0.6132645184442411,0.026633661
226,500.0,0.0001,0.0154319275,0.00015239912101500377,-0.11332382799067792,-0.09979878701275077,100,-5.663552416225411e-10,-0.5738814452332719,0.015544083
227,500.0,0.0001,0.020035103,0.00031515311659508307,-0.10290094505791045,-0.09981245290722283,100,-5.663552416225411e-10,-0.5199031079254756,0.020335952
228,500.0,0.0001,0.005453491,8.736538934856942e-05,-0.06564702995713131,-0.09966260456095051,100,-5.663552416225411e-10,-0.33220476449586966,0.005537472
229,500.0,0.0001,0.012029544,0.0001554925148322247,-0.0950009118582353,-0.09964224782425743,100,-5.663552416225411e-10,-0.47974731112354535,0.0120630255
230,500.0,0.0001,0.007650298,0.0001116050564663178,-0.08306032956812846,-0.09957015252749166,100,-5.663552416225411e-10,-0.4205432889873629,0.009564445
231,500.0,0.0001,0.015788836,0.00019522595121297114,-0.10512781498156488,-0.09959421167231447,100,-5.663552416225411e-10,-0.5317726768199376,0.015884208
232,500.0,0.0001,0.01421591,0.00019496103714822168,-0.08939155598300945,-0.09955023470813644,100,-5.663552416225411e-10,-0.4521814965369192,0.014264727
233,500.0,0.0001,0.0086890515,0.00014952319070367815,-0.0970285129238516,-0.09953941186786054,100,-5.663552416225411e-10,-0.4909293938849876,0.009134762
234,500.0,0.0001,0.016389135,0.00019866771770173558,-0.09688426654202066,-0.09952806509296379,100,-5.663552416225411e-10,-0.4894361053562653,0.016618669
235,500.0,0.0001,0.01505055,0.0002401313742102955,-0.09839431622803806,-0.0995232406297088,100,-5.663552416225411e-10,-0.49690551808354255,0.015132641
236,500.0,0.0001,0.011639307,0.00013570547098926342,-0.08969832791802754,-0.09948160964364233,100,-5.663552416225411e-10,-0.45384397658006714,0.01215398
237,500.0,0.0001,0.018506045,0.00022650149047421562,-0.11064762236802088,-0.09952872362138233,100,-5.663552416225411e-10,-0.5600179382222512,0.018602524
238,500.0,0.0001,0.012011236,0.00014522577198291118,-0.09271263662229445,-0.09950008460037775,100,-5.663552416225411e-10,-0.4690978023498931,0.01231533
239,500.0,0.0001,0.016543658,0.0002148017440215613,-0.11138465270930789,-0.09954981082677497,100,-5.663552416225411e-10,-0.5632760258935976,0.016593095
240,500.0,0.0001,0.023847165,0.0006012768483058447,-0.1121659172203123,-0.09960237793674802,100,-5.663552416225411e-10,-0.5678403110521776,0.023890613
241,500.0,0.0001,0.022456113,0.000319855768188965,-0.11400450102059098,-0.09966213778356896,100,-5.663552416225411e-10,-0.5764068006585399,0.02270559
242,500.0,0.0001,0.014783707,0.0001876479687936459,-0.09510945502780353,-0.09964332504490876,100,-5.663552416225411e-10,-0.480793278696775,0.014784893
243,500.0,0.0001,0.014350563,0.0002049608442524679,-0.09585581241370779,-0.09962773857317543,100,-5.663552416225411e-10,-0.4836246627610272,0.014557731
244,500.0,0.0001,0.01569426,0.00019468483091118207,-0.09551511974650687,-0.09961088357798417,100,-5.663552416225411e-10,-0.4825948417888845,0.01570009
245,500.0,0.0001,0.0075194915,0.0001412830200674206,-0.08059931064255756,-0.09953328532110486,100,-5.663552416225411e-10,-0.40698383049584985,0.0081689535
246,500.0,0.0001,0.015540502,0.0001695841904454195,-0.10169119339458792,-0.09954205730514343,100,-5.663552416225411e-10,-0.5140816107202753,0.015593952
247,500.0,0.0001,0.011751331,0.00015046783624192932,-0.0898161997795703,-0.09950268136374435,100,-5.663552416225411e-10,-0.45465615806361237,0.012214833
248,500.0,0.0001,0.012384057,0.00019132230583398803,-0.09070554875011419,-0.0994672090548184,100,-5.663552416225411e-10,-0.45867632998928604,0.012495083
249,500.0,0.0001,0.017633919,0.00021355762813155273,-0.10434599801020061,-0.09948680258475971,100,-5.663552416225411e-10,-0.527825816493463,0.017634166
250,500.0,0.0001,0.015810037,0.00021446572183364415,-0.104450179213813,-0.09950665609127593,100,-5.663552416225411e-10,-0.5276379422684998,0.016060768
251,500.0,0.0001,0.012294017,0.00015160511582910157,-0.07785879599292932,-0.09942040963670085,100,-5.663552416225411e-10,-0.3934328524878206,0.01236857
252,500.0,0.0001,0.011455572,0.00011958866614481412,-0.10358496048275544,-0.09943693563212168,100,-5.663552416225411e-10,-0.5233099762037322,0.012294928
253,500.0,0.0001,0.0176782,0.0002116657817196174,-0.10773529499172309,-0.09946973547148769,100,-5.663552416225411e-10,-0.5445090110701682,0.017786436
254,500.0,0.0001,0.019442819,0.00025758134042708,-0.1047766711761857,-0.09949062891914398,100,-5.663552416225411e-10,-0.5289637740999423,0.01986238
255,500.0,0.0001,0.012981117,0.00013024857496115165,-0.1053049759247555,-0.0995134302799503,100,-5.663552416225411e-10,-0.5323037471088492,0.013021678
256,500.0,0.0001,0.011433354,0.00018397332568948342,-0.09716809374212598,-0.09950426880909942,100,-5.663552416225411e-10,-0.491044910288035,0.011518586
257,500.0,0.0001,0.023544328,0.00035082961673131205,-0.11967020172041334,-0.099582735474124,100,-5.663552416225411e-10,-0.6046536097118915,0.023746338
258,500.0,0.0001,0.019311199,0.00026681328282669253,-0.1036765349893216,-0.09959860291410538,100,-5.663552416225411e-10,-0.5238856272029024,0.019459
259,500.0,0.0001,0.01311913,0.00023068017148024364,-0.10622965306038276,-0.09962420542432267,100,-5.663552416225411e-10,-0.5368912783599638,0.0131425075
260,500.0,0.0001,0.012856944,0.00015707495051329198,-0.08575698666056489,-0.099570869967539,100,-5.663552416225411e-10,-0.43344697824148076,0.012924974
261,500.0,0.0001,0.005575816,9.890608444657626e-05,-0.07968060225282937,-0.0994946620452604,100,-5.663552416225411e-10,-0.40274173606890273,0.0057190247
262,500.0,0.0001,0.012651821,0.00014715023363010308,-0.09053195863530268,-0.09946045325361935,100,-5.663552416225411e-10,-0.45761960571049387,0.013011121
263,500.0,0.0001,0.017864307,0.00033864037023684706,-0.11638986467653459,-0.09952482363925781,100,-5.663552416225411e-10,-0.5879599175470503,0.017946813
264,500.0,0.0001,0.012551248,0.0001454583419197905,-0.0970920697793866,-0.09951560866251588,100,-5.663552416225411e-10,-0.4917161050958164,0.012577379
265,500.0,0.0001,0.018843915,0.00021145369912280428,-0.10692915386221438,-0.09954358430477889,100,-5.663552416225411e-10,-0.5407793470942333,0.018936235
266,500.0,0.0001,0.017199997,0.00022261452969863112,-0.11979100770862802,-0.09961970243787606,100,-5.663552416225411e-10,-0.6057080260699268,0.01721037
267,500.0,0.0001,0.006340591,8.852480798598249e-05,-0.07574721949676953,-0.0995302923894075,100,-5.663552416225411e-10,-0.3828253624271293,0.0069349236
268,500.0,0.0001,0.0098744305,0.00016296126159431868,-0.09479837162871417,-0.09951263596865864,100,-5.663552416225411e-10,-0.47936073439921906,0.010079643
269,500.0,0.0001,0.015775457,0.00021503724485563434,-0.1169732513219953,-0.09957754531941455,100,-5.663552416225411e-10,-0.5910259742573122,0.015885385
270,500.0,0.0001,0.019624107,0.00028769159460064473,-0.09635580168055402,-0.09956561293556691,100,-5.663552416225411e-10,-0.48624999924712925,0.019645013
271,500.0,0.0001,0.015666502,0.0002050682489726327,-0.1003433997236496,-0.09956848299751556,100,-5.663552416225411e-10,-0.5075812744636258,0.015751094
272,500.0,0.0001,0.022756418,0.00031988785537023063,-0.11401626762323337,-0.09962159985275718,100,-5.663552416225411e-10,-0.5761895029467329,0.023136195
273,500.0,0.0001,0.014822121,0.00021492574896926931,-0.08339268836369731,-0.09956215329052617,100,-5.663552416225411e-10,-0.421502573780099,0.014822121
274,500.0,0.0001,0.008413802,0.0001691932114844898,-0.08866770226559961,-0.0995223925203622,100,-5.663552416225411e-10,-0.44783386576105755,0.008845541
275,500.0,0.0001,0.010476339,0.0001589419690197564,-0.08868073578689539,-0.0994829683140587,100,-5.663552416225411e-10,-0.4484993866972442,0.010847585
276,500.0,0.0001,0.013450585,0.000165075209157111,-0.08734821758478203,-0.09943900182590915,100,-5.663552416225411e-10,-0.44233220541786705,0.013471951
277,500.0,0.0001,0.015480093,0.00020134067837859822,-0.10602811706912936,-0.09946278924555976,100,-5.663552416225411e-10,-0.5356987191999467,0.015514958
278,500.0,0.0001,0.0090784915,0.00012732246466558652,-0.07705551502771173,-0.09938218753974015,100,-5.663552416225411e-10,-0.3898391295953003,0.009114797
279,500.0,0.0001,0.015352908,0.00022455683595651364,-0.0996826325557114,-0.09938326440359668,100,-5.663552416225411e-10,-0.5035704455877593,0.0155632
280,500.0,0.0001,0.018629849,0.00024635715260873424,-0.11189986077235366,-0.0994279665334851,100,-5.663552416225411e-10,-0.5653684513604386,0.018689767
281,500.0,0.0001,0.011560783,0.00014518589690306924,-0.09562185126265624,-0.09941442163928287,100,-5.663552416225411e-10,-0.4842695327885551,0.011667952
282,500.0,0.0001,0.0058172806,8.995430022023592e-05,-0.06957582897219419,-0.09930861102698822,100,-5.663552416225411e-10,-0.35200145299833624,0.0058198725
283,500.0,0.0001,0.015637772,0.00021183659152149758,-0.1037334460104762,-0.09932424648629383,100,-5.663552416225411e-10,-0.5245163388689728,0.015652724
284,500.0,0.0001,0.00831127,9.249219833688375e-05,-0.07932322948967467,-0.09925382037010856,100,-5.663552416225411e-10,-0.40092852747421276,0.008748295
285,500.0,0.0001,0.022581307,0.0002834689274151006,-0.11194773951616047,-0.09929836043728768,100,-5.663552416225411e-10,-0.5654807538414812,0.023444695
286,500.0,0.0001,0.010420013,0.00014024833859109382,-0.1039300416573123,-0.0993145551268682,100,-5.663552416225411e-10,-0.5257163611888805,0.010711084
287,500.0,0.0001,0.02529055,0.00042378331530847703,-0.12205077445437096,-0.09939377540327066,100,-5.663552416225411e-10,-0.616043409146227,0.02544386
288,500.0,0.0001,0.009810042,0.0001255921660957491,-0.08398925707212417,-0.09934028749239861,100,-5.663552416225411e-10,-0.42452403713854003,0.010219045
289,500.0,0.0001,0.02060912,0.00022335866360547184,-0.11505474254194016,-0.09939466276938663,100,-5.663552416225411e-10,-0.5810453439409516,0.020699378
290,500.0,0.0001,0.015237771,0.00020923922433697367,-0.09957862172985604,-0.09939529711062962,100,-5.663552416225411e-10,-0.5034825180034264,0.015431036
291,500.0,0.0001,0.019387994,0.0003045172401724439,-0.10690835293218098,-0.09942111517187208,100,-5.663552416225411e-10,-0.5398087732017429,0.019398578
292,500.0,0.0001,0.010587923,0.000135040076247549,-0.0824936032452047,-0.09936314424061636,100,-5.663552416225411e-10,-0.4171025709515569,0.010646321
293,500.0,0.0001,0.011668986,0.00013615837279496012,-0.09042513804806482,-0.09933263910002746,100,-5.663552416225411e-10,-0.4567481226618179,0.011706789
294,500.0,0.0001,0.012106365,0.00013083857153269943,-0.09294097606592963,-0.09931089874957134,100,-5.663552416225411e-10,-0.47024393934336955,0.012184918
295,500.0,0.0001,0.022587646,0.0002765524431061525,-0.12073650053511763,-0.09938352790816642,100,-5.663552416225411e-10,-0.6111881142261927,0.02260938
296,500.0,0.0001,0.0102316495,0.0001733148992638304,-0.09054385107555786,-0.09935366413508327,100,-5.663552416225411e-10,-0.45781761611407545,0.010761082
297,500.0,0.0001,0.016442008,0.00019847294275214438,-0.102392591278561,-0.09936389621300745,100,-5.663552416225411e-10,-0.5183808474097157,0.0164425
298,500.0,0.0001,0.011138125,0.0001244269005075057,-0.08833385984742362,-0.0993268826681565,100,-5.663552416225411e-10,-0.4473892454846946,0.011168668
299,500.0,0.0001,0.0070062,0.00012927674078571643,-0.0955720584039546,-0.09931432472747354,100,-5.663552416225411e-10,-0.48268544091335713,0.0079751145
300,500.0,0.0001,0.011176721,0.00014983503962903515,-0.09100622275845544,-0.09928663105424348,100,-5.663552416225411e-10,-0.4600023065815347,0.011176997
301,500.0,0.0001,0.009616858,0.000161389483023144,-0.0860414079020115,-0.0992426269906148,100,-5.663552416225411e-10,-0.43525555629600166,0.009679192
302,500.0,0.0001,0.023466839,0.00029596076001648096,-0.11628255432184087,-0.09929905059104933,100,-5.663552416225411e-10,-0.5872188400977805,0.023466883
303,500.0,0.0001,0.013109143,0.0001535144294487505,-0.0886212520677247,-0.09926381033189645,100,-5.663552416225411e-10,-0.44823076665798134,0.01310951
304,500.0,0.0001,0.01601582,0.000315605221609639,-0.10334447146138012,-0.09927723355929605,100,-5.663552416225411e-10,-0.5216253631674193,0.01602551
305,500.0,0.0001,0.019403119,0.00026523495618680984,-0.12815347249670067,-0.09937190975253345,100,-5.663552416225411e-10,-0.6476880018716006,0.019495558
306,500.0,0.0001,0.016338317,0.00018002143264548453,-0.10462046504543906,-0.09938906189401353,100,-5.663552416225411e-10,-0.5292962512986691,0.016882537
307,500.0,0.0001,0.01379101,0.00016848430956726963,-0.099813859733077,-0.0993904456003297,100,-5.663552416225411e-10,-0.504475424411565,0.013920463
308,500.0,0.0001,0.008752496,0.000132959969445328,-0.07815304099102517,-0.09932149298796183,100,-5.663552416225411e-10,-0.3950966758219399,0.0087697655
309,500.0,0.0001,0.01198993,0.00021691417583028695,-0.08679926686752365,-0.09928096798433582,100,-5.663552416225411e-10,-0.4382354573683853,0.012169575
310,500.0,0.0001,0.018694095,0.0002542726975629944,-0.1274549111391795,-0.09937185167193209,100,-5.663552416225411e-10,-0.644322792815065,0.018695267
311,500.0,0.0001,0.03001608,0.00043910155475402306,-0.12641304950413787,-0.09945880086110317,100,-5.663552416225411e-10,-0.6380085056378164,0.030172698
312,500.0,0.0001,0.0050412393,0.00013110760312358413,-0.07979577201060031,-0.09939577833273616,100,-5.663552416225411e-10,-0.4035552428880984,0.005966971
313,500.0,0.0001,0.01144476,0.00012094097697869145,-0.08724015725905422,-0.09935694248266051,100,-5.663552416225411e-10,-0.44019756717608133,0.011798074
314,500.0,0.0001,0.02636013,0.000320665915289173,-0.13402422505482695,-0.0994673478411706,100,-5.663552416225411e-10,-0.6771115870681176,0.02636099
315,500.0,0.0001,0.015672632,0.0001821547944472614,-0.10214794824385585,-0.09947585768371879,100,-5.663552416225411e-10,-0.5164876387858459,0.01593193
316,500.0,0.0001,0.022629295,0.0002890870187910644,-0.12027414291584573,-0.09954167504204832,100,-5.663552416225411e-10,-0.6083906505175649,0.023320291
317,500.0,0.0001,0.016548634,0.00017862254151809035,-0.09590943802626231,-0.09953021688111524,100,-5.663552416225411e-10,-0.48550003375082135,0.016553443
318,500.0,0.0001,0.010862455,0.00012023847931519409,-0.08719534447726791,-0.0994914279741849,100,-5.663552416225411e-10,-0.4410892127304697,0.010992509
319,500.0,0.0001,0.01748727,0.00021522949013901317,-0.10784973255227495,-0.09951762955593439,100,-5.663552416225411e-10,-0.5454271998799927,0.017572422
320,500.0,0.0001,0.00954444,0.00011582905801800127,-0.08313580566875668,-0.09946643635628698,100,-5.663552416225411e-10,-0.4205201611914363,0.009658335
321,500.0,0.0001,0.017629413,0.00018714583293776355,-0.11088159593083882,-0.09950199760106751,100,-5.663552416225411e-10,-0.5603524217681816,0.017686015
322,500.0,0.0001,0.020685932,0.00025622918652456995,-0.1154293984794445,-0.09955146157895067,100,-5.663552416225411e-10,-0.5831705878937447,0.020783214
323,500.0,0.0001,0.013734716,0.00018894694541749207,-0.08702116789713983,-0.0995126681000596,100,-5.663552416225411e-10,-0.43947350217482223,0.01395203
324,500.0,0.0001,0.010094308,0.0001280258254252384,-0.07881486259148668,-0.09944878598429241,100,-5.663552416225411e-10,-0.39901879132539114,0.010193115
325,500.0,0.0001,0.013714276,0.00017265479557511507,-0.0911964135531792,-0.09942339406911975,100,-5.663552416225411e-10,-0.460895992454302,0.0139983995
326,500.0,0.0001,0.011328984,0.00016194836200753804,-0.09027028889466385,-0.09939531705938216,100,-5.663552416225411e-10,-0.4561906663812874,0.011705385
327,500.0,0.0001,0.022517541,0.000284079694168537,-0.1199264461030871,-0.09945810338673293,100,-5.663552416225411e-10,-0.6066208679815882,0.022776552
328,500.0,0.0001,0.016572606,0.0002571855887350316,-0.10247258904573389,-0.09946729389179086,100,-5.663552416225411e-10,-0.5177656702707045,0.016687574
329,500.0,0.0001,0.011239295,0.0001824089855783506,-0.10052618375223116,-0.09947051240200497,100,-5.663552416225411e-10,-0.5077111101555051,0.011546975
330,500.0,0.0001,0.030752204,0.0005205445057822398,-0.13154226674898484,-0.09956769953638975,100,-5.663552416225411e-10,-0.664061583603701,0.03077183
331,500.0,0.0001,0.014060986,0.00018723907622464561,-0.09134738535378845,-0.09954286475033959,100,-5.663552416225411e-10,-0.4626106207837365,0.014526686
332,500.0,0.0001,0.01584584,0.00021374201953742688,-0.09434628238760596,-0.09952721239382535,100,-5.663552416225411e-10,-0.47721066113966254,0.015884006
333,500.0,0.0001,0.012391475,0.0001676367038962129,-0.08655497676558262,-0.09948825673127806,100,-5.663552416225411e-10,-0.4377690745268974,0.012834661
334,500.0,0.0001,0.021964872,0.00027348423627126075,-0.11355119156791087,-0.09953036132659733,100,-5.663552416225411e-10,-0.5737766376570123,0.02222702
335,500.0,0.0001,0.015499484,0.00019577319444772192,-0.09685966216597004,-0.09952238909029695,100,-5.663552416225411e-10,-0.49021090297661624,0.015501168
336,500.0,0.0001,0.035842013,0.0004446627383122037,-0.1494705773117102,-0.09967104441238449,100,-5.663552416225411e-10,-0.7554889916831103,0.035915967
337,500.0,0.0001,0.023978733,0.000376473968806951,-0.12355568121551834,-0.09974191870556887,100,-5.663552416225411e-10,-0.624106252066629,0.024069851
338,500.0,0.0001,0.017706124,0.00023413373523178697,-0.10316144032831359,-0.0997520356334468,100,-5.663552416225411e-10,-0.5213852790149368,0.018075073
339,500.0,0.0001,0.01088321,0.0001783049522092476,-0.09370772109773937,-0.09973420579705829,100,-5.663552416225411e-10,-0.47369109261581566,0.011125918
340,500.0,0.0001,0.008566362,0.00011932382916608628,-0.08657659344455908,-0.09969550693719799,100,-5.663552416225411e-10,-0.4379208483119944,0.008600085
341,500.0,0.0001,0.016186515,0.00021001669083762099,-0.10635867445310353,-0.09971504701788979,100,-5.663552416225411e-10,-0.5375071316255916,0.016445154
342,500.0,0.0001,0.020312088,0.00022930813542761645,-0.11212664895193601,-0.09975133825161508,100,-5.663552416225411e-10,-0.5668117763949125,0.020343458
343,500.0,0.0001,0.018447354,0.0002218383068991907,-0.10000465956529123,-0.0997520767977191,100,-5.663552416225411e-10,-0.5052962401419799,0.018639516
344,500.0,0.0001,0.008494867,9.57383337504632e-05,-0.07873981180556892,-0.09969099463204424,100,-5.663552416225411e-10,-0.39820488274087856,0.008543814
345,500.0,0.0001,0.017316522,0.00024674013442040966,-0.10595229764478928,-0.09970914333642901,100,-5.663552416225411e-10,-0.5356017362067731,0.017329099
346,500.0,0.0001,0.02546364,0.0003594463483490509,-0.11696297247602173,-0.09975900989463593,100,-5.663552416225411e-10,-0.5913169985370724,0.02546432
347,500.0,0.0001,0.018519241,0.0003246837103820386,-0.10097740777000885,-0.09976252112770616,100,-5.663552416225411e-10,-0.5100531076973761,0.01857801
348,500.0,0.0001,0.008444378,0.00014915329512106418,-0.08701173300077629,-0.09972588093193911,100,-5.663552416225411e-10,-0.4399037070916348,0.008587382
349,500.0,0.0001,0.015851032,0.00024767922061421065,-0.0973382563076415,-0.09971903960063741,100,-5.663552416225411e-10,-0.4919808659257043,0.015996024
350,500.0,0.0001,0.017700495,0.0002590142272941127,-0.11193185892758171,-0.09975393337014296,100,-5.663552416225411e-10,-0.5651360334460583,0.017704114
351,500.0,0.0001,0.012897093,0.00017757799472487855,-0.09083260638518934,-0.09972851648414593,100,-5.663552416225411e-10,-0.4592862118089288,0.013461886
352,500.0,0.0001,0.022277104,0.00027958237825416525,-0.12160260746917913,-0.09979065878808069,100,-5.663552416225411e-10,-0.6152081835448,0.022332422
353,500.0,0.0001,0.012576126,0.00013932013176468482,-0.08183694820242458,-0.09973979841814966,100,-5.663552416225411e-10,-0.4134779136134742,0.013201558
354,500.0,0.0001,0.018369336,0.00020010835132431033,-0.11885385808351759,-0.09979379293697838,100,-5.663552416225411e-10,-0.6007239441527932,0.01838747
355,500.0,0.0001,0.014497336,0.00018814036182013066,-0.09839502238507296,-0.09978985273824062,100,-5.663552416225411e-10,-0.4971644744137643,0.014500327
356,500.0,0.0001,0.016844476,0.00021840191873008386,-0.09728272976974588,-0.09978281025799204,100,-5.663552416225411e-10,-0.49150718846526237,0.017380666
357,500.0,0.0001,0.015856314,0.00020090703650930134,-0.10532293851888676,-0.09979832882454917,100,-5.663552416225411e-10,-0.5330675710247916,0.016272524
358,500.0,0.0001,0.01149202,0.00013829397592799868,-0.08399294588295123,-0.09975417971018716,100,-5.663552416225411e-10,-0.4248247141857528,0.011784013
359,500.0,0.0001,0.014403711,0.00019134158678837344,-0.11101718104779583,-0.09978555297296601,100,-5.663552416225411e-10,-0.5613264370324074,0.0145332925
