AvgRet,VarJ,NatGradInftyNorm,AvgEpLen,NatGrad2Norm,ReturnMean,StepSize,ReturnMax,BatchSize,J,Iteration
-0.4138476910531172,9.774722275883923e-05,0.008456918,500.0,0.008472458,-0.0816148595520168,0.1,-4.408766883269136e-06,100,-0.0816148595520168,1
-0.41166143714238607,0.00010598179792212007,0.008434876,500.0,0.0084373485,-0.08147913425615037,0.1,-4.408766883269136e-06,100,-0.08134340896028394,2
-0.45291108782112827,0.00014268692130523116,0.009978813,500.0,0.010163409,-0.08415418934371521,0.1,-4.408766883269136e-06,100,-0.08950429951884488,3
-0.3972659215247543,9.489428247032301e-05,0.006863716,500.0,0.0069431905,-0.08279391503696196,0.1,-5.800335526941528e-07,100,-0.07871309211670224,4
-0.4267900687015924,0.00011170847617198081,0.009121809,500.0,0.0091232015,-0.08313947440186265,0.1,-5.800335526941528e-07,100,-0.08452171186146533,5
-0.5493901627000413,0.00016288477231765424,0.01419052,500.0,0.014309994,-0.08737137600459946,0.1,-5.800335526941528e-07,100,-0.10853088401828354,6
-0.5329422451652465,0.0002512875179561811,0.01662609,500.0,0.016630812,-0.08996839358863565,0.1,-5.800335526941528e-07,100,-0.10555049909285281,7
-0.4049523754364004,0.00011305598557687427,0.0073781954,500.0,0.0073934398,-0.08872623097701966,0.1,-5.800335526941528e-07,100,-0.08003109269570773,8
-0.5065004439853837,0.00017094023069222757,0.017618556,500.0,0.017636223,-0.09000522774830848,0.1,-5.800335526941528e-07,100,-0.10023720191861886,9
-0.40080784246353807,0.0001574362239521566,0.011788727,500.0,0.012251978,-0.08893014571910661,0.1,-4.403873116241849e-08,100,-0.07925440745628974,10
-0.5678900288587532,0.0002574499580814753,0.019014904,500.0,0.019049508,-0.09105809831009311,0.1,-4.403873116241849e-08,100,-0.11233762421995838,11
-0.42680577641114203,0.00010092844515570213,0.0027054783,500.0,0.0027461073,-0.09050795594792412,0.1,-4.403873116241849e-08,100,-0.08445638996406522,12
-0.5184992659278911,0.00015227874777962543,0.01370295,500.0,0.013705012,-0.09143278574941527,0.1,-4.403873116241849e-08,100,-0.10253074336730895,13
-0.37590171914595316,0.00013992264512141292,0.010909098,500.0,0.0109504415,-0.0902080910301091,0.1,-4.403873116241849e-08,100,-0.07428705967912907,14
-0.4188899151074015,9.39252424070639e-05,0.0065018185,500.0,0.0070539936,-0.08971525499177689,0.1,-4.403873116241849e-08,100,-0.082815550455126,15
-0.46005629928654806,0.00016225818320847484,0.011194276,500.0,0.01174927,-0.08979233833138991,0.1,-4.403873116241849e-08,100,-0.09094858842558524,16
-0.5379551337393988,0.000248174534445239,0.018601263,500.0,0.018619336,-0.09076981326597751,0.1,-4.403873116241849e-08,100,-0.1064094122193789,17
-0.32691414222525134,6.765427694332198e-05,0.006791741,500.0,0.0067996974,-0.08932219490887504,0.1,-4.403873116241849e-08,100,-0.06471268283813318,18
-0.4324139750577087,0.00019899506452288846,0.014535228,500.0,0.014792205,-0.08911845626437293,0.1,-4.403873116241849e-08,100,-0.08545116066333464,19
-0.3979105003444745,0.00010894257881208184,0.007320618,500.0,0.0076340362,-0.08859954704740435,0.1,-4.403873116241849e-08,100,-0.07874027192500148,20
-0.4791302788936469,0.00018199488851437773,0.015918147,500.0,0.015972089,-0.08890068431290063,0.1,-4.403873116241849e-08,100,-0.09492342962282624,21
-0.4415515224944655,0.00013639981109669482,0.007931893,500.0,0.007959462,-0.08882398383276507,0.1,-4.403873116241849e-08,100,-0.08721327374991858,22
-0.4681131590372087,0.00014690291568039544,0.01145262,500.0,0.0119065335,-0.08899251929259437,0.1,-4.403873116241849e-08,100,-0.09270029940883892,23
-0.47560086052061584,0.00016628493181871675,0.01349165,500.0,0.0136501165,-0.08920562803810794,0.1,-4.403873116241849e-08,100,-0.0941071291849202,24
-0.40719748798660865,0.0002596997616179942,0.015425202,500.0,0.015596067,-0.08886233982913837,0.1,-4.403873116241849e-08,100,-0.08062342281386808,25
-0.4621585566800575,0.0001678979221582386,0.011073535,500.0,0.011073989,-0.08896114030393346,0.1,-4.403873116241849e-08,100,-0.09143115217381075,26
-0.48077672236484376,0.00014517065175391204,0.014311898,500.0,0.014400869,-0.08918327628300894,0.1,-4.403873116241849e-08,100,-0.0949588117389715,27
-0.4954750600086305,0.00029218400143044546,0.015813299,500.0,0.015906587,-0.08950006074298188,0.1,-4.403873116241849e-08,100,-0.0980532411622514,28
-0.3733295650561908,0.00010188230515697224,0.0069861435,500.0,0.007248184,-0.08896274250911172,0.1,-4.403873116241849e-08,100,-0.07391783196074728,29
-0.44393871375283334,0.00017926523109778635,0.014721675,500.0,0.015746968,-0.08892815131437413,0.1,-4.403873116241849e-08,100,-0.08792500666698454,30
-0.3783645868466231,9.536316396833163e-05,0.008110919,500.0,0.008191807,-0.08847244653819357,0.1,-4.403873116241849e-08,100,-0.07480130325277627,31
-0.44963009939884707,0.0002702514013171053,0.0173724,500.0,0.017373247,-0.0884923658177709,0.1,-4.403873116241849e-08,100,-0.089109863484668,32
-0.5182397618373994,0.00021554693929696275,0.018303756,500.0,0.018546127,-0.08892007770714717,0.1,-4.403873116241849e-08,100,-0.10260685816718854,33
-0.3918658156592744,0.00012089043452481765,0.011762925,500.0,0.011802702,-0.08858237090137988,0.1,-4.403873116241849e-08,100,-0.0774380463110585,34
-0.4109474335375212,0.0001626693053132965,0.012816932,500.0,0.012818094,-0.08837544399893452,0.1,-4.403873116241849e-08,100,-0.08133992931579245,35
-0.35469507579197995,9.191615162985088e-05,0.004191318,500.0,0.0047369506,-0.08786964433410631,0.1,-4.403873116241849e-08,100,-0.07016665606511918,36
-0.5326494405944631,0.0002605090220581608,0.016381277,500.0,0.01721436,-0.08834666559431349,0.1,-4.403873116241849e-08,100,-0.1055194309617718,37
