AvgEpLen,BatchSize,VarJ,J,ReturnMean,Iteration,ReturnMax,StepSize,NatGradInftyNorm,AvgRet,NatGrad2Norm
500.0,100,9.774722275883923e-05,-0.0816148595520168,-0.0816148595520168,1,-4.408766883269136e-06,0.001,0.008456918,-0.4138476910531172,0.008472458
500.0,100,0.00010710530533142961,-0.08182011081447092,-0.08171748518324386,2,-4.408766883269136e-06,0.001,0.008530387,-0.41407483468943573,0.00853282
500.0,100,0.00014517065479331134,-0.09062001050460505,-0.08468499362369758,3,-4.408766883269136e-06,0.001,0.010184636,-0.45855516627546417,0.010367384
500.0,100,9.782491859477497e-05,-0.08024689338931587,-0.08357546856510215,4,-4.408766883269136e-06,0.001,0.007152507,-0.40502164275584707,0.007224536
500.0,100,0.00011648238537336977,-0.08643980072103691,-0.08414833499628911,5,-1.3417851833601615e-06,0.001,0.009530349,-0.4365049974807512,0.009532238
500.0,100,0.00017109548905910687,-0.11159678740458365,-0.0887230770643382,6,-1.3417851833601615e-06,0.001,0.014874435,-0.5649137107201537,0.014997579
500.0,100,0.0002650849783149958,-0.10956036075800142,-0.09169983187771866,7,-1.3417851833601615e-06,0.001,0.017522598,-0.553226909378595,0.017529432
500.0,100,0.0001224297305647871,-0.08410797029458174,-0.09075084917982654,8,-1.3417851833601615e-06,0.001,0.008235167,-0.42558421577526806,0.008248047
500.0,100,0.00018824228411569048,-0.10662428716841625,-0.09251456451189205,9,-1.3417851833601615e-06,0.001,0.0187644,-0.5387952575929245,0.018783478
500.0,100,0.00017699796783459814,-0.08410884272194515,-0.09167399233289737,10,-1.3417851833601615e-06,0.001,0.013011893,-0.4253683531843763,0.013485414
500.0,100,0.0002878828581777213,-0.12013043713962812,-0.09426094186078199,11,-1.3417851833601615e-06,0.001,0.0209765,-0.6072678465178256,0.021013586
500.0,100,0.00011343043558847957,-0.09008540533814441,-0.09391298048389553,12,-6.332842049414692e-07,0.001,0.0044846428,-0.45537314425956277,0.0045159548
500.0,100,0.00017805878408907064,-0.11151670987461156,-0.0952671135139506,13,-6.332842049414692e-07,0.001,0.015809165,-0.5639158232396277,0.015816856
500.0,100,0.00016520367141113255,-0.0825597310814233,-0.09435944334019865,14,-2.1720987451030576e-07,0.001,0.012529584,-0.41771651713942226,0.012587097
500.0,100,0.00011317033473575256,-0.09100668819059843,-0.09413592633022531,15,-2.1720987451030576e-07,0.001,0.008548459,-0.46044745755149136,0.009210042
500.0,100,0.00019471889297068793,-0.09961147923763852,-0.09447814838693862,16,-2.1720987451030576e-07,0.001,0.01363448,-0.5038543706369789,0.014225016
500.0,100,0.00029479991016191734,-0.11934337628005251,-0.09594080885123944,17,-2.1720987451030576e-07,0.001,0.021561338,-0.603237306495847,0.021595845
500.0,100,8.861410918926993e-05,-0.07507904875528013,-0.09478182217924169,18,-2.1720987451030576e-07,0.001,0.008632824,-0.37938848335365577,0.008638381
500.0,100,0.0002443464513006492,-0.09764463068180472,-0.09493249631095554,19,-2.1720987451030576e-07,0.001,0.017265044,-0.4941564322471622,0.01753598
500.0,100,0.00013924340701672812,-0.0892771183057223,-0.09464972741069388,20,-2.1720987451030576e-07,0.001,0.010085481,-0.4512912409136271,0.010378482
500.0,100,0.00023333733804971842,-0.10965025595507236,-0.09536403829375951,21,-2.1720987451030576e-07,0.001,0.019342521,-0.5536120454687964,0.019411216
500.0,100,0.00017194558846282728,-0.10055907524340048,-0.09560017633692501,22,-2.1720987451030576e-07,0.001,0.01134764,-0.5092151816092112,0.011356573
500.0,100,0.00019334883083999474,-0.10753092528018092,-0.0961189045518492,23,-2.1720987451030576e-07,0.001,0.015244172,-0.5430851156760897,0.015780956
500.0,100,0.00022033939034194172,-0.11045407026967391,-0.09671620312342523,24,-2.1720987451030576e-07,0.001,0.017529868,-0.5581705821453046,0.017682385
500.0,100,0.0003310965626407169,-0.0962145313564977,-0.09669613625274813,25,-2.1720987451030576e-07,0.001,0.019099439,-0.4860218787328597,0.019320844
500.0,100,0.00022462352305572053,-0.10772073826057613,-0.09712015940689536,26,-2.1720987451030576e-07,0.001,0.01556483,-0.5445477802341397,0.015565284
500.0,100,0.0002089425114492866,-0.11435094856864392,-0.0977583367832564,27,-2.1720987451030576e-07,0.001,0.01911915,-0.5789089251764828,0.019208428
500.0,100,0.00038159641145549624,-0.11621315128442734,-0.09841743730115536,28,-2.1720987451030576e-07,0.001,0.021238908,-0.5873851041062932,0.021294162
500.0,100,0.00014512538584803133,-0.0912060250109139,-0.09816876791183671,29,-2.1720987451030576e-07,0.001,0.011062398,-0.4609463636739089,0.011242991
500.0,100,0.00025468211048053775,-0.10917943347887882,-0.09853579009740478,30,-2.1720987451030576e-07,0.001,0.019779911,-0.5514653185537539,0.0209613
500.0,100,0.00014459958685820193,-0.094197038898587,-0.09839583038131387,31,-2.1720987451030576e-07,0.001,0.012543397,-0.47670620533067654,0.012613422
500.0,100,0.0003783507211356436,-0.11091144123671598,-0.0987869432205452,32,-1.7175762063154239e-07,0.001,0.02307368,-0.5600728142195489,0.023074308
500.0,100,0.00031695197099106126,-0.12930853409245846,-0.09971183991363346,33,-1.7175762063154239e-07,0.001,0.0251573,-0.6532785273735705,0.025375381
