ReturnMean,NatGradInftyNorm,AvgRet,NatGrad2Norm,BatchSize,J,StepSize,Iteration,AvgEpLen,ReturnMax,VarJ
-0.09394638303384821,0.012370591,-0.41335270157446147,0.012426403,100,-0.08169624465032578,0.01,14,500.0,-3.544172862115958e-07,0.00016257806294601125
-0.09369258628534095,0.008347295,-0.4560491063721026,0.008997218,100,-0.09013943180623914,0.01,15,500.0,-3.544172862115958e-07,0.00011108688466186633
-0.0940046309719799,0.013392575,-0.499173500338117,0.013979354,100,-0.09868530127156415,0.01,16,500.0,-3.544172862115958e-07,0.00019124826308860674
-0.09541454581891214,0.021263076,-0.5963229388594088,0.02129578,100,-0.11797318336982811,0.01,17,500.0,-3.544172862115958e-07,0.00028983927891497343
-0.09422175048782415,0.008447883,-0.3736449684305946,0.008453646,100,-0.07394422985932807,0.01,18,500.0,-3.544172862115958e-07,8.629560618437846e-05
-0.09433178110231982,0.016988304,-0.48741315443277067,0.017257411,100,-0.09631233216324205,0.01,19,500.0,-3.544172862115958e-07,0.00023942945303539152
-0.0940198193939727,0.009805996,-0.44529247385284876,0.01010011,100,-0.08809254693537763,0.01,20,500.0,-3.544172862115958e-07,0.00013580537168845578
-0.09468648066227292,0.018990077,-0.5453667769791999,0.019057248,100,-0.10801970602827698,0.01,21,500.0,-5.125159660415643e-08,0.00022764269135364744
-0.09488453088224506,0.010996155,-0.5015362193648074,0.011006439,100,-0.0990435855016599,0.01,22,500.0,-5.125159660415643e-08,0.0001678084405553611
-0.09536082336376644,0.014849775,-0.5345355196708415,0.015377026,100,-0.10583925795723698,0.01,23,500.0,-5.125159660415643e-08,0.00018797245898244795
-0.09591151741837668,0.017105732,-0.5486947315906834,0.017258706,100,-0.1085774806744124,0.01,24,500.0,-5.125159660415643e-08,0.00021407394397450328
-0.09585055112125197,0.018712016,-0.4767846582510373,0.01892722,100,-0.09438735999025889,0.01,25,500.0,-5.125159660415643e-08,0.00032293219083632174
-0.09623285484832106,0.015089979,-0.5347890928241409,0.015090462,100,-0.10579044802504811,0.01,26,500.0,-5.125159660415643e-08,0.00021784397363303152
-0.09681899285850347,0.018603662,-0.5673156372398874,0.01869279,100,-0.1120585811232462,0.01,27,500.0,-5.125159660415643e-08,0.00020130823774807815
-0.09743317753457148,0.020656472,-0.5762698247326954,0.020714616,100,-0.11401616378840744,0.01,28,500.0,-5.125159660415643e-08,0.00037092884460497447
-0.09714456428011337,0.0106230145,-0.4500924823670294,0.010809663,100,-0.08906339315528687,0.01,29,500.0,-5.125159660415643e-08,0.00013964940188114503
-0.09745909248652443,0.01922593,-0.5383215917857713,0.020386133,100,-0.10658041047244499,0.01,30,500.0,-5.125159660415643e-08,0.00024548368590383
-0.09727525586264651,0.012057958,-0.4643588423296954,0.012128625,100,-0.09176015714630946,0.01,31,500.0,-5.125159660415643e-08,0.00013828435947631633
-0.09761597163042947,0.022442665,-0.5462267566198243,0.022443304,100,-0.10817816043170052,0.01,32,500.0,-5.125159660415643e-08,0.00036508779123156496
-0.09847572351131975,0.024389835,-0.6364909486848334,0.024608243,100,-0.12598778369980868,0.01,33,500.0,-5.125159660415643e-08,0.0003042456254509659
-0.0984722858331469,0.016472936,-0.49785031734796364,0.016517125,100,-0.09835884245344323,0.01,34,500.0,-5.125159660415643e-08,0.00018379585617426394
-0.0985945456173085,0.01800749,-0.5191785163755007,0.018009877,100,-0.10275137827880268,0.01,35,500.0,-5.125159660415643e-08,0.00023661416536595938
-0.09830097857704796,0.0087646805,-0.44515458262884317,0.009440675,100,-0.08802613216792907,0.01,36,500.0,-5.125159660415643e-08,0.00012996065947624784
-0.09904668374639572,0.023820365,-0.6356575626321139,0.024644056,100,-0.12589206984291487,0.01,37,500.0,-5.125159660415643e-08,0.00037309872595332473
-0.09959293186420068,0.022518074,-0.6054934965137353,0.022532407,100,-0.11980411222298437,0.01,38,500.0,-5.125159660415643e-08,0.00028876216155245964
-0.10045965659212054,0.032610264,-0.6732139903039613,0.032628626,100,-0.1333951962530756,0.01,39,500.0,-5.125159660415643e-08,0.0004409353361498401
-0.10067888594256102,0.020882515,-0.5528903801262388,0.021112654,100,-0.10922883060973947,0.01,40,500.0,-5.125159660415643e-08,0.00021350122150448492
-0.10028933617753717,0.010797335,-0.42848063251341884,0.0109771965,100,-0.08470734557658284,0.01,41,500.0,-5.125159660415643e-08,0.00014415375113268668
-0.09965865760587261,0.010415015,-0.37373949433592557,0.010558511,100,-0.07380083616762623,0.01,42,500.0,-5.125159660415643e-08,0.000143220813004971
-0.09938405308163038,0.011658321,-0.444641297172269,0.011762549,100,-0.08785066306345637,0.01,43,500.0,-5.125159660415643e-08,0.00014618938620221376
-0.09918766138412882,0.013329785,-0.45924818163379655,0.013900665,100,-0.0907428183915615,0.01,44,500.0,-5.125159660415643e-08,0.00015418510012395062
-0.09880986662610244,0.010179559,-0.4156426870161388,0.010370087,100,-0.08218689727294237,0.01,45,500.0,-5.125159660415643e-08,0.00017146982089267864
-0.0992580489557217,0.024902223,-0.603027626549087,0.025219765,100,-0.11942625378858736,0.01,46,500.0,-5.125159660415643e-08,0.0003954327622368059
-0.09935459841181662,0.017671235,-0.5249423981625619,0.017790312,100,-0.10379587339218366,0.01,47,500.0,-5.125159660415643e-08,0.00019659757673072613
-0.0992163265221836,0.016313616,-0.46855618079202394,0.016313832,100,-0.09271754770943166,0.01,48,500.0,-5.125159660415643e-08,0.0001897539595645807
-0.09883146145935855,0.007899644,-0.4067256410917588,0.0081586605,100,-0.08035793844375629,0.01,49,500.0,-5.125159660415643e-08,9.998415160616012e-05
-0.0981882856840452,0.0072373156,-0.33763110032923876,0.0073128026,100,-0.06667267269369057,0.01,50,500.0,-5.125159660415643e-08,8.429827525312568e-05
-0.09827243987466187,0.014135602,-0.5177616687097006,0.014494035,100,-0.10248014940549575,0.01,51,500.0,-5.125159660415643e-08,0.00016123937588823938
-0.09792114313378276,0.010925925,-0.4045363494436857,0.010978818,100,-0.08000500934894812,0.01,52,500.0,-5.125159660415643e-08,0.00013020832588318574
-0.09823241348531463,0.018059399,-0.5795647946561414,0.018060347,100,-0.11441847176497054,0.01,53,500.0,-5.125159660415643e-08,0.00018534767040565957
-0.09805325466027599,0.011544112,-0.4485492414677508,0.01172083,100,-0.08855783693322909,0.01,54,500.0,-5.125159660415643e-08,0.00011849469841160564
-0.09802602407335999,0.0129561825,-0.48844996565065446,0.012959737,100,-0.09655557237989693,0.01,55,500.0,-5.125159660415643e-08,0.00015003870253370988
-0.09793159279607559,0.011173629,-0.46886084264125044,0.011281867,100,-0.09273787254543205,0.01,56,500.0,-5.125159660415643e-08,0.00017300693722340535
-0.09792587550533496,0.013121533,-0.493515981390081,0.013140964,100,-0.09760570722386021,0.01,57,500.0,-5.125159660415643e-08,0.00016745086347665336
-0.09823191041197055,0.022760844,-0.5849103863765108,0.022845276,100,-0.11567590009019994,0.01,58,500.0,-5.125159660415643e-08,0.00027132188556594885
-0.09817036071025824,0.015617011,-0.4779179357371929,0.015819993,100,-0.09460047801094319,0.01,59,500.0,-5.125159660415643e-08,0.0002071976359548036
-0.0979480482710004,0.009791832,-0.4287905026900665,0.010271635,100,-0.08483161435478895,0.01,60,500.0,-5.125159660415643e-08,0.00016868054698148817
-0.09771201197288705,0.011692469,-0.4228860621975831,0.011692469,100,-0.08354983408608549,0.01,61,500.0,-5.125159660415643e-08,0.00014131476201849634
-0.09799311822049606,0.022088783,-0.58226127173692,0.02224198,100,-0.11514059932464525,0.01,62,500.0,-5.125159660415643e-08,0.0002932183123223774
-0.09847602752034622,0.023415731,-0.6490353598846857,0.023533273,100,-0.12841640411105534,0.01,63,500.0,-5.125159660415643e-08,0.00027234323298442784
-0.09855251816369359,0.01577955,-0.5235635509477425,0.015783666,100,-0.10337142869457909,0.01,64,500.0,-5.125159660415643e-08,0.0001532575299510734
-0.0981969073670945,0.008987655,-0.3808391137758186,0.009357289,100,-0.07543781638475158,0.01,65,500.0,-5.125159660415643e-08,0.00011202934822450672
-0.09801805361913586,0.012991958,-0.4375918756096439,0.013127261,100,-0.0863925600018252,0.01,66,500.0,-5.125159660415643e-08,0.00012691402202451112
-0.09802190110994265,0.019537818,-0.4965156354060729,0.020358965,100,-0.09827583550319055,0.01,67,500.0,-5.125159660415643e-08,0.0002975162707976904
-0.09813788915609314,0.01966302,-0.5356414342942908,0.019668737,100,-0.1059090882481772,0.01,68,500.0,-5.125159660415643e-08,0.00022794516724949885
-0.09788005343236097,0.0071306485,-0.40620271412224446,0.0071455217,100,-0.08034722421857253,0.01,69,500.0,-5.125159660415643e-08,0.0001236399685598269
-0.09797359189523888,0.015296819,-0.5283967439857389,0.015327243,100,-0.10442774583381446,0.01,70,500.0,-5.125159660415643e-08,0.00015473694748438773
-0.09791398849541084,0.020398788,-0.47361710431731274,0.020417357,100,-0.0937417505074498,0.01,71,500.0,-5.125159660415643e-08,0.00030081643640478576
-0.09782228501916715,0.011492992,-0.4622591764803491,0.012083826,100,-0.09131133820586344,0.01,72,500.0,-5.125159660415643e-08,0.000169042246755674
-0.09769082647030927,0.01505068,-0.4462896685646278,0.015073471,100,-0.0882258109525427,0.01,73,500.0,-5.125159660415643e-08,0.00014905477223790332
-0.09737785155452565,0.0093201725,-0.37701295025962345,0.009326329,100,-0.07453068270231977,0.01,74,500.0,-5.125159660415643e-08,0.00011674309498911381
-0.09743607917048272,0.017703466,-0.5143652188250859,0.017836085,100,-0.10174492275130717,0.01,75,500.0,-5.125159660415643e-08,0.0002455130149585827
-0.09731454439178432,0.010815442,-0.44627254421869705,0.01103263,100,-0.0881994359894036,0.01,76,500.0,-5.125159660415643e-08,0.00011480708895400071
-0.0970509057389413,0.008953962,-0.388710243140152,0.009110641,100,-0.07701436812287213,0.01,77,500.0,-5.125159660415643e-08,0.00012935030024613113
-0.09689001080793846,0.011226851,-0.42711208273200213,0.011332752,100,-0.0845011011207203,0.01,78,500.0,-5.125159660415643e-08,0.00012326078106308222
-0.09660506550819978,0.010751531,-0.37627184154074195,0.010784856,100,-0.07437933212858164,0.01,79,500.0,-5.125159660415643e-08,0.00013065104382099733
-0.09677109908354617,0.015481943,-0.555465461132883,0.015588754,100,-0.1098877515359123,0.01,80,500.0,-5.125159660415643e-08,0.00019524696072540558
-0.09666162099222939,0.0072262897,-0.44370954390759676,0.0072283195,100,-0.08790337368688546,0.01,81,500.0,-5.125159660415643e-08,0.00012368331884064182
-0.09652851629871101,0.01401123,-0.43351369463182254,0.014275157,100,-0.08574703612372231,0.01,82,500.0,-5.125159660415643e-08,0.00020424873119453819
-0.09648920276745326,0.0139279235,-0.4718277967834917,0.013948601,100,-0.09326549320431968,0.01,83,500.0,-5.125159660415643e-08,0.00017713917120151327
-0.096463536207254,0.013901992,-0.47668900975515993,0.013908794,100,-0.09433321171071399,0.01,84,500.0,-3.131078914160755e-11,0.00023675273752120525
-0.09627293396641634,0.011839896,-0.40609484074958097,0.011840462,100,-0.08026234573605352,0.01,85,500.0,-3.131078914160755e-11,0.00013467554038075334
-0.096172369251207,0.016025446,-0.4427661221390402,0.016030058,100,-0.08762436845841241,0.01,86,500.0,-3.131078914160755e-11,0.00022899703608010507
-0.09591351444694257,0.008760158,-0.37265173845691607,0.008774407,100,-0.0736520012802011,0.01,87,500.0,-3.131078914160755e-11,0.00015123489786704193
-0.09583224537408669,0.013720701,-0.4487239358008652,0.014443019,100,-0.08876183603562478,0.01,88,500.0,-3.131078914160755e-11,0.00018588096592197918
-0.0960515255494443,0.01554739,-0.5839039662403159,0.01562652,100,-0.11534818098091587,0.01,89,500.0,-3.131078914160755e-11,0.0002025230266285488
-0.09618848383135863,0.020727484,-0.5469633863850739,0.020784602,100,-0.10837777092173285,0.01,90,500.0,-3.131078914160755e-11,0.00033544243834829313
-0.0960020403602617,0.01230463,-0.4005442772075812,0.013080141,100,-0.07922212796153871,0.01,91,500.0,-3.131078914160755e-11,0.00013643822550084153
-0.09593426386203503,0.015735496,-0.454749164720419,0.015933145,100,-0.08976660252340887,0.01,92,500.0,-3.131078914160755e-11,0.00017172339974086864
-0.09577354005965293,0.008100325,-0.4094902699034577,0.008101401,100,-0.08098695024049896,0.01,93,500.0,-3.131078914160755e-11,9.930997550376413e-05
-0.0955596249155722,0.00986278,-0.38221712798311325,0.009880165,100,-0.07566551651606346,0.01,94,500.0,-3.131078914160755e-11,0.00011743280331372727
-0.09555432112728199,0.016679753,-0.4804858770331311,0.01668393,100,-0.09505576502800302,0.01,95,500.0,-3.131078914160755e-11,0.00020382487993304564
-0.0956968239570809,0.021088095,-0.5520696947277192,0.021090083,100,-0.10923459278797751,0.01,96,500.0,-3.131078914160755e-11,0.00026137797050284755
-0.09571293070376892,0.011197032,-0.4916649272988121,0.011406326,100,-0.09725917838581961,0.01,97,500.0,-3.131078914160755e-11,0.0001796104617133225
-0.09581392398577009,0.024632655,-0.5332409570868714,0.024636585,100,-0.10561027233988295,0.01,98,500.0,-3.131078914160755e-11,0.0003549525203757639
-0.09557563381560723,0.009071227,-0.36511986739652874,0.009132522,100,-0.07222319713964546,0.01,99,500.0,-3.131078914160755e-11,0.00011941635715663278
-0.09551537523617026,0.008197975,-0.4526754152964264,0.008457495,100,-0.08954977587191093,0.01,100,500.0,-3.131078914160755e-11,0.00012957959881340926
-0.09550376847853743,0.017370367,-0.4766876595626632,0.018073495,100,-0.09434309271525596,0.01,101,500.0,-3.131078914160755e-11,0.00023773922078773656
-0.09545846008632862,0.008913716,-0.4595877066918203,0.00892718,100,-0.09088231247323851,0.01,102,500.0,-3.131078914160755e-11,0.00014916371574487185
-0.09556206703671905,0.02247041,-0.5359160033742433,0.022588154,100,-0.10612997597654038,0.01,103,500.0,-3.131078914160755e-11,0.0003177075334023508
-0.0954915292091819,0.011219964,-0.4459474225376534,0.0112259025,100,-0.08822613297285756,0.01,104,500.0,-3.131078914160755e-11,0.00011783326634750702
-0.09534544155253871,0.009357597,-0.40515996751264266,0.009481475,100,-0.08015232526164627,0.01,105,500.0,-3.131078914160755e-11,0.00012544967999847392
-0.09556452411596521,0.022516752,-0.5987032033356727,0.022603367,100,-0.1185681932757479,0.01,106,500.0,-3.131078914160755e-11,0.0003039109578369767
-0.09561324014161726,0.017814526,-0.5090199769393592,0.017944079,100,-0.10077713886073449,0.01,107,500.0,-3.131078914160755e-11,0.00025185066555155714
-0.09567817735588068,0.019063521,-0.5187553584813752,0.019084103,100,-0.10262645928206612,0.01,108,500.0,-3.131078914160755e-11,0.00024709142431997657
-0.09565878857455255,0.011671596,-0.47335253189999377,0.011984116,100,-0.09356480019111556,0.01,109,500.0,-3.131078914160755e-11,0.000142005441225903
-0.09588685932702144,0.026608316,-0.6097552358817947,0.02679653,100,-0.12074657134613088,0.01,110,500.0,-3.131078914160755e-11,0.0003793672618124924
-0.09595844663622437,0.022128792,-0.5244598991071462,0.022129819,100,-0.10383305064854623,0.01,111,500.0,-3.131078914160755e-11,0.00032929898268441393
-0.09580063891293199,0.008774642,-0.39615968001428215,0.008971121,100,-0.07828398162747711,0.01,112,500.0,-3.131078914160755e-11,9.593312033559577e-05
-0.09561592794771227,0.010549472,-0.3781353961379175,0.010577238,100,-0.07492829984310481,0.01,113,500.0,-3.131078914160755e-11,0.00012073345521349584
-0.09558092102561312,0.0127875125,-0.4627770576230159,0.012789873,100,-0.09162513882840666,0.01,114,500.0,-3.131078914160755e-11,0.00014150456575955656
-0.09534010804123452,0.0052221552,-0.3429095346834007,0.0052233087,100,-0.0678874278220779,0.01,115,500.0,-3.131078914160755e-11,8.406952286122412e-05
-0.09518884523300389,0.011105181,-0.39324579451169656,0.011113279,100,-0.07779362228647843,0.01,116,500.0,-3.131078914160755e-11,0.00014334533429134484
-0.09503131904452214,0.008923363,-0.38820877391103303,0.008984314,100,-0.0767582811806399,0.01,117,500.0,-3.131078914160755e-11,0.00013974588547646124
-0.09495534883891366,0.013002086,-0.43544579450371707,0.013003533,100,-0.08606683478271959,0.01,118,500.0,-3.131078914160755e-11,0.0001843495765417199
-0.09493058984698022,0.017088242,-0.4649295310721873,0.017465986,100,-0.09200902879883413,0.01,119,500.0,-3.131078914160755e-11,0.00021493813435078356
-0.09499510112604868,0.021744126,-0.5185286194744892,0.021757491,100,-0.10267194333519764,0.01,120,500.0,-3.131078914160755e-11,0.00032202336788185037
-0.09487161189757194,0.009238662,-0.4051974680705438,0.0092597185,100,-0.08005290448036258,0.01,121,500.0,-3.131078914160755e-11,0.0001103937387285477
-0.0948762724351326,0.014799694,-0.4820243450428335,0.014932863,100,-0.09544019747997208,0.01,122,500.0,-3.131078914160755e-11,0.0001807478741228625
-0.09472117365680136,0.0041384674,-0.383128175602575,0.0042196885,100,-0.07579912270038919,0.01,123,500.0,-3.131078914160755e-11,0.0001082068670575255
-0.09467802953808625,0.013893818,-0.45175958039271696,0.01422255,100,-0.08937130293612999,0.01,124,500.0,-3.131078914160755e-11,0.00017277512734991445
-0.09463791261272057,0.012660193,-0.45295412398096296,0.013099752,100,-0.08966341386737758,0.01,125,500.0,-3.131078914160755e-11,0.0001664430961355073
-0.0948698787307001,0.031576596,-0.6253227815124037,0.03170862,100,-0.12386564347814044,0.01,126,500.0,-3.131078914160755e-11,0.0004904548290765798
-0.09500468043211753,0.017312087,-0.5666256097108558,0.017387973,100,-0.11198969481071319,0.01,127,500.0,-3.131078914160755e-11,0.00023069881817913644
-0.09488912148498359,0.01324,-0.4059564572327365,0.013249569,100,-0.08021313519897313,0.01,128,500.0,-3.131078914160755e-11,0.00012728652815595357
-0.09494062723675421,0.014903444,-0.5131015019267414,0.015543132,100,-0.10153336346339364,0.01,129,500.0,-3.131078914160755e-11,0.00021818845530799426
-0.09480576154944996,0.010637009,-0.3913393219945565,0.010647468,100,-0.07740808788720092,0.01,130,500.0,-3.131078914160755e-11,0.00011937859259171402
-0.09481901219557322,0.013408563,-0.489144269618822,0.013846412,100,-0.09654159619159632,0.01,131,500.0,-3.131078914160755e-11,0.00015971206368774375
-0.09493012819098348,0.019787576,-0.5538216901146681,0.019828025,100,-0.10948632358972897,0.01,132,500.0,-3.131078914160755e-11,0.00022643439666926159
-0.09484134799976214,0.01336201,-0.4201524228958728,0.013770509,100,-0.08312236275854513,0.01,133,500.0,-3.131078914160755e-11,0.0001383329081073183
-0.09473910920262561,0.009655053,-0.40929936672093603,0.009691561,100,-0.08114134918346688,0.01,134,500.0,-3.131078914160755e-11,0.00013966354261078372
-0.09459268084579438,0.007257948,-0.3791354179793875,0.007270305,100,-0.07497128103040883,0.01,135,500.0,-3.131078914160755e-11,0.00010813643307231509
-0.09454428561878928,0.01170201,-0.4448345915239348,0.0117023885,100,-0.08801092997310081,0.01,136,500.0,-3.131078914160755e-11,0.0001092973905780875
-0.09453506207080847,0.011047975,-0.47164663807598806,0.011060945,100,-0.09328065954541995,0.01,137,500.0,-3.131078914160755e-11,0.00011447992940733798
-0.0943846461099902,0.0064859223,-0.3736641928238764,0.0065045017,100,-0.07377765947788606,0.01,138,500.0,-3.131078914160755e-11,8.10773146605983e-05
-0.0945985905494305,0.021766245,-0.6268577070795444,0.021774193,100,-0.12412292319219173,0.01,139,500.0,-3.131078914160755e-11,0.0002944099544807893
-0.09453394938195687,0.010009395,-0.4323385897510551,0.010106782,100,-0.08554882710312262,0.01,140,500.0,-3.131078914160755e-11,0.000140306307056383
-0.09447998028099336,0.01191733,-0.43958415439563003,0.011917633,100,-0.08692430614610165,0.01,141,500.0,-3.131078914160755e-11,0.0001720364019912595
-0.0943885827319792,0.009988966,-0.4117967004350834,0.0100125335,100,-0.0815015283209842,0.01,142,500.0,-3.131078914160755e-11,0.00013051645083873522
-0.09433119104262189,0.014327825,-0.43610845833283307,0.014898512,100,-0.08618157115388403,0.01,143,500.0,-3.131078914160755e-11,0.0001694790007262428
-0.09421046571884369,0.009891949,-0.3891745927802745,0.009902328,100,-0.07694674441855893,0.01,144,500.0,-3.131078914160755e-11,0.00010983817902953085
-0.09414689871523553,0.0070969234,-0.42926227919519117,0.007201505,100,-0.08499325019566395,0.01,145,500.0,-3.131078914160755e-11,0.00015640440330764673
-0.09393404858403641,0.0070716236,-0.3193273314287523,0.007235469,100,-0.06307077956015979,0.01,146,500.0,-3.131078914160755e-11,6.489982804142112e-05
-0.09390207978914568,0.013732667,-0.4512609474635547,0.013735543,100,-0.0892346357351,0.01,147,500.0,-3.131078914160755e-11,0.0001447779263292087
-0.0938198084089506,0.010964094,-0.4127097954297872,0.01136206,100,-0.08172591552027432,0.01,148,500.0,-3.131078914160755e-11,0.00014704121001714716
-0.09359546975013722,0.0062177945,-0.30467445241793856,0.006231655,100,-0.06039334824575599,0.01,149,500.0,-3.131078914160755e-11,7.92511315525441e-05
-0.09352213686217083,0.011632607,-0.41660171064488827,0.011664695,100,-0.08259553655518054,0.01,150,500.0,-3.131078914160755e-11,0.00018842316506497705
-0.09346955835113498,0.011417881,-0.4330358834504925,0.011616121,100,-0.08558278169575667,0.01,151,500.0,-3.131078914160755e-11,0.00012863630789487456
-0.0933613470400128,0.011529465,-0.3895730282157303,0.011534122,100,-0.07702143906056243,0.01,152,500.0,-3.131078914160755e-11,0.00013456834611891402
-0.09333544849454882,0.015618399,-0.45174148947805187,0.015863953,100,-0.08939886958402563,0.01,153,500.0,-3.131078914160755e-11,0.0001632626991602255
-0.0931587574535391,0.007939419,-0.33393107740043176,0.0086269565,100,-0.06612502817905183,0.01,154,500.0,-3.131078914160755e-11,0.00011082933826942046
-0.09297301311678627,0.0056285,-0.3253746339622437,0.005832941,100,-0.06436838525684858,0.01,155,500.0,-3.131078914160755e-11,6.64937063633551e-05
-0.09281880292227594,0.004212404,-0.34780674080697205,0.004360848,100,-0.06891622277317655,0.01,156,500.0,-3.131078914160755e-11,7.807611266451705e-05
-0.0928339188774176,0.015074654,-0.4809816918450609,0.015351796,100,-0.09519200787951484,0.01,157,500.0,-3.131078914160755e-11,0.00016152977752785787
-0.09276152606542351,0.010672756,-0.41168497813554805,0.01101443,100,-0.08139585458235322,0.01,158,500.0,-3.131078914160755e-11,0.0001839138153643195
-0.09248557581998432,0.0018289988,-0.24666707887547182,0.0020592997,100,-0.04888543704059187,0.01,159,500.0,-3.131078914160755e-11,4.134577622519506e-05
-0.09247857424638821,0.013528261,-0.46167753506831494,0.013529362,100,-0.09136532404460607,0.01,160,500.0,-3.131078914160755e-11,0.00012690262029893315
-0.09246015291326291,0.01683882,-0.4524858963807025,0.016839197,100,-0.0895127396132177,0.01,161,500.0,-3.131078914160755e-11,0.00022332097923288239
-0.0923537728569873,0.012963623,-0.3804101963175179,0.01304278,100,-0.07522658379661346,0.01,162,500.0,-3.131078914160755e-11,0.00018083092307210577
-0.09240215216628832,0.019603098,-0.5061321909216171,0.019661436,100,-0.10023960027305302,0.01,163,500.0,-3.131078914160755e-11,0.0002460503942094603
-0.09235202922239462,0.012247569,-0.4255059094399619,0.012265873,100,-0.084181989367721,0.01,164,500.0,-3.131078914160755e-11,0.0001388573660393347
-0.09230512071440557,0.009485965,-0.4276937971582116,0.009538714,100,-0.08461212540420153,0.01,165,500.0,-3.131078914160755e-11,0.00013125050817855958
-0.09226715167662494,0.010304023,-0.4353958722056822,0.010728372,100,-0.08600226044282,0.01,166,500.0,-3.131078914160755e-11,0.00013482183186903668
-0.09216367579762641,0.010928756,-0.37895172189115395,0.011127236,100,-0.07498667988387074,0.01,167,500.0,-3.131078914160755e-11,0.00014306918910053063
-0.09218886288097822,0.009932151,-0.48739221921759524,0.010673266,100,-0.09639510580073125,0.01,168,500.0,-3.131078914160755e-11,0.0001447538339964598
-0.0921303888305221,0.016046079,-0.41552042760204294,0.016060822,100,-0.08230674835389395,0.01,169,500.0,-3.131078914160755e-11,0.00019230840790859888
-0.09200457692823205,0.008122599,-0.3574749664060015,0.008240647,100,-0.0707423654412132,0.01,170,500.0,-3.131078914160755e-11,0.00011105056641800388
-0.09191552042514126,0.01156245,-0.38832638357963034,0.0115792565,100,-0.07677591489970594,0.01,171,500.0,-3.131078914160755e-11,0.00011612362875033297
-0.09178694752657972,0.0066185994,-0.3527389971094562,0.0069317855,100,-0.06980098187255651,0.01,172,500.0,-3.131078914160755e-11,9.123117258140806e-05
-0.09172060812123628,0.00899205,-0.4057581867545248,0.009718748,100,-0.08031023040216459,0.01,173,500.0,-3.131078914160755e-11,0.00012271403049841697
-0.09175854906829789,0.01871454,-0.49699859444704364,0.020004006,100,-0.09832233290995691,0.01,174,500.0,-3.131078914160755e-11,0.00025528524462103047
-0.09160021883360348,0.0034351863,-0.3239402757488372,0.003496851,100,-0.06405075799677486,0.01,175,500.0,-3.131078914160755e-11,7.483684682444437e-05
-0.09158622466048909,0.015490323,-0.449606099505182,0.016366273,100,-0.08913724436547023,0.01,176,500.0,-3.131078914160755e-11,0.0002368875977821531
-0.09163304135862284,0.020788705,-0.5048661301275568,0.020867186,100,-0.09987278023016448,0.01,177,500.0,-3.131078914160755e-11,0.00030500650806365064
-0.09143128460611309,0.0011215066,-0.28186690412294885,0.001143813,100,-0.055720339411887136,0.01,178,500.0,-3.131078914160755e-11,5.001280699986894e-05
-0.09143997018717015,0.013169307,-0.4702619886376276,0.013325295,100,-0.09298600361532591,0.01,179,500.0,-3.131078914160755e-11,0.00015512751680573243
-0.09135897000867638,0.01029986,-0.3895386681919985,0.010534617,100,-0.0768599380582911,0.01,180,500.0,-3.131078914160755e-11,0.00010152325638971465
-0.09127253802729067,0.008231515,-0.3826972131062483,0.008943512,100,-0.07571478137786651,0.01,181,500.0,-3.131078914160755e-11,0.00010767791506663033
