VarJ,ReturnMax,NatGrad2Norm,AvgEpLen,BatchSize,ReturnMean,StepSize,NatGradInftyNorm,J,Iteration,AvgRet
0.00027378116688099526,-2.0987836031642062e-07,0.02107391,500.0,100,-0.11022794717088237,0.001,0.021037612,-0.11022794717088237,1,-0.5575890063967462
0.0003348233619941774,-2.0987836031642062e-07,0.01664327,500.0,100,-0.10340963447084242,0.001,0.015882151,-0.0965913217708025,2,-0.487547593811668
0.0005148735308477611,-2.0987836031642062e-07,0.0314936,500.0,100,-0.11190107891796008,0.001,0.031221863,-0.12888396781219544,3,-0.6507341298508222
0.0003027017295098013,-2.0987836031642062e-07,0.018434979,500.0,100,-0.10749789632823074,0.001,0.018336942,-0.09428834855904265,4,-0.47657671460618006
0.00021299916704549157,-2.0987836031642062e-07,0.015733836,500.0,100,-0.10630708621049773,0.001,0.015721997,-0.10154384573956575,5,-0.5140069816906411
0.00033906507958948067,-1.2709189118554353e-07,0.021170335,500.0,100,-0.1065146364541264,0.001,0.020928226,-0.10755238767226974,6,-0.5430936060950032
0.0001654899295969172,-1.2709189118554353e-07,0.014519404,500.0,100,-0.10521152693735251,0.001,0.014466629,-0.0973928698367092,7,-0.492539276990679
0.0001838893688264708,-1.2709189118554353e-07,0.013093822,500.0,100,-0.10150239783333526,0.001,0.012566961,-0.07553849410521442,8,-0.3811975023182803
0.00012781714535934304,-1.2709189118554353e-07,0.011221225,500.0,100,-0.0993442584896787,0.001,0.01113135,-0.08207914374042623,9,-0.41508293315013106
0.00018801710514102922,-1.2709189118554353e-07,0.015003998,500.0,100,-0.09826006326940147,0.001,0.014957644,-0.08850230628690647,10,-0.44748716643478326
0.00021697061525795803,-1.2709189118554353e-07,0.016757162,500.0,100,-0.09868167261917925,0.001,0.016719151,-0.10289776611695702,11,-0.5200086744710002
0.00043091109027595454,-1.2709189118554353e-07,0.02370128,500.0,100,-0.1001722745251213,0.001,0.022424078,-0.11656889549048385,12,-0.5885805128912527
0.00018335207276043295,-1.2709189118554353e-07,0.010980119,500.0,100,-0.09998509159159608,0.001,0.010926047,-0.09773889638929338,13,-0.4939149005267173
0.00041424859741670685,-1.2709189118554353e-07,0.02400852,500.0,100,-0.10153129596391085,0.001,0.023846421,-0.12163195280400287,14,-0.6147671193688973
0.00022709224034911835,-1.2709189118554353e-07,0.014198083,500.0,100,-0.10134121615845207,0.001,0.013769933,-0.0986800988820291,15,-0.49915730728187574
0.0001270760673553331,-1.2709189118554353e-07,0.010198167,500.0,100,-0.1007943739614487,0.001,0.010188538,-0.09259174100639839,16,-0.46865235994437965
0.00018536200544260812,-1.2709189118554353e-07,0.013559098,500.0,100,-0.10037579402368069,0.001,0.01335479,-0.09367851501939244,17,-0.4729730093647635
0.0001162487904333829,-1.2709189118554353e-07,0.009476112,500.0,100,-0.09980834752812305,0.001,0.009457788,-0.09016175710364328,18,-0.4558880453251309
0.00023944521297504813,-1.2709189118554353e-07,0.018250862,500.0,100,-0.09995019083518433,0.001,0.01824975,-0.10250337036228756,19,-0.5187183970994381
0.0002174226207548736,-1.2709189118554353e-07,0.017734185,500.0,100,-0.10068708739493487,0.001,0.017438976,-0.11468812203019522,20,-0.5804530873041103
0.00012805182655590376,-1.2709189118554353e-07,0.009583993,500.0,100,-0.10031366374698009,0.001,0.0094691655,-0.0928451907878843,21,-0.4692635500470184
0.00015959468919491643,-1.2709189118554353e-07,0.012007848,500.0,100,-0.09952771048237007,0.001,0.011638323,-0.08302269192555954,22,-0.4205080012983874
0.0002842106682825363,-1.2709189118554353e-07,0.021654058,500.0,100,-0.10004039640426377,0.001,0.021418037,-0.11131948668592473,23,-0.5629714412123394
0.00018504849838060542,-1.2709189118554353e-07,0.015130478,500.0,100,-0.09994747879764707,0.001,0.015122943,-0.09781037384546307,24,-0.49476637772159143
0.00010331473926301621,-1.2709189118554353e-07,0.008359394,500.0,100,-0.09883181197417532,0.001,0.008168398,-0.07205580821085318,25,-0.36438234492117166
0.0002971319907571712,-1.2709189118554353e-07,0.019909125,500.0,100,-0.09900168676987417,0.001,0.019902507,-0.10324855666234611,26,-0.5221086061254874
0.00021415813402300452,-1.2709189118554353e-07,0.015822154,500.0,100,-0.09919467279318922,0.001,0.01568937,-0.10421230939938003,27,-0.526720781173131
0.00027110994868658785,-1.2709189118554353e-07,0.015546024,500.0,100,-0.09931328171027011,0.001,0.015501603,-0.10251572247145402,28,-0.51759935374598
0.00029074309824987535,-1.2709189118554353e-07,0.018665776,500.0,100,-0.09967745046298186,0.001,0.018623473,-0.10987417553891086,29,-0.5543773173892248
0.0001265165217340351,-1.2709189118554353e-07,0.011595142,500.0,100,-0.09912774528789926,0.001,0.011286397,-0.08318629521050423,30,-0.4207451696627822
0.00017416289022939316,-1.2709189118554353e-07,0.016671808,500.0,100,-0.09940404226220058,0.001,0.01648827,-0.10769295149124,31,-0.5445891483132629
0.0003119988671770659,-1.2709189118554353e-07,0.022815695,500.0,100,-0.09998627852075245,0.001,0.022800919,-0.11803560253586091,32,-0.5961881112850022
0.00023780163567524662,-1.2709189118554353e-07,0.016742451,500.0,100,-0.10021698049783319,0.001,0.016701063,-0.10759944376441638,33,-0.5432879634724376
0.0001550782987637305,-1.2709189118554353e-07,0.012749973,500.0,100,-0.09983405891432831,0.001,0.012451106,-0.08719764665866704,34,-0.44123551459197285
0.0001796776671057694,-1.2709189118554353e-07,0.014562419,500.0,100,-0.09924423480726659,0.001,0.012601712,-0.07919021516716895,35,-0.40001004256300704
0.00021342837792963137,-1.2709189118554353e-07,0.017603531,500.0,100,-0.09904734918762025,0.001,0.017576529,-0.09215635249999785,36,-0.46584455839138905
0.0001684164387884614,-1.2709189118554353e-07,0.01691544,500.0,100,-0.09921838738729717,0.001,0.016449304,-0.10537576257566597,37,-0.5333595578534909
0.00010053250955115932,-1.2709189118554353e-07,0.009113096,500.0,100,-0.09878448046575898,0.001,0.008870858,-0.08272992436884598,38,-0.41855179310652985
0.00014386451179127635,-1.2709189118554353e-07,0.007347602,500.0,100,-0.09834280352554967,0.001,0.007111964,-0.08155907979759613,39,-0.4125699938332311
0.00014614718604960902,-1.2709189118554353e-07,0.0122460695,500.0,100,-0.09809405862142132,0.001,0.012230092,-0.08839300736041589,40,-0.44753164168313114
0.00021165998015511625,-1.2709189118554353e-07,0.012835272,500.0,100,-0.09793056597702508,0.001,0.012616573,-0.09139086020117501,41,-0.46188339479761076
0.00014393150998401007,-1.2709189118554353e-07,0.010578126,500.0,100,-0.09727311963088683,0.001,0.010567015,-0.07031781943921912,42,-0.35546814463392507
0.00021490398791160274,-1.2709189118554353e-07,0.018871153,500.0,100,-0.0973640996832659,0.001,0.01714212,-0.10118526188318622,43,-0.5106641647735909
0.00028740748750208633,-1.2709189118554353e-07,0.018459143,500.0,100,-0.0973797985643069,0.001,0.0179843,-0.09805485044906963,44,-0.4958038484469273
0.0002442836328260965,-1.2709189118554353e-07,0.018661326,500.0,100,-0.09773764775560084,0.001,0.018531159,-0.11348301217253477,45,-0.5735031942538871
0.0001750070054580768,-1.2709189118554353e-07,0.010253412,500.0,100,-0.09705788309993717,0.001,0.009950435,-0.06646847359507191,46,-0.3360858759994351
0.00016849220839033348,-1.2709189118554353e-07,0.014573605,500.0,100,-0.09726477293042449,0.001,0.014564724,-0.10678170513284076,47,-0.5406864849967671
0.00015475779309294393,-1.2709189118554353e-07,0.012079191,500.0,100,-0.0972818141633802,0.001,0.0120756235,-0.09808275211229865,48,-0.4960158857870397
0.0003488589121798202,-1.2709189118554353e-07,0.017435376,500.0,100,-0.09735974409331376,0.001,0.017090365,-0.10110038073012516,49,-0.5104316480684957
0.000122518514718598,-1.2709189118554353e-07,0.006644071,500.0,100,-0.09695840656862836,0.001,0.0066260477,-0.07729286785904377,50,-0.3912373849986299
0.00011995901828809777,-1.2709189118554353e-07,0.012435111,500.0,100,-0.0967363314131329,0.001,0.01234091,-0.08563257363835934,51,-0.43289556885830577
