NatGrad2Norm,Iteration,AvgEpLen,ReturnMean,ReturnMax,StepSize,AvgRet,NatGradInftyNorm,VarJ,BatchSize,J
0.008472458,1,500.0,-0.0816148595520168,-4.408766883269136e-06,1.0,-0.4138476910531172,0.008456918,9.774722275883923e-05,100,-0.0816148595520168
0.007571625,2,500.0,-0.07941177553396722,-4.408766883269136e-06,1.0,-0.3907255790691358,0.007568654,9.630969842150316e-05,100,-0.07720869151591764
0.00843862,3,500.0,-0.07982861474675988,-4.408766883269136e-06,1.0,-0.4081730599413245,0.008233246,0.0001233773545183018,100,-0.08066229317234523
0.004718008,4,500.0,-0.07684045628122871,-3.4640831574572227e-07,1.0,-0.34246245144672594,0.004540287,7.504574528717027e-05,100,-0.06787598088463519
0.006041336,5,500.0,-0.07590403144627773,-3.4640831574572227e-07,1.0,-0.3641456551980394,0.0060403906,8.168968935052817e-05,100,-0.07215833210647378
0.009483277,6,500.0,-0.07822209334432242,-3.4640831574572227e-07,1.0,-0.45452683016231454,0.009396487,0.00011513227013085956,100,-0.08981240283454589
0.010711904,7,500.0,-0.07898073624017447,-3.4640831574572227e-07,1.0,-0.4215270017949665,0.010710089,0.0001759781512065396,100,-0.08353259361528682
0.0019686145,8,500.0,-0.07677604401980345,-3.4640831574572227e-07,1.0,-0.31025839532121996,0.0018832661,7.301438676856642e-05,100,-0.061343198477206234
0.011100558,9,500.0,-0.07604524583992463,-3.4640831574572227e-07,1.0,-0.35454109708683906,0.011091722,9.043699411038552e-05,100,-0.07019886040089399
0.00507653,10,500.0,-0.07465225006666719,-3.4640831574572227e-07,1.0,-0.31386346627356854,0.0045775464,7.819959225953421e-05,100,-0.06211528810735028
0.008618746,11,500.0,-0.07535235222987555,-3.4640831574572227e-07,1.0,-0.41617122114151256,0.008584218,0.00014056376639876286,100,-0.08235337386195919
0.0067879506,12,500.0,-0.07496381746244239,-3.4640831574572227e-07,1.0,-0.35665436489658214,0.006787814,8.378912681050727e-05,100,-0.07068993502067772
0.004491746,13,500.0,-0.07493261637617864,-3.4640831574572227e-07,1.0,-0.3769027539869106,0.0044036554,7.875847474842393e-05,100,-0.07455820334101353
0.0039805374,14,500.0,-0.07334583473861071,-3.4640831574572227e-07,1.0,-0.2666878548442211,0.0039794175,6.802412727256015e-05,100,-0.052717673450227764
0.002159915,15,500.0,-0.07271834953977276,-3.4640831574572227e-07,1.0,-0.3227313272812852,0.0021283189,5.809847187274033e-05,100,-0.0639335567560413
0.0024477278,16,500.0,-0.07267165982236963,-3.4640831574572227e-07,1.0,-0.36378210299061065,0.0017542947,8.774978572061631e-05,100,-0.07197131406132277
0.008337234,17,500.0,-0.07277695346941239,-3.4640831574572227e-07,1.0,-0.3764582103966781,0.00832107,0.00013325094886356561,100,-0.07446165182209653
0.00037077357,18,500.0,-0.07124458360672964,-3.4640831574572227e-07,1.0,-0.2279345001371524,0.00033032286,3.001703605058454e-05,100,-0.045194295941122675
0.005683407,19,500.0,-0.07071678429150847,-3.4640831574572227e-07,1.0,-0.3092840915053049,0.0053262296,9.797626166810927e-05,100,-0.06121639661752768
0.0025209906,20,500.0,-0.07031829076584162,-3.4640831574572227e-07,1.0,-0.31651310488971235,0.0021902565,6.383462930440718e-05,100,-0.0627469137781714
0.0055418434,21,500.0,-0.07017306826230225,-3.4640831574572227e-07,1.0,-0.3391064249287198,0.0055310125,8.237467239533023e-05,100,-0.0672686181915149
0.0026488092,22,500.0,-0.0700149106947584,-3.4640831574572227e-07,1.0,-0.3369703840398979,0.0025255026,9.084351492912181e-05,100,-0.06669360177633787
0.001557885,23,500.0,-0.06999945570146994,-3.4640831574572227e-07,1.0,-0.3513974086214668,0.0013180446,7.917455616667421e-05,100,-0.06965944584912358
0.0031438915,24,500.0,-0.0699616690564359,-3.4640831574572227e-07,1.0,-0.3489665145214167,0.0028508485,8.502355429585801e-05,100,-0.06909257622065278
0.0060838815,25,500.0,-0.06955927108058858,-3.4640831574572227e-07,1.0,-0.30232872414126766,0.0059370506,0.00013760046850749052,100,-0.05990171966025317
0.0006845831,26,500.0,-0.06962643522493328,-3.4640831574572227e-07,1.0,-0.3599760289775347,0.0005862189,9.697835391293118e-05,100,-0.07130553883355076
0.0030294617,27,500.0,-0.06960869123421648,-3.4640831574572227e-07,1.0,-0.34964084112962446,0.0028726591,6.2703456308091e-05,100,-0.06914734747557928
0.0038069477,28,500.0,-0.0698908993615279,-1.3285289906518968e-07,1.0,-0.3911873031722689,0.0029914894,0.0001691947194586617,100,-0.07751051879893658
0.0029433991,29,500.0,-0.06947143048725267,-1.3285289906518968e-07,1.0,-0.2908945942635205,0.0024351447,6.552037010444662e-05,100,-0.05772630200754628
0.0054483763,30,500.0,-0.06929013027460677,-1.3285289906518968e-07,1.0,-0.3227537632940539,0.004107034,8.640622020332047e-05,100,-0.0640324241078754
0.0015093052,31,500.0,-0.06889503456144215,-1.3285289906518968e-07,1.0,-0.28781640608612624,0.001286221,5.383506541658419e-05,100,-0.05704216316650352
0.00604329,32,500.0,-0.06885738468815841,-1.3285289906518968e-07,1.0,-0.3410298954365472,0.006037856,0.0001353317187061404,100,-0.06769023861636246
0.0058866297,33,500.0,-0.06899803703599944,-1.3285289906518968e-07,1.0,-0.3707096810092003,0.0049924823,0.00010230826626535748,100,-0.07349891216691225
