Iteration,J,ReturnMean,NatGradInftyNorm,ReturnMax,NatGrad2Norm,AvgRet,StepSize,AvgEpLen,VarJ,BatchSize
179,-0.08565951124246154,-0.06885989234192234,0.0019750148,-1.8919566708739726e-09,0.0020642062,-0.4326251356182638,0.1,500.0,0.00010379566549097124,100
180,-0.07662324130986133,-0.0689030220584109,0.0025301068,-1.8919566708739726e-09,0.0025892004,-0.3866790462664924,0.1,500.0,0.00012802207539776297,100
181,-0.07962282021139681,-0.06896224746257104,0.003126662,-1.8919566708739726e-09,0.0031512107,-0.4018693584196671,0.1,500.0,9.303790155308505e-05,100
182,-0.05876613357476437,-0.06890622485879189,0.0036109183,-1.8919566708739726e-09,0.0037621798,-0.2963933318204755,0.1,500.0,6.254436271158332e-05,100
183,-0.06285308586242233,-0.06887314759651664,0.003661868,-1.8919566708739726e-09,0.0039929324,-0.31710836039208995,0.1,500.0,8.379819585677496e-05,100
184,-0.0630142885988287,-0.0688413059715292,0.0038914084,-1.8919566708739726e-09,0.0054163192,-0.3186177059216634,0.1,500.0,7.565300131818184e-05,100
185,-0.054000487590978176,-0.06876108533163433,0.0031533928,-1.8919566708739726e-09,0.0033908747,-0.27289153543500094,0.1,500.0,4.6164153583274916e-05,100
186,-0.061536424951483405,-0.068722243071526,0.002758815,-1.8919566708739726e-09,0.003343139,-0.3109400275224856,0.1,500.0,7.36580950736382e-05,100
187,-0.054582869813085376,-0.06864663144982311,0.00405182,-1.8919566708739726e-09,0.004074596,-0.2751964300315522,0.1,500.0,0.00010580677268830888,100
188,-0.08144463331921506,-0.06871470592785178,0.0041553653,-1.8919566708739726e-09,0.004254512,-0.4115897306303716,0.1,500.0,0.00012016434324869468,100
189,-0.05007005025518966,-0.06861605695603876,0.0019572778,-1.8919566708739726e-09,0.002012694,-0.2530349498531505,0.1,500.0,4.062315037769124e-05,100
190,-0.05864356147441093,-0.0685635701377144,0.0027843975,-1.8919566708739726e-09,0.0038528796,-0.2962477601496604,0.1,500.0,6.935658177027409e-05,100
191,-0.06611777221635923,-0.06855076491299526,0.003331332,-1.8919566708739726e-09,0.0044632507,-0.3339668328179917,0.1,500.0,6.0446596785980846e-05,100
192,-0.07101878223516554,-0.06856361916988156,0.006548884,-1.8919566708739726e-09,0.0065934276,-0.35876826731424927,0.1,500.0,7.168281826983315e-05,100
193,-0.06375027546888956,-0.06853867956521321,0.001728862,-1.8919566708739726e-09,0.0020938346,-0.32176895101628167,0.1,500.0,7.515854127068948e-05,100
194,-0.05959204116498272,-0.06849256287242853,0.0060151117,-1.8919566708739726e-09,0.0061962535,-0.3002400084030671,0.1,500.0,0.00010552493115309761,100
195,-0.060094010562835365,-0.06844949337340497,0.000434697,-1.8919566708739726e-09,0.00059244386,-0.30339837812118853,0.1,500.0,5.435733015927311e-05,100
196,-0.07445625040275972,-0.0684801400929425,0.0040984834,-1.8919566708739726e-09,0.004412844,-0.37580751806641727,0.1,500.0,0.00016684451101018385,100
197,-0.05424269345395787,-0.06840786879020652,0.0026328107,-1.8919566708739726e-09,0.0029581748,-0.2740032331790759,0.1,500.0,5.735720730616151e-05,100
198,-0.07869390901674798,-0.06845981848832036,0.0024583552,-1.8919566708739726e-09,0.0025327685,-0.39733332849387665,0.1,500.0,7.943566617918053e-05,100
199,-0.06293374556866817,-0.06843204927766885,0.007999902,-1.8919566708739726e-09,0.007999911,-0.31793385668882324,0.1,500.0,0.00012099779518273637,100
200,-0.07280280488203945,-0.0684539030556907,0.008279914,-1.8919566708739726e-09,0.008322015,-0.367932605576245,0.1,500.0,0.00010892704759509465,100
201,-0.07935766886500346,-0.06850815064678181,0.0029713681,-1.8919566708739726e-09,0.0035082542,-0.4007789595296458,0.1,500.0,9.145557094392454e-05,100
202,-0.08054436008003242,-0.06856773584199594,0.0052423663,-1.8919566708739726e-09,0.006299819,-0.406498769679637,0.1,500.0,9.0002941392036e-05,100
203,-0.053959646581072204,-0.06849577481115394,0.0066751423,-1.8919566708739726e-09,0.0067786765,-0.2722909119678974,0.1,500.0,8.790146621118603e-05,100
204,-0.0697492739796696,-0.06850191941492118,0.00077905366,-1.8919566708739726e-09,0.0007795401,-0.3515135383049949,0.1,500.0,0.00016715651776407446,100
205,-0.0588977361907755,-0.06845506974065706,0.0029318598,-1.8919566708739726e-09,0.0039910176,-0.297408094913848,0.1,500.0,7.67759511559264e-05,100
206,-0.07955091249217984,-0.06850893305498482,0.008019465,-1.8919566708739726e-09,0.008035988,-0.40107287261375846,0.1,500.0,8.956589261087923e-05,100
207,-0.057733933225713054,-0.06845687991571298,0.004617413,-1.8919566708739726e-09,0.004618005,-0.29161153853097893,0.1,500.0,6.36371384505902e-05,100
208,-0.07022345429466385,-0.06846537306176563,0.0072973208,-1.8919566708739726e-09,0.0076336274,-0.35414474527006695,0.1,500.0,7.708787650784612e-05,100
209,-0.07199543794277169,-0.06848226332435418,0.0073531885,-1.8919566708739726e-09,0.008416586,-0.3630315859425832,0.1,500.0,9.639863102436473e-05,100
210,-0.05588470297174477,-0.0684222749417227,0.0016053374,-1.8919566708739726e-09,0.0017810913,-0.2824380375062972,0.1,500.0,7.026749572149303e-05,100
211,-0.06203852129341903,-0.06839202018509567,0.0015693535,-1.8919566708739726e-09,0.001575523,-0.31307549753401137,0.1,500.0,6.398849002575904e-05,100
212,-0.05461526587799396,-0.06832703549496784,0.0035044628,-1.8919566708739726e-09,0.0036263284,-0.27536583447344953,0.1,500.0,7.997030360372115e-05,100
213,-0.07192028797790663,-0.06834390522493469,0.0024876625,-1.8919566708739726e-09,0.0030482693,-0.363104346908391,0.1,500.0,0.00010465141934769616,100
214,-0.05852802265469081,-0.06829803661479336,0.003779091,-1.8919566708739726e-09,0.004135788,-0.2953432431645143,0.1,500.0,5.092097248802595e-05,100
215,-0.055982468378433695,-0.0682407549020661,0.0030097251,-1.8919566708739726e-09,0.0030489597,-0.2829817072371205,0.1,500.0,5.179554475022562e-05,100
216,-0.04840259162144396,-0.0681489115535447,0.00048013072,-1.8919566708739726e-09,0.00048557218,-0.24433278113688753,0.1,500.0,3.372529419259731e-05,100
217,-0.05617357433086956,-0.06809372566772594,0.0025054568,-1.8919566708739726e-09,0.0025308072,-0.2834915956170272,0.1,500.0,6.752705754269756e-05,100
218,-0.07539427512811764,-0.06812721442671854,0.0014804115,-1.8919566708739726e-09,0.0015047385,-0.3804548555937378,0.1,500.0,7.878078365688044e-05,100
219,-0.06035394052285687,-0.06809172002533105,0.0015332137,-1.8919566708739726e-09,0.002019308,-0.30486975374494113,0.1,500.0,6.97241713233977e-05,100
220,-0.0628495336920584,-0.06806789190563435,0.00078256807,-1.8919566708739726e-09,0.0008873407,-0.3174069362959332,0.1,500.0,8.325479364795989e-05,100
221,-0.05844865453675145,-0.06802436594468919,0.0017910525,-1.8919566708739726e-09,0.001866409,-0.294864673481847,0.1,500.0,7.414996781395957e-05,100
222,-0.05998476519184387,-0.06798815152688358,0.0029251936,-1.8919566708739726e-09,0.0032901156,-0.3021744698850812,0.1,500.0,6.131634251141498e-05,100
223,-0.06505192226514953,-0.06797498457952154,0.00040210356,-1.8919566708739726e-09,0.00051726145,-0.32866272176347733,0.1,500.0,8.725541186689742e-05,100
224,-0.059610328007322216,-0.06793764236268136,0.0026928727,-1.8919566708739726e-09,0.0032036845,-0.30099914925467675,0.1,500.0,6.638789670070796e-05,100
225,-0.05321295953953415,-0.06787219932791183,0.0031509323,-1.8919566708739726e-09,0.0035067522,-0.2687743360350702,0.1,500.0,4.7252200382796986e-05,100
226,-0.051333073107074724,-0.06779901735348334,0.0022843287,-1.8919566708739726e-09,0.0022866356,-0.2591039686106062,0.1,500.0,6.308848993110006e-05,100
227,-0.06482380694231099,-0.06778591069968963,0.0011654267,-1.8919566708739726e-09,0.0016469813,-0.3268796424512872,0.1,500.0,7.628330794560749e-05,100
228,-0.05489608006525113,-0.06772937635480174,0.0014804137,-1.8919566708739726e-09,0.0020447578,-0.27673249923350085,0.1,500.0,4.888448370398305e-05,100
229,-0.06367061823129626,-0.06771165252020128,0.0018955067,-1.8919566708739726e-09,0.0020344646,-0.3211331645546354,0.1,500.0,6.800712228895847e-05,100
230,-0.06345770335569952,-0.06769315708905127,0.0025783584,-1.8919566708739726e-09,0.0025899087,-0.32037491291247855,0.1,500.0,6.873473767742776e-05,100
231,-0.057731667864392974,-0.06765003375907438,0.0049651014,-1.8919566708739726e-09,0.0059690136,-0.29150025356479153,0.1,500.0,6.175051301078297e-05,100
232,-0.05842757417857995,-0.06761028177812399,0.0009294129,-1.8919566708739726e-09,0.0009294333,-0.2947580114447653,0.1,500.0,5.0533209474921864e-05,100
233,-0.06256652967089649,-0.06758863477337194,0.0024056516,-1.8919566708739726e-09,0.002408701,-0.31570748986566116,0.1,500.0,8.591327570805718e-05,100
234,-0.0717423766697119,-0.06760638580711699,0.0015450723,-1.8919566708739726e-09,0.0015844781,-0.36209581677657704,0.1,500.0,7.930475705587797e-05,100
235,-0.07371808297585432,-0.06763239302911161,0.0019150381,-1.8919566708739726e-09,0.0019205192,-0.3720207043684788,0.1,500.0,7.310490236224811e-05,100
236,-0.04376586859620005,-0.06753126368829418,0.0009623251,-1.8919566708739726e-09,0.0012976833,-0.22102364921070358,0.1,500.0,3.082792169042472e-05,100
237,-0.0729097370746469,-0.06755395766882732,0.0024968784,-1.8919566708739726e-09,0.0028193253,-0.36785406262560033,0.1,500.0,0.00010411260499790049,100
238,-0.06681382410251568,-0.06755084786392686,0.0026119463,-1.8919566708739726e-09,0.002699227,-0.3375778725390163,0.1,500.0,0.0001032994853572067,100
239,-0.05526517644312462,-0.06749944338099463,0.0047636307,-1.8919566708739726e-09,0.0047866907,-0.27892474522705263,0.1,500.0,8.138628760363184e-05,100
240,-0.06851695589535228,-0.06750368301647111,0.0046777893,-1.8919566708739726e-09,0.0048945528,-0.3456378624431809,0.1,500.0,7.688085786916414e-05,100
241,-0.06687044477868008,-0.06750105547191597,0.0055319825,-1.8919566708739726e-09,0.006063296,-0.33771146304848626,0.1,500.0,7.972438060601041e-05,100
242,-0.051094150001093845,-0.06743325834187125,0.004427279,-1.8919566708739726e-09,0.0049921763,-0.25774104564338063,0.1,500.0,4.930354543939642e-05,100
243,-0.08229725621220449,-0.06749442705738702,0.00789014,-1.8919566708739726e-09,0.007895302,-0.4151495237446565,0.1,500.0,0.0001209763636939377,100
244,-0.050936323141019396,-0.06742656597576256,0.0014257055,-1.8919566708739726e-09,0.0014257843,-0.25694974401227966,0.1,500.0,4.159115270187349e-05,100
245,-0.07165859893641945,-0.06744383957968361,0.011957469,-1.8919566708739726e-09,0.012099664,-0.36195454736726274,0.1,500.0,9.747885041821006e-05,100
246,-0.05585187275269951,-0.06739671776331377,0.0014022493,-1.8919566708739726e-09,0.0018255323,-0.28172949592900715,0.1,500.0,3.8919390543209424e-05,100
247,-0.05219840072575384,-0.06733518611538843,0.0007544167,-1.8919566708739726e-09,0.00091943576,-0.2637246260070407,0.1,500.0,4.715412259436561e-05,100
248,-0.050012990071942036,-0.0672653385506971,0.002835099,-1.8919566708739726e-09,0.0029697174,-0.25237985017661796,0.1,500.0,3.248772263596073e-05,100
249,-0.053179823141912455,-0.06720877021572207,0.0020052798,-1.8919566708739726e-09,0.0021131022,-0.26841464114431307,0.1,500.0,5.552340942103199e-05,100
250,-0.06577316464100393,-0.06720302779342319,0.0060651125,-1.8919566708739726e-09,0.0062462864,-0.3314904496406428,0.1,500.0,8.554770285793144e-05,100
251,-0.049305678993206106,-0.06713172361493627,0.003002171,-1.8919566708739726e-09,0.003164818,-0.2493853933027334,0.1,500.0,5.348470654024098e-05,100
252,-0.05654987357275647,-0.06708973214651492,0.0022708029,-1.8919566708739726e-09,0.0025255673,-0.28521326088923576,0.1,500.0,5.056315623764998e-05,100
253,-0.06393965565197696,-0.0670772812512796,0.0024084863,-1.8919566708739726e-09,0.002698335,-0.32296521636051856,0.1,500.0,6.873158091244676e-05,100
254,-0.05699234499632288,-0.06703757677783488,0.0069691315,-1.8919566708739726e-09,0.0070608384,-0.28779866378142444,0.1,500.0,9.583100250317307e-05,100
255,-0.060577259409409924,-0.0670122421999195,0.002946705,-1.8919566708739726e-09,0.0035273167,-0.30566835640683454,0.1,500.0,7.141929340117394e-05,100
256,-0.056668814488064004,-0.06697183818542006,0.0022080329,-1.8919566708739726e-09,0.0025520553,-0.28615652762920335,0.1,500.0,8.87760946364383e-05,100
257,-0.058276917654136874,-0.06693800580981195,0.0047319755,-1.8919566708739726e-09,0.004981784,-0.2941039939917946,0.1,500.0,6.716733372352885e-05,100
258,-0.05437920672574391,-0.06688932829398223,0.00069262047,-1.8919566708739726e-09,0.0007617575,-0.2744577791807536,0.1,500.0,4.9983383592252274e-05,100
259,-0.0494955843528006,-0.06682217098146802,0.0018309733,-1.8919566708739726e-09,0.0018747653,-0.24975499459122702,0.1,500.0,4.8466853662403265e-05,100
260,-0.06171620827182544,-0.06680253266335401,0.0059342296,-1.8919566708739726e-09,0.0060340418,-0.3111623321936215,0.1,500.0,8.67117062282753e-05,100
261,-0.05510084128132427,-0.06675769859675619,0.0013362045,-1.8919566708739726e-09,0.0018751234,-0.27829919210205156,0.1,500.0,5.807293580854223e-05,100
262,-0.05751243109048113,-0.06672241131619788,0.0031907614,-1.8919566708739726e-09,0.003543336,-0.29005594224828646,0.1,500.0,6.651814084246841e-05,100
263,-0.04656562186648991,-0.06664576953121801,0.001846865,-1.8919566708739726e-09,0.0019303886,-0.23501866907131166,0.1,500.0,3.388894654931146e-05,100
264,-0.0491927611555051,-0.06657965965100697,0.0025445626,-1.8919566708739726e-09,0.002860133,-0.24850891230001473,0.1,500.0,4.401521875366252e-05,100
265,-0.06060301611352867,-0.06655710627916743,0.004952153,-1.8919566708739726e-09,0.004954452,-0.30589428249973827,0.1,500.0,8.244866067535119e-05,100
266,-0.06747219970364228,-0.06656054648001132,0.0032171065,-1.8919566708739726e-09,0.0036442368,-0.3409383060838277,0.1,500.0,0.0001073878090822209,100
267,-0.05779834660966867,-0.06652772925203251,0.0027818398,-1.8919566708739726e-09,0.002782226,-0.29186847226435264,0.1,500.0,8.018158240660895e-05,100
268,-0.061389737388618595,-0.06650855764060187,0.0005292537,-1.8919566708739726e-09,0.0005321325,-0.3098365559215532,0.1,500.0,9.222562003497992e-05,100
269,-0.06853846860538527,-0.06651610377801741,0.0040132226,-1.8919566708739726e-09,0.004495346,-0.3462770870055275,0.1,500.0,7.539642397895364e-05,100
270,-0.0637059616626192,-0.06650569584425668,0.0010311223,-1.8919566708739726e-09,0.0012870486,-0.321360197360224,0.1,500.0,9.52245450094702e-05,100
271,-0.07268226046770282,-0.0665284875956347,0.001969422,-1.8919566708739726e-09,0.0020281468,-0.3668047228761376,0.1,500.0,0.00012735037114387053,100
272,-0.0557531258398554,-0.066488872295062,0.006636377,-1.8919566708739726e-09,0.0068245227,-0.281139888424525,0.1,500.0,5.593318518245077e-05,100
273,-0.08415975834238087,-0.06655360081538185,0.003077781,-1.8919566708739726e-09,0.0036769898,-0.42479570537348393,0.1,500.0,0.00011823595174606887,100
274,-0.051757338422406436,-0.06649959985774324,0.0012482627,-1.8919566708739726e-09,0.0015867638,-0.26102840752213974,0.1,500.0,5.6965621799244934e-05,100
275,-0.0625795897045394,-0.06648534527536797,0.0008137267,-1.8919566708739726e-09,0.0008522289,-0.31634243998530587,0.1,500.0,9.720964661703838e-05,100
276,-0.061200639394830184,-0.06646619779029354,0.0026250388,-1.8919566708739726e-09,0.0030593972,-0.3089354498945013,0.1,500.0,6.823409029423582e-05,100
277,-0.06205829118500986,-0.06645028477005786,0.00046678176,-1.8919566708739726e-09,0.00064241746,-0.3130839077770017,0.1,500.0,8.429525186076909e-05,100
278,-0.05972329893729488,-0.06642608697929253,0.0041025057,-1.8919566708739726e-09,0.004957576,-0.3012893835147352,0.1,500.0,7.078749948247052e-05,100
279,-0.0796523796402069,-0.06647349304617753,0.0016661156,-1.8919566708739726e-09,0.0023480402,-0.4025770754706475,0.1,500.0,0.00010767585188090246,100
280,-0.04982109739439551,-0.06641402020456402,0.0015847735,-1.8919566708739726e-09,0.0015886232,-0.251291586106891,0.1,500.0,7.380886921016838e-05,100
281,-0.05407358135336066,-0.06637010405206864,0.00328138,-1.8919566708739726e-09,0.003445741,-0.2728752909908407,0.1,500.0,2.8001579757355793e-05,100
282,-0.06424987355947423,-0.06636258550422255,0.0048093656,-1.8919566708739726e-09,0.0048950794,-0.3239226963152217,0.1,500.0,0.00011334968431561359,100
283,-0.058711894676542815,-0.0663355512610152,0.003919602,-1.8919566708739726e-09,0.0039939373,-0.29664403874818523,0.1,500.0,0.00013217201726332638,100
284,-0.07133739833870356,-0.0663531633986127,0.00476011,-1.8919566708739726e-09,0.004835817,-0.35978849281098946,0.1,500.0,0.00010045585872528844,100
285,-0.06504550253169898,-0.06634857511486915,0.004060704,-1.8919566708739726e-09,0.0042180438,-0.32826161567168277,0.1,500.0,9.36830748377386e-05,100
286,-0.0658655015665836,-0.0663468860465185,0.0021004423,-1.8919566708739726e-09,0.0025626337,-0.33241390310462476,0.1,500.0,7.906423149718825e-05,100
287,-0.057124360334982145,-0.0663147518105898,0.0017208591,-1.8919566708739726e-09,0.0019099924,-0.2882834294628742,0.1,500.0,4.342057045346617e-05,100
288,-0.06882555561802715,-0.06632346987936562,0.005909736,-1.8919566708739726e-09,0.006220108,-0.34779686946613725,0.1,500.0,0.00011543222536163172,100
289,-0.060084047991237295,-0.066301880184251,0.0020090044,-1.8919566708739726e-09,0.0020274606,-0.3033619489170305,0.1,500.0,7.869748008927814e-05,100
290,-0.045375727072942,-0.0662297210355913,0.0025947653,-1.8919566708739726e-09,0.0032571768,-0.22934871616270655,0.1,500.0,5.0275162515142046e-05,100
291,-0.056935797904298306,-0.06619778315541504,0.0013120417,-1.8919566708739726e-09,0.0013188082,-0.2874905544778514,0.1,500.0,5.476337793838622e-05,100
292,-0.06593818232028469,-0.06619689411145911,0.0041619083,-1.8919566708739726e-09,0.004214826,-0.3324806197360802,0.1,500.0,0.00010494151721286638,100
293,-0.05467850676051107,-0.06615758220923745,0.002561256,-1.8919566708739726e-09,0.002599241,-0.2755665609600408,0.1,500.0,4.989275844168889e-05,100
294,-0.04509885591301204,-0.06608595388850198,0.0029362342,-1.8919566708739726e-09,0.0035133127,-0.2275261545328263,0.1,500.0,3.4133043560959385e-05,100
295,-0.0435020595763693,-0.06600939831456255,0.0017821746,-1.8919566708739726e-09,0.0020221134,-0.21943279614839178,0.1,500.0,3.381875763717719e-05,100
296,-0.0650697840023424,-0.06600622394188613,0.0013390365,-1.8919566708739726e-09,0.0016324577,-0.32823864468433395,0.1,500.0,0.00012095891278491774,100
297,-0.06288156385797933,-0.06599570320086288,0.00717667,-1.8919566708739726e-09,0.007177563,-0.316904644371089,0.1,500.0,9.225728205985003e-05,100
298,-0.059370217161853096,-0.06597347002623533,0.0034290194,-1.8919566708739726e-09,0.003691566,-0.29998507053813833,0.1,500.0,0.00010612676815217173,100
299,-0.04930076006275339,-0.06591770845445111,0.0021402894,-1.8919566708739726e-09,0.0021406391,-0.24912762789626103,0.1,500.0,4.806245232333284e-05,100
300,-0.07069359496681281,-0.06593362807615899,0.0007006922,-1.8919566708739726e-09,0.0007052465,-0.3567389706769901,0.1,500.0,0.00011174762858547126,100
301,-0.05539457809861309,-0.06589861462108408,0.0025527677,-1.8919566708739726e-09,0.003151256,-0.27948620119268996,0.1,500.0,4.430284812859671e-05,100
302,-0.06075927215456806,-0.0658815969307976,0.0033930114,-1.8919566708739726e-09,0.004554546,-0.3063757960138133,0.1,500.0,4.71634574173674e-05,100
303,-0.0455739917214406,-0.06581457513142679,0.0023099335,-1.8919566708739726e-09,0.002891643,-0.22996663520444824,0.1,500.0,3.4015287414292485e-05,100
304,-0.06751905067258085,-0.0658201819588648,0.0015278016,-1.8919566708739726e-09,0.0017047742,-0.34056118187770723,0.1,500.0,6.761326342714734e-05,100
305,-0.06369973501228744,-0.06581322967379405,0.0018325389,-1.8919566708739726e-09,0.0019023005,-0.32137640984670507,0.1,500.0,0.0001280968666182782,100
306,-0.05996208955647762,-0.06579410830086165,0.0018316167,-1.8919566708739726e-09,0.0018762766,-0.3027932095579126,0.1,500.0,6.204369395355394e-05,100
307,-0.04934273335501386,-0.06574052076032143,0.0036667248,-1.8919566708739726e-09,0.0037001965,-0.24898194228934836,0.1,500.0,2.945070806581484e-05,100
308,-0.06117240202912904,-0.06572568920599937,0.0030464197,-1.8919566708739726e-09,0.003046486,-0.30882253058357473,0.1,500.0,5.760995381458731e-05,100
309,-0.054560808353679165,-0.06568955690550643,0.003298694,-1.8919566708739726e-09,0.0033044526,-0.2755075646175455,0.1,500.0,8.884038185570145e-05,100
310,-0.05899923114239028,-0.06566797520949637,0.0017624892,-1.8919566708739726e-09,0.0017683094,-0.29767620237456677,0.1,500.0,5.527035834892424e-05,100
311,-0.05643900633408694,-0.06563830006841788,0.0017729267,-1.8919566708739726e-09,0.0017760088,-0.2853939466273635,0.1,500.0,5.7114990357533986e-05,100
312,-0.04931413902895217,-0.06558597903944524,0.0021302432,-1.8919566708739726e-09,0.0021663175,-0.24930085669266486,0.1,500.0,4.704433118452301e-05,100
313,-0.052576969415907095,-0.06554441670837963,0.0036766871,-1.8919566708739726e-09,0.0036812292,-0.2655679850418775,0.1,500.0,4.925831244732127e-05,100
314,-0.06451006620036825,-0.0655411225984815,0.008557586,-1.8919566708739726e-09,0.008595192,-0.3255161551381325,0.1,500.0,9.179843019159031e-05,100
315,-0.058361628465492955,-0.06551833055361486,0.0033499796,-1.8919566708739726e-09,0.0038947621,-0.29466081848410125,0.1,500.0,7.65084614845008e-05,100
316,-0.053837860778411406,-0.06548136704166801,0.008575214,-1.8919566708739726e-09,0.008576603,-0.2718555809134272,0.1,500.0,9.901733792464727e-05,100
317,-0.06509764622451861,-0.06548015656590414,0.0013470451,-1.8919566708739726e-09,0.0014582054,-0.32850415103890124,0.1,500.0,8.776629119782607e-05,100
318,-0.0769831347155884,-0.0655163294531673,0.0036203812,-1.8919566708739726e-09,0.0043241614,-0.3881734058076924,0.1,500.0,9.447523632402367e-05,100
319,-0.07200399947157253,-0.06553666697673598,0.008523469,-1.8919566708739726e-09,0.008562106,-0.36268172637968155,0.1,500.0,7.773465761100216e-05,100
320,-0.06938881881256953,-0.06554870495122295,0.0022505303,-1.8919566708739726e-09,0.002450377,-0.349998778392936,0.1,500.0,0.00012960002525429223,100
321,-0.05200642196080976,-0.06550651715374502,0.0033836016,-1.8919566708739726e-09,0.0034200533,-0.26221377348616015,0.1,500.0,5.938362832146338e-05,100
322,-0.06941850332768804,-0.06551866617912994,0.010926271,-1.8919566708739726e-09,0.011099385,-0.3501551062558643,0.1,500.0,9.136296244110538e-05,100
323,-0.07135118455946325,-0.06553672351157679,0.0049359608,-1.8919566708739726e-09,0.00509335,-0.3601693181096739,0.1,500.0,8.175466553503857e-05,100
324,-0.04753244662337694,-0.06548115475574902,0.002721636,-1.8919566708739726e-09,0.0028676814,-0.2399837916283588,0.1,500.0,4.756106290536271e-05,100
325,-0.06306805030335907,-0.06547372981897243,0.0072126393,-1.8919566708739726e-09,0.007591401,-0.3178836599153292,0.1,500.0,0.0001402091178455306,100
326,-0.05894047221595545,-0.06545368915147852,0.0033418704,-1.8919566708739726e-09,0.0033998627,-0.2974250977255111,0.1,500.0,7.946195483968169e-05,100
327,-0.07563040309027576,-0.06548481060083264,0.0010547579,-1.8919566708739726e-09,0.0012542154,-0.38174184212575574,0.1,500.0,0.0001271503064731683,100
328,-0.06389772895575478,-0.06547997193728056,0.002530781,-1.8919566708739726e-09,0.00257264,-0.32270536631984675,0.1,500.0,8.137349724532622e-05,100
329,-0.05167423289449718,-0.06543800920462772,0.0031172768,-1.8919566708739726e-09,0.0031987627,-0.26077332561534805,0.1,500.0,5.4767721404963963e-05,100
330,-0.0792324737265678,-0.06547981061226997,0.003470673,-1.8919566708739726e-09,0.003960525,-0.39988648360668777,0.1,500.0,7.555156088851452e-05,100
331,-0.044266167360711386,-0.06541572105561873,0.0012736899,-1.8919566708739726e-09,0.0014981643,-0.22338835036882565,0.1,500.0,3.9722227216507176e-05,100
332,-0.06160386001110545,-0.06540423954644851,0.00071516994,-1.8919566708739726e-09,0.0007525382,-0.31077940740540755,0.1,500.0,8.894527375906596e-05,100
333,-0.06486471479956467,-0.06540261935201343,0.0007848989,-1.8919566708739726e-09,0.0008065287,-0.3273571612681196,0.1,500.0,7.903820069933433e-05,100
334,-0.05177849976975807,-0.06536182857482103,0.0011224081,-1.8919566708739726e-09,0.0014258896,-0.2614956374917081,0.1,500.0,5.7480236356465926e-05,100
335,-0.07308779683174764,-0.06538489116663276,0.002234232,-1.8919566708739726e-09,0.0026616643,-0.3692324895571432,0.1,500.0,0.00012703258399494996,100
336,-0.0756766757763011,-0.06541552147797106,0.0042512533,-1.8919566708739726e-09,0.004261414,-0.3826253795479584,0.1,500.0,0.00010655977376233888,100
337,-0.05964869703899156,-0.06539840923927973,0.0040250453,-1.8919566708739726e-09,0.0040423684,-0.3010097263574358,0.1,500.0,6.635002328814118e-05,100
338,-0.0635724608097887,-0.06539300702499129,0.009852504,-1.8919566708739726e-09,0.010178418,-0.3208508783933636,0.1,500.0,0.00012101165429936344,100
339,-0.058288161823481656,-0.06537204877955911,0.005785698,-1.8919566708739726e-09,0.0057861027,-0.29364859818753924,0.1,500.0,6.485832265076585e-05,100
340,-0.06465426390296355,-0.06536993764756913,0.0039700693,-1.8919566708739726e-09,0.0042825127,-0.3262878925887447,0.1,500.0,9.693198513527586e-05,100
341,-0.04353157848582362,-0.0653058955385904,0.00018480013,-1.8919566708739726e-09,0.00021721593,-0.2198824895436201,0.1,500.0,2.3324105934270696e-05,100
342,-0.05859579524233172,-0.06528627536228554,0.0013747877,-1.8919566708739726e-09,0.001383832,-0.29552252335448714,0.1,500.0,6.46949185906339e-05,100
343,-0.059349177636707544,-0.06526896603947045,0.0014096411,-1.8919566708739726e-09,0.0019810635,-0.2995428878746717,0.1,500.0,7.496489654775355e-05,100
344,-0.05031664742093585,-0.06522549999697472,0.0041056033,-1.8919566708739726e-09,0.0042482466,-0.25353016339549994,0.1,500.0,4.56278944248662e-05,100
345,-0.047177422628927636,-0.06517318672924124,0.0065972903,-1.8919566708739726e-09,0.0067110574,-0.23779867163518978,0.1,500.0,8.201461795848852e-05,100
346,-0.051676863917032786,-0.06513418001591116,0.0029093004,-1.8919566708739726e-09,0.003224739,-0.2611273509875119,0.1,500.0,6.035637589580053e-05,100
347,-0.05911887405475241,-0.06511684484023059,0.003686062,-1.8919566708739726e-09,0.004125759,-0.2985765921614643,0.1,500.0,5.622444307946141e-05,100
348,-0.06341808533189958,-0.06511196334739056,0.003099398,-1.8919566708739726e-09,0.0037411547,-0.3199550498807072,0.1,500.0,8.973774645114628e-05,100
349,-0.05522823288782015,-0.06508364320280725,0.0027398954,-1.8919566708739726e-09,0.00359274,-0.2787906692204112,0.1,500.0,9.50565068275168e-05,100
350,-0.047830762778719504,-0.06503434925873844,0.0019997102,-1.8919566708739726e-09,0.0021804783,-0.24162112984109974,0.1,500.0,3.7729704805170956e-05,100
351,-0.05062902110642873,-0.06499330843779169,0.0020277586,-1.8919566708739726e-09,0.002729242,-0.25554447761109494,0.1,500.0,5.1246055971651634e-05,100
352,-0.07403288156313174,-0.0650189890432614,0.0022756874,-1.8919566708739726e-09,0.0023797047,-0.37410363739109553,0.1,500.0,7.971251361075997e-05,100
353,-0.046168268361637496,-0.06496558756824264,0.0038279442,-1.8919566708739726e-09,0.0038279707,-0.23288456464131838,0.1,500.0,4.368060089661968e-05,100
