IWMax,IWFirstEpisode,TimestepsSoFar,ReturnMin,BoundBonus,InvPendulum_std3_higher,InvPendulum_std0_higher,GridSize,IWLastEpisode,MinEpLen,DenMISEMeanLog,InvPendulum_mu3_higher,AvgEpLen,Regret/t,InvPendulum_std2_higher,ReturnMax,NumTrajectories,Delta,DenMISELogLast,InvPendulum_mu1_higher,ReturnLastEpisode,InvPendulum_mu0_higher,BoundMISE,Bound,DenMISELogFirst,ActionIn1,InvPendulum_std1_higher,NumTrainableParams,Iteration,ReturnAbsMax,IWMin,InvPendulum_mu2_higher,TimeElapsed,IWMean,Regret,ReturnMean
1.8613706,,123961,-580.3206,528637440.0,0.01,0.01,2401,,11,5.2109,-0.06666667,66.53837895866882,146.00694,0.01,82.20315,1863,1.4584207e-11,5.3143454,0.06666667,-130.8373,-0.13333334,-0.12132756,528637440.0,6.2510138,-0.19816916,0.01,,1863,580.3206,,-0.06666667,20823.004286527634,0.0010516754,272010.94,-141.00694
0.18610057,,123994,-580.3206,528648800.0,0.01,0.01,2401,7.557445e-38,11,5.210486,0.06666667,66.52038626609442,145.99704,0.01,82.20315,1864,1.4568563e-11,5.436097,0.06666667,-122.52712,-0.13333334,-0.011991957,528648800.0,6.2504773,-0.06476058,0.01,,1864,580.3206,,-0.06666667,20837.159631490707,9.986125e-05,272138.47,-140.99704
16.950308,,124026,-580.3206,528660220.0,0.01,0.01,2401,,11,5.211001,-0.06666667,66.50187667560321,145.98761,0.01,82.20315,1865,1.4552944e-11,7.17127,0.06666667,-123.438034,-0.13333334,-1.2298582,528660220.0,6.249941,-0.10161927,0.01,,1865,580.3206,,0.06666667,20850.40409898758,0.009088649,272266.9,-140.98761
0.044489775,,124096,-580.3206,528671520.0,0.01,0.01,2401,,11,5.209829,0.06666667,66.50375133976421,145.98883,0.01,82.20315,1866,1.453735e-11,4.014992,0.06666667,-143.25047,-0.13333334,-0.004247108,528671520.0,6.249405,0.082870856,0.01,,1866,580.3206,,0.06666667,20863.839136600494,3.0024477e-05,272415.16,-140.98883
0.010968239,,124148,-580.3206,528682880.0,0.01,0.01,2401,,11,5.209524,-0.06666667,66.49598286020354,145.9909,0.01,82.20315,1867,1.45217805e-11,5.6401396,0.06666667,-144.87433,-0.06666667,-0.0006353102,528682880.0,6.248869,-0.22220007,0.01,,1867,580.3206,,-0.13333334,20877.388103961945,5.9109416e-06,272565.03,-140.9909
0.06656884,,124170,-580.3206,528694200.0,0.01,0.01,2401,,11,5.208809,0.06666667,66.47216274089936,145.9738,0.01,82.20315,1868,1.45062365e-11,4.873946,0.06666667,-109.04651,-0.06666667,-0.006195751,528694200.0,6.2483335,-0.05659537,0.01,,1868,580.3206,,-0.13333334,20891.123603105545,5.3425716e-05,272679.06,-140.9738
0.058731865,,124197,-580.3206,528705570.0,0.01,0.01,2401,,11,5.208665,-0.06666667,66.45104333868379,145.96234,0.01,82.20315,1869,1.44907185e-11,5.939022,0.06666667,-119.55093,-0.06666667,-0.0044217007,528705570.0,6.2477984,0.064319395,0.01,,1869,580.3206,,0.13333334,20904.335379362106,3.872724e-05,272803.62,-140.96234
0.0022201366,,124218,-580.3206,528716860.0,0.01,0.01,2401,3.5290395e-35,11,5.2077985,0.06666667,66.42673796791443,145.95003,0.01,82.20315,1870,1.4475225e-11,4.589536,0.06666667,-117.95471,-0.06666667,-0.00013614821,528716860.0,6.2472634,0.19551288,0.01,,1870,580.3206,,0.13333334,20917.607566833496,1.2375901e-06,272926.56,-140.95003
0.10925311,,124243,-580.3206,528728260.0,0.01,0.01,2401,,11,5.2078547,-0.06666667,66.40459647247461,145.93843,0.01,82.20315,1871,1.4459755e-11,6.311846,0.06666667,-119.24149,0.06666667,-0.007495779,528728260.0,6.246729,-0.08206806,0.01,,1871,580.3206,,-0.13333334,20930.550061941147,6.433515e-05,273050.8,-140.93843
0.12504193,,124261,-580.3206,528739500.0,0.01,0.01,2401,,11,5.2073097,0.06666667,66.37873931623932,145.92352,0.01,82.20315,1872,1.4444311e-11,5.188769,0.06666667,-113.006935,0.06666667,-0.008337274,528739500.0,6.2461944,0.06522321,0.01,,1872,580.3206,,-0.13333334,20943.839730739594,6.696796e-05,273168.84,-140.92352
0.0427167,,124292,-580.3206,528750820.0,0.01,0.01,2401,,11,5.206221,0.06666667,66.35985050720768,145.91345,0.01,82.20315,1873,1.44288895e-11,4.165423,0.06666667,-122.05525,0.06666667,-0.0032480026,528750820.0,6.2456603,0.3191924,0.01,,1873,580.3206,,0.13333334,20958.87488603592,2.589381e-05,273295.9,-140.91345
0.8446928,,124317,-580.3206,528762180.0,0.01,0.01,2401,,11,5.205369,-0.06666667,66.33778014941302,145.90282,0.01,82.20315,1874,1.4413496e-11,4.6104975,0.06666667,-120.97503,0.13333334,-0.06283552,528762180.0,6.2451267,0.059448928,0.01,,1874,580.3206,,-0.06666667,20972.925298929214,0.0004985135,273421.88,-140.90282
0.020223796,,124330,-580.3206,528773440.0,0.01,0.01,2401,,11,5.2046514,0.06666667,66.30933333333333,145.88391,0.01,82.20315,1875,1.4398127e-11,4.857569,0.06666667,-105.4702,0.13333334,-0.0018833466,528773440.0,6.244593,0.21520346,0.01,,1875,580.3206,,-0.06666667,20987.46772003174,1.4234372e-05,273532.34,-140.88391
0.0028560506,,124371,-580.3206,528784740.0,0.01,0.01,2401,,11,5.2038465,-0.06666667,66.29584221748401,145.88225,0.01,82.20315,1876,1.438278e-11,4.6963067,0.06666667,-137.73938,0.13333334,-0.00020137012,528784740.0,6.24406,0.2011247,0.01,,1876,580.3206,,0.06666667,21002.371782302856,1.531979e-06,273675.1,-140.88225
0.00024862654,,124395,-580.3206,528796060.0,0.01,0.01,2401,,11,5.204014,0.06666667,66.27330847096431,145.87032,0.01,82.20315,1877,1.4367458e-11,6.5161,0.06666667,-118.51485,0.13333334,-1.9335526e-05,528796060.0,6.2435274,0.33903414,0.01,,1877,580.3206,,0.06666667,21016.70151901245,1.4164185e-07,273798.6,-140.87032
0.8066555,,124413,-580.3206,528807360.0,0.01,0.01,2401,,11,5.203469,-0.06666667,66.24760383386581,145.85623,0.01,82.20315,1878,1.4352162e-11,5.1814475,0.13333334,-114.39296,-0.06666667,-0.049961593,528807360.0,6.242995,-0.087067276,0.01,,1878,580.3206,,-0.06666667,21030.48268699646,0.00044987453,273918.0,-140.85623
0.106427036,,124438,-580.3206,528818600.0,0.01,0.01,2401,2.9268025e-36,11,5.203621,0.06666667,66.22565194252262,145.83914,0.01,82.20315,1879,1.4336889e-11,6.4892797,0.13333334,-108.74338,-0.06666667,-0.006536566,528818600.0,6.242462,0.013912372,0.01,,1879,580.3206,,-0.06666667,21043.956934452057,5.8877908e-05,274031.75,-140.83914
0.4767523,,124454,-580.3206,528829860.0,0.01,0.01,2401,,11,5.2019615,-0.06666667,66.19893617021276,145.82257,0.01,82.20315,1880,1.4321641e-11,3.0812953,0.13333334,-109.71989,-0.06666667,-0.030232185,528829860.0,6.24193,0.075462446,0.01,,1880,580.3206,,0.06666667,21057.263337135315,0.0002724019,274146.44,-140.82257
0.04455267,,124479,-580.3206,528841120.0,0.01,0.01,2401,1.0063481e-31,11,5.2011986,0.06666667,66.17703349282297,145.80705,0.01,82.20315,1881,1.4306417e-11,4.766575,0.13333334,-111.63352,-0.06666667,-0.0058702836,528841120.0,6.2413983,0.1779482,0.01,,1881,580.3206,,0.06666667,21070.960189819336,3.8657614e-05,274263.06,-140.80705
0.03460363,,124510,-580.3206,528852350.0,0.01,0.01,2401,,11,5.2008996,-0.06666667,66.15834218916046,145.79893,0.01,82.20315,1882,1.42912175e-11,5.6388397,0.13333334,-125.51913,0.06666667,-0.0027222785,528852350.0,6.240867,0.08314408,0.01,,1882,580.3206,,-0.06666667,21084.322016954422,2.354928e-05,274393.6,-140.79893
0.028429653,,124535,-580.3206,528863600.0,0.01,0.01,2401,1.7369913e-30,11,5.20101,0.06666667,66.13648433351035,145.787,0.01,82.20315,1883,1.4276043e-11,6.4080753,0.13333334,-118.32498,0.06666667,-0.0016957101,528863600.0,6.2403355,0.19601165,0.01,,1883,580.3206,,-0.06666667,21097.527381181717,1.5175346e-05,274516.94,-140.787
9.446705,,124556,-580.3206,528874880.0,0.01,0.01,2401,,11,5.200741,-0.06666667,66.11252653927814,145.77458,0.01,82.20315,1884,1.4260893e-11,5.6935625,0.13333334,-117.3961,0.06666667,-0.61310554,528874880.0,6.2398047,0.22430502,0.01,,1884,580.3206,,0.06666667,21111.08524775505,0.0050293147,274639.3,-140.77458
0.5655975,,124569,-580.3206,528886140.0,0.01,0.01,2401,9.393701e-31,11,5.2004247,0.06666667,66.084350132626,145.7562,0.01,82.20315,1885,1.4245764e-11,5.6005635,0.13333334,-106.10588,0.06666667,-0.040640954,528886140.0,6.239274,0.32548296,0.01,,1885,580.3206,,0.06666667,21124.63088130951,0.0003029943,274750.44,-140.7562
284.47104,,124585,-580.3206,528897300.0,0.01,0.01,2401,,11,5.200427,-0.06666667,66.05779427359491,145.73965,0.01,82.20315,1886,1.4230663e-11,6.205371,0.06666667,-109.573166,0.06666667,-16.845402,528897280.0,6.238744,0.2268616,0.01,,1886,580.3206,,0.13333334,21137.229222774506,0.15083316,274865.0,-140.73965
1003.48615,,124600,-580.3206,528908580.0,0.01,0.01,2401,,11,5.19993,0.06666667,66.03073661897191,145.72371,0.01,82.20315,1887,1.4215584e-11,5.1202836,-0.06666667,-110.62271,-0.13333334,-264.35324,528908320.0,6.2382135,-0.07445416,0.01,,1887,580.3206,,0.06666667,21151.06282734871,0.5327434,274980.62,-140.72371
21.681738,,125100,-580.3206,528919300.0,0.01,0.01,2401,,11,5.1998153,-0.13333334,66.26059322033899,145.91364,0.01,82.20315,1888,1.420053e-11,5.555223,-0.06666667,-499.32062,-0.06666667,-1.5398015,528919300.0,6.237684,-0.33474606,0.01,,1888,580.3206,,-0.06666667,21166.32607269287,0.011484805,275484.94,-140.91364
1.8370053,,125141,-580.3206,528930530.0,0.01,0.01,2401,,11,5.1992693,0.13333334,66.24722075172049,145.9051,0.01,82.20315,1889,1.4185497e-11,5.1570477,-0.06666667,-124.791595,-0.06666667,-0.17261182,528930530.0,6.2371545,-0.073445216,0.01,,1889,580.3206,,-0.06666667,21180.537726163864,0.00097253185,275614.75,-140.9051
0.8249335,,125195,-580.3206,528941800.0,0.01,0.01,2401,,11,5.199619,-0.13333334,66.24074074074075,145.90889,0.01,82.20315,1890,1.417049e-11,6.8570576,-0.06666667,-148.07684,-0.06666667,-0.04936995,528941800.0,6.236625,-0.1691805,0.01,,1890,580.3206,,0.06666667,21194.270208120346,0.00043859275,275767.8,-140.90889
0.0065760277,,125240,-580.3206,528952930.0,0.01,0.01,2401,,11,5.1994047,0.13333334,66.22950819672131,145.90002,0.01,82.20315,1891,1.41555075e-11,5.795812,-0.06666667,-124.12716,-0.06666667,-0.0006062952,528952930.0,6.2360964,0.067660786,0.01,,1891,580.3206,,0.06666667,21208.580048799515,4.9929745e-06,275896.94,-140.90002
0.0036255317,,125263,-580.3206,528964160.0,0.01,0.01,2401,,11,5.199029,-0.13333334,66.20665961945032,145.88748,0.01,82.20315,1892,1.4140546e-11,5.488371,-0.06666667,-117.17005,0.06666667,-0.00033183786,528964160.0,6.2355676,-0.21055447,0.01,,1892,580.3206,,-0.06666667,21222.6876308918,2.849547e-06,276019.12,-140.88748
0.34136635,,125278,-580.3206,528975300.0,0.01,0.01,2401,,11,5.198383,0.13333334,66.17960908610671,145.87163,0.01,82.20315,1893,1.4125611e-11,4.9755673,-0.06666667,-110.882645,0.06666667,-0.025257872,528975300.0,6.235039,0.061310902,0.01,,1893,580.3206,,-0.06666667,21236.716480493546,0.00018350614,276135.0,-140.87163
0.017555818,,125331,-580.3206,528986460.0,0.01,0.01,2401,,11,5.1986523,-0.13333334,66.1726504751848,145.87697,0.01,82.20315,1894,1.4110699e-11,6.70764,-0.06666667,-150.97095,0.06666667,-0.0012510327,528986460.0,6.234511,-0.02200061,0.01,,1894,580.3206,,0.06666667,21250.198191165924,9.288225e-06,276290.97,-140.87697
0.16454148,,125352,-580.3206,528997660.0,0.01,0.01,2401,,11,5.1971245,-0.13333334,66.14881266490765,145.86247,0.01,82.20315,1895,1.40958105e-11,3.3054066,0.06666667,-113.411156,-0.06666667,-0.0094416,528997660.0,6.233983,-0.22636151,0.01,,1895,580.3206,,-0.06666667,21263.381145000458,8.896634e-05,276409.38,-140.86247
0.26164407,,125378,-580.3206,529008830.0,0.01,0.01,2401,,11,5.196051,0.13333334,66.12763713080169,145.8453,0.01,82.20315,1896,1.4080945e-11,4.159715,0.06666667,-108.29111,-0.06666667,-0.017986165,529008830.0,6.2334557,0.07682806,0.01,,1896,580.3206,,-0.06666667,21276.796693325043,0.00013799887,276522.7,-140.8453
0.034026287,,125394,-580.3206,529020000.0,0.01,0.01,2401,,11,5.1940703,-0.13333334,66.10121244069583,145.82922,0.01,82.20315,1897,1.40661024e-11,2.4397292,0.06666667,-110.362434,-0.06666667,-0.0034617751,529020000.0,6.2329283,-0.06663503,0.01,,1897,580.3206,,0.06666667,21290.058655261993,2.9472494e-05,276638.03,-140.82922
0.009161837,,125429,-580.3206,529031200.0,0.01,0.01,2401,,11,5.1944437,0.13333334,66.08482613277134,145.81792,0.01,82.20315,1898,1.4051285e-11,6.900736,0.06666667,-119.389694,-0.06666667,-0.0007717884,529031200.0,6.2324014,0.21319862,0.01,,1898,580.3206,,0.06666667,21303.28506731987,5.2186747e-06,276762.4,-140.81792
14.097816,,125448,-580.3206,529042370.0,0.01,0.01,2401,,11,5.193007,-0.13333334,66.06003159557662,145.80457,0.01,82.20315,1899,1.4036491e-11,3.4656262,0.06666667,-115.46653,0.06666667,-0.9342284,529042370.0,6.2318745,-0.044351786,0.01,,1899,580.3206,,-0.06666667,21316.117697000504,0.0074242125,276882.88,-140.80457
171.8574,,125473,-580.3206,529053400.0,0.01,0.01,2401,,11,5.1920395,0.13333334,66.03842105263158,145.78674,0.01,82.20315,1900,1.40217195e-11,4.347338,0.06666667,-106.94285,0.06666667,-11.26185,529053400.0,6.231348,0.17674343,0.01,,1900,580.3206,,-0.06666667,21329.349864959717,0.090470284,276994.8,-140.78674
0.049238645,,125515,-580.3206,529064580.0,0.01,0.01,2401,,11,5.191774,-0.13333334,66.02577590741716,145.78354,0.01,82.20315,1901,1.4006971e-11,5.600256,0.06666667,-134.66278,0.06666667,-0.0037531422,529064580.0,6.230822,0.046323642,0.01,,1901,580.3206,,0.06666667,21341.8730533123,2.9445331e-05,277134.5,-140.78354
0.0043679886,,125532,-580.3206,529075740.0,0.01,0.01,2401,,11,5.1912346,0.13333334,66.0,145.7688,0.01,82.20315,1902,1.3992247e-11,5.167861,0.06666667,-112.75507,0.06666667,-0.00066036056,529075740.0,6.230296,0.32166716,0.01,,1902,580.3206,,0.06666667,21354.705181121826,4.2418e-06,277252.25,-140.7688
180.90176,,125558,-580.3206,529086850.0,0.01,0.01,2401,,11,5.191256,0.13333334,65.97898055701523,145.7598,0.01,82.20315,1903,1.3977544e-11,6.230441,-0.06666667,-123.66758,0.06666667,-16.048302,529086820.0,6.22977,0.18820062,0.01,,1903,580.3206,,0.06666667,21369.45070886612,0.0953743,277380.9,-140.7598
0.1908862,,125606,-580.3206,339247200.0,0.01,0.01,2401,,11,5.1908484,-0.13333334,65.96953781512605,145.76263,0.01,82.20315,1904,1.3962866e-11,5.323074,-0.13333334,-146.14568,0.2,-0.012412085,339247200.0,6.229245,-0.07077052,0.01,,1904,580.3206,,,21383.49347138405,0.00010026429,277532.06,-140.76263
0.4362758,,125646,-580.3206,339254340.0,0.01,0.01,2401,,11,5.1901608,0.13333334,65.95590551181103,145.74948,0.01,82.20315,1905,1.39482115e-11,4.8805647,-0.13333334,-115.671135,0.2,-0.04708525,339254340.0,6.2287197,0.20657939,0.01,,1905,580.3206,,,21397.0118393898,0.00022902658,277652.75,-140.74948
0.007962805,,125668,-580.3206,339261440.0,0.01,0.01,2401,,11,5.1902046,,65.93284365162644,145.73727,0.01,82.20315,1906,1.3933577e-11,6.273816,-0.13333334,-117.508644,0.2,-0.00055987627,339261440.0,6.228195,0.21488672,0.01,,1906,580.3206,,0.13333334,21411.762573242188,4.351633e-06,277775.25,-140.73727
0.0045972588,,125689,-580.3206,339268580.0,0.01,0.01,2401,,11,5.1893063,-0.13333334,65.9092815941269,145.72137,0.01,82.20315,1907,1.3918968e-11,4.475923,,-110.42026,-0.2,-0.00033033904,339268580.0,6.2276707,-0.4717911,0.01,,1907,580.3206,,-0.13333334,21426.251769304276,2.9574421e-06,277890.66,-140.72137
9.417197,,125722,-580.3206,339275700.0,0.01,0.01,2401,,11,5.1895103,0.13333334,65.89203354297693,145.71472,0.01,82.20315,1908,1.3904383e-11,6.581017,,-128.04,-0.2,-0.6656462,339275700.0,6.227146,-0.17468281,0.01,,1908,580.3206,,-0.13333334,21439.910027742386,0.0049737184,278023.7,-140.71472
8.4008457e-07,,125754,-580.3206,339282780.0,0.01,0.01,2401,,11,5.188917,-0.13333334,65.87427972760608,145.70845,0.01,82.20315,1909,1.3889819e-11,5.049667,,-128.73929,-0.2,-6.1899975e-08,339282780.0,6.2266226,-0.16880418,0.01,,1909,580.3206,,0.13333334,21453.670756340027,5.3634686e-10,278157.44,-140.70845
0.9213306,,125796,-580.3206,339289900.0,0.01,0.01,2401,,11,5.187812,0.13333334,65.86178010471204,145.69635,0.01,82.20315,1910,1.3875281e-11,4.077023,,-117.59084,-0.2,-0.066844404,339289900.0,6.2260985,0.119260505,0.01,,1910,580.3206,,0.13333334,21466.50763273239,0.0004823727,278280.03,-140.69635
2.0895376,,125818,-580.3206,339297000.0,0.01,0.01,2401,,11,5.1847486,-0.13333334,65.83882783882784,145.68518,0.01,82.20315,1911,1.3860763e-11,0.33387905,,-119.34639,-0.13333334,-0.11450547,339297000.0,6.2255754,-0.46557575,0.01,,1911,580.3206,,-0.2,21479.6968896389,0.001093494,278404.38,-140.68518
11.204105,,125834,-580.3206,339304100.0,0.01,0.01,2401,,11,5.185077,0.13333334,65.81276150627615,145.66713,0.01,82.20315,1912,1.3846269e-11,6.8112965,,-106.20105,-0.13333334,-0.6274803,339304100.0,6.2250524,-0.22462119,0.01,,1912,580.3206,,-0.2,21492.518569231033,0.0058601396,278515.56,-140.66713
79.21893,,125855,-580.3206,339311200.0,0.01,0.01,2401,,11,5.1843195,-0.2,65.78933612127548,145.6549,0.01,82.20315,1913,1.3831796e-11,4.7309046,,-117.2629,-0.13333334,-4.3884144,339311200.0,6.2245293,-0.4609549,0.01,,1913,580.3206,,-0.13333334,21506.135503053665,0.041413054,278637.84,-140.6549
0.26874226,,125870,-580.3206,339318300.0,0.01,0.01,2401,,11,5.184737,0.2,65.76280041797283,145.63705,0.01,82.20315,1914,1.3817347e-11,6.941836,,-106.48115,-0.13333334,-0.017169172,339318300.0,6.2240067,-0.06570314,0.01,,1914,580.3206,,-0.13333334,21519.433952331543,0.00014043092,278749.3,-140.63705
0.0053646285,,125897,-580.3206,339325380.0,0.01,0.01,2401,,11,5.18421,-0.2,65.7425587467363,145.62842,0.01,82.20315,1915,1.380292e-11,5.1761694,,-124.08971,-0.13333334,-0.00029432544,339325380.0,6.2234845,-0.2011286,0.01,,1915,580.3206,,0.13333334,21532.131227254868,2.8074232e-06,278878.4,-140.62842
0.0009194227,,125918,-580.3206,339332480.0,0.01,0.01,2401,1.8958228e-21,11,5.18329,-0.13333334,65.71920668058455,145.61195,0.01,82.20315,1916,1.3788515e-11,4.4196,,-109.10584,-0.13333334,-6.674855e-05,339332480.0,6.2229624,-0.08999334,0.01,,1916,580.3206,,0.2,21545.294788599014,5.9756263e-07,278992.5,-140.61195
0.5488304,,125934,-580.3206,339339550.0,0.01,0.01,2401,,11,5.183444,-0.13333334,65.69327073552425,145.59407,0.01,82.20315,1917,1.3774133e-11,6.4792137,,-106.32588,0.13333334,-0.031631425,339339550.0,6.2224402,-0.1979006,0.01,,1917,580.3206,,-0.2,21558.29682469368,0.0002911133,279103.84,-140.59407
51.478317,,125952,-580.3206,339346600.0,0.01,0.01,2401,,11,5.1827874,0.13333334,65.66840458811262,145.57639,0.01,82.20315,1918,1.3759774e-11,4.922258,,-106.65146,0.13333334,-3.0773985,339346600.0,6.221919,0.08555117,0.01,,1918,580.3206,,-0.2,21573.51074910164,0.027270153,279215.5,-140.57639
0.22495645,,125976,-580.3206,339353700.0,0.01,0.01,2401,,11,5.182484,-0.2,65.64669098488797,145.56425,0.01,82.20315,1919,1.3745437e-11,5.5740304,,-117.30743,0.13333334,-0.0126926135,339353700.0,6.221398,-0.18567997,0.01,,1919,580.3206,,-0.13333334,21587.83885884285,0.000117301905,279337.8,-140.56425
0.0011261372,,126012,-580.3206,339360740.0,0.01,0.01,2401,,11,5.1815505,0.2,65.63125,145.55373,0.01,82.20315,1920,1.3731124e-11,4.3897276,,-120.36253,0.13333334,-0.00014739171,339360740.0,6.2208767,0.18842655,0.01,,1920,580.3206,,-0.13333334,21602.419655799866,1.207571e-06,279463.16,-140.55373
1.833552,,126083,-580.3206,339367840.0,0.01,0.01,2401,,11,5.1807265,-0.2,65.63404476834982,145.56624,0.01,82.20315,1921,1.3716831e-11,4.598565,,-164.5816,0.13333334,-0.112835,339367840.0,6.220356,0.06303072,0.01,,1921,580.3206,,0.13333334,21617.88481903076,0.0009544817,279632.75,-140.56624
0.77887726,,126121,-580.3206,339374880.0,0.01,0.01,2401,,11,5.18031,0.2,65.61966701352758,145.55365,0.01,82.20315,1922,1.3702562e-11,5.378106,,-116.38461,0.13333334,-0.060748994,339374880.0,6.2198358,0.462319,0.01,,1922,580.3206,,0.13333334,21632.19786453247,0.000405278,279754.12,-140.55365
0.00016269492,,126171,-580.3206,339381950.0,0.01,0.01,2401,,11,5.1801577,-0.13333334,65.61154446177846,145.55693,0.01,82.20315,1923,1.36883135e-11,5.8870873,,-146.83221,0.13333334,-9.573821e-06,339381950.0,6.2193155,0.21582761,0.01,,1923,580.3206,,0.2,21645.783378601074,8.684354e-08,279905.97,-140.55693
0.3407745,,126190,-580.3206,339389000.0,0.01,0.01,2401,,11,5.180121,0.13333334,65.58731808731808,145.54346,0.01,82.20315,1924,1.3674088e-11,6.1078935,,-114.68144,0.13333334,-0.022051813,339389000.0,6.218796,0.49158442,0.01,,1924,580.3206,,0.2,21659.536133289337,0.000177137,280025.62,-140.54346
0.012401606,,126210,-580.3206,339396060.0,0.01,0.01,2401,,11,5.1796136,-0.13333334,65.56363636363636,145.53043,0.01,82.20315,1925,1.3659886e-11,5.203976,,-115.435905,0.2,-0.00073722214,339396060.0,6.218276,-0.07207158,0.01,,1925,580.3206,,-0.13333334,21672.880218029022,6.978718e-06,280146.06,-140.53043
0.0011064109,,126243,-580.3206,339403100.0,0.01,0.01,2401,,11,5.1798205,0.13333334,65.54672897196262,145.5229,0.01,82.20315,1926,1.3645704e-11,6.5771036,,-126.01785,0.2,-7.494932e-05,339403100.0,6.2177567,0.23179081,0.01,,1926,580.3206,,-0.13333334,21686.37256217003,5.843343e-07,280277.12,-140.5229
0.42823648,,126279,-580.3206,339410100.0,0.01,0.01,2401,,11,5.1780715,-0.13333334,65.5313959522574,145.51662,0.01,82.20315,1927,1.36315455e-11,2.8111742,,-128.4341,0.2,-0.030433254,339410100.0,6.2172375,0.19897749,0.01,,1927,580.3206,,0.13333334,21700.2432847023,0.0002222343,280410.53,-140.51662
0.4893115,,126291,-580.3206,339417150.0,0.01,0.01,2401,,11,5.1784215,0.13333334,65.50363070539419,145.4985,0.01,82.20315,1928,1.3617408e-11,6.852282,,-105.601364,0.2,-0.030515313,339417150.0,6.2167187,0.507322,0.01,,1928,580.3206,,0.13333334,21713.792144060135,0.00025387236,280521.12,-140.4985
0.0021907552,,126313,-580.3206,339424200.0,0.01,0.01,2401,,11,5.177481,,65.48107827890098,145.48656,0.01,82.20315,1929,1.3603293e-11,4.364285,0.13333334,-117.41641,-0.2,-0.00012349857,339424200.0,6.2162004,-0.22673175,0.01,,1929,580.3206,,-0.13333334,21726.719987392426,1.1361028e-06,280643.56,-140.48656
0.00025387068,,126349,-580.3206,339431200.0,0.01,0.01,2401,,11,5.176512,-0.13333334,65.46580310880829,145.4793,0.01,82.20315,1930,1.3589199e-11,4.3055205,0.13333334,-126.45871,-0.2,-1.3901596e-05,339431200.0,6.215682,-0.1958876,0.01,,1930,580.3206,,,21739.69127345085,1.3182078e-07,280775.03,-140.4793
0.4775039,,126386,-580.3206,339438270.0,0.01,0.01,2401,,11,5.176799,0.13333334,65.45106162610047,145.46283,0.01,82.20315,1931,1.3575129e-11,6.7303276,0.13333334,-108.69203,-0.2,-0.03094712,339438270.0,6.2151637,0.05199174,0.01,,1931,580.3206,,,21752.998613595963,0.00024728366,280888.72,-140.46283
14.728186,,126417,-580.3206,339445280.0,0.01,0.01,2401,,11,5.1767726,,65.4332298136646,145.45694,0.01,82.20315,1932,1.3561079e-11,6.1250944,0.13333334,-129.09946,-0.2,-0.82879806,339445280.0,6.2146463,0.060893662,0.01,,1932,580.3206,,0.13333334,21766.8674492836,0.007623749,281022.8,-140.45694
0.005813073,,126439,-580.3206,339452320.0,0.01,0.01,2401,,11,5.176689,,65.41076047594413,145.44167,0.01,82.20315,1933,1.35470515e-11,6.0088406,0.13333334,-110.93407,-0.13333334,-0.0003459067,339452320.0,6.214129,-0.20502429,0.01,,1933,580.3206,,-0.2,21781.230592250824,3.2741286e-06,281138.75,-140.44167
2.6839887e-05,,126466,-580.3206,339459300.0,0.01,0.01,2401,,11,5.176649,-0.2,65.39089968976215,145.42435,0.01,82.20315,1934,1.3533046e-11,6.0983295,0.13333334,-106.95258,-0.13333334,-1.5826844e-06,339459300.0,6.2136116,-0.17516647,0.01,,1934,580.3206,,,21795.25544476509,1.3881162e-08,281250.7,-140.42435
1.7462808e-06,,126480,-580.3206,339466340.0,0.01,0.01,2401,,11,5.176612,0.2,65.36434108527132,145.40771,0.01,82.20315,1935,1.3519063e-11,6.1053557,0.13333334,-108.278366,-0.13333334,-2.0152224e-07,339466340.0,6.2130947,0.19855148,0.01,,1935,580.3206,,,21810.08424758911,1.0269163e-09,281363.94,-140.40771
0.00031305404,,126564,-580.3206,339473340.0,0.01,0.01,2401,,11,5.1770563,,65.37396694214875,145.42654,0.01,82.20315,1936,1.3505099e-11,7.0353217,0.13333334,-176.82045,-0.13333334,-1.735998e-05,339473340.0,6.212578,0.19351931,0.01,,1936,580.3206,,0.2,21824.278183460236,1.6318688e-07,281545.78,-140.42654
0.0014401118,,126582,-580.3206,339480350.0,0.01,0.01,2401,,11,5.1773715,-0.13333334,65.34950955085183,145.40823,0.01,82.20315,1937,1.3491159e-11,6.788223,0.13333334,-104.98839,,-7.85815e-05,339480350.0,6.2120614,-0.1920554,0.01,,1937,580.3206,,-0.2,21838.919887781143,7.498369e-07,281655.75,-140.40823
0.052143767,,126593,-580.3206,339487360.0,0.01,0.01,2401,,11,5.1776247,0.13333334,65.32146542827657,145.38867,0.01,82.20315,1938,1.3477239e-11,6.668496,0.13333334,-102.4996,,-0.0031476323,339487360.0,6.2115455,0.07255569,0.01,,1938,580.3206,,-0.2,21852.697509527206,2.6911566e-05,281763.25,-140.38867
3.7199512e-05,,126605,-580.3206,339494340.0,0.01,0.01,2401,,11,5.177691,-0.2,65.293965961836,145.37003,0.01,82.20315,1939,1.3463342e-11,6.3050547,0.13333334,-104.19341,,-2.041809e-06,339494340.0,6.2110295,-0.23277937,0.01,,1939,580.3206,,-0.13333334,21866.114990234375,1.9956603e-08,281872.47,-140.37003
