InvPendulum_mu0_higher,NumTrajectories,IWFirstEpisode,GridSize,ReturnMean,IWLastEpisode,AvgEpLen,InvPendulum_std3_higher,ReturnMin,ReturnMax,BoundBonus,ReturnAbsMax,IWMin,ActionIn1,InvPendulum_mu2_higher,TimestepsSoFar,InvPendulum_std2_higher,BoundMISE,ReturnLastEpisode,Bound,MinEpLen,InvPendulum_std1_higher,InvPendulum_std0_higher,DenMISEMeanLog,Delta,DenMISELogFirst,IWMax,DenMISELogLast,Regret/t,InvPendulum_mu3_higher,Regret,Iteration,IWMean,InvPendulum_mu1_higher,NumTrainableParams,TimeElapsed
0.12,958,,1296,-142.26523,5.950282e-17,66.98225469728601,0.01,-509.33347,87.16227,2071226700000.0,509.33347,,0.24920079,-0.04,64169,0.01,-3.6165668e-10,-121.6645,2071226700000.0,11,0.01,0.01,5.8965263,1.02143446e-10,6.977983,2.9321285e-09,6.3527045,147.26523,0.04,141080.1,958,3.1366721e-12,0.12,,5668.276029348373
0.12,959,,1296,-142.23286,2.0656128e-20,66.93013555787279,0.01,-509.33347,87.16227,2071320600000.0,509.33347,,0.24678406,0.04,64186,0.01,-1.1077089,-111.22848,2071320600000.0,11,0.01,0.01,5.896567,1.0193053e-10,6.9769397,9.568309,6.93518,147.23286,-0.04,141196.31,959,0.009977382,0.12,,5675.908998250961
0.12,960,,1296,-142.21548,3.8572864e-08,66.896875,0.01,-509.33347,87.16227,2071414400000.0,509.33347,,0.27955884,0.04,64221,0.01,-2.9489822e-08,-125.544106,2071414400000.0,11,0.01,0.01,5.894171,1.017183e-10,6.9758973,1.3360008e-07,4.5862713,147.21548,0.04,141326.86,960,2.4576693e-10,0.12,,5684.023989677429
-0.12,961,,1296,-142.21735,,66.87617065556712,0.01,-509.33347,87.16227,280170460000.0,509.33347,,-0.429113,-0.04,64268,0.01,-0.019553695,-144.01662,280170460000.0,11,0.01,0.01,5.8922386,1.0150672e-10,6.9748564,0.039086405,5.036359,147.21735,-0.04,141475.88,961,4.067265e-05,-0.2,,5691.699074745178
-0.12,962,,1296,-142.29837,1.4928779e-18,67.32640332640332,0.01,-509.33347,87.16227,280183100000.0,509.33347,,-0.3239656,-0.04,64768,0.01,-0.0002074117,-220.14265,280183100000.0,11,0.01,0.01,5.889547,1.012958e-10,6.9738164,0.00039892356,4.302261,147.29837,0.04,141701.03,962,4.1675335e-07,-0.2,,5699.823585033417
-0.12,963,,1296,-142.66293,5.7892356e-23,67.77570093457943,0.01,-509.33347,87.16227,280195760000.0,509.33347,,-0.3321049,0.04,65268,0.01,-0.0006856783,-493.3905,280195760000.0,11,0.01,0.01,5.8887396,1.0108553e-10,6.9727774,0.0013734554,6.1121607,147.66293,-0.04,142199.4,963,1.4262674e-06,-0.2,,5708.127230644226
-0.12,964,,1296,-142.8777,5.3452997e-12,68.2240663900415,0.01,-509.33347,87.16227,280208380000.0,509.33347,,-0.25190213,0.04,65768,0.01,-6.3049183e-06,-349.69522,280208380000.0,11,0.01,0.01,5.8895216,1.0087591e-10,6.9717393,8.545963e-06,7.641911,147.8777,0.04,142554.11,964,1.7462614e-08,-0.2,,5717.3120148181915
-0.04,965,,1296,-143.23242,,68.67150259067357,0.01,-509.33347,87.16227,280221020000.0,509.33347,,-0.37629485,-0.12,66268,0.01,-2.3018732e-05,-485.18,280221020000.0,11,0.01,0.01,5.8871803,1.0066694e-10,6.9707026,0.00015263045,4.6293654,148.23242,-0.04,143044.28,965,1.6859074e-07,-0.2,,5725.364300727844
-0.04,966,,1296,-143.23648,3.222937e-09,68.65527950310559,0.01,-509.33347,87.16227,280233600000.0,509.33347,,-0.27745527,-0.12,66321,0.01,-5.9781155e-07,-147.14946,280233600000.0,11,0.01,0.01,5.8865185,1.00458634e-10,6.969667,3.0962526e-06,6.2476807,148.23648,0.04,143196.44,966,4.078729e-09,-0.2,,5732.759741306305
-0.04,967,,1296,-143.23436,,68.63598759048604,0.01,-509.33347,87.16227,280246200000.0,509.33347,,-0.42660862,-0.04,66371,0.01,-0.001042392,-141.17378,280246200000.0,11,0.01,0.01,5.8847,1.0025097e-10,6.968632,0.0075125233,5.12715,148.23436,-0.12,143342.62,967,7.772347e-06,-0.2,,5739.670198440552
-0.04,968,,1296,-143.21533,,68.67148760330579,0.01,-509.33347,87.16227,280258770000.0,509.33347,,-0.17675471,-0.04,66474,0.01,-2.8878645e-07,-124.80868,280258770000.0,11,0.01,0.01,5.8833656,1.00043945e-10,6.9675984,3.479549e-07,5.5929785,148.21533,0.12,143472.44,968,6.9300465e-10,-0.2,,5747.013515710831
-0.04,969,,1296,-143.27635,,68.7079463364293,0.01,-509.33347,87.16227,280271400000.0,509.33347,,-0.3233115,0.04,66578,0.01,-8.534085e-06,-202.35085,280271400000.0,11,0.01,0.01,5.8823013,9.983756e-11,6.966566,3.301564e-05,5.851014,148.27635,-0.12,143679.78,969,4.833972e-08,-0.2,,5755.2451939582825
-0.04,970,,1296,-143.2534,,68.77835051546391,0.01,-509.33347,87.16227,280283900000.0,509.33347,,-0.06700058,0.04,66715,0.01,-5.292953e-05,-121.02759,280283900000.0,11,0.01,0.01,5.882922,9.963182e-11,6.9655347,0.00032143597,7.484364,148.2534,0.12,143805.8,970,3.3137945e-07,-0.2,,5763.6765241622925
-0.04,971,,1296,-143.23024,,68.7394438722966,0.01,-509.33347,87.16227,280296460000.0,509.33347,,-0.16286846,0.12,66746,0.01,-0.009973247,-120.76402,280296460000.0,11,0.01,0.01,5.8832197,9.942671e-11,6.9645042,0.07736129,7.1709614,148.23024,-0.04,143931.56,971,8.018016e-05,-0.2,,5770.362606525421
-0.04,972,,1296,-143.2227,3.0541924e-13,68.71502057613169,0.01,-509.33347,87.16227,280308970000.0,509.33347,,-0.06687235,0.12,66791,0.01,-4.8405356e-05,-135.89699,280308970000.0,11,0.01,0.01,5.8834476,9.922223e-11,6.9634748,0.00029730378,7.1035304,148.2227,0.04,144072.47,972,3.224725e-07,-0.2,,5777.400239944458
0.04,973,,1296,-143.20694,,68.68036998972251,0.01,-509.33347,87.16227,280321520000.0,509.33347,,-0.3582738,-0.12,66826,0.01,-0.0006680232,-127.898705,280321520000.0,11,0.01,0.01,5.88272,9.9018384e-11,6.9624467,0.004754833,6.1765013,148.20694,-0.04,144205.36,973,4.886893e-06,-0.2,,5784.5154864788055
0.04,974,,1296,-143.18044,1.861407e-14,68.64579055441479,0.01,-509.33347,87.16227,280333980000.0,509.33347,,-0.22676031,-0.12,66861,0.01,-1.7979328e-05,-117.38176,280333980000.0,11,0.01,0.01,5.8812675,9.881516e-11,6.961419,5.1991345e-05,5.4672465,148.18044,0.04,144327.75,974,1.212888e-07,-0.2,,5793.426656484604
0.04,975,,1296,-143.16418,,68.60512820512821,0.01,-509.33347,87.16227,280346500000.0,509.33347,,-0.35825765,-0.04,66890,0.01,-0.023461958,-127.33671,280346500000.0,11,0.01,0.01,5.878724,9.861256e-11,6.960393,0.1591486,4.400866,148.16418,-0.12,144460.08,975,0.00016323135,-0.2,,5800.982777833939
0.04,976,,1296,-143.13463,,68.59426229508196,0.01,-509.33347,87.16227,280358980000.0,509.33347,,-0.119304314,-0.04,66948,0.01,-0.006155559,-114.30959,280358980000.0,11,0.01,0.01,5.876891,9.84106e-11,6.959368,0.022348575,5.088355,148.13463,0.12,144579.39,976,2.2898143e-05,-0.2,,5809.1281151771545
0.04,977,,1296,-143.18983,,68.62845445240532,0.01,-509.33347,87.16227,280371400000.0,509.33347,,-0.23613323,0.04,67050,0.01,-2.0517473e-05,-197.07219,280371400000.0,11,0.01,0.01,5.875189,9.820924e-11,6.958344,0.00010016482,5.21292,148.18983,-0.12,144781.47,977,1.0654811e-07,-0.2,,5817.525716781616
0.04,978,,1296,-143.20345,,68.68609406952966,0.01,-509.33347,87.16227,280383880000.0,509.33347,,0.0031997561,0.04,67175,0.01,-5.5869423e-06,-156.51135,280383880000.0,11,0.01,0.01,5.8761024,9.8008504e-11,6.957321,3.583199e-05,7.769247,148.20345,0.12,144942.97,978,3.732629e-08,-0.2,,5825.250562429428
0.04,979,,1296,-143.28093,,68.74055158324822,0.01,-509.33347,87.16227,280396270000.0,509.33347,,-0.08514114,0.12,67297,0.01,-1.9522756e-07,-219.06108,280396270000.0,11,0.01,0.01,5.875986,9.7808386e-11,6.956299,9.068601e-07,6.761283,148.28093,-0.04,145167.03,979,1.3850545e-09,-0.2,,5833.414894104004
0.04,980,,1296,-143.2766,1.3139552e-13,68.7204081632653,0.01,-509.33347,87.16227,280408700000.0,509.33347,,0.0046560504,0.12,67346,0.01,-0.0014431148,-139.03233,280408700000.0,11,0.01,0.01,5.8762407,9.760888e-11,6.955278,0.007099032,7.125169,148.2766,0.04,145311.06,980,8.4956855e-06,-0.2,,5840.932683706284
0.12,981,,1296,-143.27362,,68.69317023445464,0.01,-509.33347,87.16227,280421140000.0,509.33347,,-0.1808463,-0.04,67388,0.01,-0.000118442076,-140.34584,280421140000.0,11,0.01,0.01,5.8759775,9.7409976e-11,6.954258,0.0005676843,6.6166663,148.27362,-0.04,145456.42,981,5.836753e-07,-0.2,,5848.297393798828
0.12,982,,1296,-143.27034,3.8549442e-17,68.66700610997964,0.01,-509.33347,87.16227,280433520000.0,509.33347,,-0.064992264,-0.04,67431,0.01,-3.9571456e-05,-140.05586,280433520000.0,11,0.01,0.01,5.873677,9.721169e-11,6.9532394,0.00016572114,4.6170387,148.27034,0.04,145601.47,982,2.0818587e-07,-0.2,,5856.471688747406
0.12,983,,1296,-143.29794,6.795181e-23,68.67446592065107,0.01,-509.33347,87.16227,280445900000.0,509.33347,,-0.097269356,0.04,67507,0.01,-2.756211e-07,-170.39865,280445900000.0,11,0.01,0.01,5.8730845,9.701402e-11,6.9522214,1.3022832e-06,6.2903605,148.29794,-0.04,145776.88,983,1.368374e-09,-0.2,,5864.649226665497
0.12,984,,1296,-143.43242,1.1414632e-11,68.82621951219512,0.01,-509.33347,87.16227,280458230000.0,509.33347,,0.021887582,0.04,67725,0.01,-0.006369642,-275.63577,280458230000.0,11,0.01,0.01,5.8733687,9.681693e-11,6.951205,0.04950885,7.152249,148.43242,0.04,146057.5,984,5.0316627e-05,-0.2,,5872.378737688065
-0.2,985,,1296,-143.42966,,68.80203045685279,0.01,-509.33347,87.16227,280470600000.0,509.33347,,-0.39543638,-0.04,67770,0.01,-0.001051357,-140.71771,280470600000.0,11,0.01,0.01,5.8729334,9.662046e-11,6.950189,0.0022577788,6.4446254,148.42966,-0.04,146203.22,985,2.2921688e-06,-0.12,,5879.35208773613
-0.2,986,,1296,-143.57251,1.1102967e-08,69.2393509127789,0.01,-509.33347,87.16227,280482940000.0,509.33347,,-0.34100652,-0.04,68270,0.01,-3.931995e-05,-284.27658,280482940000.0,11,0.01,0.01,5.8732104,9.642457e-11,6.9491744,8.451496e-05,7.1455703,148.57251,0.04,146492.5,986,8.572954e-08,-0.12,,5887.3428909778595
-0.2,987,,1296,-143.9266,7.7360784e-22,69.6757852077001,0.01,-509.33347,87.16227,280495300000.0,509.33347,,-0.3415048,0.04,68770,0.01,-1.11324725e-05,-493.08084,280495300000.0,11,0.01,0.01,5.872735,9.6229275e-11,6.9481606,4.296936e-05,6.402991,148.9266,-0.04,146990.56,987,5.2843582e-08,-0.12,,5895.530467748642
-0.2,988,,1296,-144.03229,3.303278e-16,70.11133603238866,0.01,-509.33347,87.16227,280507600000.0,509.33347,,-0.22243996,0.04,69270,0.01,-4.0789313e-05,-248.34372,280507600000.0,11,0.01,0.01,5.872028,9.603458e-11,6.947148,8.212841e-05,6.174109,149.03229,0.04,147243.9,988,8.334937e-08,-0.12,,5903.893685102463
-0.04,989,,1296,-144.38983,,70.54600606673408,0.01,-509.33347,87.16227,280519900000.0,509.33347,,-0.37628436,-0.2,69770,0.01,-4.2615095e-05,-497.6307,280519900000.0,11,0.01,0.01,5.8714304,9.5840474e-11,6.9461365,0.00036201917,6.2800837,149.38983,-0.04,147746.55,989,3.823808e-07,-0.12,,5911.513927459717
-0.04,990,,1296,-144.36073,2.1110214e-14,70.4949494949495,0.01,-509.33347,87.16227,280532200000.0,509.33347,,-0.31605005,-0.2,69790,0.01,-4.4320972e-05,-115.585075,280532200000.0,11,0.01,0.01,5.8699446,9.5646956e-11,6.9451256,0.00029508467,5.39987,149.36073,0.04,147867.12,990,3.9681407e-07,-0.12,,5919.105912685394
-0.04,991,,1296,-144.33969,,70.45005045408678,0.01,-509.33347,87.16227,280544480000.0,509.33347,,-0.3823496,-0.04,69816,0.01,-6.523919e-05,-123.50894,280544480000.0,11,0.01,0.01,5.8695173,9.545402e-11,6.944116,0.00048282254,6.4467616,149.33969,-0.2,147995.64,991,5.9331506e-07,-0.12,,5927.631803274155
-0.04,992,,1296,-144.29568,,70.45967741935483,0.01,-509.33347,87.16227,280556730000.0,509.33347,,-0.011251375,-0.04,69896,0.01,-0.0022970987,-100.66139,280556730000.0,11,0.01,0.01,5.867956,9.526167e-11,6.9431076,0.0045606187,5.320109,149.29568,0.2,148101.31,992,4.59747e-06,-0.12,,5935.996788740158
-0.04,993,,1296,-144.3244,,70.46324269889224,0.01,-509.33347,87.16227,280568950000.0,509.33347,,-0.33561492,0.04,69970,0.01,-0.00010973409,-172.82599,280568950000.0,11,0.01,0.01,5.868541,9.50699e-11,6.9421,0.000979274,7.4479527,149.3244,-0.2,148279.12,993,9.957587e-07,-0.12,,5942.90705537796
-0.04,994,,1296,-144.2826,,70.41348088531187,0.01,-509.33347,87.16227,280581240000.0,509.33347,,0.053461,0.04,69991,0.01,-0.0035054618,-102.756134,280581240000.0,11,0.01,0.01,5.8674526,9.48787e-11,6.9410934,0.0069737453,5.7862654,149.2826,0.2,148386.89,994,7.0158535e-06,-0.12,,5950.071926355362
-0.04,995,,1296,-144.40172,,70.50753768844221,0.01,-509.33347,87.16227,280593430000.0,509.33347,,0.008012451,0.2,70155,0.01,-0.18499643,-262.8098,280593430000.0,11,0.01,0.01,5.866136,9.468809e-11,6.940088,1.4747515,5.556946,149.40172,-0.04,148654.7,995,0.0015184102,-0.12,,5958.054224252701
-0.04,996,,1296,-144.37764,4.8338705e-11,70.46184738955823,0.01,-509.33347,87.16227,280605660000.0,509.33347,,0.07981959,0.2,70180,0.01,-0.00011387478,-120.421906,280605660000.0,11,0.01,0.01,5.8668103,9.449805e-11,6.9390836,0.00067713956,7.535538,149.37764,0.04,148780.12,996,9.3025795e-07,-0.12,,5966.218999385834
0.04,997,,1296,-144.35614,,70.42527582748245,0.01,-509.33347,87.16227,280617840000.0,509.33347,,-0.32769644,-0.2,70214,0.01,-4.4725377e-07,-122.95118,280617840000.0,11,0.01,0.01,5.8657427,9.430858e-11,6.93808,3.79872e-06,5.8017983,149.35614,-0.04,148908.08,997,3.8522097e-09,-0.12,,5974.057336568832
0.04,998,,1296,-144.32292,1.5734011e-11,70.37675350701403,0.01,-509.33347,87.16227,280630070000.0,509.33347,,-0.26928684,-0.2,70236,0.01,-1.0308329e-06,-111.19511,280630070000.0,11,0.01,0.01,5.8660755,9.411968e-11,6.9370775,4.590113e-06,7.197821,149.32292,0.04,149024.28,998,8.894995e-09,-0.12,,5982.06986951828
0.04,999,,1296,-144.30415,,70.33633633633633,0.01,-509.33347,87.16227,280642220000.0,509.33347,,-0.28732768,-0.04,70266,0.01,-4.976716e-06,-125.57542,280642220000.0,11,0.01,0.01,5.865467,9.393134e-11,6.9360757,4.3173015e-05,6.2574315,149.30415,-0.2,149154.84,999,4.627534e-08,-0.12,,5990.540965080261
0.04,1000,,1296,-144.28609,,70.344,0.01,-509.33347,87.16227,280654380000.0,509.33347,,0.08311114,-0.04,70344,0.01,-9.1232494e-08,-126.23925,280654380000.0,11,0.01,0.01,5.863876,9.3743575e-11,6.9350753,1.7665579e-07,5.274135,149.28609,0.2,149286.1,1000,1.9325413e-10,-0.12,,5999.708311080933
0.04,1001,,1296,-144.30928,,70.34465534465535,0.01,-509.33347,87.16227,280666500000.0,509.33347,,-0.2186436,0.04,70415,0.01,-5.3533545e-06,-167.50975,280666500000.0,11,0.01,0.01,5.861432,9.355637e-11,6.934076,3.8765866e-05,4.417153,149.30928,-0.2,149458.6,1001,4.3309566e-08,-0.12,,6007.946883678436
0.04,1002,,1296,-144.28354,,70.33233532934132,0.01,-509.33347,87.16227,280678630000.0,509.33347,,0.1725379,0.04,70473,0.01,-2.5705816e-07,-118.51076,280678630000.0,11,0.01,0.01,5.8606772,9.336972e-11,6.9330773,1.0693426e-06,6.1037908,149.28354,0.2,149582.11,1002,1.339631e-09,-0.12,,6015.673187017441
0.04,1003,,1296,-144.29306,,70.31704885343969,0.01,-509.33347,87.16227,280690800000.0,509.33347,,0.08127067,0.2,70528,0.01,-1.0323741e-05,-153.83617,280690800000.0,11,0.01,0.01,5.859355,9.3183634e-11,6.93208,8.512065e-05,5.5343385,149.29306,-0.04,149740.94,1003,8.491434e-08,-0.12,,6023.782606124878
0.04,1004,,1296,-144.27196,2.1697133e-08,70.27788844621514,0.01,-509.33347,87.16227,280702880000.0,509.33347,,0.12931502,0.2,70559,0.01,-0.000111435846,-123.10223,280702880000.0,11,0.01,0.01,5.859578,9.29981e-11,6.931083,0.0009009403,7.083815,149.27196,0.04,149869.05,1004,8.9738046e-07,-0.12,,6032.196045875549
0.2,1005,,1296,-144.2476,,70.22985074626865,0.01,-509.33347,87.16227,280715000000.0,509.33347,,-0.019536953,-0.04,70581,0.01,-3.3958523e-07,-119.79403,280715000000.0,11,0.01,0.01,5.8591847,9.2813125e-11,6.930088,2.4602562e-06,6.462163,149.2476,-0.04,149993.84,1005,2.6688614e-09,-0.12,,6040.993653297424
0.2,1006,,1296,-144.24066,1.7247952e-16,70.20079522862824,0.01,-509.33347,87.16227,280727100000.0,509.33347,,0.09709587,-0.04,70622,0.01,-2.23977e-05,-137.26793,280727100000.0,11,0.01,0.01,5.85847,9.262869e-11,6.9290934,0.00015923483,6.140065,149.24066,0.04,150136.11,1006,1.583442e-07,-0.12,,6049.047873497009
0.2,1007,,1296,-144.20807,8.833039e-19,70.15094339622641,0.01,-509.33347,87.16227,280739120000.0,509.33347,,0.08404898,0.04,70642,0.01,-3.5847515e-06,-111.42838,280739120000.0,11,0.01,0.01,5.8579416,9.244481e-11,6.9280996,2.2515593e-05,6.3259773,149.20807,-0.04,150252.53,1007,2.4098712e-08,-0.12,,6056.514965295792
0.2,1008,,1296,-144.20087,1.115042e-12,70.12400793650794,0.01,-509.33347,87.16227,280751200000.0,509.33347,,0.16621307,0.04,70685,0.01,-4.2869633e-06,-136.94272,280751200000.0,11,0.01,0.01,5.8577933,9.2261476e-11,6.9271073,1.726118e-05,6.7085543,149.20087,0.04,150394.47,1008,2.3926328e-08,-0.12,,6064.2946701049805
-0.2,1009,,1296,-144.2028,,70.10208126858275,0.01,-509.33347,87.16227,280763270000.0,509.33347,,-0.39150688,-0.12,70733,0.01,-0.0010266884,-146.13979,280763270000.0,11,0.01,0.01,5.8564897,9.207869e-11,6.9261155,0.006992225,5.541172,149.2028,-0.04,150545.62,1009,7.451951e-06,-0.04,,6071.61354970932
-0.2,1010,,1296,-144.28592,4.574295e-11,70.52772277227723,0.01,-509.33347,87.16227,280775300000.0,509.33347,,-0.32278493,-0.12,71233,0.01,-0.00019931057,-228.1556,280775300000.0,11,0.01,0.01,5.854591,9.189644e-11,6.925125,0.00040324024,4.9385924,149.28592,0.04,150778.78,1010,3.992591e-07,-0.04,,6079.83132147789
-0.2,1011,,1296,-144.26286,,70.49653808110781,0.01,-509.33347,87.16227,280787300000.0,509.33347,,-0.38733852,-0.04,71272,0.01,-3.8947408e-07,-120.97548,280787300000.0,11,0.01,0.01,5.8540654,9.171476e-11,6.924135,4.414121e-06,6.322762,149.26286,-0.12,150904.75,1011,4.6107966e-09,-0.04,,6087.0408844947815
-0.2,1012,,1296,-144.20328,,70.5592885375494,0.01,-509.33347,87.16227,280799350000.0,509.33347,,-0.15426275,-0.04,71406,0.01,-1.4055098e-06,-83.96729,280799350000.0,11,0.01,0.01,5.854401,9.153359e-11,6.9231467,2.4539995e-06,7.1935263,149.20328,0.12,150993.72,1012,2.9795286e-09,-0.04,,6094.563956022263
-0.2,1013,,1296,-144.55107,,70.9832181638697,0.01,-509.33347,87.16227,280811300000.0,509.33347,,-0.33007243,0.04,71906,0.01,-1.6627438e-07,-496.51633,280811300000.0,11,0.01,0.01,5.8552337,9.135297e-11,6.922159,7.738292e-07,7.6972046,149.55107,-0.12,151495.23,1013,1.5325891e-09,-0.04,,6101.6873025894165
-0.2,1014,,1296,-144.50444,,71.03747534516765,0.01,-509.33347,87.16227,280823300000.0,509.33347,,-0.086914346,0.04,72032,0.01,-6.318005e-06,-97.26449,280823300000.0,11,0.01,0.01,5.854162,9.117287e-11,6.9211726,3.2732667e-05,5.7679763,149.50444,0.12,151597.5,1014,3.2292355e-08,-0.04,,6109.817958831787
-0.2,1015,,1296,-144.85028,,71.46009852216748,0.01,-509.33347,87.16227,280835300000.0,509.33347,,-0.14824647,0.12,72532,0.01,-0.00066440366,-495.54666,280835300000.0,11,0.01,0.01,5.853871,9.099332e-11,6.9201865,0.0012295712,6.5576663,149.85028,-0.04,152098.03,1015,1.8583131e-06,-0.04,,6118.596135377884
-0.2,1016,,1296,-144.8496,1.8118175e-10,71.43897637795276,0.01,-509.33347,87.16227,280847220000.0,509.33347,,-0.06045074,0.12,72582,0.01,-0.0004236428,-144.15007,280847220000.0,11,0.01,0.01,5.85373,9.081427e-11,6.919202,0.00086398795,6.7110977,149.8496,0.04,152247.19,1016,8.504178e-07,-0.04,,6126.390325546265
-0.12,1017,,1296,-144.84267,,71.41002949852508,0.01,-509.33347,87.16227,280859200000.0,509.33347,,-0.38206887,-0.2,72624,0.01,-5.3763877e-08,-137.79091,280859200000.0,11,0.01,0.01,5.8523154,9.063577e-11,6.918218,4.763079e-07,5.415025,149.84267,-0.04,152389.98,1017,4.695175e-10,-0.04,,6134.128247261047
-0.12,1018,,1296,-144.81258,6.839465e-13,71.35854616895874,0.01,-509.33347,87.16227,280871140000.0,509.33347,,-0.3413592,-0.2,72643,0.01,-4.739767e-05,-114.22725,280871140000.0,11,0.01,0.01,5.8499064,9.045779e-11,6.9172354,0.00041598929,4.398634,149.81258,0.04,152509.2,1018,4.137481e-07,-0.04,,6141.928082704544
-0.12,1019,,1296,-144.78415,,71.31010794896957,0.01,-509.33347,87.16227,280883070000.0,509.33347,,-0.36886162,-0.04,72665,0.01,-1.1592918e-07,-115.83601,280883070000.0,11,0.01,0.01,5.8500137,9.028033e-11,6.9162536,1.2128546e-06,6.9592967,149.78415,-0.2,152630.05,1019,1.19495e-09,-0.04,,6150.181186914444
-0.12,1020,,1296,-144.74513,,71.26274509803922,0.01,-509.33347,87.16227,280894960000.0,509.33347,,0.004045114,-0.04,72688,0.01,-0.035769626,-104.98443,280894960000.0,11,0.01,0.01,5.849284,9.01034e-11,6.9152727,0.13911879,6.1049995,149.74513,0.2,152740.03,1020,0.00013639098,-0.04,,6158.408879995346
-0.12,1021,,1296,-144.73633,,71.23114593535749,0.01,-509.33347,87.16227,280906860000.0,509.33347,,-0.28756,0.04,72727,0.01,-6.2322755e-07,-135.76903,280906860000.0,11,0.01,0.01,5.8469853,8.992698e-11,6.914293,3.9107954e-06,4.501806,149.73633,-0.2,152880.8,1021,6.2583885e-09,-0.04,,6167.301912546158
-0.12,1022,,1296,-144.70708,,71.23972602739725,0.01,-509.33347,87.16227,280918750000.0,509.33347,,0.11225205,0.04,72807,0.01,-3.046304e-07,-114.81894,280918750000.0,11,0.01,0.01,5.8441534,8.975109e-11,6.913314,2.1057417e-06,3.9520657,149.70708,0.2,153000.62,1022,2.1051232e-09,-0.04,,6174.3890635967255
-0.12,1023,,1296,-145.0517,,71.65884652981427,0.01,-509.33347,87.16227,280930650000.0,509.33347,,-0.0071143135,0.2,73307,0.01,-3.7008667e-05,-497.27686,280930650000.0,11,0.01,0.01,5.841757,8.95757e-11,6.912336,0.0003313527,4.392348,150.0517,-0.04,153502.89,1023,3.2390295e-07,-0.04,,6182.920013189316
-0.12,1024,,1296,-145.03085,5.623262e-18,71.6142578125,0.01,-509.33347,87.16227,280942480000.0,509.33347,,0.061228957,0.2,73333,0.01,-4.429458e-09,-123.70009,280942480000.0,11,0.01,0.01,5.840501,8.940084e-11,6.911359,2.2596891e-08,5.5551767,150.03085,0.04,153631.6,1024,3.784418e-11,-0.04,,6191.332888126373
-0.04,1025,,1296,-144.99771,,71.56682926829268,0.01,-509.33347,87.16227,280954340000.0,509.33347,,-0.40075418,-0.2,73356,0.01,-7.771635e-06,-111.061676,280954340000.0,11,0.01,0.01,5.8406534,8.922649e-11,6.9103827,5.1920142e-05,6.996827,149.99771,-0.12,153747.66,1025,7.112959e-08,-0.04,,6198.622373580933
-0.04,1026,,1296,-144.959,,71.51364522417154,0.01,-509.33347,87.16227,280966170000.0,509.33347,,-0.1631611,-0.2,73373,0.01,-19.178024,-105.28893,280966170000.0,11,0.01,0.01,5.841573,8.905264e-11,6.9094076,174.20247,7.7832813,149.959,0.12,153857.94,1026,0.16978799,-0.04,,6206.493971586227
-0.04,1027,,1296,-144.9304,,71.46251217137294,0.01,-509.33347,87.16227,280978030000.0,509.33347,,-0.42384112,-0.12,73392,0.01,-3.6390524e-08,-115.59175,280978030000.0,11,0.01,0.01,5.841953,8.88793e-11,6.9084334,3.300056e-07,7.074126,149.9304,-0.2,153978.53,1027,3.3626235e-10,-0.04,,6215.1881330013275
-0.04,1028,,1296,-144.90968,,71.42801556420234,0.01,-509.33347,87.16227,280989830000.0,509.33347,,-0.032153264,-0.12,73428,0.01,-0.0016724498,-123.62359,280989830000.0,11,0.01,0.01,5.8417134,8.8706466e-11,6.90746,0.011633582,6.59492,149.90968,0.2,154107.16,1028,1.2562544e-05,-0.04,,6223.67108130455
-0.04,1029,,1296,-144.88857,,71.38386783284743,0.01,-509.33347,87.16227,281001620000.0,509.33347,,-0.15725617,0.12,73454,0.01,-0.033327248,-123.16188,281001620000.0,11,0.01,0.01,5.840896,8.853413e-11,6.906488,0.33181885,6.001307,149.88857,-0.2,154235.33,1029,0.00032254294,-0.04,,6232.331881046295
-0.04,1030,,1296,-144.85225,,71.33300970873786,0.01,-509.33347,87.16227,281013420000.0,509.33347,,0.24463049,0.12,73473,0.01,-8.649356e-07,-107.49478,281013420000.0,11,0.01,0.01,5.8413305,8.836231e-11,6.9055166,6.058527e-06,7.2868624,149.85225,0.2,154347.81,1030,6.3294747e-09,-0.04,,6239.958702802658
-0.04,1031,,1296,-144.84909,,71.30649854510185,0.01,-509.33347,87.16227,281025200000.0,509.33347,,0.0195257,0.2,73517,0.01,-3.6355454e-05,-141.59035,281025200000.0,11,0.01,0.01,5.842043,8.8190975e-11,6.9045463,0.00021892932,7.5756803,149.84909,-0.12,154494.4,1031,3.0347945e-07,-0.04,,6247.219436168671
-0.04,1032,,1296,-144.82437,,71.26453488372093,0.01,-509.33347,87.16227,281036980000.0,509.33347,,0.22947787,0.2,73545,0.01,-2.2541083e-06,-119.35047,281036980000.0,11,0.01,0.01,5.8417115,8.802015e-11,6.903577,1.0061272e-05,6.498916,149.82437,0.12,154618.75,1032,1.9091132e-08,-0.04,,6254.241452455521
0.04,1033,,1296,-144.79315,,71.21297192642788,0.01,-509.33347,87.16227,281048740000.0,509.33347,,-0.2909137,-0.2,73563,0.01,-9.858555e-05,-112.56569,281048740000.0,11,0.01,0.01,5.842218,8.784982e-11,6.9026084,0.0009455406,7.3647246,149.79315,-0.12,154736.33,1033,9.155711e-07,-0.04,,6261.856986284256
