ReturnLastEpisode,IWFirstEpisode,InvPendulum_std1_higher,ReturnMin,IWMax,GridSize,Iteration,ActionIn1,AvgEpLen,ReturnMax,DenMISELogLast,NumTrainableParams,BoundMISE,InvPendulum_mu2_higher,TimeElapsed,ReturnAbsMax,InvPendulum_std0_higher,InvPendulum_mu0_higher,ReturnMean,Bound,Delta,InvPendulum_std3_higher,TimestepsSoFar,IWMean,Regret/t,DenMISEMeanLog,IWLastEpisode,DenMISELogFirst,Regret,InvPendulum_mu1_higher,IWMin,InvPendulum_mu3_higher,MinEpLen,NumTrajectories,BoundBonus,InvPendulum_std2_higher
-127.309204,,0.01,-543.07495,0.0016451589,1296,1253,-0.01950068,67.42777334397447,97.84993,6.8258586,,-0.0002464283,-0.04,6141.378911495209,543.07495,0.01,0.12,-142.85455,749443700.0,5.970894e-11,0.01,84487,1.3129775e-06,147.85455,5.586621,,3.6075535,185261.75,-0.2,,0.12,11,1253,749443700.0,0.01
-128.5165,,0.01,-543.07495,0.0012833256,1296,1254,-0.19532864,67.39952153110048,97.84993,6.54776,,-0.00016270971,0.04,6147.350795030594,543.07495,0.01,0.12,-142.84311,749469060.0,5.961375e-11,0.01,84519,1.1927206e-06,147.84311,5.586591,,3.6067557,185395.27,-0.2,,-0.12,11,1254,749469060.0,0.01
-131.7839,,0.01,-543.07495,112.08466,1296,1255,0.045504764,67.38087649402391,97.84993,5.381023,,-16.76239,0.04,6153.36851978302,543.07495,0.01,0.12,-142.8343,749494460.0,5.9518786e-11,0.01,84563,0.08931049,147.8343,5.585631,,3.6059587,185532.05,-0.2,,0.12,11,1255,749494460.0,0.01
-158.57117,,0.01,-543.07495,0.000125483,1296,1256,0.01699717,67.375,97.84993,3.227522,,-1.3273896e-05,0.12,6159.280830144882,543.07495,0.01,0.12,-142.84683,749519740.0,5.942404e-11,0.01,84623,9.990739e-08,147.84683,5.583025,,3.6051621,185695.62,-0.2,,-0.04,11,1256,749519740.0,0.01
-115.79031,,0.01,-543.07495,0.00010480968,1296,1257,0.0653232,67.33651551312649,97.84993,6.229295,,-1.2617612e-05,0.12,6165.078844070435,543.07495,0.01,0.12,-142.8253,749545100.0,5.9329534e-11,0.01,84642,9.537819e-08,147.8253,5.5827436,6.7453194e-13,3.6043663,185816.4,-0.2,,0.04,11,1257,749545100.0,0.01
-134.6369,,0.01,-543.07495,0.00020993696,1296,1258,-0.45998818,67.31240063593005,97.84993,6.8136153,,-7.850939e-05,-0.12,6170.685106515884,543.07495,0.01,-0.2,-142.8188,749570500.0,5.9235256e-11,0.01,84679,1.6753413e-07,147.8188,5.5829277,,3.603571,185956.05,-0.12,,-0.04,11,1258,749570500.0,0.01
-167.76768,,0.01,-543.07495,0.00024248756,1296,1259,-0.35057834,67.65607625099285,97.84993,6.470713,,-9.1609225e-05,-0.12,6177.611371278763,543.07495,0.01,-0.2,-142.83861,749595700.0,5.9141185e-11,0.01,85179,1.994427e-07,147.83861,5.582839,9.542026e-13,3.6027765,186128.81,-0.12,,0.04,11,1259,749595700.0,0.01
-482.93997,,0.01,-543.07495,0.032564078,1296,1260,-0.49698803,67.99920634920635,97.84993,1.9657203,,0.00012809064,-0.04,6183.585259437561,543.07495,0.01,-0.2,-143.10854,749621000.0,5.904736e-11,0.01,85679,4.479802e-05,148.10854,5.5791745,,3.6019824,186616.75,-0.12,,-0.12,11,1260,749621000.0,0.01
-126.10417,,0.01,-543.07495,0.0032526716,1296,1261,-0.23792298,68.05868358445679,97.84993,6.4327693,,-0.0012869048,-0.04,6189.385726928711,543.07495,0.01,-0.2,-143.09505,749646300.0,5.8953745e-11,0.01,85822,2.5794382e-06,148.09505,5.579059,,3.6011891,186747.86,-0.12,,0.12,11,1261,749646300.0,0.01
-495.5865,,0.01,-543.07495,3.3404356e-06,1296,1262,-0.40048486,68.40095087163233,97.84993,6.4625916,,-4.691881e-07,0.04,6196.380714893341,543.07495,0.01,-0.2,-143.37436,749671550.0,5.886035e-11,0.01,86322,5.062552e-09,148.37436,5.5789676,,3.6003964,187248.44,-0.12,,-0.12,11,1262,749671550.0,0.01
29.686756,,0.01,-543.07495,0.2604814,1296,1263,-0.17771366,68.74267616785431,97.84993,3.0529354,,-0.10311796,0.04,6202.997261047363,543.07495,0.01,-0.2,-143.23734,749696800.0,5.876718e-11,0.01,86822,0.00020669485,148.23734,5.576175,,3.5996044,187223.75,-0.12,,0.12,11,1263,749696800.0,0.01
-492.2068,,0.01,-543.07495,0.003291548,1296,1264,-0.29176477,69.08386075949367,97.84993,5.9310994,,-0.0012848818,0.12,6209.89682674408,543.07495,0.01,-0.2,-143.51343,749721900.0,5.867423e-11,0.01,87322,2.6040727e-06,148.51343,5.575666,,3.5988128,187720.97,-0.12,,-0.04,11,1264,749721900.0,0.01
-329.418,,0.01,-543.07495,0.81582445,1296,1265,-0.1279565,69.42450592885376,97.84993,3.8058186,,-0.3182118,0.12,6217.025048971176,543.07495,0.01,-0.2,-143.66037,749747100.0,5.8581494e-11,0.01,87822,0.0006449205,148.66037,5.573477,5.816878e-14,3.598022,188055.38,-0.12,,0.04,11,1265,749747100.0,0.01
-495.75052,,0.01,-543.07495,6.0951625e-05,1296,1266,-0.4461926,69.76461295418642,97.84993,4.736768,,-5.3506014e-06,-0.2,6224.339880943298,543.07495,0.01,-0.12,-143.93849,749772200.0,5.848899e-11,0.01,88322,4.8150877e-08,148.93849,5.5720267,,3.5972319,188556.12,-0.12,,-0.04,11,1266,749772200.0,0.01
-127.67522,,0.01,-543.07495,257.22018,1296,1267,-0.3856656,69.73322809786899,97.84993,4.904885,,-22.559414,-0.2,6230.1591720581055,543.07495,0.01,-0.12,-143.92566,749797400.0,5.83967e-11,0.01,88352,0.20301515,148.92566,5.570711,1.7131757e-12,3.5964422,188688.81,-0.12,,0.04,11,1267,749797400.0,0.01
-108.40207,,0.01,-543.07495,0.074782625,1296,1268,-0.48463523,69.69085173501577,97.84993,5.292156,,-0.0061820624,-0.04,6236.931185722351,543.07495,0.01,-0.12,-143.89764,749822460.0,5.8304625e-11,0.01,88368,5.8977785e-05,148.89764,5.569849,,3.5956533,188802.22,-0.12,,-0.2,11,1268,749822460.0,0.01
-113.83163,,0.01,-543.07495,0.0007926188,1296,1269,-0.0910379,69.71946414499605,97.84993,5.850697,,-0.00031027765,-0.04,6243.371771335602,543.07495,0.01,-0.12,-143.87395,749847500.0,5.8212775e-11,0.01,88474,6.246013e-07,148.87395,5.569283,,3.594865,188921.05,-0.12,,0.2,11,1269,749847500.0,0.01
-499.09583,,0.01,-543.07495,0.008633896,1296,1270,-0.41916236,70.05826771653544,97.84993,7.274628,,-0.00071296655,0.04,6249.360203504562,543.07495,0.01,-0.12,-144.15366,749872640.0,5.8121133e-11,0.01,88974,6.8017825e-06,149.15366,5.569838,,3.5940773,189425.14,-0.12,,-0.2,11,1270,749872640.0,0.01
-112.213066,,0.01,-543.07495,0.005001671,1296,1271,-0.010161325,70.06766325727773,97.84993,6.3184967,,-0.0019548677,0.04,6255.184018135071,543.07495,0.01,-0.12,-144.12851,749897660.0,5.8029716e-11,0.01,89056,3.9352267e-06,149.12851,5.569641,,3.59329,189542.34,-0.12,,0.2,11,1271,749897660.0,0.01
-499.01898,,0.01,-543.07495,1.7362632e-07,1296,1272,-0.0024233907,70.40566037735849,97.84993,3.453841,,-1.739296e-08,0.2,6261.145435094833,543.07495,0.01,-0.12,-144.40753,749922600.0,5.7938508e-11,0.01,89556,1.5087416e-10,149.40753,5.567192,,3.5925038,190046.38,-0.12,,0.04,11,1272,749922600.0,0.01
-123.56342,,0.01,-543.07495,5.0216468e-06,1296,1273,-0.4710959,70.37156323644933,97.84993,6.752079,,-4.4634407e-07,-0.2,6267.4115216732025,543.07495,0.01,-0.04,-144.39116,749947650.0,5.7847515e-11,0.01,89583,3.961368e-09,149.39116,5.5673375,,3.591718,190174.94,-0.12,,-0.12,11,1273,749947650.0,0.01
-108.340164,,0.01,-543.07495,0.4402174,1296,1274,-0.2496495,70.33516483516483,97.84993,7.406809,,-0.042867158,-0.2,6274.126241445541,543.07495,0.01,-0.04,-144.36285,749972600.0,5.7756737e-11,0.01,89607,0.00034554416,149.36285,5.567996,,3.5909326,190288.28,-0.12,,0.12,11,1274,749972600.0,0.01
-117.41718,,0.01,-543.07495,1.9803947,1296,1275,-0.4789514,70.2964705882353,97.84993,6.5135946,,-0.1843094,-0.12,6282.23686170578,543.07495,0.01,-0.04,-144.34172,749997630.0,5.7666174e-11,0.01,89628,0.0015532543,149.34172,5.567954,,3.590148,190410.69,-0.12,,-0.2,11,1275,749997630.0,0.01
-104.92548,,0.01,-543.07495,0.00051432895,1296,1276,-0.031381547,70.2578369905956,97.84993,5.8629074,,-4.6046054e-05,-0.12,6288.81641125679,543.07495,0.01,-0.04,-144.31084,750022600.0,5.7575823e-11,0.01,89649,4.0314626e-07,149.31084,5.5674033,,3.589364,190520.62,-0.12,,0.2,11,1276,750022600.0,0.01
-152.47556,,0.01,-543.07495,0.0053980947,1296,1277,-0.21630289,70.24902114330462,97.84993,3.5057135,,-0.0004959007,0.12,6295.710898637772,543.07495,0.01,-0.04,-144.31723,750047400.0,5.7485686e-11,0.01,89708,4.227182e-06,149.31723,5.5650063,,3.5885806,190678.1,-0.12,,-0.2,11,1277,750047400.0,0.01
-125.80891,,0.01,-543.07495,5.310232e-06,1296,1278,0.13478813,70.2190923317684,97.84993,4.4198256,,-5.298334e-07,0.12,6301.950386285782,543.07495,0.01,-0.04,-144.30275,750072300.0,5.739576e-11,0.01,89740,4.1551225e-09,149.30275,5.563328,,3.5877979,190808.9,-0.12,,0.2,11,1278,750072300.0,0.01
-124.03832,,0.01,-543.07495,23.62827,1296,1279,-0.07999885,70.18530101641907,97.84993,4.3249345,,-2.3468456,0.2,6308.0957498550415,543.07495,0.01,-0.04,-144.2869,750097300.0,5.730604e-11,0.01,89767,0.018474769,149.2869,5.561578,,3.5870156,190937.94,-0.12,,-0.12,11,1279,750097300.0,0.01
-122.55145,,0.01,-543.07495,0.00018430705,1296,1280,0.18214458,70.15625,97.84993,7.0864606,,-1.6918242e-05,0.2,6314.277042627335,543.07495,0.01,-0.04,-144.26991,750122200.0,5.7216537e-11,0.01,89800,1.4407404e-07,149.26991,5.5620027,,3.586234,191065.48,-0.12,,0.12,11,1280,750122200.0,0.01
-112.144295,,0.01,-543.07495,237.91837,1296,1281,-0.4298014,70.11631537861047,97.84993,5.2528462,,-20.933186,-0.2,6321.112035751343,543.07495,0.01,0.04,-144.24483,750146900.0,5.712724e-11,0.01,89819,0.1857287,149.24483,5.560981,,3.5854533,191182.62,-0.12,,-0.12,11,1281,750146900.0,0.01
-116.406975,,0.01,-543.07495,0.0012349923,1296,1282,-0.14115025,70.0811232449298,97.84993,5.3772187,,-0.00012046115,-0.2,6328.609579324722,543.07495,0.01,0.04,-144.22311,750171700.0,5.7038152e-11,0.01,89844,9.7138e-07,149.22311,5.560191,,3.584673,191304.03,-0.12,,0.12,11,1282,750171700.0,0.01
-107.673836,,0.01,-543.07495,0.0031059238,1296,1283,-0.41196954,70.03741231488698,97.84993,4.2164836,,-0.00028725623,-0.12,6335.031217813492,543.07495,0.01,0.04,-144.19464,750196540.0,5.6949275e-11,0.01,89858,2.4208312e-06,149.19464,5.558365,,3.583893,191416.72,-0.12,,-0.2,11,1283,750196540.0,0.01
-133.2118,,0.01,-543.07495,0.010495853,1296,1284,0.00073078275,70.01479750778816,97.84993,5.6986136,,-0.0020875789,-0.12,6341.086135864258,543.07495,0.01,0.04,-144.18608,750221300.0,5.6860603e-11,0.01,89899,1.5539446e-05,149.18608,5.557695,,3.583114,191554.92,-0.12,,0.2,11,1284,750221300.0,0.01
-151.15938,,0.01,-543.07495,0.0016267895,1296,1285,-0.1360402,70.00389105058366,97.84993,6.433431,,-0.00015934499,0.12,6347.031179666519,543.07495,0.01,0.04,-144.1915,750246140.0,5.677214e-11,0.01,89955,1.2666056e-06,149.1915,5.5575986,,3.5823355,191711.08,-0.12,,-0.2,11,1285,750246140.0,0.01
-110.947136,,0.01,-543.07495,14.380198,1296,1286,0.20937681,69.97822706065318,97.84993,6.016648,,-1.425866,0.12,6352.870303153992,543.07495,0.01,0.04,-144.16565,750270850.0,5.668388e-11,0.01,89992,0.011182114,149.16565,5.5571785,,3.5815575,191827.03,-0.12,,0.2,11,1286,750270850.0,0.01
-148.42767,,0.01,-543.07495,0.013022876,1296,1287,-0.014464229,69.96270396270397,97.84993,4.8775077,,-0.0012608876,0.2,6359.401039361954,543.07495,0.01,0.04,-144.16898,750295500.0,5.659583e-11,0.01,90042,1.0118786e-05,149.16898,5.5558825,,3.5807803,191980.47,-0.12,,-0.12,11,1287,750295500.0,0.01
-120.0714,,0.01,-543.07495,0.5488193,1296,1288,0.24648905,69.93478260869566,97.84993,6.3435125,,-0.05003683,0.2,6364.995089769363,543.07495,0.01,0.04,-144.15025,750320260.0,5.6507986e-11,0.01,90076,0.00042610348,149.15025,5.5557175,,3.5800035,192105.53,-0.12,,0.12,11,1288,750320260.0,0.01
-135.19693,,0.01,-543.07495,0.013880029,1296,1289,-0.2481116,69.91078355314197,97.84993,4.0876513,,-0.0013187499,-0.2,6371.243427276611,543.07495,0.01,0.12,-144.14331,750344900.0,5.642034e-11,0.01,90115,1.0950996e-05,149.14331,5.5538034,,3.5792274,192245.72,-0.12,,-0.04,11,1289,750344900.0,0.01
-108.67819,,0.01,-543.07495,0.004043366,1296,1290,-0.13173586,69.86976744186046,97.84993,4.807108,,-0.00037749414,-0.2,6377.7822279930115,543.07495,0.01,0.12,-144.11581,750369600.0,5.63329e-11,0.01,90132,3.1343943e-06,149.11581,5.5524497,1.9788447e-17,3.5784519,192359.4,-0.12,,0.04,11,1290,750369600.0,0.01
-112.98449,,0.01,-543.07495,0.0011559523,1296,1291,-0.23425703,69.83191324554609,97.84993,5.8608747,,-8.496807e-05,-0.04,6384.056973457336,543.07495,0.01,0.12,-144.0917,750394200.0,5.6245664e-11,0.01,90153,8.961622e-07,149.0917,5.551914,,3.577677,192477.39,-0.12,,-0.2,11,1291,750394200.0,0.01
-113.839424,,0.01,-543.07495,0.70750964,1296,1292,0.15498391,69.82043343653251,97.84993,6.0203633,,-0.12725183,-0.04,6389.8994817733765,543.07495,0.01,0.12,-144.06828,750418800.0,5.615863e-11,0.01,90208,0.00074207963,149.06828,5.551503,,3.5769029,192596.22,-0.12,,0.2,11,1292,750418800.0,0.01
-182.53708,,0.01,-543.07495,0.0075746877,1296,1293,-0.16516241,69.83139984532096,97.84993,6.175443,,-0.00055544893,0.04,6396.723709106445,543.07495,0.01,0.12,-144.09804,750443400.0,5.6071793e-11,0.01,90292,5.859387e-06,149.09804,5.5512133,,3.5761292,192783.77,-0.12,,-0.2,11,1293,750443400.0,0.01
-134.40906,,0.01,-543.07495,0.006007692,1296,1294,0.22800934,69.81530139103555,97.84993,0.6655988,,-0.0010723929,0.04,6403.384518146515,543.07495,0.01,0.12,-144.09056,750468030.0,5.5985168e-11,0.01,90341,5.973338e-06,149.09056,5.5466657,,3.575356,192923.19,-0.12,,0.2,11,1294,750468030.0,0.01
-190.40988,,0.01,-543.07495,0.39038983,1296,1295,0.1946327,69.83320463320463,97.84993,3.8572698,,-0.036769688,0.2,6409.763534069061,543.07495,0.01,0.12,-144.12633,750492540.0,5.5898734e-11,0.01,90434,0.00030145934,149.12633,5.544588,,3.5745835,193118.6,-0.12,,-0.04,11,1295,750492540.0,0.01
-114.7316,,0.01,-543.07495,0.0012850818,1296,1296,0.2344521,69.79475308641975,97.84993,5.4713216,,-0.000120944766,0.2,6415.240138053894,543.07495,0.01,0.12,-144.10365,750517100.0,5.5812504e-11,0.01,90454,9.915757e-07,149.10365,5.5437613,3.666405e-11,3.5738115,193238.33,-0.12,,0.04,11,1296,750517100.0,0.01
-115.51574,,0.01,-543.07495,0.09199622,2401,1297,-0.20907383,69.75636083269083,97.84993,7.487495,,-0.010610893,-0.06666667,6421.221603393555,543.07495,0.01,-0.06666667,-144.0816,79407140000.0,3.009044e-11,0.01,90474,7.3459705e-05,149.0816,5.5444894,,3.5730402,193358.84,-0.06666667,,,11,1297,79407140000.0,0.01
-128.8544,,0.01,-543.07495,0.0042769997,2401,1298,-0.21081008,69.72727272727273,97.84993,6.151869,,-0.0007024058,,9857.52853679657,543.07495,0.01,-0.06666667,-144.06987,79409660000.0,3.0044092e-11,0.01,90506,4.378095e-06,149.06987,5.5441866,1.0025047e-13,3.5722697,193492.69,-0.06666667,,-0.06666667,11,1298,79409660000.0,0.01
-47.598713,,0.01,-543.07495,0.00085683074,2401,1299,-0.05802238,70.058506543495,97.84993,6.1470656,,-0.00048500695,,9867.916958332062,543.07495,0.01,-0.06666667,-143.99559,79412180000.0,2.9997855e-11,0.01,91006,1.0162101e-06,148.99559,5.5438814,,3.5714993,193545.28,-0.06666667,,0.06666667,11,1299,79412180000.0,0.01
-492.58792,,0.01,-543.07495,0.68440723,2401,1300,-0.05132618,70.38923076923076,97.84993,6.237006,,-0.071652964,0.06666667,9879.765018463135,543.07495,0.01,-0.06666667,-144.26375,79414710000.0,2.995172e-11,0.01,91506,0.0005265323,149.26375,5.5436454,7.5482866e-22,3.57073,194042.88,-0.06666667,,,11,1300,79414710000.0,0.01
-122.80353,,0.01,-543.07495,0.053994436,2401,1301,-0.18124518,70.35818601076096,97.84993,7.2268286,,-0.009137718,-0.06666667,9890.781440019608,543.07495,0.01,,-144.24727,79417220000.0,2.9905696e-11,0.01,91536,5.6287783e-05,149.24727,5.5441713,,3.569961,194170.69,-0.06666667,,-0.06666667,11,1301,79417220000.0,0.01
-149.50441,,0.01,-543.07495,0.00057243876,2401,1302,-0.05116473,70.35560675883256,97.84993,3.9739802,,-7.0028706e-05,-0.06666667,9901.214975118637,543.07495,0.01,,-144.2513,79419744000.0,2.9859774e-11,0.01,91603,5.5078596e-07,149.2513,5.5421987,9.807782e-38,3.5691926,194325.19,-0.06666667,,0.06666667,11,1302,79419744000.0,0.01
-151.52876,,0.01,-543.07495,22.200903,2401,1303,-0.07369635,70.3430544896393,97.84993,5.5460157,,-2.2135813,0.06666667,9912.496037960052,543.07495,0.01,,-144.25687,79422260000.0,2.981396e-11,0.01,91657,0.01705038,149.25687,5.5414333,,3.568425,194481.7,-0.06666667,,-0.06666667,11,1303,79422260000.0,0.01
-122.51237,,0.01,-543.07495,0.025265008,2401,1304,0.070294015,70.31365030674847,97.84993,5.507146,,-0.003721464,0.06666667,9922.438007831573,543.07495,0.01,,-144.2402,79424774000.0,2.9768254e-11,0.01,91689,2.6992579e-05,149.2402,5.5406547,,3.5676577,194609.22,-0.06666667,,0.06666667,11,1304,79424774000.0,0.01
-126.37643,,0.01,-543.07495,0.31594726,2401,1305,-0.06157717,70.28505747126437,97.84993,6.140372,,-0.033131234,-0.06666667,9932.229258537292,543.07495,0.01,0.06666667,-144.2265,79427280000.0,2.972265e-11,0.01,91722,0.00024226899,149.2265,5.5403466,,3.5668912,194740.6,-0.06666667,,,11,1305,79427280000.0,0.01
-119.78582,,0.01,-543.07495,8.576734,2401,1306,-0.059530847,70.24885145482389,97.84993,7.09718,,-1.0359073,,9941.197896718979,543.07495,0.01,0.06666667,-144.2078,79429796000.0,2.967715e-11,0.01,91745,0.0066316985,149.2078,5.540774,4.5717842e-18,3.5661252,194865.38,-0.06666667,,-0.06666667,11,1306,79429796000.0,0.01
-146.54265,,0.01,-543.07495,0.0009834326,2401,1307,0.07491895,70.2371843917368,97.84993,7.1127777,,-0.0001574143,,9950.635284423828,543.07495,0.01,0.06666667,-144.20958,79432294000.0,2.9631752e-11,0.01,91800,1.1485041e-06,149.20958,5.541217,5.1856933e-32,3.5653598,195016.92,-0.06666667,,0.06666667,11,1307,79432294000.0,0.01
-124.03466,,0.01,-543.07495,0.0058039716,2401,1308,0.08795531,70.20489296636086,97.84993,5.638258,,-0.00054636487,0.06666667,9960.949885129929,543.07495,0.01,0.06666667,-144.19417,79434810000.0,2.9586462e-11,0.01,91828,4.6199093e-06,149.19417,5.5405264,7.3919526e-17,3.564595,195145.97,-0.06666667,,,11,1308,79434810000.0,0.01
-117.42599,,0.01,-543.07495,0.00047802646,2401,1309,-0.20118392,70.16959511077158,97.84993,2.8110797,,-5.057158e-05,-0.06666667,9973.5685172081,543.07495,0.01,-0.06666667,-144.1737,79437320000.0,2.9541276e-11,0.01,91852,4.1514767e-07,149.1737,5.5376787,,3.5638306,195268.39,,,-0.06666667,11,1309,79437320000.0,0.01
-123.18127,,0.01,-543.07495,0.020957021,2401,1310,-0.066346556,70.13664122137405,97.84993,6.448767,,-0.0021843726,-0.06666667,9985.174374103546,543.07495,0.01,-0.06666667,-144.15768,79439815000.0,2.949619e-11,0.01,91879,1.604991e-05,149.15768,5.5376105,,3.563067,195396.56,,,0.06666667,11,1310,79439815000.0,0.01
-138.5021,,0.01,-543.07495,0.0053723617,2401,1311,-0.056367874,70.11517925247902,97.84993,4.675621,,-0.0004523091,0.06666667,9995.23881983757,543.07495,0.01,-0.06666667,-144.15337,79442310000.0,2.945121e-11,0.01,91921,4.1003937e-06,149.15337,5.536191,,3.562304,195540.06,,,-0.06666667,11,1311,79442310000.0,0.01
-140.2509,,0.01,-543.07495,0.018626437,2401,1312,0.09698444,70.0998475609756,97.84993,5.834612,,-0.002389163,0.06666667,10005.812012910843,543.07495,0.01,-0.06666667,-144.15039,79444810000.0,2.940633e-11,0.01,91971,1.9037248e-05,149.15039,5.535656,8.4733054e-38,3.5615416,195685.31,,,0.06666667,11,1312,79444810000.0,0.01
-147.66135,,0.01,-543.07495,1.9315495,2401,1313,-0.042142097,70.08530083777609,97.84993,3.0461793,,-0.1776958,-0.06666667,10016.66643190384,543.07495,0.01,0.06666667,-144.15308,79447310000.0,2.936156e-11,0.01,92022,0.0014711318,149.15308,5.532999,,3.5607796,195837.98,,,-0.06666667,11,1313,79447310000.0,0.01
-128.37619,,0.01,-543.07495,0.115919225,2401,1314,0.08330687,70.06012176560122,97.84993,5.383491,,-0.012430426,-0.06666667,10026.742332935333,543.07495,0.01,0.06666667,-144.14107,79449800000.0,2.9316882e-11,0.01,92059,8.863805e-05,149.14107,5.5321255,,3.5600183,195971.36,,,0.06666667,11,1314,79449800000.0,0.01
-114.19955,,0.01,-543.07495,0.00029852573,2401,1315,0.060478337,70.0212927756654,97.84993,5.053379,,-6.873009e-05,0.06666667,10035.88194823265,543.07495,0.01,0.06666667,-144.1183,79452290000.0,2.927231e-11,0.01,92078,5.0926025e-07,149.1183,5.531001,,3.5592575,196090.56,,,-0.06666667,11,1315,79452290000.0,0.01
-125.71917,,0.01,-543.07495,0.0031736302,2401,1316,0.21710274,70.0129179331307,97.84993,4.7691298,,-0.00040152448,0.06666667,10045.43330168724,543.07495,0.01,0.06666667,-144.10432,79454780000.0,2.922784e-11,0.01,92137,2.7625704e-06,149.10432,5.5296626,,3.5584974,196221.28,,,0.06666667,11,1316,79454780000.0,0.01
-115.110245,,0.01,-543.07495,0.08659777,2401,1317,-0.055629976,69.9749430523918,97.84993,5.9105425,,-0.008740544,-0.06666667,10054.935862779617,543.07495,0.01,-0.06666667,-144.0823,79457270000.0,2.918347e-11,0.01,92157,6.6636734e-05,149.0823,5.529193,,3.5577378,196341.39,0.06666667,,,11,1317,79457270000.0,0.01
-125.02102,,0.01,-543.07495,0.004266996,2401,1318,-0.07204514,69.94385432473445,97.84993,6.976355,,-0.00042325087,,10065.177030086517,543.07495,0.01,-0.06666667,-144.06784,79459760000.0,2.913921e-11,0.01,92186,3.4548254e-06,149.06784,5.5295334,2.7549734e-13,3.5569787,196471.4,0.06666667,,-0.06666667,11,1318,79459760000.0,0.01
-109.03047,,0.01,-543.07495,0.06926394,2401,1319,0.10025889,69.90674753601213,97.84993,6.3467307,,-0.011172602,,10074.603722810745,543.07495,0.01,-0.06666667,-144.04128,79462244000.0,2.9095035e-11,0.01,92207,6.699546e-05,149.04128,5.5293946,1.4077675e-33,3.5562203,196585.44,0.06666667,,0.06666667,11,1319,79462244000.0,0.01
-144.26694,,0.01,-543.07495,172.24686,2401,1320,0.05978357,69.89469696969697,97.84993,4.7140155,,-20.721401,0.06666667,10084.629540920258,543.07495,0.01,-0.06666667,-144.04146,79464730000.0,2.9050968e-11,0.01,92261,0.13049528,149.04146,5.5280194,1.5373538e-20,3.5554624,196734.72,0.06666667,,,11,1320,79464730000.0,0.01
-117.322914,,0.01,-543.07495,0.11341425,2401,1321,-0.0964655,69.86373959121877,97.84993,6.8526993,,-0.009420305,-0.06666667,10095.360555887222,543.07495,0.01,,-144.02122,79467210000.0,2.9007007e-11,0.01,92290,8.599634e-05,149.02122,5.528358,,3.5547051,196857.03,0.06666667,,-0.06666667,11,1321,79467210000.0,0.01
-105.65804,,0.01,-543.07495,0.0017733657,2401,1322,0.056477908,69.82375189107412,97.84993,6.36939,,-0.00016235218,-0.06666667,10105.845445871353,543.07495,0.01,,-143.9922,79469690000.0,2.8963137e-11,0.01,92307,1.3535835e-06,148.9922,5.5282383,,3.5539484,196967.69,0.06666667,,0.06666667,11,1322,79469690000.0,0.01
-112.36917,,0.01,-543.07495,22.9775,2401,1323,0.0070259273,69.78458049886622,97.84993,5.8958817,,-2.2751086,0.06666667,10116.65020942688,543.07495,0.01,,-143.9683,79472165000.0,2.8919369e-11,0.01,92325,0.017367875,148.9683,5.527761,,3.5531924,197085.06,0.06666667,,-0.06666667,11,1323,79472165000.0,0.01
-103.3223,,0.01,-543.07495,0.0027035414,2401,1324,0.1994893,69.74924471299094,97.84993,0.90135235,,-0.0002741665,0.06666667,10127.0958943367,543.07495,0.01,,-143.93759,79474640000.0,2.88757e-11,0.01,92348,2.2305733e-06,148.93759,5.5235248,,3.5524368,197193.38,0.06666667,,0.06666667,11,1324,79474640000.0,0.01
-154.26593,,0.01,-543.07495,0.002854214,2401,1325,0.06865352,69.74264150943397,97.84993,6.3826766,,-0.0002939802,-0.06666667,10137.78865981102,543.07495,0.01,0.06666667,-143.94539,79477110000.0,2.8832131e-11,0.01,92409,2.1648143e-06,148.94539,5.5234184,,3.5516818,197352.64,0.06666667,,,11,1325,79477110000.0,0.01
-124.02485,,0.01,-543.07495,0.001044967,2401,1326,0.09561093,69.7156862745098,97.84993,7.2255063,,-0.00011187509,,10149.410067081451,543.07495,0.01,0.06666667,-143.93037,79479590000.0,2.8788659e-11,0.01,92443,8.2225176e-07,148.93037,5.5239477,1.4784714e-18,3.5509274,197481.67,0.06666667,,-0.06666667,11,1326,79479590000.0,0.01
-133.32117,,0.01,-543.07495,0.00010295288,2401,1327,0.1702342,69.70158251695554,97.84993,6.1390266,,-9.711316e-06,,10160.114146471024,543.07495,0.01,0.06666667,-143.92238,79482050000.0,2.8745286e-11,0.01,92494,8.443525e-08,148.92238,5.523659,9.216781e-33,3.5501735,197620.0,0.06666667,,0.06666667,11,1327,79482050000.0,0.01
-132.42699,,0.01,-543.07495,0.011617977,2401,1328,0.20761232,69.67545180722891,97.84993,5.046432,,-0.0011282004,0.06666667,10172.022204637527,543.07495,0.01,0.06666667,-143.91371,79484510000.0,2.870201e-11,0.01,92529,9.435295e-06,148.91371,5.522547,1.9652101e-13,3.54942,197757.4,0.06666667,,,11,1328,79484510000.0,0.01
-111.025116,,0.01,-543.07495,0.010751458,2401,1329,-0.1375187,69.63882618510158,97.84993,6.0788217,,-0.0009204564,0.2,10182.888082265854,543.07495,0.01,-0.13333334,-143.88896,41551327000.0,2.8658836e-11,0.01,92550,8.089885e-06,148.88896,5.5222125,,3.5486674,197873.44,-0.13333334,,-0.06666667,11,1329,41551327000.0,0.01
