NumTrainableParams,InvPendulum_mu2_higher,DenMISELogLast,Delta,InvPendulum_std1_higher,IWMin,BoundMISE,MinEpLen,ReturnLastEpisode,DenMISELogFirst,InvPendulum_std3_higher,InvPendulum_mu3_higher,BoundBonus,Regret,TimestepsSoFar,DenMISEMeanLog,TimeElapsed,ReturnMax,InvPendulum_mu0_higher,Bound,ReturnMin,IWMean,IWFirstEpisode,IWLastEpisode,ActionIn1,IWMax,AvgEpLen,GridSize,ReturnAbsMax,ReturnMean,Regret/t,InvPendulum_std2_higher,Iteration,NumTrajectories,InvPendulum_std0_higher,InvPendulum_mu1_higher
,-0.1,7.21826,7.238484e-10,0.01,,-1.4405839e-07,12,-105.45544,7.8914576,0.01,,8.489383e+17,76813.734,36806,6.389138,1611.379111289978,55.9211,-0.1,8.489383e+17,-499.9069,1.3029611e-09,,,-0.016492551,6.7492397e-07,71.05405405405405,625,499.9069,-143.28906,148.28906,0.01,518,518,0.01,0.2
,,7.2975135,7.2106177e-10,0.01,,-4.298349e-09,12,-112.202934,7.8895288,0.01,-0.1,8.4901615e+17,76930.94,36824,6.3889637,1615.1027505397797,55.9211,-0.1,8.4901615e+17,-499.9069,4.0589244e-11,,,-0.0027956069,2.1065793e-08,70.95183044315992,625,499.9069,-143.22917,148.22917,0.01,519,519,0.01,0.2
,,6.954855,7.1829115e-10,0.01,,-2.9051223e-11,12,-117.15808,7.8876038,0.01,0.1,8.4909366e+17,77053.1,36851,6.38813,1618.9378101825714,55.9211,-0.1,8.4909366e+17,-499.9069,1.9912171e-13,,,0.20040074,1.03518374e-10,70.86730769230769,625,499.9069,-143.17905,148.17905,0.01,520,520,0.01,0.2
,0.1,7.524345,7.155364e-10,0.01,,-1.1788554e-11,12,-123.75319,7.8856826,0.01,,8.4917125e+17,77181.86,36877,6.388394,1622.7737410068512,55.9211,-0.1,8.4917125e+17,-499.9069,1.08436406e-13,,,0.21224053,5.2519728e-11,70.78119001919386,625,499.9069,-143.14177,148.14177,0.01,521,521,0.01,0.2
,-0.1,7.8985367,7.1279754e-10,0.01,,-1.8233001e-10,12,-119.23932,7.883765,0.01,-0.1,8.4924856e+17,77306.09,36899,6.389373,1626.5754787921906,55.9211,,8.4924856e+17,-499.9069,1.7047176e-12,,,0.008513659,8.898623e-10,70.68773946360153,625,499.9069,-143.09596,148.09596,0.01,522,522,0.01,0.2
,-0.1,7.3834286,7.1007433e-10,0.01,,-3.6527272e-09,12,-147.50029,7.881851,0.01,0.1,8.4932566e+17,77458.59,36958,6.3893633,1630.2504107952118,55.9211,,8.4932566e+17,-499.9069,3.361179e-11,,,0.20333484,1.3905193e-08,70.66539196940727,625,499.9069,-143.10439,148.10439,0.01,523,523,0.01,0.2
,0.1,7.3905354,7.073667e-10,0.01,,-1.8961237e-10,12,-106.53905,7.879941,0.01,-0.1,8.494027e+17,77570.13,36971,6.3893676,1634.1720170974731,55.9211,,8.494027e+17,-499.9069,1.5431603e-12,,,0.20259434,8.0849677e-10,70.55534351145039,625,499.9069,-143.0346,148.0346,0.01,524,524,0.01,0.2
,0.1,8.372057,7.0467454e-10,0.01,,-6.570892e-11,12,-104.89382,7.8780346,0.01,0.1,8.494795e+17,77680.02,36999,6.3912416,1638.5335385799408,55.9211,,8.494795e+17,-499.9069,4.703665e-13,,,0.4083913,2.4687594e-10,70.47428571428571,625,499.9069,-142.96194,147.96194,0.01,525,525,0.01,0.2
,-0.1,7.31764,7.019977e-10,0.01,,-3.247564e-13,12,-110.367874,7.8761315,0.01,,8.495562e+17,77795.39,37025,6.3911033,1642.7600016593933,55.9211,0.1,8.495562e+17,-499.9069,3.036345e-15,,,0.22083539,1.5969254e-12,70.38973384030419,625,499.9069,-142.89998,147.89998,0.01,526,526,0.01,0.2
,,7.7671185,6.993361e-10,0.01,,-2.648572e-14,12,-113.11984,7.8742323,0.01,-0.1,8.4963284e+17,77913.516,37043,6.3918185,1646.786376953125,55.9211,0.1,8.4963284e+17,-499.9069,2.1501988e-16,,,0.19772632,1.0528968e-13,70.29032258064517,625,499.9069,-142.84349,147.84349,0.01,527,527,0.01,0.2
,,8.273723,6.9668954e-10,0.01,,-4.1679943e-10,12,-109.621864,7.8723364,0.01,0.1,8.4970925e+17,78028.14,37061,6.39349,1650.8068730831146,55.9211,0.1,8.4970925e+17,-499.9069,3.5377972e-12,,,0.37706596,1.8655526e-09,70.19128787878788,625,499.9069,-142.78056,147.78056,0.01,528,528,0.01,0.2
,0.1,6.6693335,6.940581e-10,0.01,,-3.9822442e-13,12,-113.32783,7.8704443,0.01,,8.4978546e+17,78146.47,37078,6.392123,1654.699723482132,55.9211,0.1,8.4978546e+17,-499.9069,3.2390678e-15,,,0.4082934,1.5861006e-12,70.09073724007561,625,499.9069,-142.7249,147.7249,0.01,529,529,0.01,0.2
,,8.210547,6.914414e-10,0.01,,-3.9512407e-09,12,-110.69575,7.8685555,0.01,0.1,4646395500000000.0,78262.16,37094,6.3936696,1658.3505189418793,55.9211,0.2,4646395500000000.0,-499.9069,3.254114e-11,,,0.48210126,1.7246805e-08,69.98867924528302,625,499.9069,-142.66444,147.66444,0.01,530,530,0.01,0.2
,0.1,7.589073,6.888396e-10,0.01,,-5.033408e-11,12,-121.77083,7.8666706,0.01,,4646810000000000.0,78388.92,37119,6.3940387,1661.668446302414,55.9211,0.2,4646810000000000.0,-499.9069,4.166384e-13,,,0.49253798,2.2123486e-10,69.90395480225989,625,499.9069,-142.62509,147.62509,0.01,531,531,0.01,0.2
,-0.1,7.542931,6.862524e-10,0.01,,-3.4524466e-05,12,-115.47109,7.8647895,0.01,,3286084000000000.0,78509.4,37139,6.394321,1664.8129425048828,55.9211,-0.2,3286084000000000.0,-499.9069,1.2353293e-07,,,-0.5017169,6.571952e-05,69.81015037593986,625,499.9069,-142.57405,147.57405,0.01,532,532,0.01,-0.2
,,7.607377,6.8367983e-10,0.01,,-1.0169862e-06,12,-421.9419,7.862911,0.01,-0.1,3286376400000000.0,78936.34,37639,6.3947225,1668.47780418396,55.9211,-0.2,3286376400000000.0,-499.9069,4.7870334e-09,,,-0.50488687,2.5514737e-06,70.61726078799249,625,499.9069,-143.0982,148.0982,0.01,533,533,0.01,-0.2
,,7.1918235,6.811216e-10,0.01,,-0.011924536,12,-117.52198,7.861037,0.01,0.1,3286668200000000.0,79058.87,38139,6.3943443,1672.0676863193512,55.9211,-0.2,3286668200000000.0,-499.9069,2.388525e-05,,,-0.29431272,0.012754723,71.42134831460675,625,499.9069,-143.05031,148.05031,0.01,534,534,0.01,-0.2
,0.1,7.57469,6.7857775e-10,0.01,,-7.5904424e-08,12,-497.3498,7.859166,0.01,,3286959700000000.0,79561.22,38639,6.394683,1675.9560537338257,55.9211,-0.2,3286959700000000.0,-499.9069,1.5235968e-10,,,-0.2904879,8.151216e-08,72.22242990654206,625,499.9069,-143.71255,148.71255,0.01,535,535,0.01,-0.2
,-0.2,7.54993,6.760481e-10,0.01,,-5.0040754e-09,12,-481.9062,7.857299,0.01,,3287250700000000.0,80048.125,39139,6.3949738,1680.135901927948,55.9211,-0.1,3287250700000000.0,-499.9069,3.8952383e-11,,,-0.47109511,2.0874845e-08,73.0205223880597,625,499.9069,-144.34352,149.34352,0.01,536,536,0.01,-0.2
,,7.0192275,6.7353256e-10,0.01,,-1.1603748e-11,12,-123.25622,7.855435,0.01,-0.2,3287540300000000.0,80176.375,39172,6.394276,1683.695760011673,55.9211,-0.1,3287540300000000.0,-499.9069,1.0176709e-13,,,-0.512635,5.3804284e-11,72.94599627560521,625,499.9069,-144.30423,149.30423,0.01,537,537,0.01,-0.2
,,7.3174825,6.71031e-10,0.01,,-8.890183e-09,12,-111.90066,7.8535743,0.01,0.2,3287830200000000.0,80293.28,39261,6.3941355,1687.3931188583374,55.9211,-0.1,3287830200000000.0,-499.9069,2.0970803e-11,,,-0.11147758,7.156238e-09,72.97583643122677,625,499.9069,-144.24402,149.24402,0.01,538,538,0.01,-0.2
,0.2,7.702235,6.6854344e-10,0.01,,-1.5157163e-05,12,-491.91333,7.851717,0.01,,3288119000000000.0,80790.19,39761,6.394708,1691.932597875595,55.9211,-0.1,3288119000000000.0,-499.9069,1.16985454e-07,,,-0.108037956,6.305495e-05,73.76808905380334,625,499.9069,-144.88904,149.88904,0.01,539,539,0.01,-0.2
,-0.2,7.947286,6.6606964e-10,0.01,,-0.00078303186,12,-122.94153,7.8498635,0.01,-0.1,3288407600000000.0,80918.13,39797,6.395734,1695.869368314743,55.9211,,3288407600000000.0,-499.9069,7.404486e-06,,,-0.5211433,0.0039984225,73.69814814814815,625,499.9069,-144.84839,149.84839,0.01,540,540,0.01,-0.2
,-0.2,5.5464463,6.6360956e-10,0.01,,-1.4983224e-06,12,-104.59571,7.8480134,0.01,0.1,3288695700000000.0,81027.734,39824,6.3923163,1700.1229605674744,55.9211,,3288695700000000.0,-499.9069,1.2338926e-08,,,-0.30155262,6.6109665e-06,73.61182994454714,625,499.9069,-144.774,149.774,0.01,541,541,0.01,-0.2
,-0.1,6.0486307,6.6116307e-10,0.01,,-2.2155933e-07,12,-125.28998,7.8461666,0.01,-0.2,3288982600000000.0,81158.02,39862,6.389839,1703.9940798282623,55.9211,,3288982600000000.0,-499.9069,1.9210782e-09,,,-0.48956442,1.0412017e-06,73.54612546125462,625,499.9069,-144.73805,149.73805,0.01,542,542,0.01,-0.2
,-0.1,6.673657,6.5873007e-10,0.01,,-8.1077246e-07,12,-114.11973,7.8443236,0.01,0.2,3289269600000000.0,81277.14,39906,6.3885226,1707.9781885147095,55.9211,,3289269600000000.0,-499.9069,3.7135313e-09,,,-0.097787976,2.0116865e-06,73.49171270718232,625,499.9069,-144.68166,149.68166,0.01,543,543,0.01,-0.2
,0.1,6.3830023,6.563105e-10,0.01,,-1.3981809e-11,12,-172.58287,7.8424835,0.01,-0.2,3289556000000000.0,81454.72,39984,6.386676,1711.865287065506,55.9211,,3289556000000000.0,-499.9069,1.2452254e-13,,,-0.26029375,6.283739e-11,73.5,625,499.9069,-144.73294,149.73294,0.01,544,544,0.01,-0.2
,0.1,6.2996426,6.539042e-10,0.01,,-2.3439821e-07,12,-126.28992,7.840647,0.01,0.2,3289842000000000.0,81586.016,40018,6.384683,1715.714900970459,55.9211,,3289842000000000.0,-499.9069,1.3072607e-09,,,0.079368465,7.124519e-07,73.42752293577982,625,499.9069,-144.69911,149.69911,0.01,545,545,0.01,-0.2
,0.2,7.770501,6.515111e-10,0.01,,-3.9969333e-10,12,-147.45996,7.838814,0.01,-0.1,3290127000000000.0,81738.47,40067,6.3853908,1719.938635110855,55.9211,,3290127000000000.0,-499.9069,3.2878045e-12,,,-0.107114196,1.7408707e-09,73.38278388278388,625,499.9069,-144.70416,149.70416,0.01,546,546,0.01,-0.2
,0.2,-1.395295,6.4913125e-10,0.01,,-1.8017492e-11,12,-120.53077,7.836984,0.01,0.1,3290411200000000.0,81864.0,40105,6.369341,1723.8655393123627,55.9211,,3290411200000000.0,-499.9069,1.2149462e-13,,,0.10001905,6.579476e-11,73.31809872029251,625,499.9069,-144.65996,149.65996,0.01,547,547,0.01,-0.2
,-0.2,6.664632,6.467643e-10,0.01,,-2.6722877e-09,12,-126.64362,7.8351574,0.01,,3290695500000000.0,81995.65,40134,6.368057,1727.8509423732758,55.9211,0.1,3290695500000000.0,-499.9069,2.2019164e-11,,,-0.33490166,1.2066396e-08,73.23722627737226,625,499.9069,-144.62709,149.62709,0.01,548,548,0.01,-0.2
,,4.391218,6.444103e-10,0.01,,-1.7245355e-05,12,-111.98623,7.8333344,0.01,-0.2,3290979200000000.0,82112.63,40155,6.362635,1731.9517645835876,55.9211,0.1,3290979200000000.0,-499.9069,1.9104468e-07,,,-0.28770667,0.00010484727,73.14207650273224,625,499.9069,-144.56764,149.56764,0.01,549,549,0.01,-0.2
,,7.9848423,6.420691e-10,0.01,,-8.44533e-05,12,-102.16476,7.8315144,0.01,0.2,3291262200000000.0,82219.8,40208,6.3637686,1735.8204596042633,55.9211,0.1,3291262200000000.0,-499.9069,3.134856e-07,,,0.09590703,0.00017241709,73.10545454545455,625,499.9069,-144.49054,149.49054,0.01,550,550,0.01,-0.2
,0.2,5.9793553,6.397407e-10,0.01,,-1.7262077e-07,12,-171.7793,7.829698,0.01,,3291544600000000.0,82396.58,40281,6.361258,1740.234369277954,55.9211,0.1,3291544600000000.0,-499.9069,1.3096346e-09,,,0.09471578,7.127312e-07,73.10526315789474,625,499.9069,-144.54007,149.54007,0.01,551,551,0.01,-0.2
,-0.1,7.143009,6.374249e-10,0.01,,-1.7900575e-08,12,-124.52176,7.8278847,0.01,,3291826400000000.0,82526.09,40308,6.360863,1745.0681474208832,55.9211,0.2,3291826400000000.0,-499.9069,1.4339115e-10,,,-0.08501273,7.912977e-08,73.02173913043478,625,499.9069,-144.5038,149.5038,0.01,552,552,0.01,-0.2
,,5.9234266,6.351216e-10,0.01,,-1.5508875e-09,12,-170.10606,7.8260746,0.01,-0.1,3292107700000000.0,82701.2,40388,6.358266,1749.7762432098389,55.9211,0.2,3292107700000000.0,-499.9069,1.126396e-11,,,-0.1138021,6.09232e-09,73.03435804701627,625,499.9069,-144.5501,149.5501,0.01,553,553,0.01,-0.2
,,3.025994,6.328308e-10,0.01,,-1.9454278e-08,12,-124.44048,7.824268,0.01,0.1,3292389000000000.0,82830.65,40465,6.3504477,1754.0061070919037,55.9211,0.2,3292389000000000.0,-499.9069,1.3566502e-10,,,0.11853634,7.435015e-08,73.04151624548736,625,499.9069,-144.51381,149.51381,0.01,554,554,0.01,-0.2
,0.1,7.8085093,6.3055244e-10,0.01,,-3.3898946e-14,12,-159.48991,7.8224645,0.01,,3292668800000000.0,82995.14,40530,6.3512745,1758.2760155200958,55.9211,0.2,3292668800000000.0,-499.9069,2.436016e-16,,,0.07873264,1.060831e-13,73.02702702702703,625,499.9069,-144.54079,149.54079,0.01,555,555,0.01,-0.2
,-0.2,7.354163,6.2828626e-10,0.01,,-4.8593546e-07,12,-124.13856,7.8206644,0.01,,3292948700000000.0,83124.28,40559,6.3512816,1762.5704894065857,55.9211,-0.2,3292948700000000.0,-499.9069,4.117697e-09,,,-0.5112755,2.2894394e-06,72.9478417266187,625,499.9069,-144.5041,149.5041,0.01,556,556,0.01,-0.1
,,6.495512,6.2603234e-10,0.01,,-3.1868186e-07,12,-123.23845,7.8188677,0.01,-0.2,3293228000000000.0,83252.516,40587,6.349747,1766.4485998153687,55.9211,-0.2,3293228000000000.0,-499.9069,2.9356049e-09,,,-0.5022847,1.6351185e-06,72.86714542190305,625,499.9069,-144.46591,149.46591,0.01,557,557,0.01,-0.1
,,7.2803087,6.237905e-10,0.01,,-5.9006298e-09,12,-86.514946,7.817074,0.01,0.2,3293506800000000.0,83344.03,40653,6.349624,1770.6108493804932,55.9211,-0.2,3293506800000000.0,-499.9069,1.1950327e-11,,,-0.12370224,6.439094e-09,72.85483870967742,625,499.9069,-144.36206,149.36206,0.01,558,558,0.01,-0.1
,0.2,6.7551875,6.2156064e-10,0.01,,-6.224584e-11,12,-498.73645,7.8152833,0.01,,3293785000000000.0,83847.766,41153,6.3485622,1775.1776094436646,55.9211,-0.2,3293785000000000.0,-499.9069,5.2011097e-13,,,-0.11551601,2.89983e-10,73.61896243291592,625,499.9069,-144.996,149.996,0.01,559,559,0.01,-0.1
,-0.2,7.9702735,6.193428e-10,0.01,,-1.1200615e-09,12,-120.40105,7.813496,0.01,-0.2,3294062700000000.0,83973.17,41192,6.3496737,1778.83877658844,55.9211,,3294062700000000.0,-499.9069,1.0494639e-11,,,-0.46713096,5.7072023e-09,73.55714285714286,625,499.9069,-144.95209,149.95209,0.01,560,560,0.01,-0.1
,-0.2,6.6241136,6.1713684e-10,0.01,,-4.4123226e-11,12,-113.54736,7.811712,0.01,0.2,3294339800000000.0,84091.72,41211,6.348382,1782.6370146274567,55.9211,,3294339800000000.0,-499.9069,4.0389903e-13,,,-0.08349,1.6661442e-10,73.45989304812834,625,499.9069,-144.89612,149.89612,0.01,561,561,0.01,-0.1
,0.2,6.993108,6.149426e-10,0.01,,-2.9568733e-05,12,-114.81519,7.809931,0.01,-0.2,3294616500000000.0,84211.53,41230,6.3477516,1786.400396347046,55.9211,,3294616500000000.0,-499.9069,2.528994e-07,,,-0.0999277,0.00014212946,73.36298932384342,625,499.9069,-144.84258,149.84258,0.01,562,562,0.01,-0.1
,0.2,5.5056887,6.1275995e-10,0.01,,-7.713575e-11,12,-108.15587,7.808153,0.01,0.2,3294892800000000.0,84324.69,41247,6.344481,1790.2045538425446,55.9211,,3294892800000000.0,-499.9069,5.966176e-13,,,0.3162941,3.3302502e-10,73.26287744227353,625,499.9069,-144.77742,149.77742,0.01,563,563,0.01,-0.1
,-0.2,6.775013,6.1058897e-10,0.01,,-7.378935e-11,12,-130.24738,7.8063784,0.01,,3295168200000000.0,84459.94,41282,6.3434734,1794.2191705703735,55.9211,0.2,3295168200000000.0,-499.9069,6.447063e-13,,,-0.12632418,3.3611744e-10,73.19503546099291,625,499.9069,-144.75166,149.75166,0.01,564,564,0.01,-0.1
,,5.21613,6.0842953e-10,0.01,,-0.0010583842,12,-115.930725,7.804607,0.01,-0.2,3295443600000000.0,84580.86,41304,6.3397098,1798.082409620285,55.9211,0.2,3295443600000000.0,-499.9069,9.436309e-06,,,-0.049060866,0.0053315144,73.10442477876106,625,499.9069,-144.70064,149.70064,0.01,565,565,0.01,-0.1
,,4.4826746,6.0628147e-10,0.01,,-1.2149338e-10,12,-127.68992,7.802839,0.01,0.2,3295718000000000.0,84713.55,41363,6.334664,1802.8040199279785,55.9211,0.2,3295718000000000.0,-499.9069,9.539479e-13,,,0.29680675,5.3983995e-10,73.07950530035336,625,499.9069,-144.67058,149.67058,0.01,566,566,0.01,-0.1
,0.2,6.820646,6.041448e-10,0.01,,-8.520104e-11,12,-114.04683,7.8010736,0.01,,3295992300000000.0,84832.59,41382,6.333758,1807.4139294624329,55.9211,0.2,3295992300000000.0,-499.9069,7.3159783e-13,,,0.3276068,4.1100987e-10,72.98412698412699,625,499.9069,-144.61656,149.61656,0.01,567,567,0.01,-0.1
,-0.2,6.5943065,6.020194e-10,0.01,,-1.316172e-07,12,-117.66462,7.799311,0.01,-0.1,3296265500000000.0,84955.266,41403,6.3324575,1812.0212216377258,55.9211,-0.2,3296265500000000.0,-499.9069,1.0689035e-09,,,-0.52134764,6.068042e-07,72.89260563380282,625,499.9069,-144.56912,149.56912,0.01,568,568,0.01,
,-0.2,7.451641,5.999052e-10,0.01,,-1.1668165e-10,12,-117.917755,7.7975526,0.01,0.1,3296539000000000.0,85078.18,41431,6.332669,1816.8453340530396,55.9211,-0.2,3296539000000000.0,-499.9069,1.0054659e-12,,,-0.30809122,5.70892e-10,72.81370826010544,625,499.9069,-144.52228,149.52228,0.01,569,569,0.01,
,-0.1,7.531948,5.978021e-10,0.01,,-1.119575e-11,12,-111.17793,7.7957964,0.01,-0.2,3296811500000000.0,85194.36,41451,6.3330197,1821.3233380317688,55.9211,-0.2,3296811500000000.0,-499.9069,1.058646e-13,,,-0.5070311,6.032372e-11,72.72105263157894,625,499.9069,-144.46379,149.46379,0.01,570,570,0.01,
,-0.1,6.660268,5.9571004e-10,0.01,,-7.691011e-07,12,-109.71774,7.7940435,0.01,0.2,3297083500000000.0,85309.08,41467,6.3318434,1826.0609583854675,55.9211,-0.2,3297083500000000.0,-499.9069,5.4594844e-09,,,-0.12147808,3.114163e-06,72.6217162872154,625,499.9069,-144.40294,149.40294,0.01,571,571,0.01,
,0.1,5.3051453,5.936289e-10,0.01,,-6.036743e-08,12,-136.50032,7.792294,0.01,-0.2,3297355000000000.0,85450.58,41512,6.328302,1831.0014581680298,55.9211,-0.2,3297355000000000.0,-499.9069,5.439103e-10,,,-0.3226682,3.108583e-07,72.57342657342657,625,499.9069,-144.38913,149.38913,0.01,572,572,0.01,
,0.1,6.578408,5.9155875e-10,0.01,,-6.495816e-12,12,-104.22137,7.790547,0.01,0.2,3297626200000000.0,85559.8,41530,6.3269944,1835.452065229416,55.9211,-0.2,3297626200000000.0,-499.9069,4.5361413e-14,,,0.11080931,2.5933726e-11,72.47818499127399,625,499.9069,-144.31902,149.31902,0.01,573,573,0.01,
,0.2,7.874656,5.8949934e-10,0.01,,-9.243612e-09,12,-138.15979,7.7888036,0.01,-0.1,3297896500000000.0,85702.95,41570,6.3279505,1839.7788903713226,55.9211,-0.2,3297896500000000.0,-499.9069,7.7246015e-11,,,-0.1068481,4.4308774e-08,72.42160278745645,625,499.9069,-144.30827,149.30827,0.01,574,574,0.01,
,0.2,6.7627535,5.874508e-10,0.01,,-7.0497634e-08,12,-108.51861,7.7870626,0.01,0.1,3298166600000000.0,85816.48,41586,6.3269687,1844.0717432498932,55.9211,-0.2,3298166600000000.0,-499.9069,5.8157423e-10,,,0.13389006,3.3099184e-07,72.32347826086956,625,499.9069,-144.24605,149.24605,0.01,575,575,0.01,
,-0.2,4.9205227,5.854128e-10,0.01,,-1.9901145e-09,12,-122.584465,7.785325,0.01,-0.2,3298436600000000.0,85944.06,41612,6.322792,1848.362022638321,55.9211,-0.1,3298436600000000.0,-499.9069,1.892305e-11,,,-0.52172375,1.0896299e-08,72.24305555555556,625,499.9069,-144.20844,149.20844,0.01,576,576,0.01,
,-0.2,3.125724,5.833854e-10,0.01,,-1.1069376e-07,12,-106.08821,7.7835903,0.01,0.2,3298705600000000.0,86055.15,41627,6.3155193,1853.132890701294,55.9211,-0.1,3298705600000000.0,-499.9069,9.847647e-10,,,-0.13527982,5.673703e-07,72.14384748700174,625,499.9069,-144.14236,149.14236,0.01,577,577,0.01,
,0.2,5.8701167,5.813685e-10,0.01,,-4.479065e-08,12,-118.03787,7.781859,0.01,-0.2,3298974300000000.0,86178.19,41649,6.31302,1857.9933722019196,55.9211,-0.1,3298974300000000.0,-499.9069,4.188555e-10,,,-0.116090305,2.4209254e-07,72.05709342560553,625,499.9069,-144.09721,149.09721,0.01,578,578,0.01,
,0.2,5.8899517,5.79362e-10,0.01,,-0.0008472716,12,-106.495964,7.7801304,0.01,0.2,3299242200000000.0,86289.68,41661,6.3105645,1862.4005737304688,55.9211,-0.1,3299242200000000.0,-499.9069,7.093363e-06,,,0.30554202,0.004107057,71.95336787564767,625,499.9069,-144.03226,149.03226,0.01,579,579,0.01,
,-0.2,6.839092,5.77366e-10,0.01,,-6.979065e-08,12,-130.67612,7.7784047,0.01,-0.2,3299510000000000.0,86425.36,41697,6.3097525,1866.9428498744965,55.9211,0.1,3299510000000000.0,-499.9069,5.939513e-10,,,-0.3037107,3.444854e-07,71.89137931034483,625,499.9069,-144.00925,149.00925,0.01,580,580,0.01,
,-0.2,6.7343664,5.753802e-10,0.01,,-4.773417e-12,12,-112.56854,7.776682,0.01,0.2,3299777200000000.0,86542.93,41717,6.308765,1871.3028135299683,55.9211,0.1,3299777200000000.0,-499.9069,3.8295796e-14,,,0.11929898,2.202508e-11,71.80206540447504,625,499.9069,-143.95512,148.95512,0.01,581,581,0.01,
,0.2,6.1378603,5.734046e-10,0.01,,-6.2304593e-12,12,-103.6082,7.7749624,0.01,-0.2,3300044000000000.0,86651.53,41729,6.306754,1875.4489846229553,55.9211,0.1,3300044000000000.0,-499.9069,5.595594e-14,,,0.09392524,1.9221062e-11,71.69931271477664,625,499.9069,-143.88579,148.88579,0.01,582,582,0.01,
,0.2,5.8042126,5.7143923e-10,0.01,,-2.1489726e-09,12,-119.72196,7.773246,0.01,0.2,3300310600000000.0,86776.26,41752,6.3041778,1879.4779841899872,55.9211,0.1,3300310600000000.0,-499.9069,1.7745602e-11,,,0.47458446,8.375766e-09,71.61578044596912,625,499.9069,-143.84436,148.84436,0.01,583,583,0.01,
,-0.2,5.3346753,5.694839e-10,0.01,,-9.31756e-10,12,-127.37306,7.7715316,0.01,-0.1,3300576000000000.0,86908.625,41785,6.300807,1883.461368560791,55.9211,0.2,3300576000000000.0,-499.9069,8.624788e-12,,,-0.10897777,5.0322675e-09,71.54965753424658,625,499.9069,-143.81613,148.81613,0.01,584,584,0.01,
,-0.2,7.656972,5.6753857e-10,0.01,,-6.3297965e-05,12,-108.37002,7.769821,0.01,0.1,3300841300000000.0,87022.0,41800,6.3014183,1887.202527999878,55.9211,0.2,3300841300000000.0,-499.9069,5.8581327e-07,,,0.0957048,0.00034270075,71.45299145299145,625,499.9069,-143.75555,148.75555,0.01,585,585,0.01,
,-0.1,7.1566095,5.656033e-10,0.01,,-6.5482796e-05,12,-108.84084,7.768113,0.01,-0.2,3301106200000000.0,87135.84,41815,6.3011723,1890.9489378929138,55.9211,0.2,3301106200000000.0,-499.9069,6.045256e-07,,,-0.103027694,0.00028946664,71.3566552901024,625,499.9069,-143.69598,148.69598,0.01,586,586,0.01,
,-0.1,7.5354557,5.636778e-10,0.01,,-2.212006e-09,12,-106.36284,7.766408,0.01,0.2,3301370400000000.0,87247.2,41829,6.3015723,1894.549955368042,55.9211,0.2,3301370400000000.0,-499.9069,1.7401804e-11,,,0.29380807,7.648684e-09,71.25894378194208,625,499.9069,-143.63237,148.63237,0.01,587,587,0.01,
,0.1,4.654104,5.6176214e-10,0.01,,-7.855959e-13,12,-107.73686,7.7647057,0.01,-0.2,3301634500000000.0,87359.945,41843,6.297071,1898.1425623893738,55.9211,0.2,3301634500000000.0,-499.9069,7.28944e-15,,,0.0886056,4.285413e-12,71.16156462585035,625,499.9069,-143.57133,148.57133,0.01,588,588,0.01,
,0.1,6.795919,5.5985633e-10,0.01,,-7.0121406e-09,12,-104.872185,7.7630067,0.01,0.2,3301897600000000.0,87469.81,41863,6.2962217,1902.0733003616333,55.9211,0.2,3301897600000000.0,-499.9069,6.516711e-11,,,0.5145126,2.9702997e-08,71.07470288624788,625,499.9069,-143.50563,148.50563,0.01,589,589,0.01,
,0.2,6.2626495,5.579601e-10,0.01,,-7.0351357e-06,12,-121.92206,7.76131,0.01,-0.1,3302160600000000.0,87596.734,41888,6.2944717,1905.7441716194153,55.9211,0.2,3302160600000000.0,-499.9069,5.9087295e-08,,,0.28235808,3.4861492e-05,70.99661016949153,625,499.9069,-143.46904,148.46904,0.01,590,590,0.01,
,0.2,6.9380035,5.560735e-10,0.01,,-1.3798758e-10,12,-118.16694,7.759617,0.01,0.1,3302423200000000.0,87719.91,41912,6.2938695,1909.1535692214966,55.9211,0.2,3302423200000000.0,-499.9069,1.1881964e-12,,,0.50785214,4.977509e-10,70.917089678511,625,499.9069,-143.42624,148.42624,0.01,591,591,0.01,
,-0.2,6.90136,5.5419647e-10,0.01,,-5.5239206e-11,12,-114.91993,7.757926,0.01,,3302685000000000.0,87839.83,41939,6.293208,1912.2949306964874,55.9211,-0.2,3302685000000000.0,-499.9069,4.945461e-13,,,-0.27878457,1.7907945e-10,70.8429054054054,625,499.9069,-143.37808,148.37808,0.01,592,592,0.01,0.1
,,6.7709546,5.523289e-10,0.01,,-1.2408018e-10,12,-105.41144,7.7562385,0.01,-0.2,3302946600000000.0,87950.234,41961,6.29233,1915.7215073108673,55.9211,-0.2,3302946600000000.0,-499.9069,1.1729177e-12,,,-0.31608108,6.9113515e-10,70.76053962900505,625,499.9069,-143.31406,148.31406,0.01,593,593,0.01,0.1
,,5.7979035,5.504708e-10,0.01,,-1.7450657e-07,12,-105.76632,7.7545533,0.01,0.2,3303207500000000.0,88061.0,41979,6.289814,1919.0786428451538,55.9211,-0.2,3303207500000000.0,-499.9069,1.2224745e-09,,,0.08176844,7.2614984e-07,70.67171717171718,625,499.9069,-143.25084,148.25084,0.01,594,594,0.01,0.1
