ReturnMax,InvPendulum_std2_higher,Delta,InvPendulum_std0_higher,NumTrainableParams,NumTrajectories,DenMISELogFirst,TimeElapsed,Iteration,IWMax,IWMean,IWFirstEpisode,MinEpLen,Regret,DenMISEMeanLog,BoundMISE,IWMin,ActionIn1,InvPendulum_std3_higher,InvPendulum_mu3_higher,GridSize,InvPendulum_std1_higher,DenMISELogLast,InvPendulum_mu0_higher,Regret/t,ReturnAbsMax,AvgEpLen,IWLastEpisode,BoundBonus,TimestepsSoFar,ReturnLastEpisode,InvPendulum_mu2_higher,InvPendulum_mu1_higher,Bound,ReturnMean,ReturnMin
-86.810036,0.01,1.2104073e-06,0.01,,35,10.339119,16.140799522399902,35,,,,11,5566.4053,9.387718,,,0.17528594,0.01,,81,0.01,8.240945,0.2,159.04015,499.3913,76.08571428571429,,inf,2663,-144.73383,0.2,-0.2,inf,-154.04015,-499.3913
-86.810036,0.01,1.1440965e-06,0.01,,36,10.310948,16.671264171600342,36,,,,11,5690.887,9.353794,,,-0.60235626,0.01,-0.2,81,0.01,9.152359,-0.2,158.0802,499.3913,74.75,,inf,2691,-119.481705,-0.2,,inf,-153.0802,-499.3913
-86.810036,0.01,1.0830892e-06,0.01,,37,10.283549,17.149789810180664,37,,,,11,5803.983,9.342996,,,-0.3971194,0.01,,81,0.01,9.940646,-0.2,156.86441,499.3913,73.32432432432432,,inf,2713,-108.09581,-0.2,,inf,-151.86441,-499.3913
-86.810036,0.01,1.0268345e-06,0.01,,38,10.256882,17.578319549560547,38,,,,11,5927.101,9.355544,,,-0.19301464,0.01,0.2,81,0.01,10.806627,-0.2,155.97635,499.3913,71.97368421052632,,inf,2735,-118.11818,-0.2,,inf,-150.97635,-499.3913
-86.810036,0.01,9.748514e-07,0.01,,39,10.230906,17.97178316116333,39,,,,11,6052.595,9.347174,,,-0.4127368,0.01,-0.2,81,0.01,10.016101,-0.2,155.19475,499.3913,70.71794871794872,,inf,2758,-120.49411,,,inf,-150.19475,-499.3913
-86.810036,0.01,9.267181e-07,0.01,,40,10.205588,18.386564016342163,40,,,,11,6165.3765,9.314913,,,-0.22377822,0.01,,81,0.01,9.044165,-0.2,154.13441,499.3913,69.325,,inf,2773,-107.78116,,,inf,-149.13441,-499.3913
-86.810036,0.01,8.820637e-07,0.01,,41,10.180896,19.51272702217102,41,,,,11,6623.2905,9.309701,,,-0.0044632256,0.01,0.2,81,0.01,10.088927,-0.2,161.54367,499.3913,79.82926829268293,,inf,3273,-452.91385,,,inf,-156.54367,-499.3913
-86.810036,0.01,8.405606e-07,0.01,,42,10.156797,20.147655248641968,42,,,,11,6879.873,9.305089,,,-0.20673512,0.01,-0.2,81,0.01,10.103971,-0.2,163.8065,499.3913,81.66666666666667,,inf,3430,-251.5827,0.2,,inf,-158.8065,-499.3913
-86.810036,0.01,8.019195e-07,0.01,,43,10.133267,20.606719493865967,43,,,,11,6996.8696,9.283389,,,0.031391907,0.01,,81,0.01,9.360252,-0.2,162.7179,499.3913,80.48837209302326,,inf,3461,-111.99686,0.2,,inf,-157.7179,-499.3913
-86.810036,0.01,7.658827e-07,0.01,,44,10.110278,21.069106101989746,44,,,,11,7120.993,9.206992,,,0.23005633,0.01,0.2,81,0.01,6.910463,-0.2,161.84076,499.3913,79.18181818181819,,inf,3484,-119.12331,0.2,,inf,-156.84076,-499.3913
-86.810036,0.01,7.3222174e-07,0.01,,45,10.087805,21.551424026489258,45,,,,11,7252.4263,9.187162,,,-0.4597487,0.01,-0.2,81,0.01,9.303492,,161.16502,499.3913,78.06666666666666,,inf,3513,-126.4333,-0.2,,inf,-156.16502,-499.3913
-86.810036,0.01,7.0073213e-07,0.01,,46,10.065826,22.05923104286194,46,,,,11,7378.491,9.044524,,,-0.19269276,0.01,,81,0.01,3.6148176,,160.40198,499.3913,76.97826086956522,,inf,3541,-121.06529,-0.2,,inf,-155.40198,-499.3913
-86.810036,0.01,6.7123085e-07,0.01,,47,10.04432,22.60574436187744,47,,,,11,7493.1577,9.058731,,,-0.00070278347,0.01,0.2,81,0.01,10.701589,,159.4289,499.3913,75.68085106382979,,inf,3557,-109.66615,-0.2,,inf,-154.4289,-499.3913
-86.810036,0.01,6.435543e-07,0.01,,48,10.023267,23.19957995414734,48,,,,11,7603.6187,9.025249,,,-0.20207606,0.01,-0.2,81,0.01,8.441075,,158.40872,499.3913,74.375,,inf,3570,-105.46066,,,inf,-153.40872,-499.3913
-86.810036,0.01,6.175547e-07,0.01,,49,10.002647,23.90626311302185,49,,,,11,7707.488,9.019683,,,0.008606025,0.01,,81,0.01,9.742239,,157.29567,499.3913,75.42857142857143,,inf,3696,-98.86896,,,inf,-152.29567,-499.3913
-86.810036,0.01,5.930996e-07,0.01,,50,9.982445,24.598179817199707,50,,,,11,7875.7275,9.002634,,,0.20959632,0.01,0.2,81,0.01,9.157192,,157.51456,499.3913,75.22,,inf,3761,-163.23975,,,inf,-152.51456,-499.3913
-86.810036,0.01,5.700688e-07,0.01,,51,9.962642,25.174205780029297,51,,,,11,8041.7,9.000793,,,-0.03773403,0.01,-0.2,81,0.01,9.8989105,,157.68039,499.3913,74.96078431372548,,inf,3823,-160.97293,0.2,,inf,-152.68039,-499.3913
-86.810036,0.01,5.483539e-07,0.01,,52,9.943224,25.700294971466064,52,,,,11,8150.4463,8.969206,,,0.19555894,0.01,,81,0.01,8.348499,,156.73935,499.3913,73.98076923076923,,inf,3847,-103.74626,0.2,,inf,-151.73935,-499.3913
-86.810036,0.01,5.2785657e-07,0.01,,53,9.924175,26.207706212997437,53,,,,11,8261.822,8.943875,,,0.43984175,0.01,0.2,81,0.01,8.617217,,155.88344,499.3913,72.9245283018868,,inf,3865,-106.37608,0.2,,inf,-150.88344,-499.3913
-86.810036,0.01,5.084873e-07,0.01,,54,9.905483,26.731375455856323,54,,,,11,8383.424,8.907948,,,-0.2047947,0.01,-0.2,81,0.01,7.9944506,0.2,155.2486,499.3913,71.94444444444444,,inf,3885,-116.60193,-0.2,,inf,-150.2486,-499.3913
-86.810036,0.01,4.9016495e-07,0.01,,55,9.887135,27.25305461883545,55,,,,11,8509.336,8.90583,,,0.004802229,0.01,,81,0.01,9.782338,0.2,154.7152,499.3913,71.10909090909091,,inf,3911,-120.91213,-0.2,,inf,-149.7152,-499.3913
-86.810036,0.01,4.7281532e-07,0.01,,56,9.869116,27.822474002838135,56,,,,11,8623.947,8.903534,,,0.19705652,0.01,0.2,81,0.01,9.768254,0.2,153.99905,499.3913,70.10714285714286,,inf,3926,-109.61027,-0.2,,inf,-148.99905,-499.3913
-86.810036,0.01,4.563709e-07,0.01,,57,9.851417,28.32847285270691,57,,,,11,8744.122,8.907585,,,0.028406903,0.01,-0.2,81,0.01,10.12564,0.2,153.40565,499.3913,69.21052631578948,,inf,3945,-115.175385,,,inf,-148.40565,-499.3913
-86.810036,0.01,4.4076967e-07,0.01,,58,9.834024,28.924272775650024,58,,,,11,8861.711,8.826805,,,0.16940774,0.01,,81,0.01,5.2136965,0.2,152.78812,499.3913,68.70689655172414,,inf,3985,-112.58862,,,inf,-147.78812,-499.3913
-86.810036,0.01,4.259549e-07,0.01,,59,9.81693,29.515761613845825,59,,,,11,9003.318,8.80499,,,0.4088052,0.01,0.2,81,0.01,8.531183,0.2,152.59862,499.3913,68.23728813559322,,inf,4026,-136.60822,,,inf,-147.59862,-499.3913
-86.810036,0.01,4.1187477e-07,0.01,,60,9.800123,30.15964365005493,60,,,,11,9174.197,8.785483,,,0.18335524,0.01,-0.2,81,0.01,8.626187,0.2,152.90329,499.3913,68.23333333333333,,inf,4094,-165.87859,0.2,,inf,-147.90329,-499.3913
-86.810036,0.01,3.984813e-07,0.01,,61,9.783593,30.68290901184082,61,,,,11,9296.445,8.775034,,,0.39227396,0.01,,81,0.01,9.139897,0.2,152.40074,499.3913,67.60655737704919,,inf,4124,-117.248344,0.2,,inf,-147.40074,-499.3913
-86.810036,0.01,3.8573074e-07,0.01,,62,9.767333,31.269137859344482,62,,,,11,9423.336,8.739901,,,0.6022681,0.01,0.2,81,0.01,7.588668,0.2,151.98929,499.3913,66.93548387096774,,inf,4150,-121.89084,0.2,,inf,-146.98929,-499.3913
-86.810036,0.01,3.735825e-07,0.01,,63,9.751332,31.787052392959595,63,,,,11,9545.527,8.709285,,,-0.18963881,0.01,,81,0.01,7.8030868,-0.2,151.51631,499.3913,66.23809523809524,,inf,4173,-117.19128,-0.2,0.2,inf,-146.51631,-499.3913
-86.810036,0.01,3.6199927e-07,0.01,,64,9.735584,32.30459547042847,64,,,,11,9655.245,8.707103,,,-0.19881348,0.01,-0.2,81,0.01,9.561779,-0.2,150.8632,499.3913,65.453125,,inf,4189,-104.71727,,0.2,inf,-145.8632,-499.3913
-86.810036,0.01,3.5094652e-07,0.01,,65,9.72008,32.83967852592468,65,,,,11,9766.203,8.716233,,,-0.0134486705,0.01,,81,0.01,10.292833,-0.2,150.24928,499.3913,64.67692307692307,,inf,4204,-105.95741,,0.2,inf,-145.24928,-499.3913
-86.810036,0.01,3.4039232e-07,0.01,,66,9.704813,33.38849377632141,66,,,,11,9884.324,8.719751,,,0.16159032,0.01,0.2,81,0.01,9.940838,-0.2,149.76248,499.3913,64.01515151515152,,inf,4225,-113.121254,,0.2,inf,-144.76248,-499.3913
-86.810036,0.01,3.3030722e-07,0.01,,67,9.6897745,33.96598696708679,67,,,,11,10043.063,8.677324,,,0.18098184,0.01,,81,0.01,6.86965,-0.2,149.89647,499.3913,63.8955223880597,,inf,4281,-153.73962,0.2,0.2,inf,-144.89647,-499.3913
-86.810036,0.01,3.206637e-07,0.01,,68,9.67496,34.541574239730835,68,,,,11,10157.305,8.673537,,,-0.19388376,0.01,-0.2,81,0.01,9.412343,,149.37213,499.3913,63.161764705882355,,inf,4295,-109.24067,-0.2,0.2,inf,-144.37213,-499.3913
-86.810036,0.01,3.1143645e-07,0.01,,69,9.660361,35.079073905944824,69,,,,11,10267.693,8.6767,,,-0.00028065383,0.01,,81,0.01,9.884539,,148.80714,499.3913,62.507246376811594,,inf,4313,-105.38862,-0.2,0.2,inf,-143.80714,-499.3913
-86.810036,0.01,3.0260182e-07,0.01,,70,9.645972,35.63478493690491,70,,,,11,10384.888,8.68633,,,0.22679576,0.01,0.2,81,0.01,10.343612,,148.35555,499.3913,62.0,,inf,4340,-112.19481,-0.2,0.2,inf,-143.35555,-499.3913
-86.810036,0.01,2.9413786e-07,0.01,,71,9.631787,36.13953399658203,71,,,,11,10494.113,8.670154,,,0.019968003,0.01,-0.2,81,0.01,8.530805,,147.80441,499.3913,61.29577464788732,,inf,4352,-104.22613,,0.2,inf,-142.80441,-499.3913
-86.810036,0.01,2.8602412e-07,0.01,,72,9.617802,36.74975919723511,72,,,,11,10603.108,8.671189,,,0.19363227,0.01,,81,0.01,9.737666,,147.2654,499.3913,60.72222222222222,,inf,4372,-103.99524,,0.2,inf,-142.2654,-499.3913
-86.810036,0.01,2.7824152e-07,0.01,,73,9.604008,37.401512145996094,73,,,,11,10729.937,8.67348,,,0.4071412,0.01,0.2,81,0.01,9.831557,,146.98543,499.3913,60.23287671232877,,inf,4397,-121.827805,,0.2,inf,-141.98543,-499.3913
-86.810036,0.01,2.707723e-07,0.01,,74,9.590403,37.96889686584473,74,,,,11,10875.097,8.6815405,,,0.18855558,0.01,-0.2,81,0.01,10.263201,,146.96077,499.3913,60.0,,inf,4440,-140.15973,0.2,0.2,inf,-141.96077,-499.3913
-86.810036,0.01,2.6359982e-07,0.01,,75,9.57698,38.542043924331665,75,,,,11,10986.048,8.628609,,,0.37921545,0.01,,81,0.01,5.7049174,,146.48064,499.3913,59.413333333333334,,inf,4456,-105.95133,0.2,0.2,inf,-141.48064,-499.3913
-86.810036,0.01,2.5670863e-07,0.01,,76,9.563734,39.12212872505188,76,,,,11,11111.619,8.608716,,,0.54364336,0.01,0.2,81,0.01,8.110142,,146.20552,499.3913,59.026315789473685,,inf,4486,-120.57111,0.2,0.2,inf,-141.20552,-499.3913
-86.810036,0.01,2.5008418e-07,0.01,,77,9.550662,39.721214294433594,77,,,,11,11239.828,8.558522,,,0.21000528,0.01,,81,0.01,5.7372665,0.2,145.97179,499.3913,58.64935064935065,,inf,4516,-123.21003,-0.2,0.2,inf,-140.97179,-499.3913
-86.810036,0.01,2.4371286e-07,0.01,,78,9.537759,40.33415484428406,78,,,,11,11355.191,8.558315,,,0.20320886,0.01,-0.2,81,0.01,9.535951,0.2,145.57938,499.3913,58.08974358974359,,inf,4531,-110.36286,,0.2,inf,-140.57938,-499.3913
-86.810036,0.01,2.3758197e-07,0.01,,79,9.52502,40.90568256378174,79,,,,11,11466.437,8.552813,,,0.38715416,0.01,,81,0.01,9.117241,0.2,145.14476,499.3913,57.53164556962025,,inf,4545,-106.24477,,0.2,inf,-140.14476,-499.3913
-86.810036,0.01,2.3167952e-07,0.01,,80,9.512441,41.50785422325134,80,,,,11,11593.268,8.540377,,,0.64167625,0.01,0.2,81,0.01,8.551688,0.2,144.91585,499.3913,57.1875,,inf,4575,-121.83071,,0.2,inf,-139.91585,-499.3913
-86.810036,0.01,2.2599437e-07,0.01,,81,9.500018,42.083839893341064,81,,,,11,11708.557,8.502155,,,0.6198671,0.01,,81,0.01,6.4381914,0.2,144.55008,499.3913,56.67901234567901,,inf,4591,-110.288506,0.2,0.2,inf,-139.55008,-499.3913
-86.810036,0.01,7.0359164e-08,0.01,,82,9.487748,42.72063612937927,82,1.5624208e-21,1.9053913e-23,,11,11819.305,8.487543,-9.32081e-21,,-0.5232472,0.01,-0.06666667,256,0.01,8.297826,-0.2,144.13786,499.3913,56.146341463414636,,inf,4604,-105.74865,-0.06666667,-0.2,inf,-139.13786,-499.3913
-86.810036,0.01,6.867397e-08,0.01,,83,9.475627,78.16848158836365,83,2.0223794e-12,2.4366017e-14,,11,11946.326,8.469292,-1.1919392e-11,,-0.39618284,0.01,0.06666667,256,0.01,7.966669,-0.2,143.93164,499.3913,61.493975903614455,7.960766e-35,inf,5104,-122.021416,-0.06666667,-0.2,inf,-138.93164,-499.3913
-86.810036,0.01,6.704861e-08,0.01,,84,9.463651,80.24631357192993,84,8.5809686e-24,1.0215439e-25,,11,12436.639,8.47481,-4.997198e-23,,-0.4022362,0.01,-0.06666667,256,0.01,9.926798,-0.2,148.05522,499.3913,66.71428571428571,,inf,5604,-485.31323,0.06666667,-0.2,inf,-143.05522,-499.3913
-86.810036,0.01,6.5480286e-08,0.01,,85,9.451817,82.29851841926575,85,1.1103929e-14,1.3063446e-16,,11,12671.238,8.470484,-6.390389e-14,,-0.22021875,0.01,0.06666667,256,0.01,9.101259,-0.2,149.0734,499.3913,71.81176470588235,,inf,6104,-229.59944,0.06666667,-0.2,inf,-144.0734,-499.3913
-86.810036,0.01,6.396634e-08,0.01,,86,9.44012,84.24241709709167,86,9.977242e-18,1.1601443e-19,,11,13171.873,8.39066,-1.4318768e-17,,-0.53855157,0.01,-0.06666667,256,0.01,2.5998757,-0.06666667,153.16132,499.3913,76.79069767441861,,inf,6604,-495.63434,-0.2,-0.2,inf,-148.16132,-499.3913
-86.810036,0.01,6.250429e-08,0.01,,87,9.428559,85.59130477905273,87,1.2980776e-13,1.4920432e-15,,11,13298.777,8.396952,-1.8415139e-13,,-0.41704625,0.01,0.06666667,256,0.01,9.932181,-0.06666667,152.85951,499.3913,76.24137931034483,1.3668845e-38,inf,6633,-121.90439,-0.2,-0.2,inf,-147.85951,-499.3913
-86.810036,0.01,6.109181e-08,0.01,,88,9.41713,86.91207957267761,88,2.3225811e-13,2.6392969e-15,,11,13430.984,8.390372,-2.2911745e-13,,-0.53509104,0.01,-0.2,256,0.01,8.81236,-0.06666667,152.62482,499.3913,75.7840909090909,,inf,6669,-127.20661,-0.06666667,-0.2,inf,-147.62482,-499.3913
-86.810036,0.01,5.972668e-08,0.01,,89,9.405831,88.38944673538208,89,8.508537e-25,9.5601545e-27,,11,13547.618,8.3920555,-4.4768527e-24,,-0.3748104,0.01,-0.06666667,256,0.01,9.534412,-0.06666667,152.22043,499.3913,75.50561797752809,,inf,6720,-111.63343,-0.06666667,-0.2,inf,-147.22043,-499.3913
-86.810036,0.01,5.8406794e-08,0.01,,90,9.394658,89.87188339233398,90,5.803691e-25,6.4485458e-27,,11,13678.63,8.35164,-3.019741e-24,,-0.28399155,0.01,0.06666667,256,0.01,5.749088,-0.06666667,151.98477,499.3913,75.8,,inf,6822,-126.01187,-0.06666667,-0.2,inf,-146.98477,-499.3913
-86.810036,0.01,5.7130176e-08,0.01,,91,9.383608,91.33414244651794,91,1.8727289e-13,2.0579438e-15,,11,13920.64,8.32631,-5.080451e-13,,-0.15816033,0.01,0.2,256,0.01,7.0410967,-0.06666667,152.97406,499.3913,76.50549450549451,2.1614826e-29,inf,6962,-237.00964,-0.06666667,-0.2,inf,-147.97406,-499.3913
-86.810036,0.01,5.5894976e-08,0.01,,92,9.372679,93.44221448898315,92,3.8235376e-28,4.1560195e-30,,11,14417.37,8.310016,-3.6078426e-28,,-0.38207766,0.01,-0.2,256,0.01,7.821846,-0.06666667,156.71054,499.3913,81.1086956521739,,inf,7462,-491.73062,0.06666667,-0.2,inf,-151.71054,-499.3913
-86.810036,0.01,5.469939e-08,0.01,,93,9.361868,94.89190983772278,93,6.3981094e-23,6.8802126e-25,,11,14541.027,8.284435,-3.2216994e-22,,-0.27078217,0.01,-0.06666667,256,0.01,6.9255533,-0.06666667,156.35513,499.3913,81.40860215053763,4.885161e-27,inf,7571,-118.65805,0.06666667,-0.2,inf,-151.35513,-499.3913
