ReturnMax,InvPendulum_std2_higher,Delta,InvPendulum_std0_higher,NumTrainableParams,NumTrajectories,DenMISELogFirst,TimeElapsed,Iteration,IWMax,IWMean,IWFirstEpisode,MinEpLen,Regret,DenMISEMeanLog,BoundMISE,IWMin,ActionIn1,InvPendulum_std3_higher,InvPendulum_mu3_higher,GridSize,InvPendulum_std1_higher,DenMISELogLast,InvPendulum_mu0_higher,Regret/t,ReturnAbsMax,AvgEpLen,IWLastEpisode,BoundBonus,TimestepsSoFar,ReturnLastEpisode,InvPendulum_mu2_higher,InvPendulum_mu1_higher,Bound,ReturnMean,ReturnMin
57.852604,0.01,1.5173872e-10,0.01,,786,7.2275105,4354.138520240784,786,1.1271809e-07,1.4340745e-10,,11,114088.875,6.074445,-1.5262495e-08,,0.0013776273,0.01,-0.2,1296,0.01,5.2300444,-0.12,145.15125,499.66565,62.213740458015266,,9357288000000000.0,48900,-120.21034,0.12,0.2,9357288000000000.0,-140.15125,-499.66565
57.852604,0.01,1.5135335e-10,0.01,,787,7.226239,4361.554905414581,787,6.606762e-08,8.507344e-11,,11,114197.305,6.070511,-1.10518545e-08,,0.36679712,0.01,0.2,1296,0.01,3.977955,-0.12,145.10458,499.66565,62.16137229987294,,9357814000000000.0,48921,-103.42727,0.12,0.2,9357814000000000.0,-140.10458,-499.66565
57.852604,0.01,1.5096943e-10,0.01,,788,7.2249694,4368.997989177704,788,3.8481573e-09,4.885822e-12,,11,114324.71,6.066725,-5.45351e-10,,0.15348673,0.01,-0.12,1296,0.01,4.0858903,-0.12,145.08212,499.66565,62.119289340101524,,9358339000000000.0,48950,-122.40581,0.2,0.2,9358339000000000.0,-140.08212,-499.66565
57.852604,0.01,1.5058703e-10,0.01,,789,7.223701,4376.235499620438,789,3.2502243e-08,4.412901e-11,,11,114444.37,6.0674562,-5.0619846e-09,,0.39760715,0.01,0.12,1296,0.01,7.6429057,-0.12,145.0499,499.66565,62.06970849176172,,9358864000000000.0,48973,-114.65492,0.2,0.2,9358864000000000.0,-140.0499,-499.66565
57.852604,0.01,1.5020603e-10,0.01,,790,7.2224345,4383.590526103973,790,6.697275e-08,1.6579779e-10,,11,114555.05,6.068651,-1.7801051e-08,,-0.0054700524,0.01,-0.12,1296,0.01,8.01112,0.12,145.0064,499.66565,62.00632911392405,,9359389000000000.0,48985,-105.67591,-0.2,0.2,9359389000000000.0,-140.0064,-499.66565
57.852604,0.01,1.4982647e-10,0.01,,791,7.2211695,4390.5706470012665,791,4.854482e-08,6.138061e-11,,11,114667.16,6.068506,-7.119493e-09,,0.24534027,0.01,0.12,1296,0.01,6.9533463,0.12,144.9648,499.66565,61.95069532237674,,9359913000000000.0,49003,-107.117966,-0.2,0.2,9359913000000000.0,-139.9648,-499.66565
57.852604,0.01,1.4944837e-10,0.01,,792,7.219906,4397.576832771301,792,8.340766e-05,1.5422458e-07,,11,114782.766,6.0679994,-1.6896074e-05,,-0.044634372,0.01,-0.2,1296,0.01,6.6665163,0.12,144.92773,499.66565,61.89267676767677,,9360435000000000.0,49019,-110.60965,-0.12,0.2,9360435000000000.0,-139.92773,-499.66565
57.852604,0.01,1.4907169e-10,0.01,,793,7.218644,4404.304000854492,793,1.3312449e-06,1.6789607e-09,,11,114900.09,6.065187,-1.947445e-07,,0.4063031,0.01,0.2,1296,0.01,4.8370676,0.12,144.89293,499.66565,61.83984867591425,,9360957000000000.0,49039,-112.32618,-0.12,0.2,9360957000000000.0,-139.89293,-499.66565
57.852604,0.01,1.4869643e-10,0.01,,794,7.217384,4410.866407394409,794,3.975872e-06,5.1008375e-09,,11,115031.18,6.0652575,-5.802864e-07,,0.20305288,0.01,-0.2,1296,0.01,7.1208034,0.12,144.87553,499.66565,61.80226700251889,,9361477000000000.0,49071,-126.08308,0.12,0.2,9361477000000000.0,-139.87553,-499.66565
57.852604,0.01,1.4832259e-10,0.01,,795,7.2161255,4417.847434997559,795,5.688209e-08,7.16102e-11,,11,115142.97,6.0605354,-8.9966985e-09,,0.63985157,0.01,0.2,1296,0.01,3.310101,0.12,144.83392,499.66565,61.75094339622642,,9361998000000000.0,49092,-106.78744,0.12,0.2,9361998000000000.0,-139.83392,-499.66565
57.852604,0.01,1.4795014e-10,0.01,,796,7.214868,4426.277572393417,796,2.5425337e-05,3.1947188e-08,,11,115266.625,6.061763,-3.6061033e-06,,0.3829286,0.01,-0.12,1296,0.01,8.036773,0.12,144.80731,499.66565,61.7035175879397,,9362519000000000.0,49116,-118.6594,0.2,0.2,9362519000000000.0,-139.80731,-499.66565
57.852604,0.01,1.4757912e-10,0.01,,797,7.2136126,4434.41846704483,797,2.1529845e-06,2.7013978e-09,,11,115378.7,6.062229,-2.922185e-07,,0.63526607,0.01,0.12,1296,0.01,7.4335775,0.12,144.76625,499.66565,61.639899623588455,,9363038000000000.0,49127,-107.07739,0.2,0.2,9363038000000000.0,-139.76625,-499.66565
57.852604,0.01,1.4720947e-10,0.01,,798,7.212359,4441.787054777145,798,0.013875517,1.7387882e-05,,11,115493.8,6.0632687,-0.002120243,,0.13825597,0.01,-0.12,1296,0.01,7.890062,0.2,144.72906,499.66565,61.58521303258146,,9363556000000000.0,49145,-110.0884,-0.12,0.2,9363556000000000.0,-139.72906,-499.66565
57.852604,0.01,1.4684122e-10,0.01,,799,7.2111063,4449.0055539608,799,0.00024544608,3.0722416e-07,,11,115610.75,6.062606,-3.5289282e-05,,0.38538837,0.01,0.12,1296,0.01,6.5341167,0.2,144.6943,499.66565,61.53316645807259,,9364073000000000.0,49165,-111.954994,-0.12,0.2,9364073000000000.0,-139.6943,-499.66565
57.852604,0.01,1.4647433e-10,0.01,,800,7.2098556,4456.2400188446045,800,4.5462576e-07,6.672564e-10,,11,115750.16,6.0603986,-7.554106e-08,,0.39998668,0.01,-0.12,1296,0.01,5.2958393,0.2,144.6877,499.66565,61.50625,,9364592000000000.0,49205,-134.40479,0.12,0.2,9364592000000000.0,-139.6877,-499.66565
57.852604,0.01,1.4610883e-10,0.01,,801,7.2086062,4464.134897947311,801,8.717277e-06,1.7328425e-08,,11,115866.2,6.060042,-3.5179855e-06,,-0.24052078,0.01,-0.04,1296,0.01,6.7745223,-0.04,144.65193,499.66565,61.449438202247194,,254317660000000.0,49221,-111.04911,-0.04,-0.12,254317660000000.0,-139.65193,-499.66565
57.852604,0.01,1.457447e-10,0.01,,802,7.207359,4472.1649425029755,802,7.16046e-08,8.9403145e-11,,11,116031.445,6.0592794,-4.387561e-08,,-0.13068987,0.01,0.04,1296,0.01,6.4475627,-0.04,144.67761,499.66565,61.47256857855361,1.1853385e-23,254331670000000.0,49301,-160.24075,0.04,-0.12,254331670000000.0,-139.67761,-499.66565
57.852604,0.01,1.4538193e-10,0.01,,803,7.206113,4481.528014421463,803,0.00017081432,2.1307764e-07,,11,116530.75,6.055134,-2.6671207e-05,,-0.04874172,0.01,0.04,1296,0.01,3.7293165,0.04,145.11925,499.66565,62.0186799501868,9.973985e-30,254345660000000.0,49801,-494.30508,-0.04,-0.12,254345660000000.0,-140.11925,-499.66565
57.852604,0.01,1.4502051e-10,0.01,,804,7.2048683,4489.828045129776,804,3.5380504e-05,4.409358e-08,,11,116671.11,6.049561,-1.0874822e-05,,-0.10787524,0.01,-0.04,1296,0.01,2.5744407,0.04,145.11333,499.66565,61.98756218905473,1.0114174e-37,254359640000000.0,49838,-135.35777,0.04,-0.12,254359640000000.0,-140.11333,-499.66565
57.852604,0.01,1.4466044e-10,0.01,,805,7.203625,4498.605996608734,805,3.4385057e-11,4.309931e-14,,11,116838.47,6.048565,-5.5573046e-12,,-0.20345251,0.01,-0.04,1296,0.01,6.2466044,-0.12,145.14096,499.66565,61.99627329192547,,254373600000000.0,49907,-162.35757,-0.04,-0.04,254373600000000.0,-140.14096,-499.66565
57.852604,0.01,1.443017e-10,0.01,,806,7.2023835,4507.426989078522,806,1.1517532e-05,2.0028985e-08,,11,117220.32,6.0450983,-5.1482225e-06,,-0.05110375,0.01,0.04,1296,0.01,4.254193,-0.12,145.43465,499.66565,62.53970223325062,2.0042557e-18,254387520000000.0,50407,-376.8539,0.04,-0.04,254387520000000.0,-140.43465,-499.66565
57.852604,0.01,1.4394429e-10,0.01,,807,7.2011437,4515.654350757599,807,2.169613e-05,2.8547102e-08,,11,117722.055,6.0423574,-4.811919e-06,,-0.013300229,0.01,-0.04,1296,0.01,4.83291,0.12,145.87614,499.66565,63.0817843866171,,254401450000000.0,50907,-496.73828,-0.04,-0.04,254401450000000.0,-140.87614,-499.66565
57.852604,0.01,1.4358821e-10,0.01,,808,7.1999054,4523.430908441544,808,0.0005520831,6.876904e-07,,11,117854.94,6.0397377,-8.6826956e-05,,0.15692896,0.01,0.04,1296,0.01,4.9246225,0.12,145.86008,499.66565,63.04579207920792,9.9897055e-31,254415340000000.0,50941,-127.886826,0.04,-0.04,254415340000000.0,-140.86008,-499.66565
57.852604,0.01,1.4323345e-10,0.01,,809,7.1986685,4532.469267606735,809,1.7212421e-09,2.12794e-12,,11,117974.19,6.0381813,-2.9182276e-10,,-0.06282006,0.01,0.04,1296,0.01,5.7801914,-0.12,145.82718,499.66565,62.9938195302843,,254429250000000.0,50962,-114.2533,-0.04,0.04,254429250000000.0,-140.82718,-499.66565
57.852604,0.01,1.4288001e-10,0.01,,810,7.197433,4539.829010725021,810,0.00026272546,3.2461065e-07,,11,118104.0,6.0383024,-9.747832e-05,,-0.093182415,0.01,-0.04,1296,0.01,7.135699,-0.12,145.8074,499.66565,62.95432098765432,5.191857e-29,254443100000000.0,50993,-124.80622,0.04,0.04,254443100000000.0,-140.8074,-499.66565
57.852604,0.01,1.4252786e-10,0.01,,811,7.1961994,4547.710069656372,811,2.9660312e-06,3.6601195e-09,,11,118338.39,6.038327,-4.630357e-07,,0.15779887,0.01,0.04,1296,0.01,7.0578966,0.12,145.91664,499.66565,63.2170160295931,,254456980000000.0,51269,-229.38435,-0.04,0.04,254456980000000.0,-140.91664,-499.66565
57.852604,0.01,1.4217703e-10,0.01,,812,7.1949673,4554.828304767609,812,1.6223381e-06,2.009236e-09,,11,118472.25,6.0360293,-2.4276804e-07,,0.15588939,0.01,-0.04,1296,0.01,5.171991,0.12,145.90178,499.66565,63.17857142857143,2.086158e-24,254470790000000.0,51301,-128.866,0.04,0.04,254470790000000.0,-140.90178,-499.66565
57.852604,0.01,1.4182748e-10,0.01,,813,7.193736,4561.942965745926,813,1.0825829e-07,1.3921966e-10,,11,118594.37,6.036434,-1.8533527e-08,,-0.02075783,0.01,-0.04,1296,0.01,7.3636265,-0.04,145.87253,499.66565,63.12915129151291,,254484580000000.0,51324,-117.11454,-0.04,0.12,254484580000000.0,-140.87253,-499.66565
57.852604,0.01,1.4147922e-10,0.01,,814,7.1925073,4569.555887699127,814,6.781247e-05,8.3307775e-08,,11,118715.7,6.033872,-1.7179484e-05,,0.17549086,0.01,0.04,1296,0.01,4.9504724,-0.04,145.84239,499.66565,63.082309582309584,4.3518593e-24,254498390000000.0,51349,-116.337906,0.04,0.12,254498390000000.0,-140.84239,-499.66565
57.852604,0.01,1.4113224e-10,0.01,,815,7.1912794,4576.683808803558,815,0.34788397,0.00042830253,,11,118846.69,6.0329633,-0.05416774,,0.16574256,0.01,0.04,1296,0.01,6.292801,0.04,145.82416,499.66565,63.04049079754601,3.94983e-30,254512160000000.0,51378,-125.98483,-0.04,0.12,254512160000000.0,-140.82416,-499.66565
57.852604,0.01,1.4078655e-10,0.01,,816,7.190053,4583.944897651672,816,4.9039686e-06,8.555915e-09,,11,118969.91,6.027074,-9.788083e-07,,0.1657093,0.01,-0.04,1296,0.01,2.2261503,0.04,145.79645,499.66565,62.9889705882353,1.2201696e-15,254525920000000.0,51399,-118.22086,0.04,0.12,254525920000000.0,-140.79645,-499.66565
57.852604,0.01,1.4044214e-10,0.01,,817,7.1888285,4590.523632049561,817,8.42899e-07,1.0810048e-09,,11,119093.47,6.0242743,-1.8940743e-07,,-0.16528961,0.01,0.04,1296,0.01,4.739184,-0.04,145.76924,499.66565,62.95104039167687,,254539460000000.0,51431,-118.55496,-0.04,-0.12,254539460000000.0,-140.76924,-499.66565
57.852604,0.01,1.4009897e-10,0.01,,818,7.187605,4598.0594182014465,818,6.822649e-06,1.0677407e-08,,11,119585.34,6.0248604,-2.4551543e-06,,-0.14338367,0.01,-0.04,1296,0.01,7.5035057,-0.04,146.19235,499.66565,63.48533007334963,5.72963e-23,254553170000000.0,51931,-486.88544,0.04,-0.12,254553170000000.0,-141.19235,-499.66565
57.852604,0.01,1.3975707e-10,0.01,,819,7.1863832,4606.106995344162,819,0.0044846665,5.4783536e-06,,11,119733.94,6.020793,-0.0013520654,,-0.12467027,0.01,-0.04,1296,0.01,3.6927571,0.04,146.19528,499.66565,63.49084249084249,1.3763234e-38,254566860000000.0,51999,-143.59253,-0.04,-0.12,254566860000000.0,-141.19528,-499.66565
57.852604,0.01,1.394164e-10,0.01,,820,7.185163,4614.652139186859,820,0.001085369,1.3236219e-06,,11,119864.305,6.017023,-0.00016712026,,0.017824683,0.01,0.04,1296,0.01,3.928873,0.04,146.17598,499.66565,63.45609756097561,1.01019284e-19,254580550000000.0,52034,-125.36165,0.04,-0.12,254580550000000.0,-141.17598,-499.66565
57.852604,0.01,1.3907697e-10,0.01,,821,7.183944,4622.370131969452,821,0.0017022386,2.0841035e-06,,11,120018.67,6.0169,-0.0007829341,,-0.14177763,0.01,0.04,1296,0.01,6.915604,-0.12,146.18596,499.66565,63.44457978075518,,254594240000000.0,52088,-149.3623,-0.04,-0.04,254594240000000.0,-141.18596,-499.66565
57.852604,0.01,1.3873878e-10,0.01,,822,7.182727,4629.787879228592,822,6.3755188e-06,9.353289e-09,,11,120519.516,6.0168023,-1.6911652e-06,,-0.18530522,0.01,-0.04,1296,0.01,6.9355364,-0.12,146.61742,499.66565,63.97566909975669,8.430167e-23,254607900000000.0,52588,-495.8433,0.04,-0.04,254607900000000.0,-141.61742,-499.66565
57.852604,0.01,1.3840183e-10,0.01,,823,7.1815114,4637.6645658016205,823,1.1335125e-06,1.3774072e-09,,11,120699.7,6.0152407,-1.7369454e-07,,0.078465745,0.01,0.04,1296,0.01,5.7311125,0.12,146.6582,499.66565,64.50546780072904,,254621520000000.0,53088,-175.19977,-0.04,-0.04,254621520000000.0,-141.6582,-499.66565
57.852604,0.01,1.3806613e-10,0.01,,824,7.180297,4644.87881231308,824,4.394556e-06,9.930117e-09,,11,120833.17,6.014859,-1.1978494e-06,,0.07031354,0.01,-0.04,1296,0.01,6.7003975,0.12,146.6422,499.66565,64.4635922330097,3.7880888e-26,254635140000000.0,53118,-128.46138,0.04,-0.04,254635140000000.0,-141.6422,-499.66565
57.852604,0.01,1.3773162e-10,0.01,,825,7.179084,4652.196221828461,825,7.1102517e-07,8.6193885e-10,,11,120957.22,6.0140624,-1.0209185e-07,,-0.1971235,0.01,-0.04,1296,0.01,6.356494,-0.12,146.6148,499.66565,64.4169696969697,,254648750000000.0,53144,-119.05122,-0.04,0.04,254648750000000.0,-141.6148,-499.66565
57.852604,0.01,1.3739831e-10,0.01,,826,7.1778727,4659.1360828876495,826,0.004096937,4.9709674e-06,,11,121080.38,6.0108414,-0.0014917365,,-0.011028592,0.01,0.04,1296,0.01,4.352867,-0.12,146.58643,499.66565,64.37772397094432,6.053735e-28,254662330000000.0,53176,-118.160805,0.04,0.04,254662330000000.0,-141.58643,-499.66565
57.852604,0.01,1.3706623e-10,0.01,,827,7.176663,4665.871681213379,827,4.485453e-07,6.100051e-10,,11,121220.266,6.011275,-7.788319e-08,,0.065201536,0.01,-0.04,1296,0.01,7.3688345,0.12,146.57831,499.66565,64.34582829504232,,254675870000000.0,53214,-134.88364,-0.04,0.04,254675870000000.0,-141.57831,-499.66565
57.852604,0.01,1.3673537e-10,0.01,,828,7.175454,4673.035551309586,828,1.0243161e-07,1.3330713e-10,,11,121337.336,6.0120397,-1.7014768e-08,,0.23037647,0.01,0.04,1296,0.01,7.6446304,0.12,146.54268,499.66565,64.29951690821257,1.2902864e-29,254689450000000.0,53240,-112.06762,0.04,0.04,254689450000000.0,-141.54268,-499.66565
57.852604,0.01,1.3640569e-10,0.01,,829,7.1742473,4679.925009965897,829,0.00012099745,1.460935e-07,,11,121460.78,6.009345,-1.7280707e-05,,0.07936667,0.01,0.04,1296,0.01,4.776859,-0.04,146.51482,499.66565,64.2496984318456,,254702990000000.0,53263,-118.44405,-0.04,0.12,254702990000000.0,-141.51482,-499.66565
57.852604,0.01,1.3607718e-10,0.01,,830,7.173042,4686.252642869949,830,0.35609296,0.0004290344,,11,121601.52,6.009239,-0.049877517,,0.08626002,0.01,-0.04,1296,0.01,6.920237,-0.04,146.50786,499.66565,64.22530120481927,2.1870672e-24,254716500000000.0,53307,-135.74672,0.04,0.12,254716500000000.0,-141.50786,-499.66565
57.852604,0.01,1.3574987e-10,0.01,,831,7.171838,4692.563338518143,831,4.8040934e-06,6.051163e-09,,11,121723.86,6.010071,-7.051201e-07,,0.117475756,0.01,-0.04,1296,0.01,7.7001853,0.04,146.47878,499.66565,64.17448856799037,2.4468205e-25,254730030000000.0,53329,-117.33687,-0.04,0.12,254730030000000.0,-141.47878,-499.66565
57.852604,0.01,1.3542377e-10,0.01,,832,7.1706347,4699.959731578827,832,0.03353443,4.0927753e-05,,11,121865.664,6.007539,-0.004837861,,0.240935,0.01,0.04,1296,0.01,4.9028764,0.04,146.47316,499.66565,64.14423076923077,1.5812921e-19,254743500000000.0,53368,-136.79878,0.04,0.12,254743500000000.0,-141.47316,-499.66565
57.852604,0.01,1.3509881e-10,0.01,,833,7.1694336,4707.948570013046,833,1.2489755e-09,1.638569e-12,,11,121998.0,6.006291,-2.1073843e-10,,-0.25949472,0.01,-0.04,1296,0.01,5.967654,-0.04,146.45618,499.66565,64.10684273709484,,254756740000000.0,53401,-127.334274,-0.12,-0.04,254756740000000.0,-141.45618,-499.66565
57.852604,0.01,1.3477502e-10,0.01,,834,7.168234,4715.882925271988,834,1.08793586e-07,1.7459648e-10,,11,122121.31,6.005301,-2.2922912e-08,,-0.25959888,0.01,-0.12,1296,0.01,6.1802025,-0.04,146.42844,499.66565,64.0599520383693,1.4297905e-24,254770200000000.0,53426,-118.315216,-0.04,-0.04,254770200000000.0,-141.42844,-499.66565
57.852604,0.01,1.3445241e-10,0.01,,835,7.1670356,4723.628057479858,835,8.260224e-12,1.0115825e-14,,11,122256.53,6.0018334,-1.1717716e-12,,0.020688184,0.01,0.12,1296,0.01,4.1088777,-0.04,146.41501,499.66565,64.02634730538922,,254783630000000.0,53462,-130.2216,-0.04,-0.04,254783630000000.0,-141.41501,-499.66565
57.852604,0.01,1.3413094e-10,0.01,,836,7.1658387,4730.8220038414,836,1.6515463e-09,1.9922811e-12,,11,122412.14,6.0017815,-3.2506217e-10,,0.0017790198,0.01,-0.04,1296,0.01,6.95758,-0.04,146.42601,499.66565,64.01196172248804,,254797060000000.0,53514,-150.60658,0.12,-0.04,254797060000000.0,-141.42601,-499.66565
57.852604,0.01,1.3381063e-10,0.01,,837,7.1646433,4738.177042484283,837,0.00019757086,2.3626161e-07,,11,122547.81,6.0006447,-2.9566832e-05,,-0.0852083,0.01,0.04,1296,0.01,6.0501013,0.04,146.41316,499.66565,63.98446833930705,,254810440000000.0,53555,-130.67715,-0.12,-0.04,254810440000000.0,-141.41316,-499.66565
57.852604,0.01,1.3349145e-10,0.01,,838,7.1634493,4746.367107152939,838,4.6556765e-05,9.6885906e-08,,11,122672.16,6.000834,-1.190127e-05,,-0.07332933,0.01,-0.12,1296,0.01,7.1582184,0.04,146.38683,499.66565,63.936754176610975,,254823830000000.0,53579,-119.34772,0.04,-0.04,254823830000000.0,-141.38683,-499.66565
57.852604,0.01,1.3317343e-10,0.01,,839,7.1622567,4753.754321813583,839,9.280643e-06,1.6117902e-08,,11,122779.89,5.997551,-2.4118804e-06,,0.13916875,0.01,0.12,1296,0.01,4.2463775,0.04,146.34074,499.66565,63.898688915375445,,254837190000000.0,53611,-102.731926,0.04,-0.04,254837190000000.0,-141.34074,-499.66565
57.852604,0.01,1.3285655e-10,0.01,,840,7.1610656,4761.086348295212,840,3.166071e-06,3.7886516e-09,,11,122918.375,5.996696,-4.338312e-07,,0.18835677,0.01,0.04,1296,0.01,6.278521,0.04,146.3314,499.66565,63.86547619047619,7.0398094e-28,254850540000000.0,53647,-133.48318,0.12,-0.04,254850540000000.0,-141.3314,-499.66565
57.852604,0.01,1.3254077e-10,0.01,,841,7.159876,4768.151664733887,841,0.0010183849,1.2129294e-06,,11,123045.914,5.994973,-0.00016627804,,-0.075247265,0.01,0.04,1296,0.01,5.547412,-0.04,146.30905,499.66565,63.829964328180736,,254863880000000.0,53681,-122.53558,-0.12,0.04,254863880000000.0,-141.30905,-499.66565
57.852604,0.01,1.3222613e-10,0.01,,842,7.1586876,4774.968125581741,842,0.00045381644,5.389881e-07,,11,123170.5,5.990584,-6.0967646e-05,,-0.06980035,0.01,-0.12,1296,0.01,3.2983446,-0.04,146.28325,499.66565,63.780285035629454,,254877200000000.0,53703,-119.5807,0.04,0.04,254877200000000.0,-141.28325,-499.66565
57.852604,0.01,1.3191262e-10,0.01,,843,7.1575003,4781.686101436615,843,6.5721433e-06,7.971386e-09,,11,123282.15,5.9904637,-1.145973e-06,,0.15608048,0.01,0.12,1296,0.01,6.8884277,-0.04,146.24217,499.66565,63.729537366548044,,254890500000000.0,53724,-106.65352,0.04,0.04,254890500000000.0,-141.24217,-499.66565
57.852604,0.01,1.3160022e-10,0.01,,844,7.156315,4789.778699398041,844,3.4889425e-09,4.174565e-12,,11,123429.39,5.9910326,-4.789005e-10,,0.120529145,0.01,0.04,1296,0.01,7.470087,-0.04,146.24335,499.66565,63.708530805687204,1.5382584e-26,254903780000000.0,53770,-142.24072,0.12,0.04,254903780000000.0,-141.24335,-499.66565
57.852604,0.01,1.3128894e-10,0.01,,845,7.155131,4798.407630205154,845,6.9328826e-07,9.430047e-10,,11,123555.11,5.9884477,-1.1298514e-07,,-0.022344455,0.01,-0.04,1296,0.01,4.806079,0.04,146.21907,499.66565,63.662721893491124,,254917050000000.0,53795,-120.724915,-0.12,0.04,254917050000000.0,-141.21907,-499.66565
57.852604,0.01,1.3097874e-10,0.01,,846,7.153948,4805.393807172775,846,5.8244643e-07,6.8890743e-10,,11,123668.89,5.9825745,-8.364696e-08,,-0.08340572,0.01,-0.12,1296,0.01,2.0190625,0.04,146.18073,499.66565,63.607565011820334,2.808235e-27,254930280000000.0,53812,-108.77577,-0.04,0.04,254930280000000.0,-141.18073,-499.66565
57.852604,0.01,1.3066964e-10,0.01,,847,7.1527667,4811.871537208557,847,3.6376129e-09,5.0303073e-12,,11,123786.56,5.983065,-5.863512e-10,,0.15317398,0.01,0.12,1296,0.01,7.397637,0.04,146.14706,499.66565,63.56788665879575,,254943520000000.0,53842,-112.67292,-0.04,0.04,254943520000000.0,-141.14706,-499.66565
57.852604,0.01,1.3036164e-10,0.01,,848,7.151587,4818.948057413101,848,3.5566586e-08,4.657028e-11,,11,123913.47,5.9815917,-5.3504574e-09,,0.15360717,0.01,-0.04,1296,0.01,5.7331676,0.04,146.12437,499.66565,63.52240566037736,,254956720000000.0,53867,-121.91275,0.12,0.04,254956720000000.0,-141.12437,-499.66565
57.852604,0.01,1.3005474e-10,0.01,,849,7.1504083,4826.7592215538025,849,2.051353e-05,3.379293e-08,,11,124025.7,5.9786215,-4.6989767e-06,,-0.14841661,0.01,0.04,1296,0.01,4.459817,-0.04,146.08446,499.66565,63.46525323910483,,254969700000000.0,53882,-107.23405,-0.12,-0.04,254969700000000.0,-141.08446,-499.66565
57.852604,0.01,1.297489e-10,0.01,,850,7.149231,4834.7087059021,850,7.2169896e-05,8.560527e-08,,11,124151.79,5.977402,-8.803076e-06,,-0.1833507,0.01,-0.12,1296,0.01,5.9418063,-0.04,146.06093,499.66565,63.41882352941177,,254982900000000.0,53906,-121.0826,0.04,-0.04,254982900000000.0,-141.06093,-499.66565
57.852604,0.01,1.2944415e-10,0.01,,851,7.148055,4842.923945903778,851,7.451355e-08,1.4817503e-10,,11,124284.29,5.975948,-2.2262496e-08,,0.075948715,0.01,0.12,1296,0.01,5.738533,-0.04,146.045,499.66565,63.412455934195066,,254996050000000.0,53964,-127.49803,0.04,-0.04,254996050000000.0,-141.045,-499.66565
57.852604,0.01,1.2914046e-10,0.01,,852,7.146881,4851.586757183075,852,1.480616e-07,2.0394339e-10,,11,124493.836,5.9741693,-2.9774903e-08,,0.061468426,0.01,0.04,1296,0.01,5.4603257,-0.04,146.11952,499.66565,63.46244131455399,4.919084e-34,255009200000000.0,54070,-204.54655,0.12,-0.04,255009200000000.0,-141.11952,-499.66565
57.852604,0.01,1.2883784e-10,0.01,,853,7.145708,4859.741354465485,853,2.2138282e-08,2.648661e-11,,11,124640.02,5.974022,-3.1605807e-09,,-0.17316267,0.01,-0.04,1296,0.01,6.8478093,0.04,146.1196,499.66565,63.440797186400935,,255022360000000.0,54115,-141.18663,-0.12,-0.04,255022360000000.0,-141.1196,-499.66565
57.852604,0.01,1.2853629e-10,0.01,,854,7.144536,4867.390021324158,854,3.8801852e-07,6.264628e-10,,11,124758.21,5.97473,-9.77522e-08,,-0.19203313,0.01,-0.12,1296,0.01,7.5777607,0.04,146.0869,499.66565,63.38875878220141,1.548101e-26,255035480000000.0,54134,-113.18693,-0.04,-0.04,255035480000000.0,-141.0869,-499.66565
57.852604,0.01,1.282358e-10,0.01,,855,7.143366,4874.1555433273315,855,2.3497364e-06,2.841972e-09,,11,124895.74,5.973948,-3.7817276e-07,,0.08772388,0.01,0.12,1296,0.01,6.306141,0.04,146.07689,499.66565,63.35672514619883,,255048600000000.0,54170,-132.5323,-0.04,-0.04,255048600000000.0,-141.07689,-499.66565
57.852604,0.01,1.2793636e-10,0.01,,856,7.142197,4881.100721359253,856,7.6071836e-07,1.5907646e-09,,11,125026.24,5.973506,-2.1012863e-07,,0.05003323,0.01,-0.04,1296,0.01,6.5944448,0.04,146.0587,499.66565,63.3142523364486,,255061650000000.0,54197,-125.500694,0.12,-0.04,255061650000000.0,-141.0587,-499.66565
57.852604,0.01,1.2763797e-10,0.01,,857,7.1410294,4888.901659727097,857,7.0708893e-07,8.426862e-10,,11,125155.586,5.972317,-9.987132e-08,,-0.17135794,0.01,-0.04,1296,0.01,5.9547415,-0.04,146.03918,499.66565,63.27421236872812,,255074740000000.0,54226,-124.34228,-0.12,0.04,255074740000000.0,-141.03918,-499.66565
57.852604,0.01,1.2734061e-10,0.01,,858,7.1398635,4896.438258647919,858,8.837482e-09,1.25010375e-11,,11,125270.77,5.9709272,-1.3379141e-09,,-0.17521966,0.01,-0.12,1296,0.01,5.7789335,-0.04,146.00323,499.66565,63.22843822843823,3.8820127e-30,255087770000000.0,54250,-110.190315,-0.04,0.04,255087770000000.0,-141.00323,-499.66565
57.852604,0.01,1.270443e-10,0.01,,859,7.1386986,4903.784855604172,859,3.9394665e-09,9.020973e-12,,11,125388.766,5.971656,-1.2485427e-09,,0.0468759,0.01,0.12,1296,0.01,7.596162,-0.04,145.97063,499.66565,63.178114086146685,,255100820000000.0,54270,-112.99831,-0.04,0.04,255100820000000.0,-140.97063,-499.66565
57.852604,0.01,1.2674901e-10,0.01,,860,7.137535,4911.19170498848,860,2.04254e-06,2.376582e-09,,11,125512.7,5.970847,-2.763043e-07,,0.09003564,0.01,-0.04,1296,0.01,6.2759695,-0.04,145.945,499.66565,63.13023255813953,,255113900000000.0,54292,-118.927536,0.12,0.04,255113900000000.0,-140.945,-499.66565
