AvgEpLen,StepSize,MountainCar_mu0_higher,J,ReturnMean,BatchSize,TimestepsSoFar,MountainCar_mu1_higher,NumTrajectories,Iteration,MinEpLen,ActionIn1,MountainCar_std0_higher,ReturnMax,MountainCar_std1_higher,AvgRet,VarJ,NatGradInftyNorm,NatGrad2Norm
992.3,0.1,0.40025148,-6.707792509869946,-6.707792509869946,100,99230,0.9164054,100,1,329,0.37999994,0.14999999,98.81783401060149,3.0,-6.707792509869946,1.5453715635858665,4.0521913,4.240772
980.45,0.1,0.27519587,0.8932299082429017,-2.9072813008135228,100,196090,1.3216245,200,2,329,8.501303,0.14999999,99.00516921859943,3.0,0.8932299082429017,5.306796756348012,24.529095,24.569635
958.39,0.1,0.13411196,16.19836136433881,3.4612662542372536,100,287517,3.774534,300,3,326,-5.7801495,0.14999999,99.2073487569883,3.0,16.19836136433881,15.973842449582312,84.68011,84.689766
816.17,0.1,0.006231129,93.091254149332,25.868763228010945,100,326468,12.242545,400,4,159,15.289804,0.14999999,99.2073487569883,3.0,93.091254149332,4.180197516408251,7.636238,7.7674036
722.958,0.1,-0.13591045,95.84484982883333,39.86398054817542,100,361479,13.006169,500,5,152,12.259608,0.14999999,99.33775904180813,3.0,95.84484982883333,0.9648773362905265,29.897303,29.90618
649.5266666666666,0.1,-0.20877087,95.79569279104679,49.185932588653976,100,389716,15.995899,600,6,145,14.230963,0.14999999,99.33775904180813,3.0,95.79569279104679,0.0371956101681016,14.592606,14.592636
601.6671428571428,0.1,-0.20579197,96.3641622690474,55.92567968585305,100,421167,14.536638,700,7,145,16.836073,0.14999999,99.33775904180813,3.0,96.3641622690474,0.022105660925012663,16.707558,16.792671
571.15125,0.1,-0.036932558,96.12584903773246,60.95070085483797,100,456921,12.865883,800,8,145,13.740758,0.14999999,99.33775904180813,3.0,96.12584903773246,0.9608602170692138,37.73223,37.742123
538.8033333333333,0.1,-0.12333082,95.64576947837523,64.80570847967545,100,484923,16.639107,900,9,145,13.809871,0.14999999,99.33775904180813,3.0,95.64576947837523,0.03747806331973246,16.167038,16.189257
516.792,0.1,-0.20811993,94.12471722411824,67.73760935411971,100,516792,15.022403,1000,10,145,13.845788,0.14999999,99.33775904180813,3.0,94.12471722411824,1.8743811705164402,12.952245,12.952839
500.2581818181818,0.1,-0.19571653,95.2987412727472,70.24316680126768,100,550284,13.727179,1100,11,145,10.9036875,0.14999999,99.33775904180813,3.0,95.2987412727472,1.0129002109018819,29.98337,30.014513
481.54583333333335,0.1,-0.059019476,95.37958872941088,72.33786862861295,100,577855,16.725515,1200,12,145,16.034512,0.14999999,99.33775904180813,3.0,95.37958872941088,0.03682657380788461,50.895763,50.89602
460.75384615384615,0.1,-0.04289099,93.7084381040601,73.98175858826272,100,598980,21.815092,1300,13,115,25.51401,0.14999999,99.33775904180813,3.0,93.7084381040601,0.0667564411714884,4.745301,5.1392164
443.86857142857144,0.1,-0.24021477,93.53733425603858,75.3785854216753,100,621416,21.340563,1400,14,112,22.129196,0.14999999,99.33775904180813,3.0,93.53733425603858,0.07606192662725349,4.2405977,4.254198
429.568,0.1,-0.27420446,93.06193527184992,76.55747541168692,100,644352,20.916504,1500,15,112,24.737755,0.14999999,99.33775904180813,3.0,93.06193527184992,0.07280501919937171,6.086138,6.2841663
416.5025,0.1,-0.43071884,93.2691124253887,77.60195272504329,100,666404,20.30789,1600,16,112,23.614359,0.14999999,99.33775904180813,3.0,93.2691124253887,0.06232127133441229,1.4804372,1.6249032
406.01235294117646,0.1,-0.49769768,92.24023814365626,78.46302833790288,100,690221,20.455935,1700,17,111,25.382671,0.14999999,99.33775904180813,3.0,92.24023814365626,0.10328709322447904,9.837582,9.893807
397.2161111111111,0.1,-0.6030259,91.92408970739812,79.21086508065261,100,714989,19.472176,1800,18,111,18.480701,0.14999999,99.33775904180813,3.0,91.92408970739812,0.10150141647756929,25.374144,25.395077
390.49105263157895,0.1,-0.7061153,91.87691888643623,79.87749949148332,100,741933,16.934761,1900,19,111,17.067446,0.14999999,99.33775904180813,3.0,91.87691888643623,0.10538115326095422,9.561455,9.575786
383.926,0.1,-0.6537459,92.2686035294527,80.4970546933818,100,767852,17.890907,2000,20,111,16.321335,0.14999999,99.33775904180813,3.0,92.2686035294527,0.07777326018135886,24.064095,24.096014
379.9895238095238,0.1,-0.52976155,93.78515588363697,81.12982141672728,100,797978,15.484498,2100,21,111,17.987406,0.14999999,99.33775904180813,3.0,93.78515588363697,0.05355164539876458,12.722499,12.726871
376.7359090909091,0.1,-0.5631149,93.53057910163884,81.69349222058689,100,828819,14.212248,2200,22,111,11.853473,0.14999999,99.33775904180813,3.0,93.53057910163884,0.05693301495885012,40.765347,40.767147
370.995652173913,0.1,-0.60141486,92.3853696809895,82.15835645799571,100,853290,18.288782,2300,23,111,15.866295,0.14999999,99.33775904180813,3.0,92.3853696809895,0.07990055308764987,10.999889,11.063933
366.09541666666667,0.1,-0.48254263,92.8800776664141,82.60509484167981,100,878629,19.388771,2400,24,111,21.93205,0.14999999,99.33775904180813,3.0,92.8800776664141,0.08136973583248935,3.696272,3.7054236
361.7344,0.1,-0.45651618,93.13963344261369,83.02647638571716,100,904336,19.019144,2500,25,111,22.626852,0.14999999,99.33775904180813,3.0,93.13963344261369,0.07022973570935105,23.085413,23.107952
358.3080769230769,0.1,-0.5585548,93.1092833285277,83.41427665274833,100,931601,16.710602,2600,26,111,16.648756,0.14999999,99.33775904180813,3.0,93.1092833285277,0.05620723872022329,6.7872834,6.8136897
354.9688888888889,0.1,-0.6184843,93.46029232139148,83.78635130714252,100,958416,16.031874,2700,27,111,14.88667,0.14999999,99.33775904180813,3.0,93.46029232139148,0.0582494507460231,10.113743,10.169442
352.9175,0.1,-0.51219434,94.04084228536189,84.15258312779322,100,988169,15.020499,2800,28,111,12.354651,0.14999999,99.33775904180813,3.0,94.04084228536189,0.05065047976922071,12.023683,12.070177
350.2679310344828,0.1,-0.406353,94.44924221215777,84.50764033759889,100,1015777,16.222868,2900,29,111,14.140219,0.14999999,99.33775904180813,3.0,94.44924221215777,0.04474100400865326,12.481663,12.488545
348.61033333333336,0.1,-0.36489442,94.66378416306777,84.84617846511453,100,1045831,14.974702,3000,30,111,16.875952,0.14999999,99.33775904180813,3.0,94.66378416306777,0.036625458791285564,21.35734,21.408504
345.7435483870968,0.1,-0.51281595,93.58869131813658,85.12819500876039,100,1071805,17.110435,3100,31,111,10.93419,0.14999999,99.33775904180813,3.0,93.58869131813658,0.07463629081757389,58.4302,58.469757
341.9246875,0.1,-0.29777092,92.21044191645731,85.3495152246259,100,1094159,22.953455,3200,32,111,18.656712,0.14999999,99.33775904180813,3.0,92.21044191645731,0.14031165613630014,0.90327704,1.1073179
337.9512121212121,0.1,-0.20744321,92.65629752849988,85.57093287019785,100,1115239,22.889404,3300,33,111,24.412548,0.14999999,99.33775904180813,3.0,92.65629752849988,0.11230953063185536,7.9566326,7.956954
334.3108823529412,0.1,-0.21459599,93.17189844314012,85.79449068116675,100,1136657,22.09374,3400,34,111,20.333141,0.14999999,99.33775904180813,3.0,93.17189844314012,0.07910105032845187,24.13892,24.154957
332.06485714285714,0.1,-0.30260426,94.05738445202664,86.03057336033419,100,1162227,19.679848,3500,35,111,17.901337,0.14999999,99.33775904180813,3.0,94.05738445202664,0.0627813036449455,57.881313,57.899666
331.99916666666667,0.1,-0.44837964,94.98376918230561,86.27927324427783,100,1195197,13.891716,3600,36,111,13.412905,0.14999999,99.33775904180813,3.0,94.98376918230561,0.032033774340843965,20.424343,20.424566
333.41297297297297,0.1,-0.4388387,91.30688697090388,86.41515469634881,100,1233628,11.849281,3700,37,111,14.114632,0.14999999,99.33775904180813,3.0,91.30688697090388,3.8390855512865754,56.497986,56.521538
331.7605263157895,0.1,-0.2756849,94.44859150670682,86.62656092820033,100,1260690,17.49908,3800,38,111,19.203308,0.14999999,99.33775904180813,3.0,94.44859150670682,0.043816900595960356,26.674568,26.702663
329.135641025641,0.1,-0.39814508,93.06202875626182,86.79157292379165,100,1283629,20.166538,3900,39,111,22.287943,0.14999999,99.33775904180813,3.0,93.06202875626182,0.07255133952150769,15.668996,15.801857
326.2835,0.1,-0.6026261,91.09293276406429,86.89910691979846,100,1305134,21.733438,4000,40,110,21.712345,0.14999999,99.33775904180813,3.0,91.09293276406429,0.11596028100797164,22.145813,22.147596
323.98658536585367,0.1,-0.6307325,91.63403283347353,87.01459291769298,100,1328345,19.518858,4100,41,110,18.451885,0.14999999,99.33775904180813,3.0,91.63403283347353,0.10058200516877941,2.104108,2.4671972
321.41809523809525,0.1,-0.75956535,90.871609701458,87.10642665063976,100,1349956,19.729269,4200,42,110,16.974398,0.14999999,99.33775904180813,3.0,90.871609701458,0.127332175308138,2.1171207,2.8436186
318.82627906976745,0.1,-0.9494065,89.23784204258665,87.15599445045247,100,1370953,19.517557,4300,43,108,12.763651,0.14999999,99.33775904180813,3.0,89.23784204258665,0.16843543080013076,65.335175,65.34572
315.63931818181817,0.1,-0.8320413,87.02452948276483,87.15300661027776,100,1388813,26.051075,4400,44,108,24.592152,0.14999999,99.33775904180813,3.0,87.02452948276483,0.3069297744218034,54.011024,54.02145
312.2628888888889,0.1,-0.93817943,83.63586986009484,87.07484801582925,100,1405183,31.452177,4500,45,104,26.615915,0.14999999,99.33775904180813,3.0,83.63586986009484,0.4599674394289353,55.663445,55.67607
309.56804347826085,0.1,-0.8196109,87.46200447646206,87.08326446062563,100,1424013,25.885832,4600,46,104,25.651257,0.14999999,99.33775904180813,3.0,87.46200447646206,0.26961005687020306,13.337923,13.441846
307.0423404255319,0.1,-0.9864349,87.69243196048689,87.09622547126095,100,1443099,24.55204,4700,47,104,19.434498,0.14999999,99.33775904180813,3.0,87.69243196048689,0.2838061895138013,27.63368,27.649822
304.88458333333335,0.1,-0.891967,89.95726949418967,87.15583055507197,100,1463446,21.788671,4800,48,104,23.082432,0.14999999,99.33775904180813,3.0,89.95726949418967,0.13942419603415593,9.024278,9.101931
303.10632653061225,0.1,-0.7733269,90.12800075594741,87.21648708978373,100,1485221,20.886244,4900,49,104,16.442436,0.14999999,99.33775904180813,3.0,90.12800075594741,0.14587466500104787,13.842013,14.014444
