AvgEpLen,MountainCar_std1_higher,BatchSize,TimestepsSoFar,NatGrad2Norm,NatGradInftyNorm,StepSize,ReturnMax,NumTrajectories,MountainCar_mu0_higher,MinEpLen,AvgRet,ReturnMean,Iteration,ActionIn1,MountainCar_std0_higher,VarJ,MountainCar_mu1_higher,J
942.98,3.0,100,94298,0.98536676,0.98531497,0.1,4.8516151427357075,100,-0.820599,250,-0.2350053328078783,-1.181922179695255,1,-1.4356786,0.14999999,0.007811347884230451,0.57150435,-1.181922179695255
942.85,3.0,100,188570,0.03594167,0.035154533,0.1,4.8516151427357075,200,-0.81958866,250,4.734949063184595,-1.2368218439279175,2,-1.7164116,0.14999999,0.0027454213627481168,0.67003584,-1.2917215081605804
948.7833333333333,3.0,100,284635,0.19760153,0.19571751,0.1,4.8516151427357075,300,-0.8160732,250,4.298167297970956,-1.2704577005231166,3,1.3638655,0.14999999,0.0013286496292966659,0.67078394,-1.337729413713515
947.5525,3.0,100,379021,0.41811424,0.41642264,0.1,4.8516151427357075,400,-0.81335104,250,4.917918666010863,-1.2672688204076836,4,3.2620487,0.14999999,0.002972908811250043,0.6512122,-1.2577021800613846
950.544,3.0,100,475272,0.24788293,0.24146101,0.1,4.8516151427357075,500,-0.80959374,250,0.48510919363038435,-1.2783571816305928,5,-0.052179098,0.14999999,0.0020727048734646685,0.69285446,-1.322710626522229
952.695,3.0,100,571617,0.13745274,0.11841814,0.1,4.8516151427357075,600,-0.8039879,250,-0.7894359543156245,-1.292053000763031,6,-1.5345063,0.14999999,0.0016985797616406264,0.71700054,-1.3605320964252225
946.5028571428571,3.0,100,662552,0.14408615,0.12037433,0.1,4.8516151427357075,700,-0.7970091,250,13.540445002716172,-1.2859970392099254,7,-2.3212693,0.14999999,0.0040338691535019315,0.7288424,-1.2496612698912903
945.17375,3.0,100,756139,0.24155697,0.22940627,0.1,4.8516151427357075,800,-0.7890903,250,8.845046206181769,-1.2842926891129256,8,-1.7914262,0.14999999,0.0023365630561008616,0.7168049,-1.2723622384339268
945.7711111111112,3.0,100,851194,0.47543123,0.47052893,0.1,4.8516151427357075,900,-0.78152555,250,2.0349598226124614,-1.280085404993329,9,-1.6664445,0.14999999,0.0031319907413189223,0.6938643,-1.2464271320365583
948.351,3.0,100,948351,1.0166836,1.0162464,0.1,4.8516151427357075,1000,-0.7747157,250,-0.06867603838798629,-1.2709415678125655,10,3.4570553,0.14999999,0.00169035296772503,0.7409172,-1.1886470331856949
949.0354545454545,3.0,100,1043939,1.2515326,1.2492201,0.1,4.8516151427357075,1100,-0.77173454,250,1.9941412959177363,-1.2724140073163888,11,-1.6557715,0.14999999,0.0015464162262018109,0.8425419,-1.2871384023546184
949.3425,3.0,100,1139211,0.87661874,0.8730024,0.1,4.8516151427357075,1200,-0.7641301,250,4.197675695959258,-1.270801446355167,12,-6.2971196,0.14999999,0.001994504393513426,0.9674639,-1.253063275781727
947.9384615384615,3.0,100,1232320,0.33120197,0.32617685,0.1,4.8516151427357075,1300,-0.7561757,250,11.70722544657049,-1.2624382679877024,13,-1.9486458,0.14999999,0.0022521392545967033,1.0547642,-1.1620801275781276
946.1164285714286,3.0,100,1324563,0.4745988,0.47394052,0.1,4.8516151427357075,1400,-0.75042814,250,14.525237566045297,-1.249941463900853,14,4.427804,0.14999999,0.001834792511034954,1.0221465,-1.0874830107718112
947.6826666666667,3.0,100,1421524,0.7144915,0.71315736,0.1,4.8516151427357075,1500,-0.7479293,250,3.51248092172511,-1.2419166472004846,15,0.031178296,0.14999999,0.001968362786379407,0.9747524,-1.129569213395326
946.168125,3.0,100,1513869,0.48793802,0.485471,0.1,4.8516151427357075,1600,-0.7435651,250,12.614720441983138,-1.2301419243946,16,-2.0097795,0.14999999,0.003402490770217053,1.0460682,-1.0535210823063301
944.8211764705883,3.0,100,1606196,0.66442615,0.658688,0.1,5.690159629499684,1700,-0.7386647,250,8.81847277734105,-1.2220196603304445,17,2.006775,0.14999999,0.0074933971297669036,1.0946153,-1.0920634353039649
