TimestepsSoFar,J,NumTrajectories,AvgEpLen,BatchSize,Iteration,MountainCar_std0_higher,VarJ,NatGradInftyNorm,MountainCar_mu1_higher,MountainCar_mu0_higher,ActionIn1,MountainCar_std1_higher,MinEpLen,ReturnMean,AvgRet,StepSize,ReturnMax,NatGrad2Norm
94298,-1.181922179695255,100,942.98,100,1,0.14999999,0.007811347884230451,0.98531497,0.57150435,-0.820599,-1.4356786,3.0,250,-1.181922179695255,-0.2350053328078783,0.001,4.8516151427357075,0.98536676
188682,-1.2941252365022902,200,943.41,100,2,0.14999999,0.002711345599193035,0.0351904,0.5724897,-0.8205889,-1.814958,3.0,250,-1.2380237080987726,4.730542448128524,0.001,4.8516151427357075,0.03582052
284935,-1.3495817236104388,300,949.7833333333333,100,3,0.14999999,0.0013374431873303416,0.19641939,0.57249635,-0.8205537,1.2610974,3.0,250,-1.275209713269328,4.199113023976194,0.001,4.8516151427357075,0.19829383
379703,-1.2858164586073435,400,949.2575,100,4,0.14999999,0.002985314195577991,0.37919894,0.57229996,-0.82052654,3.175961,3.0,250,-1.277861399603832,3.6196151508866965,0.001,4.8516151427357075,0.38112003
475917,-1.3529847534501278,500,951.834,100,5,0.14999999,0.0020988905165597316,0.24310797,0.57267916,-0.82048833,-0.183249,3.0,250,-1.2928860703730911,-0.7122765480364425,0.001,4.8516151427357075,0.24954297
572306,-1.4066590483955492,600,953.8433333333334,100,6,0.14999999,0.001742961018885,0.12625791,0.5729223,-0.820432,-1.6950288,3.0,250,-1.311848233376834,-2.1993603480868473,0.001,4.8516151427357075,0.14477535
663442,-1.3136980659438995,700,947.7742857142857,100,7,0.14999999,0.004137240022170564,0.15119366,0.57304853,-0.82036114,-2.500415,3.0,250,-1.312112495172129,13.002326685030775,0.001,4.8516151427357075,0.171431
757364,-1.3614006221488268,800,946.705,100,8,0.14999999,0.0024458495945034807,0.2614963,0.5728973,-0.8202803,-1.9665239,3.0,250,-1.3182735110442163,6.922704532183661,0.001,4.8516151427357075,0.27281517
852687,-1.3607666184524883,900,947.43,100,9,0.14999999,0.0031669428070109904,0.43765932,0.5726358,-0.8202025,-1.82635,3.0,250,-1.3229949674229131,1.941516015349058,0.001,4.8516151427357075,0.443172
950358,-1.317577985742429,1000,950.358,100,10,0.14999999,0.0017890977878795972,1.0842882,0.5730735,-0.82013285,3.2437944,3.0,250,-1.3224532692548647,-2.3816220058390805,0.001,4.8516151427357075,1.0846623
1046311,-1.4283368627230484,1100,951.1918181818182,100,11,0.14999999,0.0016015550090394152,1.3530178,0.5741578,-0.82010436,-1.9725256,3.0,250,-1.3320790504792452,0.6672403313990526,0.001,4.8516151427357075,1.3554107
1142381,-1.4226196062394159,1200,951.9841666666666,100,12,0.14999999,0.002045366753059345,0.87811744,0.5755108,-0.82002383,-6.7449665,3.0,250,-1.3396240967925928,1.6126995097668606,0.001,4.8516151427357075,0.88221794
1236224,-1.3580984076097946,1300,950.9415384615385,100,13,0.14999999,0.002159842667864234,0.5220803,0.5763889,-0.8199389,-2.4907844,3.0,250,-1.341045197624685,9.107538751552488,0.001,4.8516151427357075,0.5256192
1329955,-1.2883399427362525,1400,949.9678571428572,100,14,0.14999999,0.0018977737289753759,0.6398616,0.5758668,-0.819878,3.912074,3.0,250,-1.337280536561226,10.621287867972958,0.001,4.8516151427357075,0.6402629
1427565,-1.3251895120613844,1500,951.71,100,15,0.14999999,0.0021946161507286253,0.8106046,0.57522696,-0.81985533,-0.4402732,3.0,250,-1.3364744682612362,-2.409050502053623,0.001,4.8516151427357075,0.8117339
1521026,-1.3108760093551752,1600,950.64125,100,16,0.14999999,0.0021016627722955437,0.18428977,0.5760376,-0.81981254,-2.5560575,3.0,250,-1.3348745645796078,6.521307913701582,0.001,4.8516151427357075,0.19029857
1614459,-1.381197523735998,1700,949.6817647058823,100,17,0.14999999,0.0033490902871177726,0.2084036,0.5762219,-0.8197651,1.4072812,3.0,250,-1.3375994445299833,4.62597910432965,0.001,4.8516151427357075,0.23160306
1709177,-1.3741510503160348,1800,949.5427777777778,100,18,0.14999999,0.0027245450608392604,0.5089453,0.57643026,-0.81966406,0.85349816,3.0,250,-1.339630089295875,4.901828247681052,0.001,4.8516151427357075,0.5154228
1804188,-1.3868798469346728,1900,949.5726315789474,100,19,0.14999999,0.002202777214871125,0.13217318,0.5769392,-0.8195826,-4.809672,3.0,250,-1.3421169186452855,2.074997059682997,0.001,4.8516151427357075,0.1539954
1901038,-1.357179702780561,2000,950.519,100,20,0.14999999,0.00157425556393745,0.60321146,0.5768071,-0.81950355,-1.0973076,3.0,250,-1.3428700578520494,-2.6406953013294814,0.001,4.8516151427357075,0.6048626
1995848,-1.3348353481269282,2100,950.4038095238095,100,21,0.14999999,0.0027524195123600393,0.11636967,0.5774103,-0.8194589,-2.600999,3.0,250,-1.3424874526270436,2.344831019834774,0.001,4.8516151427357075,0.13387434
2091080,-1.3390118518689114,2200,950.4909090909091,100,22,0.14999999,0.0021570794542698497,0.70312995,0.5775266,-0.81939274,-3.3181868,3.0,250,-1.3423294707744013,3.4250641157132087,0.001,4.8516151427357075,0.7050301
2185086,-1.370277033332873,2300,950.0373913043478,100,23,0.14999999,0.002914127077944691,0.09345315,0.5782298,-0.819341,-1.6412671,3.0,250,-1.343544582189987,4.045347870147668,0.001,4.8516151427357075,0.10154661
2279568,-1.2775490308911726,2400,949.82,100,24,0.14999999,0.0025045061556334424,0.46389148,0.57826954,-0.81924754,2.8884025,3.0,250,-1.3407947675525365,3.7795207615277775,0.001,4.8516151427357075,0.4648273
2373678,-1.2839291773168438,2500,949.4712,100,25,0.14999999,0.0036903326351515097,0.81634,0.57873344,-0.81921804,-0.81866044,3.0,250,-1.3385201439431087,3.286506286605333,0.001,4.8516151427357075,0.8175917
2465970,-1.2890664691801865,2600,948.45,100,26,0.14999999,0.002889781516602103,0.20336135,0.5795498,-0.8191728,-4.5821996,3.0,250,-1.3366180795291502,4.392122788439861,0.001,4.8516151427357075,0.21240102
2561163,-1.4240720485744642,2700,948.5788888888889,100,27,0.14999999,0.002496592064762144,0.10138991,0.57975316,-0.81911147,3.192939,3.0,250,-1.3398571154197172,0.42675471555999267,0.001,4.8516151427357075,0.10892857
2655820,-1.266905165323049,2800,948.5071428571429,100,28,0.14999999,0.0024122828405724914,0.21151567,0.57971334,-0.8190101,-4.2587676,3.0,250,-1.3372516886305506,2.879820214216378,0.001,4.8516151427357075,0.21234715
2751717,-1.3958853450454816,2900,948.8679310344828,100,29,0.14999999,0.0018175702579588684,0.39080325,0.5799249,-0.8189913,0.45766097,3.0,250,-1.3392735388517552,3.767929964971712,0.001,4.8516151427357075,0.39640254
2847902,-1.3666189656551844,3000,949.3006666666666,100,30,0.14999999,0.0017435513926865656,0.3007785,0.5803157,-0.8189249,3.1287782,3.0,250,-1.340185053078536,0.25618862654621166,0.001,4.8516151427357075,0.30507353
2943273,-1.310132840838595,3100,949.4429032258065,100,31,0.14999999,0.002120251155979787,0.06728242,0.5806165,-0.8188739,-0.6619112,3.0,250,-1.3392156268772475,3.5446247056424545,0.001,4.8516151427357075,0.076068096
3038808,-1.332295529029966,3200,949.6275,100,32,0.14999999,0.0017058930887523236,0.5777904,0.58068377,-0.8188384,-0.95238596,3.0,250,-1.33899937381952,1.5056634455057654,0.001,4.8516151427357075,0.5791981
3134313,-1.3768968220353488,3300,949.7918181818181,100,33,0.14999999,0.002225661666755503,0.1683679,0.5812616,-0.81879807,2.0640888,3.0,250,-1.340147781341212,0.9923064548592093,0.001,4.8516151427357075,0.18551563
