VarJ,ActionIn1,NatGradInftyNorm,MountainCar_std0_higher,ReturnMax,NatGrad2Norm,MountainCar_std1_higher,AvgEpLen,NumTrajectories,BatchSize,StepSize,MountainCar_mu0_higher,MinEpLen,J,TimestepsSoFar,MountainCar_mu1_higher,Iteration,ReturnMean,AvgRet
0.0007412651696773981,8.738399,0.12110565,0.14999999,0.8659951716475259,0.12398211,3.0,980.88,100,100,0.0001,-0.4416444,446,-0.44597890987181793,98088,-0.8971903,1,-0.44597890987181793,3.3445961042274117
0.0010057881807020712,-0.42678404,0.3042558,0.14999999,0.8659951716475259,0.30948246,3.0,981.22,200,100,0.0001,-0.44164175,446,-0.5163118267971193,196244,-0.8971782,2,-0.48114536833446864,0.6821531304033318
0.000692589814662871,-1.5992522,0.043624662,0.14999999,0.8659951716475259,0.04777191,3.0,984.1766666666666,300,100,0.0001,-0.4416361,446,-0.5139401906201635,295253,-0.8971478,3,-0.4920769757630336,3.7286335975346963
0.0006460085650507167,4.543497,0.06907819,0.14999999,0.8659951716475259,0.07289344,3.0,980.9975,400,100,0.0001,-0.44163173,446,-0.4345659191045085,392399,-0.89714974,4,-0.4776992115984023,6.477670521341797
0.00110769655398536,-5.956248,0.40024737,0.14999999,0.8659951716475259,0.4046488,3.0,982.288,500,100,0.0001,-0.4416294,446,-0.5153022168654007,491144,-0.89715666,5,-0.485219812651802,-1.2334025662504415
0.0010497049393244598,-2.9649398,0.14567246,0.14999999,0.9972211464029339,0.14931999,3.0,981.7083333333334,600,100,0.0001,-0.44162345,416,-0.4297276262419328,589025,-0.8971166,6,-0.4759711149168237,2.4824332692114113
0.0010428322191818648,-1.7859148,0.38686422,0.14999999,0.9972211464029339,0.39071652,3.0,983.5457142857143,700,100,0.0001,-0.44162017,416,-0.5032479089764986,688482,-0.89710206,7,-0.4798677997824916,-1.083517537459385
0.0010441728715425494,0.32446805,0.21876532,0.14999999,0.9972211464029339,0.22527206,3.0,983.565,800,100,0.0001,-0.4416147,416,-0.49837948455917774,786852,-0.8970634,8,-0.4821817603795774,0.940078149100256
0.0009005830354701905,0.38977295,0.26544285,0.14999999,0.9972211464029339,0.26968172,3.0,982.1844444444445,900,100,0.0001,-0.44160932,416,-0.4947014316855155,883966,-0.8970415,9,-0.4835728349691261,7.83854967983163
0.0008303328051661953,-2.7076633,0.10434164,0.14999999,0.9972211464029339,0.113240436,3.0,981.643,1000,100,0.0001,-0.44160455,416,-0.4906100274044561,981643,-0.897068,10,-0.4842765542126591,2.9558143013047857
0.000733515120200104,0.66473,0.11584568,0.14999999,0.9972211464029339,0.12210225,3.0,982.7672727272727,1100,100,0.0001,-0.44160014,416,-0.49183860755047,1081044,-0.89707845,11,-0.4849640136070056,-0.9823209498594531
0.0008532350768660299,-2.0537243,0.045863837,0.14999999,0.9972211464029339,0.046367995,3.0,983.0491666666667,1200,100,0.0001,-0.4415963,416,-0.4997607882701812,1179659,-0.8970669,12,-0.4861970781622701,1.9106507784059037
0.0007565940200252797,-3.1451287,0.11189514,0.14999999,0.9972211464029339,0.115389355,3.0,983.8538461538461,1300,100,0.0001,-0.4415917,416,-0.44053601652269414,1279010,-0.89706624,13,-0.4826846888053797,0.5210376586988069
0.0007492991682609294,-2.9580545,0.30697623,0.14999999,0.9972211464029339,0.310858,3.0,984.3207142857143,1400,100,0.0001,-0.44158888,416,-0.5250031078471488,1378049,-0.89705503,14,-0.4857074330226489,0.6322998812748175
0.0006915039288657957,-3.2074637,0.31832516,0.14999999,0.9972211464029339,0.319611,3.0,984.9326666666667,1500,100,0.0001,-0.441584,416,-0.4516782988450449,1477399,-0.8970857,15,-0.4834388240774753,-0.5654580057743058
0.000691137526225105,-1.6102083,0.12153266,0.14999999,0.9972211464029339,0.12841505,3.0,985.27875,1600,100,0.0001,-0.44158113,416,-0.5070889551976522,1576446,-0.8970539,16,-0.4849169572724864,-0.22116389330038003
0.001271202781663167,-3.093916,0.17037693,0.14999999,0.9972211464029339,0.1842111,3.0,985.2994117647058,1700,100,0.0001,-0.441577,416,-0.535215679861455,1675009,-0.89704174,17,-0.48787570566007277,2.4916584059271534
0.000851013969957442,-1.3368275,0.098187625,0.14999999,0.9972211464029339,0.110815674,3.0,985.2061111111111,1800,100,0.0001,-0.44156998,416,-0.5193299361641599,1773371,-0.8970247,18,-0.48962316291029984,2.6463982843982796
0.0009507914906016512,-1.1106371,0.048479676,0.14999999,0.9972211464029339,0.06075533,3.0,985.2452631578948,1900,100,0.0001,-0.44156486,416,-0.4930113352938237,1871966,-0.8970345,19,-0.4898014877725906,0.9114679384999542
0.0005592387677176402,-2.5342736,0.052790813,0.14999999,0.9972211464029339,0.06417875,3.0,985.3855,2000,100,0.0001,-0.44156,416,-0.5044162066452348,1970771,-0.89703816,20,-0.4905322237162228,0.8731426895187111
0.0012260722685793173,-1.295274,0.3646477,0.14999999,0.9972211464029339,0.36849508,3.0,984.6180952380953,2100,100,0.0001,-0.44155636,414,-0.48714708608828006,2067698,-0.89703286,21,-0.49037102668632077,5.812473370924174
0.001013129885753352,-2.7906244,0.066416025,0.14999999,0.9972211464029339,0.08113251,3.0,984.99,2200,100,0.0001,-0.44155106,414,-0.4703130381301962,2166978,-0.8969964,22,-0.48945929993376963,-1.7614698007111833
0.0007286808816655063,-1.9252063,0.04472683,0.14999999,0.9972211464029339,0.060494784,3.0,985.074347826087,2300,100,0.0001,-0.4415464,414,-0.511805825699755,2265671,-0.897003,23,-0.4904308880105516,-0.28214010316432875
0.0008777144393255825,-1.1067606,0.18141875,0.14999999,0.9972211464029339,0.18371291,3.0,984.51125,2400,100,0.0001,-0.44154194,413,-0.44028584186131814,2362827,-0.89700705,24,-0.4883415110876668,5.347021429821134
0.0010272461135251358,-4.49767,0.06858025,0.14999999,0.9972211464029339,0.0830887,3.0,984.4576,2500,100,0.0001,-0.44153905,413,-0.4755513478377186,2461144,-0.8969889,25,-0.48782990455766895,1.1460676489087553
0.0009163432985879366,-0.49635535,0.04536191,0.14999999,0.9972211464029339,0.05224198,3.0,984.24,2600,100,0.0001,-0.44153437,413,-0.48625558284131093,2559024,-0.8969821,26,-0.4877693537224244,3.00050008615173
0.0021248481293579266,-2.2483113,0.5712157,0.14999999,2.907471212573223,0.5736041,3.0,984.0181481481482,2700,100,0.0001,-0.44152984,335,-0.47146794142367787,2656849,-0.89698464,27,-0.4871655977113597,0.8182261379611948
0.0011490205721542486,-1.7200547,0.11469912,0.14999999,2.907471212573223,0.12895799,3.0,984.1464285714286,2800,100,0.0001,-0.44152462,335,-0.5109152516383543,2755610,-0.89692754,28,-0.48801379963732383,-1.2632273638427263
0.0007831431778882021,-2.3412714,0.050663315,0.14999999,2.907471212573223,0.062873155,3.0,984.2275862068966,2900,100,0.0001,-0.44151872,335,-0.47801056429967104,2854260,-0.8969161,29,-0.4876688604877496,1.075050719273208
0.0008188100233700815,1.0018489,0.28712147,0.14999999,2.907471212573223,0.2907341,3.0,984.188,3000,100,0.0001,-0.441515,335,-0.49928129649488395,2952564,-0.896911,30,-0.4880559416879873,1.8476211320091838
0.0009731715448698743,-1.5904336,0.2867248,0.14999999,2.907471212573223,0.29001915,3.0,983.7003225806452,3100,100,0.0001,-0.44151044,335,-0.4922347603632952,3049471,-0.89693975,31,-0.48819074229041676,3.7624327022331117
0.0007171307132471074,-3.5889168,0.16133085,0.14999999,2.907471212573223,0.16470875,3.0,983.9109375,3200,100,0.0001,-0.4415061,335,-0.47008728355842344,3148515,-0.8969111,32,-0.4876250092050419,-0.7889553528532093
0.0008305836946067089,-1.903516,0.112767816,0.14999999,2.907471212573223,0.12291859,3.0,983.9630303030303,3300,100,0.0001,-0.44150278,335,-0.5130267743987837,3247078,-0.89692724,33,-0.4883947596654583,0.7703959908068732
0.0009476077905452097,2.5657063,0.29719,0.14999999,2.907471212573223,0.2988796,3.0,983.8732352941176,3400,100,0.0001,-0.4414979,335,-0.4362117965594951,3345169,-0.896916,34,-0.48685996663293,1.4449164033446777
0.0009880541407744923,-5.9709616,0.07063486,0.14999999,2.907471212573223,0.0903356,3.0,984.0082857142858,3500,100,0.0001,-0.44149473,335,-0.5165430240205884,3444029,-0.8968862,35,-0.4877080539868631,-1.2046543451134617
0.0009418901369227895,0.14624149,0.12612933,0.14999999,2.907471212573223,0.13593341,3.0,984.1347222222222,3600,100,0.0001,-0.4414891,335,-0.49884419948124903,3542885,-0.89687914,36,-0.48801739136170713,-1.0864833319985534
0.0008011677864147357,-0.9988732,0.069369934,0.14999999,2.907471212573223,0.07448415,3.0,983.9721621621621,3700,100,0.0001,-0.44148403,335,-0.42473273552570723,3640697,-0.8968665,37,-0.48630699525803145,3.6492976606887026
0.0008498753476655829,-5.836904,0.22029111,0.14999999,2.907471212573223,0.22445317,3.0,983.9173684210526,3800,100,0.0001,-0.44148132,335,-0.48853580008970404,3738886,-0.8968734,38,-0.48636564801675963,2.027510958755352
0.0010862661229942192,-3.626222,0.340544,0.14999999,2.907471212573223,0.344613,3.0,983.8710256410257,3900,100,0.0001,-0.44147703,335,-0.511985957935986,3837097,-0.89689547,39,-0.4870225790403296,0.6596085653509808
0.0008549021557986433,-4.0864496,0.120579444,0.14999999,2.907471212573223,0.13230245,3.0,984.02425,4000,100,0.0001,-0.44147176,335,-0.5292552671944789,3936097,-0.89686143,40,-0.4880783962441833,-1.3838651475898294
0.0008039726434290946,-0.29982492,0.04456603,0.14999999,2.907471212573223,0.054838408,3.0,984.0934146341464,4100,100,0.0001,-0.4414663,335,-0.5057885561649388,4034783,-0.8968494,41,-0.48851035136420173,0.7373571014044762
0.0006654133319943249,-0.48394334,0.27450803,0.14999999,2.907471212573223,0.2758072,3.0,984.2209523809523,4200,100,0.0001,-0.44146183,335,-0.44771758029722974,4133728,-0.8968526,42,-0.48753909491022623,-1.532727346682056
0.0009184749771652448,-0.57325697,0.05367959,0.14999999,2.907471212573223,0.06386657,3.0,984.1916279069767,4300,100,0.0001,-0.44145915,335,-0.4400103415087949,4232024,-0.89682513,43,-0.48643377506368135,2.4455545751514483
0.0012043141544389178,-0.040666163,0.47906494,0.14999999,2.907471212573223,0.48326823,3.0,984.3922727272727,4400,100,0.0001,-0.4414557,335,-0.5185680940950771,4331326,-0.8968305,44,-0.48716410049621306,-1.2188525392949277
0.0008147389633629529,-5.483188,0.17795362,0.14999999,2.907471212573223,0.1819531,3.0,984.2146666666666,4500,100,0.0001,-0.44144934,335,-0.4714017645606097,4428966,-0.8967826,45,-0.48681382636431075,3.14735233580286
0.0008279232704125587,1.0422103,0.31596035,0.14999999,2.907471212573223,0.31774524,3.0,984.4471739130435,4600,100,0.0001,-0.44144556,335,-0.4531421233767771,4528457,-0.89676476,46,-0.4860818328211035,-0.5953257750026882
0.0007801483911820991,-7.1467485,0.04843334,0.14999999,2.907471212573223,0.06419883,3.0,984.5110638297872,4700,100,0.0001,-0.4414422,335,-0.4954278887736186,4627202,-0.89673316,47,-0.4862806850754123,0.945339587593155
0.0009812382328900104,-7.766317,0.40929973,0.14999999,2.907471212573223,0.41169807,3.0,984.5435416666667,4800,100,0.0001,-0.441438,335,-0.49399660835129383,4725809,-0.89672834,48,-0.48644143347699315,-0.14339952377268372
0.0007441085450564352,-5.361715,0.086005054,0.14999999,2.907471212573223,0.089256585,3.0,984.4979591836735,4900,100,0.0001,-0.44143355,335,-0.43680697800271423,4824040,-0.8966874,49,-0.4854284854060895,0.4531882750221319
0.0006974558592621679,-0.0069985986,0.104118854,0.14999999,2.907471212573223,0.11251911,3.0,984.467,5000,100,0.0001,-0.44143116,335,-0.5075892795176412,4922335,-0.896696,50,-0.4858717012883206,0.8495702603291729
