MountainCar_mu1_higher,AvgEpLen,ActionIn1,NatGradInftyNorm,AvgRet,StepSize,MountainCar_std0_higher,MinEpLen,MountainCar_std1_higher,NumTrajectories,VarJ,ReturnMax,BatchSize,TimestepsSoFar,J,Iteration,ReturnMean,NatGrad2Norm,MountainCar_mu0_higher
0.9164054,992.3,0.37999994,0.20522925,-6.707792509869946,1.0,0.14999999,329,3.0,100,0.004605551551482939,3.5189626518793977,100,99230,-0.6520222998007377,1,-0.6520222998007377,0.22634563,0.40025148
1.1216346,983.435,8.330905,0.15851831,-0.7263909571837887,1.0,0.14999999,329,3.0,200,0.0037959706192654103,3.5189626518793977,100,196687,-0.3061187305009464,2,-0.47907051515084204,0.1706696,0.30478787
1.2801529,982.37,-8.167101,0.06972867,0.9360881453784602,1.0,0.14999999,329,3.0,300,0.0022206286262609325,3.5189626518793977,100,294711,-0.31029938985027106,3,-0.422813473383985,0.07123724,0.24154189
1.2655702,981.2475,4.478411,0.09630346,3.9736283646544615,1.0,0.14999999,329,3.0,400,0.0006544811576841904,3.5189626518793977,100,392499,-0.1542049296626104,4,-0.3556613374536414,0.10103811,0.17181322
1.3618736,973.142,0.89246875,0.40277877,11.12601215983479,1.0,0.14999999,329,3.0,500,0.001447262736697063,3.5189626518793977,100,486571,-0.0661511635386365,5,-0.2977593026706403,0.40435213,0.14124618
1.7646524,971.56,0.31409675,1.7631084,6.599614030276057,1.0,0.14999999,237,3.0,600,0.01484839290345889,8.962587129500276,100,582936,0.07437357707793572,6,-0.2357371560458777,1.7632338,0.10561042
3.5277607,966.3385714285714,6.1175675,0.5250918,13.41774023229352,1.0,0.14999999,237,3.0,700,0.003065240201355091,8.962587129500276,100,676437,0.030715527395194283,7,-0.1976724869828674,0.5251747,0.08458103
4.0528526,954.64875,5.0399146,1.5596821,26.622162325162243,1.0,0.14999999,237,3.0,800,0.008396934916658166,8.962587129500276,100,763719,0.2529832410055411,8,-0.14134052098431638,1.5597389,0.075254746
5.6125345,934.8133333333334,2.9685843,2.102748,46.35559782624149,1.0,0.14999999,235,3.0,900,0.015377379799083686,9.155479381095228,100,841332,0.4455510811486211,9,-0.07613034296954552,2.1030726,0.061954793
7.7152824,906.494,6.771787,4.5599756,68.25802960091174,1.0,0.14999999,164,3.0,1000,0.07189960889573524,18.55667178468857,100,906494,1.2946284033185378,10,0.06094553165926283,4.560216,0.025000218
12.275258,857.959090909091,9.719298,8.901904,95.012062242306,1.0,0.14999999,153,3.0,1100,0.21559642163119236,19.900747303701976,100,943755,4.7667481964936345,11,0.48874577391693297,8.902732,0.07181491
21.177162,804.0283333333333,20.738375,16.817213,93.36019254657946,1.0,0.14999999,87,3.0,1200,0.5872344088276482,39.674262025149325,100,964834,13.192633482212305,12,1.5474030829415473,16.817533,0.19319803
37.994377,751.98,42.033073,3.578706,86.053956642531,1.0,0.14999999,81,3.0,1300,1.30254070849361,39.9171009400683,100,977574,25.34195596465026,13,3.3777533046114483,3.6080031,0.29688594
41.573082,707.7114285714285,42.439957,1.3078196,80.95748308846352,1.0,0.14999999,80,3.0,1400,1.0420438756949613,40.141149038839664,100,990796,22.149957509801066,14,4.718625033553564,1.3801388,-0.16197202
42.8809,668.5026666666666,47.255283,1.4595156,81.9127001860394,1.0,0.14999999,80,3.0,1500,1.2420793879342666,40.141149038839664,100,1002754,25.742192686222086,15,6.120196210398132,1.4658931,0.27892587
44.340416,635.1275,48.21994,1.1557968,79.54574048236647,1.0,0.14999999,80,3.0,1600,1.4128213574122375,40.141149038839664,100,1016204,22.513564412623687,16,7.14478172303723,1.1583637,0.14233422
45.496212,604.8935294117647,51.140053,1.373447,80.70100617506414,1.0,0.14999999,80,3.0,1700,1.2380301950769443,40.141149038839664,100,1028319,24.90368904736397,17,8.189423330350568,1.4592005,0.21940768
46.86966,578.6544444444445,46.207764,4.7918754,73.68647947957233,1.0,0.14999999,79,3.0,1800,0.888866388462715,40.141149038839664,100,1041578,19.138411262408905,18,8.797700437687142,4.79321,-0.2734508
42.077785,555.3752631578948,42.756237,4.8436136,78.82869404201578,1.0,0.14999999,79,3.0,1900,1.0048760299774449,40.141149038839664,100,1055213,20.55586070624897,19,9.416550978137765,4.8445106,-0.16034658
46.9214,533.6505,45.938446,3.5406759,77.8844293637257,1.0,0.14999999,79,3.0,2000,1.2830951939545274,40.141149038839664,100,1067301,24.026812258291073,20,10.147064042145429,3.5916884,-0.067123696
43.380722,513.6314285714286,46.94946,2.5293598,83.52634392436974,1.0,0.14999999,79,3.0,2100,0.9753856438825359,40.141149038839664,100,1078626,27.691842211932173,21,10.982529669278133,2.5310597,0.5360677
40.851364,495.445,39.684513,14.63154,82.12466329758281,1.0,0.14999999,79,3.0,2200,0.9154484623933205,40.141149038839664,100,1089979,26.04041414690373,22,11.66697896371566,14.631541,0.6288121
55.482903,478.13652173913044,54.28603,2.3180747,72.65265359204591,1.0,0.14999999,79,3.0,2300,0.48014049414168525,40.141149038839664,100,1099714,25.069384036200685,23,12.249692227736748,2.3465726,0.62419605
57.800976,462.02875,61.815594,5.135892,69.81288503122714,1.0,0.14999999,79,3.0,2400,0.24431317465636262,40.141149038839664,100,1108869,23.025312154729033,24,12.698676391361424,5.1439953,0.9887962
52.665085,447.4872,57.42949,5.6477537,76.57188080665081,1.0,0.14999999,79,3.0,2500,0.46068348176785057,40.141149038839664,100,1118718,26.62708308793124,25,13.255812659224219,5.6516848,0.70017934
47.01733,434.58153846153846,48.003464,1.6510274,79.58145248076693,1.0,0.14999999,79,3.0,2600,0.8826186247682994,40.141149038839664,100,1129912,25.876844433469923,26,13.741236958233667,1.670924,0.48942292
48.668358,422.1896296296296,48.88815,1.2095649,78.2855044835243,1.0,0.14999999,79,3.0,2700,0.4755533985738198,40.141149038839664,100,1139912,26.617929306425243,27,14.218151489648172,1.2685251,0.7465129
47.458794,410.6067857142857,46.433895,3.2543519,77.93161501801966,1.0,0.14999999,79,3.0,2800,0.1880947132999406,40.141149038839664,100,1149699,24.818351190154907,28,14.596730050380556,3.2556648,1.1287546
50.713146,399.7972413793103,50.258053,5.051503,74.60499692336019,1.0,0.14999999,79,3.0,2900,0.23188903366277863,40.141149038839664,100,1159412,22.81681230156398,29,14.880181162490329,5.0636106,1.2212055
45.661644,389.7223333333333,48.799038,4.8650312,80.77064148067947,1.0,0.14999999,79,3.0,3000,0.28873200710194374,40.141149038839664,100,1169167,27.789194558817975,30,15.310481609034586,4.8919373,0.8712525
50.526676,380.6625806451613,45.222134,15.616724,75.44764127673426,1.0,0.14999999,79,3.0,3100,1.0702253051532695,40.141149038839664,100,1180054,25.36339307051771,31,15.634769075534038,15.632217,0.35888618
66.1434,371.5953125,63.199123,4.2941713,61.49081561959317,1.0,0.14999999,79,3.0,3200,0.30338849614501234,40.141149038839664,100,1189105,18.782723554232263,32,15.733142652993358,4.2942,1.0546949
61.84923,363.11939393939394,64.61875,1.979754,67.72456064410194,1.0,0.14999999,79,3.0,3300,0.23903225108823623,40.141149038839664,100,1198294,21.971428903628354,33,15.922181630285326,1.9924968,1.0389307
59.869476,355.1185294117647,59.13742,12.024774,69.99490559398888,1.0,0.14999999,79,3.0,3400,0.25971769000599,40.141149038839664,100,1207403,23.917595861055673,34,16.15734087236681,12.034204,0.8139465
47.844704,348.2425714285714,46.70644,17.569654,79.74873041946772,1.0,0.14999999,79,3.0,3500,1.1632479099798954,40.141149038839664,100,1218849,25.886884393775084,35,16.435327830121334,17.572187,0.3376411
30.27505,343.1911111111111,30.28385,0.47295386,88.9676461105465,1.0,0.14999999,79,3.0,3600,0.7626182115701016,40.47036128215098,100,1235488,18.04004600691409,36,16.47990333503224,0.47741848,0.039230645
30.748003,338.0743243243243,33.55656,13.923039,89.8823565894106,1.0,0.14999999,79,3.0,3700,1.1596417441695643,40.94558407839675,100,1250875,20.89665221379002,37,16.59927492635002,13.94564,0.10436926
44.671043,331.71684210526314,47.54895,9.359992,81.75449735184661,1.0,0.14999999,79,3.0,3800,0.2384435967817193,40.94558407839675,100,1260524,28.345281277519916,38,16.908380356643963,9.376562,0.8979967
54.031036,326.04692307692306,56.89139,5.641807,71.73592807536487,1.0,0.14999999,79,3.0,3900,0.9902254416940137,40.94558407839675,100,1271583,23.11087523363015,39,17.067418686823093,5.641916,0.34080428
59.672844,320.623,60.560146,9.440501,64.06970581309359,1.0,0.14999999,79,3.0,4000,1.0940653555508864,40.94558407839675,100,1282492,20.619113464435458,40,17.156211056263405,9.440808,0.30576697
50.23234,315.51756097560974,50.177982,1.7532077,76.98303926474443,1.0,0.14999999,79,3.0,4100,0.9797901889541207,40.94558407839675,100,1293622,25.338355972411158,41,17.35577556641335,1.8088956,0.38188034
48.479134,310.9302380952381,46.420322,2.197277,75.05565155853947,1.0,0.14999999,79,3.0,4200,1.0179176807552646,40.94558407839675,100,1305907,21.947721797786944,42,17.465107619541293,2.2216766,-0.06350288
50.67641,306.53372093023256,44.48005,8.968093,64.82684401499421,1.0,0.14999999,79,3.0,4300,0.8291041544822995,40.94558407839675,100,1318095,17.218182209153696,43,17.45936516813693,8.980764,-0.3918638
59.644505,302.05204545454546,59.102665,15.457533,63.190234504694715,1.0,0.14999999,79,3.0,4400,0.9682340478697895,40.94558407839675,100,1329029,19.819493847768815,44,17.513004456310384,15.457542,0.08504248
75.102036,297.6011111111111,71.30611,15.029525,43.74364183969779,1.0,0.14999999,79,3.0,4500,1.3164213928077289,40.94558407839675,100,1339205,12.156906233350789,45,17.393980051355726,15.035354,0.1021523
60.07251,293.2873913043478,61.178326,4.9928293,69.85275032689422,1.0,0.14999999,79,3.0,4600,0.4749035187811772,40.94558407839675,100,1349122,23.592632348769982,46,17.528733362169078,5.030322,0.5207799
55.07968,289.36574468085104,50.856335,3.172079,68.44307136621691,1.0,0.14999999,79,3.0,4700,1.0534266291343588,40.94558407839675,100,1360019,21.878170105386577,47,17.62127456947158,3.211047,-0.09223986
51.9076,285.659375,54.49982,4.4286447,74.61308060058528,1.0,0.14999999,79,3.0,4800,0.8262845147944775,40.94558407839675,100,1371165,23.93427403172172,48,17.752795391601786,4.435059,0.4064952
