AvgEpLen,Iteration,ReturnMean,MinEpLen,NatGrad2Norm,MountainCar_mu0_higher,MountainCar_std1_higher,J,MountainCar_std0_higher,NumTrajectories,BatchSize,AvgRet,NatGradInftyNorm,TimestepsSoFar,VarJ,ActionIn1,MountainCar_mu1_higher,ReturnMax,StepSize
980.88,1,-0.44597890987181793,446,0.12398211,-0.4416444,3.0,-0.44597890987181793,0.14999999,100,100,3.3445961042274117,0.12110565,98088,0.0007412651696773981,8.738399,-0.8971903,0.8659951716475259,1.0
980.895,2,-0.45651591180395834,446,0.29413295,-0.41509286,3.0,-0.4670529137360988,0.14999999,200,100,1.1832219865254379,0.28918716,196179,0.0009301679388033946,-0.27914155,-0.7760846,0.8659951716475259,1.0
981.6666666666666,3,-0.4278888440305042,446,0.036103543,-0.3613809,3.0,-0.37063470848359564,0.14999999,300,100,6.163982304061626,0.036103107,294500,0.0005108613233973147,-1.1087468,-0.48689744,0.8659951716475259,1.0
977.6175,4,-0.3821726727520817,446,0.034749832,-0.3252778,3.0,-0.24502415891681448,0.14999999,400,100,12.270375074809024,0.028438257,391047,0.0004915982037258485,5.069926,-0.48707506,0.8659951716475259,1.0
978.996,5,-0.3627575477307943,446,0.31725764,-0.30530742,3.0,-0.28509704764564475,0.14999999,500,100,1.9944708734822776,0.31411606,489498,0.0007681269733954658,-5.381406,-0.4586368,0.8659951716475259,1.0
977.3516666666667,6,-0.3296134610816971,422,0.14808095,-0.2607708,3.0,-0.16389302783621126,0.14999999,600,100,7.031856252050512,0.14628556,586411,0.0006081015877018377,-2.0314913,-0.14452073,1.207915590561032,1.0
979.1542857142857,7,-0.3114432162872014,422,0.19167838,-0.23778167,3.0,-0.20242174752022699,0.14999999,700,100,2.878290182737972,0.1889855,685408,0.00041953531106748293,-0.6832093,0.0017648339,1.207915590561032,1.0
978.55125,8,-0.29147794033518454,422,0.24791366,-0.20576474,3.0,-0.15172100867106628,0.14999999,800,100,8.209404510057967,0.24632443,782841,0.00048456056193539517,1.6481317,0.19075033,1.207915590561032,1.0
975.71,9,-0.27166863080313114,422,0.052771688,-0.17773874,3.0,-0.11319415454670402,0.14999999,900,100,12.44833507817722,0.04909834,878139,0.0002978247007354381,1.9877597,0.43707478,1.207915590561032,1.0
974.201,10,-0.25349685065016864,422,0.12110159,-0.1583944,3.0,-0.08995082927350634,0.14999999,1000,100,11.684536843719613,0.120207645,974201,0.00041117227387716635,-1.041212,0.48617312,1.2616657673234326,1.0
974.9336363636363,11,-0.23915030625222025,422,0.074265614,-0.14370707,3.0,-0.09568486227273602,0.14999999,1100,100,5.884175819418216,0.07262013,1072427,0.00017074809996960968,2.4660823,0.60638076,1.2616657673234326,1.0
973.9516666666667,12,-0.2260737638270803,422,0.086775236,-0.12816042,3.0,-0.08223179715054148,0.14999999,1200,100,11.850186110622898,0.08530936,1168742,0.0002691620430617845,-0.16422048,0.6790009,1.2616657673234326,1.0
973.69,13,-0.21407609370779684,422,0.08375144,-0.112277865,3.0,-0.07010405227639445,0.14999999,1300,100,10.025599636395079,0.08352427,1265797,0.00011920520466662029,-1.1544383,0.76431024,1.2616657673234326,1.0
972.415,14,-0.20478351429132463,422,0.019775068,-0.10611346,3.0,-0.08397998187718649,0.14999999,1400,100,15.84551833834899,0.018189754,1361381,0.00015813879048668145,-0.8776895,0.8478345,1.2616657673234326,1.0
972.7986666666667,15,-0.19487970011946948,422,0.13604599,-0.09835549,3.0,-0.05622630171349728,0.14999999,1500,100,5.173272938035995,0.13596089,1459198,0.0001895211044613092,-1.1011254,0.86602426,1.2616657673234326,1.0
972.146875,16,-0.18521319615944662,422,0.19318655,-0.09354411,3.0,-0.04021563675910398,0.14999999,1600,100,12.092545729005632,0.19290854,1555435,0.0003797426078459204,0.6368678,1.0019852,1.2878858926958814,1.0
971.3835294117647,17,-0.1785151235865314,422,0.13585036,-0.08318374,3.0,-0.07134596241988744,0.14999999,1700,100,10.800200676226225,0.13470851,1651352,0.00038563626916026175,-0.64358723,1.1948937,1.2878858926958814,1.0
969.6044444444444,18,-0.16995509787338228,422,0.29496893,-0.06560708,3.0,-0.02443466074984743,0.14999999,1800,100,18.97257976735876,0.29484355,1745288,0.00047669982705572655,1.2657623,1.3296022,1.2878858926958814,1.0
967.6531578947369,19,-0.1601661920981361,309,0.54866904,-0.057007235,3.0,0.016034111856294754,0.14999999,1900,100,17.026038267121535,0.548639,1838541,0.0022848879322850267,1.7954009,1.6244458,4.330856918955664,1.0
966.333,20,-0.15310746771999742,309,0.15297084,-0.051264025,3.0,-0.018991704535362575,0.14999999,2000,100,16.145903893212704,0.15297063,1932666,0.0001776554499648958,0.9261452,2.1730847,4.330856918955664,1.0
963.9985714285714,21,-0.14347952895710805,309,0.77815753,-0.0510105,3.0,0.0490792463006796,0.14999999,2100,100,21.73849291663605,0.77815664,2024397,0.002865998864061639,2.31836,2.3260553,4.330856918955664,1.0
960.2072727272728,22,-0.13281599399074248,308,0.88985115,-0.049842425,3.0,0.09111824030293514,0.14999999,2200,100,32.52059421322589,0.8898345,2112456,0.004524183722234194,1.6022924,3.1042118,4.330856918955664,1.0
954.8108695652174,23,-0.11632857701339958,308,1.4799045,-0.055278033,3.0,0.24639459648814388,0.14999999,2300,100,43.80747656307567,1.479901,2196065,0.006096978796829196,3.352111,3.9940462,4.330856918955664,1.0
