J,MinEpLen,AvgRet,MountainCar_std0_higher,ActionIn1,MountainCar_mu0_higher,NatGradInftyNorm,BatchSize,ReturnMax,NatGrad2Norm,Iteration,MountainCar_std1_higher,AvgEpLen,StepSize,VarJ,TimestepsSoFar,NumTrajectories,ReturnMean,MountainCar_mu1_higher
7.450277503647289,121,94.42776919196169,0.14999999,15.0092945,-0.38955766,2.1600986,100,28.37554051603019,2.1750755,11,3.0,737.99,1.0,0.3326672491902255,811789,1100,0.6025198657540661,17.125431
10.102492879448008,111,91.78056937164487,0.14999999,12.140709,-0.6443677,4.140789,100,29.978664894716555,4.1428814,12,3.0,696.0791666666667,1.0,0.5049340819358388,835295,1200,1.3941842835618943,19.28553
15.697524454352308,109,89.64475142229425,0.14999999,20.403059,-0.7760255,12.984089,100,30.290320358485356,12.987405,13,3.0,656.8407692307692,1.0,0.9139710659778018,853893,1300,2.494441219776542,23.42632
18.725906988931687,82,81.18768964904199,0.14999999,40.083927,-0.48256817,13.346247,100,39.75614476101315,13.349383,14,3.0,620.42,1.0,0.5275022935204207,868588,1400,3.6538316318590525,36.410408
21.320878643678906,80,73.63516996087554,0.14999999,49.36783,-0.19317761,5.2302866,100,39.75614476101315,5.304566,15,3.0,587.354,1.0,1.0998502605046871,881031,1500,4.831634765980376,49.756653
28.476282857208524,80,81.4531847437979,0.14999999,42.90551,0.6914245,5.0473275,100,39.75614476101315,5.0596333,16,3.0,556.8575,1.0,0.471161631910097,890972,1600,6.309425271682135,44.526367
25.677756369976247,80,76.87590543640646,0.14999999,52.268612,1.0440915,5.3398128,100,39.75614476101315,5.419347,17,3.0,529.6470588235294,1.0,0.19760372375932952,900400,1700,7.448738865699435,49.573696
21.96633237027488,80,70.5775455638,0.14999999,56.129284,0.11904043,9.794275,100,39.75614476101315,9.795225,18,3.0,506.5572222222222,1.0,1.0381983161626835,911803,1800,8.25527183817585,54.91351
27.400535715900954,80,81.8344268277838,0.14999999,40.80766,0.25545624,2.1064057,100,39.75614476101315,2.1234777,19,3.0,485.8668421052632,1.0,1.1095041680694049,923147,1900,9.262917305424539,45.119232
26.85727491388114,80,79.32242370030079,0.14999999,46.895206,0.5241803,11.4736,100,39.75614476101315,11.476059,20,3.0,466.878,1.0,0.7884336220730124,933756,2000,10.14263518584737,47.22564
27.037845714902037,80,86.31590135945089,0.14999999,34.154804,0.7617171,5.257352,100,39.75614476101315,5.2718425,21,3.0,450.1009523809524,1.0,0.7996125726352407,945212,2100,10.947169020564258,35.752037
23.13518831533578,80,79.28972787762862,0.14999999,39.08539,1.1523242,4.624546,100,39.75614476101315,4.6521373,22,3.0,434.5840909090909,1.0,0.7013486213674822,956085,2200,11.501169897599329,41.009388
26.4910326803116,80,85.94718860907919,0.14999999,35.63109,0.64640397,6.5583963,100,39.75614476101315,6.5607715,23,3.0,420.87608695652176,1.0,1.073424181910216,968015,2300,12.152903062065077,36.384842
26.06447597134104,80,82.44015592908971,0.14999999,46.542496,0.4698789,0.6893073,100,39.75614476101315,0.7296303,24,3.0,408.27875,1.0,1.1541449477927765,979869,2400,12.73255193328491,42.943237
25.650152337867656,80,80.9158993373758,0.14999999,43.763447,1.1591861,4.608032,100,39.75614476101315,4.620347,25,3.0,395.9124,1.0,0.12827983597985898,989781,2500,13.249255949468218,43.182434
28.249125263379682,80,85.01214320494077,0.14999999,35.0539,0.8220749,5.2402997,100,39.75614476101315,5.240338,26,3.0,384.7130769230769,1.0,0.4607751539669874,1000254,2600,13.826174000003277,38.5744
27.61382342649691,80,81.32397723381891,0.14999999,48.089108,0.84210664,1.0716056,100,39.75614476101315,1.1795689,27,3.0,374.17962962962963,1.0,0.35321855552526743,1010285,2700,14.336827682466003,43.8147
26.737014023656243,80,81.12827892106505,0.14999999,41.215946,0.3491113,2.955359,100,39.75614476101315,3.0370288,28,3.0,364.86,1.0,1.1004068563763625,1021608,2800,14.779691480365653,44.886307
26.210500163914503,80,78.59815623882099,0.14999999,49.587074,1.0486798,4.609073,100,39.75614476101315,4.643256,29,3.0,355.5624137931035,1.0,0.16653368086920114,1031131,2900,15.173857297039754,47.841667
26.59539389063465,80,82.51318771794108,0.14999999,47.086277,0.486296,5.6039963,100,39.75614476101315,5.6106296,30,3.0,347.4873333333333,1.0,0.9507129918566056,1042462,3000,15.554575183492918,43.232594
27.390390074742832,80,85.48544120472293,0.14999999,37.96398,0.75903887,2.7343733,100,39.75614476101315,2.7483823,31,3.0,339.86387096774195,1.0,0.8090023012422637,1053578,3100,15.936375663855816,37.628597
25.838635989817313,80,82.33138484924692,0.14999999,40.68492,1.0361824,5.9274774,100,39.75614476101315,5.927536,32,3.0,332.5,1.0,0.36897653224957466,1064000,3200,16.245821299042113,40.362972
22.15446954676788,80,79.65533730428646,0.14999999,37.79974,1.062619,4.4759517,100,39.75614476101315,4.547584,33,3.0,326.3209090909091,1.0,1.0910028631428927,1076859,3300,16.424871245942892,34.435493
23.338338339429686,80,83.721979762427,0.14999999,36.337097,0.25864112,8.480441,100,40.04010005099021,8.483789,34,3.0,320.66558823529414,1.0,1.389685591403543,1090263,3400,16.628208513398388,38.911446
22.178898619020956,80,88.6106909051492,0.14999999,34.984947,0.49697605,10.402549,100,40.04010005099021,10.423548,35,3.0,315.674,1.0,1.3515541133064373,1104859,3500,16.78679965927332,30.431004
23.767788482234074,80,80.13080932761756,0.14999999,45.82588,1.1582844,3.026435,100,40.04010005099021,3.1105113,36,3.0,309.8513888888889,1.0,0.45925986190205215,1115465,3600,16.980716015466673,40.833553
26.351248269324678,80,85.50007590792359,0.14999999,40.05708,0.4399724,14.694504,100,40.04010005099021,14.699851,37,3.0,304.8435135135135,1.0,1.2878625461534583,1127921,3700,17.233973643949323,37.807117
26.743362718951484,80,76.45876464629364,0.14999999,56.425903,0.83642876,13.386711,100,40.04010005099021,13.389771,38,3.0,299.2792105263158,1.0,0.22804757099027118,1137261,3800,17.48422072487043,52.50162
24.112409482092993,80,81.08269380356049,0.14999999,40.85125,1.1226671,6.0291724,100,40.04010005099021,6.034611,39,3.0,294.3725641025641,1.0,0.5690568192741305,1148053,3900,17.654174282747935,39.11491
28.572522510328945,80,81.25796019903022,0.14999999,46.303684,0.8665271,10.155521,100,40.04010005099021,10.156044,40,3.0,289.386,1.0,0.19893460408437316,1157544,4000,17.927132988437457,45.14408
24.905146592228135,80,73.76991630275653,0.14999999,54.25077,0.96957785,8.332368,100,40.04010005099021,8.336339,41,3.0,284.580243902439,1.0,0.18326637950649285,1166779,4100,18.097328442188452,55.299603
24.02222511079832,80,77.45712294468498,0.14999999,49.412567,1.2268674,2.0505114,100,40.04010005099021,2.1764576,42,3.0,280.16547619047617,1.0,0.3034496529436899,1176695,4200,18.238397410488687,46.967236
26.074070773249062,80,79.09992299761159,0.14999999,49.816563,0.4972303,19.601997,100,40.04010005099021,19.6032,43,3.0,276.2272093023256,1.0,0.9289509131407354,1187777,4300,18.420622372413344,49.017746
20.862580155515772,80,89.6692204399265,0.14999999,34.47851,0.27995443,9.385256,100,40.84685234057958,9.431349,44,3.0,273.5147727272727,1.0,1.3944834040161793,1203465,4400,18.4761214129384,29.415749
20.98666324260354,80,78.89069635905689,0.14999999,41.555763,1.2112544,11.758874,100,40.84685234057958,11.79553,45,3.0,270.0155555555556,1.0,0.8796509700548776,1215070,4500,18.531911231375403,38.801003
17.103627435329052,80,90.41788066229572,0.14999999,26.983253,0.28205496,1.8196161,100,40.84685234057958,1.8208039,46,3.0,268.07673913043476,1.0,1.044974114667975,1233153,4600,18.500861583635267,27.04213
15.149236074859429,80,91.00114457889453,0.14999999,21.028427,0.34781116,3.8742344,100,40.84685234057958,3.9076438,47,3.0,266.39127659574467,1.0,0.7689230835893166,1252039,4700,18.42955040259748,25.222513
21.76453034241859,80,85.94423650054595,0.14999999,28.993538,0.8577011,20.603493,100,40.84685234057958,20.603594,48,3.0,263.6272916666667,1.0,1.1447134082007222,1265411,4800,18.499029151343755,29.096748
26.576299936081504,80,77.30653620400375,0.14999999,53.12265,0.9222481,7.180598,100,40.84685234057958,7.19986,49,3.0,260.15979591836737,1.0,0.2103568946666941,1274783,4900,18.66387141225677,49.70024
27.509520635022255,80,84.09951397273717,0.14999999,40.946865,0.39594346,0.92577827,100,40.84685234057958,1.0529637,50,3.0,257.2316,1.0,0.9445113181982957,1286158,5000,18.84078439671208,42.51964
