NatGrad2Norm,BatchSize,ReturnMax,ActionIn1,J,MountainCar_std0_higher,MinEpLen,StepSize,NatGradInftyNorm,MountainCar_std1_higher,VarJ,AvgEpLen,MountainCar_mu0_higher,TimestepsSoFar,AvgRet,NumTrajectories,ReturnMean,Iteration,MountainCar_mu1_higher
72.78807,100,95.01517001352047,-3.043477,4.136592925687536,0.14999999,437,0.001,72.78722,3.0,15.030190275312101,958.26,-0.79315424,95826,4.136592925687536,100,4.136592925687536,1,0.60902077
67.74168,100,95.01517001352047,-1.9689405,4.476537478162843,0.14999999,406,0.001,67.73995,3.0,15.538848412631726,950.58,-0.7928018,190116,4.476537478162843,200,4.30656520192519,2,0.681808
54.076218,100,95.01517001352047,-0.18991488,-0.9910573601661542,0.14999999,329,0.001,54.076122,3.0,10.754173473719096,954.01,-0.7923186,286203,-0.9910573601661542,300,2.5406910145614083,3,0.74954796
71.255585,100,95.01517001352047,3.0509758,6.668654172704459,0.14999999,329,0.001,71.24972,3.0,16.933557009063428,950.6525,-0.7924197,380261,6.668654172704459,400,3.572681804097171,4,0.8036241
66.231384,100,95.01517001352047,-4.029237,1.628704202845791,0.14999999,329,0.001,66.229095,3.0,13.469012777523062,950.018,-0.79150575,475009,1.628704202845791,500,3.183886283846895,5,0.8748738
106.82979,100,95.01517001352047,3.23166,12.614532913823517,0.14999999,259,0.001,106.82467,3.0,19.23998534515394,942.805,-0.79095495,565683,12.614532913823517,600,4.755660722176331,6,0.9411029
87.97775,100,95.59230210400342,4.9825516,6.134865613836834,0.14999999,259,0.001,87.96466,3.0,16.707566587939798,942.14,-0.7920007,659498,6.134865613836834,700,4.952689992413547,7,1.0479276
68.61689,100,95.59230210400342,0.045639098,4.704490741003365,0.14999999,259,0.001,68.61327,3.0,15.652982393759405,941.74,-0.79048294,753392,4.704490741003365,800,4.921665085987273,8,1.1358923
77.50583,100,95.59230210400342,1.91132,9.686419147652698,0.14999999,259,0.001,77.500015,3.0,17.82953321362666,941.2155555555555,-0.7897784,847094,9.686419147652698,900,5.451082203950098,9,1.2045056
79.83229,100,95.59230210400342,-0.2566179,8.359288475125947,0.14999999,259,0.001,79.83146,3.0,17.45889867625033,940.778,-0.7888292,940778,8.359288475125947,1000,5.741902831067683,10,1.2820055
95.64052,100,95.59230210400342,-3.2439528,12.021324442787677,0.14999999,259,0.001,95.63968,3.0,19.12317700033679,940.3445454545455,-0.7891929,1034379,12.021324442787677,1100,6.312759341224047,11,1.361837
100.49819,100,95.59230210400342,-0.5035347,11.203879608065796,0.14999999,259,0.001,100.49795,3.0,19.920634904555417,938.7208333333333,-0.7887912,1126465,11.203879608065796,1200,6.720352696794192,12,1.4574767
86.68787,100,95.59230210400342,-1.8474424,10.363415411569454,0.14999999,182,0.001,86.6867,3.0,18.52508688807394,937.6323076923077,-0.7885692,1218922,10.363415411569454,1300,7.0005882902384435,13,1.5579747
92.8079,100,95.59230210400342,-1.3767531,12.000137790445347,0.14999999,182,0.001,92.807144,3.0,19.690394018942484,936.1757142857143,-0.78811914,1310646,12.000137790445347,1400,7.357698968824651,14,1.6446614
69.144646,100,95.59230210400342,-0.97953093,6.92184234862555,0.14999999,182,0.001,69.13159,3.0,16.09050454166236,935.7313333333333,-0.78774405,1403597,6.92184234862555,1500,7.328641860811377,15,1.7374686
112.73383,100,95.59230210400342,-2.9708323,16.054243964182586,0.14999999,182,0.001,112.73249,3.0,21.748621094569994,933.079375,-0.7890876,1492927,16.054243964182586,1600,7.873991992272079,16,1.8066002
109.51987,100,95.59230210400342,-3.1968198,21.735315036458243,0.14999999,182,0.001,109.49658,3.0,24.304696355536144,930.3176470588236,-0.7896391,1581540,21.735315036458243,1700,8.689363936047735,17,1.9193327
108.002655,100,95.59230210400342,-1.3647579,18.30688212587122,0.14999999,182,0.001,108.00221,3.0,22.201699902006247,928.1438888888889,-0.7873811,1670659,18.30688212587122,1800,9.223670502149039,18,2.0288293
118.92094,100,96.3553181658765,3.9743838,22.424385681566676,0.14999999,182,0.001,118.92093,3.0,23.726717752266484,925.5147368421052,-0.78769255,1758478,22.424385681566676,1900,9.918444985276285,19,2.1368315
97.16013,100,96.3553181658765,0.6754663,21.197260649972012,0.14999999,182,0.001,97.158,3.0,23.5475833655822,922.918,-0.78765005,1845836,21.197260649972012,2000,10.48238576851107,20,2.2557526
110.30679,100,96.3553181658765,2.9601502,24.376023847401225,0.14999999,182,0.001,110.300766,3.0,24.34410033589641,921.3795238095238,-0.7882943,1934897,24.376023847401225,2100,11.143987581791553,21,2.3529105
69.24089,100,96.3553181658765,1.370001,13.511896774808616,0.14999999,182,0.001,69.23846,3.0,20.382201387299464,921.93,-0.7871411,2028246,13.511896774808616,2200,11.251619817837781,22,2.4632113
143.70903,100,96.3553181658765,8.819844,28.49674461466439,0.14999999,182,0.001,143.70601,3.0,25.890557998079565,918.3969565217392,-0.7865606,2112313,28.49674461466439,2300,12.001407852482417,23,2.5324497
108.82309,100,96.3553181658765,1.5271797,23.738037521181926,0.14999999,182,0.001,108.82309,3.0,24.084745420679493,916.55375,-0.78562975,2199729,23.738037521181926,2400,12.49043408867823,24,2.6761558
72.72245,100,96.3553181658765,4.9478345,15.080609988626774,0.14999999,182,0.001,72.72162,3.0,20.875735648492505,916.6176,-0.7856289,2291544,15.080609988626774,2500,12.594041124676172,25,2.7849789
117.98927,100,96.3553181658765,-1.0955474,33.63326240798274,0.14999999,182,0.001,117.9881,3.0,26.52905716147786,913.5034615384616,-0.7852813,2375109,33.63326240798274,2600,13.403241943264886,26,2.8577006
107.702446,100,96.3553181658765,0.93318987,27.558408813613575,0.14999999,182,0.001,107.70201,3.0,24.65922864458449,912.2996296296296,-0.7847545,2463209,27.558408813613575,2700,13.92750738290743,27,2.9756887
108.35192,100,96.4083132602283,1.8694711,31.553667754275207,0.14999999,182,0.001,108.34808,3.0,25.188115887211346,910.3153571428571,-0.7844486,2548883,31.553667754275207,2800,14.55701311045628,28,3.0833907
117.03733,100,96.4083132602283,1.2081244,29.588551733502705,0.14999999,182,0.001,117.03525,3.0,26.420099649081767,908.0986206896551,-0.7853601,2633486,29.588551733502705,2900,15.075342028492365,29,3.1917388
80.75446,100,96.4083132602283,0.44121397,22.90335216386236,0.14999999,182,0.001,80.754265,3.0,23.908594230135378,906.7463333333334,-0.7846611,2720239,22.90335216386236,3000,15.336275699671363,30,3.308774
100.61866,100,96.4083132602283,4.508502,28.565818885072943,0.14999999,182,0.001,100.618416,3.0,25.44508818622818,905.2696774193548,-0.7848395,2806336,28.565818885072943,3100,15.763035157264962,31,3.3895283
127.76967,100,96.4083132602283,3.4774559,45.23148505052472,0.14999999,182,0.001,127.76623,3.0,26.122833161099564,901.8790625,-0.78461736,2886013,45.23148505052472,3200,16.683924216429332,32,3.4901466
131.57585,100,97.2153983512734,2.0338197,46.8264438222496,0.14999999,182,0.001,131.57384,3.0,25.513949675261134,898.4239393939393,-0.78367937,2964799,46.8264438222496,3300,17.59733390145419,33,3.6179128
105.77487,100,97.2153983512734,4.894953,38.46821996104569,0.14999999,182,0.001,105.774734,3.0,26.299929677407057,895.6664705882353,-0.78295076,3045266,38.46821996104569,3400,18.211183491442174,34,3.7494867
108.51442,100,97.2153983512734,-1.985394,29.38710951507484,0.14999999,182,0.001,108.51436,3.0,25.715996714751896,893.6174285714286,-0.7831176,3127661,29.38710951507484,3500,18.53049566354596,35,3.8552613
122.3333,100,97.2153983512734,3.4396064,45.106332040901904,0.14999999,182,0.001,122.33209,3.0,26.487045748797996,890.1738888888889,-0.78323054,3204626,45.106332040901904,3600,19.268713340694738,36,3.9637756
87.09444,100,97.2153983512734,-1.6766262,35.67606942089355,0.14999999,182,0.001,87.09426,3.0,26.199814642425814,888.2764864864865,-0.7826866,3286623,35.67606942089355,3700,19.712155396916327,37,4.0861077
108.29399,100,98.06593329753619,8.79749,43.50942907334977,0.14999999,182,0.001,108.28852,3.0,25.956290976306843,885.7726315789473,-0.7828613,3365936,43.50942907334977,3800,20.338399441033,38,4.173202
