J,BatchSize,MinEpLen,MountainCar_mu0_higher,NatGradInftyNorm,StepSize,AvgRet,NumTrajectories,ReturnMax,Iteration,MountainCar_mu1_higher,NatGrad2Norm,AvgEpLen,MountainCar_std0_higher,VarJ,ActionIn1,ReturnMean,MountainCar_std1_higher,TimestepsSoFar
1.2787972622689239,100,666,0.05171383,12.839932,1.0,1.2787972622689239,100,99.13730735309927,1,-0.99866194,12.841234,992.9,0.14999999,1.9793184687361205,0.30288267,1.2787972622689239,3.0,99290
95.90862334008916,100,150,-0.13113531,17.634958,1.0,95.90862334008916,200,99.13730735309927,2,11.84127,17.64088,692.835,0.14999999,1.023259627840568,5.7317038,48.59371030117904,3.0,138567
89.52420737791876,100,86,0.32594046,37.95209,1.0,89.52420737791876,300,99.13730735309927,3,29.476229,37.998276,519.42,0.14999999,0.17839810263892025,31.396183,62.23720932675895,3.0,155826
-37.699423846069884,100,86,-1.546941,12.384971,1.0,-37.699423846069884,400,99.13730735309927,4,-8.4758625,12.409527,639.315,0.14999999,0.37297340576979143,-8.76636,37.253051033551735,3.0,255726
-11.68216572743021,100,86,-0.76664925,0.5358519,1.0,-11.68216572743021,500,99.13730735309927,5,-20.860832,0.6015357,711.252,0.14999999,0.14242798255199085,-24.84229,27.466007681355354,3.0,355626
-5.7464127763192785,100,86,-0.49332166,3.6138148,1.0,-5.7464127763192785,600,99.13730735309927,6,-20.32498,3.6466587,759.21,0.14999999,0.11182331157743622,-17.691458,21.930604271742915,3.0,455526
-0.7041656765294962,100,86,-0.004997134,0.15776584,1.0,-0.7041656765294962,700,99.13730735309927,7,-16.711164,0.15776922,793.4657142857143,0.14999999,0.006683593178152421,-15.390954,18.697065707704,3.0,555426
-0.5796751185993884,100,86,-0.0039653466,0.5219836,1.0,-0.5796751185993884,800,99.13730735309927,8,-16.553398,0.5221432,819.1575,0.14999999,0.007334714249384596,-19.608366,16.28747310441607,3.0,655326
-0.49831526771094936,100,86,-0.016873363,0.16660854,1.0,-0.49831526771094936,900,99.13730735309927,9,-17.075382,0.17230293,839.14,0.14999999,0.003920831691163951,-16.692553,14.42238550751307,3.0,755226
-0.8190705106845148,100,86,0.027057216,0.078548744,1.0,-0.8190705106845148,1000,99.13730735309927,10,-16.908773,0.108913854,855.126,0.14999999,0.01339340680134497,-19.440126,12.898239905693314,3.0,855126
-0.5853483236435254,100,86,-0.04839026,0.31451628,1.0,-0.5853483236435254,1100,99.13730735309927,11,-16.987322,0.31487077,868.2054545454546,0.14999999,0.004707503448100499,-15.472263,11.672459157571781,3.0,955026
-0.681566908955508,100,86,-0.06332749,0.15981212,1.0,-0.681566908955508,1200,99.13730735309927,12,-17.301838,0.17550349,879.105,0.14999999,0.009776470169597385,-17.687056,10.642956985361174,3.0,1054926
-0.675525782183086,100,86,0.009209119,0.675794,1.0,-0.675525782183086,1300,99.13730735309927,13,-17.142025,0.6796054,888.3276923076924,0.14999999,0.007051069238105783,-20.382385,9.772304464780847,3.0,1154826
-0.690116058358641,100,86,-0.06266594,0.37532693,1.0,-0.690116058358641,1400,99.13730735309927,14,-17.81782,0.38399184,896.2328571428571,0.14999999,0.008202084011817188,-21.660395,9.024988713128026,3.0,1254726
