VarJ,NatGrad2Norm,ReturnMax,StepSize,Iteration,AvgEpLen,MountainCar_std1_higher,AvgRet,MountainCar_std0_higher,ActionIn1,ReturnMean,TimestepsSoFar,J,MountainCar_mu1_higher,MinEpLen,BatchSize,MountainCar_mu0_higher,NatGradInftyNorm,NumTrajectories
1.0181592351870519,13.158564,99.4284339544491,0.01,25,651.89,3.0,94.59166606598893,0.14999999,7.704691,63.59911791095145,1629725,94.59166606598893,11.279037,180,100,-0.4152045,13.124718,2500
0.02742698929383688,22.861546,99.4284339544491,0.01,26,641.4957692307693,3.0,95.54566610326948,0.14999999,11.846673,64.82783130296369,1667889,95.54566610326948,11.410285,180,100,-0.4057727,22.861544,2600
0.030180454244575092,14.042968,99.4284339544491,0.01,27,631.7448148148148,3.0,95.57171874732694,0.14999999,10.323272,65.96649380090305,1705711,95.57171874732694,11.638901,180,100,-0.4058325,14.011776,2700
0.9761293487045605,17.792261,99.4284339544491,0.01,28,623.5235714285715,3.0,94.43041521358813,0.14999999,10.701994,66.98306242278467,1745866,94.43041521358813,11.498783,180,100,-0.41518703,17.743013,2800
2.091081272852432,14.608931,99.4284339544491,0.01,29,615.208275862069,3.0,93.54732469828541,0.14999999,10.244961,67.89907146676745,1784104,93.54732469828541,11.676213,180,100,-0.42841598,14.596362,2900
2.022245880194288,53.2866,99.4284339544491,0.01,30,606.9586666666667,3.0,93.29168528836543,0.14999999,13.740094,68.7454919274874,1820876,93.29168528836543,11.822177,180,100,-0.42235744,53.284985,3000
1.0146181226621225,12.10168,99.4284339544491,0.01,31,598.821935483871,3.0,94.23761709104558,0.14999999,11.676541,69.56781854566668,1856348,94.23761709104558,12.355027,180,100,-0.4265026,11.980365,3100
0.02989506360590363,11.302758,99.4284339544491,0.01,32,591.7553125,3.0,95.40727897876059,0.14999999,9.780736,70.37530168420088,1893617,95.40727897876059,12.474831,180,100,-0.443595,11.258184,3200
0.029828437978117166,5.562253,99.4284339544491,0.01,33,585.3387878787879,3.0,95.11033805675554,0.14999999,11.363596,71.12484824094496,1931618,95.11033805675554,12.362248,180,100,-0.43356693,5.453569,3300
0.034390762303001254,25.013205,99.4284339544491,0.01,34,579.3441176470589,3.0,95.33995312231333,0.14999999,15.767324,71.83705720804403,1969770,95.33995312231333,12.307713,153,100,-0.4445088,24.929808,3400
1.9877390303830054,13.804391,99.4284339544491,0.01,35,573.7874285714286,3.0,93.24340736649111,0.14999999,7.001734,72.44866721257108,2008256,93.24340736649111,12.058414,153,100,-0.4241002,13.775253,3500
2.9499677365424435,11.128672,99.4284339544491,0.01,36,568.4127777777778,3.0,92.1711002154701,0.14999999,13.247712,72.9965125737627,2046286,92.1711002154701,12.196167,153,100,-0.4330647,11.119214,3600
0.04310821270611373,22.223742,99.4284339544491,0.01,37,563.0927027027027,3.0,95.33695181785808,0.14999999,11.986801,73.60030822900853,2083443,95.33695181785808,12.084975,153,100,-0.43765166,21.94934,3700
1.9258211705029304,45.742664,99.4284339544491,0.01,38,557.838947368421,3.0,93.44170043849407,0.14999999,7.4030833,74.12245012925816,2119788,93.44170043849407,12.304469,153,100,-0.4028362,45.742653,3800
1.0487742197147352,54.89884,99.4284339544491,0.01,39,553.8217948717949,3.0,94.21738527298885,0.14999999,10.070894,74.6377048765333,2159905,94.21738527298885,12.761895,153,100,-0.40315133,54.859234,3900
1.9818575860161483,2.6810918,99.4284339544491,0.01,40,549.579,3.0,92.95674802105046,0.14999999,9.041185,75.09568095514624,2198316,92.95674802105046,12.213303,153,100,-0.4240011,1.9789618,4000
1.0560636666688854,4.633667,99.4284339544491,0.01,41,544.8817073170732,3.0,94.24825631915354,0.14999999,12.826091,75.56281693963422,2234015,94.24825631915354,12.231391,153,100,-0.4437907,4.422608,4100
1.0240631871411794,40.26564,99.4284339544491,0.01,42,541.7980952380952,3.0,94.1282980567378,0.14999999,12.5839205,76.00485220432716,2275552,94.1282980567378,12.187165,153,100,-0.4576161,40.226887,4200
0.02845176867362774,26.328892,99.4284339544491,0.01,43,537.8118604651163,3.0,95.5628390436698,0.14999999,12.109969,76.45968910756768,2312591,95.5628390436698,11.784897,153,100,-0.43995473,26.20142,4300
3.7328803865263605,61.226334,99.4284339544491,0.01,44,535.5168181818182,3.0,91.41090579404415,0.14999999,12.930453,76.7994894868058,2356274,91.41090579404415,12.046911,153,100,-0.4140778,61.215233,4400
1.0245252185404363,4.3970404,99.4284339544491,0.01,45,532.5313333333334,3.0,94.58885393365554,0.14999999,6.8640666,77.19480869673578,2396391,94.58885393365554,11.434759,153,100,-0.4257362,4.3847604,4500
1.190141751127244,50.36534,99.4284339544491,0.01,46,530.4510869565217,3.0,94.462144657683,0.14999999,13.34888,77.57018556545202,2440075,94.462144657683,11.390911,153,100,-0.4224523,50.297337,4600
1.9504341092243405,1.7342998,99.4284339544491,0.01,47,528.2763829787234,3.0,93.75027978608765,0.14999999,4.683076,77.91444288929533,2482899,93.75027978608765,10.887938,153,100,-0.3962885,1.6762168,4700
5.954367391752627,12.473553,99.4284339544491,0.01,48,527.365625,3.0,89.25969508686441,0.14999999,4.0758095,78.15080231007802,2531355,89.25969508686441,10.904699,153,100,-0.40073928,12.461157,4800
3.0079150211996284,43.507095,99.4284339544491,0.01,49,525.2024489795918,3.0,92.78732400017763,0.14999999,6.350195,78.44950683436578,2573492,92.78732400017763,10.780087,153,100,-0.40629894,43.46717,4900
2.019854733443173,1.1599933,99.4284339544491,0.01,50,523.0126,3.0,93.76877720188888,0.14999999,12.158223,78.75589224171624,2615063,93.76877720188888,11.214759,153,100,-0.38766417,1.0386546,5000
