VarJ,NatGrad2Norm,ReturnMax,StepSize,Iteration,AvgEpLen,MountainCar_std1_higher,AvgRet,MountainCar_std0_higher,ActionIn1,ReturnMean,TimestepsSoFar,J,MountainCar_mu1_higher,MinEpLen,BatchSize,MountainCar_mu0_higher,NatGradInftyNorm,NumTrajectories
7.636932069388685,47.275517,98.16498803872072,0.01,1,980.88,3.0,3.3445961042274117,0.14999999,8.738399,3.3445961042274117,98088,3.3445961042274117,-0.8971903,446,100,-0.4416444,47.26557,100
8.477390304725773,47.7099,98.22372158123174,0.01,2,978.905,3.0,3.8644618686191143,0.14999999,0.05555427,3.6045289864232632,195781,3.8644618686191143,-0.42453456,446,100,-0.43194705,47.704025,200
9.711797471444646,49.938057,98.31851628301334,0.01,3,977.3933333333333,3.0,6.033011401742125,0.14999999,-0.6324241,4.414023124862883,293218,6.033011401742125,0.052505672,446,100,-0.42446142,49.937473,300
15.713391238557564,93.20099,99.4284339544491,0.01,4,967.675,3.0,14.703654640186729,0.14999999,6.0072803,6.986431003693846,387070,14.703654640186729,0.55188036,380,100,-0.42687887,93.19217,400
12.46098943710463,54.091805,99.4284339544491,0.01,5,965.546,3.0,9.156920928573152,0.14999999,-3.5477176,7.420528988669706,482773,9.156920928573152,1.4838021,380,100,-0.41405824,54.085114,500
18.305642827097746,84.899086,99.4284339544491,0.01,6,958.825,3.0,21.00410165231658,0.14999999,-0.007097319,9.684457765944186,575295,21.00410165231658,2.0246532,339,100,-0.40555075,84.89239,600
19.963290794299944,75.00839,99.4284339544491,0.01,7,954.3642857142858,3.0,22.223008813109942,0.14999999,2.0101693,11.475679344110722,668055,22.223008813109942,2.873577,339,100,-0.41621548,75.00619,700
25.271020870252464,112.506485,99.4284339544491,0.01,8,941.53375,3.0,39.39494870212562,0.14999999,4.8763227,14.965588013862584,753227,39.39494870212562,3.623639,338,100,-0.41046265,112.50488,800
22.851355192625018,122.626236,99.4284339544491,0.01,9,918.0766666666667,3.0,60.723811627710894,0.14999999,6.072663,20.04983508206795,826269,60.723811627710894,4.7486877,260,100,-0.40444857,122.62004,900
20.27622963408422,98.87792,99.4284339544491,0.01,10,895.919,3.0,68.51641220342528,0.14999999,4.189121,24.896492794203684,895919,68.51641220342528,5.974888,255,100,-0.41677648,98.877914,1000
13.808932296012438,71.77235,99.4284339544491,0.01,11,869.2054545454546,3.0,79.74832003073692,0.14999999,8.55063,29.883022542979425,956126,79.74832003073692,6.963667,255,100,-0.41644597,71.77202,1100
11.562582055402165,58.37271,99.4284339544491,0.01,12,846.1325,3.0,82.5766395638736,0.14999999,6.552057,34.27415729472062,1015359,82.5766395638736,7.681387,255,100,-0.41426915,58.372326,1200
9.441990876215925,56.128242,99.4284339544491,0.01,13,823.2015384615385,3.0,85.80851349543353,0.14999999,6.0422435,38.2383385409293,1070162,85.80851349543353,8.26511,255,100,-0.41639563,56.04473,1300
5.69222283312917,43.975845,99.4284339544491,0.01,14,800.355,3.0,89.73621863266142,0.14999999,6.820358,41.9167585474816,1120497,89.73621863266142,8.825558,255,100,-0.38578933,43.952606,1400
7.433389566095434,37.824905,99.4284339544491,0.01,15,783.29,3.0,88.12086187567182,0.14999999,6.9962044,44.99703210269428,1174935,88.12086187567182,9.265083,255,100,-0.40008467,37.784904,1500
3.8773214220987255,14.544067,99.4284339544491,0.01,16,768.749375,3.0,91.76241763570744,0.14999999,8.232968,47.9198686985076,1229999,91.76241763570744,8.887235,187,100,-0.38269377,14.456888,1600
11.52859032470481,53.88306,99.4284339544491,0.01,17,755.1723529411764,3.0,82.64336588780021,0.14999999,6.5887747,49.96242735670129,1283793,82.64336588780021,8.742666,187,100,-0.39859438,53.85661,1700
4.99886481921316,72.33931,99.4284339544491,0.01,18,739.1327777777777,3.0,90.48443740457074,0.14999999,8.867523,52.213650137138465,1330439,90.48443740457074,9.281232,187,100,-0.41547558,72.330154,1800
4.8972928092338925,42.24036,99.4284339544491,0.01,19,724.5484210526316,3.0,90.42228562121043,0.14999999,9.80551,54.224630952089626,1376642,90.42228562121043,10.004534,185,100,-0.42698556,42.240208,1900
2.0216447579370174,6.892218,99.4284339544491,0.01,20,710.8755,3.0,93.42881466122547,0.14999999,8.803143,56.18484013754643,1421751,93.42881466122547,10.426936,184,100,-0.4281186,6.795859,2000
2.228998866767624,7.7362905,99.4284339544491,0.01,21,696.1071428571429,3.0,93.45187703192799,0.14999999,10.098607,57.959460942040785,1461825,93.45187703192799,10.494895,180,100,-0.43960324,7.733573,2100
3.03708280012205,35.63094,99.4284339544491,0.01,22,684.3363636363637,3.0,92.40612906484094,0.14999999,8.6826,59.52521858398624,1505540,92.40612906484094,10.57223,180,100,-0.43755284,35.559452,2200
1.9653931892624854,30.31627,99.4284339544491,0.01,23,672.6443478260869,3.0,93.28130874932002,0.14999999,9.926174,60.992874678131194,1547082,93.28130874932002,10.927825,180,100,-0.4149937,30.265787,2300
3.1461023987643917,5.153702,99.4284339544491,0.01,24,662.07625,3.0,92.55016411077999,0.14999999,11.029789,62.3077617378249,1588983,92.55016411077999,11.230483,180,100,-0.4324818,4.85547,2400
