BatchSize,NumTrajectories,J,MountainCar_mu0_higher,MountainCar_std0_higher,MountainCar_mu1_higher,NatGrad2Norm,ReturnMax,MinEpLen,ReturnMean,ActionIn1,StepSize,MountainCar_std1_higher,AvgRet,VarJ,TimestepsSoFar,NatGradInftyNorm,AvgEpLen,Iteration
100,3200,-4.755170186834134e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.562633615710308e+22,945835400000.0,2.0,3.0,-4.755170186834134e+22,1.2488309064044482e+42,1852791,,578.9971875,32
100,3300,-4.4771828631278216e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.5903472292684144e+22,945835400000.0,2.0,3.0,-4.4771828631278216e+22,1.2252631293573599e+42,1903815,,576.9136363636363,33
100,3400,-4.480078974968608e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.6165158100243027e+22,945835400000.0,2.0,3.0,-4.480078974968608e+22,1.1222275787611089e+42,1959328,,576.2729411764706,34
100,3500,-4.535588517800339e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.642775030246476e+22,945835400000.0,2.0,3.0,-4.535588517800339e+22,1.2494971101189509e+42,2013956,,575.416,35
100,3600,-4.514253339757777e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.6669827610662337e+22,945835400000.0,2.0,3.0,-4.514253339757777e+22,1.1197178391896813e+42,2069438,,574.8438888888888,36
100,3700,-4.583879509061256e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.6917637542552883e+22,945835400000.0,2.0,3.0,-4.583879509061256e+22,1.1503862430234007e+42,2127599,,575.0267567567568,37
100,3800,-4.419627238712201e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.710918056477839e+22,945835400000.0,2.0,3.0,-4.419627238712201e+22,1.1810207731519648e+42,2178690,,573.3394736842105,38
100,3900,-4.440042047277769e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.7296135434214266e+22,945835400000.0,2.0,3.0,-4.440042047277769e+22,1.2669850360108992e+42,2229761,,571.7335897435897,39
100,4000,-4.590625199299739e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.7511388348183845e+22,945835400000.0,2.0,3.0,-4.590625199299739e+22,1.1569714469534927e+42,2287949,,571.98725,40
100,4100,-4.546536655715113e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.770538781669524e+22,945835400000.0,2.0,3.0,-4.546536655715113e+22,1.1590204052453235e+42,2346114,,572.2229268292683,41
100,4200,-4.400509498649736e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.785538084454768e+22,945835400000.0,2.0,3.0,-4.400509498649736e+22,1.1830040676854075e+42,2396274,,570.5414285714286,42
100,4300,-4.325913408322762e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.798104952451697e+22,945835400000.0,2.0,3.0,-4.325913408322762e+22,1.0346563306847065e+42,2444632,,568.5190697674418,43
100,4400,-4.527701077487289e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.814686682566143e+22,945835400000.0,2.0,3.0,-4.527701077487289e+22,1.115459082041773e+42,2501918,,568.6177272727273,44
100,4500,-4.478735949257346e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.829443332937058e+22,945835400000.0,2.0,3.0,-4.478735949257346e+22,1.1451598738319326e+42,2556535,,568.1188888888889,45
100,4600,-4.5226649257572575e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.844513367563585e+22,945835400000.0,2.0,3.0,-4.5226649257572575e+22,1.1096281424491349e+42,2612902,,568.0221739130435,46
100,4700,-4.591193664255269e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.860400182386811e+22,945835400000.0,2.0,3.0,-4.591193664255269e+22,1.0858362216606239e+42,2671919,,568.4934042553192,47
100,4800,-4.497656441692741e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.873676354455685e+22,945835400000.0,2.0,3.0,-4.497656441692741e+22,9.900774134053341e+41,2728230,,568.38125,48
100,4900,-4.479247019366605e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.886034939453867e+22,945835400000.0,2.0,3.0,-4.479247019366605e+22,1.1015941786092464e+42,2783741,,568.1104081632653,49
100,5000,-4.791973472045191e+22,-70281535000.0,0.14999999,1016116940000.0,,98.81783401060149,81,-3.9041537101056935e+22,945835400000.0,2.0,3.0,-4.791973472045191e+22,1.0791432504508819e+42,2851696,,570.3392,50
