VarJ,ActionIn1,BatchSize,MountainCar_mu1_higher,TimestepsSoFar,MountainCar_std0_higher,MountainCar_std1_higher,NatGrad2Norm,NumTrajectories,ReturnMax,ReturnMean,Iteration,AvgEpLen,MinEpLen,J,AvgRet,MountainCar_mu0_higher,NatGradInftyNorm,StepSize
1.5453715635858665,0.37999994,100,0.9164054,99230,0.14999999,3.0,4.240772,100,98.81783401060149,-6.707792509869946,1,992.3,329,-6.707792509869946,-6.707792509869946,0.40025148,4.0521913,0.01
2.6994468921411636,8.249155,100,0.9569273,197932,0.14999999,3.0,1.8981537,200,99.10208070674712,-5.913794258571277,2,989.66,329,-5.1197960072726065,-5.1197960072726065,0.38774592,1.4225067,0.01
1.5928887936641971,-8.34578,100,0.96949494,297237,0.14999999,3.0,1.733393,300,99.10208070674712,-6.189568240957057,3,990.79,329,-6.741116205728619,-6.741116205728619,0.37352085,1.3188406,0.01
0.2948505618157142,4.382104,100,0.9807435,397137,0.14999999,3.0,1.5522648,400,99.10208070674712,-6.1139500268896505,4,992.8425,329,-5.88709538468743,-5.88709538468743,0.36033246,1.3996643,0.01
3.4413986031940116,0.70971656,100,0.96674687,496313,0.14999999,3.0,13.613638,500,99.13578100331357,-5.489065813005347,5,992.626,329,-2.989528957468134,-2.989528957468134,0.35362077,13.534235,0.01
2.3023859153921102,-0.11513811,100,1.1020892,594726,0.14999999,3.0,18.29238,600,99.13578100331357,-5.108699078983022,6,991.21,246,-3.2068654088713906,-3.2068654088713906,0.33893877,18.280401,0.01
0.1784030800446701,4.1224394,100,1.2848932,694626,0.14999999,3.0,2.4868433,700,99.13578100331357,-5.159089799531891,7,992.3228571428572,246,-5.461434122825112,-5.461434122825112,0.33232024,2.4123085,0.01
2.318549133165678,2.4988546,100,1.2607701,793214,0.14999999,3.0,7.8723674,800,99.13578100331357,-4.864619178468231,8,991.5175,246,-2.8033248310226053,-2.8033248310226053,0.3262774,7.8520117,0.01
2.2576945601549663,-1.0459951,100,1.3392901,892117,0.14999999,3.0,10.573622,900,99.13578100331357,-4.620522157540355,9,991.2411111111111,246,-2.6677459901173473,-2.6677459901173473,0.32061985,10.544882,0.01
1.2250528905539577,0.789073,100,1.444739,991518,0.14999999,3.0,5.0395207,1000,99.13578100331357,-4.536872323430304,10,991.518,246,-3.784023816439836,-3.784023816439836,0.31282923,5.0087547,0.01
1.2896444886739167,-0.8256792,100,1.4948266,1090969,0.14999999,3.0,1.261172,1100,99.13578100331357,-4.500777089681501,11,991.79,246,-4.139824752193475,-4.139824752193475,0.30726913,0.9296235,0.01
3.4603849186345927,1.1708846,100,1.5041227,1189358,0.14999999,3.0,10.96433,1200,99.13578100331357,-4.2976518055327615,12,991.1316666666667,246,-2.0632736798966325,-2.0632736798966325,0.29874647,10.886595,0.01
3.2058355871546826,5.6405106,100,1.6129887,1288307,0.14999999,3.0,13.735074,1300,99.13578100331357,-4.038802507367979,13,991.0053846153846,246,-0.9326109293905945,-0.9326109293905945,0.2857135,13.701956,0.01
3.465469104373799,3.0550373,100,1.7500082,1387219,0.14999999,3.0,8.116367,1400,99.13578100331357,-3.8686326395093595,14,990.8707142857143,246,-1.6564243573473072,-1.6564243573473072,0.2761811,7.9482923,0.01
2.2624065413231045,6.1846957,100,1.8294911,1486176,0.14999999,3.0,6.2240534,1500,99.13578100331357,-3.7286064438390727,15,990.784,246,-1.7682397044550597,-1.7682397044550597,0.25974923,6.1762643,0.01
4.167579954425425,5.880494,100,1.8912538,1584700,0.14999999,3.0,14.5957155,1600,99.42394056063107,-3.463140684532638,16,990.4375,246,0.5188457050638982,0.5188457050638982,0.25205117,14.54918,0.01
