VarJ,BatchSize,MinEpLen,MountainCar_std1_higher,MountainCar_mu1_higher,AvgRet,TimestepsSoFar,Iteration,ReturnMean,AvgEpLen,ReturnMax,J,NatGradInftyNorm,NumTrajectories,NatGrad2Norm,StepSize,MountainCar_mu0_higher,ActionIn1,MountainCar_std0_higher
0.8163871495208899,100,81,3.0,40.68509,82.47806698902092,766902,27,54.0820470765195,284.03777777777776,99.34986323110442,82.47806698902092,19.229025,2700,19.252172,1.0,-0.017643183,39.75765,0.14999999
0.16173463264715898,100,81,3.0,21.456064,88.90284141332877,786894,28,55.32564687426269,281.0335714285714,99.34986323110442,88.90284141332877,13.280372,2800,13.321271,1.0,-0.96145344,20.113008,0.14999999
0.9363026246960551,100,81,3.0,34.736435,69.20217623328435,799915,29,55.804147886642745,275.8327586206897,99.34986323110442,69.20217623328435,2.7059906,2900,2.7816584,1.0,-2.0045238,31.729074,0.14999999
0.5526097482855457,100,81,3.0,32.030445,77.49486124822464,814020,30,56.52717166536214,271.34,99.34986323110442,77.49486124822464,27.147305,3000,27.148176,1.0,-1.3601339,33.010586,0.14999999
1.4808251396898686,100,81,3.0,59.17775,41.23551093873696,824735,31,56.033892287083916,266.0435483870968,99.34986323110442,41.23551093873696,12.42858,3100,12.444903,1.0,-1.5776529,57.348114,0.14999999
1.5701912753507157,100,81,3.0,46.74917,53.78731207855188,836036,32,55.96368665556729,261.26125,99.34986323110442,53.78731207855188,16.114594,3200,16.142582,1.0,-2.2148345,42.283833,0.14999999
0.47333023427707377,100,81,3.0,30.634575,80.1863618362281,851315,33,56.697707115587306,257.97424242424245,99.34986323110442,80.1863618362281,11.329864,3300,11.369337,1.0,-1.2646608,28.804827,0.14999999
0.632613510412896,100,81,3.0,19.30471,68.77362299045909,872028,34,57.05288111190707,256.4788235294118,99.34986323110442,68.77362299045909,16.337269,3400,16.439312,1.0,-2.2112377,20.997593,0.14999999
23.767494928823258,100,81,3.0,2.9674416,34.54796386741455,962180,35,56.40988347635013,274.9085714285714,99.34986323110442,34.54796386741455,95.08491,3500,95.08922,1.0,-0.3824036,-2.0475423,0.14999999
6.1681581980715885,100,81,3.0,98.05235,-45.45327557107585,972902,36,53.5803512805883,270.25055555555554,99.34986323110442,-45.45327557107585,8.597786,3600,8.655246,1.0,-1.2882224,98.24874,0.14999999
9.096922854228506,100,81,3.0,89.45457,5.84626555082856,982865,37,52.29024085545966,265.6391891891892,99.34986323110442,5.84626555082856,22.293545,3700,22.294748,1.0,-0.29255575,89.50149,0.14999999
4.54260546749695,100,80,3.0,67.161026,48.27607355964645,993678,38,52.18460487399089,261.4942105263158,99.34986323110442,48.27607355964645,1.1274216,3800,1.266215,1.0,-0.060904026,62.601574,0.14999999
2.000660154854959,100,80,3.0,68.288445,60.506887305382435,1003276,39,52.397996731206064,257.2502564102564,99.34986323110442,60.506887305382435,47.186752,3900,47.201267,1.0,0.5154818,66.516075,0.14999999
0.12954211140149283,100,80,3.0,21.101692,90.69807264828835,1024951,40,53.355498629133116,256.23775,99.34986323110442,90.69807264828835,9.283565,4000,9.43639,1.0,-0.6548848,17.698692,0.14999999
1.1807230722642665,100,80,3.0,11.818128,57.047470155272556,1056710,41,53.44554671513652,257.73414634146343,99.34986323110442,57.047470155272556,6.154314,4100,6.1562033,1.0,-2.346298,10.51032,0.14999999
0.9391378337235049,100,80,3.0,17.972443,60.72245699001266,1079584,42,53.618806483585956,257.0438095238095,99.34986323110442,60.72245699001266,21.910023,4200,21.975702,1.0,-2.4988046,16.328009,0.14999999
0.1944444034292051,100,80,3.0,-3.93758,-12.636682532402087,1179484,43,52.07798115763274,274.2986046511628,99.34986323110442,-12.636682532402087,3.4893584,4300,3.5090919,1.0,-0.801044,-3.9735968,0.14999999
0.1146370294692748,100,80,3.0,-7.4269385,-4.939869992338756,1279384,44,50.7821209042243,290.7690909090909,99.34986323110442,-4.939869992338756,4.593413,4400,4.634938,1.0,-0.42942035,-6.5587387,0.14999999
0.036121289787455345,100,80,3.0,-2.8335257,-1.8423528236100066,1379284,45,49.61268815471687,306.50755555555554,99.34986323110442,-1.8423528236100066,0.4680882,4500,0.52350456,1.0,0.18961686,-6.7888656,0.14999999
0.011701161649592229,100,80,3.0,-3.3016138,-0.6730526033519862,1479184,46,48.51951987736755,321.5617391304348,99.34986323110442,-0.6730526033519862,0.46469644,4600,0.46470484,1.0,-0.04479824,-0.96599144,0.14999999
0.9915192908981123,100,80,3.0,-2.8369174,0.37405129974637946,1578792,47,47.49514820550327,335.9131914893617,99.34986323110442,0.37405129974637946,6.949699,4700,6.9502664,1.0,-0.042004503,-8.687495,0.14999999
21.6412136780017,100,80,3.0,4.1127815,30.565167380258195,1666284,48,47.142440271644,347.1425,99.37728967948205,30.565167380258195,81.9516,4800,81.96401,1.0,-0.13083404,-2.446203,0.14999999
1.8693112727357184,100,80,3.0,86.06438,-18.90429431396437,1677013,49,45.79454772908056,342.24755102040814,99.37728967948205,-18.90429431396437,25.59062,4900,25.59065,1.0,-1.557378,80.4834,0.14999999
1.3003489990193873,100,80,3.0,60.473755,37.682798753044096,1687690,50,45.63231274955983,337.538,99.37728967948205,37.682798753044096,23.675814,5000,23.675821,1.0,-1.5962489,60.208633,0.14999999
