NatGrad2Norm,MountainCar_mu0_higher,ReturnMean,J,VarJ,NumTrajectories,AvgRet,Iteration,MinEpLen,AvgEpLen,StepSize,MountainCar_std0_higher,MountainCar_std1_higher,MountainCar_mu1_higher,ReturnMax,BatchSize,TimestepsSoFar,ActionIn1,NatGradInftyNorm
17.953472,1.8308651,-20.234638575973094,40.43098010559103,2.1842217734466374,1400,40.43098010559103,14,79,298.85285714285715,1.0,0.14999999,3.0,75.24371,97.11067514909502,100,418394,81.23066,17.95066
25.241037,2.1485574,-17.787399830282148,16.473942609391084,4.405546859775816,1500,16.473942609391084,15,79,285.44466666666665,1.0,0.14999999,3.0,93.194374,97.11067514909502,100,428167,95.147285,25.2401
10.764801,1.931116,-13.835666209674441,45.44033809944118,3.4789163873925126,1600,45.44033809944118,16,79,274.21875,1.0,0.14999999,3.0,67.95427,97.11067514909502,100,438750,67.5731,10.755693
14.526983,1.4883993,-9.148393632175228,65.84796760781212,0.8265819510434558,1700,65.84796760781212,17,79,263.8558823529412,1.0,0.14999999,3.0,57.198578,97.11067514909502,100,448555,60.337803,14.405197
32.508778,-0.38871145,-6.664072789741504,35.56938153163185,4.579583528082521,1800,35.56938153163185,18,79,255.18833333333333,1.0,0.14999999,3.0,71.603775,97.11067514909502,100,459339,72.3118,32.486397
3.8502474,0.81734097,-1.8778419965962416,84.27431228001849,0.25954288735117625,1900,84.27431228001849,19,79,247.2784210526316,1.0,0.14999999,3.0,39.11738,97.11067514909502,100,469829,35.36769,3.8137043
35.310448,0.2881292,2.604322655435217,87.76545104403286,0.3370953380761852,2000,87.76545104403286,20,79,241.883,1.0,0.14999999,3.0,35.303673,97.11067514909502,100,483766,34.73719,35.302467
29.562658,1.0387455,-0.39794194670942706,-60.44323398960222,6.934027131473605,2100,-60.44323398960222,21,79,277.93619047619046,1.0,0.14999999,3.0,0.0012054443,97.11067514909502,100,583666,-1.3189995,29.194088
49.966587,-3.6148486,-6.1647530483319715,-127.2677861824055,1.1400086894203554,2200,-127.2677861824055,22,79,310.71181818181816,1.0,0.14999999,3.0,-29.192883,97.11067514909502,100,683566,-35.884052,49.9646
1.860996,-3.1691396,-4.375916408505643,34.97848966767373,3.2441029408850723,2300,34.97848966767373,23,79,307.60782608695655,1.0,0.14999999,3.0,20.771717,97.11067514909502,100,707498,16.202421,1.4989454
7.8180904,-1.6701943,-0.8218870414919911,80.92078839982194,0.30595602962450047,2400,80.92078839982194,24,79,302.9891666666667,1.0,0.14999999,3.0,19.668781,97.11067514909502,100,727174,21.127968,7.6464944
19.978966,-0.041187763,2.8665040095541654,91.38788923466187,0.16072139206821226,2500,91.38788923466187,25,79,297.8936,1.0,0.14999999,3.0,27.315275,97.11067514909502,100,744734,26.695911,19.978794
107.08402,0.04152471,5.375730976269828,68.10640514416149,21.406582280079895,2600,68.10640514416149,26,79,311.40076923076924,1.0,0.14999999,3.0,7.336481,99.41780916923369,100,809642,3.0354292,107.04672
38.888947,-2.784732,0.651457156152583,-122.17966216689587,3.930383236377815,2700,-122.17966216689587,27,79,303.77814814814815,1.0,0.14999999,3.0,114.3832,99.41780916923369,100,820201,115.03077,38.718548
1.8408124,0.8517835,2.4651107592701074,51.433758043443184,1.2389666451231003,2800,51.433758043443184,28,79,296.06964285714287,1.0,0.14999999,3.0,75.66466,99.41780916923369,100,828995,72.49697,1.4579902
5.4049025,1.9755518,3.8148868632078843,41.608617773465724,3.0940016714319203,2900,41.608617773465724,29,79,289.4093103448276,1.0,0.14999999,3.0,74.206665,99.41780916923369,100,839287,76.878944,5.275788
27.106653,0.80122924,5.697235477990017,60.28534530667177,1.0133604227187236,3000,60.28534530667177,30,79,282.71933333333334,1.0,0.14999999,3.0,68.93088,99.41780916923369,100,848158,73.099495,27.10651
2.2883847,0.71268946,8.201663598403591,83.33450721081095,0.5126570604515978,3100,83.33450721081095,31,79,277.0825806451613,1.0,0.14999999,3.0,41.824368,99.41780916923369,100,858956,42.113403,1.7182653
453.19916,2.2240694,2.4685784492564924,-175.25706117430352,507.8511061420663,3200,-175.25706117430352,32,79,286.1003125,1.0,0.14999999,3.0,43.542633,99.41780916923369,100,915521,45.05247,452.63803
194.5967,-20.320879,-152.23408389365846,-5102.719278866937,940.0377188891949,3300,-5102.719278866937,33,79,284.10212121212123,1.0,0.14999999,3.0,496.18066,99.41780916923369,100,937537,478.1614,193.34541
194.45764,1.7113743,-167.55094519367398,-673.0073680941871,277.3967592045034,3400,-673.0073680941871,34,79,278.21176470588233,1.0,0.14999999,3.0,302.83527,99.41780916923369,100,945920,301.71365,194.45753
239.37906,1.5157639,-217.9675738670838,-1932.132948763016,1649.134471923572,3500,-1932.132948763016,35,79,272.6117142857143,1.0,0.14999999,3.0,497.2928,99.41780916923369,100,954141,502.86554,236.96555
1738.4703,-32.39098,-436.658805165459,-8090.85190060859,114560.46352978767,3600,-8090.85190060859,36,79,283.0730555555556,1.0,0.14999999,3.0,260.32724,99.41780916923369,100,1019063,231.7703,1738.2245
30972.36,-3.1543427,-2057.938565698726,-60424.009944896345,264963.3135614645,3700,-60424.009944896345,37,79,278.30918918918917,1.0,0.14999999,3.0,1998.5518,99.41780916923369,100,1029744,1997.2074,30967.895
1535317.1,-529.0027,-91378.03012203814,-3396221.417706596,921693011.8161249,3800,-3396221.417706596,38,79,297.27473684210526,1.0,0.14999999,3.0,-28969.344,99.41780916923369,100,1129644,-29495.258,1534765.0
3020082400.0,-41702.77,-1017861079.883473,-39693109750.310814,1.9202375922466256e+17,3900,-39693109750.310814,39,79,293.36641025641023,1.0,0.14999999,3.0,1505795.6,99.41780916923369,100,1144129,1464093.5,2997017300.0
,-372580400.0,-3.7194323163613496e+16,-1.4877728868479575e+18,3.385940684775064e+31,4000,-1.4877728868479575e+18,40,79,311.00725,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1244029,-3368092000.0,
,-372580400.0,-7.263196871515182e+16,-1.4901377907766843e+18,3.147894561936209e+31,4100,-1.4901377907766843e+18,41,79,327.7875609756098,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1343929,-3368092000.0,
,-372580400.0,-1.0651570845527064e+17,-1.4957490378001428e+18,3.2150303849705023e+31,4200,-1.4957490378001428e+18,42,79,343.7688095238095,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1443829,-3368092000.0,
,-372580400.0,-1.3861937238351078e+17,-1.4869732573695956e+18,3.7556146940519893e+31,4300,-1.4869732573695956e+18,43,79,359.0067441860465,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1543729,-3368092000.0,
,-372580400.0,-1.6908467871864915e+17,-1.4790928511296e+18,3.473523277446833e+31,4400,-1.4790928511296e+18,44,79,373.55204545454546,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1643629,-3368092000.0,
,-372580400.0,-1.982767737821521e+17,-1.482728956576281e+18,3.9125173957215408e+31,4500,-1.482728956576281e+18,45,79,387.45088888888887,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1743529,-3368092000.0,
,-372580400.0,-2.2612343547750394e+17,-1.4792232117683382e+18,4.0254039309824234e+31,4600,-1.4792232117683382e+18,46,79,400.7454347826087,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1843429,-3368092000.0,
,-372580400.0,-2.5305847765577136e+17,-1.4920704178560735e+18,3.3747345838413293e+31,4700,-1.4920704178560735e+18,47,79,413.47425531914894,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,1943329,-3368092000.0,
,-372580400.0,-2.7869857309311603e+17,-1.483783058648313e+18,3.5500835917358236e+31,4800,-1.483783058648313e+18,48,79,425.67270833333333,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,2043229,-3368092000.0,
,-372580400.0,-3.031979321104547e+17,-1.4791671649427116e+18,3.4790135584138254e+31,4900,-1.4791671649427116e+18,49,79,437.37326530612245,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,2143129,-3368092000.0,
,-372580400.0,-3.266783507501666e+17,-1.4772188640960466e+18,3.9074228244266767e+31,5000,-1.4772188640960466e+18,50,79,448.6058,1.0,0.14999999,3.0,-2995511600.0,99.41780916923369,100,2243029,-3368092000.0,
