Regret,ReturnMean,Regret/t,Iteration,LQGmu1_higher,LQGsigma_higher,LQGmu1_actor,TimeElapsed,ReturnLastEpisode
0.20107552531924,0.9884439353264804,0.20107552531924,1,-1.0,0.01831564,-1.003298,0.059880733489990234,17.19892447468076
0.3556885269589145,0.9897790653172726,0.17784426347945725,2,-0.9591837,0.01831564,-0.94610703,0.08286619186401367,17.245386998360324
0.47457080941333984,0.9909086051836525,0.15819026980444661,3,-0.9183673,0.01831564,-0.91467375,0.10063481330871582,17.281117717545573
0.5788743238307035,0.9916828401748462,0.14471858095767587,4,-0.877551,0.01831564,-0.89301914,0.11823844909667969,17.295696485582635
0.6634498535156155,0.992374139614763,0.1326899707031231,5,-0.8367347,0.01831564,-0.844019,0.13779020309448242,17.315424470315087
0.7024169645150451,0.9932718681559861,0.11706949408584084,6,-0.79591835,0.01831564,-0.7885094,0.1549379825592041,17.36103288900057
0.728907467217045,0.9940155380359847,0.10412963817386357,7,-0.75510204,0.01831564,-0.7687423,0.1742711067199707,17.373509497298
0.7594813851717674,0.9945439555662947,0.09493517314647093,8,-0.71428573,0.01831564,-0.72272193,0.19470429420471191,17.369426082045276
0.8000657737573142,0.9948910231560836,0.08889619708414603,9,-0.67346936,0.01831564,-0.67823505,0.2131199836730957,17.35941561141445
0.7814325622188427,0.9955090082631101,0.07814325622188427,10,-0.63265306,0.01831564,-0.6068506,0.22991514205932617,17.41863321153847
0.7906585626145528,0.9958690775203002,0.07187805114677753,11,-0.59183675,0.01831564,-0.6047526,0.24451828002929688,17.39077399960429
0.78994742452862,0.9962167268940201,0.06582895204405166,12,-0.5510204,0.01831564,-0.5545399,0.26311230659484863,17.40071113808593
0.7999000181551601,0.9964637488145219,0.06153077062732001,13,-0.5102041,0.01831564,-0.513674,0.2837381362915039,17.39004740637346
0.8116448679567263,0.9966681245157771,0.05797463342548045,14,-0.46938777,0.01831564,-0.48769522,0.30486011505126953,17.388255150198432
0.914908227155582,0.996494604493657,0.06099388181037213,15,-0.42857143,0.01831564,-0.42837098,0.32895684242248535,17.296736640801143
1.0769282947432792,0.9961317230792269,0.06730801842145495,16,-0.3877551,0.01831564,-0.3747375,0.3659548759460449,17.2379799324123
1.1969168762032432,0.9959536278694957,0.07040687507077902,17,-0.3469388,0.01831564,-0.35702476,0.39427971839904785,17.280011418540035
1.3743464825931504,0.995611920553662,0.07635258236628613,18,-0.30612245,0.01831564,-0.3100472,0.41968441009521484,17.22257039361009
