LQGmu1_actor,LQGmu1_higher,ReturnStepMax,Bound,Regret,ReturnMin,TimeElapsed,ReturnMax,Iteration,IWLastEpisode,Regret/t,DenMISELogLast,ReturnMean,IWMax,IWMean,LQGsigma_higher,ReturnAbsMax,TimestepsSoFar,DenMISEMeanLog,IWFirstEpisode,delta,DenMISELogFirst,IWMin,ReturnLastEpisode
1.0413674,1.0,9.902102,20412373000000.0,8.334479,,0.09451842308044434,9.015521,1,3.5180392e-08,8.334479,0.09866119,9.015521,3.5180392e-08,3.5180392e-08,0.14999999,9.015521,20,0.09866119,3.5180392e-08,0.0006079271,0.09866119,,9.015521
-1.1771154,-1.0,9.902102,3067318300.0,25.684479,,0.9605505466461182,9.015521,2,,12.842239,0.24700627,4.5077605,1.0659331e-11,5.3296655e-12,0.14999999,9.015521,40,-0.17373984,1.0659331e-11,0.00015198177,-0.59448594,,
0.45539093,0.45454547,18.990433,54071.453,25.833939,,1.3186278343200684,17.200542,3,1.2186423e-25,8.611312,-0.81753933,8.738688,0.43520707,0.1455623,0.14999999,17.200542,60,-0.65864974,0.43520707,6.754746e-05,-0.99995106,,17.200542
-0.78139174,-0.5555556,18.990433,6033.84,35.967415,,1.6757574081420898,17.200542,4,5.464848e-10,8.991854,-0.40570456,8.358147,0.0015006502,0.00052967283,0.14999999,17.200542,80,-0.77718544,0.0006180408,3.7995444e-05,-1.1521682,,7.2165217
0.20983322,0.17171717,19.160831,402.77243,35.946426,,2.0281693935394287,17.370989,5,1.280093e-08,7.1892853,-1.0351068,10.160715,9.352547,2.0373614,0.14999999,17.370989,100,-1.0071787,9.352547,2.4317082e-05,-1.3751572,,17.370989
0.7257843,0.7171717,19.160831,368.30563,44.59266,,2.3669240474700928,17.370989,6,0.014568581,7.432109,-0.51276165,9.9178915,1.118704,0.28947997,0.14999999,17.370989,120,-0.87524396,0.00090072805,1.6886865e-05,-0.5029893,,8.703775
-0.80140007,-0.7777778,19.160831,243.18564,57.633995,,2.7572743892669678,17.370989,7,7.6994834e-22,8.233428,-0.6438521,9.116572,10.480018,1.5551602,0.14999999,17.370989,140,-0.9358512,1.958899e-07,1.2406674e-05,-0.6569899,,4.30866
-0.19373314,-0.33333334,19.160831,230.86371,57.643303,,3.377204656600952,17.370989,8,0.036921732,7.205413,-0.591452,10.1445875,0.092198625,0.024115954,0.14999999,17.370989,160,-0.88819844,0.092198625,9.498861e-06,-0.7905212,,17.340687
0.48410606,0.3131313,19.160831,125.75406,58.340523,,3.8903629779815674,17.370989,9,0.01891355,6.48228,-0.76308846,10.867721,5.237331,1.3214765,0.14999999,17.370989,180,-0.97632504,2.352664,7.505273e-06,-0.89684534,,16.65279
-1.2933096,-1.0,19.160831,120.539734,68.71962,,4.4441869258880615,17.370989,10,2.8826689e-21,6.8719625,-0.6722711,10.478038,9.448115,1.3995991,0.14999999,17.370989,200,-0.9319998,1.2704128e-11,6.0792704e-06,-0.76997805,,6.9708986
-0.117998645,0.030303031,19.160831,121.171364,68.87952,,5.050657272338867,17.370989,11,4.556172e-16,6.261774,-2.6291687,11.088226,5.6903415,0.9667395,0.14999999,17.370989,220,-1.0752385,5.6903415,5.0241906e-06,-0.8652882,,17.190102
0.7811746,0.85858583,19.160831,120.04186,70.00781,,5.647390604019165,17.370989,12,3.4884768e-09,5.8339834,-0.74173915,11.516017,5.7706814,0.96614337,0.14999999,17.370989,240,-1.0584725,1.2250531e-05,4.221716e-06,-0.5353647,,16.221708
-0.31712312,-0.23232323,19.160831,114.59755,83.80913,,6.376749753952026,17.370989,13,7.102968e-10,6.4468565,-0.78265935,10.903144,6.588919,0.89383805,0.14999999,17.370989,260,-1.0496488,0.42954755,3.5972016e-06,-0.6154064,,3.5486865
0.4786195,0.57575756,19.160831,115.21015,84.06976,,6.930394411087036,17.370989,14,1.10497346e-07,6.004983,-0.71989787,11.345017,5.883788,1.2637922,0.14999999,17.370989,280,-1.041547,0.032808177,3.1016684e-06,-0.6570064,,17.089367
-0.7341518,-0.7171717,19.160831,113.66759,94.40076,,7.451167106628418,17.370989,15,8.4801185e-14,6.2933846,-0.69928056,11.056616,6.7553673,0.8821145,0.14999999,17.370989,300,-1.0101336,2.0470075e-06,2.7018984e-06,-0.72365856,,7.01899
-0.21748263,-0.45454547,19.162615,102.9171,94.37723,,8.124340534210205,17.37353,16,0.9735711,5.8985767,-0.73236084,11.451424,4.0587287,0.47455746,0.14999999,17.37353,320,-1.0071893,0.006464732,2.3747152e-06,-0.7881969,,17.37353
-1.3555158,-1.0,19.162615,97.371544,94.759125,,8.775871992111206,17.37353,17,6.675722e-06,5.574066,-0.7121955,11.775934,8.404632,1.2959214,0.14999999,17.37353,340,-1.0209395,1.3740761e-11,2.103554e-06,-0.8484176,,16.968111
-0.26443955,-0.15151516,19.162615,94.892944,94.91879,,9.406118392944336,17.37353,18,1.0138795e-12,5.273266,-3.6183155,12.076735,5.895379,1.2060038,0.14999999,17.37353,360,-1.1582322,1.6319419,1.8763183e-06,-0.905576,,17.190344
