LQGmu1_actor,LQGmu1_higher,ReturnStepMax,Bound,Regret,ReturnMin,TimeElapsed,ReturnMax,Iteration,IWLastEpisode,Regret/t,DenMISELogLast,ReturnMean,IWMax,IWMean,LQGsigma_higher,ReturnAbsMax,TimestepsSoFar,DenMISEMeanLog,IWFirstEpisode,delta,DenMISELogFirst,IWMin,ReturnLastEpisode
0.785484,1.0,18.975197,38928443000000.0,0.15649796,,0.026637554168701172,17.193502,1,7.033218e-17,0.15649796,-0.009036538,17.193502,7.033218e-17,7.033218e-17,0.14999999,17.193502,20,-0.009036538,7.033218e-17,0.0006079271,-0.009036538,,17.193502
-1.1673982,-1.0,18.975197,5849683500.0,14.019281,,1.0853054523468018,17.193502,2,9.511249e-31,7.0096407,-0.7375682,10.34036,0.00013970527,6.9852635e-05,0.14999999,17.193502,40,-0.71987593,0.00013970527,0.00015198177,-0.7021837,,3.4872174
0.44414005,0.45454547,18.982178,54048.863,14.175907,,1.7703979015350342,17.193502,3,2.2839784e-25,4.7253017,-0.7431456,12.624699,0.73156416,0.2438607,0.14999999,17.193502,60,-0.99791926,1.7912107e-05,6.754746e-05,-1.107579,,17.193375
-0.49393725,-0.5555556,18.982178,6043.5547,24.21724,,2.366380214691162,17.193502,4,9.055909e-10,6.05431,-0.40808544,11.295691,2.8346033,0.7091054,0.14999999,17.193502,80,-1.011667,2.8346033,3.7995444e-05,-1.3952551,,7.3086658
0.17024925,0.17171717,19.11873,385.43552,24.233715,,2.994015693664551,17.333525,5,0.0002773275,4.8467436,-0.67808187,12.503257,0.96098655,0.20166919,0.14999999,17.333525,100,-1.0162332,0.044495717,2.4317082e-05,-1.0826945,,17.333525
0.7182847,0.7373737,19.11873,374.46167,32.742966,,3.785320520401001,17.333525,6,0.0034636809,5.45716,-0.50373334,11.89284,12.732962,2.2468429,0.14999999,17.333525,120,-1.0518794,2.3318172e-10,1.6886865e-05,-1.2561563,,8.840756
-0.39065,-0.33333334,19.11873,264.19522,45.6857,,4.641113519668579,17.333525,7,1.0786219e-10,6.5265284,-0.6472269,10.823472,10.774444,2.1325393,0.14999999,17.333525,140,-0.9467597,10.774444,1.2406674e-05,-1.410307,,4.407263
-0.9484555,-0.7777778,19.11873,221.64018,45.735825,,5.534136056900024,17.333525,8,0.17557976,5.716978,-0.61255527,11.633022,0.87957585,0.20056391,0.14999999,17.333525,160,-0.8469929,0.03852773,9.498861e-06,-0.6119869,,17.299875
-0.4019787,-0.41414142,19.11873,123.496826,45.840515,,6.445621728897095,17.333525,9,0.010550034,5.0933895,-0.81444955,12.256611,5.3363743,1.5908399,0.14999999,17.333525,180,-0.92665917,4.3305597,7.505273e-06,-0.7249655,,17.245308
0.52601874,0.3131313,19.11873,123.63919,45.908035,,7.1488165855407715,17.333525,10,4.3537984e-05,4.590804,-0.34399548,12.759196,5.0955343,0.99793816,0.14999999,17.333525,200,-0.8356676,0.0007213075,6.0792704e-06,-0.43749148,,17.282473
-0.89643735,-1.0,19.11873,124.07521,56.672607,,7.808249473571777,17.333525,11,2.1734463e-22,5.152055,-0.8908913,12.197946,10.335008,1.5693672,0.14999999,17.333525,220,-0.85305494,0.00011792872,5.0241906e-06,-0.53272957,,6.5854344
