LQGmu1_actor,LQGmu1_higher,ReturnStepMax,Bound,Regret,ReturnMin,TimeElapsed,ReturnMax,Iteration,IWLastEpisode,Regret/t,DenMISELogLast,ReturnMean,IWMax,IWMean,LQGsigma_higher,ReturnAbsMax,TimestepsSoFar,DenMISEMeanLog,IWFirstEpisode,delta,DenMISELogFirst,IWMin,ReturnLastEpisode
1.0229574,1.0,15.868348,32428840000000.0,3.027174,,0.08025193214416504,14.322826,1,1.4583897e-11,3.027174,0.9432691,14.322826,1.4583897e-11,1.4583897e-11,0.14999999,14.322826,20,0.9432691,1.4583897e-11,0.0006079271,0.9432691,,14.322826
-0.78560925,-1.0,15.868348,4873003500.0,20.377174,,0.8131656646728516,14.322826,2,,10.188587,0.2733222,7.161413,6.2398056e-09,3.1199028e-09,0.14999999,14.322826,40,0.26172203,6.2398056e-09,0.00015198177,0.2501219,,
0.5822048,0.45454547,19.135582,54530.297,20.380264,,1.3229997158050537,17.346912,3,1.1956711e-14,6.793421,-1.1417589,10.55658,0.008580348,0.0036308914,0.14999999,17.346912,60,-0.476415,0.008580348,6.754746e-05,-0.1553432,,17.346912
-0.40437984,-0.5555556,19.135582,6100.101,31.711746,,2.0511507987976074,17.346912,4,1.7923372e-12,7.9279366,-0.7409596,9.422064,3.4264283,0.8610468,0.14999999,17.346912,80,-0.7574061,0.017758729,3.7995444e-05,-0.44016925,,6.0185175
0.037710264,0.17171717,19.135582,388.8334,31.741806,,2.644026756286621,17.346912,5,0.004292855,6.348362,-0.9462997,11.001638,1.5529313,0.34443328,0.14999999,17.346912,100,-0.8490635,1.5529313,2.4317082e-05,-0.6588829,,17.319937
0.83935547,0.7171717,19.135582,371.8511,39.992615,,3.217406749725342,17.346912,6,0.00015586423,6.665435,-0.5145819,10.684566,5.4051313,1.027454,0.14999999,17.346912,120,-0.89461976,6.887678e-06,1.6886865e-05,-0.5707299,,9.099195
-0.46751153,-0.33333334,19.135582,251.57855,54.65235,,3.828734874725342,17.346912,7,2.837821e-13,7.807479,-0.69123036,9.542521,8.567075,1.4242975,0.14999999,17.346912,140,-0.8889061,1.0483586,1.2406674e-05,-0.72487944,,2.6902647
-0.82819915,-0.7777778,19.135582,245.63354,54.67758,,4.456514596939087,17.346912,8,0.6024017,6.8346977,-0.6542138,10.515303,11.762384,1.5733864,0.14999999,17.346912,160,-0.85281533,5.8858317e-05,9.498861e-06,-0.7188528,,17.32477
-0.055274673,0.030303031,19.135582,125.58009,54.692375,,4.888689994812012,17.346912,9,4.179128e-07,6.07693,-0.7121818,11.27307,6.4416494,1.2962707,0.14999999,17.346912,180,-0.83029115,5.114779,7.505273e-06,-0.8366285,,17.335207
-0.3640984,-0.45454547,19.135582,118.88347,58.07759,,5.229505777359009,17.346912,10,0.12522323,5.8077593,-0.48676538,11.542241,5.9108667,1.259925,0.14999999,17.346912,200,-0.79056096,0.1376962,6.0792704e-06,-0.4919912,,13.964773
0.86631995,0.85858583,19.135582,119.527855,58.164917,,5.550366401672363,17.346912,11,1.6275787e-14,5.2877197,-0.4939856,12.062281,8.274502,1.3745437,0.14999999,17.346912,220,-0.75791854,3.3418917e-08,5.0241906e-06,-0.5736257,,17.262693
0.26805404,0.3131313,19.135582,117.56018,73.24341,,5.869287729263306,17.346912,12,0.005798566,6.1036167,-0.67206895,11.246384,1.5084108,0.24465358,0.14999999,17.346912,240,-0.7402385,0.2319707,4.221716e-06,-0.6606371,,2.2715175
-0.76592135,-0.83838385,19.135582,118.11156,82.14293,,6.196876525878906,17.346912,13,7.7266795e-12,6.3186874,-0.64003175,11.031313,7.6070566,1.1436108,0.14999999,17.346912,260,-0.7884068,7.875531e-06,3.5972016e-06,-0.72153336,,8.450457
-0.18117526,-0.21212122,19.164679,113.24093,82.11801,,6.5243024826049805,17.374918,14,0.0057113143,5.865572,-0.6719479,11.484428,3.5326023,1.0831753,0.14999999,17.374918,280,-0.78366125,3.5326023,3.1016684e-06,-0.7956407,,17.374918
0.5413249,0.57575756,19.164679,112.45703,82.77377,,6.8887059688568115,17.374918,15,1.4237181e-05,5.5182524,-0.5943288,11.831748,8.362621,0.77122474,0.14999999,17.374918,300,-0.76970327,0.0006270971,2.7018984e-06,-0.63962877,,16.694227
-0.64925385,-0.65656567,19.164679,104.95508,93.6871,,7.250162839889526,17.374918,16,8.084366e-14,5.855444,-0.7631549,11.494556,4.56083,1.0140377,0.14999999,17.374918,320,-0.78920096,0.0019957386,2.3747152e-06,-0.7041255,,6.436692
-0.8341556,-1.0,19.174316,98.301315,93.651764,,7.57563591003418,17.385342,17,0.30799833,5.5089273,-0.57799953,11.841073,2.7377524,0.37148714,0.14999999,17.385342,340,-0.77966917,1.7213546e-08,2.103554e-06,-0.7646254,,17.385342
-0.15349738,-0.030303031,19.174316,93.32786,93.672134,,7.899888277053833,17.385342,18,2.7965402e-06,5.204007,-0.5942239,12.145993,5.980889,1.2679433,0.14999999,17.385342,360,-0.8038562,5.929172,1.8763183e-06,-0.8217838,,17.329641
1.2261425,1.0,19.174316,93.59863,94.50325,,8.22288465499878,17.385342,19,7.1955457e-13,4.973856,-0.62959313,12.376144,11.213448,1.0974826,0.14999999,17.385342,380,-0.78708047,6.7647554e-11,1.6840087e-06,-0.5911245,,16.518856
-0.47007716,-0.33333334,19.174316,93.70865,111.85326,,8.55027461051941,17.385342,20,9.733759e-23,5.592663,-2.3816316,11.757338,5.8238535,1.1854151,0.14999999,17.385342,400,-0.8696526,0.9653775,1.5198176e-06,-0.6424177,,
-0.75610733,-0.6969697,19.174316,91.28165,111.83664,,8.874287843704224,17.385342,21,1.6337249,5.325554,-0.6566861,12.0244465,5.30957,1.2817053,0.14999999,17.385342,420,-0.8544982,0.0006212994,1.3785193e-06,-0.6440678,,17.366623
-0.023769498,0.25252524,19.174316,86.27503,111.81604,,9.203560590744019,17.385342,22,7.124705e-10,5.082547,-0.56708527,12.267453,7.694633,0.5986081,0.14999999,17.385342,440,-0.8325272,0.60242003,1.2560477e-06,-0.69055825,,17.37062
-0.580229,-0.4949495,19.174316,84.90904,117.20261,,9.533343315124512,17.385342,23,0.039213292,5.095765,-0.71664804,12.254235,5.1406074,1.1253206,0.14999999,17.385342,460,-0.84645396,0.08120125,1.1492007e-06,-0.7079955,,11.963447
0.785012,0.67676765,19.174316,85.14777,117.181,,9.864618301391602,17.385342,24,2.4966919e-15,4.8825407,-0.5100239,12.46746,6.78122,0.86436194,0.14999999,17.385342,480,-0.82969314,3.200862e-05,1.055429e-06,-0.7470308,,17.371592
0.11032528,-0.15151516,19.174316,84.13408,131.03699,,10.237269878387451,17.385342,25,2.2855627e-08,5.24148,-0.9184852,12.1085205,5.686845,1.2727327,0.14999999,17.385342,500,-0.8410519,4.86174,9.726833e-07,-0.78785145,,3.4939666
-0.9118395,-0.83838385,19.174316,83.776924,139.39316,,10.594356298446655,17.385342,26,1.25392665e-08,5.3612757,-0.8285109,11.988725,5.8072224,1.14852,0.14999999,17.385342,520,-0.8331098,7.327226e-06,8.993004e-07,-0.64936996,,8.9938345
0.18344516,0.09090909,19.174316,79.23988,139.47302,,10.922794103622437,17.385342,27,1.1089015e-09,5.1656675,-0.7464766,12.184333,6.271749,1.0483991,0.14999999,17.385342,540,-0.8271661,3.1796527,8.3391916e-07,-0.68710995,,17.270159
0.26216325,0.45454547,19.174316,79.5579,148.02475,,11.254875183105469,17.385342,28,1.1186448,5.286598,-0.7671673,12.063402,6.4935064,0.6242348,0.14999999,17.385342,560,-0.82532734,0.013548527,7.754171e-07,-0.61214656,,8.798263
-1.2001703,-1.0,19.174316,78.19828,156.89587,,11.588318347930908,17.385342,29,2.5205968e-15,5.410202,-0.80878615,11.939798,5.0702987,0.5445253,0.14999999,17.385342,580,-0.83867526,1.5299564e-08,7.2286224e-07,-0.6467541,,8.478894
