LQGmu1_actor,LQGmu1_higher,ReturnStepMax,Bound,Regret,ReturnMin,TimeElapsed,ReturnMax,Iteration,IWLastEpisode,Regret/t,DenMISELogLast,ReturnMean,IWMax,IWMean,LQGsigma_higher,ReturnAbsMax,TimestepsSoFar,DenMISEMeanLog,IWFirstEpisode,delta,DenMISELogFirst,IWMin,ReturnLastEpisode
1.1489068,1.0,10.190783,21024425000000.0,8.064155,,0.07560157775878906,9.285846,1,3.7140502e-10,8.064155,0.72917217,9.285846,3.7140502e-10,3.7140502e-10,0.14999999,9.285846,20,0.72917217,3.7140502e-10,0.0006079271,0.72917217,,9.285846
-0.81920063,-1.0,10.190783,3159289900.0,25.414154,,1.1080029010772705,9.285846,2,,12.707077,-0.20770451,4.642923,4.4139437e-10,2.2069718e-10,0.14999999,9.285846,40,-0.085839756,4.4139437e-10,0.00015198177,0.036025006,,
0.44210437,0.45454547,19.13152,54515.332,25.422039,,1.735870361328125,17.34212,3,1.3631462e-15,8.474012,-0.846819,8.875988,0.043883625,0.014664258,0.14999999,17.34212,60,-0.6098096,0.043883625,6.754746e-05,-0.3694401,,17.34212
-0.20881829,-0.5555556,19.13152,6091.159,35.446945,,2.086202621459961,17.34212,4,9.922342e-10,8.861736,-0.4090978,8.488264,1.7648122,0.44235125,0.14999999,17.34212,80,-0.7717536,0.0045927516,3.7995444e-05,-0.64260024,,7.3250914
0.2273643,0.17171717,19.13152,392.67715,35.96204,,2.457972526550293,17.34212,5,0.23893748,7.1924086,-0.8082037,10.157592,3.42617,0.93019617,0.14999999,17.34212,100,-0.8842333,3.42617,2.4317082e-05,-0.86459625,,16.834902
0.92197585,0.7171717,19.13152,367.4989,44.678055,,2.867893695831299,17.34212,6,0.021603404,7.4463415,-0.5182774,9.903659,0.9337008,0.18523355,0.14999999,17.34212,120,-0.85041696,5.8845297e-05,1.6886865e-05,-0.5250134,,8.633992
-0.4170132,-0.33333334,19.13152,241.84607,60.662716,,3.3455584049224854,17.34212,7,3.4005787e-15,8.666102,-0.72479635,8.683898,5.649931,0.87350005,0.14999999,17.34212,140,-0.9397558,0.40684938,1.2406674e-05,-0.6791542,,1.3653386
-0.79007477,-0.7777778,19.160923,243.0641,60.638115,,3.681034803390503,17.374601,8,0.2743736,7.5797644,-0.62080073,9.770236,10.964809,1.4053724,0.14999999,17.374601,160,-0.9346697,6.7102023e-06,9.498861e-06,-0.7561906,,17.374601
0.16954073,0.3131313,19.160923,124.86183,60.625732,,4.131923198699951,17.374601,9,9.637547e-12,6.7361917,-0.70232207,10.613809,5.6642714,1.217876,0.14999999,17.374601,180,-0.9138448,0.7818977,7.505273e-06,-0.87397283,,17.36239
0.15466763,0.030303031,19.160923,123.79906,69.13277,,4.495952129364014,17.374601,10,3.2487373,6.9132767,-0.6309103,10.436724,6.4296765,1.3544608,0.14999999,17.374601,200,-0.8825143,6.4296765,6.0792704e-06,-0.8960244,,8.842948
0.7834656,0.85858583,19.160923,117.96175,77.59593,,5.03945517539978,17.374601,11,6.847847e-05,7.0541754,-0.44396067,10.295825,7.8889256,0.9724724,0.14999999,17.374601,220,-0.8261972,4.188089e-07,5.0241906e-06,-0.49483046,,8.886851
-0.7244122,-0.83838385,19.160923,118.23134,91.429886,,5.693526983261108,17.374601,12,2.203177e-25,7.619157,-0.700346,9.730844,7.1489444,1.1736369,0.14999999,17.374601,240,-0.8313001,6.293041e-07,4.221716e-06,-0.58184177,,3.5160496
-0.2550284,-0.25252524,19.170351,115.59732,91.39783,,6.126501560211182,17.38205,13,0.037844773,7.0306025,-0.6959415,10.319398,6.6618204,0.94698864,0.14999999,17.38205,260,-0.8234217,1.1694052,3.5972016e-06,-0.6618844,,17.38205
0.61671215,0.57575756,19.170351,111.10128,91.68669,,6.443181991577148,17.38205,14,1.0996127e-06,6.5490494,-0.63916624,10.800951,4.445603,0.5641561,0.14999999,17.38205,280,-0.82182014,0.0037369744,3.1016684e-06,-0.6498567,,17.061138
-0.5474017,-0.5959596,19.170351,110.31851,103.39484,,7.035412549972534,17.38205,15,3.4733436e-14,6.892989,-0.710145,10.457011,4.253102,0.8305741,0.14999999,17.38205,300,-0.8448803,0.0017437523,2.7018984e-06,-0.7185827,,5.641845
-0.47466457,-0.43434343,19.170351,100.56653,103.387634,,7.6423375606536865,17.38205,16,4.1018505,6.461727,-0.71730524,10.888273,5.7956657,0.9892765,0.14999999,17.38205,320,-0.85015935,0.07847857,2.3747152e-06,-0.78300494,,17.357224
-0.9717655,-1.0,19.170351,97.88706,103.42427,,8.286765098571777,17.38205,17,0.009817155,6.0837803,-0.5310242,11.26622,2.7178645,0.33999437,0.14999999,17.38205,340,-0.8362424,1.0585977e-09,2.103554e-06,-0.83873665,,17.313362
0.9563142,1.0,19.170351,92.998665,103.54947,,8.922062873840332,17.38205,18,1.7255138e-37,5.7527475,-0.7685865,11.597253,14.077288,1.3172667,0.14999999,17.38205,360,-0.86867803,1.8862762e-09,1.8763183e-06,-0.89589506,,17.2248
0.08628599,0.15151516,19.170351,92.7966,120.12134,,9.630965948104858,17.38205,19,3.4951922e-06,6.322176,-0.8510655,11.027824,7.040223,1.3745505,0.14999999,17.38205,380,-0.86398137,4.291608,1.6840087e-06,-0.9499623,,0.77811223
-0.9103405,-0.7171717,19.170351,92.4944,128.43448,,10.517144918441772,17.38205,20,3.244483e-06,6.4217243,-0.72869587,10.928276,5.746427,1.0972421,0.14999999,17.38205,400,-0.846114,5.320825e-05,1.5198176e-06,-0.79760146,,9.036866
-0.19794065,-0.13131313,19.170351,91.36261,128.50854,,11.627686738967896,17.38205,21,7.568091e-06,6.1194544,-0.716552,11.230546,5.6601515,0.9326541,0.14999999,17.38205,420,-0.83891517,4.081454,1.3785193e-06,-0.84638894,,17.275942
