LQGmu1_actor,LQGmu1_higher,ReturnStepMax,Bound,Regret,ReturnMin,TimeElapsed,ReturnMax,Iteration,IWLastEpisode,Regret/t,DenMISELogLast,ReturnMean,IWMax,IWMean,LQGsigma_higher,ReturnAbsMax,TimestepsSoFar,DenMISEMeanLog,IWFirstEpisode,delta,DenMISELogFirst,IWMin,ReturnLastEpisode
0.966789,1.0,18.003763,36838950000000.0,1.0793629,,0.1071329116821289,16.270638,1,1.13324904e-13,1.0793629,0.8989275,16.270638,1.13324904e-13,1.13324904e-13,0.14999999,16.270638,20,0.8989275,1.13324904e-13,0.0006079271,0.8989275,,16.270638
-0.8331039,-1.0,18.003763,5535700500.0,17.834656,,0.8227880001068115,16.270638,2,9.531227e-38,8.917328,0.26052386,8.4326725,3.3202025e-07,1.6601012e-07,0.14999999,16.270638,40,0.23315209,3.3202025e-07,0.00015198177,0.20578033,,0.59470695
0.38888386,0.45454547,19.113186,54456.836,17.861103,,1.483309030532837,17.323553,3,5.548857e-16,5.9537,-0.7394034,11.3963,0.00902422,0.0032551845,0.14999999,17.323553,60,-0.36134312,0.0007413336,6.754746e-05,-0.1996846,,17.323553
-0.44666517,-0.5555556,19.113186,6083.333,27.483353,,2.1333112716674805,17.323553,4,1.0785654e-08,6.870838,-0.4982334,10.479162,1.341007,0.36852813,0.14999999,17.323553,80,-0.6105146,0.13310553,3.7995444e-05,-0.4871196,,7.7277503
-0.024629518,0.17171717,19.158188,389.17447,27.461609,,2.572389841079712,17.371746,5,0.0012158073,5.492322,-0.80717707,11.857678,1.9184699,0.4751246,0.14999999,17.371746,100,-0.763991,0.4559332,2.4317082e-05,-0.67752844,,17.371746
0.7617759,0.7171717,19.158188,367.66306,31.456131,,3.021233320236206,17.371746,6,2.2332215e-05,5.242688,-0.5405428,12.107312,1.5351464,0.32796946,0.14999999,17.371746,120,-0.80997324,2.1843951e-07,1.6886865e-05,-0.77258426,,13.35548
-0.35850465,-0.33333334,19.158188,252.84563,44.984932,,3.637968063354492,17.371746,7,1.3690742e-11,6.4264183,-0.65783745,10.923582,6.2724247,1.4842764,0.14999999,17.371746,140,-0.87787586,3.4387217,1.2406674e-05,-0.92673486,,3.8212
-0.37422466,-0.7777778,19.158188,242.21255,45.072433,,4.217991590499878,17.371746,8,0.0983157,5.634054,-0.6086908,11.715946,10.338587,1.3597462,0.14999999,17.371746,160,-0.8195185,0.0010594921,9.498861e-06,-0.66065425,,17.2625
-0.41744924,-0.27272728,19.158188,130.20293,45.103767,,4.829872131347656,17.371746,9,4.308577,5.011529,-0.7113533,12.338471,4.613261,1.95826,0.14999999,17.371746,180,-0.8127012,4.360959,7.505273e-06,-0.7783049,,17.31867
0.0021370202,0.030303031,19.158188,122.26369,45.108566,,5.316869020462036,17.371746,10,0.050510153,4.5108566,-0.49139598,12.839144,5.5369306,0.8229281,0.14999999,17.371746,200,-0.7124175,1.943171,6.0792704e-06,-0.48855302,,17.34519
