LQGmu1_actor,LQGmu1_higher,ReturnStepMax,Bound,Regret,ReturnMin,TimeElapsed,ReturnMax,Iteration,IWLastEpisode,Regret/t,DenMISELogLast,ReturnMean,IWMax,IWMean,LQGsigma_higher,ReturnAbsMax,TimestepsSoFar,DenMISEMeanLog,IWFirstEpisode,delta,DenMISELogFirst,IWMin,ReturnLastEpisode
0.6842046,1.0,18.239576,37338164000000.0,0.8588753,,0.08056807518005371,16.491125,1,4.8997996e-13,0.8588753,0.9584845,16.491125,4.8997996e-13,4.8997996e-13,0.14999999,16.491125,20,0.9584845,4.8997996e-13,0.0006079271,0.9584845,,16.491125
-1.1255486,-1.0,18.239576,5610716000.0,13.366438,,1.2403638362884521,16.491125,2,7.727181e-27,6.683219,-1.9311055,10.666781,1.0021178e-07,5.010589e-08,0.14999999,16.491125,40,-0.8328841,1.0021178e-07,0.00015198177,0.2653373,,4.842438
0.32442257,0.45454547,18.986492,54072.895,13.519402,,2.0915541648864746,17.197039,3,3.4169995e-24,4.506467,-0.4707075,12.8435335,8.522234,2.8412616,0.14999999,17.197039,60,-0.9824686,0.0015508484,6.754746e-05,-0.14012778,,17.197039
-0.6770729,-0.5555556,18.986492,6032.9204,22.723011,,2.90727162361145,17.197039,4,1.908482e-07,5.6807528,-0.7580675,11.669248,0.07256793,0.01918098,0.14999999,17.197039,80,-0.8055842,0.07256793,3.7995444e-05,-0.42729303,,8.146388
0.2749876,0.17171717,19.178522,394.23935,22.682816,,3.640681266784668,17.390202,5,6.799386e-07,4.536564,-0.8304363,12.8134365,4.2257366,0.9849458,0.14999999,17.390202,100,-0.98526585,0.66413814,2.4317082e-05,-0.6324572,,17.390202
1.0677533,0.7171717,19.178522,378.8393,31.616638,,4.325631141662598,17.390202,6,0.05889545,5.2694387,-0.5348676,12.080562,13.889519,2.3496974,0.14999999,17.390202,120,-0.938097,6.3346545e-07,1.6886865e-05,-0.6900619,,8.416176
-0.36230904,-0.33333334,19.178522,235.55435,48.966637,,4.967734336853027,17.390202,7,8.1984776e-19,6.9952335,-0.9998486,10.354767,2.463457,0.4405178,0.14999999,17.390202,140,-0.9029254,2.463457,1.2406674e-05,-0.8442125,,
-0.77588636,-0.7777778,19.178522,236.34166,48.996933,,5.409886837005615,17.390202,8,0.1055213,6.1246166,-0.60884935,11.225384,7.1606355,1.0048076,0.14999999,17.390202,160,-0.9347013,0.00046337527,9.498861e-06,-0.67621624,,17.319702
0.23037025,0.3131313,19.178522,127.537704,49.00113,,5.739135503768921,17.390202,9,1.9193475e-11,5.4445696,-0.7000233,11.905431,6.733411,1.515506,0.14999999,17.390202,180,-0.93059665,0.07524085,7.505273e-06,-0.7939414,,17.34581
-0.07939949,0.01010101,19.178522,119.75207,57.729652,,6.625390529632568,17.390202,10,1.5415008,5.7729654,-0.53276503,11.577035,4.1970963,0.74066246,0.14999999,17.390202,200,-0.8711001,4.1970963,6.0792704e-06,-0.89097655,,8.621465
