Delta,IWMin,DenMISELogFirst,IWMean,LQGmu1_actor,Bound,Iteration,Regret,ReturnLastEpisode,IWFirstEpisode,TimeElapsed,ReturnMin,GridSize,ReturnStepMax,IWMax,BoundBonus,BoundMISE,ReturnMean,LQGmu1_higher,TimestepsSoFar,MinEpLen,ReturnMax,NumTrajectories,Regret/t,AvgEpLen,ReturnAbsMax,NumTrainableParams,DenMISEMeanLog,LQGsigma_higher,IWLastEpisode,DenMISELogLast
3.8374395e-07,,-1.3445442,0.9084254,-0.70952976,52.9502,89,-869.6526,8.908615,5.811074e-23,25.288183450698853,,20,19.988297,5.3726935,36.422935,16.527264,14.771378,-0.57894737,1780,20,18.197966,89,-9.771378,20.0,18.197966,,-0.86995935,0.14999999,6.210569e-14,-1.0568528
3.7526362e-07,,-1.3557174,1.146868,0.8143458,52.730747,90,-882.84766,18.195015,0.3274136,25.676283359527588,,20,19.988297,7.5702977,42.301502,10.429246,14.809419,0.57894737,1800,20,18.197966,90,-9.809419,20.0,18.197966,,-0.86867946,0.14999999,4.8442137e-16,-0.65098995
3.670614e-07,,-1.3631359,0.8922012,-0.9214711,52.72799,91,-883.5386,5.6908154,2.8088528e-37,25.996424436569214,,20,19.988297,9.579112,36.5009,16.227089,14.709215,-1.0,1820,20,18.197966,91,-9.709215,20.0,18.197966,,-0.8704892,0.14999999,1.4276925e-31,-1.1499871
3.591252e-07,,-1.374065,1.0722617,0.19219826,52.66177,92,-896.7322,18.19366,4.0704754e-06,26.30449390411377,,20,19.988297,5.6706195,36.179863,16.481907,14.747088,0.15789473,1840,20,18.197966,92,-9.747088,20.0,18.197966,,-0.87013733,0.14999999,3.0844324e-11,-0.709322
3.514436e-07,,-1.3848759,1.0128087,-0.5292756,52.6644,93,-906.5857,14.853591,1.11587486e-29,26.6481716632843,,20,19.988297,5.1819315,34.239704,18.424692,14.748233,-0.7894737,1860,20,18.197966,93,-9.748233,20.0,18.197966,,-0.86809874,0.14999999,2.7789124e-09,-0.7357233
3.440058e-07,,-1.3955712,0.9879343,-0.29578978,52.506714,94,-919.78467,18.198893,4.6247245e-17,26.94646978378296,,20,19.98909,5.2710547,34.539192,17.96752,14.784944,-0.36842105,1880,20,18.198893,94,-9.784944,20.0,18.198893,,-0.866176,0.14999999,2.968492,-0.6848546
3.368017e-07,,-1.4061533,1.0493376,-0.1564702,52.248238,95,-932.9746,18.18997,7.649556e-10,27.277679204940796,,20,19.98909,5.10268,33.743233,18.505007,14.8207855,-0.05263158,1900,20,18.198893,95,-9.8207855,20.0,18.198893,,-0.8640983,0.14999999,1.3586512,-0.6422201
3.2982157e-07,,-1.4166245,1.0159916,-0.10360047,52.024445,96,-946.1699,18.195244,1.9622314e-14,27.610172510147095,,20,19.98909,5.0236278,33.575512,18.448933,14.855937,-0.2631579,1920,20,18.198893,96,-9.855937,20.0,18.198893,,-0.86121964,0.14999999,3.848598,-0.6224668
3.2305616e-07,,-1.4269874,1.0771238,0.00946131,51.443584,97,-959.3036,18.133749,7.8105983e-10,27.900588512420654,,20,19.98909,4.851714,32.42385,19.019733,14.889728,-0.05263158,1940,20,18.198893,97,-9.889728,20.0,18.198893,,-0.85845584,0.14999999,4.554195,-0.59559685
3.164968e-07,,-1.4372438,0.91434836,-0.68515444,51.360252,98,-972.4309,18.1273,6.375524e-23,28.330399751663208,,20,19.98909,5.3125973,34.724926,16.635324,14.922765,-0.57894737,1960,20,18.198893,98,-9.922765,20.0,18.198893,,-0.85500056,0.14999999,0.002170029,-0.5826876
3.1013525e-07,,-1.4473963,1.0293261,1.1039425,51.315437,99,-985.62463,18.193695,11.126898,28.76203417778015,,20,19.98909,15.092273,47.482784,3.8326528,14.955805,1.0,1980,20,18.198893,99,-9.955805,20.0,18.198893,,-0.8539084,0.14999999,1.9987723e-27,-0.6500121
3.0396353e-07,,-1.3509331,1.0124559,0.18811011,51.295593,100,-983.5868,2.9621835,0.003048276,29.182178258895874,,20,19.98909,6.938566,39.410553,11.885041,14.835868,0.36842105,2000,20,18.198893,100,-9.835868,20.0,18.198893,,-0.8637325,0.14999999,9.832653e-05,-1.816645
2.9797425e-07,,-1.360853,1.102843,-0.05473207,51.333534,101,-993.6384,15.051729,4.017049e-06,29.55038809776306,,20,19.98909,5.5394435,34.345444,16.988092,14.838004,0.15789473,2020,20,18.198893,101,-9.838004,20.0,18.198893,,-0.86269385,0.14999999,5.5394435,-0.75400084
2.9216025e-07,,-1.3707052,0.9981206,-0.54885286,51.174706,102,-1006.7097,18.071165,1.1001769e-29,30.02412724494934,,20,19.98909,5.2744417,33.01709,18.157618,14.869703,-0.7894737,2040,20,18.198893,102,-9.869703,20.0,18.198893,,-0.85911214,0.14999999,2.9406896e-05,-0.5841001
2.8651482e-07,,-1.3804615,1.0500857,-0.13813657,51.075554,103,-1019.9053,18.195677,4.805059e-12,30.383188247680664,,20,19.98909,4.8893003,32.138523,18.93703,14.901993,-0.15789473,2060,20,18.198893,103,-9.901993,20.0,18.198893,,-0.8574518,0.14999999,0.17441866,-0.6721498
2.810314e-07,,-1.3901234,0.9470982,-0.7660819,50.61125,104,-1033.0769,18.171621,6.0820595e-23,30.86541223526001,,20,19.98909,5.243133,33.380016,17.231234,14.933432,-0.57894737,2080,20,18.198893,104,-9.933432,20.0,18.198893,,-0.85430807,0.14999999,0.06260104,-0.568938
2.7570388e-07,,-1.3996928,1.1195391,-0.25597337,50.566856,105,-1046.2698,18.19283,7.6002976e-10,31.46185827255249,,20,19.98909,4.735744,30.775322,19.791533,14.964474,-0.05263158,2100,20,18.198893,105,-9.964474,20.0,18.198893,,-0.8528638,0.14999999,6.160245e-05,-0.6383763
2.705265e-07,,-1.4091715,0.84920686,-1.1045134,50.387955,106,-1059.4425,18.172737,2.9411829e-37,32.000696897506714,,20,19.98909,10.057867,34.94251,15.445448,14.9947405,-1.0,2120,20,18.198893,106,-9.9947405,20.0,18.198893,,-0.8494506,0.14999999,2.1949072e-05,-0.5967158
2.6549353e-07,,-1.4185612,1.0241685,-0.45553768,50.22795,107,-1072.634,18.191492,1.9660377e-14,32.4601047039032,,20,19.98909,4.8991933,31.633173,18.594776,15.024617,-0.2631579,2140,20,18.198893,107,-10.024617,20.0,18.198893,,-0.8556653,0.14999999,1.5058735e-06,-1.3463287
2.6059973e-07,,-1.4278636,0.9601043,0.75823426,50.0737,108,-1085.8214,18.187353,5.2469273,32.928096532821655,,20,19.98909,9.429152,43.96357,6.11013,15.053902,0.7894737,2160,20,18.198893,108,-10.053902,20.0,18.198893,,-0.85363543,0.14999999,5.5856643e-15,-0.64887434
2.5584006e-07,,-1.3896409,0.96732044,-0.5837452,49.957603,109,-1087.626,6.8046107,6.762557e-20,33.38288879394531,,20,19.98909,5.1571937,32.360012,17.597593,14.97822,-0.47368422,2180,20,18.198893,109,-9.97822,20.0,18.198893,,-0.85712665,0.14999999,1.9388455e-14,-1.172681
2.5120954e-07,,-1.3987734,0.9935556,-0.78158814,49.982716,110,-1100.8234,18.19738,3.3702628e-26,33.88615798950195,,20,19.98909,5.116758,31.906893,18.075823,15.007485,-0.68421054,2200,20,18.198893,110,-10.007485,20.0,18.198893,,-0.85557884,0.14999999,4.044155,-0.6433866
2.4670365e-07,,-1.4078232,0.88437235,-0.9911482,49.79913,111,-1114.0157,18.192352,2.937214e-37,34.340168714523315,,20,19.98909,9.618449,33.71372,16.085411,15.036178,-1.0,2220,20,18.198893,111,-10.036178,20.0,18.198893,,-0.85378116,0.14999999,1.7441188,-0.6381511
2.4231784e-07,,-1.4167919,1.0158955,-0.83191967,49.511364,112,-1127.206,18.190298,1.1520698e-29,34.7773334980011,,20,19.98909,5.0110774,31.030233,18.48113,15.06434,-0.7894737,2240,20,18.198893,112,-10.06434,20.0,18.198893,,-0.8549122,0.14999999,2.5138767,-0.84748
2.3804806e-07,,-1.4256809,1.0583041,0.6375455,49.46874,113,-1140.3954,18.189281,0.35114092,35.68027639389038,,20,19.98909,8.252037,39.997032,9.471707,15.091994,0.57894737,2260,20,18.198893,113,-10.091994,20.0,18.198893,,-0.85273904,0.14999999,3.0222822e-19,-0.61306643
2.3389008e-07,,-1.4313889,1.0844424,-0.2648165,49.225113,114,-1144.1582,8.762906,7.43883e-08,36.68694353103638,,20,19.98909,5.182251,30.97443,18.250685,15.036475,0.05263158,2280,20,18.198893,114,-10.036475,20.0,18.198893,,-0.8545821,0.14999999,0.0039775977,-1.0975057
2.2984011e-07,,-1.4401225,0.99691415,-0.54721445,49.29451,115,-1157.3538,18.195604,4.8354047e-17,37.17179536819458,,20,19.98909,5.047749,31.164724,18.129787,15.063946,-0.36842105,2300,20,18.198893,115,-10.063946,20.0,18.198893,,-0.8518835,0.14999999,3.8767102,-0.6153366
2.2589445e-07,,-1.4487805,1.0326034,-0.72535884,48.95777,116,-1170.549,18.195145,1.1895203e-29,37.635756492614746,,20,19.98909,4.9637103,30.172768,18.785006,15.0909395,-0.7894737,2320,20,18.198893,116,-10.0909395,20.0,18.198893,,-0.8500691,0.14999999,1.3518839,-0.6275301
2.2204951e-07,,-1.4573643,0.9938105,-0.4928565,48.869705,117,-1183.7439,18.194887,6.50509e-23,38.075756311416626,,20,19.98909,4.9437656,30.788729,18.080978,15.117469,-0.57894737,2340,20,18.198893,117,-10.117469,20.0,18.198893,,-0.8476473,0.14999999,2.971673,-0.5873065
2.1830189e-07,,-1.465875,0.95204955,0.17384356,48.486416,118,-1196.933,18.189096,0.00015800877,38.467105865478516,,20,19.98909,6.6411495,35.533047,12.95337,15.1435,0.2631579,2360,20,18.198893,118,-10.1435,20.0,18.198893,,-0.8456872,0.14999999,1.4768564e-05,-0.6000952
2.1464834e-07,,-1.4743125,1.025554,0.30805638,48.488014,119,-1208.1036,16.170645,5.2778584e-12,38.84226179122925,,20,19.98909,4.8484335,29.990086,18.497929,15.152131,-0.15789473,2380,20,18.198893,119,-10.152131,20.0,18.198893,,-0.8454059,0.14999999,0.48836184,-0.7506823
2.1108582e-07,,-1.4826808,0.87998563,-0.88700867,48.39607,120,-1215.3059,12.202199,3.1655319e-37,39.235315799713135,,20,19.98909,9.53937,32.390312,16.005756,15.127549,-1.0,2400,20,18.198893,120,-10.127549,20.0,18.198893,,-0.8458416,0.14999999,2.0347334e-16,-0.91330034
2.076112e-07,,-1.4909796,1.032385,1.1233577,48.32553,121,-1228.4978,18.191923,11.622566,39.645800828933716,,20,19.98909,15.785794,44.490444,3.835087,15.152874,1.0,2420,20,18.198893,121,-10.152874,20.0,18.198893,,-0.8453186,0.14999999,2.1907553e-34,-0.6471049
2.0422168e-07,,-1.4074934,1.0012165,0.6189432,48.139786,122,-1226.551,3.053309,0.042661525,40.05083727836609,,20,19.98909,7.7985787,37.904865,10.234922,15.053697,0.47368422,2440,20,18.198893,122,-10.053697,20.0,18.198893,,-0.8548258,0.14999999,0.001649723,-1.9941298
2.009145e-07,,-1.415307,0.9840579,-0.62333286,48.140106,123,-1229.9607,8.409711,6.9383664e-20,40.48094844818115,,20,19.98909,5.0391207,30.237896,17.90221,14.9996805,-0.47368422,2460,20,18.198893,123,-9.9996805,20.0,18.198893,,-0.8570641,0.14999999,2.4386238e-11,-1.1144772
1.97687e-07,,-1.4234043,1.051129,-0.98336047,48.337276,124,-1243.151,18.190306,1.1597068e-29,40.935211420059204,,20,19.98909,4.915877,29.215206,19.12207,15.025412,-0.7894737,2480,20,18.198893,124,-10.025412,20.0,18.198893,,-0.85521734,0.14999999,2.6305897,-0.6024219
1.9453667e-07,,-1.4314364,1.0345196,0.04820084,47.871635,125,-1256.3413,18.190336,4.310832e-06,41.29506587982178,,20,19.98909,5.8276052,31.980038,15.8916,15.050731,0.15789473,2500,20,18.198893,125,-10.050731,20.0,18.198893,,-0.8546086,0.14999999,1.6232617e-12,-0.818866
1.9146103e-07,,-1.4394046,1.0687782,0.7714407,47.86179,126,-1269.4781,18.136724,1.7583913,41.84704828262329,,20,19.98909,8.741446,39.460476,8.401314,15.075223,0.68421054,2520,20,18.198893,126,-10.075223,20.0,18.198893,,-0.85278344,0.14999999,0.0006332713,-0.6462829
1.8845779e-07,,-1.4334507,0.90151477,-1.1573446,47.724976,127,-1270.8416,6.363358,3.0134592e-37,42.269957065582275,,20,19.98909,9.338932,31.32743,16.397543,15.006626,-1.0,2540,20,18.198893,127,-10.006626,20.0,18.198893,,-0.85517883,0.14999999,4.5964477e-30,-1.2029401
1.8552461e-07,,-1.441294,0.9902353,-0.8054135,47.447575,128,-1284.03,18.188541,6.401405e-23,42.692891359329224,,20,19.98909,4.9459915,29.431932,18.015642,15.031485,-0.57894737,2560,20,18.198893,128,-10.031485,20.0,18.198893,,-0.8623592,0.14999999,0.008271089,-1.6611261
1.826594e-07,,-1.449076,1.0199008,-0.8977244,47.52503,129,-1297.2224,18.192438,2.4412165e-33,43.42846345901489,,20,19.98909,5.1843486,28.9722,18.552828,15.055987,-0.8947368,2580,20,18.198893,129,-10.055987,20.0,18.198893,,-0.860408,0.14999999,4.024223,-0.59145397
1.798601e-07,,-1.4567981,1.0621053,0.16104263,47.43656,130,-1310.4133,18.19082,7.6302705e-08,44.24505615234375,,20,19.98909,5.270646,29.552189,17.88437,15.080103,0.05263158,2600,20,18.198893,130,-10.080103,20.0,18.198893,,-0.8585118,0.14999999,9.513932e-09,-0.6218994
1.7712463e-07,,-1.464461,0.9416068,-1.1645197,47.042847,131,-1323.254,17.840715,3.1083813e-37,44.68754601478577,,20,19.98909,8.864629,29.915962,17.126883,15.101176,-1.0,2620,20,18.198893,131,-10.101176,20.0,18.198893,,-0.8572531,0.14999999,5.4721614e-13,-0.7438902
1.7445107e-07,,-1.4720656,0.9497328,-0.26526457,46.935,132,-1336.4408,18.186728,2.0740915e-14,45.456079721450806,,20,19.98909,5.1424737,29.691069,17.243933,15.124552,-0.2631579,2640,20,18.198893,132,-10.124552,20.0,18.198893,,-0.8639347,0.14999999,2.0303193e-07,-1.6664311
1.718376e-07,,-1.4796128,0.9786532,0.011892974,46.869057,133,-1349.6313,18.19054,0.00016019441,45.89406418800354,,20,19.98909,6.56124,33.33587,13.53319,15.147604,0.2631579,2660,20,18.198893,133,-10.147604,20.0,18.198893,,-0.8626121,0.14999999,0.010070394,-0.62878186
1.6928244e-07,,-1.4871023,1.0510725,0.028610423,47.09353,134,-1362.5024,17.871063,8.2945395e-10,46.35229134559631,,20,19.98909,4.961182,28.498127,18.595402,15.167929,-0.05263158,2680,20,18.198893,134,-10.167929,20.0,18.198893,,-0.8611737,0.14999999,4.5796356,-0.6359583
1.6678383e-07,,-1.4945372,1.0357546,-0.88919264,46.712536,135,-1375.6829,18.18044,1.2452093e-29,46.91555905342102,,20,19.98909,4.798278,27.8702,18.842337,15.190244,-0.7894737,2700,20,18.198893,135,-10.190244,20.0,18.198893,,-0.8590642,0.14999999,1.7132315e-06,-0.61717284
1.6434014e-07,,-1.5019174,0.9733246,-0.9749753,46.76429,136,-1388.8789,18.195904,3.227006e-37,47.38998341560364,,20,19.98909,8.609029,29.06042,17.703869,15.212345,-1.0,2720,20,18.198893,136,-10.212345,20.0,18.198893,,-0.856977,0.14999999,3.692896,-0.60107994
1.6194979e-07,,-1.5092434,1.0861732,0.09678997,46.697838,137,-1402.0664,18.187847,8.041115e-08,47.85774564743042,,20,19.98909,5.0911784,28.297836,18.400002,15.234061,0.05263158,2740,20,18.198893,137,-10.234061,20.0,18.198893,,-0.8561546,0.14999999,3.459374e-10,-0.70318866
1.5961119e-07,,-1.5165162,0.9989938,0.97557294,46.713356,138,-1414.8655,17.798937,10.576343,48.39914679527283,,20,19.98909,10.941969,41.829784,4.8835697,15.252648,0.8947368,2760,20,18.198893,138,-10.252648,20.0,18.198893,,-0.8541076,0.14999999,3.643163e-06,-0.64847684
1.5732289e-07,,-1.4498912,0.9358788,-0.16444385,46.227028,139,-1413.4609,3.5952802,4.8828756e-17,48.85322284698486,,20,19.98909,5.206624,29.20746,17.01957,15.168784,-0.36842105,2780,20,18.198893,139,-10.168784,20.0,18.198893,,-0.85860634,0.14999999,4.2089967e-17,-1.4555422
1.5508344e-07,,-1.4570596,1.0706078,0.056980573,46.415146,140,-1426.6399,18.179136,8.0490553e-10,49.33395791053772,,20,19.98909,4.8443933,27.453773,18.96137,15.190285,-0.05263158,2800,20,18.198893,140,-10.190285,20.0,18.198893,,-0.85738885,0.14999999,3.7284167,-0.61562407
1.5289147e-07,,-1.4641771,0.976033,-1.1559423,46.132095,141,-1439.4893,17.849379,3.107504e-37,49.81599259376526,,20,19.98909,8.394171,28.37897,17.753126,15.209144,-1.0,2820,20,18.198893,141,-10.209144,20.0,18.198893,,-0.8552213,0.14999999,8.1033506e-11,-0.6125074
1.5074565e-07,,-1.4712443,1.1105839,0.3140093,46.131855,142,-1452.6792,18.19007,7.741299e-08,50.32132959365845,,20,19.98909,4.9595733,27.271828,18.860027,15.230135,0.05263158,2840,20,18.198893,142,-10.230135,20.0,18.198893,,-0.8604249,0.14999999,1.0092927e-13,-1.5563779
1.4864469e-07,,-1.4782618,0.9629446,0.5333313,46.009636,143,-1459.8176,12.138247,0.045790017,50.844860553741455,,20,19.98909,8.139941,36.197426,9.812211,15.208515,0.47368422,2860,20,18.198893,143,-10.208515,20.0,18.198893,,-0.8603258,0.14999999,3.8857443,-0.9457126
1.4658735e-07,,-1.4849104,0.9727812,-0.55492055,45.80953,144,-1464.4014,9.583834,3.6734328e-26,51.230268239974976,,20,19.98909,4.9927187,28.11182,17.697708,15.169454,-0.68421054,2880,20,18.198893,144,-10.169454,20.0,18.198893,,-0.8623705,0.14999999,3.9571916e-14,-1.103571
