TimeElapsed,Bound,ReturnAbsMax,DenMISELogLast,LQGmu1_higher,ReturnMax,NumTrajectories,ReturnMin,DenMISELogFirst,ReturnMean,DenMISEMeanLog,ReturnLastEpisode,IWMin,Iteration,LQGmu1_actor,IWMax,AvgEpLen,MinEpLen,Regret,GridSize,BoundMISE,Regret/t,ReturnStepMax,LQGsigma_higher,IWFirstEpisode,IWMean,IWLastEpisode,TimestepsSoFar,NumTrainableParams,Delta,BoundBonus
0.02501225471496582,inf,0.0012218225,0.9619692,-1.0,0.0012218225,1,,0.9619692,0.0012218225,0.9619692,0.0012218225,,1,-0.892906,2.746308e-38,20.0,20,4.9987783,1,,4.9987783,0.0014023969,0.14999999,2.746308e-38,2.746308e-38,2.746308e-38,20,1,0.060792707,inf
0.16802525520324707,0.20773217,0.045825873,0.030164823,-1.0,0.045825873,2,,0.26882198,0.023523847,0.1494934,0.045825873,,2,-0.9697506,2.0,20.0,20,9.952952,2,0.03612215,4.976476,0.052598435,0.14999999,5.492608e-38,1.0,2.0,40,,0.010132118,0.17161003
0.19705653190612793,0.18717606,0.04584211,0.55238247,1.0,0.04584211,3,,-0.13664311,0.030963266,0.24452876,0.04584211,,3,0.8733205,2.9999995,20.0,20,14.90711,2,0.00096309907,4.9690366,0.052617144,0.14999999,2.9999995,0.9999998,5.4938237e-38,60,,0.004503164,0.18621297
0.21059489250183105,0.18434004,0.04584211,-0.07158094,-1.0,0.04584211,4,,0.26882195,0.02458268,0.123026565,0.005440914,,4,-1.0596561,2.0,20.0,20,19.901669,2,0.04583399,4.975417,0.052617144,0.14999999,5.492608e-38,1.0,3.867195e-34,80,,0.0025330295,0.13850605
0.22879576683044434,415560300.0,0.04584211,0.38827014,,0.04584211,5,,0.045678392,0.028817112,0.15974648,0.04575483,,5,0.060676835,1.5563776e-07,20.0,20,24.855915,3,5.8137106e-10,4.971183,0.052617144,0.14999999,1.8548268e-09,4.047928e-08,2.6265011e-11,100,,0.0012158542,415560300.0
0.25223207473754883,0.2410804,0.04584211,-0.89539313,,0.04584211,6,,-0.13664316,0.02992698,-0.16804475,0.035476334,,6,-0.11171015,6.0,20.0,20,29.820438,3,0.02796415,4.970073,0.052617144,0.14999999,2.2257922e-09,1.0,6.0,120,,0.0008443432,0.21311626
0.27060437202453613,0.1946006,0.04584211,-0.55189604,,0.04584211,7,,-0.29079384,0.032199986,-0.25598878,0.04583802,,7,-0.069090165,3.5000002,20.0,20,34.7746,3,0.040657174,4.9678,0.052617144,0.14999999,2.5967608e-09,1.0,3.4999995,140,,0.0006203337,0.15394342
0.29215455055236816,0.1737614,0.045844637,-0.108724445,-1.0,0.045844637,8,,-0.42432523,0.033905566,-0.25305444,0.045844637,,8,-1.0390296,2.6666665,20.0,20,39.728756,3,0.045807604,4.9660945,0.052620042,0.14999999,1.09852e-37,0.99999994,1.2839761e-08,160,,0.00047494302,0.1279538
0.31590914726257324,0.1723129,0.04585108,0.13339989,,0.04585108,9,,-0.5421083,0.03523285,-0.21891707,0.04585108,,9,0.21131484,3.0,20.0,20,44.682903,3,0.042386327,4.964767,0.05262746,0.14999999,3.3386915e-09,1.0,8.868374e-11,180,,0.00037526365,0.12992658
0.3419768810272217,1.3783103,0.04585108,-0.9304183,0.33333334,0.04585108,10,,-0.6474688,0.033929184,-0.29858702,0.02219621,,10,0.22755635,4.844014,20.0,20,49.66071,4,0.013136698,4.9660707,0.05262746,0.14999999,0.0005717546,0.5492035,4.844014,200,,0.00024317083,1.3651736
0.3859245777130127,1.3887864,0.04585108,-0.70406455,-0.33333334,0.04585108,11,,-0.7427218,0.032821085,-0.38041523,0.02174011,,11,-0.36215714,1.2133608,20.0,20,54.63897,4,0.00806605,4.967179,0.05262746,0.14999999,1.8973977e-16,0.17836894,0.0049478337,220,,0.00020096762,1.3807204
0.4122767448425293,0.27589908,0.04585268,-1.3251529,-0.33333334,0.04585268,12,,-0.8297332,0.033907052,-0.52465206,0.04585268,,12,-0.36175132,9.824427,20.0,20,59.593117,4,0.04304943,4.966093,0.052629307,0.14999999,2.0698923e-16,0.9828169,9.824427,240,,0.00016886865,0.23284966
0.4380064010620117,0.2526941,0.04585268,-0.8059591,0.33333334,0.04585268,13,,-0.90977585,0.03482207,-0.56201494,0.045802258,,13,0.18340036,4.9518514,20.0,20,64.54731,4,0.017708601,4.965178,0.052629307,0.14999999,0.0007432385,0.76669544,0.00012943045,260,,0.00014388807,0.2349855
