LQGsigma_higher,MinEpLen,LQGmu1_higher,ReturnMean,NumTrajectories,NumTrainableParams,TimeElapsed,AvgEpLen,Iteration,LQGmu1_actor,TimestepsSoFar
0.14999999,20,-0.67,0.045832064,266,,2.8583014011383057,20.0,266,-0.77333647,5320
0.14999999,20,-0.67,0.04583214,267,,2.8675427436828613,20.0,267,-0.64295155,5340
0.14999999,20,-0.67,0.045832194,268,,2.87721586227417,20.0,268,-0.6724792,5360
0.14999999,20,-0.67,0.045831878,269,,2.889944553375244,20.0,269,-0.5458456,5380
0.14999999,20,-0.67,0.04583194,270,,2.89996600151062,20.0,270,-0.6708941,5400
0.14999999,20,-0.67,0.045831993,271,,2.9102485179901123,20.0,271,-0.90531945,5420
0.14999999,20,-0.67,0.04583203,272,,2.920520544052124,20.0,272,-0.56973964,5440
0.14999999,20,-0.67,0.045831818,273,,2.928936243057251,20.0,273,-0.6682795,5460
0.14999999,20,-0.67,0.045831867,274,,2.9388632774353027,20.0,274,-0.4296852,5480
0.14999999,20,-0.67,0.045831937,275,,2.9508421421051025,20.0,275,-0.41393,5500
0.14999999,20,-0.67,0.04583195,276,,2.9605519771575928,20.0,276,-0.5097944,5520
0.14999999,20,-0.67,0.045831997,277,,2.9692516326904297,20.0,277,-0.7275162,5540
0.14999999,20,-0.67,0.045832,278,,2.9835147857666016,20.0,278,-0.6969298,5560
0.14999999,20,-0.67,0.045832075,279,,2.991844892501831,20.0,279,-0.5889328,5580
0.14999999,20,-0.67,0.04583209,280,,3.0002477169036865,20.0,280,-0.5686712,5600
0.14999999,20,-0.67,0.045832127,281,,3.010542154312134,20.0,281,-0.5549,5620
0.14999999,20,-0.67,0.0458322,282,,3.019744873046875,20.0,282,-0.570077,5640
0.14999999,20,-0.67,0.045832124,283,,3.0284600257873535,20.0,283,-0.7090725,5660
0.14999999,20,-0.67,0.045832127,284,,3.0409345626831055,20.0,284,-0.4831468,5680
0.14999999,20,-0.67,0.045831975,285,,3.054701328277588,20.0,285,-0.5082169,5700
0.14999999,20,-0.67,0.045832045,286,,3.0629453659057617,20.0,286,-0.86089337,5720
0.14999999,20,-0.67,0.04583191,287,,3.072253942489624,20.0,287,-0.59451866,5740
0.14999999,20,-0.67,0.045831844,288,,3.0813703536987305,20.0,288,-0.6885137,5760
0.14999999,20,-0.67,0.045831922,289,,3.0919365882873535,20.0,289,-0.7509533,5780
