IWMin,IWFirstEpisode,NumTrajectories,InvPendulum_std0_higher,Delta,BoundBonus,DenMISELogFirst,ReturnMax,Iteration,BoundMISE,Bound,IWMax,ReturnLastEpisode,ReturnMean,IWLastEpisode,IWMean,TimestepsSoFar,AvgEpLen,InvPendulum_mu3_higher,DenMISELogLast,Regret,ReturnStepMax,TimeElapsed,InvPendulum_std2_higher,Regret/t,InvPendulum_std1_higher,InvPendulum_mu0_higher,ReturnAbsMax,InvPendulum_mu1_higher,ActionIn1,NumTrainableParams,GridSize,DenMISEMeanLog,InvPendulum_std3_higher,MinEpLen,InvPendulum_mu2_higher,ReturnMin
,,182,0.01,4.4763585e-08,2515.461,5.536843,,182,-106.78355,2408.6775,91.0,-104.117645,-128.8592,,1.0,9047,49.70879120879121,-1.0,5.397667,24362.375,494.85684,34.18796753883362,0.01,133.8592,0.01,1.0,494.85684,1.0,0.015128493,,81,8.056327,0.01,11,-1.0,-494.85684
,,183,0.01,4.42757e-08,2516.2756,5.5313635,,183,-106.85997,2409.4158,91.50003,-106.41016,-128.73653,,1.0000004,9062,49.51912568306011,-1.0,6.4985175,24473.785,494.85684,34.398749351501465,0.01,133.73653,0.01,,494.85684,,-1.0080525,,81,8.046796,0.01,11,,-494.85684
,,184,0.01,4.3795758e-08,2517.0852,5.5259137,,184,-106.87475,2410.2104,92.0,-108.95534,-128.62903,,1.0,9079,49.34239130434783,-1.0,9.018221,24587.74,494.85684,34.61249089241028,0.01,133.62903,0.01,,494.85684,1.0,-1.0024848,,81,8.051063,0.01,11,-1.0,-494.85684
,,185,0.01,4.3323567e-08,2517.8904,5.5204935,,185,-107.04923,2410.841,92.500015,-106.87599,-128.51144,,1.0000001,9098,49.178378378378376,-1.0,8.347381,24699.617,494.85684,34.82478094100952,0.01,133.51144,0.01,1.0,494.85684,1.0,0.99662447,,81,8.051658,0.01,11,,-494.85684
,,186,0.01,4.285897e-08,2518.6907,5.515103,,186,-107.23155,2411.4592,92.99999,-109.83083,-128.41101,,0.99999994,9114,49.0,,8.261249,24814.45,494.85684,35.037147760391235,0.01,133.41101,0.01,-1.0,494.85684,1.0,-0.019527784,,81,8.051782,0.01,11,,-494.85684
,,187,0.01,4.2401812e-08,2519.4866,5.509741,,187,-107.50163,2411.9849,93.5,-109.62901,-128.31058,,1.0,9132,48.83422459893048,-1.0,8.644266,24929.078,494.85684,35.254453897476196,0.01,133.31058,0.01,,494.85684,1.0,0.016508222,,81,8.053954,0.01,11,,-494.85684
,,188,0.01,4.1951928e-08,2520.278,5.5044074,,188,-107.55262,2412.7253,94.000015,-107.750404,-128.20122,,1.0000001,9145,48.6436170212766,-1.0,9.334664,25041.828,494.85684,35.47455883026123,0.01,133.20122,0.01,-1.0,494.85684,,-2.0047717,,81,8.059774,0.01,11,,-494.85684
,,189,0.01,4.1509164e-08,2521.0647,5.4991026,,189,-107.57317,2413.4915,94.499985,-73.961655,-127.91423,,0.9999998,9288,49.142857142857146,,8.330946,25120.79,494.85684,35.76978659629822,0.01,132.91423,0.01,,494.85684,1.0,0.98318076,,81,8.060223,0.01,11,,-494.85684
,,190,0.01,4.1073374e-08,2521.8477,5.4938254,,190,-107.671036,2414.1765,95.0,-105.11531,-127.794235,,1.0,9304,48.96842105263158,,9.802901,25230.904,494.85684,35.97812557220459,0.01,132.79424,0.01,,494.85684,-1.0,-2.0052054,,81,8.068414,0.01,11,-1.0,-494.85684
,,191,0.01,4.0644423e-08,2522.6257,5.488576,,191,-107.74382,2414.8818,95.500015,-107.34728,-127.68718,,0.99999994,9317,48.78010471204188,1.0,9.637412,25343.252,494.85684,36.19317364692688,0.01,132.68718,0.01,-1.0,494.85684,1.0,1.9813391,,81,8.075653,0.01,11,1.0,-494.85684
,,192,0.01,4.0222144e-08,2523.3997,5.483354,,192,-107.76657,2415.633,96.0,-116.8663,-127.63082,,1.0,9345,48.671875,,9.826215,25465.117,494.85684,36.41427421569824,0.01,132.63083,0.01,,494.85684,,-0.98927736,,81,8.083798,0.01,11,-1.0,-494.85684
,,193,0.01,3.9806412e-08,2524.1692,5.4781594,,193,-107.96371,2416.2056,96.499985,-113.098724,-127.55552,,0.9999998,9362,48.50777202072539,,9.5098,25583.215,494.85684,36.63043284416199,0.01,132.55551,0.01,-1.0,494.85684,,-1.9704906,,81,8.09022,0.01,11,-1.0,-494.85684
,,194,0.01,3.9397094e-08,2524.935,5.4729915,,194,-107.96956,2416.9656,96.999985,-106.0866,-127.44486,,0.9999998,9379,48.345360824742265,1.0,7.722067,25694.303,494.85684,36.84511995315552,0.01,132.44485,0.01,,494.85684,1.0,2.9791734,,81,8.087362,0.01,11,1.0,-494.85684
,,195,0.01,3.8994052e-08,2525.696,5.4678497,,195,-108.203,2417.4932,97.49997,-107.717896,-127.3437,,0.9999997,9396,48.184615384615384,,7.231609,25807.021,494.85684,37.06534767150879,0.01,132.34369,0.01,1.0,494.85684,-1.0,-0.9763833,,81,8.082017,0.01,11,-1.0,-494.85684
,,196,0.01,3.8597168e-08,2526.4534,5.4627347,,196,-108.29052,2418.1628,98.000015,-106.659996,-127.23816,,1.0000001,9413,48.025510204081634,-1.0,8.591277,25918.68,494.85684,37.28426194190979,0.01,132.23816,0.01,1.0,494.85684,,0.033004284,,81,8.083663,0.01,11,,-494.85684
,,197,0.01,3.8206313e-08,2527.2063,5.457646,,197,-108.597435,2418.609,98.499985,-104.43031,-127.12238,,0.9999998,9432,47.878172588832484,,6.0211334,26028.11,494.85684,37.50149941444397,0.01,132.12238,0.01,-1.0,494.85684,1.0,-1.0212622,,81,8.0722475,0.01,11,-1.0,-494.85684
,,198,0.01,3.7821373e-08,2527.9556,5.4525824,,198,-108.959755,2418.9958,99.00001,-106.62859,-127.01888,,0.9999998,9450,47.72727272727273,,7.8557343,26139.738,494.85684,37.724382400512695,0.01,132.01889,0.01,1.0,494.85684,,1.9958513,,81,8.070211,0.01,11,1.0,-494.85684
,,199,0.01,3.7442213e-08,2528.7004,5.4475446,,199,-109.105804,2419.5947,99.50001,-108.69114,-126.92678,,1.0000001,9467,47.57286432160804,,7.5176163,26253.43,494.85684,37.946189641952515,0.01,131.92679,0.01,1.0,494.85684,,0.99386626,,81,8.066498,0.01,11,,-494.85684
,,200,0.01,3.7068727e-08,2529.4417,5.442532,,200,-109.55416,2419.8875,100.00001,-133.16606,-126.95798,,1.0000001,9505,47.525,-1.0,9.277708,26391.596,494.85684,38.183470487594604,0.01,131.95798,0.01,,494.85684,-1.0,-2.9870534,,81,8.07162,0.01,11,-1.0,-494.85684
,,201,0.01,3.67008e-08,2530.1787,5.4375443,,201,-109.70805,2420.4707,100.50002,-103.652756,-126.84204,,1.0,9546,47.492537313432834,-1.0,9.935593,26500.25,494.85684,38.42428112030029,0.01,131.84204,0.01,-1.0,494.85684,1.0,-2.0019226,,81,8.079966,0.01,11,-1.0,-494.85684
,,202,0.01,3.6338324e-08,2530.912,5.432582,,202,-109.720985,2421.1912,101.00004,-106.34952,-126.740585,,1.0000004,9561,47.33168316831683,,8.08092,26611.598,494.85684,38.65150237083435,0.01,131.74059,0.01,-1.0,494.85684,1.0,1.0011053,,81,8.079046,0.01,11,1.0,-494.85684
,,203,0.01,3.598119e-08,2531.6416,5.4276433,,203,-109.83099,2421.8105,101.50002,-105.00662,-126.63352,,1.0000002,9575,47.16748768472906,1.0,7.617607,26721.605,494.85684,38.8689820766449,0.01,131.63351,0.01,-1.0,494.85684,,-0.9993336,,81,8.075854,0.01,11,-1.0,-494.85684
,,204,0.01,3.56293e-08,2532.3674,5.4227295,,204,-110.06284,2422.3047,102.000046,-106.5251,-126.53496,,1.0000002,9588,47.0,-1.0,6.9374347,26833.13,494.85684,39.08979344367981,0.01,131.53496,0.01,-1.0,494.85684,-1.0,-3.9649982,,81,8.069359,0.01,11,-1.0,-494.85684
,,205,0.01,3.5282547e-08,2533.0894,5.4178395,,205,-110.243904,2422.8455,102.5,-104.23042,-126.426155,,1.0,9638,47.014634146341464,-1.0,8.64355,26942.361,494.85684,39.336607694625854,0.01,131.42615,0.01,,494.85684,-1.0,-1.0089017,,81,8.071249,0.01,11,1.0,-494.85684
,,206,0.01,3.494083e-08,2533.8074,5.4129734,,206,-110.352135,2423.4553,103.000046,-101.35364,-126.30444,,1.0000001,9663,46.907766990291265,1.0,8.046008,27048.715,494.85684,39.56215023994446,0.01,131.30444,0.01,1.0,494.85684,1.0,1.9843696,,81,8.070221,0.01,11,-1.0,-494.85684
,,207,0.01,3.4604053e-08,2534.522,5.4081306,,207,-110.50053,2424.0215,103.50001,-106.36621,-126.208115,,0.9999999,9681,46.768115942028984,1.0,9.723043,27160.08,494.85684,39.79808759689331,0.01,131.20811,0.01,1.0,494.85684,1.0,2.992282,,81,8.077304,0.01,11,,-494.85684
,,208,0.01,3.427212e-08,2535.2332,5.4033113,,208,-110.51934,2424.7139,104.000015,-109.43173,-126.12746,,1.0000001,9696,46.61538461538461,-1.0,9.729624,27274.512,494.85684,40.029743909835815,0.01,131.12746,0.01,-1.0,494.85684,-1.0,-1.9928508,,81,8.084351,0.01,11,1.0,-494.85684
,,209,0.01,3.3944943e-08,2535.9402,5.398515,,209,-110.61024,2425.3298,104.5,-107.00175,-126.03595,,1.0,9737,46.588516746411486,,9.369584,27386.514,494.85684,40.26849102973938,0.01,131.03595,0.01,,494.85684,,1.0220908,,81,8.089606,0.01,11,1.0,-494.85684
,,210,0.01,3.3622424e-08,2536.644,5.393742,,210,-111.26456,2425.3794,104.999985,-110.58617,-125.96239,,0.9999999,9755,46.45238095238095,1.0,6.5631332,27502.102,494.85684,40.49314045906067,0.01,130.96239,0.01,1.0,494.85684,,1.0004566,,81,8.0814495,0.01,11,-1.0,-494.85684
,,211,0.01,3.330448e-08,2537.3442,5.3889914,,211,-111.60212,2425.7422,105.500046,-114.350624,-125.90735,,1.0000002,9774,46.322274881516584,1.0,9.880297,27621.451,494.85684,40.717429399490356,0.01,130.90735,0.01,,494.85684,1.0,1.0152129,,81,8.089089,0.01,11,-1.0,-494.85684
,,212,0.01,3.2991036e-08,2538.0408,5.384263,,212,-111.81418,2426.2266,106.000015,-105.32912,-125.81029,,1.0000001,9791,46.18396226415094,1.0,8.696317,27731.781,494.85684,40.94340491294861,0.01,130.81029,0.01,1.0,494.85684,,2.958898,,81,8.091073,0.01,11,1.0,-494.85684
,,213,0.01,3.2681985e-08,2538.7341,5.379557,,213,-111.909935,2426.8242,106.50002,-112.611565,-125.74832,,1.0000002,9808,46.04694835680751,,7.901745,27849.393,494.85684,41.16820740699768,0.01,130.74832,0.01,1.0,494.85684,1.0,1.0573462,,81,8.089308,0.01,11,-1.0,-494.85684
,,214,0.01,3.2377258e-08,2539.4238,5.3748736,,214,-112.17763,2427.246,106.999985,-111.09915,-125.67987,,0.9999999,9824,45.90654205607477,-1.0,4.343788,27965.492,494.85684,41.39061498641968,0.01,130.67987,0.01,,494.85684,,-2.033933,,81,8.070933,0.01,11,-1.0,-494.85684
,,215,0.01,3.2076777e-08,2540.11,5.3702116,,215,-112.28291,2427.8271,107.50004,-112.69597,-125.61948,,1.0000004,9840,45.76744186046512,1.0,8.159232,28083.188,494.85684,41.63136100769043,0.01,130.61948,0.01,1.0,494.85684,1.0,4.0192914,,81,8.070475,0.01,11,1.0,-494.85684
,,216,0.01,3.1780456e-08,2540.7932,5.365571,,216,-112.520454,2428.2727,108.00001,-112.3068,-125.55783,,0.9999999,9864,45.666666666666664,,8.566117,28200.492,494.85684,41.872021436691284,0.01,130.55783,0.01,,494.85684,1.0,-0.018179078,,81,8.071905,0.01,11,-1.0,-494.85684
,,217,0.01,3.1488224e-08,2541.473,5.360952,,217,-113.09767,2428.3752,108.50003,-105.617386,-125.46594,,1.0,9878,45.52073732718894,-1.0,5.185357,28311.11,494.85684,42.093772888183594,0.01,130.46594,0.01,,494.85684,1.0,1.015111,,81,8.057742,0.01,11,1.0,-494.85684
,,218,0.01,3.1200006e-08,2542.1494,5.356354,,218,-113.27772,2428.8716,109.00002,-110.77912,-125.39858,,1.0000002,9895,45.38990825688074,1.0,7.9106255,28426.89,494.85684,42.321354389190674,0.01,130.39859,0.01,,494.85684,,1.9718366,,81,8.05621,0.01,11,1.0,-494.85684
,,219,0.01,3.0915725e-08,2542.8225,5.3517776,,219,-113.86649,2428.956,109.50002,-111.92581,-125.33706,,1.0000002,9912,45.26027397260274,,7.4331503,28543.816,494.85684,42.559128761291504,0.01,130.33707,0.01,1.0,494.85684,-1.0,0.97697985,,81,8.052512,0.01,11,1.0,-494.85684
,,220,0.01,3.063531e-08,2543.4922,5.347222,,220,-114.21885,2429.2734,110.000015,-117.294075,-125.3005,,1.0000001,9939,45.17727272727273,,9.392435,28666.11,494.85684,42.795194149017334,0.01,130.3005,0.01,-1.0,494.85684,,-0.033283517,,81,8.057754,0.01,11,1.0,-494.85684
,,221,0.01,3.0358695e-08,2544.1587,5.3426867,,221,-114.616585,2429.542,110.500015,-101.083,-125.19091,,1.0000001,9963,45.081447963800905,1.0,8.525632,28772.191,494.85684,43.032182693481445,0.01,130.19092,0.01,,494.85684,1.0,1.9928222,,81,8.059026,0.01,11,,-494.85684
,,222,0.01,3.0085808e-08,2544.8223,5.338172,,222,-114.666245,2430.156,110.99996,-123.5325,-125.18346,,0.99999964,9991,45.0045045045045,1.0,8.074467,28900.727,494.85684,43.27189803123474,0.01,130.18346,0.01,-1.0,494.85684,,0.9846131,,81,8.058254,0.01,11,1.0,-494.85684
,,223,0.01,2.9816583e-08,2545.4824,5.333678,,223,-114.92538,2430.5571,111.49999,-119.79803,-125.159294,,0.99999994,10022,44.94170403587444,1.0,6.955248,29025.523,494.85684,43.508617639541626,0.01,130.1593,0.01,1.0,494.85684,-1.0,-0.021870613,,81,8.05247,0.01,11,-1.0,-494.85684
,,224,0.01,2.9550957e-08,2546.1396,5.3292036,,224,-115.02267,2431.117,112.00004,-124.88599,-125.15808,,1.0000001,10052,44.875,1.0,8.804838,29155.41,494.85684,43.75129580497742,0.01,130.15808,0.01,,494.85684,-1.0,-1.014455,,81,8.054995,0.01,11,-1.0,-494.85684
,,225,0.01,2.928887e-08,2546.794,5.324749,,225,-115.85762,2430.9363,112.500015,-122.56144,-125.146545,,0.9999999,10083,44.81333333333333,1.0,9.959031,29282.973,494.85684,43.99773359298706,0.01,130.14655,0.01,-1.0,494.85684,1.0,0.9651149,,81,8.062627,0.01,11,,-494.85684
,,226,0.01,2.9030252e-08,2547.445,5.3203144,,226,-118.9682,2428.4768,112.999954,-115.870125,-125.10549,,0.9999996,10103,44.703539823008846,,7.55598,29403.842,494.85684,44.22852826118469,0.01,130.1055,0.01,,494.85684,-1.0,0.017356887,,81,8.059559,0.01,11,1.0,-494.85684
,,227,0.01,2.8775041e-08,2548.093,5.3158994,,227,-119.44008,2428.6528,113.500015,-120.67802,-125.08599,,1.0000001,10134,44.6431718061674,1.0,8.089787,29529.52,494.85684,44.48598790168762,0.01,130.086,0.01,-1.0,494.85684,-1.0,-2.0021033,,81,8.058868,0.01,11,-1.0,-494.85684
,,228,0.01,2.8523182e-08,2548.7378,5.311504,,228,-119.75835,2428.9795,114.0,-127.69794,-125.09744,,1.0,10165,44.583333333333336,,9.106441,29662.217,494.85684,44.739686250686646,0.01,130.09744,0.01,-1.0,494.85684,-1.0,-2.9998293,,81,8.062643,0.01,11,-1.0,-494.85684
,,229,0.01,2.8274613e-08,2549.38,5.3071275,,229,-120.40041,2428.9795,114.5,-125.28385,-125.09825,,1.0,10215,44.60698689956332,1.0,9.326635,29792.5,494.85684,45.0026912689209,0.01,130.09825,0.01,1.0,494.85684,,2.0268452,,81,8.067346,0.01,11,,-494.85684
,,230,0.01,2.802928e-08,2550.019,5.30277,,230,-124.009476,2426.0095,115.00001,-114.22031,-125.050964,,1.0000001,10233,44.49130434782609,1.0,6.988537,29911.723,494.85684,45.24890732765198,0.01,130.05096,0.01,,494.85684,-1.0,0.997317,,81,8.061843,0.01,11,1.0,-494.85684
,,231,0.01,2.7787129e-08,2550.655,5.298432,,231,-125.508286,2425.1467,115.49999,-129.25974,-125.069176,,0.99999994,10270,44.45887445887446,1.0,10.026388,30045.98,494.85684,45.49641990661621,0.01,130.06918,0.01,1.0,494.85684,-1.0,1.9860744,,81,8.069538,0.01,11,1.0,-494.85684
,,232,0.01,2.7548104e-08,2551.288,5.294112,,232,-126.72549,2424.5625,116.000046,-115.11936,-125.0263,,1.0000001,10289,44.349137931034484,1.0,7.90906,30166.102,494.85684,45.73083448410034,0.01,130.0263,0.01,,494.85684,,0.97811735,,81,8.068041,0.01,11,,-494.85684
,,233,0.01,2.7312147e-08,2551.9185,5.289811,,233,-128.44614,2423.4724,116.500046,-139.80904,-125.089745,,1.0000001,10330,44.33476394849785,1.0,9.0756855,30310.91,494.85684,45.98414182662964,0.01,130.08975,0.01,-1.0,494.85684,-1.0,0.007827878,,81,8.071563,0.01,11,1.0,-494.85684
,,234,0.01,2.7079208e-08,2552.546,5.285528,,234,-145.4427,2407.1033,117.00002,-109.904274,-125.02485,,1.0,10347,44.217948717948715,1.0,9.342873,30425.814,494.85684,46.22003483772278,0.01,130.02484,0.01,-1.0,494.85684,,-0.0001372695,,81,8.076198,0.01,11,,-494.85684
,,235,0.01,2.6849236e-08,2553.1704,5.281264,,235,-146.85223,2406.318,117.500015,-139.89777,-125.088135,,1.0000001,10397,44.242553191489364,1.0,9.238144,30570.71,494.85684,46.475186347961426,0.01,130.08813,0.01,1.0,494.85684,-1.0,1.0173674,,81,8.080347,0.01,11,,-494.85684
,,236,0.01,2.6622182e-08,2553.7925,5.2770176,,236,-147.6839,2406.1086,118.000015,-118.077324,-125.058426,,1.0000001,10419,44.148305084745765,,9.535376,30693.79,494.85684,46.71171236038208,0.01,130.05843,0.01,-1.0,494.85684,-1.0,-1.0015291,,81,8.08572,0.01,11,1.0,-494.85684
,,237,0.01,2.6397995e-08,2554.4114,5.2727895,,237,-154.34207,2400.0693,118.499985,-153.60606,-125.17888,,0.9999999,10477,44.20675105485232,,9.805317,30852.395,494.85684,46.97017240524292,0.01,130.17888,0.01,1.0,494.85684,-1.0,0.008532796,,81,8.092187,0.01,11,,-494.85684
,,238,0.01,2.6176627e-08,2555.0276,5.268579,,238,-169.42213,2385.6055,118.99998,-127.10974,-125.18699,,0.9999998,10507,44.14705882352941,,9.603645,30984.504,494.85684,47.212870836257935,0.01,130.18698,0.01,-1.0,494.85684,,-0.96977425,,81,8.097753,0.01,11,,-494.85684
,,239,0.01,2.5958036e-08,2555.6414,5.2643857,,239,-173.69637,2381.945,119.50003,-319.2465,-125.99896,,1.0,11007,46.05439330543933,,7.9836597,31308.752,494.85684,47.82219457626343,0.01,130.99896,0.01,,494.85684,,-0.012828833,,81,8.096493,0.01,11,,-494.85684
,,240,0.01,2.5742173e-08,2556.2522,5.2602105,,240,-443.2953,2112.957,120.00001,-133.88966,-126.03184,,1.0000001,11053,46.05416666666667,1.0,8.422091,31447.64,494.85684,48.111032485961914,0.01,131.03183,0.01,-1.0,494.85684,-1.0,-1.0107046,,81,8.09707,0.01,11,,-494.85684
,,241,0.01,2.5528987e-08,2556.86,5.2560525,,241,-480.60864,2076.2515,120.50001,-342.15836,-126.928635,,1.0000001,11553,47.93775933609958,,7.2275934,31794.8,494.85684,48.71272277832031,0.01,131.92863,0.01,-1.0,494.85684,-1.0,-2.0259736,,81,8.092687,0.01,11,,-494.85684
,,242,0.01,2.5318437e-08,2557.4658,5.2519116,,242,-486.00128,2071.4646,121.000015,-465.84564,-128.32912,,1.0000001,12053,49.80578512396694,,9.286685,32265.645,494.85684,49.3253116607666,0.01,133.32912,0.01,,494.85684,-1.0,-1.0583215,,81,8.096848,0.01,11,,-494.85684
,,243,0.01,2.5110484e-08,2558.0686,5.247788,,243,-493.19348,2064.875,121.500015,-465.27643,-129.71573,,1.0000001,12553,51.65843621399177,1.0,4.1625557,32735.922,494.85684,49.914106369018555,0.01,134.71573,0.01,,494.85684,-1.0,-0.0234105,,81,8.079886,0.01,11,,-494.85684
,,244,0.01,7.946369e-09,inf,5.2436814,,244,,inf,,-497.87772,-131.2246,,,13053,53.49590163934426,-0.33333334,5.7317066,33238.8,497.87772,50.59092617034912,0.01,136.2246,0.01,-1.0,497.87772,-1.0,-3.3396208,,256,8.069497,0.01,11,-1.0,-497.87772
,,245,0.01,7.881633e-09,inf,5.239591,,245,,inf,,-128.82237,-131.21478,,,13092,53.436734693877554,0.33333334,8.858733,33372.62,497.87772,80.26087045669556,0.01,136.21478,0.01,-1.0,497.87772,-1.0,-2.6691482,,256,8.0686455,0.01,11,-1.0,-497.87772
,,246,0.01,7.817685e-09,inf,5.235518,,246,,inf,,-126.75304,-131.19664,,,13141,53.41869918699187,-1.0,8.31507,33504.375,497.87772,81.2043354511261,0.01,136.19664,0.01,-1.0,497.87772,-1.0,-3.3635693,,256,8.06559,0.01,11,-0.33333334,-497.87772
,,247,0.01,7.754513e-09,inf,5.231461,,247,,inf,,-98.41054,-131.0639,,,13194,53.417004048582996,-0.33333334,8.010979,33607.785,497.87772,81.80334639549255,0.01,136.0639,0.01,-1.0,497.87772,-1.0,-2.640389,,256,8.061329,0.01,11,-0.33333334,-497.87772
,,248,0.01,7.692101e-09,inf,5.227421,,248,,inf,,-258.8798,-131.57928,,,13694,55.21774193548387,0.33333334,4.356436,33871.664,497.87772,82.78126287460327,0.01,136.57928,0.01,-1.0,497.87772,-1.0,-1.985113,,256,8.042365,0.01,11,-0.33333334,-497.87772
