BoundMISE,LQGmu1_higher,IWFirstEpisode,ReturnMean,IWLastEpisode,TimeElapsed,DenMISEMeanLog,ReturnMax,Delta,NumTrajectories,Iteration,ReturnAbsMax,TimestepsSoFar,ReturnMin,NumTrainableParams,IWMean,ReturnStepMax,AvgEpLen,LQGmu1_actor,BoundBonus,DenMISELogLast,Bound,IWMax,DenMISELogFirst,Regret/t,GridSize,MinEpLen,LQGsigma_higher,Regret,ReturnLastEpisode,IWMin
13.338505,-0.5263158,3.5048425,6.5316257,3.414247e-07,26.448249101638794,-3.2068,18.194736,3.7526362e-07,90,90,18.194736,1800,,,1.002933,19.984623,20.0,1.8276685,31.264284,-3.1548233,44.60279,4.373451,-2.929232,-1.5316257,20,20,1.5,-137.84631,6.6290975,
0.81443685,7.894737,5.3808144e-05,6.480038,0.0016264288,26.83524179458618,-3.2055497,18.194736,3.670614e-07,91,91,18.194736,1820,,,0.9498509,19.984623,20.0,8.680026,43.579506,-3.082883,44.393944,7.928374,-2.9020782,-1.4800382,20,20,1.5,-134.68347,1.837136,
7.5517607,-5.7894735,0.00038729302,6.4168816,4.7242866e-20,27.179806232452393,-3.2079122,18.194736,3.591252e-07,92,92,18.194736,1840,,,1.0416899,19.984623,20.0,-5.4464383,36.74522,-3.3512824,44.29698,5.7099295,-2.9130065,-1.4168816,20,20,1.5,-130.35309,0.6695938,
6.0786724,-10.0,3.8314626e-11,6.426351,0.053626273,27.471161603927612,-3.205486,18.194736,3.514436e-07,93,93,18.194736,1860,,,0.9451488,19.984623,20.0,-7.398019,37.832012,-3.006448,43.910683,9.313433,-2.9238133,-1.4263511,20,20,1.5,-132.65063,7.297568,
10.3967705,-2.631579,0.40620387,6.4308314,0.036918703,27.77854609489441,-3.2049677,18.194736,3.440058e-07,94,94,18.194736,1880,,,0.8980782,19.984623,20.0,-1.905266,33.18858,-3.0740223,43.58535,4.64547,-2.9345086,-1.4308314,20,20,1.5,-134.49817,6.847562,
3.381277,2.631579,2.2540586,6.5458612,0.045177944,28.083231449127197,-3.2018855,18.194736,3.368017e-07,95,95,18.194736,1900,,,1.0619814,19.984623,20.0,1.5931927,40.116634,-2.8012497,43.49791,6.8424363,-2.9407787,-1.5458612,20,20,1.5,-146.85681,17.35861,
1.2100216,5.7894735,0.016817436,6.5004354,0.11214188,28.395208597183228,-3.1998618,18.194736,3.2982157e-07,96,96,18.194736,1920,,,1.0969669,19.984623,20.0,7.385048,42.20996,-3.049474,43.419983,7.718191,-2.9278002,-1.5004354,20,20,1.5,-144.04181,2.1849666,
12.796957,-1.5789474,1.5356748,6.4427176,1.3187622e-07,28.704856872558594,-3.2005608,18.194736,3.2305616e-07,97,97,18.194736,1940,,,0.9339689,19.984623,20.0,-0.9580185,30.633482,-3.3392682,43.43044,4.38793,-2.9379878,-1.4427176,20,20,1.5,-139.9436,0.9017538,
0.6108577,10.0,2.5400748e-08,6.5625772,1.09648315e-11,29.022430181503296,-3.1969612,18.194736,3.164968e-07,98,98,18.194736,1960,,,1.0740552,19.984623,20.0,8.937929,42.57895,-2.77211,43.189808,13.568597,-2.9325366,-1.5625772,20,20,1.5,-153.13257,18.189053,
13.366219,-0.5263158,3.5523262,6.502741,1.75178e-08,29.486859560012817,-3.1983962,18.194736,3.1013525e-07,99,99,18.194736,1980,,,1.0179145,19.984623,20.0,0.5131099,29.795977,-3.369226,43.162193,4.366019,-2.942689,-1.5027409,20,20,1.5,-148.77136,0.63879573,
7.7147756,-5.7894735,0.00038903177,6.538807,0.00069740345,29.846935749053955,-3.1951869,18.194736,3.0396353e-07,100,100,18.194736,2000,,,1.0640907,19.984623,20.0,-7.5925827,35.374317,-2.8834937,43.089092,5.792532,-2.917486,-1.5388069,20,20,1.5,-153.88068,10.109277,
6.435403,-7.894737,3.2912934e-07,6.5413203,5.906088,30.184632062911987,-3.1939843,18.194736,2.9797425e-07,101,101,18.194736,2020,,,0.9484416,19.984623,20.0,-10.021005,36.5871,-3.1206756,43.022503,6.1169443,-2.9274325,-1.5413203,20,20,1.5,-155.67334,6.7926598,
6.6631536,1.5789474,4.274573,6.535592,7.5834456e-13,30.516502857208252,-3.1958582,18.194736,2.9216025e-07,102,102,18.194736,2040,,,1.0620164,19.984623,20.0,3.985156,35.93275,-3.3187366,42.595905,5.9331694,-2.9372847,-1.5355921,20,20,1.5,-156.63037,5.957036,
6.0952516,-10.0,3.7637747e-11,6.4848194,9.723796e-19,30.923187017440796,-3.196544,18.194736,2.8651482e-07,103,103,18.194736,2060,,,0.95133305,19.984623,20.0,-9.802419,36.17757,-3.313107,42.272823,9.298389,-2.9059877,-1.4848194,20,20,1.5,-152.9364,1.3060906,
8.633478,-3.6842105,0.06466022,6.4859853,0.0016236687,31.255443811416626,-3.1974742,18.194736,2.810314e-07,104,104,18.194736,2080,,,0.93144006,19.984623,20.0,-5.5555563,33.37085,-3.2196639,42.004326,5.169377,-2.9156497,-1.4859853,20,20,1.5,-154.54248,6.6060514,
12.908782,-0.5263158,3.4886374,6.4943604,0.019819383,31.545103788375854,-3.1965752,18.194736,2.7570388e-07,105,105,18.194736,2100,,,0.9902919,19.984623,20.0,-2.5597339,28.952026,-3.0240335,41.86081,4.3240123,-2.9245975,-1.4943604,20,20,1.5,-156.90784,7.365341,
0.86430544,7.894737,5.3771208e-05,6.5154204,1.2851803e-10,31.878852605819702,-3.1933799,18.194736,2.705265e-07,106,106,18.194736,2120,,,1.0326655,19.984623,20.0,6.849603,40.839417,-2.837439,41.70372,8.004266,-2.9013913,-1.5154204,20,20,1.5,-160.63458,8.726734,
1.4154971,4.736842,0.1378574,6.463675,2.8357966,32.21801424026489,-3.1948276,18.194736,2.6549353e-07,107,107,18.194736,2140,,,1.1068707,19.984623,20.0,2.813044,40.10631,-3.3586729,41.52181,7.734153,-2.9107804,-1.463675,20,20,1.5,-156.61322,0.97864896,
7.6491547,-5.7894735,0.0003895415,6.4167457,4.80806e-07,32.50533747673035,-3.1942916,18.194736,2.6059973e-07,108,108,18.194736,2160,,,1.0547115,19.984623,20.0,-6.1018677,33.81587,-3.2217803,41.465023,5.6746817,-2.9187953,-1.4167457,20,20,1.5,-153.00854,1.3953389,
6.457151,-7.894737,3.2931865e-07,6.4243345,2.6951122,32.839946031570435,-3.1924248,18.194736,2.5584006e-07,109,109,18.194736,2180,,,0.95235,19.984623,20.0,-8.995346,34.859814,-3.03015,41.316963,5.9637413,-2.9280083,-1.4243345,20,20,1.5,-155.25244,7.2438912,
12.36762,-1.5789474,1.5343745,6.418274,2.9809175e-05,33.158602237701416,-3.192376,18.194736,2.5120954e-07,110,110,18.194736,2200,,,0.911163,19.984623,20.0,-2.5527236,28.837082,-3.1265912,41.204704,4.36261,-2.9371407,-1.4182739,20,20,1.5,-156.01013,5.7576356,
6.219943,-10.0,3.8642686e-11,6.4405856,2.0307067e-05,33.51554322242737,-3.1901186,18.194736,2.4670365e-07,111,111,18.194736,2220,,,0.9730362,19.984623,20.0,-9.911482,34.697174,-2.8447342,40.917118,9.121691,-2.9323382,-1.4405856,20,20,1.5,-159.90503,8.894859,
0.5843092,10.0,2.5624491e-08,6.4325995,3.660178e-38,33.88365602493286,-3.1908984,18.194736,2.4231784e-07,112,112,18.194736,2240,,,1.0126334,19.984623,20.0,9.575541,40.29436,-3.2274826,40.87867,13.598106,-2.9413068,-1.4325995,20,20,1.5,-160.45117,5.546209,
8.715162,-3.6842105,0.06693301,6.3806148,8.980811e-17,34.223525524139404,-3.193365,18.194736,2.3804806e-07,113,113,18.194736,2260,,,0.950212,19.984623,20.0,-3.098229,32.075855,-3.4468796,40.791016,5.13789,-2.9501958,-1.3806148,20,20,1.5,-156.00946,0.55827963,
6.1774,1.5789474,4.365854,6.3920193,0.03676684,34.59140634536743,-3.1911602,18.194736,2.3389008e-07,114,114,18.194736,2280,,,1.0375276,19.984623,20.0,-1.5955335,34.532658,-2.8825734,40.710056,6.089233,-2.9584143,-1.3920193,20,20,1.5,-158.69019,7.680705,
12.869321,-1.5789474,1.5227962,6.4943466,4.3324556,35.0018093585968,-3.1874714,18.194736,2.2984011e-07,115,115,18.194736,2300,,,0.95712453,19.984623,20.0,-3.3668818,28.0602,-2.7905993,40.92952,4.3324556,-2.9295661,-1.4943466,20,20,1.5,-171.84985,18.15972,
10.967393,-2.631579,0.40238765,6.505672,4.283081,35.34081315994263,-3.18543,18.194736,2.2589445e-07,116,116,18.194736,2320,,,0.9565746,19.984623,20.0,-1.99043,29.30211,-2.8992252,40.269505,4.4916196,-2.9250693,-1.505672,20,20,1.5,-174.65796,7.808099,
1.8257735,3.6842105,0.7162248,6.6023335,0.0032705865,35.64953255653381,-3.1822162,18.194736,2.2204951e-07,117,117,18.194736,2340,,,1.0510027,19.984623,20.0,4.5451193,38.39198,-2.757517,40.217754,7.4963355,-2.9301903,-1.6023335,20,20,1.5,-187.47302,17.815022,
1.0476629,6.8421054,0.0012385366,6.5571156,2.312798,35.982426404953,-3.183241,18.194736,2.1830189e-07,118,118,18.194736,2360,,,1.0803814,19.984623,20.0,5.948962,39.173416,-3.3353384,40.22108,8.090927,-2.9325979,-1.5571156,20,20,1.5,-183.73962,1.26665,
8.167451,-4.736842,0.006574598,6.511203,7.2415254e-11,36.34523248672485,-3.1841574,18.194736,2.1464834e-07,119,119,18.194736,2380,,,1.0396293,19.984623,20.0,-0.07733059,31.856308,-3.350556,40.023758,5.385314,-2.9410264,-1.5112028,20,20,1.5,-179.83313,1.0934887,
13.184137,-0.5263158,3.5760295,6.608485,4.349137,36.648197412490845,-3.1810594,18.194736,2.1108582e-07,120,120,18.194736,2400,,,1.0023369,19.984623,20.0,0.6035979,27.378838,-2.8391783,40.562973,4.364152,-2.9493394,-1.6084852,20,20,1.5,-193.01825,18.18512,
10.351082,0.5263158,4.926652,6.624807,4.865092,37.1388783454895,-3.1788588,18.194736,2.076112e-07,121,121,18.194736,2420,,,1.0196522,19.984623,20.0,1.7598922,29.587118,-2.9078164,39.9382,4.953932,-2.9282734,-1.6248069,20,20,1.5,-196.60162,8.583373,
6.317685,-7.894737,3.1913456e-07,6.5879536,5.802266e-09,38.0039803981781,-3.1779184,18.194736,2.0422168e-07,122,122,18.194736,2440,,,0.9420704,19.984623,20.0,-6.442147,33.61799,-3.0731292,39.935673,6.163637,-2.8965948,-1.5879536,20,20,1.5,-193.73035,2.128705,
6.064592,-10.0,3.7591475e-11,6.5933194,0.34194052,38.77814197540283,-3.1775613,18.194736,2.009145e-07,123,123,18.194736,2460,,,0.95598257,19.984623,20.0,-11.496487,33.469913,-3.0642455,39.534504,9.27649,-2.904758,-1.5933194,20,20,1.5,-195.97827,7.247962,
12.860677,-1.5789474,1.4975605,6.5929084,4.5959974e-09,39.590412855148315,-3.1845846,18.194736,1.97687e-07,124,124,18.194736,2480,,,0.95710903,19.984623,20.0,-3.517815,26.63366,-3.983562,39.494335,4.190763,-2.9128554,-1.5929084,20,20,1.5,-197.52063,6.542352,
7.472454,-5.7894735,0.00038569907,6.6002445,1.5346671,40.01743793487549,-3.1827075,18.194736,1.9453667e-07,125,125,18.194736,2500,,,1.0268323,19.984623,20.0,-6.8864126,31.802214,-2.8994799,39.274666,5.6447806,-2.9088826,-1.6002445,20,20,1.5,-200.03058,7.5099516,
0.57317626,10.0,2.5005324e-08,6.603076,1.713715e-27,40.56934571266174,-3.1816225,18.194736,1.9146103e-07,126,126,18.194736,2520,,,0.99224365,19.984623,20.0,10.872302,38.598053,-3.0601592,39.17123,13.640461,-2.9168477,-1.603076,20,20,1.5,-201.98755,6.956927,
1.221679,5.7894735,0.016766263,6.5549827,0.041434973,41.182311058044434,-3.1874433,18.194736,1.8845779e-07,127,127,18.194736,2540,,,1.1071519,19.984623,20.0,4.2160277,37.772823,-3.8819175,38.994503,8.034979,-2.924753,-1.5549827,20,20,1.5,-197.48279,0.4952345,
10.874828,-2.631579,0.40537426,6.513619,0.00022565582,41.645437240600586,-3.1880186,18.194736,1.8552461e-07,128,128,18.194736,2560,,,0.9409107,19.984623,20.0,-4.89624,28.03854,-3.347841,38.91337,4.4839125,-2.9324641,-1.513619,20,20,1.5,-193.74323,1.260484,
6.965627,-6.8421054,1.4687983e-05,6.519421,2.2865443,42.11712431907654,-3.1870222,18.194736,1.826594e-07,129,129,18.194736,2580,,,0.99449277,19.984623,20.0,-6.871981,31.703688,-2.9928656,38.669315,5.8010807,-2.9370842,-1.5194211,20,20,1.5,-196.00531,7.262107,
3.2898307,2.631579,2.2631555,6.524254,1.0744424e-08,42.44833445549011,-3.1860664,18.194736,1.798601e-07,130,130,18.194736,2600,,,1.061098,19.984623,20.0,3.7156897,35.390873,-3.046112,38.680702,7.0285406,-2.9448063,-1.5242538,20,20,1.5,-198.15302,7.1476912,
6.193243,-10.0,3.875377e-11,6.484508,5.1029574e-18,42.88274669647217,-3.1866777,18.194736,1.7712463e-07,131,131,18.194736,2620,,,0.9730949,19.984623,20.0,-11.645197,32.447052,-3.3121686,38.640297,9.177868,-2.93521,-1.484508,20,20,1.5,-194.47058,1.3175293,
9.729123,0.5263158,4.9988146,6.4810724,8.0169093e-14,43.41884708404541,-3.193887,18.194736,1.7445107e-07,132,132,18.194736,2640,,,0.9897509,19.984623,20.0,0.5052492,28.728844,-4.0910363,38.457966,5.0230403,-2.9428146,-1.4810724,20,20,1.5,-195.50159,6.031081,
8.110049,-4.736842,0.006394118,6.5066423,0.010550965,43.89954876899719,-3.1916716,18.194736,1.718376e-07,133,133,18.194736,2660,,,1.0401117,19.984623,20.0,-7.2494917,30.249256,-2.8794255,38.359306,5.3419995,-2.9131916,-1.5066423,20,20,1.5,-200.38342,9.881837,
0.80938596,7.894737,5.481596e-05,6.5115967,4.211604e-22,44.4495894908905,-3.1905591,18.194736,1.6928244e-07,134,134,18.194736,2680,,,0.9661515,19.984623,20.0,8.707157,37.500927,-3.0715184,38.310314,8.238573,-2.920634,-1.5115967,20,20,1.5,-202.55396,7.170482,
6.551531,-7.894737,3.2933846e-07,6.468691,2.0293434e-26,44.906229972839355,-3.1925886,18.194736,1.6678383e-07,135,135,18.194736,2700,,,0.96870726,19.984623,20.0,-8.891926,31.579752,-3.414433,38.131283,5.921489,-2.9280686,-1.4686909,20,20,1.5,-198.27325,0.7193164,
12.216882,-0.5263158,3.5266993,6.464858,1.0530642e-06,45.345043420791626,-3.192307,18.194736,1.6434014e-07,136,136,18.194736,2720,,,0.960841,19.984623,20.0,-0.2760688,25.805443,-3.1124713,38.022324,4.3186307,-2.9354486,-1.464858,20,20,1.5,-199.2207,5.947399,
1.9348004,3.6842105,0.70696235,6.5504713,0.13203625,45.75718688964844,-3.1896756,18.194736,1.6194979e-07,137,137,18.194736,2740,,,1.103919,19.984623,20.0,4.1257944,35.855705,-2.785017,37.790504,7.571395,-2.9171736,-1.5504713,20,20,1.5,-212.41455,18.193924,
6.4144397,-10.0,3.8142108e-11,6.512405,4.0959776e-19,46.13844871520996,-3.190047,18.194736,1.5961119e-07,138,138,18.194736,2760,,,1.012362,19.984623,20.0,-9.191639,31.379965,-3.327084,37.794403,9.064107,-2.9192994,-1.5124049,20,20,1.5,-208.71185,1.2972734,
12.308644,-1.5789474,1.5181639,6.5080094,1.5417614e-05,46.48728585243225,-3.189618,18.194736,1.5732289e-07,139,139,18.194736,2780,,,0.9201525,19.984623,20.0,0.4608246,25.489737,-3.122864,37.79838,4.2540083,-2.9265196,-1.5080094,20,20,1.5,-209.61328,5.9014153,
10.172346,0.5263158,4.899884,6.5341134,4.7298617,46.88138484954834,-3.1880176,18.194736,1.5508344e-07,140,140,18.194736,2800,,,1.0166162,19.984623,20.0,1.6224374,27.589958,-2.8792527,37.762306,4.929007,-2.9228253,-1.5341134,20,20,1.5,-214.77588,10.162672,
0.5871626,10.0,2.4478219e-08,6.5028095,9.483649e-07,47.27735471725464,-3.1870027,18.194736,1.5289147e-07,141,141,18.194736,2820,,,1.0186667,19.984623,20.0,8.440577,36.924572,-3.052219,37.511734,13.754579,-2.8955421,-1.5028095,20,20,1.5,-211.89612,2.1201692,
8.504673,-3.6842105,0.06382251,6.462135,5.265757e-14,47.61418342590332,-3.1887078,18.194736,1.5074565e-07,142,142,18.194736,2840,,,0.92813027,19.984623,20.0,-1.0704334,28.890652,-3.4184306,37.395325,5.0647626,-2.9026093,-1.4621348,20,20,1.5,-207.62317,0.727047,
12.632024,-0.5263158,3.4352555,6.5441713,3.8542223,47.93609690666199,-3.186121,18.194736,1.4864469e-07,143,143,18.194736,2860,,,0.98881626,19.984623,20.0,0.070154786,24.748568,-2.7393649,37.380592,4.2152452,-2.9091775,-1.5441713,20,20,1.5,-220.81653,18.193367,
7.0173626,-6.8421054,1.4046213e-05,6.623219,0.00010621579,48.28698396682739,-3.1835132,18.194736,1.4658735e-07,144,144,18.194736,2880,,,1.0042608,19.984623,20.0,-5.549206,30.24372,-2.791997,37.26108,5.822804,-2.8924074,-1.623219,20,20,1.5,-233.74353,17.926985,
1.2069832,5.7894735,0.016345356,6.6265206,2.1338025e-12,48.61612153053284,-3.1824384,18.194736,1.4457244e-07,145,145,18.194736,2900,,,1.0871103,19.984623,20.0,5.7008734,36.033447,-3.0214303,37.24043,8.202443,-2.8993278,-1.6265206,20,20,1.5,-235.84546,7.101963,
10.501886,0.5263158,4.818555,6.588871,0.02040514,48.94678020477295,-3.1833305,18.194736,1.4259878e-07,146,146,18.194736,2920,,,1.0414551,19.984623,20.0,-0.09976822,26.651695,-3.3826678,37.15358,4.8514624,-2.9060879,-1.588871,20,20,1.5,-231.97516,1.1296511,
13.072777,-0.5263158,3.33795,6.667783,4.060524,49.30451679229736,-3.180273,18.194736,1.4066525e-07,147,147,18.194736,2940,,,1.0014379,19.984623,20.0,-1.0666734,24.056444,-2.7661474,37.12922,4.1057243,-2.880443,-1.6677828,20,20,1.5,-245.16406,18.188936,
12.707128,-1.5789474,1.4272528,6.7456284,3.754859,49.657803773880005,-3.1771064,18.194736,1.387708e-07,148,148,18.194736,2960,,,0.93181485,19.984623,20.0,-3.4211278,24.30873,-2.705771,37.015858,4.0764346,-2.8647695,-1.7456284,20,20,1.5,-258.35303,18.188908,
6.284006,-10.0,3.6014615e-11,6.7515645,0.00032378064,50.044925928115845,-3.1757903,18.194736,1.3691435e-07,149,149,18.194736,2980,,,0.99422073,19.984623,20.0,-9.45865,30.585037,-2.907083,36.86904,9.177295,-2.8619063,-1.7515645,20,20,1.5,-260.9831,7.63008,
7.5032635,-5.7894735,0.00037046906,6.74776,0.3203108,50.40507650375366,-3.1759636,18.194736,1.3509491e-07,150,150,18.194736,3000,,,1.0350246,19.984623,20.0,-6.0299625,29.342764,-3.1776853,36.846027,5.671542,-2.8685951,-1.7477598,20,20,1.5,-262.16394,6.180834,
0.82895434,7.894737,5.238313e-05,6.7503357,1.0718886e-18,50.72887945175171,-3.1748738,18.194736,1.333115e-07,151,151,18.194736,3020,,,0.99593836,19.984623,20.0,5.8453445,35.799282,-3.0355744,36.628235,8.369578,-2.8752372,-1.7503357,20,20,1.5,-264.30066,7.136746,
8.536035,-3.6842105,0.062510476,6.713256,1.3767934e-08,51.04562830924988,-3.1765113,18.194736,1.3156317e-07,152,152,18.194736,3040,,,0.93099093,19.984623,20.0,-4.66922,28.061981,-3.404016,36.598015,5.0448823,-2.8818376,-1.7132559,20,20,1.5,-260.41492,1.114218,
3.422503,2.631579,2.1381426,6.7152476,3.7669786e-05,51.38742423057556,-3.1757402,18.194736,1.29849e-07,153,153,18.194736,3060,,,1.0501928,19.984623,20.0,1.6307691,33.120487,-2.9825666,36.54299,7.051855,-2.8879838,-1.7152476,20,20,1.5,-262.43286,7.018006,
6.542678,-7.894737,3.1407717e-07,6.686484,9.8325765e-09,51.75960683822632,-3.174679,18.194736,1.2816815e-07,154,154,18.194736,3080,,,0.9752661,19.984623,20.0,-8.633044,29.979513,-3.05023,36.52219,5.9837093,-2.8806205,-1.6864839,20,20,1.5,-259.7185,2.2856762,
12.899878,-0.5263158,3.3602211,6.6861563,2.7088538e-06,52.15212821960449,-3.1744797,18.194736,1.265197e-07,155,155,18.194736,3100,,,0.9927776,19.984623,20.0,-2.6137972,23.451582,-3.1096513,36.35146,4.10793,-2.887093,-1.6861563,20,20,1.5,-261.35425,6.6357307,
10.380722,-2.631579,0.38161924,6.698591,4.460409,52.4879834651947,-3.1722953,18.194736,1.2490284e-07,156,156,18.194736,3120,,,0.9070722,19.984623,20.0,-0.26114225,25.810556,-2.8197143,36.191277,4.485496,-2.8720767,-1.6985912,20,20,1.5,-264.98022,8.62594,
1.4568994,4.736842,0.13314816,6.771757,0.015862864,52.842684745788574,-3.1701164,18.194736,1.2331678e-07,157,157,18.194736,3140,,,1.1299186,19.984623,20.0,6.8081827,34.62264,-2.7317061,36.079536,8.022856,-2.876023,-1.7717571,20,20,1.5,-278.1659,18.185602,
0.56248975,10.0,2.4137497e-08,6.735044,0.8437054,53.26529002189636,-3.1709733,18.194736,1.2176076e-07,158,158,18.194736,3160,,,0.9631415,19.984623,20.0,13.205563,35.493706,-3.4183846,36.056194,14.025696,-2.8815246,-1.735044,20,20,1.5,-274.13696,0.97110504,
13.020813,-0.5263158,3.3627112,6.695801,8.014038e-17,53.62200689315796,-3.1901894,18.194736,1.2023399e-07,159,159,18.194736,3180,,,0.99784476,19.984623,20.0,-3.16225,23.043802,-6.1648693,36.064613,4.073663,-2.8878338,-1.6958008,20,20,1.5,-269.63232,0.4952345,
7.9329634,-4.736842,0.006143296,6.7028,2.7074866,53.96314191818237,-3.1882522,18.194736,1.18735755e-07,160,160,18.194736,3200,,,1.0247276,19.984623,20.0,-4.8075037,28.13096,-2.871389,36.063923,5.4284973,-2.873175,-1.7027998,20,20,1.5,-272.448,7.8157887,
