InvPendulum_std3_higher,InvPendulum_mu3_higher,GridSize,InvPendulum_mu0_higher,IWMin,ActionIn1,InvPendulum_mu2_higher,Regret,ReturnMax,DenMISELogLast,MinEpLen,ReturnAbsMax,InvPendulum_mu1_higher,DenMISELogFirst,IWMean,InvPendulum_std0_higher,ReturnStepMax,ReturnMean,ReturnLastEpisode,BoundBonus,InvPendulum_std2_higher,NumTrainableParams,Iteration,Bound,InvPendulum_std1_higher,AvgEpLen,IWLastEpisode,NumTrajectories,IWFirstEpisode,TimeElapsed,TimestepsSoFar,BoundMISE,ReturnMin,IWMax,Delta,Regret/t,DenMISEMeanLog
0.01,-1.0,81,-1.0,,-1.0030956,1.0,23131.754,,9.765865,11,494.85684,,5.599186,1.0000001,0.01,494.85684,-130.27342,-104.945496,2506.1765,0.01,,171,2400.9863,0.01,51.801169590643276,,171,,31.216981649398804,8858,-105.19008,-494.85684,85.50004,5.070788e-08,135.27342,8.067187
0.01,,81,1.0,,1.9934307,,23241.592,,8.729535,11,494.85684,1.0,5.593355,1.0000004,0.01,494.85684,-130.12553,-104.83653,2507.0464,0.01,,172,2401.8325,0.01,51.627906976744185,,172,,31.42477822303772,8880,-105.21396,-494.85684,86.00003,5.011997e-08,135.12553,8.069956
0.01,-1.0,81,1.0,,-2.046808,-1.0,23353.602,,8.012167,11,494.85684,-1.0,5.587558,0.99999964,0.01,494.85684,-129.99191,-107.009766,2507.911,0.01,,173,2402.6484,0.01,51.40462427745665,,173,,31.628780603408813,8893,-105.26256,-494.85684,86.49997,4.9542216e-08,134.99191,8.068545
0.01,-1.0,81,1.0,,1.0236695,1.0,23460.324,,7.5349874,11,494.85684,,5.5817943,0.99999994,0.01,494.85684,-129.82945,-101.72315,2508.77,0.01,,174,2403.4746,0.01,51.258620689655174,,174,,31.846431493759155,8919,-105.29533,-494.85684,86.99999,4.8974403e-08,134.82945,8.064409
0.01,,81,1.0,,2.9912086,1.0,23574.066,,9.383017,11,494.85684,1.0,5.5760636,0.9999998,0.01,494.85684,-129.70895,-108.74184,2509.624,0.01,,175,2403.8025,0.01,51.05714285714286,,175,,32.05268430709839,8935,-105.82164,-494.85684,87.499985,4.8416293e-08,134.70895,8.070879
0.01,,81,1.0,,-0.019257806,-1.0,23684.291,,10.182759,11,494.85684,,5.5703654,1.0000001,0.01,494.85684,-129.56984,-105.22353,2510.473,0.01,,176,2404.6333,0.01,50.85227272727273,,176,,32.264732837677,8950,-105.83958,-494.85684,88.00001,4.786767e-08,134.56984,8.0818205
0.01,-1.0,81,,,0.02540791,1.0,23795.672,,8.586761,11,494.85684,,5.5646996,1.0000001,0.01,494.85684,-129.43883,-106.38147,2511.317,0.01,,177,2405.409,0.01,50.666666666666664,,177,,32.476431131362915,8968,-105.90795,-494.85684,88.50001,4.7328328e-08,134.43883,8.083622
0.01,,81,,,1.9992787,1.0,23905.898,,8.52353,11,494.85684,1.0,5.559066,0.99999964,0.01,494.85684,-129.3028,-105.227615,2512.1555,0.01,,178,2406.144,0.01,50.46629213483146,,178,,32.684359073638916,8983,-106.011566,-494.85684,88.99997,4.6798043e-08,134.3028,8.085046
0.01,1.0,81,,,0.02182889,-1.0,24026.52,,5.6971908,11,494.85684,,5.5534635,1.0000001,0.01,494.85684,-129.22636,-115.621254,2512.989,0.01,,179,2406.796,0.01,50.29608938547486,,179,,32.894641637802124,9003,-106.19306,-494.85684,89.500015,4.6276615e-08,134.22636,8.070665
0.01,-1.0,81,-1.0,,-3.0319831,-1.0,24143.207,,7.847895,11,494.85684,,5.5478926,0.9999998,0.01,494.85684,-129.12892,-111.68667,2513.818,0.01,,180,2407.3608,0.01,50.12777777777778,,180,,33.10423541069031,9023,-106.45736,-494.85684,90.00001,4.576386e-08,134.12892,8.068394
0.01,-1.0,81,-1.0,,0.013702512,1.0,24253.258,,8.915629,11,494.85684,1.0,5.542352,1.0000002,0.01,494.85684,-128.9959,-105.05025,2514.6416,0.01,,181,2407.8691,0.01,49.9171270718232,,181,,33.31275272369385,9035,-106.7724,-494.85684,90.50002,4.525958e-08,133.9959,8.072044
0.01,-1.0,81,1.0,,0.015128493,-1.0,24362.375,,5.397667,11,494.85684,1.0,5.536843,1.0,0.01,494.85684,-128.8592,-104.117645,2515.461,0.01,,182,2408.6775,0.01,49.70879120879121,,182,,33.5205340385437,9047,-106.78355,-494.85684,91.0,4.4763585e-08,133.8592,8.056327
0.01,-1.0,81,,,-1.0080525,,24473.785,,6.4985175,11,494.85684,,5.5313635,1.0000004,0.01,494.85684,-128.73653,-106.41016,2516.2756,0.01,,183,2409.4158,0.01,49.51912568306011,,183,,33.777650117874146,9062,-106.85997,-494.85684,91.50003,4.42757e-08,133.73653,8.046796
0.01,-1.0,81,,,-1.0024848,-1.0,24587.74,,9.018221,11,494.85684,1.0,5.5259137,1.0,0.01,494.85684,-128.62903,-108.95534,2517.0852,0.01,,184,2410.2104,0.01,49.34239130434783,,184,,34.028109073638916,9079,-106.87475,-494.85684,92.0,4.3795758e-08,133.62903,8.051063
0.01,-1.0,81,1.0,,0.99662447,,24699.617,,8.347381,11,494.85684,1.0,5.5204935,1.0000001,0.01,494.85684,-128.51144,-106.87599,2517.8904,0.01,,185,2410.841,0.01,49.178378378378376,,185,,34.24522686004639,9098,-107.04923,-494.85684,92.500015,4.3323567e-08,133.51144,8.051658
0.01,,81,-1.0,,-0.019527784,,24814.45,,8.261249,11,494.85684,1.0,5.515103,0.99999994,0.01,494.85684,-128.41101,-109.83083,2518.6907,0.01,,186,2411.4592,0.01,49.0,,186,,34.45486879348755,9114,-107.23155,-494.85684,92.99999,4.285897e-08,133.41101,8.051782
0.01,-1.0,81,,,0.016508222,,24929.078,,8.644266,11,494.85684,1.0,5.509741,1.0,0.01,494.85684,-128.31058,-109.62901,2519.4866,0.01,,187,2411.9849,0.01,48.83422459893048,,187,,34.675832986831665,9132,-107.50163,-494.85684,93.5,4.2401812e-08,133.31058,8.053954
0.01,-1.0,81,-1.0,,-2.0047717,,25041.828,,9.334664,11,494.85684,,5.5044074,1.0000001,0.01,494.85684,-128.20122,-107.750404,2520.278,0.01,,188,2412.7253,0.01,48.6436170212766,,188,,34.890225648880005,9145,-107.55262,-494.85684,94.000015,4.1951928e-08,133.20122,8.059774
0.01,,81,,,0.98318076,,25120.79,,8.330946,11,494.85684,1.0,5.4991026,0.9999998,0.01,494.85684,-127.91423,-73.961655,2521.0647,0.01,,189,2413.4915,0.01,49.142857142857146,,189,,35.18653964996338,9288,-107.57317,-494.85684,94.499985,4.1509164e-08,132.91423,8.060223
0.01,,81,,,-2.0052054,-1.0,25230.904,,9.802901,11,494.85684,-1.0,5.4938254,1.0,0.01,494.85684,-127.794235,-105.11531,2521.8477,0.01,,190,2414.1765,0.01,48.96842105263158,,190,,35.40857124328613,9304,-107.671036,-494.85684,95.0,4.1073374e-08,132.79424,8.068414
0.01,1.0,81,-1.0,,1.9813391,1.0,25343.252,,9.637412,11,494.85684,1.0,5.488576,0.99999994,0.01,494.85684,-127.68718,-107.34728,2522.6257,0.01,,191,2414.8818,0.01,48.78010471204188,,191,,35.61655807495117,9317,-107.74382,-494.85684,95.500015,4.0644423e-08,132.68718,8.075653
0.01,,81,,,-0.98927736,-1.0,25465.117,,9.826215,11,494.85684,,5.483354,1.0,0.01,494.85684,-127.63082,-116.8663,2523.3997,0.01,,192,2415.633,0.01,48.671875,,192,,35.83483958244324,9345,-107.76657,-494.85684,96.0,4.0222144e-08,132.63083,8.083798
0.01,,81,-1.0,,-1.9704906,-1.0,25583.215,,9.5098,11,494.85684,,5.4781594,0.9999998,0.01,494.85684,-127.55552,-113.098724,2524.1692,0.01,,193,2416.2056,0.01,48.50777202072539,,193,,36.05005097389221,9362,-107.96371,-494.85684,96.499985,3.9806412e-08,132.55551,8.09022
0.01,1.0,81,,,2.9791734,1.0,25694.303,,7.722067,11,494.85684,1.0,5.4729915,0.9999998,0.01,494.85684,-127.44486,-106.0866,2524.935,0.01,,194,2416.9656,0.01,48.345360824742265,,194,,36.26223278045654,9379,-107.96956,-494.85684,96.999985,3.9397094e-08,132.44485,8.087362
0.01,,81,1.0,,-0.9763833,-1.0,25807.021,,7.231609,11,494.85684,-1.0,5.4678497,0.9999997,0.01,494.85684,-127.3437,-107.717896,2525.696,0.01,,195,2417.4932,0.01,48.184615384615384,,195,,36.48700428009033,9396,-108.203,-494.85684,97.49997,3.8994052e-08,132.34369,8.082017
0.01,-1.0,81,1.0,,0.033004284,,25918.68,,8.591277,11,494.85684,,5.4627347,1.0000001,0.01,494.85684,-127.23816,-106.659996,2526.4534,0.01,,196,2418.1628,0.01,48.025510204081634,,196,,36.71943187713623,9413,-108.29052,-494.85684,98.000015,3.8597168e-08,132.23816,8.083663
0.01,,81,-1.0,,-1.0212622,-1.0,26028.11,,6.0211334,11,494.85684,1.0,5.457646,0.9999998,0.01,494.85684,-127.12238,-104.43031,2527.2063,0.01,,197,2418.609,0.01,47.878172588832484,,197,,36.93836998939514,9432,-108.597435,-494.85684,98.499985,3.8206313e-08,132.12238,8.0722475
0.01,,81,1.0,,1.9958513,1.0,26139.738,,7.8557343,11,494.85684,,5.4525824,0.9999998,0.01,494.85684,-127.01888,-106.62859,2527.9556,0.01,,198,2418.9958,0.01,47.72727272727273,,198,,37.155948638916016,9450,-108.959755,-494.85684,99.00001,3.7821373e-08,132.01889,8.070211
0.01,,81,1.0,,0.99386626,,26253.43,,7.5176163,11,494.85684,,5.4475446,1.0000001,0.01,494.85684,-126.92678,-108.69114,2528.7004,0.01,,199,2419.5947,0.01,47.57286432160804,,199,,37.37529993057251,9467,-109.105804,-494.85684,99.50001,3.7442213e-08,131.92679,8.066498
0.01,-1.0,81,,,-2.9870534,-1.0,26391.596,,9.277708,11,494.85684,-1.0,5.442532,1.0000001,0.01,494.85684,-126.95798,-133.16606,2529.4417,0.01,,200,2419.8875,0.01,47.525,,200,,37.61141514778137,9505,-109.55416,-494.85684,100.00001,3.7068727e-08,131.95798,8.07162
0.01,-1.0,81,-1.0,,-2.0019226,-1.0,26500.25,,9.935593,11,494.85684,1.0,5.4375443,1.0,0.01,494.85684,-126.84204,-103.652756,2530.1787,0.01,,201,2420.4707,0.01,47.492537313432834,,201,,37.849143981933594,9546,-109.70805,-494.85684,100.50002,3.67008e-08,131.84204,8.079966
0.01,,81,-1.0,,1.0011053,1.0,26611.598,,8.08092,11,494.85684,1.0,5.432582,1.0000004,0.01,494.85684,-126.740585,-106.34952,2530.912,0.01,,202,2421.1912,0.01,47.33168316831683,,202,,38.06802821159363,9561,-109.720985,-494.85684,101.00004,3.6338324e-08,131.74059,8.079046
0.01,1.0,81,-1.0,,-0.9993336,-1.0,26721.605,,7.617607,11,494.85684,,5.4276433,1.0000002,0.01,494.85684,-126.63352,-105.00662,2531.6416,0.01,,203,2421.8105,0.01,47.16748768472906,,203,,38.29480290412903,9575,-109.83099,-494.85684,101.50002,3.598119e-08,131.63351,8.075854
0.01,-1.0,81,-1.0,,-3.9649982,-1.0,26833.13,,6.9374347,11,494.85684,-1.0,5.4227295,1.0000002,0.01,494.85684,-126.53496,-106.5251,2532.3674,0.01,,204,2422.3047,0.01,47.0,,204,,38.51518797874451,9588,-110.06284,-494.85684,102.000046,3.56293e-08,131.53496,8.069359
0.01,-1.0,81,,,-1.0089017,1.0,26942.361,,8.64355,11,494.85684,-1.0,5.4178395,1.0,0.01,494.85684,-126.426155,-104.23042,2533.0894,0.01,,205,2422.8455,0.01,47.014634146341464,,205,,38.75582981109619,9638,-110.243904,-494.85684,102.5,3.5282547e-08,131.42615,8.071249
0.01,1.0,81,1.0,,1.9843696,-1.0,27048.715,,8.046008,11,494.85684,1.0,5.4129734,1.0000001,0.01,494.85684,-126.30444,-101.35364,2533.8074,0.01,,206,2423.4553,0.01,46.907766990291265,,206,,38.98363995552063,9663,-110.352135,-494.85684,103.000046,3.494083e-08,131.30444,8.070221
0.01,1.0,81,1.0,,2.992282,,27160.08,,9.723043,11,494.85684,1.0,5.4081306,0.9999999,0.01,494.85684,-126.208115,-106.36621,2534.522,0.01,,207,2424.0215,0.01,46.768115942028984,,207,,39.20549392700195,9681,-110.50053,-494.85684,103.50001,3.4604053e-08,131.20811,8.077304
0.01,-1.0,81,-1.0,,-1.9928508,1.0,27274.512,,9.729624,11,494.85684,-1.0,5.4033113,1.0000001,0.01,494.85684,-126.12746,-109.43173,2535.2332,0.01,,208,2424.7139,0.01,46.61538461538461,,208,,39.42513465881348,9696,-110.51934,-494.85684,104.000015,3.427212e-08,131.12746,8.084351
0.01,,81,,,1.0220908,1.0,27386.514,,9.369584,11,494.85684,,5.398515,1.0,0.01,494.85684,-126.03595,-107.00175,2535.9402,0.01,,209,2425.3298,0.01,46.588516746411486,,209,,39.67185068130493,9737,-110.61024,-494.85684,104.5,3.3944943e-08,131.03595,8.089606
0.01,1.0,81,1.0,,1.0004566,-1.0,27502.102,,6.5631332,11,494.85684,,5.393742,0.9999999,0.01,494.85684,-125.96239,-110.58617,2536.644,0.01,,210,2425.3794,0.01,46.45238095238095,,210,,39.89559531211853,9755,-111.26456,-494.85684,104.999985,3.3622424e-08,130.96239,8.0814495
0.01,1.0,81,,,1.0152129,-1.0,27621.451,,9.880297,11,494.85684,1.0,5.3889914,1.0000002,0.01,494.85684,-125.90735,-114.350624,2537.3442,0.01,,211,2425.7422,0.01,46.322274881516584,,211,,40.12232780456543,9774,-111.60212,-494.85684,105.500046,3.330448e-08,130.90735,8.089089
0.01,1.0,81,1.0,,2.958898,1.0,27731.781,,8.696317,11,494.85684,,5.384263,1.0000001,0.01,494.85684,-125.81029,-105.32912,2538.0408,0.01,,212,2426.2266,0.01,46.18396226415094,,212,,40.34772706031799,9791,-111.81418,-494.85684,106.000015,3.2991036e-08,130.81029,8.091073
0.01,,81,1.0,,1.0573462,-1.0,27849.393,,7.901745,11,494.85684,1.0,5.379557,1.0000002,0.01,494.85684,-125.74832,-112.611565,2538.7341,0.01,,213,2426.8242,0.01,46.04694835680751,,213,,40.56787371635437,9808,-111.909935,-494.85684,106.50002,3.2681985e-08,130.74832,8.089308
0.01,-1.0,81,,,-2.033933,-1.0,27965.492,,4.343788,11,494.85684,,5.3748736,0.9999999,0.01,494.85684,-125.67987,-111.09915,2539.4238,0.01,,214,2427.246,0.01,45.90654205607477,,214,,40.79283261299133,9824,-112.17763,-494.85684,106.999985,3.2377258e-08,130.67987,8.070933
0.01,1.0,81,1.0,,4.0192914,1.0,28083.188,,8.159232,11,494.85684,1.0,5.3702116,1.0000004,0.01,494.85684,-125.61948,-112.69597,2540.11,0.01,,215,2427.8271,0.01,45.76744186046512,,215,,41.01712942123413,9840,-112.28291,-494.85684,107.50004,3.2076777e-08,130.61948,8.070475
0.01,,81,,,-0.018179078,-1.0,28200.492,,8.566117,11,494.85684,1.0,5.365571,0.9999999,0.01,494.85684,-125.55783,-112.3068,2540.7932,0.01,,216,2428.2727,0.01,45.666666666666664,,216,,41.25062370300293,9864,-112.520454,-494.85684,108.00001,3.1780456e-08,130.55783,8.071905
0.01,-1.0,81,,,1.015111,1.0,28311.11,,5.185357,11,494.85684,1.0,5.360952,1.0,0.01,494.85684,-125.46594,-105.617386,2541.473,0.01,,217,2428.3752,0.01,45.52073732718894,,217,,41.47309184074402,9878,-113.09767,-494.85684,108.50003,3.1488224e-08,130.46594,8.057742
0.01,1.0,81,,,1.9718366,1.0,28426.89,,7.9106255,11,494.85684,,5.356354,1.0000002,0.01,494.85684,-125.39858,-110.77912,2542.1494,0.01,,218,2428.8716,0.01,45.38990825688074,,218,,41.71204662322998,9895,-113.27772,-494.85684,109.00002,3.1200006e-08,130.39859,8.05621
0.01,,81,1.0,,0.97697985,1.0,28543.816,,7.4331503,11,494.85684,-1.0,5.3517776,1.0000002,0.01,494.85684,-125.33706,-111.92581,2542.8225,0.01,,219,2428.956,0.01,45.26027397260274,,219,,41.941909313201904,9912,-113.86649,-494.85684,109.50002,3.0915725e-08,130.33707,8.052512
0.01,,81,-1.0,,-0.033283517,1.0,28666.11,,9.392435,11,494.85684,,5.347222,1.0000001,0.01,494.85684,-125.3005,-117.294075,2543.4922,0.01,,220,2429.2734,0.01,45.17727272727273,,220,,42.17482805252075,9939,-114.21885,-494.85684,110.000015,3.063531e-08,130.3005,8.057754
0.01,1.0,81,,,1.9928222,,28772.191,,8.525632,11,494.85684,1.0,5.3426867,1.0000001,0.01,494.85684,-125.19091,-101.083,2544.1587,0.01,,221,2429.542,0.01,45.081447963800905,,221,,42.40981483459473,9963,-114.616585,-494.85684,110.500015,3.0358695e-08,130.19092,8.059026
0.01,1.0,81,-1.0,,0.9846131,1.0,28900.727,,8.074467,11,494.85684,,5.338172,0.99999964,0.01,494.85684,-125.18346,-123.5325,2544.8223,0.01,,222,2430.156,0.01,45.0045045045045,,222,,42.66193389892578,9991,-114.666245,-494.85684,110.99996,3.0085808e-08,130.18346,8.058254
0.01,1.0,81,1.0,,-0.021870613,-1.0,29025.523,,6.955248,11,494.85684,-1.0,5.333678,0.99999994,0.01,494.85684,-125.159294,-119.79803,2545.4824,0.01,,223,2430.5571,0.01,44.94170403587444,,223,,42.89763927459717,10022,-114.92538,-494.85684,111.49999,2.9816583e-08,130.1593,8.05247
0.01,1.0,81,,,-1.014455,-1.0,29155.41,,8.804838,11,494.85684,-1.0,5.3292036,1.0000001,0.01,494.85684,-125.15808,-124.88599,2546.1396,0.01,,224,2431.117,0.01,44.875,,224,,43.13197922706604,10052,-115.02267,-494.85684,112.00004,2.9550957e-08,130.15808,8.054995
0.01,1.0,81,-1.0,,0.9651149,,29282.973,,9.959031,11,494.85684,1.0,5.324749,0.9999999,0.01,494.85684,-125.146545,-122.56144,2546.794,0.01,,225,2430.9363,0.01,44.81333333333333,,225,,43.36794447898865,10083,-115.85762,-494.85684,112.500015,2.928887e-08,130.14655,8.062627
0.01,,81,,,0.017356887,1.0,29403.842,,7.55598,11,494.85684,-1.0,5.3203144,0.9999996,0.01,494.85684,-125.10549,-115.870125,2547.445,0.01,,226,2428.4768,0.01,44.703539823008846,,226,,43.59522986412048,10103,-118.9682,-494.85684,112.999954,2.9030252e-08,130.1055,8.059559
0.01,1.0,81,-1.0,,-2.0021033,-1.0,29529.52,,8.089787,11,494.85684,-1.0,5.3158994,1.0000001,0.01,494.85684,-125.08599,-120.67802,2548.093,0.01,,227,2428.6528,0.01,44.6431718061674,,227,,43.83459711074829,10134,-119.44008,-494.85684,113.500015,2.8775041e-08,130.086,8.058868
0.01,,81,-1.0,,-2.9998293,-1.0,29662.217,,9.106441,11,494.85684,-1.0,5.311504,1.0,0.01,494.85684,-125.09744,-127.69794,2548.7378,0.01,,228,2428.9795,0.01,44.583333333333336,,228,,44.070239305496216,10165,-119.75835,-494.85684,114.0,2.8523182e-08,130.09744,8.062643
0.01,1.0,81,1.0,,2.0268452,,29792.5,,9.326635,11,494.85684,,5.3071275,1.0,0.01,494.85684,-125.09825,-125.28385,2549.38,0.01,,229,2428.9795,0.01,44.60698689956332,,229,,44.32318043708801,10215,-120.40041,-494.85684,114.5,2.8274613e-08,130.09825,8.067346
0.01,1.0,81,,,0.997317,1.0,29911.723,,6.988537,11,494.85684,-1.0,5.30277,1.0000001,0.01,494.85684,-125.050964,-114.22031,2550.019,0.01,,230,2426.0095,0.01,44.49130434782609,,230,,44.55666947364807,10233,-124.009476,-494.85684,115.00001,2.802928e-08,130.05096,8.061843
0.01,1.0,81,1.0,,1.9860744,1.0,30045.98,,10.026388,11,494.85684,-1.0,5.298432,0.99999994,0.01,494.85684,-125.069176,-129.25974,2550.655,0.01,,231,2425.1467,0.01,44.45887445887446,,231,,44.7953405380249,10270,-125.508286,-494.85684,115.49999,2.7787129e-08,130.06918,8.069538
0.01,1.0,81,,,0.97811735,,30166.102,,7.90906,11,494.85684,,5.294112,1.0000001,0.01,494.85684,-125.0263,-115.11936,2551.288,0.01,,232,2424.5625,0.01,44.349137931034484,,232,,45.031800270080566,10289,-126.72549,-494.85684,116.000046,2.7548104e-08,130.0263,8.068041
0.01,1.0,81,-1.0,,0.007827878,1.0,30310.91,,9.0756855,11,494.85684,-1.0,5.289811,1.0000001,0.01,494.85684,-125.089745,-139.80904,2551.9185,0.01,,233,2423.4724,0.01,44.33476394849785,,233,,45.2802848815918,10330,-128.44614,-494.85684,116.500046,2.7312147e-08,130.08975,8.071563
0.01,1.0,81,-1.0,,-0.0001372695,,30425.814,,9.342873,11,494.85684,,5.285528,1.0,0.01,494.85684,-125.02485,-109.904274,2552.546,0.01,,234,2407.1033,0.01,44.217948717948715,,234,,45.51290512084961,10347,-145.4427,-494.85684,117.00002,2.7079208e-08,130.02484,8.076198
0.01,1.0,81,1.0,,1.0173674,,30570.71,,9.238144,11,494.85684,-1.0,5.281264,1.0000001,0.01,494.85684,-125.088135,-139.89777,2553.1704,0.01,,235,2406.318,0.01,44.242553191489364,,235,,45.783082246780396,10397,-146.85223,-494.85684,117.500015,2.6849236e-08,130.08813,8.080347
0.01,,81,-1.0,,-1.0015291,1.0,30693.79,,9.535376,11,494.85684,-1.0,5.2770176,1.0000001,0.01,494.85684,-125.058426,-118.077324,2553.7925,0.01,,236,2406.1086,0.01,44.148305084745765,,236,,46.0174355506897,10419,-147.6839,-494.85684,118.000015,2.6622182e-08,130.05843,8.08572
0.01,,81,1.0,,0.008532796,,30852.395,,9.805317,11,494.85684,-1.0,5.2727895,0.9999999,0.01,494.85684,-125.17888,-153.60606,2554.4114,0.01,,237,2400.0693,0.01,44.20675105485232,,237,,46.27925133705139,10477,-154.34207,-494.85684,118.499985,2.6397995e-08,130.17888,8.092187
0.01,,81,-1.0,,-0.96977425,,30984.504,,9.603645,11,494.85684,,5.268579,0.9999998,0.01,494.85684,-125.18699,-127.10974,2555.0276,0.01,,238,2385.6055,0.01,44.14705882352941,,238,,46.527562618255615,10507,-169.42213,-494.85684,118.99998,2.6176627e-08,130.18698,8.097753
0.01,,81,,,-0.012828833,,31308.752,,7.9836597,11,494.85684,,5.2643857,1.0,0.01,494.85684,-125.99896,-319.2465,2555.6414,0.01,,239,2381.945,0.01,46.05439330543933,,239,,47.04910349845886,11007,-173.69637,-494.85684,119.50003,2.5958036e-08,130.99896,8.096493
0.01,1.0,81,-1.0,,-1.0107046,,31447.64,,8.422091,11,494.85684,-1.0,5.2602105,1.0000001,0.01,494.85684,-126.03184,-133.88966,2556.2522,0.01,,240,2112.957,0.01,46.05416666666667,,240,,47.30332350730896,11053,-443.2953,-494.85684,120.00001,2.5742173e-08,131.03183,8.09707
0.01,,81,-1.0,,-2.0259736,,31794.8,,7.2275934,11,494.85684,-1.0,5.2560525,1.0000001,0.01,494.85684,-126.928635,-342.15836,2556.86,0.01,,241,2076.2515,0.01,47.93775933609958,,241,,47.819175481796265,11553,-480.60864,-494.85684,120.50001,2.5528987e-08,131.92863,8.092687
0.01,,81,,,-1.0583215,,32265.645,,9.286685,11,494.85684,-1.0,5.2519116,1.0000001,0.01,494.85684,-128.32912,-465.84564,2557.4658,0.01,,242,2071.4646,0.01,49.80578512396694,,242,,48.33242654800415,12053,-486.00128,-494.85684,121.000015,2.5318437e-08,133.32912,8.096848
0.01,1.0,81,,,-0.0234105,,32735.922,,4.1625557,11,494.85684,-1.0,5.247788,1.0000001,0.01,494.85684,-129.71573,-465.27643,2558.0686,0.01,,243,2064.875,0.01,51.65843621399177,,243,,48.871922731399536,12553,-493.19348,-494.85684,121.500015,2.5110484e-08,134.71573,8.079886
