InvPendulum_std3_higher,InvPendulum_mu3_higher,GridSize,InvPendulum_mu0_higher,IWMin,ActionIn1,InvPendulum_mu2_higher,Regret,ReturnMax,DenMISELogLast,MinEpLen,ReturnAbsMax,InvPendulum_mu1_higher,DenMISELogFirst,IWMean,InvPendulum_std0_higher,ReturnStepMax,ReturnMean,ReturnLastEpisode,BoundBonus,InvPendulum_std2_higher,NumTrainableParams,Iteration,Bound,InvPendulum_std1_higher,AvgEpLen,IWLastEpisode,NumTrajectories,IWFirstEpisode,TimeElapsed,TimestepsSoFar,BoundMISE,ReturnMin,IWMax,Delta,Regret/t,DenMISEMeanLog
0.01,,81,-1.0,,0.98481965,1.0,11319.016,,9.094254,11,494.85684,1.0,6.322009,,0.01,494.85684,-131.37369,-110.60414,inf,0.01,,83,inf,0.01,53.674698795180724,,83,,12.762446403503418,4455,,-494.85684,,2.1523427e-07,136.37369,8.654025
0.01,-1.0,81,,,-1.0051785,-1.0,11439.363,,9.32546,11,494.85684,1.0,6.310033,,0.01,494.85684,-131.18289,-115.3467,inf,0.01,,84,inf,0.01,53.26190476190476,,84,,12.929668188095093,4474,,-494.85684,,2.1014014e-07,136.18289,8.650185
0.01,,81,,,-0.013694538,-1.0,11553.869,,8.656039,11,494.85684,1.0,6.298198,,0.01,494.85684,-130.92787,-109.50603,inf,0.01,,85,inf,0.01,52.83529411764706,,85,,13.099766254425049,4491,,-494.85684,,2.052248e-07,135.92787,8.638558
0.01,1.0,81,,,1.001965,-1.0,11668.023,,8.749916,11,494.85684,1.0,6.2865024,,0.01,494.85684,-130.6747,-109.1545,inf,0.01,,86,inf,0.01,52.395348837209305,,86,,13.26565408706665,4506,,-494.85684,,2.0047987e-07,135.6747,8.628293
0.01,-1.0,81,,,0.052279115,,11790.586,,9.768265,11,494.85684,1.0,6.2749414,,0.01,494.85684,-130.52397,-117.5624,inf,0.01,,87,inf,0.01,52.12643678160919,,87,,13.441287755966187,4535,,-494.85684,,1.9589761e-07,135.52397,8.629969
0.01,,81,,,1.0041097,,11904.683,,6.6645737,11,494.85684,1.0,6.2635126,,0.01,494.85684,-130.28049,-109.09665,inf,0.01,,88,inf,0.01,51.69318181818182,,88,,13.612093925476074,4549,,-494.85684,,1.9147068e-07,135.28049,8.596335
0.01,1.0,81,,,1.967586,,12014.195,,4.3661,11,494.85684,1.0,6.252213,,0.01,494.85684,-129.99095,-104.51332,inf,0.01,,89,inf,0.01,51.28089887640449,,89,,13.786731243133545,4564,,-494.85684,,1.8719217e-07,134.99095,8.537632
0.01,-1.0,81,,,0.9795889,1.0,12133.092,,6.4512515,11,494.85684,1.0,6.2410398,,0.01,494.85684,-129.81213,-113.8967,inf,0.01,,90,inf,0.01,50.91111111111111,,90,,13.955156803131104,4582,,-494.85684,,1.8305543e-07,134.81213,8.503401
0.01,,81,,,2.0235343,1.0,12251.476,,7.644449,11,494.85684,1.0,6.22999,,0.01,494.85684,-129.6316,-113.3836,inf,0.01,,91,inf,0.01,50.54945054945055,,91,,14.13164496421814,4600,,-494.85684,,1.7905434e-07,134.6316,8.483033
0.01,1.0,81,,,3.001425,1.0,12361.303,,8.346572,11,494.85684,1.0,6.219061,,0.01,494.85684,-129.36198,-104.82765,inf,0.01,,92,inf,0.01,50.141304347826086,,92,,14.299858331680298,4613,,-494.85684,,1.7518303e-07,134.36198,8.47074
0.01,,81,1.0,,1.0295229,-1.0,12475.088,,10.105014,11,494.85684,1.0,6.20825,,0.01,494.85684,-129.14073,-108.78488,inf,0.01,,93,inf,0.01,49.806451612903224,,93,,14.471218824386597,4632,,-494.85684,,1.7143589e-07,134.14073,8.477618
0.01,-1.0,81,1.0,,0.9593079,,12592.873,,8.2055235,11,494.85684,1.0,6.1975546,,0.01,494.85684,-128.96674,-112.7847,inf,0.01,,94,inf,0.01,49.5,,94,,14.645575761795044,4653,,-494.85684,,1.6780771e-07,133.96674,8.464142
0.01,,81,1.0,,2.0481546,,12704.926,,5.555498,11,494.85684,1.0,6.1869726,,0.01,494.85684,-128.73605,-107.0533,inf,0.01,,95,inf,0.01,49.1578947368421,,95,,14.820790767669678,4670,,-494.85684,,1.642935e-07,133.73605,8.423054
0.01,1.0,81,1.0,,2.9621503,,12814.639,,2.0700965,11,494.85684,1.0,6.1765013,,0.01,494.85684,-128.48582,-104.712204,inf,0.01,,96,inf,0.01,48.770833333333336,,96,,14.994221448898315,4682,,-494.85684,,1.6088858e-07,133.48582,8.346515
0.01,,81,1.0,,3.00474,1.0,12930.461,,7.2297764,11,494.85684,1.0,6.1661386,,0.01,494.85684,-128.30373,-110.82275,inf,0.01,,97,inf,0.01,48.43298969072165,,97,,15.171850681304932,4698,,-494.85684,,1.5758837e-07,133.30373,8.324746
0.01,-1.0,81,-1.0,,-2.9765697,,13040.35,,9.754514,11,494.85684,-1.0,6.155882,1.0000001,0.01,494.85684,-128.06479,-104.88849,3424.79,0.01,,98,3355.224,0.01,48.09183673469388,,98,,15.35244631767273,4713,-69.56595,-494.85684,98.000015,1.5438867e-07,133.06479,8.329184
0.01,-1.0,81,1.0,,-0.9300147,,13148.709,,9.585151,11,494.85684,-1.0,6.1457295,0.99999964,0.01,494.85684,-127.81524,-103.35861,3427.0063,0.01,,99,3345.437,0.01,48.333333333333336,,99,,15.563396692276001,4785,-81.569244,-494.85684,98.99996,1.5128549e-07,132.81525,8.338822
0.01,-1.0,81,1.0,,-0.9667224,-1.0,13246.406,,4.1209445,11,494.85684,,6.1356792,1.0000001,0.01,494.85684,-127.464066,-92.697044,3429.1987,0.01,,100,3347.3105,0.01,48.48,,100,,15.774312019348145,4848,-81.88811,-494.85684,100.00001,1.482749e-07,132.46407,8.293626
0.01,,81,,,1.0347422,,13357.079,,8.641151,11,494.85684,1.0,6.125729,0.9999998,0.01,494.85684,-127.24831,-105.67361,3431.3682,0.01,,101,3348.9858,0.01,48.13861386138614,,101,,15.94587230682373,4862,-82.382416,-494.85684,100.999985,1.453533e-07,132.2483,8.294077
0.01,-1.0,81,-1.0,,-1.0115263,1.0,13472.712,,7.806384,11,494.85684,,6.1158767,1.0000005,0.01,494.85684,-127.08541,-110.63307,3433.515,0.01,,102,3351.0571,0.01,47.8235294117647,,102,,16.122936725616455,4878,-82.45778,-494.85684,102.000046,1.425172e-07,132.08542,8.286335
0.01,,81,1.0,,1.9989725,,13583.482,,7.6685886,11,494.85684,1.0,6.1061206,0.99999994,0.01,494.85684,-126.87847,-105.77119,3435.6392,0.01,,103,3353.1,0.01,47.54368932038835,,103,,16.304564952850342,4897,-82.539185,-494.85684,102.99999,1.3976332e-07,131.87848,8.277406
0.01,,81,,,1.9783574,1.0,13694.199,,9.9442835,11,494.85684,1.0,6.0964584,1.0000001,0.01,494.85684,-126.674995,-105.71564,3437.7415,0.01,,104,3355.1113,0.01,47.21153846153846,,104,,16.48171877861023,4910,-82.63018,-494.85684,104.000015,1.3708848e-07,131.67499,8.290529
0.01,,81,1.0,,2.9403477,1.0,13806.395,,9.348321,11,494.85684,1.0,6.0868893,0.9999999,0.01,494.85684,-126.48947,-107.19555,3439.8228,0.01,,105,3357.1445,0.01,46.87619047619047,,105,,16.659398555755615,4922,-82.67813,-494.85684,104.999985,1.344897e-07,131.48947,8.297728
0.01,-1.0,81,1.0,,0.9341481,1.0,13918.149,,5.4696207,11,494.85684,,6.07741,0.9999997,0.01,494.85684,-126.3033,-106.75483,3441.8828,0.01,,106,3359.182,0.01,46.613207547169814,,106,,16.847134590148926,4941,-82.70095,-494.85684,105.99997,1.3196414e-07,131.3033,8.268196
0.01,-1.0,81,,,0.009018004,1.0,14028.822,,0.7178248,11,494.85684,,6.068021,0.9999999,0.01,494.85684,-126.11049,-105.67324,3443.9224,0.01,,107,3360.8413,0.01,46.299065420560744,,107,,17.02818989753723,4954,-83.081116,-494.85684,106.999985,1.2950903e-07,131.11049,8.194808
0.01,,81,-1.0,,-0.020319812,,14140.238,,10.338532,11,494.85684,1.0,6.058718,1.0000001,0.01,494.85684,-125.92813,-106.416176,3445.942,0.01,,108,3362.7888,0.01,46.00925925925926,,108,,17.206489324569702,4969,-83.15299,-494.85684,108.00001,1.2712182e-07,130.92813,8.21186
0.01,-1.0,81,-1.0,,-0.98746836,,14254.211,,7.875155,11,494.85684,1.0,6.0495014,1.0000002,0.01,494.85684,-125.772575,-108.97221,3447.9414,0.01,,109,3364.3586,0.01,45.74311926605505,,109,,17.392201900482178,4986,-83.58266,-494.85684,109.00002,1.2480002e-07,130.77258,8.205997
0.01,-1.0,81,-1.0,,-2.015646,,14363.277,,9.562605,11,494.85684,,6.040369,1.0000001,0.01,494.85684,-125.57525,-104.06599,3449.9216,0.01,,110,3366.2312,0.01,45.445454545454545,,110,,17.57307505607605,4999,-83.69039,-494.85684,110.000015,1.2254124e-07,130.57526,8.215582
0.01,,81,1.0,,0.00042872364,-1.0,14477.21,,7.5868235,11,494.85684,,6.031319,1.0000001,0.01,494.85684,-125.425316,-108.93253,3451.883,0.01,,111,3368.1648,0.01,45.270270270270274,,111,,17.76762890815735,5025,-83.718346,-494.85684,111.000015,1.2034323e-07,130.42532,8.207194
0.01,-1.0,81,,,-0.98360723,,14587.681,,8.621643,11,494.85684,,6.022351,1.0000004,0.01,494.85684,-125.24715,-105.471,3453.8254,0.01,,112,3369.857,0.01,45.035714285714285,,112,,17.95456027984619,5044,-83.96844,-494.85684,112.00004,1.1820383e-07,130.24715,8.208194
0.01,-1.0,81,-1.0,,-3.0267646,-1.0,14699.875,,9.794383,11,494.85684,,6.0134616,1.0000001,0.01,494.85684,-125.08739,-107.194466,3455.7495,0.01,,113,3371.6013,0.01,44.83185840707964,,113,,18.138952255249023,5066,-84.148285,-494.85684,113.00001,1.1612101e-07,130.08739,8.219555
0.01,-1.0,81,1.0,,1.0001233,,14811.036,,6.8140903,11,494.85684,1.0,6.004651,1.0,0.01,494.85684,-124.92137,-106.16119,3457.656,0.01,,114,3373.2715,0.01,44.55263157894737,,114,,18.317854404449463,5079,-84.38455,-494.85684,114.0,1.1409273e-07,129.92137,8.204574
0.01,,81,-1.0,,-2.0312848,-1.0,14923.081,,7.146954,11,494.85684,,5.9959173,1.0000001,0.01,494.85684,-124.76592,-107.04513,3459.5442,0.01,,115,3374.925,0.01,44.28695652173913,,115,,18.501667499542236,5093,-84.61921,-494.85684,115.00001,1.1211712e-07,129.76593,8.192746
0.01,1.0,81,,,0.0074619055,-1.0,15036.657,,9.325042,11,494.85684,,5.9872594,1.0000004,0.01,494.85684,-124.62636,-108.57648,3461.4155,0.01,,116,3376.499,0.01,44.08620689655172,,116,,18.70057988166809,5114,-84.91661,-494.85684,116.000046,1.1019242e-07,129.62636,8.1999
0.01,1.0,81,-1.0,,-1.0472391,-1.0,15146.314,,7.2276363,11,494.85684,,5.9786754,0.99999976,0.01,494.85684,-124.45568,-104.65781,3463.2698,0.01,,117,3378.2422,0.01,43.8034188034188,,117,,18.881165504455566,5125,-85.02764,-494.85684,116.99997,1.0831683e-07,129.45569,8.189003
0.01,,81,,,1.0092797,1.0,15263.107,,6.2405643,11,494.85684,,5.970165,1.0000001,0.01,494.85684,-124.348366,-111.79279,3465.107,0.01,,118,3379.5903,0.01,43.601694915254235,,118,,19.070327520370483,5145,-85.516495,-494.85684,118.000015,1.0648873e-07,129.34836,8.169927
0.01,,81,,,-1.0093108,-1.0,15380.84,,9.749966,11,494.85684,,5.961726,0.9999998,0.01,494.85684,-124.250755,-112.731155,3466.928,0.01,,119,3381.3638,0.01,43.38655462184874,,119,,19.255189657211304,5163,-85.56421,-494.85684,118.99998,1.0470651e-07,129.25076,8.180661
0.01,1.0,81,,,2.9882529,1.0,15492.822,,9.986981,11,494.85684,1.0,5.9533577,1.0000001,0.01,494.85684,-124.10685,-106.98329,3468.7324,0.01,,120,3382.983,0.01,43.175,,120,,19.44040036201477,5181,-85.749466,-494.85684,120.00001,1.0296869e-07,129.10684,8.193192
0.01,-1.0,81,,,-0.022860646,,15604.977,,7.232802,11,494.85684,1.0,5.945059,1.0000001,0.01,494.85684,-123.96675,-107.15427,3470.5212,0.01,,121,3384.5261,0.01,42.925619834710744,,121,,19.631396055221558,5194,-85.995224,-494.85684,121.000015,1.0127375e-07,128.96675,8.182754
0.01,,81,,,-0.016111119,-1.0,15715.883,,6.030103,11,494.85684,1.0,5.9368286,0.9999998,0.01,494.85684,-123.81871,-105.90659,3472.294,0.01,,122,3386.2532,0.01,42.68032786885246,,122,,19.809947729110718,5207,-86.040825,-494.85684,121.99998,9.962032e-08,128.81871,8.162626
0.01,-1.0,81,,,-0.99944115,-1.0,15836.77,,7.6999726,11,494.85684,1.0,5.928665,1.0,0.01,494.85684,-123.75423,-115.88645,3474.0518,0.01,,123,3387.734,0.01,42.50406504065041,,123,,20.007225275039673,5228,-86.31791,-494.85684,123.0,9.800708e-08,128.75423,8.1564045
0.01,,81,1.0,,2.0128682,1.0,15946.014,,8.610354,11,494.85684,,5.920568,0.99999994,0.01,494.85684,-123.596886,-104.24345,3475.7944,0.01,,124,3389.2393,0.01,42.29838709677419,,124,,20.205389261245728,5245,-86.5552,-494.85684,123.99999,9.6432686e-08,128.5969,8.157622
0.01,,81,1.0,,-1.025169,-1.0,16059.126,,9.270178,11,494.85684,-1.0,5.9125357,1.0000001,0.01,494.85684,-123.47301,-108.11248,3477.5222,0.01,,125,3390.8423,0.01,42.072,,125,,20.40372085571289,5259,-86.67987,-494.85684,125.00001,9.489594e-08,128.473,8.164101
0.01,-1.0,81,,,-3.0080066,-1.0,16170.566,,9.200789,11,494.85684,-1.0,5.9045677,0.9999999,0.01,494.85684,-123.33783,-106.44085,3479.2354,0.01,,126,3392.4563,0.01,41.82539682539682,,126,,20.594825744628906,5270,-86.77916,-494.85684,125.999985,9.339563e-08,128.33783,8.169924
0.01,,81,,,-1.9841145,-1.0,16284.584,,6.9178085,11,494.85684,-1.0,5.896662,1.0000002,0.01,494.85684,-123.22507,-109.01711,3480.9346,0.01,,127,3394.1404,0.01,41.61417322834646,,127,,20.78733468055725,5285,-86.79418,-494.85684,127.00002,9.193063e-08,128.22507,8.15768
0.01,1.0,81,-1.0,,0.9851884,1.0,16394.816,,10.02771,11,494.85684,,5.888819,1.0000005,0.01,494.85684,-123.084496,-105.23181,3482.6191,0.01,,128,3395.7769,0.01,41.3828125,,128,,20.96960949897766,5297,-86.84225,-494.85684,128.00006,9.049982e-08,128.0845,8.169922
0.01,-1.0,81,1.0,,-0.004227817,,16518.977,,9.293159,11,494.85684,,5.881037,1.0000004,0.01,494.85684,-123.054085,-119.161354,3484.2896,0.01,,129,3397.2366,0.01,41.248062015503876,,129,,21.159677982330322,5321,-87.05309,-494.85684,129.00005,8.910215e-08,128.05408,8.176281
0.01,1.0,81,-1.0,,1.0455332,,16630.12,,9.472048,11,494.85684,1.0,5.873315,1.0000002,0.01,494.85684,-122.923996,-106.1423,3485.9468,0.01,,130,3398.7632,0.01,41.04615384615385,,130,,21.343465566635132,5336,-87.18349,-494.85684,130.00003,8.773663e-08,127.923996,8.183919
0.01,,81,-1.0,,-1.0495892,-1.0,16756.23,,6.2632594,11,494.85684,1.0,5.865652,1.0000001,0.01,494.85684,-122.91016,-121.11112,3487.59,0.01,,131,3400.26,0.01,40.93129770992366,,131,,21.543105840682983,5362,-87.330185,-494.85684,131.00002,8.640225e-08,127.91016,8.166944
0.01,1.0,81,1.0,,3.0221071,,16867.637,,6.649032,11,494.85684,1.0,5.8580475,1.0000001,0.01,494.85684,-122.78512,-106.40468,3489.2207,0.01,,132,3401.865,0.01,40.75757575757576,,132,,21.7490873336792,5380,-87.35581,-494.85684,132.00002,8.509808e-08,127.78512,8.153149
0.01,,81,1.0,,1.017594,1.0,16982.812,,9.566457,11,494.85684,-1.0,5.8505,1.0000002,0.01,494.85684,-122.69033,-110.178345,3490.838,0.01,,133,3403.2786,0.01,40.56390977443609,,133,,21.941615343093872,5395,-87.559235,-494.85684,133.00003,8.382322e-08,127.69033,8.161496
0.01,-1.0,81,,,-0.9736163,1.0,17104.465,,10.091597,11,494.85684,-1.0,5.8430095,0.99999976,0.01,494.85684,-122.64526,-116.65211,3492.4424,0.01,,134,3404.1094,0.01,40.44776119402985,,134,,22.144027948379517,5420,-88.33296,-494.85684,133.99997,8.2576804e-08,127.64526,8.173636
0.01,-1.0,81,,,-1.9990757,,17217.89,,8.287219,11,494.85684,-1.0,5.8355746,0.99999964,0.01,494.85684,-122.53993,-108.4254,3494.0342,0.01,,135,3405.679,0.01,40.25925925925926,,135,,22.33542776107788,5435,-88.35531,-494.85684,134.99995,8.135797e-08,127.53993,8.172233
0.01,1.0,81,1.0,,3.0101583,1.0,17313.178,,8.34411,11,494.85684,,5.8281946,1.0,0.01,494.85684,-122.30278,-90.28674,3495.613,0.01,,136,3407.2446,0.01,40.23529411764706,,136,,22.543288946151733,5472,-88.3683,-494.85684,136.0,8.0165925e-08,127.30278,8.171268
0.01,-1.0,81,,,-1.998013,-1.0,17429.7,,5.2014756,11,494.85684,,5.8208685,1.0000001,0.01,494.85684,-122.22408,-111.52109,3497.18,0.01,,137,3408.563,0.01,40.08029197080292,,137,,22.738208293914795,5491,-88.617,-494.85684,137.00002,7.8999896e-08,127.22408,8.147377
0.01,,81,1.0,,1.0047299,-1.0,17546.633,,8.809214,11,494.85684,1.0,5.813596,1.0,0.01,494.85684,-122.14951,-111.93254,3498.735,0.01,,138,3409.8328,0.01,39.905797101449274,,138,,22.957125425338745,5507,-88.902306,-494.85684,138.0,7.785911e-08,127.14951,8.149977
0.01,1.0,81,1.0,,0.9967343,-1.0,17662.668,,9.934466,11,494.85684,,5.8063755,1.0000001,0.01,494.85684,-122.06956,-111.03513,3500.278,0.01,,139,3411.0476,0.01,39.74820143884892,,139,,23.149369716644287,5525,-89.230545,-494.85684,139.00002,7.6742865e-08,127.06956,8.160632
0.01,-1.0,81,,,0.9982217,1.0,17776.996,,9.78731,11,494.85684,1.0,5.799207,0.9999999,0.01,494.85684,-121.978546,-109.328026,3501.809,0.01,,140,3412.4346,0.01,39.57142857142857,,140,,23.339083433151245,5540,-89.37439,-494.85684,139.99998,7.5650455e-08,126.978546,8.170086
0.01,,81,1.0,,0.9544856,,17894.807,,9.395139,11,494.85684,,5.7920895,1.0000001,0.01,494.85684,-121.91352,-112.81175,3503.329,0.01,,141,3413.7827,0.01,39.41843971631206,,141,,23.53152060508728,5558,-89.54651,-494.85684,141.00002,7.458121e-08,126.91352,8.176622
0.01,1.0,81,,,2.0116055,,18004.416,,7.1753025,11,494.85684,1.0,5.7850223,1.0000002,0.01,494.85684,-121.791664,-104.60962,3504.8376,0.01,,142,3415.0588,0.01,39.225352112676056,,142,,23.718097686767578,5570,-89.77885,-494.85684,142.00003,7.3534466e-08,126.791664,8.167435
0.01,,81,-1.0,,0.031982496,1.0,18124.754,,6.8716207,11,494.85684,,5.7780046,1.0000002,0.01,494.85684,-121.74653,-115.33645,3506.3345,0.01,,143,3416.2576,0.01,39.10489510489511,,143,,23.91750454902649,5592,-90.077,-494.85684,143.00003,7.250961e-08,126.74653,8.156253
0.01,,81,,,0.0011543818,1.0,18243.916,,-0.3859248,11,494.85684,-1.0,5.771036,1.0,0.01,494.85684,-121.69386,-114.162704,3507.82,0.01,,144,3417.2969,0.01,38.958333333333336,,144,,24.107980728149414,5610,-90.52316,-494.85684,144.0,7.150603e-08,126.69386,8.094825
0.01,,81,-1.0,,0.9938824,1.0,18372.012,,9.102989,11,494.85684,1.0,5.764116,1.0000005,0.01,494.85684,-121.70353,-123.095535,3509.2957,0.01,,145,3418.3738,0.01,38.89655172413793,,145,,24.31337809562683,5640,-90.92181,-494.85684,145.00006,7.052314e-08,126.70353,8.099685
0.01,1.0,81,1.0,,1.996239,,18481.105,,8.89615,11,494.85684,,5.7572427,1.0000002,0.01,494.85684,-121.58292,-104.095184,3510.76,0.01,,146,3419.73,0.01,38.773972602739725,,146,,24.507433652877808,5661,-91.02994,-494.85684,146.00003,6.956038e-08,126.58292,8.103062
0.01,1.0,81,,,-1.0091878,-1.0,18611.422,,9.991493,11,494.85684,-1.0,5.7504168,1.0000002,0.01,494.85684,-121.608315,-125.31694,3512.2134,0.01,,147,3421.148,0.01,38.70748299319728,,147,,24.721975088119507,5690,-91.06542,-494.85684,147.00003,6.861719e-08,126.608315,8.113845
0.01,1.0,81,,,0.9727737,-1.0,18730.94,,6.5398507,11,494.85684,1.0,5.743637,1.0000001,0.01,494.85684,-121.5604,-114.51641,3513.6567,0.01,,148,3420.9883,0.01,38.57432432432432,,148,,24.920708417892456,5709,-92.668335,-494.85684,148.00002,6.769307e-08,126.5604,8.101159
0.01,1.0,81,,,1.9936411,1.0,18841.582,,7.0845675,11,494.85684,,5.736903,1.0,0.01,494.85684,-121.45357,-105.64179,3515.0896,0.01,,149,3421.2305,0.01,38.40268456375839,,149,,25.110498666763306,5722,-93.85907,-494.85684,149.0,6.6787486e-08,126.45357,8.092299
0.01,,81,-1.0,,-2.9812183,-1.0,18954.062,,3.8320794,11,494.85684,-1.0,5.730214,1.0000001,0.01,494.85684,-121.36042,-107.48237,3516.5127,0.01,,150,3420.4336,0.01,38.233333333333334,,150,,25.303017616271973,5735,-96.07906,-494.85684,150.00002,6.5899954e-08,126.36042,8.061875
0.01,1.0,81,,,0.9964417,,19076.691,,8.547277,11,494.85684,,5.7235694,0.9999998,0.01,494.85684,-121.3357,-117.6273,3517.9255,0.01,,151,3419.4229,0.01,38.370860927152314,,151,,25.533961534500122,5794,-98.50262,-494.85684,150.99997,6.503e-08,126.3357,8.063079
0.01,1.0,81,,,1.0024496,1.0,19210.178,,5.018506,11,494.85684,-1.0,5.716969,1.0000004,0.01,494.85684,-121.38275,-128.48694,3519.3284,0.01,,152,3418.4734,0.01,38.31578947368421,,152,,25.737868309020996,5824,-100.85504,-494.85684,152.00006,6.417716e-08,126.38275,8.041053
0.01,,81,-1.0,,-0.99816334,,19335.248,,8.837929,11,494.85684,,5.7104115,1.0,0.01,494.85684,-121.37417,-120.070564,3520.7217,0.01,,153,3415.151,0.01,38.21568627450981,,153,,25.936492919921875,5847,-105.570816,-494.85684,153.0,6.334098e-08,126.37417,8.044276
0.01,,81,1.0,,0.022046555,,19545.162,,6.4771633,11,494.85684,-1.0,5.703897,1.0000004,0.01,494.85684,-121.91663,-204.91336,3522.1052,0.01,,154,3415.832,0.01,41.214285714285715,,154,,26.431866884231567,6347,-106.27307,-494.85684,154.00006,6.2521046e-08,126.91663,8.032128
0.01,1.0,81,-1.0,,0.0040976405,,19724.023,,8.950888,11,494.85684,,5.6974244,1.0,0.01,494.85684,-122.25176,-173.86232,3523.4792,0.01,,155,3408.8564,0.01,41.47096774193548,,155,,26.682448387145996,6428,-114.62289,-494.85684,155.0,6.1716925e-08,127.25176,8.036098
0.01,,81,,,-0.0036480175,,19874.496,,10.362707,11,494.85684,,5.6909933,1.0000002,0.01,494.85684,-122.40062,-145.47067,3524.8438,0.01,,156,3406.9956,0.01,41.532051282051285,,156,,26.90286660194397,6479,-117.848145,-494.85684,156.00003,6.0928215e-08,127.40062,8.049065
0.01,,81,-1.0,,-1.0110993,1.0,20077.38,,6.738793,11,494.85684,-1.0,5.6846037,1.0,0.01,494.85684,-122.88141,-197.88632,3526.1992,0.01,,157,3408.0793,0.01,41.94267515923567,,157,,27.168806791305542,6585,-118.11987,-494.85684,157.0,6.015453e-08,127.88141,8.038786
0.01,1.0,81,1.0,,0.992825,,20227.896,,6.5603504,11,494.85684,-1.0,5.6782546,0.9999998,0.01,494.85684,-123.02466,-145.51659,3527.5454,0.01,,158,3391.9724,0.01,41.99367088607595,,158,,27.388272762298584,6635,-135.57301,-494.85684,157.99997,5.9395493e-08,128.02466,8.027506
0.01,,81,-1.0,,-2.012623,,20354.607,,9.8197975,11,494.85684,-1.0,5.671945,1.0000002,0.01,494.85684,-123.016396,-121.71153,3528.8833,0.01,,159,3159.971,0.01,41.880503144654085,,159,,27.590889930725098,6659,-368.91232,-494.85684,159.00003,5.8650723e-08,128.01639,8.036868
0.01,,81,,,-1.0178039,,20852.809,,9.734928,11,494.85684,-1.0,5.6656756,0.9999995,0.01,494.85684,-125.330055,-493.20163,3530.2114,0.01,,160,3143.863,0.01,44.74375,,160,,28.07497000694275,7159,-386.34845,-494.85684,159.99992,5.791988e-08,130.33005,8.045583
0.01,1.0,81,,,-0.015188754,,21339.676,,8.74986,11,494.85684,-1.0,5.6594453,1.0000004,0.01,494.85684,-127.54457,-481.86682,3531.531,0.01,,161,3144.0752,0.01,47.57142857142857,,161,,28.55019211769104,7659,-387.4558,-494.85684,161.00006,5.7202616e-08,132.54457,8.048072
0.01,1.0,81,-1.0,,-0.9958414,,21839.523,,8.049284,11,494.85684,-1.0,5.653253,1.0000001,0.01,494.85684,-129.81187,-494.84634,3532.8423,0.01,,162,3142.7725,0.01,50.364197530864196,,162,,29.031500816345215,8159,-390.06992,-494.85684,162.00002,5.6498592e-08,134.81187,8.046203
0.01,-1.0,81,-1.0,,-3.0193944,,22236.258,,8.329493,11,494.85684,-1.0,5.6470995,1.0,0.01,494.85684,-131.41876,-391.73367,2499.0176,0.01,,163,2403.2114,0.01,53.122699386503065,,163,,29.50843906402588,8659,-95.80626,-494.85684,81.50002,5.5807487e-08,136.41876,8.046078
0.01,-1.0,81,1.0,,-0.9754837,,22346.77,,9.468968,11,494.85684,-1.0,5.640983,1.0,0.01,494.85684,-131.26079,-105.5117,2499.9324,0.01,,164,2401.843,0.01,53.09146341463415,,164,,29.736422300338745,8707,-98.08937,-494.85684,82.0,5.5128982e-08,136.26079,8.053618
0.01,-1.0,81,1.0,,0.0141415,1.0,22459.818,,7.282494,11,494.85684,-1.0,5.634904,0.9999998,0.01,494.85684,-131.12012,-108.04996,2500.8418,0.01,,165,2401.1824,0.01,52.872727272727275,,165,,29.94325590133667,8724,-99.65935,-494.85684,82.50001,5.4462774e-08,136.12012,8.047818
0.01,-1.0,81,,,-2.0024252,,22571.93,,8.397239,11,494.85684,-1.0,5.628862,0.9999998,0.01,494.85684,-130.97548,-107.111305,2501.7449,0.01,,166,2400.5562,0.01,52.674698795180724,,166,,30.150819301605225,8744,-101.18872,-494.85684,82.999985,5.3808566e-08,135.97548,8.048802
0.01,1.0,81,-1.0,,0.017674088,-1.0,22681.273,,9.206395,11,494.85684,1.0,5.6228557,1.0,0.01,494.85684,-130.81601,-104.34261,2502.6426,0.01,,167,2397.978,0.01,52.68263473053892,,167,,30.375534772872925,8798,-104.66445,-494.85684,83.5,5.3166087e-08,135.81601,8.05462
0.01,-1.0,81,1.0,,-0.9859674,-1.0,22793.52,,7.218669,11,494.85684,,5.6168857,0.9999998,0.01,494.85684,-130.6757,-107.24824,2503.5342,0.01,,168,2398.7544,0.01,52.45238095238095,,168,,30.587079524993896,8812,-104.7799,-494.85684,83.999985,5.2535036e-08,135.6757,8.048537
0.01,-1.0,81,1.0,,1.9846892,1.0,22907.965,,9.178669,11,494.85684,1.0,5.610951,0.9999998,0.01,494.85684,-130.5501,-109.44358,2504.4207,0.01,,169,2399.553,0.01,52.23076923076923,,169,,30.80602264404297,8827,-104.86763,-494.85684,84.499985,5.1915162e-08,135.5501,8.054123
0.01,-1.0,81,-1.0,,-1.0071653,,23021.809,,8.948715,11,494.85684,1.0,5.605051,1.0,0.01,494.85684,-130.42241,-108.844925,2505.3013,0.01,,170,2400.2502,0.01,52.01764705882353,,170,,31.014211893081665,8843,-105.05099,-494.85684,85.00004,5.13062e-08,135.42241,8.05829
